,Concept_ID,be,fi
114,Wald::N,лес,metsä
115,Hügel::N,узгорак,mäki
116,Hügel::N,узгорак,kumpu
117,Hügel::N,узгорак,kukkula
118,Anhöhe::N,узвышша,mäki
119,Anhöhe::N,узвышша,kumpare
120,Berg::N,гара,mäki
121,Berg::N,гара,vuori
122,Gipfel::N,вяршыня,laki
123,Gipfel::N,вяршыня,huippu
124,Höhle::N,пячора,luola
125,Abhang::N,схіл,rinne
126,Quelle::N,крыніца,lähde
127,Bach::N,ручай,puro
128,Fluss::N,рака,joki
129,Ufer::N,бераг,ranta
130,Küste::N,узбярэжжа,rannikko
131,Festland::N,суша,manner
132,Meer::N,мора,meri
133,Bucht::N,бухта,lahti
134,Insel::N,востраў,saari
135,Blume::N,кветка,kukka
136,Gras::N,трава,ruoho
137,Wurzel::N,корань,juuri
138,Baum::N,дрэва,puu
139,Stamm::N,ствол,runko
140,Rinde::N,кара,kuori
141,Rinde::N,кара,parkki
142,Ast::N,сук,oksa
143,Zweig::N,галіна,haara
144,Blatt::N,ліст,lehti
145,Birke::N,бяроза,koivu
146,Kiefer[Baum]::N,хвоя,mänty
147,Kiefer[Baum]::N,хвоя,petäjä
148,Kiefer[Baum]::N,сасна,mänty
149,Kiefer[Baum]::N,сасна,petäjä
150,Weide[Baum]::N,вярба,paju
151,Tanne::N,яліна,kuusi
152,Horn::N,рог,sarvi
153,Feder::N,пяро,sulka
154,Feder::N,пяро,höyhen
155,Fell::N,шкура,talja
156,Flügel::N,крыло,siipi
157,Klaue::N,кіпцюр,kynsi
158,Kralle::N,лапа,kynsi
159,Schwanz::N,хвост,häntä
160,Schwanz::N,хвост,pyrstö
161,Ei::N,яйка,muna
162,Nest::N,гняздо,pesä
163,Bau::N,нара,pesä
164,Tier::N,жывёла,eläin
165,Herde::N,статак,lauma
166,Kuh::N,карова,lehmä
167,Bulle::N,бык,sonni
168,Pferd::N,конь,hevonen
169,Schaf::N,авечка,lammas
170,Schwein::N,свіння,sika
171,Hund::N,сабака,koira
172,Katze::N,кошка,kissa
173,Bär::N,мядзведзь,karhu
174,Eichhörnchen::N,вавёрка,orava
175,Elch::N,лось,hirvi
176,Fuchs::N,ліса,kettu
177,Hase::N,заяц,jänis
178,Maus::N,мыш,hiiri
179,Wolf::N,воўк,susi
180,Vogel::N,птах,lintu
181,Vogel::N,птушка,lintu
182,Schwarm::N,чарада,parvi
183,Huhn::N,курыца,kana
184,Hahn::N,певень,kukko
185,Gans::N,гусь,hanhi
186,Adler::N,арол,kotka
187,Ente::N,качка,ankka
188,Eule::N,сава,pöllö
189,Kranich::N,жораў,kurki
190,Kranich::N,журавель,kurki
191,Krähe::N,варона,varis
192,Kuckuck::N,зязюля,käki
193,Schwan::N,лебедзь,joutsen
194,Fisch::N,рыба,kala
195,Barsch::N,акунь,ahven
196,Hecht::N,шчупак,hauki
197,Schlange[Tier]::N,змяя,käärme
198,Wurm::N,чарвяк,mato
199,Spinne::N,павук,hämähäkki
200,Ameise::N,мурашка,muurahainen
201,Laus::N,вош,täi
202,Mücke::N,камар,sääski
203,Mücke::N,камар,hyttynen
204,Fliege::N,муха,kärpänen
205,Schmetterling::N,матыль,perhonen
206,Beere::N,ягада,marja
207,Apfel::N,яблык,omena
208,Pilz::N,грыб,sieni
209,Zwiebel::N,цыбуля,sipuli
210,Saat::N,семя,siemenet
211,Korn::N,зерне,jyvä
212,Korn::N,зерне,vilja
213,Heu::N,сена,heinä
214,Schale::N,шалупінне,kuori
215,Grube::N,яма,kuoppa
216,Falle::N,пастка,loukku
217,Schlinge::N,сіло,ansa
218,Spur::N,след,jälki
219,Asche::N,попел,tuhka
220,Dreck::N,бруд,lika
221,Eisen::N,жалеза,rauta
222,Gold::N,золата,kulta
223,Silber::N,сребра,hopea
224,Kohle::N,вугаль,hiili
225,Glas::N,шкло,lasi
226,Lehm::N,гліна,savi
227,Sand::N,пясок,hiekka
228,Mensch::N,чалавек,ihminen
229,Mann::N,мужчына,mies
230,Frau::N,жанчына,nainen
231,Kind::N,дзіця,lapsi
232,Junge::N,хлопчык,poika
233,Mädchen::N,дзяўчынка,tyttö
234,Familie::N,сямʼя,perhe
235,Großvater::N,дзядуля,isoisä
236,Großmutter::N,бабуля,isoäiti
237,Eltern::N,бацькі,vanhemmat
238,Vater::N,бацька,isä
239,Mutter::N,маці,äiti
240,Sohn::N,сын,poika
241,Tochter::N,дачка,tytär
242,Bruder::N,брат,veli
243,Schwester::N,сястра,sisko
244,Onkel::N,дзядзька,eno
245,Onkel::N,дзядзька,setä
246,Tante::N,цётка,täti
247,Ehemann::N,муж,mies
248,Ehemann::N,муж,aviomies
249,Ehefrau::N,жонка,vaimo
250,Ehefrau::N,жонка,aviovaimo
251,Freude::N,радасць,ilo
252,Freude::N,радасць,riemu
253,Gelächter::N,смех,nauru
254,Glück::N,шчасце,onni
255,Kummer::N,гора,suru
256,Kummer::N,гора,murhe
257,Wunsch::N,жаданне,toive
258,Wunsch::N,жаданне,toivomus
259,Lust::N,цяга,himo
260,Geist::N,дух,henki
261,Gedanke::N,думка,aate
262,Gedanke::N,думка,ajatus
263,Gedächtnis::N,памяць,muisti
264,Verstand::N,розум,äly
265,Verstand::N,розум,järki
266,Verstand::N,розум,ymmärrys
267,Sinn::N,сэнс,merkitys
268,Grund::N,зачэпка,syy
269,Grund::N,зачэпка,peruste
270,Wahrheit::N,праўда,tosi
271,Wahrheit::N,праўда,totuus
272,Gespräch::N,размова,puhelu
273,Gespräch::N,размова,keskustelu
274,Märchen::N,казка,satu
275,Erzählung::N,расказ,tarina
276,Erzählung::N,расказ,kertomus
277,Erzählung::N,апавяданне,tarina
278,Erzählung::N,апавяданне,kertomus
279,Nachricht::N,вестка,tieto
280,Nachricht::N,вестка,ilmoitus
281,Nachricht::N,паведамленне,tieto
282,Nachricht::N,паведамленне,ilmoitus
283,Neuigkeit::N,навіна,uutinen
284,Name::N,імя,nimi
285,Rätsel::N,загадка,arvoitus
286,Rede::N,прамова,puhe
287,Sprache::N,мова,kieli
288,Stimme::N,голас,ääni
289,Wort::N,слова,sana
290,Zeichen::N,знак,merkki
291,Ruf::N,кліч,kutsu
292,Lärm::N,шум,melu
293,Lärm::N,шум,hälinä
294,Laut::N,гук,ääni
295,Ton::N,гучанне,sävel
296,Lied::N,песня,laulu
297,Ruhe::N,спакой,lepo
298,Ruhe::N,спакой,rauha
299,Leute::N,людзі,väki
300,Leute::N,людзі,ihmiset
301,Volk::N,народ,kansa
302,Arbeit::N,праца,työ
303,Arbeit::N,работа,työ
304,Gast::N,госць,vieras
305,Geschenk::N,падарунак,lahja
306,Spiel::N,гульня,peli
307,Spiel::N,гульня,leikki
308,Gesellschaft::N,таварыства,seura
309,Hilfe::N,дапамога,apu
310,Freund::N,друг,ystävä
311,Freund::N,сябар,ystävä
312,Kamerad::N,прыяцель,toveri
313,Angelegenheit::N,справа,asia
314,Anzahl::N,колькасць,lukumäärä
315,Art::N,від,laji
316,Stück::N,кусок,pala
317,Stück::N,кусок,kappale
318,Stück::N,кавалак,pala
319,Stück::N,кавалак,kappale
320,Teil::N,частка,osa
321,Hälfte::N,палова,puoli
322,Hälfte::N,палавіна,puoli
323,Kreis::N,круг,ympyrä
324,Kreuz::N,крыж,risti
325,Linie::N,лінія,viiva
326,Strich::N,рыса,piirto
327,Abstand::N,прамежак,väli
328,Abstand::N,прамежак,väljyys
329,Entfernung::N,адлегласць,etäisyys
330,Gegend::N,мясцовасць,seutu
331,Platz::N,месца,tila
332,Ort::N,месца,kohta
333,Ort::N,месца,paikka
334,Seite::N,бок,sivu
335,Seite::N,бок,kylki
336,Mitte::N,сярэдзіна,keskus
337,Mitte::N,сярэдзіна,puoliväli
338,Gegenstand::N,прадмет,kalu
339,Gegenstand::N,прадмет,esine
340,Sache::N,рэч,asia
341,Rand::N,край,ääri
342,Rand::N,край,syrjä
343,Kante::N,руб,särmä
344,Kante::N,кант,särmä
345,Ecke::N,вугал,nurkka
346,Spitze::N,кончык,terä
347,Spitze::N,кончык,kärki
348,Ende::N,канец,pää
349,Ende::N,канец,perä
350,Loch::N,дзірка,kolo
351,Loch::N,дзірка,reikä
352,Winkel::N,вугал,kulma
353,Muster::N,узор,kuvio
354,Größe::N,памер,koko
355,Größe::N,памер,suuruus
356,Länge::N,даўжыня,pituus
357,Höhe::N,вышыня,korkeus
358,Gewicht::N,вага,paino
359,Menge::N,колькасць,määrä
360,Haufen::N,куча,kasa
361,Reihe::N,рад,rivi
362,Boot::N,лодка,vene
363,Ruder::N,вясло,airo
364,Schlitten::N,сані,reki
365,Schlitten::N,сані,kelkka
366,Ski::N,лыжа,suksi
367,Lagerfeuer::N,вогнішча,nuotio
368,Last::N,цяжар,kuorma
369,Gang::N,ход,kulku
370,Gang::N,ход,käynti
371,Schritt::N,шаг,askel
372,Schritt::N,крок,askel
373,Norden::N,поўнач,pohjoinen
374,Süden::N,поўдзень,etelä
375,Westen::N,захад,länsi
376,Osten::N,усход,itä
377,Holz::N,дрэва,puu
378,Holz::N,драўніна,puu
379,Brett::N,дошка,lauta
380,Platte::N,пліта,levy
381,Stütze::N,падпорка,noja
382,Stange::N,жэрдка,tanko
383,Stock::N,палка,keppi
384,Stab::N,шост,sauva
385,Stab::N,шост,seiväs
386,Rohr::N,труба,putki
387,Haus::N,дом,talo
388,Heim::N,дом,koti
389,Heim::N,хата,koti
390,Ofen::N,печ,uuni
391,Fußboden::N,падлога,lattia
392,Tisch::N,стол,pöytä
393,Stuhl::N,стул,tuoli
394,Stuhl::N,крэсла,tuoli
395,Wiege::N,калыска,kehto
396,Bett::N,ложак,sänky
397,Bett::N,пасцель,sänky
398,Regal::N,паліца,hylly
399,Kiste::N,скрынка,arkku
400,Kiste::N,скрынка,kirstu
401,Kiste::N,скрынка,laatikko
402,Fenster::N,акно,ikkuna
403,Tür::N,дзверы,ovi
404,Tor::N,вароты,portti
405,Zaun::N,агароджа,aita
406,Dach::N,дах,katto
407,Leiter::N,лесвіца,tikkaat
408,Leiter::N,лесвіца,tikapuut
409,Besen::N,мятла,luuta
410,Spaten::N,лапата,lapio
411,Spaten::N,жалязняк,lapio
412,Schaufel::N,шуфлік,lapio
413,Schaufel::N,лапатка,lapio
414,Gabel::N,відэлец,haarukka
415,Löffel::N,лыжка,lusikka
416,Messer::N,нож,veitsi
417,Nagel::N,цвік,naula
418,Netz::N,сетка,verkko
419,Haken::N,крук,haka
420,Haken::N,крук,koukku
421,Griff::N,ручка,ripa
422,Griff::N,ручка,kahva
423,Schloss::N,замок,lukko
424,Bild::N,карціна,kuva
425,Figur::N,фігура,kuvio
426,Puppe::N,лялька,nukke
427,Beutel::N,мяшок,pussi
428,Bündel::N,вязка,nippu
429,Bündel::N,вязка,kimppu
430,Tasche::N,торба,laukku
431,Eimer::N,вядро,sanko
432,Eimer::N,вядро,ämpäri
433,Deckel::N,накрыўка,kansi
434,Geschirr::N,пасуда,astia
435,Sack::N,мех,säkki
436,Tasse::N,кубак,kuppi
437,Topf::N,каструля,pata
438,Kessel::N,кацёл,kattila
439,Essen::N,ежа,syönti
440,Nahrung::N,харч,ruoka
441,Nahrung::N,харч,ravinto
442,Speise::N,страва,ruoka
443,Fleisch::N,мяса,liha
444,Getreide::N,збожжа,vilja
445,Brei::N,каша,puuro
446,Brot::N,хлеб,leipä
447,Scheibe::N,луста,viipale
448,Scheibe::N,скібка,viipale
449,Fett::N,тлушч,rasva
450,Butter::N,масла,voi
451,Öl::N,алей,öljy
452,Salz::N,соль,suola
453,Suppe::N,суп,keitto
454,Honig::N,мёд,hunaja
455,Milch::N,малако,maito
456,Tee::N,чай,tee
457,Tee::N,гарбата,tee
458,Leder::N,скура,nahka
459,Wolle::N,воўна,villa
460,Stoff::N,тканіна,kangas
461,Nadel::N,іголка,neula
462,Faden::N,нітка,lanka
463,Knopf::N,гузік,nappi
464,Knoten::N,вузел,solmu
465,Farbe::N,фарба,maali
466,Kleidung::N,адзенне,vaatteet
467,Hemd::N,кашуля,paita
468,Kragen::N,каўнер,kaulus
469,Ärmel::N,рукаў,hiha
470,Hose::N,штаны,housut
471,Gürtel::N,пояс,vyö
472,Mütze::N,шапка,lakki
473,Schuh::N,чаравік,kenkä
474,Stiefel::N,бот,saapas
475,Ring::N,кольца,sormus
476,Band::N,стужка,nauha
477,Kamm::N,расчоска,kampa
478,Spiegel::N,люстра,peili
479,Riemen::N,рэмень,hihna
480,Schnur::N,вяроўка,naru
481,Schnur::N,вяроўка,nuora
482,Leine::N,павадок,talutushihna
483,Decke::N,коўдра,peite
484,Kissen::N,падушка,tyyny
485,Kissen::N,падушка,pielus
486,Tuch::N,хустка,huivi
487,Handtuch::N,ручнік,pyyheliina
488,Kraft::N,сіла,väki
489,Kraft::N,сіла,voima
490,Stärke::N,моц,vahvuus
491,Gesundheit::N,здароўе,terveys
492,Krankheit::N,хвароба,tauti
493,Krankheit::N,хвароба,sairaus
494,Schmerz::N,боль,kipu
495,Schmerz::N,боль,särky
496,Wunde::N,рана,haava
497,Fieber::N,гарачка,kuume
498,Fieber::N,ліхаманка,kuume
499,Arznei::N,лекі,lääke
500,Brücke::N,мост,silta
501,Brunnen::N,калодзеж,kaivo
502,Weide::N,паша,laidun
503,Pfad::N,сцежка,polku
504,Weg::N,шлях,tie
505,Weg::N,дарога,tie
506,Straße::N,вуліца,katu
507,Dorf::N,вёска,kylä
508,Stadt::N,горад,kaupunki
509,Brief::N,ліст,kirje
510,Brief::N,пісьмо,kirje
511,Buch::N,кніга,kirja
512,Buchstabe::N,літара,kirjain
513,Zeitung::N,газета,lehti
514,Zeitung::N,газета,sanomalehti
515,Leben::N,жыццё,elo
516,Leben::N,жыццё,elämä
517,Tod::N,смерць,kuolema
518,Grab::N,магіла,hauta
519,Kirche::N,касцёл,kirkko
520,Kirche::N,царква,kirkko
521,Sünde::N,грэх,synti
522,Gott::N,бог,jumala
523,Arbeiter::N,рабочы,työläinen
524,Chef::N,начальнік,päällikkö
525,Meister::N,майстар,mestari
526,Arzt::N,урач,lääkäri
527,Lehrer::N,настаўнік,opettaja
528,Geld::N,грошы,raha
529,Geschäft::N,заняцце,liike
530,Laden::N,крама,puoti
531,Laden::N,крама,kauppa
532,Laden::N,магазін,puoti
533,Laden::N,магазін,kauppa
534,Preis::N,цана,hinta
535,Ware::N,тавар,tavara
536,Nutzen::N,выгада,hyöty
537,Reichtum::N,багацце,rikkaus
538,Welt::N,свет,maailma
539,Land::N,краіна,maa
540,Staat::N,дзяржава,valtio
541,König::N,кароль,kuningas
542,Macht::N,улада,mahti
543,Grenze::N,граніца,raja
544,Krieg::N,вайна,sota
545,Feind::N,вораг,vihollinen
546,Gewalt::N,насілле,väkivalta
547,Kampf::N,барацьба,taistelu
548,Bogen[Waffe]::N,лук,jousi
549,Pfeil::N,страла,nuoli
550,Gewehr::N,ружжо,kivääri
551,Fehler::N,памылка,vika
552,Fehler::N,памылка,virhe
553,Lüge::N,хлусня,valhe
554,Schaden::N,шкода,vaurio
555,Schaden::N,шкода,vahinko
556,Unglück::N,ліха,vahinko
557,Unglück::N,ліха,onnettomuus
558,Unglück::N,бядота,vahinko
559,Unglück::N,бядота,onnettomuus
560,Schuld::N,віна,syy
561,Alter::N,узрост,ikä
562,Schluss::N,канец,loppu
563,Zeit::N,час,aika
564,Tag::N,дзень,päivä
565,Morgen::N,ранак,aamu
566,Morgen::N,ранак,huomen
567,Morgen::N,раніца,aamu
568,Morgen::N,раніца,huomen
569,Mittag::N,паўдня,keskipäivä
570,Mittag::N,поўдзень,keskipäivä
571,Abend::N,вечар,ilta
572,Nacht::N,ноч,yö
573,Woche::N,тыдзень,viikko
574,Monat::N,месяц,kuukausi
575,Jahr::N,год,vuosi
576,Frühling::N,вясна,kevät
577,Sommer::N,лета,kesä
578,Herbst::N,восень,syksy
579,Winter::N,зіма,talvi
580,Januar::N,студзень,tammikuu
581,Februar::N,люты,helmikuu
582,März::N,сакавік,maaliskuu
583,April::N,красавік,huhtikuu
584,Mai::N,май,toukokuu
585,Mai::N,травень,toukokuu
586,Juni::N,чэрвень,kesäkuu
587,Juli::N,ліпень,heinäkuu
588,August::N,жнівень,elokuu
589,September::N,верасень,syyskuu
590,Oktober::N,кастрычнік,lokakuu
591,November::N,лістапад,marraskuu
592,Dezember::N,снежань,joulukuu
593,Montag::N,панядзелак,maanantai
594,Dienstag::N,аўторак,tiistai
595,Mittwoch::N,серада,keskiviikko
596,Donnerstag::N,чацвер,torstai
597,Freitag::N,пятніца,perjantai
598,Samstag::N,субота,lauantai
599,Sonntag::N,нядзеля,sunnuntai
600,groß::A,вялікі,iso
601,groß::A,вялікі,suuri
602,klein::A,маленькі,pieni
603,lang::A,доўгі,pitkä
604,kurz::A,кароткі,lyhyt
605,breit::A,шырокі,leveä
606,schmal::A,вузкі,kapea
607,dicht::A,густы,taaja
608,dick[Gegenstand]::A,тоўсты,paksu
609,dünn::A,тонкі,ohut
610,fein::A,тонкі,hieno
611,fest::A,моцны,luja
612,flach::A,плоскі,litteä
613,flach::A,плоскі,tasainen
614,glatt::A,гладкі,sileä
615,glatt::A,гладкі,siloinen
616,hart::A,цвёрды,kova
617,weich::A,мяккі,pehmeä
618,rund::A,круглы,pyöreä
619,spitz::A,спічасты,terävä
620,spitz::A,востраканцовы,terävä
621,scharf::A,востры,terävä
622,stumpf::A,тупы,tylsä
623,schwer::A,цяжкі,raskas
624,schwer::A,цяжкі,painava
625,schön::A,прыгожы,kaunis
626,heiß::A,гарачы,kuuma
627,warm::A,цёплы,lämmin
628,kalt::A,холадны,kylmä
629,kalt::A,холадны,viluinen
630,kühl::A,халаднаваты,viileä
631,frisch::A,свежы,tuore
632,feucht::A,вільготны,kostea
633,nass::A,мокры,märkä
634,trocken::A,сухі,kuiva
635,voll::A,поўны,täysi
636,leer::A,пусты,tyhjä
637,offen::A,адкрыты,avonainen
638,offen::A,адчынены,avonainen
639,geschlossen::A,закрыты,suljettu
640,geschlossen::A,зачынены,suljettu
641,sauber::A,чысты,puhdas
642,schmutzig::A,брудны,likainen
643,roh::A,сыры,raaka
644,reif::A,спелы,kypsä
645,lecker::A,смачны,herkullinen
646,süß::A,салодкі,makea
647,bitter::A,горкі,karvas
648,bitter::A,горкі,kitkerä
649,sauer::A,кіслы,hapan
650,hell::A,светлы,kirkas
651,hell::A,светлы,valoisa
652,dunkel::A,цёмны,pimeä
653,schwarz::A,чорны,musta
654,weiß::A,белы,valkea
655,rot::A,чырвоны,punainen
656,gelb::A,жоўты,keltainen
657,blau::A,сіні,sininen
658,grün::A,зялёны,vihreä
659,grau::A,шэры,harmaa
660,bunt::A,пяресты,kirjava
661,billig::A,танны,halpa
662,billig::A,танны,huokea
663,teuer::A,дарагі,kallis
664,wertvoll::A,цэнны,arvokas
665,wertvoll::A,каштоўны,arvokas
666,blind::A,сляпы,sokea
667,taub::A,глухі,kuuro
668,kräftig::A,магутны,väkevä
669,kräftig::A,магутны,voimakas
670,stark::A,сільны,vahva
671,schwach::A,слабы,heikko
672,fett::A,тлусты,lihava
673,schlank::A,стройны,hoikka
674,schlank::A,стройны,solakka
675,hübsch::A,чароўны,soma
676,hübsch::A,чароўны,sievä
677,böse::A,злы,paha
678,böse::A,злы,häijy
679,dumm::A,дурны,tyhmä
680,dumm::A,дурны,typerä
681,faul::A,лянівы,laiska
682,fleißig::A,руплівы,ahkera
683,geizig::A,прагны,saita
684,klug::A,разумны,älykäs
685,geschickt::A,умелы,taitava
686,lieb::A,мілы,rakas
687,lustig::A,вясёлы,hauska
688,lustig::A,вясёлы,iloinen
689,sanft::A,ласкавы,lauha
690,sanft::A,ласкавы,lempeä
691,hungrig::A,галодны,nälkäinen
692,krank::A,хворы,sairas
693,nackt::A,голы,alaston
694,traurig::A,сумны,surullinen
695,traurig::A,сумны,murheellinen
696,lebendig::A,жывы,elävä
697,gut::A,добры,hyvä
698,schlecht::A,кепскі,paha
699,schlecht::A,кепскі,huono
700,richtig::A,правільны,oikea
701,schlimm::A,агідны,paha
702,wahr::A,сапраўдны,tosi
703,alt::A,стары,vanha
704,neu::A,новы,uusi
705,ehemalig::A,былы,entinen
706,ehemalig::A,былы,muinainen
707,alt[Lebewesen]::A,стары,vanha
708,jung::A,малады,nuori
709,arm::A,бедны,köyhä
710,reich::A,багаты,rikas
711,bekannt::A,знаёмы,tuttu
712,bekannt::A,знаёмы,tunnettu
713,berühmt::A,славуты,kuuluisa
714,fremd::A,чужы,vieras
715,verschieden::A,розны,eri
716,verschieden::A,розны,erilainen
717,nah::A,блізкі,läheinen
718,fern::A,далёкі,etäinen
719,linker::A,левы,vasen
720,rechter::A,правы,oikea
721,anderer::A,іншы,muu
722,anderer::A,іншы,toinen
723,anderer::A,другі,muu
724,anderer::A,другі,toinen
725,erster::A,першы,ensimmäinen
726,zweiter::A,другі,toinen
727,dritter::A,трэці,kolmas
728,letzter::A,апошні,viimeinen
729,allein::ADV,сам,yksin
730,allein::ADV,адзін,yksin
731,auf einmal::ADV,адразу,yhdellä kertaa
732,zusammen::ADV,разам,yhdessä
733,lange::ADV,доўга,kauan
734,lange::ADV,доўга,pitkään
735,plötzlich::ADV,раптам,äkkiä
736,sofort::ADV,зараз,heti
737,später::ADV,пазней,myöhemmin
738,jetzt::ADV,цяпер,nyt
739,heute::ADV,сёння,tänään
740,morgen::ADV,заўтра,huomenna
741,bald::ADV,хутка,pian
742,bald::ADV,неўзабаве,pian
743,dann::ADV,потым,sitten
744,gestern::ADV,учора,eilen
745,einst::ADV,аднойчы,aikanaan
746,damals::ADV,тады,silloin
747,damals::ADV,тады,siihen aikaan
748,danach::ADV,затым,sen jälkeen
749,vorher::ADV,раней,ennen
750,zuerst::ADV,спярша,ensin
751,zuerst::ADV,спярша,ensiksi
752,zuerst::ADV,спачатку,ensin
753,zuerst::ADV,спачатку,ensiksi
754,einmal::ADV,адзін раз,kerran
755,manchmal::ADV,часам,joskus
756,oft::ADV,часта,usein
757,immer::ADV,заўсёды,aina
758,niemals::ADV,ніколі,ei koskaan
759,hier::ADV,тут,tässä
760,hier::ADV,тут,täällä
761,hierhin::ADV,сюды,tähän
762,von hier::ADV,адсюль,tästä
763,von hier::ADV,адсюль,täältä
764,von hier::ADV,адгэтуль,tästä
765,von hier::ADV,адгэтуль,täältä
766,dort::ADV,там,siinä
767,dort::ADV,там,siellä
768,dorthin::ADV,туды,sinne
769,dorthin::ADV,туды,tuonne
770,geradeaus::ADV,прама,suoraan
771,vorwärts::ADV,наперад,eteenpäin
772,rückwärts::ADV,назад,taaksepäin
773,zurück::ADV,назад,takaisin
774,unten::ADV,унізе,alhaalla
775,hinab::ADV,уніз,alas
776,oben::ADV,угары,ylhäällä
777,oben::ADV,наверсе,ylhäällä
778,hinauf::ADV,угару,ylös
779,überall::ADV,усюды,kaikkialla
780,nicht::ADV,не,ei
781,ein wenig::ADV,трошкі,vähän
782,kaum::ADV,ледзьве,tuskin
783,sehr::ADV,вельмі,kovin
784,sehr::ADV,вельмі,oikein
785,so::ADV,так,näin
786,noch::ADV,яшчэ,vielä
787,nur::ADV,толькі,vain
788,nur::ADV,толькі,ainoastaan
789,schon::ADV,ужо,jo
790,wieder::ADV,зноў,taas
791,wieder::ADV,зноў,jälleen
792,vergebens::ADV,дарма,turhaan
793,vergebens::ADV,дарэмна,turhaan
794,vor::PRP,перад,edessä
795,hinter::PRP,за,takana
796,hinter::PRP,ззаду,takana
797,unter::PRP,пад,alla
798,durch::PRP,праз,läpi
799,durch::PRP,праз,kautta
800,neben::PRP,каля,vieressä
801,zwischen::PRP,між,välillä
802,zwischen::PRP,паміж,välillä
803,wegen::PRP,з-за,takia
804,wegen::PRP,з-за,vuoksi
805,dies::PRN,гэта,tämä
806,das::PRN,тое,se
807,alles::PRN,усё,kaikki
808,ich::PRN,я,minä
809,du::PRN,ты,sinä
810,er::PRN,ён,hän
811,wir::PRN,мы,me
812,ihr::PRN,вы,te
