,Concept_ID,ml,sv
658,letzter::A,അവസാനത്തെ,sist
659,allein::ADV,തനിച്ചുള്ള,allena
660,auf einmal::ADV,ഉടന്,på en gång
661,zusammen::ADV,ഒരുമിച്ച,tillsammans
662,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,länge
663,plötzlich::ADV,പെട്ടെന്ന്,plötsligt
664,sofort::ADV,തത്ക്ഷണം,strax
665,sofort::ADV,തത്ക്ഷണം,genast
666,später::ADV,പിന്നീട്,senare
667,jetzt::ADV,ഇപ്പോൾ,nu
668,heute::ADV,ഇന്ന്,i dag
669,morgen::ADV,നാളെ,i morgon
670,bald::ADV,ഉടനെ,snart
671,dann::ADV,അപ്പോൾ,då
672,gestern::ADV,ഇന്നലെ,i går
673,einst::ADV,പണ്ടൊരിക്കല്,en gång
674,damals::ADV,അപ്പോൾ,då
675,damals::ADV,അപ്പോൾ,den gången
676,danach::ADV,പിന്നീട്,därefter
677,vorher::ADV,മുൻപ്,före
678,vorher::ADV,മുൻപ്,förut
679,zuerst::ADV,ആദ്യം,först
680,einmal::ADV,ഒരിക്കൽ,en gång
681,manchmal::ADV,ചിലപ്പോൾ,ibland
682,oft::ADV,പലപ്പോഴും,ofta
683,immer::ADV,എപ്പോഴും,alltid
684,niemals::ADV,ഒരിക്കലും,aldrig
685,hier::ADV,ഇവിടെ,här
686,hierhin::ADV,ഇവിടേക്ക്,hit
687,von hier::ADV,ഇവിടെനിന്ന്,härifrån
688,dort::ADV,അവിടെ,där
689,dorthin::ADV,അവിടേക്ക്,dit
690,geradeaus::ADV,മുമ്പിൽ,rätt fram
691,geradeaus::ADV,മുമന്നോട്ട്,rätt fram
692,vorwärts::ADV,മുന്നോട്ട്,fram
693,vorwärts::ADV,മുന്നോട്ട്,framåt
694,rückwärts::ADV,തലതിരിച്ച്,baklänges
695,zurück::ADV,പുറകിലേക്ക്,tillbaka
696,unten::ADV,താഴെ,nere
697,unten::ADV,താഴെ,nedanför
698,hinab::ADV,താഴേക്ക്,ned
699,hinab::ADV,താഴേക്ക്,nedåt
700,oben::ADV,മുകളിൽ,ovan
701,oben::ADV,മുകളിൽ,ovanpå
702,hinauf::ADV,മുകളിൽ,upp
703,hinauf::ADV,മുകളിൽ,uppåt
704,überall::ADV,എല്ലായിടത്തും,överallt
705,nicht::ADV,ഇല്ല,ej
706,nicht::ADV,ഇല്ല,inte
707,ein wenig::ADV,കുറച്ച്,litet
708,kaum::ADV,കഷ്ടിച്ച്,knappt
709,kaum::ADV,കഷ്ടിച്ച്,knappast
710,sehr::ADV,വളരെ,mycket
711,so::ADV,അങ്ങനെ,så
712,noch::ADV,ഇപ്പോഴും,än
713,noch::ADV,ഇപ്പോഴും,ännu
714,nur::ADV,മാത്രം,bara
715,nur::ADV,മാത്രം,endast
716,schon::ADV,നേരത്തേ തന്നെ,redan
717,wieder::ADV,വീണ്ടും,åter
718,vergebens::ADV,വിഫല,förgäves
719,vor::PRP,മുമ്പിൽ,utanför
720,hinter::PRP,പുറകിൽ,bakom
721,unter::PRP,കീഴിൽ,under
722,durch::PRP,ഉള്ളിലൂടെ,genom
723,durch::PRP,ഉള്ളിലൂടെ,igenom
724,neben::PRP,അടുത്ത്,bredvid
725,neben::PRP,അടുത്ത്,vid sidan av
726,zwischen::PRP,ഇടയ്ക്ക്,mellan
727,wegen::PRP,നിമിത്തം,på grund av
728,dies::PRN,ഇത്,detta
729,das::PRN,അത്,det
730,alles::PRN,എല്ലാം,allt
731,ich::PRN,ഞാൻ,jag
732,du::PRN,നിങ്ങൾ,du
733,er::PRN,അദ്ദേഹം,han
734,er::PRN,അയാൾ,han
735,er::PRN,അവൻ,han
736,er::PRN,അവർ,han
737,er::PRN,അവൾ,han
738,wir::PRN,നമ്മൾ,vi
739,ihr::PRN,നിങ്ങൾ,ni
740,sie::PRN,അവർ,de
741,was::FPRN,എന്ത്,vad
742,wer::FPRN,ആര്,vem
743,wo::FADV,എവിടെ,var
744,wohin::FADV,എവിടേക്ക്,vart
745,wie::FADV,എങ്ങനെ,hur
746,warum::FADV,എന്തുകൊണ്ട്,varför
747,wieviel::FNUM,എത്ര,hur mycket
748,eins::NUM,ഒന്ന്,en
749,eins::NUM,ഒന്ന്,ett
750,zwei::NUM,രണ്ട്,två
751,drei::NUM,മൂന്ന്,tre
752,vier::NUM,നാല്,fyra
753,fünf::NUM,അഞ്ച്,fem
754,sechs::NUM,ആറ്,sex
755,sieben::NUM,ഏഴ്,sju
756,acht::NUM,എട്ട്,åtta
757,neun::NUM,ഒമ്പത്,nio
758,zehn::NUM,പത്ത്,tio
759,elf::NUM,പതിനൊന്ന്,elva
760,zwölf::NUM,പന്ത്രണ്ട്,tolv
761,zwanzig::NUM,ഇരുപത്,tjugo
762,dreißig::NUM,മുപ്പത്,trettio
763,vierzig::NUM,നാൽപ്പത്,fyrtio
764,fünfzig::NUM,അൻപത്,femtio
765,sechzig::NUM,അറുപത്,sextio
766,siebzig::NUM,എഴുപത്,sjuttio
767,achtzig::NUM,എൺപത്,åttio
768,neunzig::NUM,തൊണ്ണൂറ്,nittio
769,hundert::NUM,നൂറ്,hundra
770,tausend::NUM,ആയിരം,tusen
771,und::CNJ,ഉം,och
772,oder::CNJ,അഥവാ,eller
773,stehen::V,നിൽക്കുക,stå
774,sitzen::V,ഇരിക്കുക,sitta
775,liegen::V,കിടക്കുക,ligga
776,hängen::V,തൂങ്ങുക,hänga
777,werden::V,ആയിത്തീരുക,bli
778,passieren::V,സംഭവിക്കുക,ske
779,passieren::V,സംഭവിക്കുക,hända
780,beginnen::V,ആരംഭിക്കുക,börja
781,enden::V,അവസാനിപ്പിക്കുക,ända
782,wechseln::V,മാറ്റുക,växla
783,aufgehen[Sonne]::V,ഉയരുക,gå upp
784,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,gå ned
785,scheinen[Sonne]::V,പ്രകാശിക്കുക,skina
786,donnern::V,ഇടിവെട്ടുക,dundra
787,wehen::V,വീശുക,blåsa
788,strömen::V,ഒഴുകുക,forsa
789,strömen::V,ഒഴുകുക,strömma
790,fließen::V,ഒഴുകുക,flyta
791,sich drehen::V,ചുറ്റുക,snurra
792,sich drehen::V,കറക്കുക,snurra
793,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,vackla
794,schwingen::V,ആടുക,svinga
795,fallen::V,വീഴുക,falla
796,brennen::V,കത്തുക,brinna
797,rauchen::V,പുകയുക,ryka
798,regnen::V,മഴ_പെയ്യുക,regna
799,gefrieren::V,തണത്ത്_മരവിക്കുക,frysa
800,tauen::V,അലിയുക,töa
801,schmelzen::V,ഉരുകുക,smälta
802,trocknen::V,വരളുക,torka
803,sieden::V,തിളപ്പിക്കുക,koka
804,sieden::V,തിളപ്പിക്കുക,sjuda
805,faulen::V,ചീയുക,ruttna
806,verfaulen::V,അഴുകുക,ruttna
807,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,brista
808,versinken::V,മുക്കുക,sjunka
809,vergehen::V,കടന്നുപോകുക,förgå
810,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,synas
811,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,visa sig
812,verschwinden::V,അദൃശ്യമാകുക,försvinna
813,sinken::V,താഴുക,sjunka
814,abnehmen::V,കുറിയുക,avta
815,abnehmen::V,കുറിയുക,minskas
816,zunehmen::V,വർദ്ധിക്കുക,tilltaga
817,steigen::V,ഉയരുക,stiga
818,wachsen::V,വളരുക,växa
819,glänzen::V,മിന്നുക,glimma
820,funkeln::V,തിളങ്ങുക,tindra
821,funkeln::V,തിളങ്ങുക,gnistra
822,lärmen::V,ശബ്ദമുണ്ടാക്കുക,bråka
823,lärmen::V,ശബ്ദമുണ്ടാക്കുക,väsnas
824,läuten::V,മണിമുഴങ്ങുക,ringa
825,klingeln::V,ചിലമ്പുക,ringa
826,klirren::V,കിലുക്കുക,klirra
827,brausen::V,മുഴങ്ങുക,brusa
828,rauschen::V,അനങ്ങുക,susa
829,klingen::V,മുഴക്കുക,låta
830,klingen::V,മുഴക്കുക,klinga
831,bellen::V,കുരയ്ക്കുക,skälla
832,heulen::V,ഓരിയിടുക,yla
833,heulen::V,ഓരിയിടുക,tjuta
834,blasen::V,ഊതുക,blåsa
835,pfeifen::V,വിസിലടിക്കുക,vissla
836,schreien::V,ആക്രോശിക്കുക,skrika
837,stöhnen::V,അരക്കം,stöna
838,stöhnen::V,ആർത്തനാദം,stöna
839,zittern::V,വിറയ്ക്കുക,darra
840,zittern::V,വിറയ്ക്കുക,skälva
841,leben::V,താമസിക്കുക,leva
842,geboren werden::V,ജനിക്കുക,födas
843,atmen::V,ശ്വസിക്കുക,andas
844,trinken::V,കുടിക്കുക,dricka
845,essen::V,കഴിക്കുക,äta
846,schlucken::V,വിഴുങ്ങുക,svälja
847,müde werden::V,ക്ഷീണിക്കുക,tröttna
848,einschlafen::V,നിദ്രിക്കുക,somna
849,schlafen::V,ഉറങ്ങുക,sova
850,aufwachen::V,ഉണരുക,vakna
851,aufstehen::V,എഴുന്നേൽക്കുക,stiga upp
852,sich erholen::V,വിശ്രമിക്കുക,repa sig
853,sich erholen::V,വിശ്രമിക്കുക,hämta sig
854,krank werden::V,ദീനംപിടിക്കുക,insjukna
855,krank sein::V,രോഗികളാകുക,vara sjuk
856,schmerzen::V,വേദനിക്കുക,smärta
857,schmerzen::V,വേദനിക്കുക,göra ont
858,husten::V,ചുമയ്ക്കുക,hosta
859,genesen::V,സുഖപ്പെടുക,tillfriskna
860,sterben::V,മരിക്കുക,dö
861,umkommen::V,മരിക്കുക,omkomma
862,sich bewegen::V,സ്ഥലം_മാറുക,röra sig
863,sich rühren::V,ചലിക്കുക,röra på sig
864,sich erheben::V,നിൽക്കുക,resa sig
865,sich setzen::V,ഇരിക്കുക,sätta sig
866,hinfallen::V,വീഴുക,falla omkull
867,laufen::V,നടക്കുക,löpa
868,schreiten::V,നടക്കുക,skrida
869,spazierengehen::V,ഉലാത്തുക,promenera
870,eilen::V,പാഞ്ഞെത്തുക,ila
871,sich beeilen::V,തിരിക്കുകൂട്ടുക,skynda sig
872,sich beeilen::V,തിടുക്കം_കാട്ടുക,skynda sig
873,sausen::V,കുതിക്കുക,susa
874,rennen::V,ഓടുക,löpa
875,rennen::V,ഓടുക,springa
876,springen::V,ചാടുക,hoppa
877,klettern::V,കയറുക,klättra
878,schaukeln::V,ഇളകുക,gunga
879,kriechen::V,പതുങ്ങികയറുക,kräla
880,schwimmen::V,നീന്തുക,simma
881,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,dyka
882,rudern::V,തുഴയുക,ro
883,fahren::V,വാഹനം ഓടിക്കുക,köra
884,fliegen::V,പറക്കുക,flyga
885,gehen::V,പോകുക,gå
886,weggehen::V,വിടുക,gå bort
887,abfahren::V,പുറപ്പെടുക,resa
888,abfahren::V,പുറപ്പെടുക,avresa
889,anhalten::V,നിർത്തുക,stanna
890,hineingehen::V,പ്രവേശിക്കുക,gå in
891,eintreten::V,പ്രവേശിക്കുക,träda in
892,kommen::V,വരുക,komma
893,ankommen::V,എത്തിച്ചേരുക,ankomma
894,zurückkommen::V,തിരിച്ചു വരുക,återkomma
895,bleiben::V,തുടരുക,bli
896,bleiben::V,തുടരുക,förbli
897,warten::V,കാത്തിരിക്കുക,vänta
898,erwarten::V,പ്രതീക്ഷിക്കുക,vänta
899,suchen::V,തിരയുക,leta
900,finden::V,കണ്ടെത്തുക,finna
901,versuchen::V,ശ്രമിക്കുക,försöka
902,vorbereiten::V,തയ്യാറെടുക്കുക,förbereda
903,lieben::V,സ്നേഹിക്കുക,älska
904,mögen::V,ഇഷ്ടപ്പെടുക,tycka om
905,lachen::V,ചിരിക്കുക,skratta
906,rühren::V,ഹൃദയം സ്പർശിക്കുക,röra
907,weinen::V,തേങ്ങുക,gråta
908,schimpfen::V,പിറുപിറുക്കുക,skälla
909,sich ärgern::V,കോപിക്കുക,förargas
910,sich fürchten::V,പേടിക്കുക,vara rädd
911,fürchten::V,പേടിക്കുക,frukta
912,fliehen::V,രക്ഷപ്പെടുക,fly
913,fliehen::V,രക്ഷപ്പെടുക,rymma
914,flüchten::V,രക്ഷപ്പെടുക,fly
915,sehen::V,കാണുക,se
916,anschauen::V,നോക്കുക,se på
917,anschauen::V,നോക്കുക,betrakta
918,ansehen::V,നോക്കുക,åse
919,hören::V,കേൾക്കുക,höra
920,zuhören::V,ശ്രദ്ധിക്കുക,höra på
921,zuhören::V,ശ്രദ്ധിക്കുക,lyssna till
922,probieren::V,രുചിയുള്ളതായി_തോന്നുക,smaka
923,probieren::V,രുചിയുള്ളതായി_തോന്നുക,smaka på
924,riechen::V,മണത്തു_നോക്കുക,lukta
925,fühlen::V,സ്പർശിച്ചറിയുക,känna
926,scheinen::V,കാണപ്പെടുക,verka
927,scheinen::V,കാണപ്പെടുക,tyckas
928,zu sehen sein::V,വെളിച്ചപ്പെടുക,synas
929,zu sehen sein::V,വെളിച്ചപ്പെടുക,kunna ses
930,vernehmen::V,കേൾക്കുക,få veta
931,vernehmen::V,കേൾക്കുക,förnimma
932,frieren::V,വിറയ്ക്കുക,frysa
933,tun::V,ചെയ്യുക,göra
934,können::V,കഴിയുക,kunna
935,wollen::V,വേണുക,vilja
936,anfangen::V,തുടങ്ങുക,börja
937,beenden::V,പൂർത്തിയാക്കുക,avsluta
938,aufhören::V,നിർത്തുക,sluta
939,aufhören::V,നിർത്തുക,upphöra
940,gelingen::V,വിജയിക്കുക,lyckas
941,geraten::V,പരിണമിക്കുക,bli
942,öffnen::V,തുറക്കുക,öppna
943,schließen::V,അടയ്ക്കുക,låsa
944,schließen::V,അടയ്ക്കുക,stänga
945,stellen::V,വയ്ക്കുക,ställa
946,setzen::V,വയ്ക്കുക,sätta
947,legen::V,ഇടുക,lägga
948,berühren::V,തൊടുക,beröra
949,verbinden::V,ഘടിപ്പിക്കുക,förbinda
950,bedecken::V,മുടുക,täcka
951,bedecken::V,മുടുക,betäcka
952,aufhängen::V,കെട്ടിതൂക്കുക,hänga
953,aufhängen::V,കെട്ടിതൂക്കുക,hänga upp
954,anzünden::V,കത്തിക്കുക,tända
955,anzünden::V,കത്തിക്കുക,antända
956,anzünden::V,കത്തിക്കുക,tända på
957,aufheben::V,പെറുക്കിയെടുക്കുക,lyfta
958,zurücklassen::V,വച്ചുപോരുക,lämna
959,zurücklassen::V,വച്ചുപോരുക,efterlämna
960,verlieren::V,നഷ്ടപ്പെടുക,mista
961,verlieren::V,നഷ്ടപ്പെടുക,förlora
962,fallen lassen::V,വീഴ്ത്തുക,tappa
963,fallen lassen::V,വീഴ്ത്തുക,släppa
964,machen::V,ഉണ്ടാക്കുക,göra
965,herstellen::V,ഉൽപാദിപ്പിക്കുക,tillverka
966,herstellen::V,ഉൽപാദിപ്പിക്കുക,framställa
967,bauen::V,നിർമ്മിക്കുക,bygga
968,reparieren::V,നന്നാക്കുക,reparera
969,verbessern::V,മെച്ചപ്പെടുക,rätta
970,verbessern::V,മെച്ചപ്പെടുക,förbättra
971,ändern::V,മാറ്റംവരുത്തുക,ändra
972,ändern::V,മാറ്റംവരുത്തുക,förändra
973,graben::V,കുഴിക്കുക,gräva
974,beugen::V,വണങ്ങുക,böja
975,biegen::V,കുനിയുക,böja
976,biegen::V,കുനിയുക,kröka
977,drehen::V,തിരിക്കുക,vrida
978,wenden::V,തിരിയുക,vända
979,umdrehen::V,തിരിയുക,vrida om
980,heben::V,ഉയർത്തുക,häva
981,hochheben::V,ഉയർത്തുക,lyfta
982,ergreifen::V,ബലമായി_പിടിക്കുക,gripa
983,halten::V,പിടിക്കുക,hålla
984,drücken::V,അമർത്തുക,trycka
985,schieben::V,തള്ളുക,skjuta
986,kratzen::V,ചുരണ്ടുക,riva
987,kratzen::V,ചുരണ്ടുക,skrapa
988,lecken::V,നക്കുക,slicka
989,beißen::V,കടിക്കുക,bita
990,abreißen::V,കീറിക്കളയുക,slita_av
991,abreißen::V,കീറിക്കളയുക,riva_av
992,abschneiden::V,മുറിച്ചുമാറ്റുക,skära av
993,binden::V,കെട്ടുക,binda
994,stecken::V,തുളയ്ക്കുക,sticka
995,brechen::V,ഉടയുക,bryta
996,brechen::V,ഉടയുക,brista
997,klopfen::V,തട്ടുക,banka
998,klopfen::V,തട്ടുക,klappa
999,hauen::V,അടിക്കുക,hugga
1000,kleben::V,ഒട്ടിക്കുക,klistra
1001,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,gnida
1002,streichen::V,പടർത്തുക,smörja
1003,schleifen::V,പൊടിക്കുക,slipa
1004,schneiden::V,മുറിക്കുക,skära
1005,schneiden::V,മുറിക്കുക,klippa
1006,rütteln::V,മുട്ടുക,skaka
1007,schütteln::V,കുലുക്കുക,rista
1008,schwenken::V,ആടുക,svänga
1009,schütten::V,ഒഴിക്കുക,hälla
1010,füllen::V,നിറയ്ക്കുക,fylla
1011,einwickeln::V,പൊതിയുക,slå in
1012,einwickeln::V,പൊതിയുക,veckla in
1013,tragen::V,വഹിക്കുക,bära
1014,schleppen::V,വലിച്ചിഴയ്ക്കുക,släpa
1015,ziehen::V,വലിക്കുക,dra
1016,aufbewahren::V,വയ്ക്കുക,förvara
1017,aufbewahren::V,വയ്ക്കുക,ta vara på
1018,werfen::V,എറിയുക,kasta
1019,fangen::V,പിടിക്കുക,fånga
1020,packen::V,തട്ടിപ്പറിക്കുക,gripa
1021,packen::V,തട്ടിപ്പറിക്കുക,gripa tag
1022,verstecken::V,മറയ്ക്കുക,gömma
1023,teilen::V,വിഭജിക്കുക,dela
1024,schicken::V,അയയ്ക്കുക,skicka
1025,bringen::V,കൊണ്ടുവരുക,bringa
1026,hinzufügen::V,കൂട്ടുക,tillägga
1027,bekommen::V,കിട്ടുക,få
1028,bekommen::V,കിട്ടുക,erhålla
1029,erhalten::V,സ്വീകരിക്കുക,få
1030,erhalten::V,സ്വീകരിക്കുക,erhålla
1031,nehmen::V,എടുക്കുക,ta
1032,nehmen::V,എടുക്കുക,taga
1033,wählen::V,തിരഞ്ഞെടുക്കുക,välja
1034,auswählen::V,തിരഞ്ഞെടുക്കുക,utvälja
1035,bewahren::V,പുലർത്തുക,bevara
1036,behindern::V,തടയിടുക,hindra
1037,behindern::V,തടയിടുക,förhindra
1038,verderben::V,നശിപ്പിക്കുക,förstöra
1039,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,skada
1040,zerbrechen::V,ഉടയുക,bryta isär
1041,zerbrechen::V,ഉടയുക,bryta sönder
1042,zerreißen::V,കീറുക,riva sönder
1043,zerreißen::V,കീറുക,slita sönder
1044,zerstören::V,നശിപ്പിക്കുക,förstöra
1045,verbrennen::V,കത്തിനശിക്കുക,bränna
1046,verbrennen::V,കത്തിനശിക്കുക,bränna upp
1047,verbrennen::V,കത്തിച്ചുകളയുക,bränna
1048,verbrennen::V,കത്തിച്ചുകളയുക,bränna upp
1049,geben::V,കൊടുക്കുക,ge
1050,geben::V,തരുക,ge
1051,reichen::V,കൈമാറുക,räcka
1052,schenken::V,സമ്മാനം കൊടുക്കുക,skänka
1053,versprechen::V,വാഗ്ദാനം_നൽകുക,lova
1054,wünschen::V,ആഗ്രഹിക്കുക,önska
1055,loben::V,പുകഴ്ത്തുക,lova
1056,loben::V,പുകഴ്ത്തുക,beröma
1057,küssen::V,ഉമ്മവയ്ക്കുക,pussa
1058,wiegen::V,ഇളകുക,vagga
1059,zudecken::V,മുടുക,täcka
1060,wecken::V,ഉണർത്തുക,väcka
1061,zeigen::V,കാണിക്കുക,visa
1062,führen::V,നടത്തുക,föra
1063,lehren::V,പഠിപ്പിക്കുക,lära
1064,unterrichten::V,പരിശീലിപ്പിക്കുക,undervisa
1065,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,uppfostra
1066,leiten::V,നയിക്കുക,leda
1067,antreiben::V,പ്രേരിപ്പിക്കുക,driva på
1068,lassen::V,അനുവദിക്കുക,få att
1069,einladen::V,ക്ഷണിക്കുക,bjuda
1070,einladen::V,ക്ഷണിക്കുക,inbjuda
1071,vereinigen::V,കൂടിച്ചേരുക,förena
1072,besuchen::V,സന്ദർശിക്കുക,besöka
1073,treffen::V,തമ്മിൽ കാണുക,möta
1074,treffen::V,തമ്മിൽ കാണുക,träffa
1075,sich versammeln::V,സംയോജിപ്പിക്കുക,församla sig
1076,spielen::V,കളിക്കുക,leka
1077,spielen::V,കളിക്കുക,spela
1078,singen::V,പാടുക,sjunga
1079,tanzen::V,നൃത്തം ചെയ്യുക,dansa
1080,sich trennen::V,നേർപെടുത്തുക,skiljas
1081,verlassen::V,പിൻവാങ്ങുക,lämna
1082,verlassen::V,പിൻവാങ്ങുക,överge
1083,retten::V,രക്ഷിക്കുക,rädda
1084,bewachen::V,കാവൽനിൽക്കുക,bevaka
1085,schützen::V,പരിരക്ഷിക്കുക,skydda
1086,schützen::V,പരിരക്ഷിക്കുക,beskydda
1087,verteidigen::V,പ്രതിരോധിക്കുക,försvara
1088,sich schlagen::V,കലഹിക്കുക,slåss
1089,schießen::V,വെടിവെക്കുക,skjuta
1090,siegen::V,വിജയിക്കുക,segra
1091,ärgern::V,വിഷമിപ്പിക്കുക,förarga
1092,schlagen::V,അടിക്കുക,slå
1093,treten::V,തൊഴിക്കുക,sparka
1094,stechen::V,കുത്തുക,sticka
1095,stoßen::V,തള്ളുക,stöta
1096,stehlen::V,മോഷ്ടിക്കുക,stjäla
1097,stören::V,ശല്യപ്പെടുത്തുക,störa
1098,belästigen::V,മെനക്കെടുക,genera
1099,belästigen::V,മെനക്കെടുക,besvära
1100,verbergen::V,മറയ്ക്കുക,dölja
1101,verbergen::V,ഒളിക്കുക,dölja
1102,täuschen::V,കബളിപ്പിക്കുക,vilseleda
1103,betrügen::V,ചതിക്കുക,bedra
1104,töten::V,കൊല്ലുക,döda
1105,wohnen::V,താമസിക്കുക,bo
1106,arbeiten::V,ജോലിചെയ്യുക,arbeta
1107,sammeln::V,സഞ്ചയിക്കുക,samla
1108,pflücken::V,പറിച്ചെടുക്കുക,plocka
1109,jagen::V,വേട്ടയാടുക,jaga
1110,fischen::V,മീൻ പിടിക്കുക,fiska
1111,fassen::V,പിടിക്കുക,fånga
1112,hüten::V,ചേർക്കുക,vakta
1113,treiben::V,വാഹനം_ഓടിക്കുക,driva
1114,anbinden::V,കെട്ടിയിടുക,binda fast
1115,füttern::V,തീറ്റുക,fodra
1116,melken::V,പാലുകറക്കുക,mjölka
1117,hacken::V,വെട്ടിമുറിക്കുക,hacka
1118,gießen::V,നനയ്ക്കുക,hälla
1119,gießen::V,നനയ്ക്കുക,vattna
1120,reifen::V,പാകമാകുക,mogna
1121,zubereiten::V,പാചകം_ചെയ്യുക,tillaga
1122,zubereiten::V,പാചകം_ചെയ്യുക,tillreda
1123,kochen::V,വേവിക്കുക,koka
1124,backen::V,ബേക്ക് ചെയ്യുക,baka
1125,braten::V,പോരിക്കുക,steka
1126,umrühren::V,ഇളക്കുക,röra om
1127,stricken::V,മെടയുക,sticka
1128,nähen::V,തുന്നുക,sy
1129,färben::V,ചായം പൂശുക,färga
1130,reinigen::V,വൃത്തിയാക്കുക,rensa
1131,reinigen::V,വൃത്തിയാക്കുക,rengöra
1132,waschen::V,കഴുകുക,tvätta
1133,abwischen::V,തുടയ്ക്കുക,torka av
1134,spülen::V,കഴുകുക,spola
1135,spülen::V,കഴുകുക,skölja
1136,fegen::V,അടിച്ചുവാരുക,feja
1137,kehren::V,അടിച്ചുവാരുക,sopa
1138,baden::V,നീന്തിത്തുടിക്കുക,bada
1139,sich waschen::V,കഴുകുക,tvätta sig
1140,ausziehen::V,ഇഴുക്കുക,ta av
1141,anziehen::V,ഉടുക്കുക,ta på
1142,sich anziehen::V,ധരിച്ച നേടുകയുക,klä på sig
1143,kämmen::V,മുടിചീകുക,kamma
1144,schmücken::V,അലങ്കരിക്കുക,pynta
1145,schmücken::V,അലങ്കരിക്കുക,smycka
1146,sagen::V,പറയുക,säga
1147,sprechen::V,സംസാരിക്കുക,tala
1148,reden::V,സംസാരിക്കുക,tala
1149,reden::V,സംസാരിക്കുക,prata
1150,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,prata
1151,fragen::V,ചോദിക്കുക,fråga
1152,fragen::V,ചോദിക്കുക,spörja
1153,bitten::V,അപേക്ഷിക്കുക,be
1154,erzählen::V,പറയുക,berätta
1155,mitteilen::V,അറിയിക്കുക,meddela
1156,nennen::V,പേരിടുക,kalla
1157,rufen::V,വിളിക്കുക,ropa
1158,prahlen::V,പൊങ്ങച്ചം പറയുക,pråla
1159,prahlen::V,പൊങ്ങച്ചം പറയുക,skryta
1160,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,tolka
1161,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,översätta
1162,denken::V,ചിന്തിക്കുക,tänka
1163,glauben::V,വിശ്വസിക്കുക,tro
1164,bemerken::V,ശ്രദ്ധിക്കുക,uppmärksamma
1165,bemerken::V,ശ്രദ്ധിക്കുക,lägga märke till
1166,erkennen::V,തിരിചറിയുക,känna igen
1167,begreifen::V,കൈപ്പിടിയിലാക്കുക,begripa
1168,verstehen::V,മനസ്സിലാക്കുക,förstå
1169,lernen::V,പഠിക്കുക,lära sig
1170,wissen::V,അറിയുക,veta
1171,sich erinnern an::V,ഓർമിക്കുക,minnas
1172,sich erinnern an::V,ഓർമിക്കുക,komma ihåg
1173,vergessen::V,മറക്കുക,glömma
1174,messen::V,അളക്കുക,mäta
1175,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,räkna
1176,rechnen::V,ഗണിക്കുക,räkna
1177,lesen::V,വായിക്കുക,läsa
1178,malen::V,ചിത്രം വരയ്ക്കുക,måla
1179,zeichnen::V,വരയ്ക്കുക,teckna
1180,schreiben::V,എഴുതുക,skriva
1181,besitzen::V,സ്വന്തമാക്കുക,äga
1182,besitzen::V,സ്വന്തമാക്കുക,besitta
1183,kaufen::V,വാങ്ങുക,köpa
1184,verkaufen::V,വിൽക്കുക,sälja
1185,bezahlen::V,പരിഹാരം ചെയ്യുക,betala
1186,zahlen::V,പണം അടയ്ക്കുക,betala
1187,beherrschen::V,ഭരിക്കുക,behärska
1188,ertragen::V,താങ്ങുക,tåla
1189,ertragen::V,താങ്ങുക,uthärda
