,Concept_ID,cv,cv
652,Ware::N,тавар,тавар
653,Nutzen::N,пайта,пайта
654,Reichtum::N,мул,мул
655,Welt::N,тӗнче,тӗнче
656,Land::N,ҫӗр-шыв,ҫӗр-шыв
657,Staat::N,патшàлӑх,патшàлӑх
658,König::N,король,король
659,Macht::N,власть,власть
660,Grenze::N,чикӗ,чикӗ
661,Krieg::N,вӑрҫӑ,вӑрҫӑ
662,Feind::N,тӑшман,тӑшман
663,Gewalt::N,ирӗксӗрлӳ,ирӗксӗрлӳ
664,Kampf::N,кӗрешӳ,кӗрешӳ
665,Bogen[Waffe]::N,ухӑ,ухӑ
666,Pfeil::N,ҫӗмрен,ҫӗмрен
667,Pfeil::N,ҫӗмрен,ухӑ йӗппи
668,Pfeil::N,ухӑ йӗппи,ҫӗмрен
669,Pfeil::N,ухӑ йӗппи,ухӑ йӗппи
670,Gewehr::N,пӑшал,пӑшал
671,Fehler::N,йӑнӑш,йӑнӑш
672,Lüge::N,суя,суя
673,Lüge::N,суя,ултав
674,Lüge::N,ултав,суя
675,Lüge::N,ултав,ултав
676,Schaden::N,сиен,сиен
677,Unglück::N,шар,шар
678,Unglück::N,шар,инкек
679,Unglück::N,инкек,шар
680,Unglück::N,инкек,инкек
681,Schuld::N,айӑп,айӑп
682,Alter::N,ҫул шучӗ,ҫул шучӗ
683,Schluss::N,пӗтни,пӗтни
684,Schluss::N,пӗтни,пӗтмӗш
685,Schluss::N,пӗтмӗш,пӗтни
686,Schluss::N,пӗтмӗш,пӗтмӗш
687,Zeit::N,вӑхӑт,вӑхӑт
688,Tag::N,кун,кун
689,Morgen::N,ир,ир
690,Mittag::N,кӑнтӑрла,кӑнтӑрла
691,Abend::N,каҫ,каҫ
692,Nacht::N,каҫ,каҫ
693,Woche::N,эрне,эрне
694,Monat::N,уйӑх,уйӑх
695,Jahr::N,ҫулталӑк,ҫулталӑк
696,Frühling::N,ҫур,ҫур
697,Frühling::N,ҫур,ҫуркунне
698,Frühling::N,ҫуркунне,ҫур
699,Frühling::N,ҫуркунне,ҫуркунне
700,Sommer::N,ҫу,ҫу
701,Sommer::N,ҫу,ҫулла
702,Sommer::N,ҫулла,ҫу
703,Sommer::N,ҫулла,ҫулла
704,Herbst::N,кӗр,кӗр
705,Herbst::N,кӗр,кӗркунне
706,Herbst::N,кӗркунне,кӗр
707,Herbst::N,кӗркунне,кӗркунне
708,Winter::N,хӗл,хӗл
709,Winter::N,хӗл,хӗлле
710,Winter::N,хӗлле,хӗл
711,Winter::N,хӗлле,хӗлле
712,Januar::N,январь,январь
713,Februar::N,февраль,февраль
714,Februar::N,февраль,кӗҫӗн кӑрлач
715,Februar::N,кӗҫӗн кӑрлач,февраль
716,Februar::N,кӗҫӗн кӑрлач,кӗҫӗн кӑрлач
717,März::N,март,март
718,März::N,март,пуш уйӑхӗ
719,März::N,пуш уйӑхӗ,март
720,März::N,пуш уйӑхӗ,пуш уйӑхӗ
721,April::N,апрель,апрель
722,Mai::N,май,май
723,Juni::N,июнь,июнь
724,Juli::N,июль,июль
725,August::N,август,август
726,September::N,сентябрь,сентябрь
727,September::N,сентябрь,авӑн уйӑхӗ
728,September::N,авӑн уйӑхӗ,сентябрь
729,September::N,авӑн уйӑхӗ,авӑн уйӑхӗ
730,Oktober::N,октябрь,октябрь
731,November::N,ноябрь,ноябрь
732,Dezember::N,раштав,раштав
733,Dezember::N,раштав,декабрь
734,Dezember::N,декабрь,раштав
735,Dezember::N,декабрь,декабрь
736,Montag::N,тунти кун,тунти кун
737,Dienstag::N,ытлари кун,ытлари кун
738,Mittwoch::N,юн кун,юн кун
739,Donnerstag::N,кӗҫнерни кун,кӗҫнерни кун
740,Freitag::N,эрне кун,эрне кун
741,Samstag::N,шӑмат кун,шӑмат кун
742,Sonntag::N,вырсарни кун,вырсарни кун
743,groß::A,пысӑк,пысӑк
744,klein::A,пӗчӗк,пӗчӗк
745,lang::A,вӑрӑм,вӑрӑм
746,kurz::A,кӗске,кӗске
747,breit::A,сарлака,сарлака
748,schmal::A,ансӑр,ансӑр
749,dicht::A,йӑвӑ,йӑвӑ
750,dick[Gegenstand]::A,хулӑн,хулӑн
751,dünn::A,ҫинҫе,ҫинҫе
752,dünn::A,ҫинҫе,ҫӳхе
753,dünn::A,ҫӳхе,ҫинҫе
754,dünn::A,ҫӳхе,ҫӳхе
755,fein::A,тарай,тарай
756,fein::A,тарай,вӗлтӗрти
757,fein::A,вӗлтӗрти,тарай
758,fein::A,вӗлтӗрти,вӗлтӗрти
759,fest::A,тӗреклӗ,тӗреклӗ
760,flach::A,лаптак,лаптак
761,glatt::A,такӑр,такӑр
762,hart::A,хытӑ,хытӑ
763,weich::A,ҫемҫе,ҫемҫе
764,rund::A,ҫавра,ҫавра
765,spitz::A,шӗвӗр,шӗвӗр
766,scharf::A,ҫивӗч,ҫивӗч
767,stumpf::A,мӑка,мӑка
768,stumpf::A,мӑка,пуклак
769,stumpf::A,мӑка,тӗрӗнчӗк
770,stumpf::A,мӑка,ӑнкарусӑр
771,stumpf::A,пуклак,мӑка
772,stumpf::A,пуклак,пуклак
773,stumpf::A,пуклак,тӗрӗнчӗк
774,stumpf::A,пуклак,ӑнкарусӑр
775,stumpf::A,тӗрӗнчӗк,мӑка
776,stumpf::A,тӗрӗнчӗк,пуклак
777,stumpf::A,тӗрӗнчӗк,тӗрӗнчӗк
778,stumpf::A,тӗрӗнчӗк,ӑнкарусӑр
779,stumpf::A,ӑнкарусӑр,мӑка
780,stumpf::A,ӑнкарусӑр,пуклак
781,stumpf::A,ӑнкарусӑр,тӗрӗнчӗк
782,stumpf::A,ӑнкарусӑр,ӑнкарусӑр
783,schwer::A,йывӑр,йывӑр
784,schön::A,илемлӗ,илемлӗ
785,heiß::A,вӗри,вӗри
786,warm::A,ӑшӑ,ӑшӑ
787,kalt::A,сивӗ,сивӗ
788,kühl::A,уҫӑ,уҫӑ
789,frisch::A,уҫӑ,уҫӑ
790,feucht::A,йӗпе,йӗпе
791,nass::A,нӳрӗ,нӳрӗ
792,trocken::A,типӗ,типӗ
793,voll::A,тулли,тулли
794,leer::A,пушӑ,пушӑ
795,offen::A,уҫӑ,уҫӑ
796,geschlossen::A,хупӑ,хупӑ
797,sauber::A,таса,таса
798,schmutzig::A,пылчӑклӑ,пылчӑклӑ
799,schmutzig::A,пылчӑклӑ,вараланчӑк
800,schmutzig::A,вараланчӑк,пылчӑклӑ
801,schmutzig::A,вараланчӑк,вараланчӑк
802,roh::A,чӗрӗ,чӗрӗ
803,reif::A,пулнӑ,пулнӑ
804,reif::A,пулнӑ,пиҫӗхнӗ
805,reif::A,пулнӑ,аталаннӑ
806,reif::A,пулнӑ,пиҫсе ҫитнӗ
807,reif::A,пиҫӗхнӗ,пулнӑ
808,reif::A,пиҫӗхнӗ,пиҫӗхнӗ
809,reif::A,пиҫӗхнӗ,аталаннӑ
810,reif::A,пиҫӗхнӗ,пиҫсе ҫитнӗ
811,reif::A,аталаннӑ,пулнӑ
812,reif::A,аталаннӑ,пиҫӗхнӗ
813,reif::A,аталаннӑ,аталаннӑ
814,reif::A,аталаннӑ,пиҫсе ҫитнӗ
815,reif::A,пиҫсе ҫитнӗ,пулнӑ
816,reif::A,пиҫсе ҫитнӗ,пиҫӗхнӗ
817,reif::A,пиҫсе ҫитнӗ,аталаннӑ
818,reif::A,пиҫсе ҫитнӗ,пиҫсе ҫитнӗ
819,lecker::A,тутлӑ,тутлӑ
820,lecker::A,тутлӑ,техӗмлӗ
821,lecker::A,техӗмлӗ,тутлӑ
822,lecker::A,техӗмлӗ,техӗмлӗ
823,süß::A,пылак,пылак
824,bitter::A,йӳҫӗ,йӳҫӗ
825,sauer::A,йӳҫӗ,йӳҫӗ
826,sauer::A,йӳҫӗ,йӳҫек
827,sauer::A,йӳҫӗ,кӑвасак
828,sauer::A,йӳҫек,йӳҫӗ
829,sauer::A,йӳҫек,йӳҫек
830,sauer::A,йӳҫек,кӑвасак
831,sauer::A,кӑвасак,йӳҫӗ
832,sauer::A,кӑвасак,йӳҫек
833,sauer::A,кӑвасак,кӑвасак
834,hell::A,ҫутӑ,ҫутӑ
835,dunkel::A,тӗттӗм,тӗттӗм
836,schwarz::A,хура,хура
837,weiß::A,шурӑ,шурӑ
838,rot::A,хӗрлӗ,хӗрлӗ
839,gelb::A,сарӑ,сарӑ
840,blau::A,кӑвак,кӑвак
841,grün::A,симӗс,симӗс
842,grün::A,симӗс,пиҫмен
843,grün::A,симӗс,ӑс пухман
844,grün::A,пиҫмен,симӗс
845,grün::A,пиҫмен,пиҫмен
846,grün::A,пиҫмен,ӑс пухман
847,grün::A,ӑс пухман,симӗс
848,grün::A,ӑс пухман,пиҫмен
849,grün::A,ӑс пухман,ӑс пухман
850,grau::A,кӑвак,кӑвак
851,bunt::A,чӑпар,чӑпар
852,billig::A,йӳнӗ,йӳнӗ
853,teuer::A,хаклӑ,хаклӑ
854,wertvoll::A,паха,паха
855,blind::A,суккӑр,суккӑр
856,taub::A,хӑлхасӑр,хӑлхасӑр
857,kräftig::A,хӑватлӑ,хӑватлӑ
858,stark::A,вирлӗ,вирлӗ
859,schwach::A,халсӑр,халсӑр
860,fett::A,самӑр,самӑр
861,fett::A,самӑр,мӑнтӑр
862,fett::A,мӑнтӑр,самӑр
863,fett::A,мӑнтӑр,мӑнтӑр
864,schlank::A,йӑрӑс,йӑрӑс
865,schlank::A,йӑрӑс,яштака
866,schlank::A,яштака,йӑрӑс
867,schlank::A,яштака,яштака
868,hübsch::A,хитре,хитре
869,böse::A,усал,усал
870,dumm::A,ухмах,ухмах
871,faul::A,наян,наян
872,faul::A,наян,юлхав
873,faul::A,наян,ӳркенчӗк
874,faul::A,юлхав,наян
875,faul::A,юлхав,юлхав
876,faul::A,юлхав,ӳркенчӗк
877,faul::A,ӳркенчӗк,наян
878,faul::A,ӳркенчӗк,юлхав
879,faul::A,ӳркенчӗк,ӳркенчӗк
880,fleißig::A,хастар,хастар
881,geizig::A,хытӑ,хытӑ
882,klug::A,ӑслӑ,ӑслӑ
883,geschickt::A,ӑста,ӑста
884,lieb::A,савнӑ,савнӑ
885,lustig::A,хаваслӑ,хаваслӑ
886,sanft::A,ачаш,ачаш
887,hungrig::A,выҫӑ,выҫӑ
888,krank::A,чирлӗ,чирлӗ
889,nackt::A,ҫара,ҫара
890,traurig::A,салхуллӑ,салхуллӑ
891,lebendig::A,чӗрӗ,чӗрӗ
892,gut::A,аван,аван
893,gut::A,аван,лайӑх
894,gut::A,лайӑх,аван
895,gut::A,лайӑх,лайӑх
896,schlecht::A,япӑх,япӑх
897,schlecht::A,япӑх,начар
898,schlecht::A,начар,япӑх
899,schlecht::A,начар,начар
900,richtig::A,тӗрӗс,тӗрӗс
901,schlimm::A,йӗрӗнчӗк,йӗрӗнчӗк
902,wahr::A,чӑн,чӑн
903,alt::A,кивӗ,кивӗ
904,neu::A,ҫӗнӗ,ҫӗнӗ
905,ehemalig::A,пулнӑ,пулнӑ
906,alt[Lebewesen]::A,ватӑ,ватӑ
907,jung::A,яш,яш
908,jung::A,яш,ҫамрӑк
909,jung::A,ҫамрӑк,яш
910,jung::A,ҫамрӑк,ҫамрӑк
911,arm::A,чухӑн,чухӑн
912,reich::A,пуян,пуян
913,bekannt::A,пӗлӗш,пӗлӗш
914,berühmt::A,чаплӑ,чаплӑ
915,fremd::A,ют,ют
916,verschieden::A,расна,расна
917,nah::A,ҫывӑх,ҫывӑх
918,nah::A,ҫывӑх,ҫывӑхри
919,nah::A,ҫывӑхри,ҫывӑх
920,nah::A,ҫывӑхри,ҫывӑхри
921,fern::A,инҫе,инҫе
922,fern::A,инҫе,аякри
923,fern::A,аякри,инҫе
924,fern::A,аякри,аякри
925,linker::A,сулахай,сулахай
926,rechter::A,сылтӑм,сылтӑм
927,anderer::A,урӑх,урӑх
928,erster::A,пӗрремӗш,пӗрремӗш
929,zweiter::A,иккӗмӗш,иккӗмӗш
930,dritter::A,виҫҫӗмӗш,виҫҫӗмӗш
931,letzter::A,юлашки,юлашки
932,allein::ADV,пӗччен,пӗччен
933,auf einmal::ADV,кӗмӗрккен,кӗмӗрккен
934,zusammen::ADV,пӗрле,пӗрле
935,lange::ADV,вӑрах,вӑрах
936,plötzlich::ADV,сасартӑк,сасартӑк
937,sofort::ADV,тӳрех,тӳрех
938,später::ADV,кайран,кайран
939,jetzt::ADV,халь,халь
940,jetzt::ADV,халь,халӗ
941,jetzt::ADV,халӗ,халь
942,jetzt::ADV,халӗ,халӗ
943,heute::ADV,паян,паян
944,morgen::ADV,ыран,ыран
945,bald::ADV,халех,халех
946,bald::ADV,халех,кӗҫех
947,bald::ADV,кӗҫех,халех
948,bald::ADV,кӗҫех,кӗҫех
949,dann::ADV,унтан,унтан
950,gestern::ADV,ӗнер,ӗнер
951,einst::ADV,пӗррехинче,пӗррехинче
952,damals::ADV,ун чухне,ун чухне
953,damals::ADV,ун чухне,апла пулсан
954,damals::ADV,апла пулсан,ун чухне
955,damals::ADV,апла пулсан,апла пулсан
956,danach::ADV,унтан,унтан
957,vorher::ADV,малтан,малтан
958,zuerst::ADV,пирвай,пирвай
959,einmal::ADV,пӗррехинче,пӗррехинче
960,manchmal::ADV,хӑш чухне,хӑш чухне
961,oft::ADV,тӑтӑш,тӑтӑш
962,immer::ADV,ялан,ялан
963,niemals::ADV,нихӑҫан та,нихӑҫан та
964,hier::ADV,кунта,кунта
965,hierhin::ADV,кунта,кунта
966,von hier::ADV,кунтан,кунтан
967,dort::ADV,унта,унта
968,dort::ADV,унта,ҫавӑнта
969,dort::ADV,ҫавӑнта,унта
970,dort::ADV,ҫавӑнта,ҫавӑнта
971,dorthin::ADV,унта,унта
972,dorthin::ADV,унта,ҫавӑнта
973,dorthin::ADV,ҫавӑнта,унта
974,dorthin::ADV,ҫавӑнта,ҫавӑнта
975,geradeaus::ADV,тикӗс,тикӗс
976,vorwärts::ADV,малалла,малалла
977,rückwärts::ADV,хыҫала,хыҫала
978,zurück::ADV,каялла,каялла
979,unten::ADV,аялта,аялта
980,hinab::ADV,аялта,аялта
981,oben::ADV,ҫӳлте,ҫӳлте
982,hinauf::ADV,ҫӳле,ҫӳле
983,überall::ADV,таҫта та,таҫта та
984,überall::ADV,таҫта та,пур ҫӗрте те
985,überall::ADV,таҫта та,кирек ӑҫта та
986,überall::ADV,пур ҫӗрте те,таҫта та
987,überall::ADV,пур ҫӗрте те,пур ҫӗрте те
988,überall::ADV,пур ҫӗрте те,кирек ӑҫта та
989,überall::ADV,кирек ӑҫта та,таҫта та
990,überall::ADV,кирек ӑҫта та,пур ҫӗрте те
991,überall::ADV,кирек ӑҫта та,кирек ӑҫта та
992,nicht::ADV,мар,мар
993,ein wenig::ADV,пӑртак,пӑртак
994,kaum::ADV,аран,аран
995,sehr::ADV,питӗ,питӗ
996,so::ADV,апла,апла
997,noch::ADV,татах,татах
998,nur::ADV,ҫех,ҫех
999,schon::ADV,ӗнтӗ,ӗнтӗ
1000,wieder::ADV,каллех,каллех
1001,vergebens::ADV,харам,харам
1002,vor::PRP,умӗнче,умӗнче
1003,hinter::PRP,кайра,кайра
1004,unter::PRP,айне,айне
1005,unter::PRP,айне,айӗпе
1006,unter::PRP,айне,айӗнче
1007,unter::PRP,айне,ҫитеспе
1008,unter::PRP,айӗпе,айне
1009,unter::PRP,айӗпе,айӗпе
1010,unter::PRP,айӗпе,айӗнче
1011,unter::PRP,айӗпе,ҫитеспе
1012,unter::PRP,айӗнче,айне
1013,unter::PRP,айӗнче,айӗпе
1014,unter::PRP,айӗнче,айӗнче
1015,unter::PRP,айӗнче,ҫитеспе
1016,unter::PRP,ҫитеспе,айне
1017,unter::PRP,ҫитеспе,айӗпе
1018,unter::PRP,ҫитеспе,айӗнче
1019,unter::PRP,ҫитеспе,ҫитеспе
1020,durch::PRP,витӗр,витӗр
1021,neben::PRP,патӗнче,патӗнче
1022,zwischen::PRP,хушшинче,хушшинче
1023,wegen::PRP,пула,пула
1024,wegen::PRP,пула,пирки
1025,wegen::PRP,пирки,пула
1026,wegen::PRP,пирки,пирки
1027,dies::PRN,ку,ку
1028,dies::PRN,ку,ҫак
1029,dies::PRN,ҫак,ку
1030,dies::PRN,ҫак,ҫак
1031,das::PRN,ҫав,ҫав
1032,alles::PRN,пурте,пурте
1033,alles::PRN,пурте,йӑлт
1034,alles::PRN,йӑлт,пурте
1035,alles::PRN,йӑлт,йӑлт
1036,ich::PRN,эп,эп
1037,du::PRN,эс,эс
1038,er::PRN,вӑл,вӑл
1039,wir::PRN,эпир,эпир
1040,ihr::PRN,эсир,эсир
1041,sie::PRN,вӗсем,вӗсем
1042,was::FPRN,мӗн,мӗн
1043,was::FPRN,мӗн,мӗскер
1044,was::FPRN,мӗн,мӗн те пулин
1045,was::FPRN,мӗскер,мӗн
1046,was::FPRN,мӗскер,мӗскер
1047,was::FPRN,мӗскер,мӗн те пулин
1048,was::FPRN,мӗн те пулин,мӗн
1049,was::FPRN,мӗн те пулин,мӗскер
1050,was::FPRN,мӗн те пулин,мӗн те пулин
1051,wer::FPRN,кам,кам
1052,wo::FADV,ӑҫта,ӑҫта
1053,wohin::FADV,ӑҫта,ӑҫта
1054,wie::FADV,епле,епле
1055,wie::FADV,епле,мӗнле
1056,wie::FADV,мӗнле,епле
1057,wie::FADV,мӗнле,мӗнле
1058,warum::FADV,ма,ма
1059,warum::FADV,ма,мӗншӗн
1060,warum::FADV,мӗншӗн,ма
1061,warum::FADV,мӗншӗн,мӗншӗн
1062,wieviel::FNUM,миҫе,миҫе
1063,eins::NUM,пӗр,пӗр
1064,eins::NUM,пӗр,пӗрре
1065,eins::NUM,пӗрре,пӗр
1066,eins::NUM,пӗрре,пӗрре
1067,zwei::NUM,ик,ик
1068,zwei::NUM,ик,икӗ
1069,zwei::NUM,ик,иккӗ
1070,zwei::NUM,икӗ,ик
1071,zwei::NUM,икӗ,икӗ
1072,zwei::NUM,икӗ,иккӗ
1073,zwei::NUM,иккӗ,ик
1074,zwei::NUM,иккӗ,икӗ
1075,zwei::NUM,иккӗ,иккӗ
1076,drei::NUM,виҫ,виҫ
1077,drei::NUM,виҫ,виҫӗ
1078,drei::NUM,виҫ,виҫҫӗ
1079,drei::NUM,виҫӗ,виҫ
1080,drei::NUM,виҫӗ,виҫӗ
1081,drei::NUM,виҫӗ,виҫҫӗ
1082,drei::NUM,виҫҫӗ,виҫ
1083,drei::NUM,виҫҫӗ,виҫӗ
1084,drei::NUM,виҫҫӗ,виҫҫӗ
1085,vier::NUM,тӑват,тӑват
1086,fünf::NUM,пилӗк,пилӗк
1087,fünf::NUM,пилӗк,пиллӗк
1088,fünf::NUM,пиллӗк,пилӗк
1089,fünf::NUM,пиллӗк,пиллӗк
1090,sechs::NUM,улт,улт
1091,sechs::NUM,улт,ултӑ
1092,sechs::NUM,улт,улттӑ
1093,sechs::NUM,ултӑ,улт
1094,sechs::NUM,ултӑ,ултӑ
1095,sechs::NUM,ултӑ,улттӑ
1096,sechs::NUM,улттӑ,улт
1097,sechs::NUM,улттӑ,ултӑ
1098,sechs::NUM,улттӑ,улттӑ
1099,sieben::NUM,ҫич,ҫич
1100,sieben::NUM,ҫич,ҫичӗ
1101,sieben::NUM,ҫич,ҫиччӗ
1102,sieben::NUM,ҫичӗ,ҫич
1103,sieben::NUM,ҫичӗ,ҫичӗ
1104,sieben::NUM,ҫичӗ,ҫиччӗ
1105,sieben::NUM,ҫиччӗ,ҫич
1106,sieben::NUM,ҫиччӗ,ҫичӗ
1107,sieben::NUM,ҫиччӗ,ҫиччӗ
1108,acht::NUM,сакӑр,сакӑр
1109,acht::NUM,сакӑр,саккӑр
1110,acht::NUM,саккӑр,сакӑр
1111,acht::NUM,саккӑр,саккӑр
1112,neun::NUM,тӑхӑр,тӑхӑр
1113,neun::NUM,тӑхӑр,тӑххӑр
1114,neun::NUM,тӑххӑр,тӑхӑр
1115,neun::NUM,тӑххӑр,тӑххӑр
1116,zehn::NUM,вунӑ,вунӑ
1117,zehn::NUM,вунӑ,вуннӑ
1118,zehn::NUM,вуннӑ,вунӑ
1119,zehn::NUM,вуннӑ,вуннӑ
1120,elf::NUM,вун пӗр,вун пӗр
1121,zwölf::NUM,вун ик,вун ик
1122,zwölf::NUM,вун ик,вун икӗ
1123,zwölf::NUM,вун ик,вун иккӗ
1124,zwölf::NUM,вун икӗ,вун ик
1125,zwölf::NUM,вун икӗ,вун икӗ
1126,zwölf::NUM,вун икӗ,вун иккӗ
1127,zwölf::NUM,вун иккӗ,вун ик
1128,zwölf::NUM,вун иккӗ,вун икӗ
1129,zwölf::NUM,вун иккӗ,вун иккӗ
1130,zwanzig::NUM,ҫирӗм,ҫирӗм
1131,dreißig::NUM,вӑтӑр,вӑтӑр
1132,vierzig::NUM,хӗрӗх,хӗрӗх
1133,fünfzig::NUM,аллӑ,аллӑ
1134,sechzig::NUM,утмӑл,утмӑл
1135,siebzig::NUM,ҫитмӗл,ҫитмӗл
1136,achtzig::NUM,сакӑр вунӑ,сакӑр вунӑ
1137,achtzig::NUM,сакӑр вунӑ,сакӑр вуннӑ
1138,achtzig::NUM,сакӑр вуннӑ,сакӑр вунӑ
1139,achtzig::NUM,сакӑр вуннӑ,сакӑр вуннӑ
1140,neunzig::NUM,тӑхӑр вун,тӑхӑр вун
1141,neunzig::NUM,тӑхӑр вун,тӑхӑр вунӑ
1142,neunzig::NUM,тӑхӑр вун,тӑхӑр вуннӑ
1143,neunzig::NUM,тӑхӑр вунӑ,тӑхӑр вун
1144,neunzig::NUM,тӑхӑр вунӑ,тӑхӑр вунӑ
1145,neunzig::NUM,тӑхӑр вунӑ,тӑхӑр вуннӑ
1146,neunzig::NUM,тӑхӑр вуннӑ,тӑхӑр вун
1147,neunzig::NUM,тӑхӑр вуннӑ,тӑхӑр вунӑ
1148,neunzig::NUM,тӑхӑр вуннӑ,тӑхӑр вуннӑ
1149,hundert::NUM,ҫӗр,ҫӗр
1150,tausend::NUM,пин,пин
1151,und::CNJ,та,та
1152,oder::CNJ,е,е
1153,stehen::V,тӑр,тӑр
1154,sitzen::V,лар,лар
1155,liegen::V,вырт,вырт
1156,hängen::V,усӑнса тӑр,усӑнса тӑр
1157,hängen::V,усӑнса тӑр,ҫакӑнса тӑр
1158,hängen::V,ҫакӑнса тӑр,усӑнса тӑр
1159,hängen::V,ҫакӑнса тӑр,ҫакӑнса тӑр
1160,werden::V,пул,пул
1161,passieren::V,пул,пул
1162,beginnen::V,пуҫлан,пуҫлан
1163,enden::V,пӗт,пӗт
1164,enden::V,пӗт,вӗҫлен
1165,enden::V,вӗҫлен,пӗт
1166,enden::V,вӗҫлен,вӗҫлен
1167,wechseln::V,улшӑн,улшӑн
1168,aufgehen[Sonne]::V,тух,тух
1169,untergehen[Sonne]::V,анса лар,анса лар
1170,scheinen[Sonne]::V,пӑх,пӑх
1171,donnern::V,кӗмсӗртет,кӗмсӗртет
1172,donnern::V,кӗмсӗртет,авӑт
1173,donnern::V,авӑт,кӗмсӗртет
1174,donnern::V,авӑт,авӑт
1175,wehen::V,варкӑш,варкӑш
1176,strömen::V,тӑкӑн,тӑкӑн
1177,fließen::V,юх,юх
1178,sich drehen::V,ҫаврӑн,ҫаврӑн
1179,schwanken::V,чӳхен,чӳхен
1180,schwingen::V,суллан,суллан
1181,fallen::V,кип,кип
1182,fallen::V,кип,тӳр кип
1183,fallen::V,кип,татӑлса ан
1184,fallen::V,тӳр кип,кип
1185,fallen::V,тӳр кип,тӳр кип
1186,fallen::V,тӳр кип,татӑлса ан
1187,fallen::V,татӑлса ан,кип
1188,fallen::V,татӑлса ан,тӳр кип
1189,fallen::V,татӑлса ан,татӑлса ан
1190,brennen::V,ҫун,ҫун
1191,rauchen::V,мӑкӑрлан,мӑкӑрлан
1192,rauchen::V,мӑкӑрлан,тӗтӗм кӑлар
1193,rauchen::V,тӗтӗм кӑлар,мӑкӑрлан
1194,rauchen::V,тӗтӗм кӑлар,тӗтӗм кӑлар
1195,regnen::V,ҫумӑр ҫӑвать,ҫумӑр ҫӑвать
1196,gefrieren::V,шӑн,шӑн
1197,tauen::V,ирӗл,ирӗл
1198,schmelzen::V,ирӗл,ирӗл
1199,trocknen::V,тип,тип
1200,sieden::V,вӗре,вӗре
1201,faulen::V,ҫӗр,ҫӗр
1202,verfaulen::V,ҫӗр,ҫӗр
1203,reißen::V,ҫурӑл,ҫурӑл
1204,versinken::V,пут,пут
1205,vergehen::V,ирт,ирт
1206,erscheinen::V,курӑн,курӑн
1207,erscheinen::V,курӑн,курӑнса кай
1208,erscheinen::V,курӑнса кай,курӑн
1209,erscheinen::V,курӑнса кай,курӑнса кай
1210,verschwinden::V,ҫухал,ҫухал
1211,sinken::V,чак,чак
1212,abnehmen::V,чак,чак
1213,zunehmen::V,пысӑклан,пысӑклан
1214,steigen::V,ҫӗклен,ҫӗклен
1215,wachsen::V,ӳс,ӳс
1216,glänzen::V,ҫиҫ,ҫиҫ
1217,funkeln::V,ялкӑш,ялкӑш
1218,funkeln::V,ялкӑш,йӑлтӑртат
1219,funkeln::V,йӑлтӑртат,ялкӑш
1220,funkeln::V,йӑлтӑртат,йӑлтӑртат
1221,lärmen::V,шавла,шавла
1222,läuten::V,шӑнкӑравла,шӑнкӑравла
1223,klingeln::V,шӑнкӑравла,шӑнкӑравла
1224,klirren::V,калтлат,калтлат
1225,klirren::V,калтлат,шӑнкӑлтат
1226,klirren::V,шӑнкӑлтат,калтлат
1227,klirren::V,шӑнкӑлтат,шӑнкӑлтат
1228,brausen::V,ахӑр,ахӑр
1229,rauschen::V,вашӑлтат,вашӑлтат
1230,rauschen::V,вашӑлтат,чашӑлтат
1231,rauschen::V,чашӑлтат,вашӑлтат
1232,rauschen::V,чашӑлтат,чашӑлтат
1233,klingen::V,янӑра,янӑра
1234,bellen::V,вӗр,вӗр
1235,heulen::V,ула,ула
1236,blasen::V,вӗр,вӗр
1237,pfeifen::V,шӑхӑр,шӑхӑр
1238,schreien::V,кӑшкӑр,кӑшкӑр
1239,stöhnen::V,йынӑш,йынӑш
1240,zittern::V,чӗтре,чӗтре
1241,leben::V,пурӑн,пурӑн
1242,geboren werden::V,ҫурал,ҫурал
1243,atmen::V,сывла,сывла
1244,trinken::V,ӗҫ,ӗҫ
1245,essen::V,ҫи,ҫи
1246,schlucken::V,ҫӑт,ҫӑт
1247,müde werden::V,ӗшен,ӗшен
1248,einschlafen::V,ыйха пут,ыйха пут
1249,einschlafen::V,ыйха пут,ҫывӑрса кай
1250,einschlafen::V,ҫывӑрса кай,ыйха пут
1251,einschlafen::V,ҫывӑрса кай,ҫывӑрса кай
1252,schlafen::V,ҫывӑр,ҫывӑр
1253,aufwachen::V,вӑран,вӑран
1254,aufstehen::V,тӑр,тӑр
1255,sich erholen::V,кан,кан
1256,krank werden::V,чирле,чирле
1257,krank sein::V,чирле,чирле
1258,schmerzen::V,сур,сур
1259,schmerzen::V,сур,ырат
1260,schmerzen::V,ырат,сур
1261,schmerzen::V,ырат,ырат
1262,husten::V,ӳсӗр,ӳсӗр
1263,genesen::V,сывал,сывал
1264,genesen::V,сывал,тӳрлен
1265,genesen::V,тӳрлен,сывал
1266,genesen::V,тӳрлен,тӳрлен
1267,sterben::V,вил,вил
1268,umkommen::V,вил,вил
1269,sich bewegen::V,куҫ,куҫ
1270,sich rühren::V,хускал,хускал
1271,sich erheben::V,тӑр,тӑр
1272,sich setzen::V,лар,лар
1273,hinfallen::V,ӳк,ӳк
1274,laufen::V,ут,ут
1275,schreiten::V,ут,ут
1276,spazierengehen::V,уҫӑлса ҫӳре,уҫӑлса ҫӳре
1277,spazierengehen::V,уҫӑлса ҫӳре,уткаласа ҫӳре
