,Concept_ID,uk,fr
855,sie::PRN,вони,ils
856,sie::PRN,вони,elles
857,was::FPRN,що,que
858,was::FPRN,що,quoi
859,wer::FPRN,хто,qui
860,wo::FADV,де,où
861,wohin::FADV,куди,où
862,wie::FADV,як,comment
863,warum::FADV,чому,pourquoi
864,wieviel::FNUM,скільки,combien
865,eins::NUM,один,un
866,zwei::NUM,два,deux
867,drei::NUM,три,trois
868,vier::NUM,чотири,quatre
869,fünf::NUM,п’ять,cinq
870,sechs::NUM,шість,six
871,sieben::NUM,сім,sept
872,acht::NUM,вісім,huit
873,neun::NUM,дев’ять,neuf
874,zehn::NUM,десять,dix
875,elf::NUM,одинадцять,onze
876,zwölf::NUM,дванадцять,douze
877,zwanzig::NUM,двадцять,vingt
878,dreißig::NUM,тридцять,trente
879,vierzig::NUM,сорок,quarante
880,fünfzig::NUM,п’ятдесят,cinquante
881,sechzig::NUM,шістдесят,soixante
882,siebzig::NUM,сімдесят,soixante-dix
883,achtzig::NUM,вісімдесят,quatre-vingt
884,neunzig::NUM,дев’яносто,quatre-vingt-dix
885,hundert::NUM,сто,cent
886,tausend::NUM,тисяча,mille
887,und::CNJ,і,et
888,oder::CNJ,або,ou
889,stehen::V,стояти,être debout
890,sitzen::V,сидіти,être assis
891,liegen::V,лежати,être couché
892,hängen::V,висіти,pendre
893,werden::V,стати,devenir
894,werden::V,робитися,devenir
895,passieren::V,трапитися,se passer
896,beginnen::V,початися,commencer
897,enden::V,кінчитися,finir
898,enden::V,кінчитися,se terminer
899,wechseln::V,мінятися,changer
900,wechseln::V,мінятися,alterner
901,aufgehen[Sonne]::V,зійти,se lever
902,untergehen[Sonne]::V,зайти,se coucher
903,scheinen[Sonne]::V,світити,briller
904,donnern::V,гриміти,tonner
905,wehen::V,віяти,souffler
906,strömen::V,литися,affluer
907,fließen::V,текти,couler
908,sich drehen::V,обертатися,tourner
909,schwanken::V,коливатися,osciller
910,schwanken::V,коливатися,chanceler
911,schwingen::V,хитатися,vibrer
912,schwingen::V,хитатися,osciller
913,schwingen::V,гойдатися,vibrer
914,schwingen::V,гойдатися,osciller
915,fallen::V,падати,tomber
916,brennen::V,горіти,brûler
917,brennen::V,горіти,flamber
918,rauchen::V,диміти,fumer
919,regnen::V,дощити,pleuvoir
920,gefrieren::V,змерзнути,geler
921,tauen::V,танути,dégeler
922,schmelzen::V,плавитися,fondre
923,trocknen::V,сохнути,sécher
924,sieden::V,кипіти,bouillir
925,faulen::V,гнити,pourrir
926,faulen::V,гнити,se putréfier
927,verfaulen::V,згнити,pourrir
928,reißen::V,рватися,rompre
929,reißen::V,рватися,se déchirer
930,versinken::V,тонути,s'enfoncer
931,vergehen::V,проходити,passer
932,erscheinen::V,з’явитися,apparaître
933,verschwinden::V,щезнути,disparaître
934,verschwinden::V,зникнути,disparaître
935,sinken::V,спадати,descendre
936,sinken::V,спадати,s'abaisser
937,abnehmen::V,поменшитися,diminuer
938,zunehmen::V,збільшуватися,augmenter
939,steigen::V,підніматися,monter
940,wachsen::V,рости,croître
941,glänzen::V,блищати,briller
942,funkeln::V,блискати,étinceler
943,lärmen::V,шуміти,faire du bruit
944,läuten::V,дзвонити,sonner
945,klingeln::V,дзвонити,sonner
946,klirren::V,дзвякати,cliqueter
947,brausen::V,бушувати,mugir
948,rauschen::V,шелестіти,bruire
949,klingen::V,лунати,sonner
950,klingen::V,звучати,sonner
951,bellen::V,гавкати,aboyer
952,heulen::V,вити,hurler
953,blasen::V,дунути,souffler
954,pfeifen::V,свистіти,siffler
955,schreien::V,кричати,crier
956,stöhnen::V,стогнати,gémir
957,zittern::V,тремтіти,trembler
958,leben::V,жити,vivre
959,geboren werden::V,народитися,naître
960,atmen::V,дихати,respirer
961,trinken::V,пити,boire
962,essen::V,їсти,manger
963,schlucken::V,ковтати,avaler
964,müde werden::V,втомитися,se lasser
965,müde werden::V,втомитися,se fatiguer
966,einschlafen::V,заснути,s'endormir
967,schlafen::V,спати,dormir
968,aufwachen::V,прокинутися,se réveiller
969,aufstehen::V,встати,se lever
970,sich erholen::V,відпочивати,se reposer
971,sich erholen::V,відпочивати,se détendre
972,krank werden::V,захворіти,tomber malade
973,krank sein::V,хворіти,être malade
974,schmerzen::V,боліти,faire mal
975,husten::V,кашляти,tousser
976,genesen::V,одужати,guérir
977,genesen::V,одужати,se remettre
978,genesen::V,видужати,guérir
979,genesen::V,видужати,se remettre
980,sterben::V,померти,mourir
981,umkommen::V,згинути,périr
982,sich bewegen::V,рухатися,bouger
983,sich rühren::V,ворушитися,broncher
984,sich erheben::V,встати,se lever
985,sich setzen::V,сісти,s'asseoir
986,hinfallen::V,упасти,tomber
987,laufen::V,ходити,marcher
988,laufen::V,ходити,aller à pied
989,schreiten::V,крокувати,marcher
990,spazierengehen::V,гуляти,se promener
991,eilen::V,спішити,courir
992,sich beeilen::V,поспішати,se hâter
993,sich beeilen::V,поспішати,se dépêcher
994,sausen::V,мчатися,filer
995,rennen::V,бігати,courir
996,springen::V,скакати,sauter
997,springen::V,стрибати,sauter
998,klettern::V,лазити,grimper
999,schaukeln::V,гойдатися,se balancer
1000,kriechen::V,повзати,ramper
1001,schwimmen::V,пливти,nager
1002,schwimmen::V,плавати,nager
1003,tauchen::V,пірнати,plonger
1004,rudern::V,гребти,ramer
1005,rudern::V,веслувати,ramer
1006,fahren::V,їхати,aller
1007,fahren::V,їхати,rouler
1008,fliegen::V,літати,voler
1009,gehen::V,іти,aller
1010,weggehen::V,піти,s'en aller
1011,abfahren::V,від’їхати,partir
1012,abfahren::V,відправитися,partir
1013,anhalten::V,зупинитися,s'arrêter
1014,hineingehen::V,входити,entrer
1015,eintreten::V,увійти,entrer
1016,kommen::V,прийти,venir
1017,ankommen::V,прибути,arriver
1018,zurückkommen::V,повернутися,revenir
1019,bleiben::V,залишитися,rester
1020,bleiben::V,залишитися,demeurer
1021,warten::V,чекати,attendre
1022,erwarten::V,чекати,attendre
1023,suchen::V,шукати,chercher
1024,finden::V,знайти,trouver
1025,versuchen::V,випробовувати,essayer
1026,vorbereiten::V,підготувати,préparer
1027,lieben::V,любити,aimer
1028,mögen::V,любити,aimer
1029,mögen::V,любити,vouloir
1030,mögen::V,подобатися,aimer
1031,mögen::V,подобатися,vouloir
1032,lachen::V,сміятися,rire
1033,rühren::V,розчулити,toucher
1034,rühren::V,розчулити,attendrir
1035,weinen::V,плакати,pleurer
1036,schimpfen::V,лаятися,gronder
1037,sich ärgern::V,сердитися,se fâcher
1038,sich fürchten::V,боятися,avoir peur
1039,fürchten::V,боятися,craindre
1040,fürchten::V,боятися,avoir peur de
1041,fliehen::V,тікати,fuir
1042,flüchten::V,утекти,s'enfuir
1043,sehen::V,бачити,voir
1044,anschauen::V,поглянути,regarder
1045,ansehen::V,дивитися на,regarder
1046,hören::V,чути,entendre
1047,zuhören::V,слухати,écouter
1048,probieren::V,покуштувати,goûter
1049,riechen::V,нюхати,sentir
1050,fühlen::V,відчувати,sentir
1051,scheinen::V,здаватися,sembler
1052,scheinen::V,здаватися,paraître
1053,zu sehen sein::V,виднітися,se voir
1054,zu sehen sein::V,виднітися,être visible
1055,vernehmen::V,почути,entendre
1056,vernehmen::V,почути,percevoir
1057,frieren::V,мерзнути,avoir froid
1058,tun::V,робити,faire
1059,können::V,могти,savoir
1060,können::V,могти,pouvoir
1061,wollen::V,хотіти,vouloir
1062,anfangen::V,почати,commencer
1063,beenden::V,закінчити,finir
1064,beenden::V,закінчити,terminer
1065,aufhören::V,перестати,cesser
1066,aufhören::V,перестати,arrêter
1067,gelingen::V,вдатися,réussir
1068,geraten::V,опинитися,réussir
1069,öffnen::V,відкрити,ouvrir
1070,schließen::V,закрити,fermer
1071,stellen::V,поставити,poser
1072,stellen::V,поставити,mettre
1073,setzen::V,посадити,placer
1074,legen::V,класти,placer
1075,berühren::V,чіпати,toucher
1076,verbinden::V,зв’язати,lier
1077,bedecken::V,покрити,couvrir
1078,aufhängen::V,повісити,accrocher
1079,anzünden::V,запалити,allumer
1080,aufheben::V,підняти,ramasser
1081,zurücklassen::V,залишити,laisser
1082,verlieren::V,загубити,perdre
1083,fallen lassen::V,упустити,lâcher
1084,fallen lassen::V,упустити,laisser tomber
1085,machen::V,зробити,faire
1086,herstellen::V,виготовити,produire
1087,herstellen::V,виготовити,fabriquer
1088,bauen::V,будувати,bâtir
1089,bauen::V,будувати,construire
1090,reparieren::V,лагодити,réparer
1091,verbessern::V,поліпшити,améliorer
1092,ändern::V,змінити,changer
1093,ändern::V,змінити,modifier
1094,graben::V,копати,creuser
1095,beugen::V,зігнути,plier
1096,beugen::V,зігнути,ployer
1097,biegen::V,погнути,courber
1098,drehen::V,вертіти,tordre
1099,drehen::V,вертіти,tourner
1100,wenden::V,повернути,retourner
1101,umdrehen::V,перевернути,tourner
1102,heben::V,піднімати,soulever
1103,hochheben::V,підняти,lever
1104,ergreifen::V,схопити,saisir
1105,ergreifen::V,схопити,prendre
1106,halten::V,тримати,tenir
1107,drücken::V,натискати,presser
1108,schieben::V,пхати,pousser
1109,schieben::V,штовхати,pousser
1110,kratzen::V,шкребти,gratter
1111,kratzen::V,шкребти,égratigner
1112,lecken::V,лизати,lécher
1113,beißen::V,кусати,mordre
1114,abreißen::V,відірвати,arracher
1115,abschneiden::V,відрізати,couper
1116,binden::V,в’язати,lier
1117,binden::V,в’язати,attacher
1118,stecken::V,увіткнути,enfoncer
1119,brechen::V,зламати,rompre
1120,klopfen::V,стукати,frapper
1121,hauen::V,бити,frapper
1122,kleben::V,клеїти,coller
1123,reiben::V,терти,frotter
1124,streichen::V,намазати,empâter
1125,schleifen::V,точити,affiler
1126,schleifen::V,точити,aiguiser
1127,schneiden::V,різати,couper
1128,schneiden::V,різати,trancher
1129,rütteln::V,хитати,cahoter
1130,schütteln::V,трясти,secouer
1131,schwenken::V,махати,agiter
1132,schütten::V,налити,verser
1133,füllen::V,наповнити,remplir
1134,einwickeln::V,загорнути,envelopper
1135,tragen::V,нести,porter
1136,schleppen::V,тягти,traîner
1137,ziehen::V,тягнути,tirer
1138,aufbewahren::V,зберігати,garder
1139,aufbewahren::V,зберігати,conserver
1140,werfen::V,кидати,jeter
1141,werfen::V,кидати,lancer
1142,fangen::V,ловити,attraper
1143,packen::V,схопити,agripper
1144,verstecken::V,сховати,cacher
1145,teilen::V,розділити,diviser
1146,schicken::V,посилати,envoyer
1147,bringen::V,принести,apporter
1148,hinzufügen::V,додати,ajouter
1149,bekommen::V,дістати,obtenir
1150,erhalten::V,одержати,recevoir
1151,nehmen::V,взяти,prendre
1152,wählen::V,вибрати,choisir
1153,auswählen::V,відібрати,choisir
1154,auswählen::V,відібрати,sélectionner
1155,bewahren::V,зберегти,préserver
1156,behindern::V,перешкоджати,gêner
1157,verderben::V,зіпсувати,gâter
1158,verderben::V,зіпсувати,corrompre
1159,beschädigen::V,зашкодити,endommager
1160,zerbrechen::V,розбити,casser
1161,zerreißen::V,розірвати,déchirer
1162,zerstören::V,зруйнувати,détruire
1163,verbrennen::V,спалити,brûler
1164,geben::V,дати,donner
1165,reichen::V,передати,tendre
1166,schenken::V,дарувати,offrir
1167,versprechen::V,обіцяти,promettre
1168,wünschen::V,бажати,souhaiter
1169,loben::V,хвалити,louer
1170,küssen::V,цілувати,embrasser
1171,wiegen::V,качати,bercer
1172,zudecken::V,накрити,couvrir
1173,wecken::V,розбудити,éveiller
1174,wecken::V,розбудити,réveiller
1175,zeigen::V,показати,montrer
1176,zeigen::V,показати,faire voir
1177,führen::V,вести,guider
1178,lehren::V,вчити,apprendre
1179,unterrichten::V,викладати,instruire
1180,aufziehen::V,виховати,élever
1181,leiten::V,керувати,diriger
1182,leiten::V,керувати,conduire
1183,antreiben::V,підганяти,pousser
1184,lassen::V,змусити,faire
1185,einladen::V,запросити,inviter
1186,vereinigen::V,об’єднати,unir
1187,vereinigen::V,об’єднати,réunir
1188,besuchen::V,завітати,visiter
1189,besuchen::V,завітати,aller voir
1190,besuchen::V,відвідати,visiter
1191,besuchen::V,відвідати,aller voir
1192,treffen::V,зустріти,rencontrer
1193,sich versammeln::V,зібратися,s'assembler
1194,spielen::V,грати,jouer
1195,singen::V,співати,chanter
1196,tanzen::V,танцювати,danser
1197,sich trennen::V,розлучитися,se séparer
1198,verlassen::V,покинути,quitter
1199,retten::V,врятувати,sauver
1200,bewachen::V,охороняти,garder
1201,schützen::V,уберігати,protéger
1202,verteidigen::V,захистити,défendre
1203,sich schlagen::V,битися,se taper
1204,sich schlagen::V,дратися,se taper
1205,schießen::V,стріляти,tirer
1206,siegen::V,перемогти,vaincre
1207,ärgern::V,сердити,agacer
1208,schlagen::V,ударити,battre
1209,schlagen::V,ударити,frapper
1210,treten::V,штовхати,botter
1211,treten::V,штовхати,donner un coup de pied à
1212,stechen::V,вколоти,piquer
1213,stoßen::V,штовхнути,heurter
1214,stehlen::V,украсти,voler
1215,stören::V,перешкодити,gêner
1216,stören::V,перешкодити,déranger
1217,belästigen::V,докучати,molester
1218,belästigen::V,докучати,importuner
1219,verbergen::V,сховати,cacher
1220,verbergen::V,сховати,dissimuler
1221,täuschen::V,обдурити,abuser
1222,täuschen::V,обдурити,tromper
1223,betrügen::V,зшахраювати,duper
1224,betrügen::V,зшахраювати,frauder
1225,töten::V,убити,tuer
1226,wohnen::V,жити,habiter
1227,wohnen::V,жити,demeurer
1228,wohnen::V,мешкати,habiter
1229,wohnen::V,мешкати,demeurer
1230,arbeiten::V,працювати,travailler
1231,sammeln::V,зібрати,collectionner
1232,pflücken::V,зривати,cueillir
1233,jagen::V,полювати,chasser
1234,fischen::V,рибалити,pêcher
1235,fassen::V,піймати,capturer
1236,hüten::V,пасти,garder
1237,treiben::V,гнати,mener
1238,anbinden::V,прив’язати,attacher
1239,füttern::V,годувати,faire manger
1240,füttern::V,харчувати,faire manger
1241,melken::V,доїти,traire
1242,hacken::V,рубати,fendre
1243,gießen::V,полити,arroser
1244,reifen::V,дозріти,mûrir
1245,zubereiten::V,зготовити,préparer
1246,zubereiten::V,приготувати,préparer
1247,kochen::V,варити,cuire
1248,kochen::V,готувати,cuire
1249,backen::V,пекти,cuire
1250,braten::V,смажити,rôtir
1251,umrühren::V,переміщати,remuer
1252,stricken::V,в’язати,tricoter
1253,nähen::V,шити,coudre
1254,färben::V,пофарбувати,teindre
1255,reinigen::V,очистити,nettoyer
1256,waschen::V,мити,laver
1257,abwischen::V,витерти,essuyer
1258,spülen::V,полоскати,rincer
1259,fegen::V,підмітати,balayer
1260,kehren::V,мести,balayer
1261,baden::V,купатися,se baigner
1262,sich waschen::V,митися,se laver
1263,ausziehen::V,зняти,ôter
1264,ausziehen::V,зняти,enlever
1265,anziehen::V,надіти,mettre
1266,sich anziehen::V,одягтися,s'habiller
1267,sich anziehen::V,одягнутися,s'habiller
1268,kämmen::V,зачесати,peigner
1269,schmücken::V,оздобити,orner
1270,schmücken::V,оздобити,décorer
1271,sagen::V,сказати,dire
1272,sprechen::V,говорити,parler
1273,reden::V,розмовляти,parler
1274,sich unterhalten::V,бесідувати,bavarder
1275,sich unterhalten::V,бесідувати,s'entretenir
1276,fragen::V,запитати,demander
1277,bitten::V,просити,prier
1278,erzählen::V,розповісти,raconter
1279,mitteilen::V,повідомити,communiquer
1280,nennen::V,назвати,nommer
1281,nennen::V,назвати,appeler
1282,rufen::V,кликати,appeler
1283,prahlen::V,хвалитися,se vanter
1284,übersetzen::V,перекласти,traduire
1285,denken::V,думати,penser
1286,denken::V,мислити,penser
1287,glauben::V,вірити,croire
1288,bemerken::V,помітити,remarquer
1289,bemerken::V,помітити,apercevoir
1290,erkennen::V,пізнати,reconnaître
1291,begreifen::V,осягнути,concevoir
1292,verstehen::V,почути,entendre
1293,verstehen::V,почути,comprendre
1294,lernen::V,навчатися,apprendre
1295,wissen::V,знати,savoir
1296,sich erinnern an::V,пам’ятати,se souvenir de
1297,vergessen::V,забути,oublier
1298,messen::V,міряти,mesurer
1299,zählen::V,лічити,compter
1300,rechnen::V,рахувати,calculer
1301,lesen::V,читати,lire
1302,malen::V,малювати,peindre
1303,zeichnen::V,рисувати,dessiner
1304,schreiben::V,писати,écrire
1305,besitzen::V,мати,posséder
1306,kaufen::V,купити,acheter
1307,verkaufen::V,продати,vendre
1308,bezahlen::V,заплатити,payer
1309,zahlen::V,платити,payer
1310,beherrschen::V,володіти,dominer
1311,beherrschen::V,володіти,maîtriser
1312,ertragen::V,витерпіти,tolérer
1313,ertragen::V,витерпіти,supporter
