,Concept_ID,hi,ce
142,Frost::N,ठंड,шело
143,Kälte::N,सर्दी,шело
144,Kälte::N,शीतलता,шело
145,Hitze::N,ताप,йовхо
146,Hitze::N,गरमी,йовхо
147,Raureif::N,पाला,йис
148,Regenbogen::N,इंद्र-धनुष,стелаӏад
149,Donner::N,गरज,ткъес
150,Donner::N,मेघ-गर्जन,ткъес
151,Strömung::N,बहाव,дӏаэхар
152,Strömung::N,बहाव,дӏасалелар
153,Strömung::N,प्रवाह,дӏаэхар
154,Strömung::N,प्रवाह,дӏасалелар
155,Tropfen::N,बूँद,тӏадам
156,Schaum::N,झाग,чопа
157,Schmutz::N,गंद,хатт
158,Schmutz::N,कीचड़,хатт
159,See::N,झील,ӏам
160,See::N,सरोवर,ӏам
161,Sumpf::N,दलदल,уьшал
162,Sumpf::N,धँसान,уьшал
163,Moor::N,झाबर,уьшал
164,Moor::N,धँसान,уьшал
165,Wiese::N,घास-स्थल,бай
166,Wald::N,जंगल,хьун
167,Hügel::N,टीला,гу
168,Hügel::N,टीला,шу
169,Hügel::N,टीला,барз
170,Hügel::N,पहाड़,гу
171,Hügel::N,पहाड़,шу
172,Hügel::N,पहाड़,барз
173,Anhöhe::N,टीला,акъари
174,Anhöhe::N,पहाड़ी,акъари
175,Berg::N,पहाड़,лам
176,Gipfel::N,शिखर,бохь
177,Höhle::N,गुहा,хьех
178,Höhle::N,गुफ़ा,хьех
179,Abhang::N,ढाल,басе
180,Abhang::N,ढलान,басе
181,Quelle::N,चश्मा,шовда
182,Bach::N,सोता,татол
183,Bach::N,नदिका,татол
184,Fluss::N,नदी,хи
185,Fluss::N,सरिता,хи
186,Ufer::N,तट,хийист
187,Ufer::N,किनारा,хийист
188,Küste::N,समुद्र-तट,йист
189,Festland::N,महाद्वीप,латта
190,Meer::N,सागर,xӏорд
191,Meer::N,समुद्र,xӏорд
192,Bucht::N,खाड़ी,чож
193,Insel::N,टापू,гӏайре
194,Insel::N,द्वीप,гӏайре
195,Blume::N,फूल,зезаг
196,Blume::N,पुष्प,зезаг
197,Gras::N,घास,буц
198,Wurzel::N,मूल,орам
199,Baum::N,पेड़,дитт
200,Baum::N,वृक्ष,дитт
201,Stamm::N,धड़,гӏад
202,Stamm::N,धड़,тайпа
203,Rinde::N,छाल,кевстиг
204,Rinde::N,वल्कल,кевстиг
205,Ast::N,डाल,га
206,Ast::N,शाखा,га
207,Zweig::N,टहनी,га
208,Blatt::N,पत्र,гӏа
209,Blatt::N,पत्ता,гӏа
210,Birke::N,भूर्ज,дакх
211,Kiefer[Baum]::N,पाइन-वृक्ष,бага
212,Weide[Baum]::N,बेंत,дак
213,Tanne::N,फ़र,база
214,Horn::N,सींग,маӏа
215,Horn::N,विषाण,маӏа
216,Feder::N,पर,пелаг
217,Feder::N,पंख,пелаг
218,Fell::N,खाल,цӏока
219,Fell::N,पशु-चर्म,цӏока
220,Flügel::N,पंख,тӏам
221,Flügel::N,डैना,тӏам
222,Klaue::N,पंजा,мӏара
223,Kralle::N,पंजा,тlод
224,Kralle::N,नाख़ून,тlод
225,Schwanz::N,पूँछ,цӏога
226,Ei::N,अंडा,xӏoa
227,Nest::N,नीड़,бен
228,Nest::N,घोंसला,бен
229,Bau::N,बिल,lуьрг
230,Bau::N,माँद,lуьрг
231,Tier::N,पशु,дийнат
232,Tier::N,जानवर,дийнат
233,Herde::N,गल्ला,жа
234,Kuh::N,गौ,етт
235,Kuh::N,गाय,етт
236,Bulle::N,साँड़,сту
237,Pferd::N,अश्व,говр
238,Pferd::N,घोड़ा,говр
239,Schaf::N,भेड़,жий
240,Schaf::N,भेड़,уьстагӏ
241,Schwein::N,शूकर,хьакха
242,Hund::N,श्वान,жӏаьла
243,Hund::N,कुत्ता,жӏаьла
244,Katze::N,बिल्ली,цициг
245,Bär::N,रीछ,ча
246,Bär::N,भालू,ча
247,Eichhörnchen::N,गिलहरी,тарсал
248,Elch::N,एल्क,сай
249,Fuchs::N,लोमड़ी,цхьогал
250,Hase::N,खरहा,пхьагал
251,Hase::N,ख़रगोश,пхьагал
252,Maus::N,मूष,дахка
253,Maus::N,चूहा,дахка
254,Wolf::N,वृक,борз
255,Wolf::N,भेड़िया,борз
256,Vogel::N,पक्षी,олхазар
257,Vogel::N,चिड़िया,олхазар
258,Schwarm::N,झुंड,
259,Huhn::N,मुर्ग़ी,котам
260,Hahn::N,मुर्ग़ा,нӏаьна
261,Hahn::N,मुर्ग़ा,боргӏал
262,Gans::N,हंस,гӏаз
263,Gans::N,हंसिनी,гӏаз
264,Adler::N,उक़ाब,aьрзу
265,Ente::N,बतख़,бад
266,Ente::N,बत्तक,бад
267,Eule::N,उल्लू,бухӏа
268,Kranich::N,सारस,гӏаргӏули
269,Kranich::N,क्रौंंच,гӏаргӏули
270,Krähe::N,काक,къиг
271,Kuckuck::N,कोयल,aттйокх
272,Kuckuck::N,कोकिल,aттйокх
273,Schwan::N,हंस,гӏургӏаз
274,Schwan::N,मराल,гӏургӏаз
275,Fisch::N,मछली,чӏара
276,Fisch::N,मत्स्य,чӏара
277,Barsch::N,पर्च,окунь
278,Hecht::N,पाइक,гӏазкхийн чӏара
279,Schlange[Tier]::N,सर्प,лаьхьа
280,Wurm::N,कृमि,нӏаьна
281,Wurm::N,कीड़ा,нӏаьна
282,Spinne::N,लूता,гезг
283,Spinne::N,मकड़ी,гезг
284,Ameise::N,चींटी,зингат
285,Laus::N,जूँ,меза
286,Laus::N,जूँ,гӏениг
287,Mücke::N,डाँस,чуьрк
288,Fliege::N,मक्खी,моза
289,Fliege::N,मक्षिका,моза
290,Schmetterling::N,तितली,полла
291,Beere::N,बेरी,цӏазам
292,Apfel::N,सेब,ӏаж
293,Pilz::N,खुंबी,жӏаьлин нускал
294,Zwiebel::N,प्याज़,xох
295,Saat::N,बीज,чlу
296,Korn::N,दाना,буьртиг
297,Heu::N,मूखी घास,йол
298,Schale::N,बकला,пардо
299,Schale::N,छिलका,пардо
300,Grube::N,गड्ढा,ор
301,Falle::N,जाल,кӏело
302,Falle::N,फँदा,кӏело
303,Schlinge::N,फँदा,
304,Spur::N,सुराग़,лар
305,Spur::N,पद-चिह्न,лар
306,Asche::N,राख,чим
307,Dreck::N,मैल,мода
308,Dreck::N,गंदगी,мода
309,Eisen::N,लोहा,эчиг
310,Gold::N,सोना,деши
311,Gold::N,स्वर्ण,деши
312,Silber::N,रजत,дети
313,Silber::N,चाँदी,дети
314,Kohle::N,कोयला,кӏора
315,Glas::N,काँच,aнгали
316,Lehm::N,चिकनी मिट्टी,поппар
317,Sand::N,रेत,гӏум
318,Sand::N,बालू,гӏум
319,Mensch::N,मानव,адам
320,Mensch::N,इनसान,адам
321,Mensch::N,मनुष्य,адам
322,Mann::N,आदमी,майра
323,Mann::N,पुरुष,майра
324,Frau::N,औरत,зуда
325,Frau::N,महिला,зуда
326,Frau::N,स्त्री,зуда
327,Kind::N,बाल,бер
328,Kind::N,बच्चा,бер
329,Junge::N,लड़का,жимха
330,Mädchen::N,लड़की,жима йоӏ
331,Mädchen::N,कुमारी,жима йоӏ
332,Familie::N,परिवार,доьзал
333,Großvater::N,दादा,ненада
334,Großmutter::N,नानी,денана
335,Eltern::N,माँ-बाप,да-нана
336,Eltern::N,माता-पिता,да-нана
337,Vater::N,बाप,да
338,Vater::N,पिता,да
339,Mutter::N,माँ,нана
340,Mutter::N,माता,нана
341,Sohn::N,बेटा,кӏант
342,Sohn::N,पुत्र,кӏант
343,Tochter::N,बेटी,йоӏ
344,Tochter::N,पुत्री,йоӏ
345,Bruder::N,भाई,ваша
346,Bruder::N,भ्राता,ваша
347,Schwester::N,बहन,йиша
348,Schwester::N,भगिनी,йиша
349,Onkel::N,ताऊ,деваша
350,Onkel::N,काका,деваша
351,Tante::N,बूआ,дейиша
352,Tante::N,फूफी,дейиша
353,Tante::N,ख़ाला,дейиша
354,Ehemann::N,पति,майра
355,Ehemann::N,शौहर,майра
356,Ehefrau::N,बीवी,зуда
357,Freude::N,आनंद,самукъа
358,Freude::N,आनंद,хазахетар
359,Freude::N,प्रसन्नता,самукъа
360,Freude::N,प्रसन्नता,хазахетар
361,Gelächter::N,हँसी,белам
362,Gelächter::N,क़हक़हा,белам
363,Glück::N,आनंद,ирс
364,Glück::N,ख़ुशी,ирс
365,Kummer::N,शोक,бала
366,Kummer::N,दुःख,бала
367,Wunsch::N,इच्छा,лаам
368,Wunsch::N,अभिलाषा,лаам
369,Lust::N,चाह,лаам
370,Lust::N,कामना,лаам
371,Geist::N,जान,са
372,Geist::N,प्राण,са
373,Gedanke::N,विचार,ойла
374,Gedächtnis::N,याददाश्त,диццадалар
375,Gedächtnis::N,स्मरण-शक्ति,диццадалар
376,Verstand::N,समझ,хьекъал
377,Verstand::N,अक़्ल,хьекъал
378,Verstand::N,बुद्धि,хьекъал
379,Sinn::N,अर्थ,маьӏна
380,Grund::N,वजह,бахьана
381,Grund::N,कारण,бахьана
382,Wahrheit::N,सत्य,бакъдерг
383,Wahrheit::N,सच्चाई,бакъдерг
384,Gespräch::N,चर्चा,къамел
385,Gespräch::N,वार्ता,къамел
386,Gespräch::N,बात-चीत,къамел
387,Märchen::N,क़िस्सा,туьйра
388,Erzählung::N,कथा,дийцар
389,Erzählung::N,कहानी,дийцар
390,Nachricht::N,सूचना,хаам
391,Nachricht::N,समाचार,хаам
392,Neuigkeit::N,ख़बर,керланиг
393,Neuigkeit::N,समाचार,керланиг
394,Name::N,नाम,цӏе
395,Rätsel::N,पहेली,хӏетал-метал
396,Rede::N,वचन,къамел
397,Rede::N,भाषण,къамел
398,Sprache::N,भाषा,мотт
399,Sprache::N,ज़बान,мотт
400,Stimme::N,स्वर,aз
401,Stimme::N,आवाज़,aз
402,Wort::N,शब्द,дош
403,Wort::N,लफ़्ज़,дош
404,Zeichen::N,निशान,билгало
405,Ruf::N,पुकार,кхайкхар
406,Ruf::N,आह्वान,кхайкхар
407,Lärm::N,शोर,гӏовгӏа
408,Lärm::N,हुल्लड़,гӏовгӏа
409,Laut::N,स्वर,аз
410,Laut::N,ध्वनि,аз
411,Ton::N,सुर,aз
412,Ton::N,स्वर,aз
413,Lied::N,गीत,илли
414,Ruhe::N,आराम,тийналла
415,Ruhe::N,ख़ामोशी,тийналла
416,Leute::N,लोग,нах
417,Volk::N,क़ौम,халкъ
418,Volk::N,प्रजा,халкъ
419,Arbeit::N,काम,болх
420,Gast::N,अतिथि,хьаша
421,Gast::N,मेहमान,хьаша
422,Geschenk::N,उपहार,совгӏат
423,Geschenk::N,तोहफ़ा,совгӏат
424,Spiel::N,खेल,ловзар
425,Spiel::N,क्रीड़ा,ловзар
426,Gesellschaft::N,साथ,юкъаралла
427,Hilfe::N,मदद,гӏо
428,Hilfe::N,सहायता,гӏо
429,Freund::N,मित्र,доттагl
430,Kamerad::N,साथी,накъост
431,Kamerad::N,कामरेड,накъост
432,Angelegenheit::N,बात,гӏуллакх
433,Angelegenheit::N,मामला,гӏуллакх
434,Anzahl::N,तादाद,терахь
435,Anzahl::N,संख्या,терахь
436,Art::N,तरह,
437,Art::N,क़िस्म,
438,Stück::N,फाँक,юьхк
439,Stück::N,टुकड़ा,юьхк
440,Teil::N,भाग,дакъа
441,Teil::N,हिस्सा,дакъа
442,Hälfte::N,अर्धभाग,ах
443,Kreis::N,चक्कर,го
444,Kreuz::N,सलीब,жӏара
445,Kreuz::N,क्रूस,жӏара
446,Linie::N,लाइन,сиз
447,Strich::N,लकीर,сиз
448,Abstand::N,अंतर,юкъ
449,Abstand::N,फ़ासला,юкъ
450,Entfernung::N,दूरी,
451,Entfernung::N,फ़ासला,
452,Gegend::N,इलाक़ा,мeттиг
453,Platz::N,जगह,майда
454,Platz::N,स्थान,майда
455,Ort::N,स्थल,меттиг
456,Ort::N,स्थान,меттиг
457,Seite::N,ओर,aгӏo
458,Seite::N,तरफ़,aгӏo
459,Mitte::N,बीच,юкъ
460,Mitte::N,मध्य,юкъ
461,Gegenstand::N,चीज़,хӏума
462,Gegenstand::N,पदार्थ,хӏума
463,Sache::N,चीज़,хӏума
464,Sache::N,वस्तु,хӏума
465,Rand::N,छोर,йист
466,Rand::N,उपांत,йист
467,Kante::N,कोर,йист
468,Kante::N,किनारा,йист
469,Ecke::N,कोना,са
470,Ecke::N,नुक्कड़,са
471,Spitze::N,नोक,ралла
472,Ende::N,छोर,юьхьиг
473,Ende::N,सिरा,юьхьиг
474,Loch::N,छेद,ӏуьрг
475,Loch::N,सूराख़,ӏуьрг
476,Winkel::N,कोण,са
477,Winkel::N,कोना,са
478,Muster::N,नमूना,дагар
479,Muster::N,नमूना,тӏамар
480,Muster::N,डिज़ाइन,дагар
481,Muster::N,डिज़ाइन,тӏамар
482,Größe::N,परिमाण,барам
483,Größe::N,विस्तार,барам
484,Länge::N,लंबाई,йохалла
485,Höhe::N,ऊँचाई,локхалла
486,Höhe::N,उच्चता,локхалла
487,Gewicht::N,भार,йозалла
488,Gewicht::N,वज़न,йозалла
489,Menge::N,मात्रा,дукхалла
490,Haufen::N,ढेर,сал
491,Haufen::N,ढेर,оьла
492,Haufen::N,अंबार,сал
493,Haufen::N,अंबार,оьла
494,Reihe::N,क़तार,рагӏ
495,Reihe::N,क़तार,могӏа
496,Reihe::N,पंक्ति,рагӏ
497,Reihe::N,पंक्ति,могӏа
498,Boot::N,नाव,кема
499,Boot::N,नौका,кема
500,Ruder::N,चप्पू,пийсиг
501,Schlitten::N,बर्फ़-गाड़ी,салаз
502,Ski::N,स्की,когсалаз
503,Lagerfeuer::N,अलाव,цӏе
504,Lagerfeuer::N,कैंप-फ़ायर,цӏе
505,Last::N,भार,дукъ
506,Gang::N,चाल,лелар
507,Schritt::N,डग,гӏулч
508,Schritt::N,क़दम,гӏулч
509,Norden::N,उत्तर,къилбаседе
510,Süden::N,दक्खिन,къилбе
511,Westen::N,पश्चिम,малхбузе
512,Osten::N,पूरब,малхбале
513,Holz::N,काठ,дечиг
514,Holz::N,काष्ठ,дечиг
515,Brett::N,पटरा,у
516,Brett::N,तख़्ता,у
517,Platte::N,फलक,у
518,Platte::N,तख़्ता,у
519,Stütze::N,टेक,гӏopтоp
520,Stütze::N,थूनी,гӏopтоp
521,Stange::N,छड़,гӏуркх
522,Stange::N,बाँस,гӏуркх
523,Stock::N,लाठी,ӏаса
524,Stab::N,लग्गा,гӏаж
525,Rohr::N,नल,биргӏа
526,Haus::N,घर,цӏа
527,Haus::N,मकान,цӏа
528,Heim::N,घर,кхерч
529,Heim::N,गृह,кхерч
530,Ofen::N,चूल्हा,кхерч
531,Fußboden::N,फ़र्श,цӏенкъа
532,Tisch::N,मेज़,шун
533,Stuhl::N,कुरसी,гӏант
534,Wiege::N,पालना,ага
535,Wiege::N,हिंडोला,ага
536,Bett::N,खाट,маьнга
537,Bett::N,पलंग,маьнга
538,Regal::N,शेल्फ़,терхи
539,Kiste::N,पेटी,яьшка
540,Kiste::N,डिब्बा,яьшка
541,Fenster::N,खिड़की,кор
542,Tür::N,द्वार,неӏ
543,Tür::N,दरवाज़ा,неӏ
544,Tor::N,फाटक,ков
545,Zaun::N,बाड़ा,керт
546,Dach::N,छत,тхов
547,Dach::N,छप्पर,тхов
548,Leiter::N,सीढ़ी,лами
549,Besen::N,झाड़ू,нуй
550,Besen::N,बुहारी,нуй
551,Spaten::N,कुदाल,бел
552,Schaufel::N,बेलचा,аьшкал
553,Schaufel::N,फावड़ा,аьшкал
554,Gabel::N,काँटा,мӏара
555,Löffel::N,चम्मच,ӏайг
556,Messer::N,छुरा,урс
557,Messer::N,चाक़ू,урс
558,Nagel::N,कील,хьостам
559,Nagel::N,मेख़,хьостам
560,Netz::N,जाल,бой
561,Haken::N,अंकुश,мӏара
562,Griff::N,मूठ,
563,Griff::N,हत्था,
564,Schloss::N,ताला,чӏега
565,Bild::N,चित्र,сурт
566,Figur::N,मूर्ति,
567,Puppe::N,पुतली,тайниг
568,Puppe::N,गुड़िया,тайниг
569,Beutel::N,झोला,гали
570,Bündel::N,पुलिंदा,кочар
571,Tasche::N,बेग,тӏоьрмиг
572,Tasche::N,बस्ता,тӏоьрмиг
573,Eimer::N,बाल्टी,чийлик
574,Deckel::N,ढक्कन,негӏар
575,Geschirr::N,बरतन-भाँड़े,пхьегӏа
576,Sack::N,बोरा,гали
577,Tasse::N,प्याला,кад
578,Topf::N,देग़चा,яй
579,Kessel::N,देग़,яй
580,Kessel::N,बटलोई,яй
581,Essen::N,खाना,юург
582,Nahrung::N,भोजन,кхача
583,Speise::N,खाना,юург
584,Speise::N,व्यंजन,юург
585,Fleisch::N,मांस,жижиг
586,Fleisch::N,गोश्त,жижиг
587,Getreide::N,अनाज,буьртиг
588,Brei::N,भरता,xудар
589,Brei::N,दलिया,xудар
590,Brot::N,रोटी,бепиг
591,Brot::N,रोटी,кхаллар
592,Scheibe::N,कतला,цастар
593,Fett::N,वसा,мохь
594,Fett::N,चरबी,мохь
595,Butter::N,मक्खन,налха
596,Öl::N,तेल,даьтта
597,Salz::N,नमक,туьха
598,Suppe::N,सूप,чорпа
599,Suppe::N,शोरबा,чорпа
600,Honig::N,शहद,моз
601,Milch::N,दूध,шура
602,Tee::N,चाय,чай
603,Leder::N,चमड़ा,цӏока
604,Wolle::N,ऊन,тӏapгӏa
605,Stoff::N,कपड़ा,кӏади
606,Nadel::N,सूई,маха
607,Faden::N,डोरा,тай
608,Knopf::N,बटन,нуьйда
609,Knopf::N,घुंडी,нуьйда
610,Knoten::N,गाँठ,шад
611,Knoten::N,गुत्थी,шад
612,Farbe::N,रंग,сир
613,Farbe::N,रंग,басар
614,Farbe::N,वर्ण,сир
615,Farbe::N,वर्ण,басар
616,Kleidung::N,पहनावा,бедар
617,Hemd::N,कुरता,коч
618,Hemd::N,क़मीज़,коч
619,Kragen::N,गरदनी,кач
620,Kragen::N,गरेबान,кач
621,Ärmel::N,आस्तीन,пхьош
622,Hose::N,पैंट,хеча
623,Hose::N,पतलून,хеча
624,Gürtel::N,पेटी,доьхка
625,Gürtel::N,मेखला,доьхка
626,Mütze::N,टोपी,куй
627,Schuh::N,जूता,мача
628,Stiefel::N,बूट,этка
629,Ring::N,अँगूठी,чӏуг
630,Band::N,पट्टी,лента
631,Kamm::N,कंघी,ехк
632,Spiegel::N,आईना,куьзга
633,Spiegel::N,दर्पण,куьзга
634,Riemen::N,तसमा,доьхка
635,Riemen::N,पट्टा,доьхка
636,Schnur::N,डोरी,муш
637,Schnur::N,सुतली,муш
638,Leine::N,रस्सी,кочатосу доьхка
639,Decke::N,रज़ाई,юргӏа
640,Kissen::N,तकिया,гIайба
641,Kissen::N,गाद्दा,гIайба
642,Tuch::N,रूमाल,исхар
643,Tuch::N,वस्त्र,исхар
644,Handtuch::N,अँगोछा,гата
645,Kraft::N,ज़ोर,гӏора
646,Kraft::N,शक्ति,гӏора
647,Stärke::N,बल,гӏап
648,Stärke::N,ताक़त,гӏап
649,Gesundheit::N,स्वास्थ्य,могашалла
650,Gesundheit::N,तंदुरुस्ती,могашалла
651,Krankheit::N,रोग,цамгар
652,Krankheit::N,बीमारी,цамгар
653,Schmerz::N,दर्द,лазар
654,Schmerz::N,पीड़ा,лазар
655,Wunde::N,घाव,чов
656,Wunde::N,ज़ख़्म,чов
657,Fieber::N,ज्वर,xорша
658,Fieber::N,बुख़ार,xорша
659,Arznei::N,दवा,молха
660,Arznei::N,औषाधि,молха
661,Brücke::N,पुल,тӏай
662,Brücke::N,सेतु,тӏай
663,Brunnen::N,कुआँ,гӏу
664,Weide::N,चरागाह,дак
665,Pfad::N,पथ,тача
666,Pfad::N,पगडंडी,тача
667,Weg::N,मार्ग,некъ
668,Straße::N,राह,урам
669,Straße::N,रास्ता,урам
670,Dorf::N,गाँव,юрт
671,Dorf::N,ग्राम,юрт
672,Stadt::N,शहर,гӏала
673,Brief::N,ख़त,кехат
674,Brief::N,पत्र,кехат
675,Brief::N,चिट्ठी,кехат
676,Buch::N,किताब,жайна
677,Buch::N,पुस्तक,жайна
678,Buchstabe::N,अक्षर,элп
679,Zeitung::N,अख़बार,газет
680,Zeitung::N,समाचार-पत्र,газет
681,Leben::N,जीवन,дахар
682,Leben::N,ज़िंदगी,дахар
683,Tod::N,मौत,далар
684,Tod::N,मौत,ӏожалла
685,Tod::N,मृत्यु,далар
686,Tod::N,मृत्यु,ӏожалла
687,Grab::N,क़ब्र,каш
688,Kirche::N,चर्च,килс
689,Kirche::N,गिरजा,килс
690,Sünde::N,पाप,къа
691,Sünde::N,गुनाह,къа
692,Gott::N,देव,дела
693,Gott::N,ईश्वर,дела
694,Arbeiter::N,मज़दूर,белхало
695,Chef::N,अध्यक्ष,хьаькам
696,Meister::N,शिल्पज्ञ,говзанча
697,Arzt::N,वैद्य,лор
698,Arzt::N,डॉक्टर,лор
699,Arzt::N,चिकित्सक,лор
700,Lehrer::N,शिक्षक,хьехархо
701,Lehrer::N,अध्यापक,хьехархо
702,Geld::N,धन,aхча
703,Geld::N,पैसा,aхча
704,Geschäft::N,सौदा,туька
705,Geschäft::N,व्यापार,туька
706,Laden::N,दुकान,туька
707,Preis::N,दाम,мах
708,Preis::N,मूल्य,мах
709,Ware::N,माल,хlума
710,Ware::N,पण्य,хlума
711,Nutzen::N,लाभ,пайда
712,Nutzen::N,फ़ायदा,пайда
713,Reichtum::N,धन,хьал
714,Reichtum::N,दौलत,хьал
715,Welt::N,विश्व,дуьне
716,Welt::N,दुनिया,дуьне
717,Land::N,देश,мохк
718,Land::N,मुल्क,мохк
719,Staat::N,राज्य,пачхьалкх
720,Staat::N,राष्ट्र,пачхьалкх
721,König::N,राजा,паччахь
722,König::N,बादशाह,паччахь
723,Macht::N,शासन,ӏедал
724,Macht::N,सत्ता,ӏедал
725,Grenze::N,सरहद,доза
726,Krieg::N,जंग,тӏом
727,Krieg::N,युद्ध,тӏом
728,Feind::N,शत्रु,мостагӏ
729,Feind::N,दुश्मन,мостагӏ
730,Gewalt::N,हिंसा,гӏело
731,Kampf::N,लड़ाई,къийсам
732,Kampf::N,संघर्ष,къийсам
733,Bogen[Waffe]::N,कमान,
734,Pfeil::N,बान,пха
735,Gewehr::N,बंदूक़,топ
736,Fehler::N,भूल,гӏалат
737,Fehler::N,ग़लती,гӏалат
738,Lüge::N,झूठ,аьшпаш
739,Lüge::N,असत्य,аьшпаш
740,Schaden::N,हानि,зен
741,Schaden::N,नुक़सान,зен
742,Unglück::N,मुसीबत,бала
