,Concept_ID,sv,ca
871,strömen::V,strömma,afluir
872,fließen::V,flyta,fluir
873,sich drehen::V,snurra,girar
874,schwanken::V,vackla,vacil·lar
875,schwingen::V,svinga,oscil·lar
876,fallen::V,falla,caure
877,fallen::V,falla,tombar
878,brennen::V,brinna,cremar
879,rauchen::V,ryka,fumejar
880,regnen::V,regna,ploure
881,gefrieren::V,frysa,gelar-se
882,tauen::V,töa,fondre's
883,schmelzen::V,smälta,fondre's
884,trocknen::V,torka,assecar-se
885,sieden::V,koka,bullir
886,sieden::V,sjuda,bullir
887,faulen::V,ruttna,podrir-se
888,verfaulen::V,ruttna,podrir-se
889,reißen::V,brista,trencar-se
890,versinken::V,sjunka,enfonsar-se
891,vergehen::V,förgå,passar
892,erscheinen::V,synas,aparèixer
893,erscheinen::V,visa sig,aparèixer
894,verschwinden::V,försvinna,desaparèixer
895,sinken::V,sjunka,baixar
896,sinken::V,sjunka,descendir
897,abnehmen::V,avta,decréixer
898,abnehmen::V,minskas,decréixer
899,zunehmen::V,tilltaga,augmentar
900,steigen::V,stiga,pujar
901,wachsen::V,växa,créixer
902,glänzen::V,glimma,brillar
903,glänzen::V,glimma,resplendir
904,funkeln::V,tindra,espurnejar
905,funkeln::V,gnistra,espurnejar
906,lärmen::V,bråka,fer soroll
907,lärmen::V,väsnas,fer soroll
908,läuten::V,ringa,sonar
909,klingeln::V,ringa,trucar
910,klirren::V,klirra,dringar
911,brausen::V,brusa,rugir
912,rauschen::V,susa,murmurar
913,klingen::V,låta,sonar
914,klingen::V,klinga,sonar
915,bellen::V,skälla,lladrar
916,heulen::V,yla,udolar
917,heulen::V,tjuta,udolar
918,blasen::V,blåsa,bufar
919,pfeifen::V,vissla,xiular
920,schreien::V,skrika,cridar
921,stöhnen::V,stöna,gemegar
922,zittern::V,darra,tremolar
923,zittern::V,skälva,tremolar
924,leben::V,leva,vīure
925,geboren werden::V,födas,néixer
926,atmen::V,andas,respirar
927,trinken::V,dricka,beure
928,essen::V,äta,menjar
929,schlucken::V,svälja,empassar-se
930,müde werden::V,tröttna,cansar-se
931,einschlafen::V,somna,adormir-se
932,schlafen::V,sova,dormir
933,aufwachen::V,vakna,despertar-se
934,aufstehen::V,stiga upp,llevar-se
935,sich erholen::V,repa sig,descansar
936,sich erholen::V,hämta sig,descansar
937,krank werden::V,insjukna,posar-se malalt
938,krank sein::V,vara sjuk,estar malalt
939,schmerzen::V,smärta,doldre
940,schmerzen::V,göra ont,doldre
941,husten::V,hosta,tossir
942,genesen::V,tillfriskna,recuperar-se
943,sterben::V,dö,morir
944,umkommen::V,omkomma,perir
945,sich bewegen::V,röra sig,moure's
946,sich rühren::V,röra på sig,moure's
947,sich erheben::V,resa sig,aixecar-se
948,sich setzen::V,sätta sig,asseure's
949,hinfallen::V,falla omkull,caure's
950,laufen::V,löpa,caminar
951,schreiten::V,skrida,procedir
952,spazierengehen::V,promenera,passejar
953,eilen::V,ila,anar corrent
954,sich beeilen::V,skynda sig,afanyar-se
955,sausen::V,susa,córrer
956,rennen::V,löpa,córrer
957,rennen::V,springa,córrer
958,springen::V,hoppa,saltar
959,klettern::V,klättra,escalar
960,schaukeln::V,gunga,gronxar-se
961,schaukeln::V,gunga,balancejar-se
962,kriechen::V,kräla,reptar
963,kriechen::V,kräla,arrossegar-se
964,schwimmen::V,simma,nadar
965,tauchen::V,dyka,bussejar
966,tauchen::V,dyka,submergir-se
967,rudern::V,ro,remar
968,fahren::V,köra,anar
969,fliegen::V,flyga,volar
970,gehen::V,gå,caminar
971,weggehen::V,gå bort,anar-se'n
972,abfahren::V,resa,partir
973,abfahren::V,avresa,partir
974,anhalten::V,stanna,aturar-se
975,hineingehen::V,gå in,entrar
976,eintreten::V,träda in,entrar
977,kommen::V,komma,venir
978,ankommen::V,ankomma,arribar
979,zurückkommen::V,återkomma,tornar
980,bleiben::V,bli,quedar-se
981,bleiben::V,förbli,quedar-se
982,warten::V,vänta,esperar
983,erwarten::V,vänta,esperar
984,suchen::V,leta,buscar
985,finden::V,finna,trobar
986,versuchen::V,försöka,intentar
987,vorbereiten::V,förbereda,preparar
988,lieben::V,älska,estimar
989,mögen::V,tycka om,agradar a
990,lachen::V,skratta,riure
991,rühren::V,röra,commoure
992,rühren::V,röra,emocionar
993,weinen::V,gråta,plorar
994,schimpfen::V,skälla,renyar
995,sich ärgern::V,förargas,enfadar-se
996,sich fürchten::V,vara rädd,tenir por
997,fürchten::V,frukta,témer
998,fliehen::V,fly,fugir
999,fliehen::V,rymma,fugir
1000,flüchten::V,fly,refugiar-se
1001,sehen::V,se,veure
1002,anschauen::V,se på,mirar
1003,anschauen::V,betrakta,mirar
1004,ansehen::V,åse,mirar
1005,hören::V,höra,oir
1006,zuhören::V,höra på,escoltar
1007,zuhören::V,lyssna till,escoltar
1008,probieren::V,smaka,provar
1009,probieren::V,smaka på,provar
1010,riechen::V,lukta,olorar
1011,fühlen::V,känna,sentīr
1012,scheinen::V,verka,semblar
1013,scheinen::V,tyckas,semblar
1014,zu sehen sein::V,synas,poder-se veure
1015,zu sehen sein::V,kunna ses,poder-se veure
1016,vernehmen::V,få veta,percebre
1017,vernehmen::V,förnimma,percebre
1018,frieren::V,frysa,tenir fred
1019,tun::V,göra,fer
1020,können::V,kunna,poder
1021,wollen::V,vilja,voler
1022,anfangen::V,börja,iniciar
1023,beenden::V,avsluta,acabar
1024,aufhören::V,sluta,deixar
1025,aufhören::V,upphöra,deixar
1026,gelingen::V,lyckas,sortir bé
1027,geraten::V,bli,sortir
1028,öffnen::V,öppna,obrir
1029,schließen::V,låsa,tancar
1030,schließen::V,stänga,tancar
1031,stellen::V,ställa,posar
1032,stellen::V,ställa,col·locar
1033,setzen::V,sätta,assentar
1034,legen::V,lägga,posar
1035,berühren::V,beröra,tocar
1036,verbinden::V,förbinda,unir
1037,verbinden::V,förbinda,connectar
1038,bedecken::V,täcka,tapar
1039,bedecken::V,täcka,cobrir
1040,bedecken::V,betäcka,tapar
1041,bedecken::V,betäcka,cobrir
1042,aufhängen::V,hänga,penjar
1043,aufhängen::V,hänga upp,penjar
1044,anzünden::V,tända,encendre
1045,anzünden::V,antända,encendre
1046,anzünden::V,tända på,encendre
1047,aufheben::V,lyfta,aixecar
1048,zurücklassen::V,lämna,deixar
1049,zurücklassen::V,efterlämna,deixar
1050,verlieren::V,mista,pērdre
1051,verlieren::V,förlora,pērdre
1052,fallen lassen::V,tappa,deixar caure
1053,fallen lassen::V,släppa,deixar caure
1054,machen::V,göra,fer
1055,herstellen::V,tillverka,producir
1056,herstellen::V,framställa,producir
1057,bauen::V,bygga,construir
1058,reparieren::V,reparera,reparar
1059,verbessern::V,rätta,millorar
1060,verbessern::V,förbättra,millorar
1061,ändern::V,ändra,canviar
1062,ändern::V,förändra,canviar
1063,graben::V,gräva,cavar
1064,beugen::V,böja,doblegar
1065,biegen::V,böja,corbar
1066,biegen::V,böja,arquejar
1067,biegen::V,kröka,corbar
1068,biegen::V,kröka,arquejar
1069,drehen::V,vrida,girar
1070,wenden::V,vända,girar
1071,umdrehen::V,vrida om,voltar
1072,heben::V,häva,pujar
1073,heben::V,häva,aixecar
1074,hochheben::V,lyfta,aixecar
1075,ergreifen::V,gripa,agafar
1076,halten::V,hålla,mantenir
1077,drücken::V,trycka,prémer
1078,drücken::V,trycka,estrènyer
1079,schieben::V,skjuta,empènyer
1080,kratzen::V,riva,raspar
1081,kratzen::V,skrapa,raspar
1082,lecken::V,slicka,llepar
1083,beißen::V,bita,mossegar
1084,abreißen::V,slita_av,arrencar
1085,abreißen::V,riva_av,arrencar
1086,abschneiden::V,skära av,tallar
1087,binden::V,binda,lligar
1088,stecken::V,sticka,ficar
1089,brechen::V,bryta,trencar
1090,brechen::V,brista,trencar
1091,klopfen::V,banka,trucar
1092,klopfen::V,klappa,trucar
1093,hauen::V,hugga,picar
1094,hauen::V,hugga,colpejar
1095,kleben::V,klistra,enganxar
1096,reiben::V,gnida,fregar
1097,streichen::V,smörja,untar
1098,schleifen::V,slipa,afilar
1099,schleifen::V,slipa,esmolar
1100,schneiden::V,skära,tallar
1101,schneiden::V,klippa,tallar
1102,rütteln::V,skaka,sacsejar
1103,schütteln::V,rista,agitar
1104,schütteln::V,rista,sacsejar
1105,schwenken::V,svänga,agitar
1106,schütten::V,hälla,abocar
1107,füllen::V,fylla,omplir
1108,einwickeln::V,slå in,embolicar
1109,einwickeln::V,veckla in,embolicar
1110,tragen::V,bära,dur
1111,tragen::V,bära,portar
1112,schleppen::V,släpa,arrossegar
1113,ziehen::V,dra,tirar
1114,ziehen::V,dra,estirar
1115,aufbewahren::V,förvara,conservar
1116,aufbewahren::V,ta vara på,conservar
1117,werfen::V,kasta,llançar
1118,fangen::V,fånga,agafar
1119,fangen::V,fånga,atrapar
1120,packen::V,gripa,engrapar
1121,packen::V,gripa tag,engrapar
1122,verstecken::V,gömma,amagar
1123,teilen::V,dela,dividir
1124,schicken::V,skicka,enviar
1125,bringen::V,bringa,portar
1126,hinzufügen::V,tillägga,afegir
1127,bekommen::V,få,obtenir
1128,bekommen::V,erhålla,obtenir
1129,erhalten::V,få,rebre
1130,erhalten::V,erhålla,rebre
1131,nehmen::V,ta,prendre
1132,nehmen::V,taga,prendre
1133,wählen::V,välja,triar
1134,wählen::V,välja,elegir
1135,auswählen::V,utvälja,escollir
1136,auswählen::V,utvälja,seleccionar
1137,bewahren::V,bevara,conservar
1138,behindern::V,hindra,impedir
1139,behindern::V,hindra,obstaculitzar
1140,behindern::V,förhindra,impedir
1141,behindern::V,förhindra,obstaculitzar
1142,verderben::V,förstöra,espatllar
1143,beschädigen::V,skada,danyar
1144,beschädigen::V,skada,destrossar
1145,zerbrechen::V,bryta isär,trencar
1146,zerbrechen::V,bryta sönder,trencar
1147,zerreißen::V,riva sönder,estripar
1148,zerreißen::V,slita sönder,estripar
1149,zerstören::V,förstöra,destruir
1150,verbrennen::V,bränna,cremar
1151,verbrennen::V,bränna upp,cremar
1152,geben::V,ge,donar
1153,reichen::V,räcka,passar
1154,schenken::V,skänka,regalar
1155,versprechen::V,lova,prometre
1156,wünschen::V,önska,desitjar
1157,loben::V,lova,elogiar
1158,loben::V,beröma,elogiar
1159,küssen::V,pussa,fer un petó a
1160,wiegen::V,vagga,bressolar
1161,zudecken::V,täcka,tapar
1162,zudecken::V,täcka,cobrir
1163,wecken::V,väcka,despertar
1164,zeigen::V,visa,mostrar
1165,zeigen::V,visa,ensenyar
1166,führen::V,föra,guiar
1167,führen::V,föra,conduir
1168,lehren::V,lära,ensenyar
1169,unterrichten::V,undervisa,ensenyar
1170,aufziehen::V,uppfostra,criar
1171,leiten::V,leda,dirigir
1172,antreiben::V,driva på,impel·lir
1173,lassen::V,få att,fer
1174,einladen::V,bjuda,invitar
1175,einladen::V,bjuda,convidar
1176,einladen::V,inbjuda,invitar
1177,einladen::V,inbjuda,convidar
1178,vereinigen::V,förena,unir
1179,besuchen::V,besöka,visitar
1180,besuchen::V,besöka,anar a veure
1181,treffen::V,möta,trobar
1182,treffen::V,träffa,trobar
1183,sich versammeln::V,församla sig,reunir-se
1184,spielen::V,leka,jugar
1185,spielen::V,spela,jugar
1186,singen::V,sjunga,cantār
1187,tanzen::V,dansa,ballar
1188,sich trennen::V,skiljas,separar-se
1189,verlassen::V,lämna,deixar
1190,verlassen::V,lämna,abandonar
1191,verlassen::V,överge,deixar
1192,verlassen::V,överge,abandonar
1193,retten::V,rädda,salvar
1194,bewachen::V,bevaka,vigilar
1195,schützen::V,skydda,protegir
1196,schützen::V,beskydda,protegir
1197,verteidigen::V,försvara,defensar
1198,sich schlagen::V,slåss,barallar-se
1199,schießen::V,skjuta,tirar
1200,schießen::V,skjuta,disparar
1201,siegen::V,segra,vèncer
1202,ärgern::V,förarga,enfadar
1203,schlagen::V,slå,pegar
1204,schlagen::V,slå,colpejar
1205,treten::V,sparka,donar un cop de peu a
1206,stechen::V,sticka,punxar
1207,stechen::V,sticka,apunyalar
1208,stoßen::V,stöta,empènyer
1209,stehlen::V,stjäla,robar
1210,stören::V,störa,molestar
1211,belästigen::V,genera,importunar
1212,belästigen::V,besvära,importunar
1213,verbergen::V,dölja,amagar
1214,verbergen::V,dölja,ocultar
1215,täuschen::V,vilseleda,enganyar
1216,betrügen::V,bedra,estafar
1217,töten::V,döda,matar
1218,wohnen::V,bo,vīure
1219,wohnen::V,bo,habitar
1220,arbeiten::V,arbeta,treballar
1221,sammeln::V,samla,col·leccionar
1222,pflücken::V,plocka,collir
1223,jagen::V,jaga,caçar
1224,fischen::V,fiska,pescar
1225,fassen::V,fånga,atrapar
1226,hüten::V,vakta,pasturar
1227,treiben::V,driva,arriar
1228,anbinden::V,binda fast,lligar
1229,füttern::V,fodra,donar menjar a
1230,melken::V,mjölka,munyir
1231,hacken::V,hacka,picar
1232,hacken::V,hacka,tallar
1233,gießen::V,hälla,regar
1234,gießen::V,vattna,regar
1235,reifen::V,mogna,madurar
1236,zubereiten::V,tillaga,preparar
1237,zubereiten::V,tillreda,preparar
1238,kochen::V,koka,coure
1239,backen::V,baka,coure al forn
1240,braten::V,steka,rostir
1241,umrühren::V,röra om,remenar
1242,stricken::V,sticka,tricotar
1243,stricken::V,sticka,fer punt de mitja
1244,nähen::V,sy,cosir
1245,färben::V,färga,tenyir
1246,reinigen::V,rensa,netejar
1247,reinigen::V,rengöra,netejar
1248,waschen::V,tvätta,rentār
1249,abwischen::V,torka av,eixugar
1250,spülen::V,spola,esbandir
1251,spülen::V,skölja,esbandir
1252,fegen::V,feja,escombrar
1253,kehren::V,sopa,escombrar
1254,baden::V,bada,banyar-se
1255,sich waschen::V,tvätta sig,rentār-se
1256,ausziehen::V,ta av,treure's
1257,anziehen::V,ta på,posar-se
1258,sich anziehen::V,klä på sig,vestir-se
1259,kämmen::V,kamma,pentinar
1260,schmücken::V,pynta,adornar
1261,schmücken::V,smycka,adornar
1262,sagen::V,säga,dir
1263,sprechen::V,tala,parlar
1264,reden::V,tala,parlar
1265,reden::V,prata,parlar
1266,sich unterhalten::V,prata,conversar
1267,fragen::V,fråga,preguntar
1268,fragen::V,spörja,preguntar
1269,bitten::V,be,demanar
1270,erzählen::V,berätta,contar
1271,erzählen::V,berätta,explicar
1272,mitteilen::V,meddela,comunicar
1273,nennen::V,kalla,nomenar
1274,rufen::V,ropa,cridar
1275,prahlen::V,pråla,lloar-se
1276,prahlen::V,pråla,jactar-se
1277,prahlen::V,skryta,lloar-se
1278,prahlen::V,skryta,jactar-se
1279,übersetzen::V,tolka,traduir
1280,übersetzen::V,översätta,traduir
1281,denken::V,tänka,pensar
1282,glauben::V,tro,creure
1283,bemerken::V,uppmärksamma,notar
1284,bemerken::V,lägga märke till,notar
1285,erkennen::V,känna igen,reconèixer
1286,begreifen::V,begripa,comprendre
1287,verstehen::V,förstå,entendre
1288,lernen::V,lära sig,aprendre
1289,wissen::V,veta,saber
1290,sich erinnern an::V,minnas,recordar
1291,sich erinnern an::V,komma ihåg,recordar
1292,vergessen::V,glömma,oblidar
1293,messen::V,mäta,mesurar
1294,zählen::V,räkna,comptar
1295,rechnen::V,räkna,calcular
1296,lesen::V,läsa,llegir
1297,malen::V,måla,pintar
1298,zeichnen::V,teckna,dibuixar
1299,schreiben::V,skriva,escrīure
1300,besitzen::V,äga,posseir
1301,besitzen::V,besitta,posseir
1302,kaufen::V,köpa,comprar
1303,verkaufen::V,sälja,vendre
1304,bezahlen::V,betala,pagar
1305,zahlen::V,betala,pagar per
1306,beherrschen::V,behärska,dominar
1307,ertragen::V,tåla,aguantar
1308,ertragen::V,uthärda,aguantar
