,Concept_ID,uz,ps
174,Kranich::N,turna,کلنګ
175,Krähe::N,qarg'a,کارغه
176,Kuckuck::N,kakku,فاخته
177,Schwan::N,oqkush,قو
178,Fisch::N,baliq,کب
179,Fisch::N,baliq,ماهی
180,Barsch::N,olabug'a,
181,Hecht::N,cho'rtan,
182,Schlange[Tier]::N,ilon,مار
183,Wurm::N,qurt,چینجی
184,Spinne::N,o'rgimchak,غڼه
185,Spinne::N,o'rgimchak,تارکښ
186,Ameise::N,chumoli,مېږی
187,Laus::N,bit,سپږه
188,Mücke::N,chivin,ماشی
189,Fliege::N,pashsha,مچ
190,Schmetterling::N,kapalak,پتنګ
191,Beere::N,meva,مېوۍ
192,Apfel::N,olma,مڼه
193,Pilz::N,qo'ziqorin,خرېړی
194,Zwiebel::N,piyoz,پیاز
195,Saat::N,äkin,تخم
196,Korn::N,zarra,تخم
197,Korn::N,zarra,دانه
198,Heu::N,xashak,بوس
199,Heu::N,xashak,پروړه
200,Schale::N,po'choq,پوستکی
201,Grube::N,co'ra,کنده
202,Falle::N,qopqon,دام
203,Falle::N,qopqon,لومه
204,Schlinge::N,sirtmoq,کړۍ
205,Spur::N,iz,نښه
206,Asche::N,kul,آس
207,Asche::N,kul,ایره
208,Dreck::N,kir,ناپاکي
209,Eisen::N,temir,اوسپنه
210,Gold::N,tilla,سره زر
211,Silber::N,kumush,نقره
212,Silber::N,kumush,سپین زر
213,Kohle::N,ko'mir,سکور
214,Kohle::N,ko'mir,سکاره
215,Glas::N,oyna,ښيښه
216,Lehm::N,loy,خټه
217,Sand::N,qum,شګه
218,Mensch::N,odam,انسان
219,Mann::N,ärkak,سړی
220,Mann::N,ärkak,نارینه
221,Frau::N,ayol,ښځه
222,Kind::N,bola,بچی
223,Kind::N,bola,ماشوم
224,Kind::N,kichkintoy,بچی
225,Kind::N,kichkintoy,ماشوم
226,Junge::N,bola,هلک
227,Mädchen::N,qiz,نجلۍ
228,Familie::N,oila,کورنۍ
229,Großvater::N,buva,بابا
230,Großvater::N,katta ota,بابا
231,Großmutter::N,buvi,انا
232,Großmutter::N,katta oyi,انا
233,Eltern::N,ota-ona,مور او پلار
234,Vater::N,ota,پلار
235,Mutter::N,ona,مور
236,Sohn::N,o'g'il,زوی
237,Tochter::N,qiz,لور
238,Bruder::N,og'a,ورور
239,Bruder::N,uka,ورور
240,Schwester::N,opa,خور
241,Schwester::N,singil,خور
242,Onkel::N,amaki,تره
243,Onkel::N,amaki,ماما
244,Tante::N,amma,خاله
245,Tante::N,xola,خاله
246,Ehemann::N,är,مېړه
247,Ehefrau::N,rafiqa,مېرمن
248,Freude::N,ayish,خوشحالي
249,Gelächter::N,kulgi,خندا
250,Glück::N,saodat,بخت
251,Kummer::N,g'am,غم
252,Wunsch::N,orzu,هيله
253,Wunsch::N,orzu,غوښتنه
254,Lust::N,rag'bat,شوق
255,Lust::N,rag'bat,مینه
256,Geist::N,ruh,روح
257,Gedanke::N,fikr,فکر
258,Gedächtnis::N,äs,یاد
259,Gedächtnis::N,äs,حافظه
260,Verstand::N,aql,عقل
261,Verstand::N,aql,شعور
262,Sinn::N,ma'ni,معنی
263,Grund::N,sabab,علت
264,Grund::N,sabab,اساس
265,Wahrheit::N,haq,حقیقت
266,Gespräch::N,gap,مرکه
267,Gespräch::N,gap,خبرې اترې
268,Märchen::N,ärtak,افسانه
269,Erzählung::N,rivoyat,قصه
270,Erzählung::N,rivoyat,کیسه
271,Nachricht::N,xabar,خبر
272,Neuigkeit::N,yangilik,نوی خبر
273,Name::N,ot,نوم
274,Rätsel::N,topishmoq,کیسۍ
275,Rätsel::N,topishmoq,چیستان
276,Rede::N,nutq,وینا
277,Sprache::N,til,ژبه
278,Stimme::N,ovoz,غږ
279,Stimme::N,ovoz,اواز
280,Wort::N,so'z,لغت
281,Wort::N,so'z,کلمه
282,Zeichen::N,alomat,نښه
283,Zeichen::N,alomat,اشاره
284,Ruf::N,chaqiriq,ږغ
285,Ruf::N,chaqiriq,بلنه
286,Lärm::N,taraq,غالمغال
287,Laut::N,tovush,ږغ
288,Ton::N,un,اواز
289,Lied::N,ashula,غزله
290,Lied::N,ashula,سندره
291,Ruhe::N,tinchlik,ارامي
292,Leute::N,xaloyiq,خلک
293,Volk::N,xalq,ولس
294,Arbeit::N,ish,کار
295,Gast::N,mehmon,مېلمه
296,Geschenk::N,hadya,تحفه
297,Geschenk::N,hadya,سوغات
298,Spiel::N,o'yin,لوبه
299,Gesellschaft::N,jamiyat,ډله
300,Hilfe::N,yordam,کومک
301,Hilfe::N,yordam,مرسته
302,Freund::N,do'st,ملګری
303,Kamerad::N,yo'ldosh,انډيوال
304,Angelegenheit::N,daxl,موضوع
305,Anzahl::N,son,شمېر
306,Anzahl::N,son,تعداد
307,Art::N,tur,ډول
308,Stück::N,parcha,ټوټه
309,Teil::N,bo'lak,برخه
310,Hälfte::N,yarim,نیم
311,Kreis::N,aylana,دایره
312,Kreuz::N,xoch,صلیب
313,Linie::N,liniya,خط
314,Linie::N,liniya,لیکه
315,Strich::N,chiziq,کرښه
316,Abstand::N,oralik,فاصله
317,Entfernung::N,uzoqlik,واټن
318,Gegend::N,yer,سیمه
319,Gegend::N,yer,منطقه
320,Platz::N,oralig,ځای
321,Ort::N,joy,ځای
322,Seite::N,yon,مخ
323,Seite::N,yon,اړخ
324,Mitte::N,o'rta,وسط
325,Mitte::N,o'rta,مینځ
326,Gegenstand::N,ashyo,شی
327,Sache::N,buyum,شی
328,Sache::N,buyum,څيز
329,Rand::N,chek,څنډه
330,Rand::N,chek,کناره
331,Kante::N,tig',اړخ
332,Ecke::N,burchak,ګوټ
333,Spitze::N,uch,څوکه
334,Ende::N,oxir,څوکه
335,Loch::N,teshik,سوری
336,Winkel::N,go'sha,کنج
337,Winkel::N,go'sha,کوتی
338,Muster::N,nusha,نمونه
339,Größe::N,kattalik,قد
340,Größe::N,kattalik,لويوالی
341,Länge::N,uzunlik,طول
342,Länge::N,uzunlik,اوږد والی
343,Höhe::N,yuksaklik,جګوالی
344,Gewicht::N,solmoq,وزن
345,Menge::N,miqdor,اندازه
346,Haufen::N,uyum,کوټه
347,Reihe::N,saf,صف
348,Reihe::N,saf,کتار
349,Boot::N,qayiq,قايق
350,Ruder::N,äshkak,چپه
351,Schlitten::N,chana,ښویېدونی
352,Ski::N,chang'i,سکي
353,Lagerfeuer::N,gulxan,اور
354,Last::N,yuk,بار
355,Last::N,yuk,پېټی
356,Gang::N,yurish,تګ
357,Schritt::N,qadam,ګام
358,Norden::N,shimol,شمال
359,Süden::N,janub,سوېل
360,Westen::N,g'arb,لوېدېځ
361,Osten::N,sharq,شرق
362,Osten::N,sharq,ختیځ
363,Holz::N,yog'och,لرګی
364,Brett::N,taxta,تخته
365,Platte::N,tabaqa,تخته
366,Stütze::N,tayanchi,تکیوان
367,Stange::N,qo'noq,ډاګه
368,Stock::N,tayoq,لرګی
369,Stab::N,gavron,چيخله
370,Rohr::N,tarnov,نل
371,Haus::N,uy,کور
372,Heim::N,makon,کور
373,Ofen::N,pechka,تودنۍ
374,Fußboden::N,pol,غولی
375,Tisch::N,mosa,مېز
376,Stuhl::N,o'rindiq,چوکۍ
377,Wiege::N,beshik,زانګو
378,Bett::N,yotoq,کټ
379,Bett::N,yotoq,چپرکټ
380,Regal::N,tokcha,تاخچۍ
381,Kiste::N,sandiq,صندوق
382,Fenster::N,deraza,کړکۍ
383,Tür::N,äshik,دروازه
384,Tor::N,darvoza,دروازه
385,Zaun::N,panjara,کټاره
386,Dach::N,tom,بام
387,Leiter::N,narvon,زينه
388,Besen::N,supurgi,جارو
389,Spaten::N,bel,یوم
390,Schaufel::N,kurak,بېلچه
391,Gabel::N,bilka,پنجه
392,Löffel::N,qoshiq,کاشوغه
393,Messer::N,pichoq,چاقو
394,Nagel::N,mix,ميخ
395,Netz::N,to'r,جال
396,Haken::N,ilgak,څنګک
397,Griff::N,sop,لاستی
398,Griff::N,tutqich,لاستی
399,Schloss::N,qulf,کلپ
400,Bild::N,rasm,رسم
401,Figur::N,shakl,قدوقامت
402,Puppe::N,ko'g'irchoq,ګوډۍ
403,Beutel::N,to'rva,کڅوړه
404,Bündel::N,bog'lam,دسته
405,Tasche::N,kissa,بکس
406,Tasche::N,kissa,توبره
407,Eimer::N,chelak,سطل
408,Deckel::N,qopqoq,سرپوښ
409,Geschirr::N,idish,لوښی
410,Sack::N,qop,جوال
411,Tasse::N,piyola,پیاله
412,Topf::N,tuvak,دېګی
413,Kessel::N,qozon,دېګ
414,Essen::N,tomoq,خوراک
415,Nahrung::N,emak,خوراک
416,Speise::N,taom,خواړه
417,Fleisch::N,go'sht,غوښه
418,Getreide::N,g'alla,غله
419,Brei::N,bo'tqa,اوګره
420,Brot::N,non,ډوډۍ
421,Scheibe::N,disk,مړۍ
422,Fett::N,moy,غوړي
423,Butter::N,yog',کوچ
424,Öl::N,moy,تېل
425,Salz::N,tuz,مالګه
426,Suppe::N,sho'rva,شوربا
427,Honig::N,asal,شات
428,Milch::N,sut,شوده
429,Tee::N,choy,چای
430,Leder::N,charm,څرمن
431,Wolle::N,jun,پشم
432,Stoff::N,mato,ټوټه
433,Nadel::N,igna,ستن
434,Faden::N,ip,تار
435,Knopf::N,tugma,تڼۍ
436,Knopf::N,tugma,تکمه
437,Knoten::N,tugun,غوټه
438,Farbe::N,bo'yok,رنګ
439,Kleidung::N,kiyim,کالي
440,Hemd::N,ko'ylak,کميس
441,Kragen::N,yoqa,غاړه
442,Ärmel::N,yeng,لستوڼی
443,Hose::N,shim,پطلون
444,Gürtel::N,tasma,کمربند
445,Mütze::N,shapka,خولۍ
446,Schuh::N,but,بوټ
447,Stiefel::N,botinka,موزه
448,Ring::N,yuzuk,ګوته
449,Band::N,rishta,فيته
450,Kamm::N,taroq,ګمنځ
451,Spiegel::N,ko'zgu,ایینه
452,Spiegel::N,ko'zgu,هنداره
453,Riemen::N,qayish,تسمه
454,Schnur::N,bog'ich,مزی
455,Leine::N,etak,رسۍ
456,Decke::N,odyol,بړستن
457,Kissen::N,yostiq,بالښت
458,Tuch::N,gazlama,ټیکری
459,Handtuch::N,sochiq,دسمال
460,Kraft::N,kuch,زور
461,Kraft::N,kuch,توان
462,Stärke::N,quvvat,قوت
463,Gesundheit::N,sog'lik,صحت
464,Gesundheit::N,sog'lik,روغتیا
465,Krankheit::N,kasallik,مرض
466,Krankheit::N,kasallik,ناروغي
467,Schmerz::N,og'riq,درد
468,Wunde::N,yara,ټپ
469,Wunde::N,yara,زخم
470,Fieber::N,bezgak,تبه
471,Arznei::N,dori,دوا
472,Arznei::N,dori,دارو
473,Brücke::N,ko'prik,پول
474,Brunnen::N,buloq,څاه
475,Brunnen::N,buloq,کوهی
476,Weide::N,yaylov,وله
477,Pfad::N,dorojka,تړه
478,Weg::N,yo'l,لیار
479,Straße::N,ko'cha,سړک
480,Dorf::N,ovul,کلی
481,Stadt::N,shahar,ښار
482,Brief::N,maktub,لیک
483,Brief::N,maktub,مکتوب
484,Buch::N,kitob,کتاب
485,Buchstabe::N,harf,حرف
486,Buchstabe::N,harf,توری
487,Zeitung::N,gazet,اخبار
488,Leben::N,hayot,ژوند
489,Tod::N,o'lim,مرګ
490,Tod::N,o'lim,مړینه
491,Grab::N,go'r,قبر
492,Grab::N,go'r,ډورۍ
493,Kirche::N,cherkov,کلیسا
494,Sünde::N,gunoh,ګناه
495,Gott::N,olloh,خدای
496,Arbeiter::N,ishchi,کاریګر
497,Chef::N,rais,آمر
498,Meister::N,usta,استاد
499,Arzt::N,hakim,طبیب
500,Arzt::N,hakim,ډاکټر
501,Lehrer::N,muallim,معلم
502,Lehrer::N,muallim,ښوونکی
503,Geld::N,pul,پیسې
504,Geschäft::N,savdo,سوداګري
505,Laden::N,do'kon,دکان
506,Laden::N,do'kon,مغازه
507,Preis::N,baho,بیه
508,Ware::N,mol,مال
509,Nutzen::N,foyda,ګټه
510,Reichtum::N,boylik,شتمني
511,Welt::N,olam,نړۍ
512,Welt::N,olam,دنیا
513,Land::N,o'lka,هېواد
514,Staat::N,davlat,دولت
515,König::N,qirol,باچا
516,König::N,qirol,پادشاه
517,Macht::N,iqtidor,قدرت
518,Grenze::N,chegara,حد
519,Grenze::N,chegara,سرحد
520,Krieg::N,harb,جګړه
521,Feind::N,dushman,دښمن
522,Gewalt::N,zo'rlik,زور
523,Gewalt::N,zo'rlik,تشدد
524,Kampf::N,kurash,جنګ
525,Kampf::N,kurash,مبارزه
526,Bogen[Waffe]::N,yoy,لیندۍ
527,Pfeil::N,o'q,غشی
528,Gewehr::N,vintovka,ټوپک
529,Fehler::N,xato,خطا
530,Fehler::N,xato,غلطي
531,Lüge::N,yolg'on,دروغ
532,Schaden::N,ziyon,زیان
533,Schaden::N,ziyon,تاوان
534,Unglück::N,balo,بدبختي
535,Schuld::N,ayb,ګناه
536,Alter::N,yosh,منګ
537,Schluss::N,tamom,اخر
538,Zeit::N,vaqt,وخت
539,Tag::N,kun,ورځ
540,Morgen::N,saboh,سبا
541,Morgen::N,saboh,سهار
542,Mittag::N,kun tushlik,غرمه
543,Abend::N,oqshom,ماښام
544,Nacht::N,tun,شپه
545,Woche::N,hafta,اونۍ
546,Monat::N,oy,مياشت
547,Jahr::N,yil,کال
548,Frühling::N,bahor,پسرلی
549,Sommer::N,yoz,دوبی
550,Herbst::N,kuz,منی
551,Herbst::N,kuz,خزان
552,Herbst::N,xazon,منی
553,Herbst::N,xazon,خزان
554,Winter::N,qish,ژمی
555,Januar::N,yanvar',جنوري
556,Februar::N,fevral',فبروري
557,März::N,mart,مارچ
558,April::N,aprel',اپریل
559,Mai::N,may,مې
560,Juni::N,iyun',جون
561,Juli::N,iyul',جولای
562,August::N,avgust,اګست
563,September::N,sentyabr',سپټامبر
564,Oktober::N,oktyabr',اکتوبر
565,November::N,noyabr',نومبر
566,Dezember::N,dekabr',دسمبر
567,Montag::N,dushanba,دوشنبه
568,Dienstag::N,seshanba,سه شنبه
569,Mittwoch::N,chorshanba,چارشنبه
570,Donnerstag::N,payshanba,پنجشنبه
571,Freitag::N,juma,جمعه
572,Samstag::N,shanba,خالي
573,Sonntag::N,yakshanba,یکشنبه
574,groß::A,buyuk,لوی
575,klein::A,kichik,وړوکی
576,lang::A,uzun,اوړد
577,kurz::A,qisqa,لنډ
578,breit::A,keng,پراخه
579,schmal::A,änsiz,تنګ
580,dicht::A,quyuq,ګڼ
581,dick[Gegenstand]::A,qalin,پنډ
582,dünn::A,ingichka,نری
583,fein::A,mayin,نازک
584,fest::A,qattiq,کلک
585,fest::A,qattiq,ټینګ
586,flach::A,yalpoq,هوار
587,glatt::A,tekis,ښوی
588,hart::A,qattiq,کلک
589,weich::A,yumshoq,نرم
590,weich::A,yumshoq,پوست
591,rund::A,yumaloq,ګرد
592,spitz::A,uchli,تېره
593,scharf::A,keskir,تېز
594,scharf::A,keskir,تېره
595,stumpf::A,to'mtoq,پڅ
596,schwer::A,salmoqli,دروند
597,schön::A,go'zal,ښکلی
598,heiß::A,qiziq,تود
599,warm::A,issiq,تود
600,kalt::A,sovuq,ېخ
601,kalt::A,sovuq,سوړ
602,kühl::A,salqin,ېخ
603,kühl::A,salqin,سوړ
604,frisch::A,toza,تازه
605,feucht::A,namli,مرطوب
606,nass::A,nam,لوند
607,trocken::A,quruq,وچ
608,voll::A,to'la,ډک
609,leer::A,puch,خالی
610,offen::A,ochiq,خلاص
611,offen::A,ochiq,پرانیستی
612,geschlossen::A,berk,تړلی
613,sauber::A,ozoda,پاک
614,schmutzig::A,kir,چټل
615,roh::A,xom,خام
616,reif::A,pishiq,پوخ
617,reif::A,pishiq,رسېدلی
618,lecker::A,shirin,خوندور
619,lecker::A,shirin,مزه دار
620,süß::A,shirin,خوږ
621,süß::A,shirin,شیرین
622,bitter::A,achchiq,تریخ
623,sauer::A,achchiq,ټاک
624,sauer::A,achchiq,تريو
625,hell::A,yorug',روڼ
626,hell::A,yorug',روښان
627,dunkel::A,qorong'i,تیاره
628,schwarz::A,qora,تور
629,weiß::A,oq,سپين
630,rot::A,qizil,سور
631,gelb::A,sariq,زېړ
632,blau::A,zangori,شین
633,blau::A,zangori,اسماني رنګه
634,grün::A,yashil,زرغون
635,grau::A,bo'z,خړ
636,bunt::A,ola,رنګارنګ
637,billig::A,arzon,ارزان
638,teuer::A,qimmat,ګران
639,wertvoll::A,qimmat,قیمتي
640,blind::A,ko'r,ړوند
641,taub::A,garang,کوڼ
642,kräftig::A,kuchli,قوی
643,stark::A,quvvatli,قوی
644,stark::A,quvvatli,تکړه
645,schwach::A,kuchsiz,ضعیف
646,schwach::A,kuchsiz,کمزوری
647,fett::A,semiz,چاغ
648,schlank::A,ingichka,خوش اندام
649,hübsch::A,ko'rkam,ښکلی
650,hübsch::A,ko'rkam,ښایسته
651,böse::A,yovuz,شریر
652,böse::A,yovuz,قهرناک
653,dumm::A,aqlsiz,احمق
654,faul::A,ärinchak,لټ
655,faul::A,ärinchak,تنبل
656,fleißig::A,ishchan,زحمت کښ
657,geizig::A,qurumsoq,بخیل
658,klug::A,oqil,عاقل
659,klug::A,oqil,هوښیار
660,geschickt::A,äpchil,ماهر
661,lieb::A,aziz,عزیز
662,lieb::A,aziz,محبوب
663,lustig::A,chaqchaq,خوشحال
664,sanft::A,asta,پوست
665,sanft::A,asta,ملایم
666,hungrig::A,och,وږی
667,krank::A,kasal,مريض
668,krank::A,kasal,ناروغ
669,nackt::A,yalang,لوڅ
670,traurig::A,xafa,غمجن
671,lebendig::A,hayotiy,ژوندی
672,gut::A,soz,ښه
673,schlecht::A,yomon,بد
674,schlecht::A,yomon,خراب
675,richtig::A,rost,سم
676,richtig::A,rost,صحیح
677,schlimm::A,yovuz,بد
678,schlimm::A,yovuz,مخوف
679,wahr::A,haqiqiy,واقعي
680,alt::A,äski,زوړ
681,neu::A,yangi,نوی
682,ehemalig::A,sobiq,پخوانی
683,alt[Lebewesen]::A,qari,زوړ
684,jung::A,navqiron,ځوان
685,arm::A,abgor,غریب
686,arm::A,abgor,بې وزله
687,reich::A,boy,شتمن
688,reich::A,boy,دولتمند
689,bekannt::A,ma'lum,اشنا
690,berühmt::A,mashhur,مشهور
691,fremd::A,yot,پردی
692,fremd::A,yot,بېګانه
693,verschieden::A,turli,مختلف
694,nah::A,yaqindagi,نژدې
695,fern::A,uzoq,لیری
696,linker::A,so'l,چپ
697,linker::A,so'l,کیڼ
698,rechter::A,o'ng,ښی
699,anderer::A,boshqa,بل
700,erster::A,birinchi,لومړی
701,zweiter::A,ikkinchi,دوهم
702,dritter::A,uchinchi,درېم
703,letzter::A,oxirgi,آخرنی
704,letzter::A,oxirgi,وروستی
705,allein::ADV,o'zicha,یوازې
706,auf einmal::ADV,varakay,په یوه وخت کی
707,zusammen::ADV,barobar,یو ځای
708,lange::ADV,uzoq,ډېر وخت
709,lange::ADV,uzoq,ډېره موده
710,plötzlich::ADV,qo'qqisdan,ناببره
711,plötzlich::ADV,qo'qqisdan,یوناڅاپه
712,sofort::ADV,darrov,فوراً
713,sofort::ADV,darrov,سمدلاسه
714,später::ADV,so'ngra,وروسته
715,jetzt::ADV,hozirgina,اوس
716,heute::ADV,bugun,نن
717,morgen::ADV,ärta,سبا
718,bald::ADV,toz,ژر
719,dann::ADV,keyin,پس
720,dann::ADV,keyin,وروسته
721,gestern::ADV,kecha,پرون
722,einst::ADV,avvallari,پخوا
723,damals::ADV,ugal,هغه وخت
724,danach::ADV,so'ngra,بیا
725,vorher::ADV,avval,دمخه
726,zuerst::ADV,avval,لومړی
727,einmal::ADV,bir marta,یو ځل
728,manchmal::ADV,onda-sonda,ګاهی ګاهی
729,oft::ADV,tez-tez,ډېر ځله
730,immer::ADV,har vaqt,تل
731,immer::ADV,har vaqt,همېشه
732,niemals::ADV,hargiz,هیڅکله نه
733,hier::ADV,shu erda,دلته
734,hierhin::ADV,beri,دلته
735,hierhin::ADV,beri,دې ځای ته
736,von hier::ADV,shu erdan,د دې ځای نه
737,dort::ADV,ana,هلته
738,dorthin::ADV,u yerga,هلته
739,dorthin::ADV,u yerga,هغه ځای ته
740,geradeaus::ADV,to'g'ri,مخامخ
741,vorwärts::ADV,ilgari,مخ پهٔ وړاندې
742,rückwärts::ADV,qoloq,بېرته
743,zurück::ADV,orqada,بېرته
744,unten::ADV,pastda,لاندي
745,hinab::ADV,tubanga,ښکته
746,oben::ADV,ustida,پورته
747,hinauf::ADV,yuqorida,پاس
748,überall::ADV,har erda,هره خوا
749,nicht::ADV,ämas,نه
750,ein wenig::ADV,biroz,یو څه
751,kaum::ADV,arang,ایله
752,sehr::ADV,ancha,ډېر
753,sehr::ADV,ancha,زيات
754,so::ADV,shunday,داسې
755,so::ADV,shunday,دومره
756,noch::ADV,hali,نور
757,nur::ADV,yolg'iz,تش
758,nur::ADV,yolg'iz,صرف
759,schon::ADV,endi,دمخه
760,wieder::ADV,yana,بیا
761,vergebens::ADV,bekorga,عبث
762,vor::PRP,burun,دمخه
763,hinter::PRP,ketida,شاته
764,unter::PRP,ostida,لاندي
765,durch::PRP,bo'ylab,د مینځ نه
766,neben::PRP,yonida,نژدې
767,zwischen::PRP,orada,ترمینځ
768,wegen::PRP,sababli,د ... له لاسه
769,dies::PRN,o'sha,دا
770,das::PRN,narigi,دا
771,alles::PRN,har nima,هرڅهٔ
772,ich::PRN,men,زه
773,du::PRN,sen,ته
774,er::PRN,u,دی
775,wir::PRN,biz,مونږ
