,Concept_ID,hi,tr
117,Stern::N,सितारा,yıldız
118,Luft::N,हवा,hava
119,Luft::N,वायु,hava
120,Wind::N,पाद,yel
121,Wind::N,पाद,rüzgâr
122,Welle::N,लहर,dalga
123,Welle::N,तरंग,dalga
124,Wasser::N,जल,su
125,Wasser::N,पानी,su
126,Stein::N,पत्थर,taş
127,Boden::N,मिट्टी,yer
128,Boden::N,मिट्टी,zemin
129,Erde::N,भूमि,toprak
130,Erde::N,ज़मीन,toprak
131,Staub::N,धूल,toz
132,Rauch::N,धूआँ,duman
133,Rauch::N,धुम्र,duman
134,Funke::N,चिनगारी,kıvılcım
135,Funke::N,स्फुलिंग,kıvılcım
136,Feuer::N,आग,ateş
137,Feuer::N,आतिश,ateş
138,Feuer::N,अग्नि,ateş
139,Licht::N,रोशनी,ışık
140,Licht::N,प्रकाश,ışık
141,Schatten::N,छाया,gölge
142,Schatten::N,परछाई,gölge
143,Wetter::N,ऋतु,hava
144,Wetter::N,मौसम,hava
145,Nebel::N,धुँध,pus
146,Nebel::N,कुहरा,pus
147,Wolke::N,मेघ,bulut
148,Wolke::N,अभ्र,bulut
149,Regen::N,मेंह,yağmur
150,Regen::N,बारिश,yağmur
151,Schnee::N,हिम,kar
152,Schnee::N,बर्फ़,kar
153,Eis::N,हिम,buz
154,Eis::N,बर्फ़,buz
155,Frost::N,ठंड,don
156,Kälte::N,सर्दी,soğukluk
157,Kälte::N,शीतलता,soğukluk
158,Hitze::N,ताप,sıcaklık
159,Hitze::N,गरमी,sıcaklık
160,Raureif::N,पाला,kırç
161,Regenbogen::N,इंद्र-धनुष,gökkuşağı
162,Donner::N,गरज,gök gürlemesi
163,Donner::N,मेघ-गर्जन,gök gürlemesi
164,Strömung::N,बहाव,akıntı
165,Strömung::N,बहाव,cereyan
166,Strömung::N,प्रवाह,akıntı
167,Strömung::N,प्रवाह,cereyan
168,Tropfen::N,बूँद,damla
169,Schaum::N,झाग,köpük
170,Schmutz::N,गंद,çamur
171,Schmutz::N,गंद,pislik
172,Schmutz::N,कीचड़,çamur
173,Schmutz::N,कीचड़,pislik
174,See::N,झील,göl
175,See::N,सरोवर,göl
176,Sumpf::N,दलदल,batak
177,Sumpf::N,धँसान,batak
178,Moor::N,झाबर,cılgıt
179,Moor::N,धँसान,cılgıt
180,Wiese::N,घास-स्थल,çimen
181,Wald::N,जंगल,koru
182,Wald::N,जंगल,orman
183,Hügel::N,टीला,tepe
184,Hügel::N,पहाड़,tepe
185,Anhöhe::N,टीला,tümsek
186,Anhöhe::N,टीला,yükseklik
187,Anhöhe::N,पहाड़ी,tümsek
188,Anhöhe::N,पहाड़ी,yükseklik
189,Berg::N,पहाड़,dağ
190,Gipfel::N,शिखर,zirve
191,Höhle::N,गुहा,in
192,Höhle::N,गुहा,mağara
193,Höhle::N,गुफ़ा,in
194,Höhle::N,गुफ़ा,mağara
195,Abhang::N,ढाल,bayır
196,Abhang::N,ढलान,bayır
197,Quelle::N,चश्मा,pınar
198,Quelle::N,चश्मा,kaynak
199,Bach::N,सोता,çay
200,Bach::N,सोता,dere
201,Bach::N,नदिका,çay
202,Bach::N,नदिका,dere
203,Fluss::N,नदी,nehir
204,Fluss::N,सरिता,nehir
205,Ufer::N,तट,kıyı
206,Ufer::N,तट,sahil
207,Ufer::N,किनारा,kıyı
208,Ufer::N,किनारा,sahil
209,Küste::N,समुद्र-तट,kıyı
210,Küste::N,समुद्र-तट,sahil
211,Festland::N,महाद्वीप,kara
212,Meer::N,सागर,deniz
213,Meer::N,समुद्र,deniz
214,Bucht::N,खाड़ी,koy
215,Bucht::N,खाड़ी,körfez
216,Insel::N,टापू,ada
217,Insel::N,द्वीप,ada
218,Blume::N,फूल,çiçek
219,Blume::N,पुष्प,çiçek
220,Gras::N,घास,ot
221,Gras::N,घास,çim
222,Wurzel::N,मूल,kök
223,Baum::N,पेड़,ağaç
224,Baum::N,वृक्ष,ağaç
225,Stamm::N,धड़,gövde
226,Rinde::N,छाल,kabuk
227,Rinde::N,वल्कल,kabuk
228,Ast::N,डाल,dal
229,Ast::N,डाल,budak
230,Ast::N,शाखा,dal
231,Ast::N,शाखा,budak
232,Zweig::N,टहनी,dal
233,Blatt::N,पत्र,yaprak
234,Blatt::N,पत्ता,yaprak
235,Birke::N,भूर्ज,huş
236,Kiefer[Baum]::N,पाइन-वृक्ष,çam
237,Weide[Baum]::N,बेंत,söğüt
238,Tanne::N,फ़र,çam
239,Tanne::N,फ़र,köknar
240,Horn::N,सींग,boynuz
241,Horn::N,विषाण,boynuz
242,Feder::N,पर,tüy
243,Feder::N,पंख,tüy
244,Fell::N,खाल,post
245,Fell::N,पशु-चर्म,post
246,Flügel::N,पंख,kanat
247,Flügel::N,डैना,kanat
248,Klaue::N,पंजा,pençe
249,Kralle::N,पंजा,tırnak
250,Kralle::N,नाख़ून,tırnak
251,Schwanz::N,पूँछ,kuyruk
252,Ei::N,अंडा,yumurta
253,Nest::N,नीड़,yuva
254,Nest::N,घोंसला,yuva
255,Bau::N,बिल,in
256,Bau::N,माँद,in
257,Tier::N,पशु,hayvan
258,Tier::N,जानवर,hayvan
259,Herde::N,गल्ला,sürü
260,Kuh::N,गौ,inek
261,Kuh::N,गाय,inek
262,Bulle::N,साँड़,boğa
263,Pferd::N,अश्व,at
264,Pferd::N,अश्व,beygir
265,Pferd::N,घोड़ा,at
266,Pferd::N,घोड़ा,beygir
267,Schaf::N,भेड़,koyun
268,Schwein::N,शूकर,domuz
269,Hund::N,श्वान,it
270,Hund::N,श्वान,köpek
271,Hund::N,कुत्ता,it
272,Hund::N,कुत्ता,köpek
273,Katze::N,बिल्ली,kedi
274,Bär::N,रीछ,ayı
275,Bär::N,भालू,ayı
276,Eichhörnchen::N,गिलहरी,sincap
277,Elch::N,एल्क,büyük kuzey geyiği
278,Fuchs::N,लोमड़ी,tilki
279,Hase::N,खरहा,tavşan
280,Hase::N,ख़रगोश,tavşan
281,Maus::N,मूष,fare
282,Maus::N,मूष,sıçan
283,Maus::N,चूहा,fare
284,Maus::N,चूहा,sıçan
285,Wolf::N,वृक,kurt
286,Wolf::N,भेड़िया,kurt
287,Vogel::N,पक्षी,kuş
288,Vogel::N,चिड़िया,kuş
289,Schwarm::N,झुंड,sürü
290,Huhn::N,मुर्ग़ी,tavuk
291,Hahn::N,मुर्ग़ा,horoz
292,Gans::N,हंस,kaz
293,Gans::N,हंसिनी,kaz
294,Adler::N,उक़ाब,kartal
295,Adler::N,उक़ाब,karakuş
296,Ente::N,बतख़,ördek
297,Ente::N,बत्तक,ördek
298,Eule::N,उल्लू,baykuş
299,Kranich::N,सारस,turna
300,Kranich::N,क्रौंंच,turna
301,Krähe::N,काक,karga
302,Kuckuck::N,कोयल,guguk
303,Kuckuck::N,कोकिल,guguk
304,Schwan::N,हंस,kuğu
305,Schwan::N,मराल,kuğu
306,Fisch::N,मछली,balık
307,Fisch::N,मत्स्य,balık
308,Barsch::N,पर्च,hani
309,Barsch::N,पर्च,levrek
310,Hecht::N,पाइक,turnabalığı
311,Schlange[Tier]::N,सर्प,yılan
312,Wurm::N,कृमि,kurt
313,Wurm::N,कृमि,solucan
314,Wurm::N,कीड़ा,kurt
315,Wurm::N,कीड़ा,solucan
316,Spinne::N,लूता,örümcek
317,Spinne::N,मकड़ी,örümcek
318,Ameise::N,चींटी,karınca
319,Laus::N,जूँ,bit
320,Mücke::N,डाँस,sivrisinek
321,Fliege::N,मक्खी,sinek
322,Fliege::N,मक्षिका,sinek
323,Schmetterling::N,तितली,kelebek
324,Beere::N,बेरी,tane
325,Apfel::N,सेब,elma
326,Pilz::N,खुंबी,mantar
327,Zwiebel::N,प्याज़,soğan
328,Saat::N,बीज,ekin
329,Korn::N,दाना,tane
330,Heu::N,मूखी घास,kuru ot
331,Schale::N,बकला,kabuk
332,Schale::N,छिलका,kabuk
333,Grube::N,गड्ढा,çukur
334,Falle::N,जाल,tuzak
335,Falle::N,फँदा,tuzak
336,Schlinge::N,फँदा,ilmik
337,Spur::N,सुराग़,iz
338,Spur::N,पद-चिह्न,iz
339,Asche::N,राख,kül
340,Dreck::N,मैल,pislik
341,Dreck::N,गंदगी,pislik
342,Eisen::N,लोहा,demir
343,Gold::N,सोना,altın
344,Gold::N,स्वर्ण,altın
345,Silber::N,रजत,gümüş
346,Silber::N,चाँदी,gümüş
347,Kohle::N,कोयला,kömür
348,Glas::N,काँच,cam
349,Lehm::N,चिकनी मिट्टी,balçık
350,Sand::N,रेत,kum
351,Sand::N,बालू,kum
352,Mensch::N,मानव,insan
353,Mensch::N,इनसान,insan
354,Mensch::N,मनुष्य,insan
355,Mann::N,आदमी,adam
356,Mann::N,आदमी,erkek
357,Mann::N,पुरुष,adam
358,Mann::N,पुरुष,erkek
359,Frau::N,औरत,bayan
360,Frau::N,महिला,bayan
361,Frau::N,स्त्री,bayan
362,Kind::N,बाल,çocuk
363,Kind::N,बच्चा,çocuk
364,Junge::N,लड़का,erkek çocuk
365,Mädchen::N,लड़की,kız
366,Mädchen::N,कुमारी,kız
367,Familie::N,परिवार,aile
368,Großvater::N,दादा,dede
369,Großvater::N,दादा,büyükbaba
370,Großmutter::N,नानी,nine
371,Großmutter::N,नानी,büyükanne
372,Eltern::N,माँ-बाप,ebeveyn
373,Eltern::N,माँ-बाप,ana baba
374,Eltern::N,माता-पिता,ebeveyn
375,Eltern::N,माता-पिता,ana baba
376,Vater::N,बाप,ata
377,Vater::N,बाप,baba
378,Vater::N,पिता,ata
379,Vater::N,पिता,baba
380,Mutter::N,माँ,ana
381,Mutter::N,माँ,anne
382,Mutter::N,माता,ana
383,Mutter::N,माता,anne
384,Sohn::N,बेटा,oğul
385,Sohn::N,पुत्र,oğul
386,Tochter::N,बेटी,kız
387,Tochter::N,बेटी,kız evlât
388,Tochter::N,पुत्री,kız
389,Tochter::N,पुत्री,kız evlât
390,Bruder::N,भाई,abi
391,Bruder::N,भाई,erkek kardeş
392,Bruder::N,भ्राता,abi
393,Bruder::N,भ्राता,erkek kardeş
394,Schwester::N,बहन,abla
395,Schwester::N,बहन,kız kardeş
396,Schwester::N,भगिनी,abla
397,Schwester::N,भगिनी,kız kardeş
398,Onkel::N,ताऊ,dayı
399,Onkel::N,काका,dayı
400,Tante::N,बूआ,hala
401,Tante::N,बूआ,teyze
402,Tante::N,फूफी,hala
403,Tante::N,फूफी,teyze
404,Tante::N,ख़ाला,hala
405,Tante::N,ख़ाला,teyze
406,Ehemann::N,पति,koca
407,Ehemann::N,शौहर,koca
408,Ehefrau::N,बीवी,karı
409,Freude::N,आनंद,neşe
410,Freude::N,आनंद,sevinç
411,Freude::N,प्रसन्नता,neşe
412,Freude::N,प्रसन्नता,sevinç
413,Gelächter::N,हँसी,gülme
414,Gelächter::N,हँसी,kahkaha
415,Gelächter::N,क़हक़हा,gülme
416,Gelächter::N,क़हक़हा,kahkaha
417,Glück::N,आनंद,mutluluk
418,Glück::N,ख़ुशी,mutluluk
419,Kummer::N,शोक,dert
420,Kummer::N,शोक,keder
421,Kummer::N,दुःख,dert
422,Kummer::N,दुःख,keder
423,Wunsch::N,इच्छा,arzu
424,Wunsch::N,इच्छा,istek
425,Wunsch::N,अभिलाषा,arzu
426,Wunsch::N,अभिलाषा,istek
427,Lust::N,चाह,arzu
428,Lust::N,चाह,heves
429,Lust::N,कामना,arzu
430,Lust::N,कामना,heves
431,Geist::N,जान,tin
432,Geist::N,प्राण,tin
433,Gedanke::N,विचार,fikir
434,Gedanke::N,विचार,düşünce
435,Gedächtnis::N,याददाश्त,bellek
436,Gedächtnis::N,स्मरण-शक्ति,bellek
437,Verstand::N,समझ,zekâ
438,Verstand::N,अक़्ल,zekâ
439,Verstand::N,बुद्धि,zekâ
440,Sinn::N,अर्थ,anlam
441,Grund::N,वजह,sebep
442,Grund::N,कारण,sebep
443,Wahrheit::N,सत्य,doğruluk
444,Wahrheit::N,सत्य,gerçeklik
445,Wahrheit::N,सच्चाई,doğruluk
446,Wahrheit::N,सच्चाई,gerçeklik
447,Gespräch::N,चर्चा,görüşme
448,Gespräch::N,वार्ता,görüşme
449,Gespräch::N,बात-चीत,görüşme
450,Märchen::N,क़िस्सा,masal
451,Erzählung::N,कथा,öykü
452,Erzählung::N,कथा,hikâye
453,Erzählung::N,कहानी,öykü
454,Erzählung::N,कहानी,hikâye
455,Nachricht::N,सूचना,haber
456,Nachricht::N,समाचार,haber
457,Neuigkeit::N,ख़बर,haber
458,Neuigkeit::N,समाचार,haber
459,Name::N,नाम,ad
460,Name::N,नाम,isim
461,Rätsel::N,पहेली,bilmece
462,Rede::N,वचन,söylev
463,Rede::N,वचन,konuşma
464,Rede::N,भाषण,söylev
465,Rede::N,भाषण,konuşma
466,Sprache::N,भाषा,dil
467,Sprache::N,भाषा,lisan
468,Sprache::N,ज़बान,dil
469,Sprache::N,ज़बान,lisan
470,Stimme::N,स्वर,ses
471,Stimme::N,आवाज़,ses
472,Wort::N,शब्द,kelime
473,Wort::N,लफ़्ज़,kelime
474,Zeichen::N,निशान,işaret
475,Ruf::N,पुकार,çağırma
476,Ruf::N,आह्वान,çağırma
477,Lärm::N,शोर,şamata
478,Lärm::N,शोर,gürültü
479,Lärm::N,हुल्लड़,şamata
480,Lärm::N,हुल्लड़,gürültü
481,Laut::N,स्वर,ses
482,Laut::N,ध्वनि,ses
483,Ton::N,सुर,ses
484,Ton::N,स्वर,ses
485,Lied::N,गीत,türkü
486,Ruhe::N,आराम,sakinlik
487,Ruhe::N,ख़ामोशी,sakinlik
488,Leute::N,लोग,halk
489,Leute::N,लोग,insanlar
490,Volk::N,क़ौम,ulus
491,Volk::N,क़ौम,millet
492,Volk::N,प्रजा,ulus
493,Volk::N,प्रजा,millet
494,Arbeit::N,काम,iş
495,Arbeit::N,काम,çalışma
496,Gast::N,अतिथि,konuk
497,Gast::N,अतिथि,misafir
498,Gast::N,मेहमान,konuk
499,Gast::N,मेहमान,misafir
500,Geschenk::N,उपहार,hediye
501,Geschenk::N,उपहार,armağan
502,Geschenk::N,तोहफ़ा,hediye
503,Geschenk::N,तोहफ़ा,armağan
504,Spiel::N,खेल,oyun
505,Spiel::N,क्रीड़ा,oyun
506,Gesellschaft::N,साथ,çevre
507,Gesellschaft::N,साथ,arkadaşlık
508,Hilfe::N,मदद,yardım
509,Hilfe::N,सहायता,yardım
510,Freund::N,मित्र,dost
511,Freund::N,मित्र,arkadaş
512,Kamerad::N,साथी,arkadaş
513,Kamerad::N,कामरेड,arkadaş
514,Angelegenheit::N,बात,iş
515,Angelegenheit::N,बात,husus
516,Angelegenheit::N,मामला,iş
517,Angelegenheit::N,मामला,husus
518,Anzahl::N,तादाद,sayı
519,Anzahl::N,संख्या,sayı
520,Art::N,तरह,çeşit
521,Art::N,क़िस्म,çeşit
522,Stück::N,फाँक,tane
523,Stück::N,फाँक,parça
524,Stück::N,टुकड़ा,tane
525,Stück::N,टुकड़ा,parça
526,Teil::N,भाग,kısım
527,Teil::N,हिस्सा,kısım
528,Hälfte::N,अर्धभाग,yarı
529,Kreis::N,चक्कर,daire
530,Kreuz::N,सलीब,haç
531,Kreuz::N,क्रूस,haç
532,Linie::N,लाइन,hat
533,Linie::N,लाइन,çizgi
534,Strich::N,लकीर,çizgi
535,Abstand::N,अंतर,aralık
536,Abstand::N,फ़ासला,aralık
537,Entfernung::N,दूरी,mesafe
538,Entfernung::N,दूरी,uzaklık
539,Entfernung::N,फ़ासला,mesafe
540,Entfernung::N,फ़ासला,uzaklık
541,Gegend::N,इलाक़ा,yöre
542,Platz::N,जगह,yer
543,Platz::N,स्थान,yer
544,Ort::N,स्थल,yer
545,Ort::N,स्थान,yer
546,Seite::N,ओर,yan
547,Seite::N,ओर,taraf
548,Seite::N,तरफ़,yan
549,Seite::N,तरफ़,taraf
550,Mitte::N,बीच,orta
551,Mitte::N,बीच,merkez
552,Mitte::N,मध्य,orta
553,Mitte::N,मध्य,merkez
554,Gegenstand::N,चीज़,şey
555,Gegenstand::N,पदार्थ,şey
556,Sache::N,चीज़,iş
557,Sache::N,चीज़,şey
558,Sache::N,वस्तु,iş
559,Sache::N,वस्तु,şey
560,Rand::N,छोर,kenar
561,Rand::N,उपांत,kenar
562,Kante::N,कोर,kenar
563,Kante::N,किनारा,kenar
564,Ecke::N,कोना,köşe
565,Ecke::N,नुक्कड़,köşe
566,Spitze::N,नोक,uç
567,Spitze::N,नोक,baş
568,Ende::N,छोर,uç
569,Ende::N,सिरा,uç
570,Loch::N,छेद,oyuk
571,Loch::N,छेद,delik
572,Loch::N,सूराख़,oyuk
573,Loch::N,सूराख़,delik
574,Winkel::N,कोण,köşe
575,Winkel::N,कोना,köşe
576,Muster::N,नमूना,örnek
577,Muster::N,डिज़ाइन,örnek
578,Größe::N,परिमाण,büyüklük
579,Größe::N,विस्तार,büyüklük
580,Länge::N,लंबाई,uzunluk
581,Höhe::N,ऊँचाई,yükseklik
582,Höhe::N,उच्चता,yükseklik
583,Gewicht::N,भार,ağırlık
584,Gewicht::N,वज़न,ağırlık
585,Menge::N,मात्रा,miktar
586,Haufen::N,ढेर,küme
587,Haufen::N,ढेर,yığın
588,Haufen::N,अंबार,küme
589,Haufen::N,अंबार,yığın
590,Reihe::N,क़तार,sıra
591,Reihe::N,पंक्ति,sıra
592,Boot::N,नाव,kayık
593,Boot::N,नाव,sandal
594,Boot::N,नौका,kayık
595,Boot::N,नौका,sandal
596,Ruder::N,चप्पू,kürek
597,Schlitten::N,बर्फ़-गाड़ी,kızak
598,Ski::N,स्की,kayak
599,Lagerfeuer::N,अलाव,kamp ateşi
600,Lagerfeuer::N,कैंप-फ़ायर,kamp ateşi
601,Last::N,भार,yük
602,Gang::N,चाल,gidiş
603,Gang::N,चाल,yürüyüş
604,Schritt::N,डग,adım
605,Schritt::N,क़दम,adım
606,Norden::N,उत्तर,kuzey
607,Süden::N,दक्खिन,güney
608,Westen::N,पश्चिम,batı
609,Osten::N,पूरब,doğu
610,Holz::N,काठ,ağaç
611,Holz::N,काठ,tahta
612,Holz::N,काष्ठ,ağaç
613,Holz::N,काष्ठ,tahta
614,Brett::N,पटरा,tahta
615,Brett::N,तख़्ता,tahta
616,Platte::N,फलक,levha
617,Platte::N,तख़्ता,levha
618,Stütze::N,टेक,dayak
619,Stütze::N,टेक,destek
620,Stütze::N,थूनी,dayak
621,Stütze::N,थूनी,destek
622,Stange::N,छड़,çubuk
623,Stange::N,बाँस,çubuk
624,Stock::N,लाठी,sopa
625,Stock::N,लाठी,değnek
626,Stab::N,लग्गा,sırık
627,Stab::N,लग्गा,baston
628,Rohr::N,नल,boru
629,Haus::N,घर,ev
630,Haus::N,मकान,ev
631,Heim::N,घर,ev
632,Heim::N,घर,yurt
633,Heim::N,गृह,ev
634,Heim::N,गृह,yurt
635,Ofen::N,चूल्हा,soba
636,Fußboden::N,फ़र्श,taban
637,Fußboden::N,फ़र्श,döşeme
638,Tisch::N,मेज़,masa
639,Stuhl::N,कुरसी,iskemle
640,Stuhl::N,कुरसी,sandalye
641,Wiege::N,पालना,beşik
642,Wiege::N,हिंडोला,beşik
643,Bett::N,खाट,yatak
644,Bett::N,पलंग,yatak
645,Regal::N,शेल्फ़,raf
646,Kiste::N,पेटी,sandık
647,Kiste::N,डिब्बा,sandık
648,Fenster::N,खिड़की,pencere
649,Tür::N,द्वार,kapı
650,Tür::N,दरवाज़ा,kapı
651,Tor::N,फाटक,kapı
652,Zaun::N,बाड़ा,çit
653,Dach::N,छत,dam
654,Dach::N,छत,çatı
655,Dach::N,छप्पर,dam
656,Dach::N,छप्पर,çatı
657,Leiter::N,सीढ़ी,merdiven
658,Besen::N,झाड़ू,süpürge
659,Besen::N,बुहारी,süpürge
660,Spaten::N,कुदाल,bel
661,Schaufel::N,बेलचा,kürek
662,Schaufel::N,फावड़ा,kürek
663,Gabel::N,काँटा,çatal
664,Löffel::N,चम्मच,kaşık
665,Messer::N,छुरा,bıçak
666,Messer::N,चाक़ू,bıçak
667,Nagel::N,कील,çivi
668,Nagel::N,मेख़,çivi
669,Netz::N,जाल,ağ
670,Haken::N,अंकुश,çengel
671,Griff::N,मूठ,kulp
672,Griff::N,मूठ,tutamak
673,Griff::N,हत्था,kulp
674,Griff::N,हत्था,tutamak
675,Schloss::N,ताला,kilit
676,Bild::N,चित्र,imaj
677,Bild::N,चित्र,resim
678,Figur::N,मूर्ति,şekil
679,Figur::N,मूर्ति,heykel
680,Puppe::N,पुतली,kukla
681,Puppe::N,गुड़िया,kukla
682,Beutel::N,झोला,kese
683,Beutel::N,झोला,torba
684,Bündel::N,पुलिंदा,deste
685,Tasche::N,बेग,çanta
686,Tasche::N,बस्ता,çanta
687,Eimer::N,बाल्टी,kova
688,Deckel::N,ढक्कन,kapak
689,Geschirr::N,बरतन-भाँड़े,kap kacak
690,Sack::N,बोरा,torba
691,Tasse::N,प्याला,fincan
692,Topf::N,देग़चा,tencere
693,Kessel::N,देग़,kazan
694,Kessel::N,बटलोई,kazan
695,Essen::N,खाना,yemek
696,Nahrung::N,भोजन,gıda
697,Nahrung::N,भोजन,besin
698,Speise::N,खाना,yemek
699,Speise::N,व्यंजन,yemek
700,Fleisch::N,मांस,et
701,Fleisch::N,गोश्त,et
702,Getreide::N,अनाज,tahıl
703,Getreide::N,अनाज,hububat
704,Brei::N,भरता,ezme
705,Brei::N,दलिया,ezme
706,Brot::N,रोटी,ekmek
707,Scheibe::N,कतला,dilim
708,Fett::N,वसा,yağ
709,Fett::N,चरबी,yağ
710,Butter::N,मक्खन,tereyağı
711,Öl::N,तेल,yağ
712,Öl::N,तेल,akar yağ
713,Salz::N,नमक,tuz
714,Suppe::N,सूप,çorba
715,Suppe::N,शोरबा,çorba
716,Honig::N,शहद,bal
717,Milch::N,दूध,süt
718,Tee::N,चाय,çay
719,Leder::N,चमड़ा,deri
720,Leder::N,चमड़ा,meşin
721,Wolle::N,ऊन,yün
722,Stoff::N,कपड़ा,kumaş
723,Nadel::N,सूई,iğne
724,Faden::N,डोरा,tire
725,Faden::N,डोरा,iplik
726,Knopf::N,बटन,düğme
727,Knopf::N,घुंडी,düğme
728,Knoten::N,गाँठ,düğüm
729,Knoten::N,गुत्थी,düğüm
730,Farbe::N,रंग,boya
731,Farbe::N,वर्ण,boya
732,Kleidung::N,पहनावा,giyim
733,Hemd::N,कुरता,gömlek
734,Hemd::N,क़मीज़,gömlek
735,Kragen::N,गरदनी,yaka
736,Kragen::N,गरेबान,yaka
737,Ärmel::N,आस्तीन,yen
738,Ärmel::N,आस्तीन,elbise kolu
739,Hose::N,पैंट,pantolon
740,Hose::N,पतलून,pantolon
741,Gürtel::N,पेटी,kuşak
742,Gürtel::N,मेखला,kuşak
743,Mütze::N,टोपी,bere
744,Mütze::N,टोपी,kasket
745,Schuh::N,जूता,kundura
746,Schuh::N,जूता,ayakkabı
747,Stiefel::N,बूट,çizme
748,Ring::N,अँगूठी,yüzük
749,Band::N,पट्टी,bağ
750,Band::N,पट्टी,şerit
751,Kamm::N,कंघी,tarak
752,Spiegel::N,आईना,ayna
753,Spiegel::N,दर्पण,ayna
754,Riemen::N,तसमा,kayış
755,Riemen::N,पट्टा,kayış
756,Schnur::N,डोरी,ip
757,Schnur::N,डोरी,sicim
758,Schnur::N,सुतली,ip
759,Schnur::N,सुतली,sicim
760,Leine::N,रस्सी,kayış
761,Decke::N,रज़ाई,örtü
762,Decke::N,रज़ाई,yorgan
763,Kissen::N,तकिया,yastık
764,Kissen::N,गाद्दा,yastık
765,Tuch::N,रूमाल,bez
