,Concept_ID,zh,xal
821,genesen::V,痊愈,эдгх
822,sterben::V,死,үкх
823,sterben::V,死,өңгрх
824,umkommen::V,丧命,үкх
825,sich bewegen::V,移动,көдлх
826,sich bewegen::V,移动,көндрх
827,sich rühren::V,动弹,көндрх
828,sich erheben::V,站起,босх
829,sich setzen::V,坐,суух
830,hinfallen::V,跌倒,унх
831,hinfallen::V,跌倒,киисх
832,laufen::V,步行,йовх
833,schreiten::V,迈步,алхх
834,spazierengehen::V,散步,сергҗ йовх
835,eilen::V,急忙,шулудх
836,sich beeilen::V,赶快,адһх
837,sich beeilen::V,赶快,шамдх
838,sausen::V,疾驰,хурдлх
839,sausen::V,疾驰,йир_хурдар_гүүх
840,sausen::V,疾驰,йир_хурдар_йовх
841,rennen::V,奔跑,гүүх
842,springen::V,跳,һәрәдх
843,klettern::V,攀缘,давшх
844,schaukeln::V,荡秋千,дүүдңндх
845,kriechen::V,爬行,мөлкх
846,schwimmen::V,游泳,усчх
847,tauchen::V,潜水,булхх
848,rudern::V,划船,хәәвдх
849,fahren::V,行驶,йовх
850,fliegen::V,飞,нисх
851,gehen::V,走,йовх
852,weggehen::V,离去,йовх
853,weggehen::V,离去,одх
854,weggehen::V,离去,һарх
855,weggehen::V,离去,мөрлх
856,abfahren::V,出发,мордх
857,anhalten::V,停住,зогсх
858,hineingehen::V,进去,орх
859,eintreten::V,进入,орх
860,kommen::V,来,ирх
861,ankommen::V,到达,ирх
862,zurückkommen::V,回来,орх
863,bleiben::V,停留,бәәх
864,warten::V,等,күләх
865,erwarten::V,等候,күләх
866,suchen::V,找,хәәх
867,finden::V,找到,олх
868,versuchen::V,尝试,седх
869,vorbereiten::V,预备,белдх
870,lieben::V,爱,дурлх
871,mögen::V,喜欢,таассгдх
872,lachen::V,笑,инәх
873,weinen::V,哭,уульх
874,schimpfen::V,骂,харах
875,sich ärgern::V,生气,уурлх
876,sich fürchten::V,害怕,әәх
877,fürchten::V,害怕,әәх
878,fürchten::V,害怕,сүрдх
879,fliehen::V,逃走,зулх
880,flüchten::V,逃跑,орһх
881,flüchten::V,逃跑,зулх
882,sehen::V,看,үзх
883,anschauen::V,注视,харх
884,ansehen::V,注视,хәләх
885,ansehen::V,注视,үзх
886,hören::V,听,соңсх
887,zuhören::V,倾听,соңсх
888,probieren::V,尝,амсх
889,riechen::V,闻,үнрчлх
890,fühlen::V,感到,медх
891,scheinen::V,照耀,болҗ медгдх
892,scheinen::V,照耀,миниһәр болхла
893,scheinen::V,照耀,болад бәәх
894,zu sehen sein::V,可以看到,үзгдх
895,vernehmen::V,审讯,соңсх
896,frieren::V,觉得冷,даарх
897,tun::V,作,кех
898,können::V,能,чадх
899,wollen::V,要,дурлх
900,anfangen::V,开始,эклх
901,beenden::V,结束,дуусх
902,aufhören::V,停止,уурх
903,gelingen::V,成功,бүтх
904,gelingen::V,成功,күцәх
905,geraten::V,陷于,болх
906,öffnen::V,打开,секх
907,schließen::V,关,хаах
908,stellen::V,放,тәвх
909,setzen::V,放,суулһх
910,legen::V,摆,тәвх
911,berühren::V,触,көндәх
912,verbinden::V,联结,боох
913,bedecken::V,覆盖,хучх
914,bedecken::V,覆盖,бүркх
915,aufhängen::V,挂,өлгх
916,anzünden::V,点,асах
917,anzünden::V,点,шатах
918,aufheben::V,拾起,өөдән өргх
919,zurücklassen::V,遗留,үлдәх
920,verlieren::V,丧失,геех
921,fallen lassen::V,让掉下,алдх
922,machen::V,做,кех
923,herstellen::V,生产,кех
924,bauen::V,建造,тосхх
925,reparieren::V,修理,ясх
926,verbessern::V,改进,сәәрүлх
927,ändern::V,改变,хүврәх
928,graben::V,挖,малтх
929,beugen::V,弯下,нуһлх
930,biegen::V,弯,матилһх
931,drehen::V,转动,эргүлх
932,wenden::V,转动,көмрх
933,wenden::V,转动,эргүлх
934,umdrehen::V,转动,эргүлх
935,heben::V,举起,өргх
936,heben::V,举起,деер өргх
937,hochheben::V,抬高,өргх
938,ergreifen::V,抓住,бәрх
939,halten::V,拿着,бәрх
940,drücken::V,压,шахх
941,schieben::V,推,түлкх
942,kratzen::V,搔,мааҗх
943,lecken::V,舔,долах
944,beißen::V,咬,хазх
945,abreißen::V,撕下,таслх
946,abschneiden::V,切断,тәәрх
947,binden::V,捆,боох
948,stecken::V,插,шаах
949,stecken::V,插,хатхх
950,brechen::V,断裂,хамхлх
951,klopfen::V,敲,цокх
952,hauen::V,揍,цокх
953,kleben::V,粘,наах
954,reiben::V,摩擦,зүлгх
955,streichen::V,涂,наах
956,streichen::V,涂,лашх
957,streichen::V,涂,түркх
958,schleifen::V,拖曳,хурцлх
959,schneiden::V,切,хәәчлх
960,rütteln::V,颠簸,дәәвлүлх
961,schütteln::V,摇动,сегсрх
962,schwenken::V,摇动,дайлх
963,schütten::V,倒,кех
964,füllen::V,填满,дүүргх
965,einwickeln::V,包,орах
966,tragen::V,提,зөөх
967,schleppen::V,扛,чирх
968,ziehen::V,拉,татх
969,aufbewahren::V,保存,хадһлх
970,werfen::V,扔,хайх
971,fangen::V,捕捉,бәрх
972,fangen::V,捕捉,хавлх
973,packen::V,抓住,бәрх
974,verstecken::V,藏,дүрх
975,verstecken::V,藏,бултулх
976,teilen::V,分,хувах
977,schicken::V,派遣,илгәх
978,bringen::V,带来,авч ирх
979,hinzufügen::V,添加,немх
980,bekommen::V,得到,авх
981,erhalten::V,接到,авх 
982,nehmen::V,拿,авх
983,wählen::V,挑选,шүүх
984,auswählen::V,选择,шүүх
985,bewahren::V,保持,хадһлх
986,bewahren::V,保持,кевтнь үлдәх
987,bewahren::V,保持,кевтнь бәәлһх
988,behindern::V,防碍,харшлх
989,verderben::V,败坏,үрәх
990,beschädigen::V,损坏,эвдх
991,zerbrechen::V,破碎,күүлх
992,zerbrechen::V,破碎,хамхлх
993,zerreißen::V,撕碎,шуучх
994,zerstören::V,毁坏,эвдх
995,verbrennen::V,燃烧,шатах
996,geben::V,给,өгх
997,reichen::V,递给,өгх
998,schenken::V,赠送,белглх
999,versprechen::V,许诺,амлх
1000,wünschen::V,祝,сә хәәх
1001,loben::V,表扬,магтх
1002,küssen::V,亲,үмсх
1003,wiegen::V,轻摇,саатулх
1004,zudecken::V,盖上,бүркх
1005,wecken::V,唤起,серүлх
1006,zeigen::V,指,үзүлх
1007,führen::V,带领,көтлх
1008,lehren::V,教,заах
1009,lehren::V,教,сурһх
1010,unterrichten::V,讲课,сурһх
1011,unterrichten::V,讲课,багшлх
1012,aufziehen::V,抚养,өскәх
1013,leiten::V,领导,һардх
1014,leiten::V,领导,толһалх
1015,antreiben::V,催促,шамдах
1016,lassen::V,让,күч үзүлх
1017,einladen::V,邀请,үрх
1018,vereinigen::V,统一,хамцулх
1019,besuchen::V,参观,одх
1020,treffen::V,会面,харһх
1021,sich versammeln::V,聚集,цуглрх
1022,sich versammeln::V,聚集,хурх
1023,spielen::V,玩,наадх
1024,singen::V,唱歌,дуулх
1025,tanzen::V,跳舞,биилх
1026,sich trennen::V,分别,хаһцх
1027,verlassen::V,离开,хайх
1028,retten::V,救,әм аврх
1029,retten::V,救,әәмшгәс харсх
1030,bewachen::V,守卫,харх
1031,bewachen::V,守卫,манх
1032,schützen::V,保护,харсх
1033,verteidigen::V,保卫,харсх
1034,sich schlagen::V,打架,гүвдлдх
1035,schießen::V,射击,хах
1036,siegen::V,获胜,диилх
1037,ärgern::V,激怒,уурлулх
1038,schlagen::V,打,цокх
1039,schlagen::V,打,гүвдх
1040,treten::V,踢,
1041,stechen::V,刺,хатхх
1042,stoßen::V,撞,түлкчкх
1043,stehlen::V,盗窃,хулхалх
1044,stören::V,干扰,һә болх
1045,belästigen::V,打搅,амр эс өгх
1046,verbergen::V,隐藏,нуух
1047,verbergen::V,隐藏,бултулх
1048,täuschen::V,欺骗,меклх
1049,betrügen::V,欺骗,меклх
1050,betrügen::V,欺骗,мек һарһх
1051,töten::V,杀,алх
1052,wohnen::V,居住,бәәх
1053,arbeiten::V,工作,көдлх
1054,sammeln::V,收集,түүх
1055,pflücken::V,采,түүх
1056,pflücken::V,采,хурах
1057,jagen::V,打猎,аңнх
1058,jagen::V,打猎,аңһучлх
1059,fischen::V,捕鱼,заһс аңнх
1060,fassen::V,捉住,бәрх
1061,hüten::V,守护,хәрүлх
1062,treiben::V,漂,туух
1063,anbinden::V,拴,уйх
1064,füttern::V,喂,теҗәх
1065,melken::V,挤奶,саах
1066,hacken::V,剁细,чавчх
1067,gießen::V,浇,услх
1068,reifen::V,成熟,болх
1069,reifen::V,成熟,болвсрх
1070,kochen::V,煮,чанх
1071,kochen::V,煮,болһх
1072,backen::V,烤,болһх
1073,braten::V,煎,хуурх
1074,umrühren::V,搅拌,самрх
1075,stricken::V,织,өлгх
1076,nähen::V,缝,уйх
1077,färben::V,染色,будх
1078,reinigen::V,清洁,цеврлх
1079,waschen::V,洗,уһах
1080,abwischen::V,擦掉,арчх
1081,spülen::V,清洗,зәәлх
1082,fegen::V,扫,сәвүрдх
1083,kehren::V,打扫,сәвүрдх
1084,baden::V,给...洗澡,өөмх
1085,sich waschen::V,洗澡,уһах
1086,sich waschen::V,洗澡,бийән уһаҗ
1087,ausziehen::V,脱,тәәлх
1088,anziehen::V,穿,өмсх
1089,sich anziehen::V,穿衣,хувцлх
1090,kämmen::V,梳,самлх
1091,schmücken::V,装饰,чимх
1092,schmücken::V,装饰,кеерүлх
1093,sagen::V,说,келх
1094,sprechen::V,说,келх
1095,reden::V,讲,күүндх
1096,reden::V,讲,күр_кех
1097,sich unterhalten::V,聊天,күүндх
1098,fragen::V,问,сурх
1099,bitten::V,请,эрх
1100,erzählen::V,叙述,келх
1101,erzählen::V,叙述,келҗ өгх
1102,mitteilen::V,通知,медүлх
1103,nennen::V,叫做,нерәдх
1104,nennen::V,叫做,нер өгх
1105,rufen::V,叫,дуудх
1106,prahlen::V,吹牛,көөрх
1107,übersetzen::V,翻译,орчулх
1108,denken::V,想,санх
1109,glauben::V,以为,шүтх
1110,glauben::V,以为,нәәлх
1111,bemerken::V,发觉,темдглх
1112,erkennen::V,识别,таньх
1113,erkennen::V,识别,медх
1114,begreifen::V,理解,медх
1115,verstehen::V,明白,соңсх
1116,lernen::V,学,сурх
1117,wissen::V,知道,медх
1118,sich erinnern an::V,回忆,санх
1119,vergessen::V,忘记,мартх
1120,messen::V,测量,кемҗәлх
1121,zählen::V,数,тоолх
1122,rechnen::V,计算,тоолх
1123,lesen::V,读,умшх
1124,malen::V,画,зурх
1125,zeichnen::V,绘制,зурх
1126,schreiben::V,写,бичх
1127,besitzen::V,占有,эзлх
1128,kaufen::V,买,хулдҗ авх
1129,verkaufen::V,卖,хулдх
1130,verkaufen::V,卖,гүүлгх
1131,bezahlen::V,付钱,өгх
1132,zahlen::V,支付,өгх
1133,beherrschen::V,统治,эзлх
1134,ertragen::V,忍耐,даах
1135,vergebens::ADV,,киидән
1136,klirren::V,,җиңнх
1137,rauschen::V,,сарҗңнх
1138,rühren::V,,уйрах
1139,zubereiten::V,,белдх
