,Concept_ID,nl,os
232,Frau::N,vrouw,сылгоймаг
233,Kind::N,kind,сывӕллон
234,Junge::N,jongen,лӕппу
235,Mädchen::N,meisje,чызг
236,Familie::N,gezin,бинонтæ
237,Familie::N,familie,бинонтæ
238,Großvater::N,grootvader,фыдыфыд
239,Großvater::N,grootvader,мадыфыд
240,Großmutter::N,grootmoeder,фыды мад
241,Großmutter::N,grootmoeder,мады мад
242,Eltern::N,ouders,ныййарджытæ
243,Vater::N,vader,фыд
244,Mutter::N,moeder,мад
245,Sohn::N,zoon,фырт
246,Tochter::N,dochter,чызг
247,Bruder::N,broer,ӕфсымӕр
248,Bruder::N,broeder,ӕфсымӕр
249,Schwester::N,zus,хо
250,Schwester::N,zuster,хо
251,Onkel::N,oom,фыдыфсымӕр
252,Tante::N,tante,мадыхо
253,Ehemann::N,echtgenoot,мой
254,Ehefrau::N,echtgenote,ус
255,Freude::N,vreugde,цин
256,Freude::N,vreugde,циндзинад
257,Gelächter::N,gelach,худын
258,Gelächter::N,gelach,худт
259,Gelächter::N,gelach,худæг
260,Glück::N,geluk,амонд
261,Kummer::N,verdriet,хъыг
262,Wunsch::N,wens,бӕллиц
263,Wunsch::N,verlangen,бӕллиц
264,Lust::N,zin,монц
265,Lust::N,lust,монц
266,Geist::N,geest,уд
267,Gedanke::N,gedachte,хъуыды
268,Gedächtnis::N,geheugen,мысæн
269,Gedächtnis::N,geheugen,мысын
270,Gedächtnis::N,geheugen,зæрдылдарын
271,Verstand::N,verstand,зонд
272,Sinn::N,betekenis,нысаниуæг
273,Grund::N,reden,ӕфсон
274,Wahrheit::N,waarheid,æцæг
275,Gespräch::N,gesprek,ныхас
276,Märchen::N,sprookje,аргъау
277,Erzählung::N,verhaal,радзырд
278,Nachricht::N,tijding,уац
279,Neuigkeit::N,nieuws,хабар
280,Neuigkeit::N,nieuwtje,хабар
281,Name::N,naam,ном
282,Rätsel::N,raadsel,уыци-уыци
283,Rätsel::N,raadsel,базон-базон
284,Rede::N,rede,раныхас
285,Sprache::N,taal,ӕвзаг
286,Stimme::N,stem,хъӕлӕс
287,Wort::N,woord,дзырд
288,Zeichen::N,teken,нысан
289,Ruf::N,roep,сидт
290,Lärm::N,lawaai,уынæр
291,Laut::N,klank,зӕл
292,Laut::N,klank,мыр
293,Laut::N,geluid,зӕл
294,Laut::N,geluid,мыр
295,Ton::N,toon,мыр
296,Ton::N,klank,мыр
297,Lied::N,lied,зарӕг
298,Ruhe::N,rust,æнцой
299,Ruhe::N,stilte,æнцой
300,Leute::N,lui,адӕм
301,Leute::N,mensen,адӕм
302,Volk::N,volk,адӕм
303,Arbeit::N,werk,фӕллой
304,Arbeit::N,arbeid,фӕллой
305,Gast::N,gast,уазӕг
306,Geschenk::N,cadeau,хуын
307,Geschenk::N,geschenk,хуын
308,Spiel::N,spel,хъазт
309,Gesellschaft::N,gezelschap,дзыллæ
310,Gesellschaft::N,gezelschap,æхсæнад
311,Hilfe::N,hulp,æххуыс
312,Hilfe::N,hulp,ахъаз
313,Freund::N,vriend,лымӕн
314,Kamerad::N,maat,ӕмбал
315,Kamerad::N,metgezel,ӕмбал
316,Angelegenheit::N,zaak,хъуыддаг
317,Angelegenheit::N,aangelegenheid,хъуыддаг
318,Anzahl::N,tal,бӕрц
319,Anzahl::N,aantal,бӕрц
320,Art::N,slag,хуыз
321,Art::N,slag,хуызад
322,Art::N,soort,хуыз
323,Art::N,soort,хуызад
324,Stück::N,stuk,кæрдих
325,Stück::N,stuk,комдзаг
326,Teil::N,deel,хай
327,Hälfte::N,helft,æрдæг
328,Hälfte::N,helft,æмбис
329,Kreis::N,kring,зиллакк
330,Kreis::N,cirkel,зиллакк
331,Kreuz::N,kruis,дзуар
332,Linie::N,lijn,хахх
333,Strich::N,haal,хахх
334,Strich::N,streep,хахх
335,Abstand::N,afstand,æхсæнуат
336,Entfernung::N,afstand,дæрддзæг
337,Entfernung::N,afstand,дардцæг
338,Gegend::N,streek,ран
339,Platz::N,ruimte,бууат
340,Ort::N,oord,ран
341,Ort::N,oord,бынат
342,Ort::N,plaats,ран
343,Ort::N,plaats,бынат
344,Seite::N,zij,фахс
345,Seite::N,kant,фахс
346,Seite::N,zijde,фахс
347,Mitte::N,midden,астӕу
348,Gegenstand::N,voorwerp,дзаума
349,Sache::N,zaak,дзаума
350,Rand::N,rand,кӕрон
351,Rand::N,boord,кӕрон
352,Kante::N,kant,фӕрск
353,Ecke::N,hoek,тигъ
354,Ecke::N,hoek,фисын
355,Spitze::N,punt,бырынкъ
356,Spitze::N,spits,бырынкъ
357,Ende::N,einde,кӕрон
358,Ende::N,uiteinde,кӕрон
359,Loch::N,gat,хуынкъ
360,Winkel::N,hoek,къуым
361,Muster::N,dessin,нывæфтыд
362,Muster::N,dessin,кæдзист
363,Muster::N,patroon,нывæфтыд
364,Muster::N,patroon,кæдзист
365,Größe::N,grootte,ас
366,Länge::N,lengte,дӕргъ
367,Höhe::N,hoogte,бæрзонд
368,Höhe::N,hoogte,бæрзæнд
369,Höhe::N,hoogte,бæрзонддзинад
370,Gewicht::N,gewicht,уӕз
371,Menge::N,hoeveelheid,бӕрц
372,Haufen::N,hoop,кӕри
373,Reihe::N,rij,рӕнхъ
374,Reihe::N,reeks,рӕнхъ
375,Boot::N,boot,чема
376,Ruder::N,roeiriem,къохар
377,Schlitten::N,slee,дзоныгъ
378,Schlitten::N,slede,дзоныгъ
379,Ski::N,ski,къахдзоныгътæ
380,Ski::N,ski,лыжæтæ
381,Lagerfeuer::N,kampvuur,арт
382,Last::N,last,уаргъ
383,Last::N,vracht,уаргъ
384,Gang::N,wandeling,цыд
385,Schritt::N,stap,санчъех
386,Schritt::N,stap,къахдзӕф
387,Schritt::N,schrede,санчъех
388,Schritt::N,schrede,къахдзӕф
389,Norden::N,noorden,цæгат
390,Süden::N,zuiden,хуссар
391,Westen::N,westen,ныгуылæн
392,Osten::N,oosten,скæсæн
393,Holz::N,hout,хъӕдӕрмӕг
394,Brett::N,plank,фæйнæг
395,Platte::N,plaat,къӕй
396,Stütze::N,stut,быцæу
397,Stütze::N,steun,быцæу
398,Stange::N,stang,хъил
399,Stock::N,stok,лӕдзӕг
400,Stab::N,staf,хъил
401,Rohr::N,pijp,хӕтӕл
402,Haus::N,huis,хӕдзар
403,Heim::N,tehuis,къона
404,Ofen::N,kachel,пец
405,Fußboden::N,vloer,астӕрд
406,Tisch::N,tafel,стъол
407,Stuhl::N,stoel,бандон
408,Wiege::N,wieg,авдæн
409,Bett::N,bed,сынтӕг
410,Regal::N,rek,тӕрхӕг
411,Regal::N,rek,уӕлвӕйнӕг
412,Kiste::N,kist,асыкк
413,Fenster::N,raam,рудзынг
414,Fenster::N,raam,фæрссаг
415,Fenster::N,venster,рудзынг
416,Fenster::N,venster,фæрссаг
417,Tür::N,deur,дуар
418,Tor::N,poort,кулдуар
419,Zaun::N,omheining,æмбонд
420,Zaun::N,omheining,быру
421,Zaun::N,omheining,гæрæн
422,Dach::N,dak,уӕлхӕдзар
423,Leiter::N,ladder,асин
424,Besen::N,bezem,уисой
425,Spaten::N,schop,бел
426,Schaufel::N,schep,æвгæнæн
427,Schaufel::N,schep,кæфой
428,Gabel::N,vork,вилкæ
429,Löffel::N,lepel,уидыг
430,Messer::N,mes,кард
431,Nagel::N,spijker,зӕгӕл
432,Netz::N,net,хыз
433,Haken::N,haak,хæдз
434,Haken::N,haak,хæбырæгъ
435,Griff::N,handvat,фистон
436,Schloss::N,slot,гуыдыр
437,Bild::N,beeld,ныв
438,Figur::N,figuur,кæрдгæныв
439,Puppe::N,pop,чындз
440,Beutel::N,zak,дзӕкъул
441,Beutel::N,buidel,дзӕкъул
442,Bündel::N,pak,баст
443,Bündel::N,bundel,баст
444,Tasche::N,tas,хызын
445,Tasche::N,tas,дзæкъул
446,Eimer::N,emmer,къæрта
447,Eimer::N,emmer,чъыбыла
448,Eimer::N,emmer,ведра
449,Deckel::N,deksel,сæр
450,Deckel::N,deksel,æмбæрзæн
451,Geschirr::N,vaatwerk,мигæнæн
452,Geschirr::N,vaatwerk,мигæнæнтæ
453,Sack::N,zak,голлаг
454,Tasse::N,kop,пиала
455,Tasse::N,kop,къус
456,Topf::N,pan,аг
457,Topf::N,pan,чысыл аг
458,Kessel::N,ketel,аг
459,Essen::N,eten,хӕрд
460,Nahrung::N,voedsel,хойраг
461,Speise::N,spijs,хӕринаг
462,Fleisch::N,vlees,дзидза
463,Fleisch::N,vlees,фыдызгъӕл
464,Getreide::N,graan,халсар
465,Brei::N,pap,кас
466,Brei::N,brij,кас
467,Brot::N,brood,дзул
468,Scheibe::N,plak,къӕбӕр
469,Scheibe::N,snede,къӕбӕр
470,Fett::N,vet,сой
471,Butter::N,boter,нӕлхӕ
472,Öl::N,olie,зети
473,Salz::N,zout,цӕхх
474,Suppe::N,soep,бас
475,Honig::N,honing,мыд
476,Milch::N,melk,ӕхсыр
477,Tee::N,thee,цай
478,Leder::N,leer,мæскуы
479,Leder::N,leder,мæскуы
480,Wolle::N,wol,фӕсмын
481,Stoff::N,stof,хъуымац
482,Nadel::N,naald,судзин
483,Faden::N,draad,ӕндах
484,Knopf::N,knoop,цӕппӕр
485,Knoten::N,knoop,ӕлхынцъ
486,Farbe::N,verf,ахорæн
487,Kleidung::N,kledij,дарӕс
488,Kleidung::N,kleding,дарӕс
489,Hemd::N,hemd,хӕдон
490,Kragen::N,kraag,æфцæггот
491,Ärmel::N,mouw,дыс
492,Hose::N,broek,хæлаф
493,Hose::N,broek,æддаг хæлаф
494,Hose::N,broek,салбар
495,Hose::N,pantalon,хæлаф
496,Hose::N,pantalon,æддаг хæлаф
497,Hose::N,pantalon,салбар
498,Gürtel::N,riem,рон
499,Gürtel::N,gordel,рон
500,Mütze::N,muts,худ
501,Schuh::N,schoen,басмахъ
502,Stiefel::N,laars,цырыхъхъ
503,Ring::N,ring,къухдарӕн
504,Band::N,lint,лент
505,Kamm::N,kam,сӕрвасӕн
506,Spiegel::N,spiegel,айдæн
507,Spiegel::N,spiegel,кæсæн
508,Riemen::N,riem,гӕрз
509,Schnur::N,koord,бӕндӕн
510,Leine::N,lijn,
511,Decke::N,deken,хъӕццул
512,Kissen::N,kussen,баз
513,Tuch::N,doek,кæлмæрзæн
514,Tuch::N,doek,кæрдæн
515,Handtuch::N,handdoek,хисæрфæн
516,Kraft::N,kracht,тых
517,Kraft::N,kracht,хъомыс
518,Stärke::N,sterkte,тых
519,Stärke::N,sterkte,æхсар
520,Gesundheit::N,gezondheid,æнæниздзинад
521,Krankheit::N,ziekte,низ
522,Krankheit::N,ziekte,рын
523,Schmerz::N,pijn,рис
524,Wunde::N,wond,цӕф
525,Fieber::N,koorts,ризӕг
526,Fieber::N,koorts,тӕфсӕг
527,Arznei::N,medicament,хос
528,Arznei::N,geneesmiddel,хос
529,Brücke::N,brug,хид
530,Brunnen::N,put,цъай
531,Brunnen::N,bron,цъай
532,Weide::N,wei,хизæн
533,Weide::N,wei,хизæнуат
534,Weide::N,wei,сæрвæт
535,Weide::N,weide,хизæн
536,Weide::N,weide,хизæнуат
537,Weide::N,weide,сæрвæт
538,Pfad::N,pad,къахвæндаг
539,Pfad::N,pad,къахвæд
540,Weg::N,weg,фӕндаг
541,Straße::N,baan,фӕндаг
542,Straße::N,straat,фӕндаг
543,Dorf::N,dorp,хъӕу
544,Stadt::N,stad,сахар
545,Brief::N,brief,фыстӕг
546,Buch::N,boek,чиныг
547,Buchstabe::N,letter,дамгъӕ
548,Zeitung::N,krant,газет
549,Zeitung::N,dagblad,газет
550,Leben::N,leven,цард
551,Leben::N,leven,цӕрӕнбон
552,Tod::N,dood,мæлæт
553,Tod::N,dood,адзал
554,Grab::N,graf,ингӕн
555,Kirche::N,kerk,аргъуан
556,Sünde::N,zonde,тæригъæд
557,Gott::N,god,хуыцау
558,Arbeiter::N,arbeider,кусæг
559,Chef::N,chef,ӕмцег
560,Meister::N,meester,мастер
561,Meister::N,meester,дæсны
562,Arzt::N,arts,хосгæнæг
563,Arzt::N,arts,дохтыр
564,Arzt::N,dokter,хосгæнæг
565,Arzt::N,dokter,дохтыр
566,Lehrer::N,leraar,ахуыргæнæг
567,Lehrer::N,onderwijzer,ахуыргæнæг
568,Geld::N,geld,ӕхца
569,Geschäft::N,zaak,бизнес
570,Geschäft::N,zaak,хъуыддаг
571,Laden::N,winkel,дукани
572,Preis::N,prijs,аргъ
573,Ware::N,waar,базайраг
574,Nutzen::N,nut,пайда
575,Nutzen::N,voordeel,пайда
576,Reichtum::N,rijkdom,хъæздыгдзинад
577,Reichtum::N,rijkdom,исбон
578,Reichtum::N,rijkdom,мулк
579,Welt::N,wereld,дуне
580,Land::N,land,бӕстӕ
581,Staat::N,staat,паддзахад
582,König::N,koning,къарол
583,Macht::N,macht,хицаудзинад
584,Grenze::N,grens,арӕн
585,Krieg::N,oorlog,хӕст
586,Feind::N,vijand,знаг
587,Feind::N,vijand,фыдгул
588,Feind::N,vijand,фыдзæрдæ
589,Feind::N,vijand,сон
590,Gewalt::N,geweld,тыхми
591,Gewalt::N,geweld,тыхдзинад
592,Kampf::N,strijd,хæст
593,Kampf::N,strijd,хъæбысæйхæст
594,Kampf::N,strijd,тох
595,Kampf::N,gevecht,хæст
596,Kampf::N,gevecht,хъæбысæйхæст
597,Kampf::N,gevecht,тох
598,Bogen[Waffe]::N,boog,ӕрдын
599,Pfeil::N,pijl,фат
600,Gewehr::N,geweer,топп
601,Fehler::N,fout,рӕдыд
602,Lüge::N,leugen,мӕнг
603,Lüge::N,leugen,гӕдыдзинад
604,Schaden::N,schade,зиан
605,Unglück::N,tegenspoed,бæллæх
606,Schuld::N,schuld,азым
607,Alter::N,leeftijd,кар
608,Schluss::N,slot,кæрон
609,Zeit::N,tijd,рӕстӕг
610,Tag::N,dag,бон
611,Morgen::N,morgen,райсом
612,Morgen::N,ochtend,райсом
613,Mittag::N,middag,æмбисбон
614,Abend::N,avond,изӕр
615,Nacht::N,nacht,ӕхсӕв
616,Woche::N,week,къуыри
617,Monat::N,maand,мӕй
618,Jahr::N,jaar,аз
619,Jahr::N,jaar,афӕдз
620,Frühling::N,lente,уалдзæг
621,Frühling::N,voorjaar,уалдзæг
622,Sommer::N,zomer,сӕрд
623,Herbst::N,herfst,фæззæг
624,Winter::N,winter,зымӕг
625,Januar::N,januari,январь
626,Februar::N,februari,февраль
627,März::N,maart,мартъи
628,April::N,april,апрель
629,Mai::N,mei,май
630,Juni::N,juni,июнь
631,Juli::N,juli,июль
632,August::N,augustus,август
633,September::N,september,сентябрь
634,Oktober::N,oktober,октябрь
635,November::N,november,ноябрь
636,Dezember::N,december,декабрь
637,Montag::N,maandag,къуырисæр
638,Dienstag::N,dinsdag,дыццæг
639,Mittwoch::N,woensdag,æртыццæг
640,Donnerstag::N,donderdag,цыппæрæм
641,Freitag::N,vrijdag,майрæмбон
642,Samstag::N,zaterdag,сабат
643,Sonntag::N,zondag,хуыцаубон
644,groß::A,groot,дынджыр
645,klein::A,klein,гыццыл
646,lang::A,lang,даргъ
647,kurz::A,kort,цыбыр
648,breit::A,breed,фӕтӕн
649,schmal::A,smal,нарӕг
650,schmal::A,smal,уынгӕг
651,dicht::A,dicht,бæзджын
652,dicht::A,dicht,тар
653,dick[Gegenstand]::A,dik,сӕвджын
654,dünn::A,dun,тæнæг
655,fein::A,fijn,лыстӕг
656,fest::A,vast,фидар
657,fest::A,vast,хъӕддых
658,flach::A,plat,тъӕпӕн
659,glatt::A,glad,лӕгъз
660,hart::A,hard,хъӕбӕр
661,weich::A,week,фӕлмӕн
662,rund::A,rond,тымбыл
663,spitz::A,spits,цыргъбырынкъ
664,spitz::A,spits,цыргъфындз
665,spitz::A,puntig,цыргъбырынкъ
666,spitz::A,puntig,цыргъфындз
667,scharf::A,scherp,цыргъ
668,stumpf::A,stomp,къуымых
669,schwer::A,zwaar,уӕззау
670,schön::A,mooi,аив
671,schön::A,mooi,рӕсугъд
672,schön::A,fraai,аив
673,schön::A,fraai,рӕсугъд
674,heiß::A,heet,тӕвд
675,warm::A,warm,хъарм
676,kalt::A,koud,уазал
677,kühl::A,koel,сатæг
678,kühl::A,koel,уазалгомау
679,frisch::A,fris,сатæг
680,feucht::A,vochtig,уымӕл
681,nass::A,nat,хуылыдз
682,trocken::A,droog,хус
683,voll::A,vol,дзаг
684,voll::A,vol,йедзаг 
685,leer::A,leeg,афтид
686,offen::A,open,гом
687,geschlossen::A,gesloten,æхгæд
688,sauber::A,net,сыгъдæг
689,sauber::A,schoon,сыгъдæг
690,schmutzig::A,vuil,чъиллон
691,roh::A,rauw,хом
692,reif::A,rijp,рӕгъӕд
693,lecker::A,lekker,хӕрзад
694,süß::A,zoet,адджын
695,bitter::A,bitter,судзаг
696,sauer::A,zuur,туаг
697,hell::A,licht,рухс
698,hell::A,helder,рухс
699,dunkel::A,donker,талынг
700,schwarz::A,zwart,сау
701,weiß::A,wit,урс
702,rot::A,rood,сырх
703,gelb::A,geel,бур
704,blau::A,blauw,цъӕх
705,grün::A,groen,цъӕх
706,grün::A,groen,кӕрдӕгхуыз
707,grau::A,grijs,цъӕх
708,grau::A,grijs,фӕныкхуыз
709,bunt::A,bont,хъулон
710,bunt::A,bont,гæрæм
711,billig::A,goedkoop,аслам
712,teuer::A,duur,зынаргъ
713,wertvoll::A,kostbaar,зынаргъ
714,wertvoll::A,waardevol,зынаргъ
715,blind::A,blind,куырм
716,taub::A,doof,къуырма
717,kräftig::A,krachtig,домбай
718,kräftig::A,krachtig,тыхджын
719,stark::A,sterk,тыхджын
720,schwach::A,zwak,ӕнӕбон
721,fett::A,vet,нард
722,schlank::A,slank,гуырвидыц
723,schlank::A,slank,хæрзконд
724,schlank::A,slank,рæхснæг
725,schlank::A,slank,сагамад
726,hübsch::A,leuk,аив
727,hübsch::A,leuk,рӕсугъд
728,böse::A,kwaad,фыдзӕрдӕ
729,dumm::A,dom,ӕдылы
730,faul::A,lui,зивӕг
731,faul::A,lui,зивӕггӕнаг
732,fleißig::A,vlijtig,æнæзивæг
733,fleißig::A,vlijtig,æнувыд
734,geizig::A,gierig,чъынды
735,geizig::A,gierig,æлгъин
736,geizig::A,gierig,мæрддзæст
737,klug::A,slim,зондджын
738,klug::A,schrander,зондджын
739,klug::A,verstandig,зондджын
740,geschickt::A,handig,хӕрзарӕхст
741,geschickt::A,vaardig,хӕрзарӕхст
742,lieb::A,lief,уарзон
743,lustig::A,vrolijk,хъӕлдзӕг
744,sanft::A,zacht,мынчын
745,hungrig::A,hongerig,ӕххормаг
746,krank::A,ziek,нӕфӕразгӕ
747,nackt::A,naakt,бӕгънӕг
748,traurig::A,treurig,ӕрхӕндӕг
749,traurig::A,bedroefd,ӕрхӕндӕг
750,lebendig::A,levend,цардӕгас
751,gut::A,goed,хорз
752,schlecht::A,slecht,цауд
753,richtig::A,juist,раст
754,schlimm::A,erg,ӕвзӕр
755,schlimm::A,kwaad,ӕвзӕр
756,wahr::A,waar,ӕцӕг
757,alt::A,oud,зӕронд
758,neu::A,nieuw,ног
759,ehemalig::A,voormalig,раздӕры
760,alt[Lebewesen]::A,oud,ацӕргӕ
761,jung::A,jong,ӕрыгон
762,arm::A,arm,мӕгуыр
763,reich::A,rijk,хъӕздыг
764,bekannt::A,bekend,зонгӕ
765,berühmt::A,beroemd,номдзыд
766,fremd::A,vreemd,æцæгæлон
767,verschieden::A,verscheiden,æндæр æмæ æндæр
768,verschieden::A,verscheiden,алы
