,Concept_ID,mrj,he
745,hinab::ADV,ӱлӹкӹ,למטה
746,hinab::ADV,лӹвӓкӹ,למטה
747,oben::ADV,вӹлнӹ,מעל
748,oben::ADV,вӹлнӹ,למעלה
749,hinauf::ADV,кӱшкӹлӓ,למעלה
750,hinauf::ADV,кӱш,למעלה
751,überall::ADV,йӹлт,בכל מקום
752,überall::ADV,цилӓ вӓре,בכל מקום
753,nicht::ADV,уке,לא
754,ein wenig::ADV,изиш,קצת
755,ein wenig::ADV,иклаштык,קצת
756,kaum::ADV,цылик,בקשי
757,kaum::ADV,чучок-чучок,בקשי
758,sehr::ADV,чоте,מאוד
759,so::ADV,тенге,כך
760,so::ADV,тенге,ככה
761,so::ADV,тенгелӓ,כך
762,so::ADV,тенгелӓ,ככה
763,noch::ADV,мол,עוד
764,noch::ADV,мол,עדין
765,noch::ADV,моло,עוד
766,noch::ADV,моло,עדין
767,nur::ADV,веле,רק
768,schon::ADV,уже,כבר
769,schon::ADV,ӹнде,כבר
770,wieder::ADV,уэш,שוב
771,vergebens::ADV,зря,לריק
772,vergebens::ADV,зря,לשוא
773,vergebens::ADV,ӹзрӓ,לריק
774,vergebens::ADV,ӹзрӓ,לשוא
775,vergebens::ADV,ӹзӹрӓ,לריק
776,vergebens::ADV,ӹзӹрӓ,לשוא
777,vor::PRP,анзыц,מול
778,vor::PRP,анзыцын,מול
779,hinter::PRP,шайылан,מאחורי
780,hinter::PRP,шайылный,מאחורי
781,unter::PRP,лӹвӓкӹ,מתחת
782,durch::PRP,вашт,דרך
783,neben::PRP,сага,ליד
784,neben::PRP,сага,על-יד
785,zwischen::PRP,лош,בין
786,zwischen::PRP,лошкы,בין
787,wegen::PRP,мычыц,בשל
788,wegen::PRP,мычыц,בגלל
789,dies::PRN,тидӹ,זה
790,dies::PRN,ти,זה
791,das::PRN,тидӹ,זה
792,das::PRN,ти,זה
793,alles::PRN,цилӓ,הכל
794,ich::PRN,мый,אני
795,du::PRN,тӹнь,את
796,du::PRN,тӹнь,אתה
797,er::PRN,тӹдӹ,הוא
798,wir::PRN,мӓ,אנחנו
799,ihr::PRN,вӓ,לה
800,sie::PRN,нӹнӹ,הם
801,was::FPRN,ма,מה
802,wer::FPRN,кӱ,מי
803,wo::FADV,кышан,איפה
804,wo::FADV,кыштакен,איפה
805,wohin::FADV,кышкы,לאן
806,wie::FADV,кыце,איך
807,warum::FADV,малын,למה
808,wieviel::FNUM,кынар,כמה
809,wieviel::FNUM,кынары,כמה
810,wieviel::FNUM,кынаркы,כמה
811,eins::NUM,иктӹ,אחד
812,eins::NUM,иктӹт,אחד
813,zwei::NUM,кок,שתים
814,zwei::NUM,кокты,שתים
815,drei::NUM,кым,שלושה
816,drei::NUM,кымыт,שלושה
817,vier::NUM,нӹл,ארבעה
818,fünf::NUM,вӹц,חמשה
819,sechs::NUM,куд,ששה
820,sechs::NUM,кудытмозн,ששה
821,sieben::NUM,шӹм,שבעה
822,sieben::NUM,шӹмӹт,שבעה
823,acht::NUM,кӓндӓкш,שמונה
824,acht::NUM,кӓндӓкшӹ,שמונה
825,neun::NUM,ӹндекшшӱдӹ,תשעה
826,zehn::NUM,лу,עשרה
827,elf::NUM,луатик,אחת עשרה
828,elf::NUM,луатиктӹ,אחת עשרה
829,zwölf::NUM,луаткок,שתים עשרה
830,zwölf::NUM,луаткокты,שתים עשרה
831,zwanzig::NUM,коклы,עשרים
832,dreißig::NUM,кымлы,שלושים
833,vierzig::NUM,нӹллӹ,ארבעים
834,fünfzig::NUM,вӹцлӹ,חמשים
835,sechzig::NUM,кудлу,ששים
836,siebzig::NUM,шӹмлу,שבעים
837,achtzig::NUM,кӓндӓкшлу,שמונים
838,neunzig::NUM,ӹндекшлу,תשעים
839,hundert::NUM,шӱдӹ,מאה
840,tausend::NUM,тӹжем,אלף
841,und::CNJ,дöн,ו
842,oder::CNJ,льывы,או
843,stehen::V,шалшаг,עמד
844,sitzen::V,шӹнзӓш,ישב
845,liegen::V,киӓш,שכב
846,hängen::V,кечӓш,היה תלוי
847,werden::V,шагалаш,הפך ל
848,passieren::V,ӹштӓ́лтӓш,קרה
849,beginnen::V,тӹнгӓлӓлтӓш,התחיל
850,enden::V,пӹтӓш,הסתים
851,wechseln::V,весемӓш,השתנה
852,wechseln::V,весемӓлтӓш,השתנה
853,aufgehen[Sonne]::V,авараш,זרח
854,untergehen[Sonne]::V,шӹ́нзӓш,שקע
855,scheinen[Sonne]::V,сотемдӓрӓш,בהק
856,donnern::V,хӹдӹртӓш,רעם
857,wehen::V,ӹфӹлӓш,נשב
858,strömen::V,йогащ,זרם
859,fließen::V,йогащ,זרם
860,sich drehen::V,пöрдӓш,הסתובב
861,schwanken::V,лыпшалташ,התנודד
862,schwingen::V,кӓчӓйӓш,התנענע
863,fallen::V,кенвазаш,נפל
864,fallen::V,шынгалташ,נפל
865,brennen::V,йылаш,בער
866,rauchen::V,шыпшаш,עשן
867,regnen::V,юраш,ירד גשם
868,gefrieren::V,гӓш,קפא
869,gefrieren::V,кӹлмаш,קפא
870,tauen::V,шылаш,נמס
871,schmelzen::V,шӹрӓнӓш,התיך
872,trocknen::V,кошкаш,התיבש
873,sieden::V,шолаш,רתח
874,faulen::V,шӱӓш,רקב
875,verfaulen::V,йӓнгӓрӓлтӓш,רקב
876,reißen::V,кышкедӓлтӓш,נקרע
877,versinken::V,ва́лаш,טבע
878,vergehen::V,эртӓш,עבר
879,erscheinen::V,каяш,נגלה
880,erscheinen::V,каяш,הופיע
881,verschwinden::V,ямаш,נעלם
882,sinken::V,пычаш,ירד
883,abnehmen::V,чӹдемӓш,הפחית
884,abnehmen::V,кöтӹргӓш,הפחית
885,zunehmen::V,когоэмӓш,רבה
886,steigen::V,лӱлта́лташ,עלה
887,wachsen::V,кушкаш,גדל
888,glänzen::V,йӹлгӹжӓш,נצץ
889,glänzen::V,йӹлгӹжӓш,בהק
890,funkeln::V,валгалташ,נצנץ
891,lärmen::V,юкланаш,רעש
892,läuten::V,цоргаш,צלצל
893,klingeln::V,цоргаш,צלצל
894,klirren::V,цонгырталгаш,קרקש
895,brausen::V,ышдымыла́наш,געש
896,rauschen::V,шу́жгаш,רשרש
897,klingen::V,йо́нгаш,נשמע
898,bellen::V,опташ,נבח
899,heulen::V,урмыжаш,ילל
900,blasen::V,ӹфӹлӓш,נשף
901,pfeifen::V,ши́шкаш,שרק
902,schreien::V,уташ,צעק
903,schreien::V,саслаш,צעק
904,schreien::V,варгынзаш,צעק
905,stöhnen::V,ӹнгӹрӓш,נאנק
906,zittern::V,цӹтӹрӓш,רעד
907,leben::V,ӹлӓш,חי
908,geboren werden::V,шачаш,נולד
909,atmen::V,шӱлӓш,נשם
910,trinken::V,йӱӓш,שתה
911,essen::V,качкаш,אכל
912,schlucken::V,нелӓш,בלע
913,müde werden::V,янгылаш,התעיף
914,einschlafen::V,амален кеӓш,נרדם
915,schlafen::V,амалаш,ישן
916,aufwachen::V,понгыжалташ,התעורר
917,aufstehen::V,кӹньӹл шагалаш,קם
918,sich erholen::V,кӓнаш,נפש
919,krank werden::V,церлӓнен вазаш,חלה
920,krank sein::V,церлӓнӓш,היה חולה
921,krank sein::V,ясланаш,היה חולה
922,krank sein::V,ясыланаш,היה חולה
923,schmerzen::V,каршташ,כאב
924,husten::V,кахыраш,השתעל
925,genesen::V,паремӓш,הבריא
926,genesen::V,тöрлӓнӓш,הבריא
927,sterben::V,вазын колаш,מת
928,umkommen::V,пӹтӓш,נספה
929,sich bewegen::V,кашташ,נע
930,sich rühren::V,тӓрвӓнӓш,זז
931,sich erheben::V,кӹньӹлӓш,קם
932,sich setzen::V,шӹнзӓш,התישב
933,hinfallen::V,кенвазаш,נפל
934,hinfallen::V,шынгалташ,נפל
935,laufen::V,кашташ,הלך ברגל
936,schreiten::V,ашкедӓш,פסע
937,spazierengehen::V,мадын кашташ,טיל
938,eilen::V,вӓшкӓш,אץ
939,eilen::V,вӓшкӓш,מהר
940,sich beeilen::V,вӓшкӓш,מהר
941,sich beeilen::V,талашаш,מהר
942,sausen::V,хойхаланаш,אץ
943,sausen::V,хояш,אץ
944,rennen::V,кыргыжаш,רץ
945,springen::V,тӹршештӓш,קפץ
946,klettern::V,ку́заш,טפס
947,schaukeln::V,лыпшалташ,התנדנד
948,kriechen::V,авалянаш,זחל
949,kriechen::V,ньыжиклӓш,זחל
950,schwimmen::V,илӓш,שחה
951,tauchen::V,цымаш,צלל
952,rudern::V,шуалташ,חתר
953,fahren::V,кеӓш,נסע
954,fliegen::V,чонгештӓш,עף
955,gehen::V,кеӓш,הלך
956,weggehen::V,кеӓш,עזב
957,abfahren::V,кеӓш,יצא
958,anhalten::V,цӓрнӓш,עצר
959,hineingehen::V,пыраш,נכנס
960,eintreten::V,пыраш,נכנס
961,kommen::V,толаш,בא
962,ankommen::V,шоаш,הגיע
963,zurückkommen::V,пöртӹлӓш,שב
964,zurückkommen::V,пöртӹлӓш,חזר
965,bleiben::V,кодаш,נשאר
966,warten::V,вычаш,חכה
967,warten::V,вычаш,המתין
968,erwarten::V,вычаш,צפה
969,suchen::V,кӹчӓлӓш,חפש
970,finden::V,моаш,מצא
971,versuchen::V,путаяш,נסה
972,versuchen::V,цацаш,נסה
973,vorbereiten::V,поспейӹктӓш,הכין
974,lieben::V,яраташ,אהב
975,mögen::V,яраташ,אהב
976,lachen::V,ваштылаш,צחק
977,rühren::V,тӓрвӓтӓш,נגע ללב
978,weinen::V,мӓгӹрӓш,בכה
979,schimpfen::V,свырседӓлӓш,גער
980,sich ärgern::V,шӹдешкӓш,זעם
981,sich ärgern::V,шӹдешкӓш,כעס
982,sich fürchten::V,лӱдӓш,פחד
983,sich fürchten::V,лӱдӓш,חשש
984,fürchten::V,лӱдӓш,פחד מ
985,fürchten::V,лӱдӓш,חשש מ
986,fliehen::V,кыргыжаш,ברח
987,flüchten::V,кыргыж шӹлӓш,נמלט
988,sehen::V,ужаш,ראה
989,anschauen::V,анжалаш,הביט
990,ansehen::V,анжаш,התבונן
991,hören::V,колаш,שמע
992,zuhören::V,колышташ,הקשיב
993,probieren::V,тотештӓш,נסה
994,probieren::V,подыл анжаш,נסה
995,riechen::V,ӱпшӹнзӓш,הריח
996,fühlen::V,шижӓш,חש
997,scheinen::V,каяш,נדמה
998,zu sehen sein::V,каяш,נראה
999,vernehmen::V,колын колташ,נודע ל
1000,frieren::V,кӹлмаш,קר ל
1001,frieren::V,тӹнгӹргӓш,קר ל
1002,tun::V,ӹштӓш,פעל
1003,können::V,кердӓш,יכל
1004,wollen::V,жалаяш,רצה
1005,anfangen::V,тӹнгӓлӓш,התחיל
1006,beenden::V,пӹтӓрӓш,גמר
1007,aufhören::V,цӓрнӓш,סים
1008,gelingen::V,цӓш лиӓш,הצליח
1009,geraten::V,лиӓш,עלה
1010,öffnen::V,пачаш,פתח
1011,schließen::V,чӱчӓш,סגר
1012,stellen::V,шӹндӓш,העמיד
1013,setzen::V,шӹндӓш,הושיב
1014,legen::V,опташ,שם
1015,legen::V,пиштӓш,שם
1016,berühren::V,тӹкӓлӓш,נגע
1017,verbinden::V,пидӓш,קשר
1018,bedecken::V,леведӓш,כסה
1019,aufhängen::V,сӓкӓш,תלה
1020,anzünden::V,чӱктӓш,הצית
1021,aufheben::V,кузыкташ,אסף
1022,zurücklassen::V,кодаш,השאיר
1023,verlieren::V,ямдаш,אבד
1024,fallen lassen::V,кенвацтараш,שמט
1025,fallen lassen::V,кенвацтараш,הפיל
1026,machen::V,ӹштӓш,עשה
1027,herstellen::V,йӓмдӹлӓш,יצר
1028,bauen::V,ӹштӓш,בנה
1029,reparieren::V,чиняш,תקן
1030,reparieren::V,алалаш,תקן
1031,verbessern::V,яжоэмден шӹндӓш,שפר
1032,ändern::V,вашталташ,שנה
1033,graben::V,капаяш,חפר
1034,beugen::V,лывырташ,כפף
1035,beugen::V,каклярташ,כפף
1036,biegen::V,лывырташ,כופף
1037,drehen::V,сӓрӓш,סובב
1038,drehen::V,сӓрӹкӓлӓш,סובב
1039,wenden::V,сӓрӓлӓш,הפך
1040,umdrehen::V,сӓрӓлӓш,סובב
1041,heben::V,лӱктӓш,הרים
1042,hochheben::V,кузыкташ,הרים
1043,ergreifen::V,хватяш,אחז
1044,halten::V,кычаш,החזיק
1045,drücken::V,темдӓш,לחץ
1046,schieben::V,шӹкӓш,הזיז
1047,kratzen::V,нӹжӓш,שרט
1048,kratzen::V,нӹжӓш,שפשף
1049,lecken::V,нылаш,לקק
1050,beißen::V,пыралаш,נשך
1051,abreißen::V,кӹрӓш,קרע
1052,abreißen::V,кышкед нӓлӓш,קרע
1053,abschneiden::V,шулаш,חתך
1054,abschneiden::V,лаштыклаш,חתך
1055,binden::V,пидӓш,קשר
1056,stecken::V,шыралаш,תקע
1057,brechen::V,тодылаш,שבר
1058,brechen::V,пыдырташ,שבר
1059,klopfen::V,рушткаш,נקש
1060,hauen::V,шелӹштӓш,הכה
1061,kleben::V,клейӓш,הדביק
1062,reiben::V,нӹжӓш,שפשף
1063,streichen::V,шӹрӓш,מרח
1064,schleifen::V,шымаш,השחיז
1065,schneiden::V,пӹчкӓш,גזר
1066,rütteln::V,мыльгыкташ,נענע
1067,schütteln::V,цӹтӹртӓш,נער
1068,schütteln::V,мыльгыкташ,נער
1069,schwenken::V,машыяш,נופף
1070,schwenken::V,машыяш,טלטל
1071,schütten::V,опталаш,שפך
1072,füllen::V,темӓш,מלא
1073,einwickeln::V,пӹтӹрӓ́лӓш,עטף
1074,tragen::V,намалаш,נשא
1075,schleppen::V,шӹдӹрӓш,סחב
1076,ziehen::V,шыпшаш,משך
1077,aufbewahren::V,перегӓш,שמר
1078,werfen::V,кӹшкӓш,זרק
1079,fangen::V,кычаш,תפס
1080,packen::V,хватяш,אחז
1081,verstecken::V,шӹлтӓш,החביא
1082,teilen::V,пайылаш,חלק
1083,schicken::V,колташ,שלח
1084,bringen::V,кандаш,הביא
1085,bekommen::V,лыкташ,תפס
1086,erhalten::V,получаяш,קבל
1087,nehmen::V,налаш,אחז
1088,wählen::V,айыраш,בחר
1089,auswählen::V,айыраш,בחר ב
1090,bewahren::V,перегӓш,קים
1091,behindern::V,мешӓйӓш,מנע
1092,verderben::V,портяш,מנע
1093,beschädigen::V,шушырташ,הזיק
1094,zerbrechen::V,пыдырташ,נשבר
1095,zerreißen::V,кӹрӓш,קרע
1096,zerstören::V,шӓлӓтӓш,הרס
1097,zerstören::V,шӓлӓтӓш,השמיד
1098,verbrennen::V,йылаташ,שרף
1099,verbrennen::V,йылалташ,שרף
1100,geben::V,пуаш,נתן
1101,reichen::V,пуаш,העביר
1102,schenken::V,подараш,נתן במתנה
1103,versprechen::V,сöрӓш,הבטיח
1104,wünschen::V,жалаяш,אחל
1105,loben::V,хваляш,שבח
1106,küssen::V,шышшалаш,נשק
1107,wiegen::V,лӱнгӓлтӓш,נדנד
1108,zudecken::V,пиштӓш,כסה
1109,wecken::V,понгыжалтараш,עורר
1110,zeigen::V,анжыкташ,הראה
1111,führen::V,видӓш,הביא
1112,führen::V,видӓш,הוביל
1113,lehren::V,тымдаш,למד
1114,unterrichten::V,тымдаш,למד
1115,aufziehen::V,кушташ,רומם
1116,leiten::V,видӓш,נהל
1117,leiten::V,вуйлаташ,נהל
1118,leiten::V,вуйлалташ,נהל
1119,antreiben::V,талаштараш,המרץ
1120,lassen::V,-ыкт,נתן
1121,einladen::V,ӱжӓш,הזמין
1122,vereinigen::V,иктештӓш,אחד
1123,vereinigen::V,иктештӓш,לכד
1124,besuchen::V,толаш,בקר
1125,treffen::V,вӓшлиӓш,פגש
1126,treffen::V,вӓшлиӓлтӓш,פגש
1127,sich versammeln::V,цымыргаш,התאסף
1128,spielen::V,мадаш,שחק
1129,singen::V,мыраш,שר
1130,tanzen::V,кушташ,רקד
1131,sich trennen::V,айырлаш,נפרד
1132,verlassen::V,шуаш,עזב
1133,retten::V,ытараш,הציל
1134,bewachen::V,оролаш,שמר
1135,schützen::V,перегӓш,אבטח
1136,verteidigen::V,перегӓш,הגן
1137,sich schlagen::V,шидӓлӓш,התכתש
1138,sich schlagen::V,шиэдӓлӓш,התכתש
1139,schießen::V,лӱӓш,ירה
1140,siegen::V,сӹнгӓш,גבר
1141,siegen::V,сӹнгӓш,נצח
1142,ärgern::V,шӹдештӓрӓш,עצבן
1143,schlagen::V,пӓрен колташ,הכה
1144,schlagen::V,пӓрен колташ,הלקה
1145,schlagen::V,хӹрӹктен колташ,הכה
1146,schlagen::V,хӹрӹктен колташ,הלקה
1147,treten::V,чымаш,בעט
1148,stechen::V,пышкылаш,דקר
1149,stoßen::V,шыркедӓш,דחק
1150,stehlen::V,шолышт толаш,גנב
1151,stören::V,ӓрештӹлӓш,קטע
1152,stören::V,ӓрештӹлӓш,הפריע
1153,belästigen::V,кӓньӹсӹрлӓндӓрӓш,הציק
1154,belästigen::V,кӓньӹсӹрлӓндӓрӓш,הטריד
1155,belästigen::V,шытырланыкташ,הציק
1156,belästigen::V,шытырланыкташ,הטריד
1157,verbergen::V,шӹлтӓш,הצניע
1158,täuschen::V,алталаш,שגע
1159,täuschen::V,аталаш,שגע
1160,betrügen::V,мошеньӹчӓйӓш,הונה
1161,töten::V,пуштын шуаш,הרג
1162,wohnen::V,ӹлӓш,גר
1163,arbeiten::V,пӓшӓлӓш,עבד
1164,arbeiten::V,ровотаяш,עבד
1165,sammeln::V,погаш,אסף
1166,pflücken::V,кӹрӓш,קטף
1167,jagen::V,охотничӓйӓш,צד
1168,fischen::V,кол кычаш,דג
1169,fassen::V,кычаш,תפס
1170,hüten::V,кӹтӓш,רעה
1171,treiben::V,шуруяш,הוציא
1172,anbinden::V,ялшташ,קשר
1173,anbinden::V,ялышташ,קשר
1174,füttern::V,пукшаш,הלעיט
1175,melken::V,шыпшылаш,חלב
1176,hacken::V,роаш,קצץ
1177,gießen::V,шӓвӓш,השקה
1178,reifen::V,кӱӓш,בשל
1179,reifen::V,поспейӓш,בשל
1180,zubereiten::V,йӓмдӹлӓш,הכין
1181,kochen::V,шолташ,בשל
1182,backen::V,кӱктӓш,אפה
1183,braten::V,жӓрӓш,צלה
1184,braten::V,жӓрӓш,טגן
1185,umrühren::V,намалаш,ערבב
1186,stricken::V,пидӓш,סרג
1187,nähen::V,ыргаш,תפר
1188,färben::V,пидӓш,צבע
1189,reinigen::V,чиӓлтӓш,נקה
1190,waschen::V,мышкаш,רחץ
1191,waschen::V,мышкаш,כבס
1192,abwischen::V,ӹштӓш,נגב
1193,spülen::V,шӱӓлтӓш,שטף
1194,fegen::V,ӹштӓш,טאטא
1195,kehren::V,ӹштӓш,טאטא
1196,baden::V,нӱштӹлӓш,טבל
1197,baden::V,нӱштӹлӓш,שחה
1198,sich waschen::V,мышкылташ,התרחץ
1199,ausziehen::V,кыдашаш,הוריד
1200,anziehen::V,чиӓш,לבש
1201,sich anziehen::V,чиӓш,התלבש
1202,kämmen::V,шерӓш,סרק
1203,schmücken::V,цеверемдӓш,קשט
1204,sagen::V,манаш,אמר
1205,sagen::V,келесӓш,אמר
1206,sprechen::V,манаш,דבר
1207,reden::V,шайышташ,דבר
1208,sich unterhalten::V,хытыраш,שוחח
1209,sich unterhalten::V,хытыргаш,שוחח
1210,fragen::V,ядаш,שאל
1211,bitten::V,ядаш,בקש
1212,erzählen::V,келесӓш,ספר
1213,mitteilen::V,попаш,מסר
1214,mitteilen::V,попаш,הודיע
1215,mitteilen::V,увертӓш,מסר
1216,mitteilen::V,увертӓш,הודיע
1217,mitteilen::V,увертӓрӓш,מסר
1218,mitteilen::V,увертӓрӓш,הודיע
1219,nennen::V,лӹмдӓш,קרא בשם
1220,rufen::V,ӱжӓш,גיס
1221,rufen::V,ӱжӓш,הזמין לבוא
1222,prahlen::V,хайзаш,התרברב
1223,prahlen::V,шаргаланаш,התרברב
1224,übersetzen::V,вашташ,תרגם
1225,denken::V,машанаш,חשב
1226,glauben::V,ӹнянӓш,האמין
1227,bemerken::V,цаклаш,הבחין
1228,erkennen::V,пӓлӓш,זהה
1229,begreifen::V,ынгылаш,קלט
1230,begreifen::V,ынгылаш,הבין
1231,verstehen::V,ынгылаш,הבין
1232,lernen::V,тыменяш,למד
1233,wissen::V,пӓлӓш,ידע
1234,sich erinnern an::V,ышештӓрӓш,זכר
1235,vergessen::V,монден кодаш,שכח
1236,messen::V,висӓш,מדד
1237,zählen::V,шотаяш,ספר
1238,rechnen::V,шотаяш,חשב
1239,lesen::V,лыдаш,קרא
1240,malen::V,рисуяш,ציר
1241,zeichnen::V,ыдырка́лаш,שרטט
1242,schreiben::V,вазаш,כתב
1243,besitzen::V,кы́чаш,היה בעל של
1244,kaufen::V,нӓлӓш,קנה
1245,kaufen::V,нӓлӓш,רכש
1246,verkaufen::V,выжалаш,מכר
1247,bezahlen::V,тӱлӓш,שלם
1248,zahlen::V,тӱлӓш,שלם
1249,beherrschen::V,кы́чаш,שלט
1250,ertragen::V,цӹтӓш,סבל
1251,Linie::N,,קו
1252,Strich::N,,קו קצר
1253,jetzt::ADV,,עכשיו
1254,hinzufügen::V,,הוסיף
