,Concept_ID,sk,az
177,Ente::N,kačica,ördək
178,Eule::N,sova,bayquş
179,Kranich::N,žeriav,durna
180,Krähe::N,vrana,qarğa
181,Kuckuck::N,kukučka,ququ
182,Schwan::N,labuť,qu quşu
183,Fisch::N,ryba,balıq
184,Barsch::N,ostriež,tar
185,Hecht::N,šťuka,durnabalığı
186,Schlange[Tier]::N,had,ilan
187,Wurm::N,červ,qurd
188,Spinne::N,pavúk,hörümçək
189,Ameise::N,mravec,qarışqa
190,Laus::N,voš,bit
191,Mücke::N,komár,ağcaqanad
192,Fliege::N,mucha,milçək
193,Schmetterling::N,motýľ,kəpənək
194,Beere::N,bobuľa,gilə
195,Apfel::N,jablko,alma
196,Pilz::N,hríb,göbələk
197,Zwiebel::N,cibuľa,soğan
198,Saat::N,osivo,əkin
199,Korn::N,zrno,taxıl
200,Heu::N,seno,quru ot
201,Schale::N,šupa,qabıq
202,Schale::N,škrupina,qabıq
203,Grube::N,jama,çuxur
204,Falle::N,pasca,tələ
205,Falle::N,pasca,duzaq
206,Falle::N,klepec,tələ
207,Falle::N,klepec,duzaq
208,Schlinge::N,slučka,ilmək
209,Spur::N,stopa,iz
210,Asche::N,popol,kül
211,Dreck::N,kal,kir
212,Dreck::N,blato,kir
213,Eisen::N,železo,dəmir
214,Gold::N,zlato,altun
215,Silber::N,striebro,gümüş
216,Kohle::N,uhlie,kömür
217,Glas::N,sklo,şüşə
218,Lehm::N,íl,gil
219,Lehm::N,íl,palçıq
220,Lehm::N,hlina,gil
221,Lehm::N,hlina,palçıq
222,Sand::N,piesok,qum
223,Mensch::N,človek,adam
224,Mensch::N,človek,insan
225,Mann::N,muž,kişi
226,Mann::N,chlap,kişi
227,Frau::N,žena,qadın
228,Kind::N,dieťa,uşaq
229,Junge::N,chlapec,oğlan
230,Mädchen::N,dievka,qız
231,Familie::N,rodina,ailə
232,Großvater::N,dedo,baba
233,Großvater::N,starý otec,baba
234,Großmutter::N,babička,nənə
235,Großmutter::N,stará mať,nənə
236,Eltern::N,rodičia,valideyn
237,Vater::N,otec,ata
238,Mutter::N,mať,ana
239,Mutter::N,matka,ana
240,Sohn::N,syn,oğul
241,Tochter::N,dcéra,qız
242,Bruder::N,brat,qardaş
243,Schwester::N,sestra,bacı
244,Onkel::N,ujo,əmi
245,Onkel::N,ujo,dayı
246,Onkel::N,strýko,əmi
247,Onkel::N,strýko,dayı
248,Tante::N,teta,bibi
249,Tante::N,tetka,bibi
250,Ehemann::N,muž,ər
251,Ehemann::N,manžel,ər
252,Ehefrau::N,žena,arvad
253,Ehefrau::N,manželka,arvad
254,Freude::N,radosť,nəşə
255,Freude::N,radosť,sevinc
256,Gelächter::N,smiech,gülüş
257,Gelächter::N,smiech,qəhqəhə
258,Glück::N,šťastie,səadət
259,Glück::N,šťastie,xoşbəxtlik
260,Kummer::N,žiaľ,qəm
261,Kummer::N,žiaľ,kədər
262,Kummer::N,zármutok,qəm
263,Kummer::N,zármutok,kədər
264,Wunsch::N,prianie,arzu
265,Lust::N,chuť,həvəs
266,Geist::N,duch,ruh
267,Gedanke::N,myšlienka,fikir
268,Gedanke::N,myšlienka,düşüncə
269,Gedächtnis::N,pamäť,xatir
270,Gedächtnis::N,pamäť,hafizə
271,Verstand::N,rozum,ağıl
272,Sinn::N,zmysel,məna
273,Grund::N,dôvod,səbəb
274,Grund::N,príčina,səbəb
275,Wahrheit::N,pravda,haqq
276,Wahrheit::N,pravda,doğruluq
277,Gespräch::N,reč,söhbət
278,Gespräch::N,reč,qonuşma
279,Gespräch::N,rozhovor,söhbət
280,Gespräch::N,rozhovor,qonuşma
281,Märchen::N,rozprávka,nağıl
282,Erzählung::N,poviedka,hekayə
283,Nachricht::N,správa,xəbər
284,Neuigkeit::N,novinka,xəbər
285,Neuigkeit::N,novinka,yenilik
286,Name::N,meno,ad
287,Rätsel::N,záhada,tapmaca
288,Rätsel::N,hádanka,tapmaca
289,Rede::N,reč,nitq
290,Sprache::N,reč,dil
291,Sprache::N,jazyk,dil
292,Stimme::N,hlas,səs
293,Wort::N,slovo,söz
294,Wort::N,slovo,kəlmə
295,Zeichen::N,znak,nişan
296,Ruf::N,volanie,çığırtı
297,Ruf::N,zavolanie,çığırtı
298,Lärm::N,hluk,gurultu
299,Lärm::N,hurhaj,gurultu
300,Laut::N,zvuk,səs
301,Ton::N,tón,ton
302,Ton::N,zvuk,ton
303,Lied::N,pieseň,mahnı
304,Ruhe::N,pokoj,sakitlik
305,Leute::N,ľudia,xalq
306,Volk::N,ľud,millət
307,Volk::N,národ,millət
308,Arbeit::N,práca,iş
309,Arbeit::N,práca,əmək
310,Arbeit::N,robota,iş
311,Arbeit::N,robota,əmək
312,Gast::N,hosť,qonaq
313,Gast::N,hosť,müsafir
314,Geschenk::N,dar,hədiyyə
315,Spiel::N,hra,oyun
316,Spiel::N,hra,tamaşa
317,Gesellschaft::N,spoločnosť,cəmiyyet
318,Hilfe::N,pomoc,kömək
319,Hilfe::N,pomoc,yardım
320,Freund::N,priateľ,dost
321,Kamerad::N,kamarát,yoldaş
322,Angelegenheit::N,vec,iş
323,Angelegenheit::N,záležitosť,iş
324,Anzahl::N,počet,say
325,Anzahl::N,množstvo,say
326,Art::N,druh,çeşid
327,Stück::N,kus,dənə
328,Stück::N,kus,parça
329,Stück::N,kúsok,dənə
330,Stück::N,kúsok,parça
331,Teil::N,časť,qisim
332,Hälfte::N,polka,yarım
333,Hälfte::N,polovica,yarım
334,Kreis::N,kruh,dairə
335,Kreuz::N,kríž,xaç
336,Linie::N,línia,xətt
337,Strich::N,čiara,cızıq
338,Abstand::N,vzdialenosť,məsafə
339,Entfernung::N,vzdialenosť,məsafə
340,Entfernung::N,vzdialenosť,uzaqlıq
341,Gegend::N,kraj,bölgə
342,Gegend::N,krajina,bölgə
343,Platz::N,miesto,yer
344,Ort::N,miesto,yer
345,Seite::N,bok,yan
346,Seite::N,bok,tərəf
347,Seite::N,strana,yan
348,Seite::N,strana,tərəf
349,Mitte::N,stred,orta
350,Gegenstand::N,predmet,şey
351,Sache::N,vec,şey
352,Rand::N,kraj,kənar
353,Rand::N,okraj,kənar
354,Kante::N,hrana,tiyə
355,Kante::N,hrana,kənar
356,Ecke::N,roh,bucaq
357,Spitze::N,hrot,uc
358,Spitze::N,špička,uc
359,Ende::N,koniec,son
360,Ende::N,koniec,axır
361,Loch::N,diera,deşik
362,Winkel::N,kút,guşə
363,Muster::N,vzor,ülgü
364,Muster::N,vzorka,ülgü
365,Größe::N,veľkosť,böyüklük
366,Länge::N,dĺžka,uzunluq
367,Höhe::N,výška,yüksəklik
368,Gewicht::N,váha,çəki
369,Gewicht::N,váha,ağırlıq
370,Menge::N,množstvo,miqdar
371,Haufen::N,hŕba,yığın
372,Reihe::N,rad,səf
373,Reihe::N,rad,sıra
374,Boot::N,čln,qayıq
375,Ruder::N,veslo,kürək
376,Schlitten::N,sane,kirşə
377,Ski::N,lyža,xizək
378,Lagerfeuer::N,táborák,düşərgə tonqalı
379,Last::N,ťarcha,yük
380,Last::N,bremeno,yük
381,Gang::N,chôdza,yeriş
382,Schritt::N,krok,addım
383,Norden::N,sever,şimal
384,Süden::N,juh,cənub
385,Westen::N,západ,qərb
386,Osten::N,východ,şərq
387,Holz::N,drevo,ağac
388,Holz::N,drevo,taxta
389,Brett::N,doska,taxta
390,Platte::N,doska,lövhə
391,Platte::N,platňa,lövhə
392,Stütze::N,opora,dayaq
393,Stütze::N,opora,dəstək
394,Stange::N,tyč,şüvül
395,Stock::N,palica,dəyənək
396,Stab::N,palica,əsa
397,Stab::N,palica,şüvül
398,Rohr::N,rúra,boru
399,Rohr::N,rúra,truba
400,Haus::N,dom,ev
401,Heim::N,domov,ev
402,Ofen::N,pec,peç
403,Ofen::N,pec,soba
404,Ofen::N,kachle,peç
405,Ofen::N,kachle,soba
406,Fußboden::N,dlážka,döşəmə
407,Fußboden::N,podlaha,döşəmə
408,Tisch::N,stôl,masa
409,Stuhl::N,stolička,stul
410,Wiege::N,kolíska,beşik
411,Bett::N,lôžko,yataq
412,Bett::N,posteľ,yataq
413,Regal::N,regál,rəf
414,Regal::N,polica,rəf
415,Kiste::N,debna,yeşik
416,Kiste::N,debna,sandıq
417,Fenster::N,okno,pəncərə
418,Fenster::N,oblok,pəncərə
419,Tür::N,dvere,qapı
420,Tor::N,vráta,darvaza
421,Zaun::N,plot,çəpər
422,Zaun::N,ohrada,çəpər
423,Dach::N,krov,dam
424,Dach::N,strecha,dam
425,Leiter::N,rebrík,nərdivan
426,Leiter::N,rebrina,nərdivan
427,Besen::N,metla,süpürgə
428,Spaten::N,rýľ,kürək
429,Schaufel::N,lopata,kürək
430,Gabel::N,vidlička,çəngəl
431,Löffel::N,lyžica,qaşıq
432,Messer::N,nôž,bıçaq
433,Nagel::N,klinec,mıx
434,Netz::N,sieť,tor
435,Haken::N,hák,çəngəl
436,Haken::N,háčik,çəngəl
437,Griff::N,rukoväť,qulp
438,Griff::N,rukoväť,tutacaq
439,Schloss::N,zámka,qıfıl
440,Bild::N,obraz,rəsm
441,Figur::N,figúra,şəkil
442,Figur::N,figúra,heykəl
443,Puppe::N,bábka,kukla
444,Puppe::N,bábka,gəlincik
445,Puppe::N,bábika,kukla
446,Puppe::N,bábika,gəlincik
447,Beutel::N,vrece,kisə
448,Beutel::N,vrece,torba
449,Beutel::N,vrecko,kisə
450,Beutel::N,vrecko,torba
451,Bündel::N,uzlík,bağlama
452,Bündel::N,zväzok,bağlama
453,Tasche::N,taška,çanta
454,Tasche::N,kabelka,çanta
455,Eimer::N,vedro,vedrə
456,Eimer::N,vedro,çəllək
457,Deckel::N,vrchnák,qapaq
458,Deckel::N,pokrývka,qapaq
459,Geschirr::N,nádoba,qab-qazan
460,Sack::N,mech,çuval
461,Sack::N,vrece,çuval
462,Tasse::N,šálka,fincan
463,Topf::N,hrniec,qazan
464,Kessel::N,kotol,qazan
465,Essen::N,jedlo,yemək
466,Nahrung::N,strava,qida
467,Nahrung::N,potrava,qida
468,Speise::N,jedlo,xörək
469,Fleisch::N,mäso,ət
470,Getreide::N,obilie,taxıl
471,Brei::N,kaša,aş
472,Brei::N,kaša,sıyıq
473,Brot::N,chlieb,çörək
474,Scheibe::N,kotúč,dilim
475,Scheibe::N,krajec,dilim
476,Fett::N,tuk,yağ
477,Fett::N,masť,yağ
478,Butter::N,maslo,kərə yağı
479,Öl::N,olej,yağ
480,Salz::N,soľ,duz
481,Suppe::N,polievka,şorba
482,Honig::N,med,bal
483,Milch::N,mlieko,süd
484,Tee::N,čaj,çay
485,Leder::N,koža,dəri
486,Wolle::N,vlna,yun
487,Stoff::N,súkno,qumaş
488,Nadel::N,ihla,iynə
489,Faden::N,niť,sap
490,Faden::N,vlákno,sap
491,Knopf::N,gombík,düymə
492,Knoten::N,uzol,düyün
493,Farbe::N,farba,boya
494,Kleidung::N,šaty,geyim
495,Kleidung::N,šatstvo,geyim
496,Hemd::N,košeľa,köynək
497,Kragen::N,golier,yaxa
498,Ärmel::N,rukáv,qol
499,Hose::N,nohavice,şalvar
500,Gürtel::N,pás,kəmər
501,Gürtel::N,opasok,kəmər
502,Mütze::N,čiapka,şapka
503,Schuh::N,obuv,tufli
504,Schuh::N,obuv,ayaqqabı
505,Schuh::N,topánka,tufli
506,Schuh::N,topánka,ayaqqabı
507,Stiefel::N,čižma,çəkmə
508,Ring::N,prsteň,üzük
509,Band::N,stuha,lent
510,Kamm::N,hrebeň,daraq
511,Spiegel::N,zrkadlo,güzgü
512,Riemen::N,remeň,qayış
513,Schnur::N,šnúra,ip
514,Leine::N,vodidlo,kəmsik
515,Decke::N,deka,ədyal
516,Decke::N,deka,yorğan
517,Decke::N,prikrývka,ədyal
518,Decke::N,prikrývka,yorğan
519,Kissen::N,poduška,yastıq
520,Tuch::N,šatka,şarf
521,Tuch::N,šatka,kaşne
522,Handtuch::N,uterák,dəsmal
523,Kraft::N,moc,güc
524,Stärke::N,sila,qüvvət
525,Gesundheit::N,zdravie,sağlamlıq
526,Krankheit::N,nemoc,xəstəlik
527,Krankheit::N,choroba,xəstəlik
528,Schmerz::N,bolesť,ağrı
529,Schmerz::N,bolesť,sancı
530,Wunde::N,rana,yara
531,Fieber::N,horúčka,isitmə
532,Fieber::N,horúčka,qızdırma
533,Arznei::N,liek,ilaç
534,Arznei::N,liek,dərman
535,Brücke::N,most,körpü
536,Brunnen::N,studňa,quyu
537,Weide::N,pastva,otlaq
538,Pfad::N,chodník,cığır
539,Weg::N,cesta,yol
540,Straße::N,hradská,küçə
541,Dorf::N,dedina,kənd
542,Stadt::N,mesto,şəhər
543,Brief::N,list,məktub
544,Buch::N,kniha,kitab
545,Buchstabe::N,litera,hərf
546,Buchstabe::N,písmeno,hərf
547,Zeitung::N,noviny,qəzet
548,Leben::N,život,həyat
549,Tod::N,smrť,ölüm
550,Grab::N,hrob,qəbir
551,Kirche::N,kostol,kilsə
552,Sünde::N,hriech,günah
553,Gott::N,boh,tanrı
554,Arbeiter::N,robotník,işçi
555,Arbeiter::N,pracnovík,işçi
556,Chef::N,šéf,şef
557,Chef::N,šéf,rəis
558,Chef::N,riaditeľ,şef
559,Chef::N,riaditeľ,rəis
560,Meister::N,majster,usta
561,Arzt::N,lekár,həkim
562,Arzt::N,lekár,doktor
563,Lehrer::N,učiteľ,müəllim
564,Geld::N,peniaze,pul
565,Geschäft::N,obchod,ticarət
566,Laden::N,obchod,dükan
567,Preis::N,cena,qiymət
568,Ware::N,tovar,mal
569,Nutzen::N,osoh,fayda
570,Nutzen::N,úžitok,fayda
571,Reichtum::N,bohatstvo,zənginlik
572,Welt::N,svet,aləm
573,Welt::N,svet,dünya
574,Land::N,územie,ölkə
575,Land::N,krajina,ölkə
576,Staat::N,štát,dövlət
577,König::N,kráľ,kral
578,König::N,kráľ,məlik
579,Macht::N,moc,qüdrət
580,Macht::N,mocnosť,qüdrət
581,Grenze::N,hranica,hüdud
582,Grenze::N,hranica,sərhət
583,Krieg::N,vojna,hərb
584,Krieg::N,vojna,müharibə
585,Feind::N,nepriateľ,düşmən
586,Gewalt::N,násilie,cəbr
587,Kampf::N,boj,savaş
588,Bogen[Waffe]::N,luk,yay
589,Pfeil::N,šíp,ox
590,Pfeil::N,strela,ox
591,Gewehr::N,puška,tüfəng
592,Fehler::N,omyl,xəta
593,Fehler::N,chyba,xəta
594,Lüge::N,lož,yalan
595,Schaden::N,ujma,ziyan
596,Schaden::N,škoda,ziyan
597,Unglück::N,nešťastie,bəla
598,Schuld::N,vina,təqsir
599,Schuld::N,previnenie,təqsir
600,Alter::N,vek,yaş
601,Schluss::N,záver,son
602,Schluss::N,koniec,son
603,Zeit::N,čas,vaxt
604,Zeit::N,čas,zaman
605,Tag::N,deň,gün
606,Morgen::N,ráno,sabah
607,Mittag::N,poludnie,günorta
608,Abend::N,večer,axşam
609,Nacht::N,noc,gecə
610,Woche::N,týždeň,həftə
611,Monat::N,mesiac,ay
612,Jahr::N,rok,il
613,Frühling::N,jar,yaz
614,Frühling::N,jar,bahar
615,Sommer::N,leto,yay
616,Herbst::N,jeseň,payız
617,Winter::N,zima,qış
618,Januar::N,január,Janvar
619,Februar::N,február,Fevral
620,März::N,marec,Mart
621,April::N,apríl,Aprel
622,Mai::N,máj,May
623,Juni::N,jún,İyun
624,Juli::N,júl,İyul
625,August::N,august,Avqust
626,September::N,september,Sentyabr
627,Oktober::N,október,Oktyabr
628,November::N,november,Noyabr
629,Dezember::N,december,Dekabr
630,Montag::N,pondelok,bazar ertəsi
631,Dienstag::N,utorok,çərşənbə axşamı
632,Mittwoch::N,streda,çərşənbə
633,Donnerstag::N,štvrtok,cüme axşamı
634,Freitag::N,piatok,cüme
635,Samstag::N,sobota,şənbə
636,Sonntag::N,nedeľa,bazar
637,groß::A,veľký,böyük
638,klein::A,malý,kiçik
639,lang::A,dlhý,uzun
640,kurz::A,krátky,qısa
641,breit::A,široký,enli
642,breit::A,široký,geniş
643,schmal::A,úzky,dar
644,dicht::A,hustý,sıx
645,dick[Gegenstand]::A,tlstý,qalın
646,dünn::A,tenký,nazik
647,fein::A,jemný,incə
648,fest::A,pevný,bərk
649,fest::A,pevný,möhkəm
650,flach::A,rovný,düz
651,flach::A,plochý,düz
652,glatt::A,hladký,hamar
653,hart::A,tvrdý,sərt
654,weich::A,mäkký,yumşaq
655,rund::A,guľatý,yuvarlaq
656,rund::A,okrúhly,yuvarlaq
657,spitz::A,končitý,uclu
658,spitz::A,končitý,sivri
659,scharf::A,ostrý,kəskin
660,stumpf::A,tupý,küt
661,schwer::A,ťažký,ağır
662,schön::A,pekný,gözəl
663,schön::A,pekný,gəşəng
664,schön::A,krásny,gözəl
665,schön::A,krásny,gəşəng
666,heiß::A,horúci,isti
667,warm::A,teplý,ilıq
668,kalt::A,studený,soyuq
669,kühl::A,chladný,sərin
670,frisch::A,svieži,təzə
671,feucht::A,vlhký,nəm
672,feucht::A,zvlhnutý,nəm
673,nass::A,mokrý,yaş
674,trocken::A,suchý,quru
675,voll::A,plný,dolu
676,leer::A,prázdny,boş
677,offen::A,otvorený,açıq
678,geschlossen::A,zavretý,qapalı
679,sauber::A,čistý,təmiz
680,schmutzig::A,špinavý,kirli
681,roh::A,surový,çiy
682,reif::A,zrelý,yetişmiş
683,lecker::A,chutný,dadlı
684,lecker::A,chutný,ləzzətli
685,süß::A,sladký,şirin
686,bitter::A,horký,acı
687,sauer::A,kyslý,turş
688,hell::A,jasný,aydın
689,hell::A,svetlý,aydın
690,dunkel::A,temný,qaranlıq
691,schwarz::A,čierny,qara
692,weiß::A,biely,ağ
693,rot::A,červený,qırmızı
694,gelb::A,žltý,sarı
695,blau::A,modrý,göy
696,blau::A,modrý,mavi
697,blau::A,belasý,göy
698,blau::A,belasý,mavi
699,grün::A,zelený,yaşıl
700,grau::A,šedý,boz
701,bunt::A,pestrý,əlvan
702,bunt::A,pestrý,rəngli
703,billig::A,lacný,ucuz
704,teuer::A,drahý,bahalı
705,wertvoll::A,cenný,qiymətli
706,blind::A,slepý,kor
707,taub::A,hluchý,kar
708,kräftig::A,silný,güclü
709,stark::A,silný,qüvvətli
710,schwach::A,slabý,zəif
711,schwach::A,slabý,gücsüz
712,schwach::A,bezvládny,zəif
713,schwach::A,bezvládny,gücsüz
714,fett::A,tučný,şişman
715,schlank::A,štíhly,zərif
716,hübsch::A,šumný,göyçək
717,hübsch::A,švárny,göyçək
718,böse::A,zlý,fəna
719,dumm::A,hlúpy,axmaq
720,faul::A,lenivý,tənbəl
721,fleißig::A,snaživý,çalışqan
722,fleißig::A,usilovný,çalışqan
723,geizig::A,skupý,xəsis
724,geizig::A,lakomý,xəsis
725,klug::A,múdry,ağıllı
726,klug::A,bystrý,ağıllı
727,geschickt::A,zručný,bacarıqlı
728,geschickt::A,šikovný,bacarıqlı
729,lieb::A,milý,əziz
730,lieb::A,milý,sevimli
731,lustig::A,veselý,məzəli
732,lustig::A,veselý,gülməli
733,sanft::A,nežný,mülayim
734,hungrig::A,lačný,ac
735,hungrig::A,hladný,ac
736,krank::A,chorý,xəstə
737,krank::A,nemocný,xəstə
738,nackt::A,nahý,çılpaq
739,traurig::A,smutný,qəmgin
740,traurig::A,smutný,kədərli
741,lebendig::A,živý,canlı
742,gut::A,dobrý,yaxşı
743,schlecht::A,zlý,pis
744,richtig::A,správny,doğru
745,schlimm::A,zlý,fəna
746,schlimm::A,nepríjemný,fəna
747,wahr::A,pravý,gərçək
748,wahr::A,pravdivý,gərçək
749,alt::A,starý,əski
750,alt::A,starý,köhnə
751,neu::A,nový,yeni
752,ehemalig::A,bývalý,əvvəlki
753,alt[Lebewesen]::A,starý,qoca
754,jung::A,mladý,gənc
755,arm::A,chudobný,kasıb
756,arm::A,chudobný,yoxsul
757,reich::A,bohatý,zəngin
758,bekannt::A,známy,tanış
759,berühmt::A,slávny,məşhur
760,berühmt::A,povestný,məşhur
761,fremd::A,cudzí,yad
762,verschieden::A,rôzny,dürlü
763,verschieden::A,rozličný,dürlü
764,nah::A,blízky,yaxın
765,fern::A,ďaleký,uzaq
766,linker::A,ľavý,sol
767,rechter::A,pravý,sağ
768,anderer::A,iný,başqa
769,anderer::A,druhý,başqa
770,erster::A,prvý,birinci
771,zweiter::A,druhý,ikinci
772,dritter::A,tretí,üçüncü
773,letzter::A,ostatný,sonuncu
774,letzter::A,ostatný,axırıncı
775,letzter::A,posledný,sonuncu
776,letzter::A,posledný,axırıncı
777,allein::ADV,sám,tək
778,allein::ADV,sám,yalqız
779,auf einmal::ADV,zároveň,birdən
780,zusammen::ADV,spolu,birlikdə
781,zusammen::ADV,spoločne,birlikdə
782,lange::ADV,dlho,uzun
783,plötzlich::ADV,náhle,qəfildən
784,sofort::ADV,hneď,həmən
785,sofort::ADV,hneď,dərhal
786,sofort::ADV,ihneď,həmən
787,sofort::ADV,ihneď,dərhal
788,später::ADV,neskoršie,sonra
789,jetzt::ADV,teraz,indi
790,heute::ADV,dnes,bugün
791,morgen::ADV,zajtra,sabah
792,bald::ADV,skoro,yaxında
793,bald::ADV,skoro,tezliklə
794,dann::ADV,nato,onda
795,dann::ADV,potom,onda
796,gestern::ADV,včera,dünən
797,einst::ADV,kedysi,əvvəllər
798,einst::ADV,niekedy,əvvəllər
799,damals::ADV,vtedy,o vaxt
800,danach::ADV,potom,sonra
801,danach::ADV,podľa toho,sonra
802,vorher::ADV,napred,qabaqcadan
803,vorher::ADV,predtým,qabaqcadan
804,zuerst::ADV,najprv,əvvəl
805,einmal::ADV,raz,bir dəfə
806,einmal::ADV,jedenkrát,bir dəfə
807,manchmal::ADV,občas,hərdənbir
808,manchmal::ADV,niekedy,hərdənbir
809,oft::ADV,často,tez-tez
