,Concept_ID,ru,ja
256,Rätsel::N,загадка,謎
257,Rede::N,речь,演説
258,Sprache::N,язык,言語
259,Stimme::N,голос,声
260,Wort::N,слово,言葉
261,Zeichen::N,знак,記号
262,Ruf::N,зов,呼び声
263,Lärm::N,шум,騒音
264,Laut::N,звук,音
265,Ton::N,звучание,音
266,Lied::N,песня,歌
267,Ruhe::N,покой,静けさ
268,Leute::N,люди,人々
269,Volk::N,народ,民族
270,Arbeit::N,работа,仕事
271,Gast::N,гость,客
272,Geschenk::N,подарок,贈り物
273,Spiel::N,игра,遊び
274,Gesellschaft::N,общество,社会
275,Hilfe::N,помощь,援助
276,Freund::N,друг,友達
277,Kamerad::N,приятель,同志
278,Angelegenheit::N,дело,件
279,Anzahl::N,количество,数
280,Art::N,вид,種類
281,Stück::N,кусок,部分
282,Teil::N,часть,部分
283,Hälfte::N,половина,半分
284,Kreis::N,круг,円
285,Kreuz::N,крест,十字
286,Linie::N,линия,線
287,Strich::N,черта,線
288,Abstand::N,промежуток,距離
289,Entfernung::N,расстояние,距離
290,Gegend::N,местность,辺
291,Gegend::N,местность,地域
292,Platz::N,пространство,ゆとり
293,Ort::N,место,所
294,Ort::N,место,場所
295,Seite::N,сторона,横
296,Mitte::N,середина,真ん中
297,Gegenstand::N,предмет,物件
298,Sache::N,вещь,物
299,Rand::N,край,端
300,Kante::N,ребро,縁
301,Ecke::N,угол,角
302,Spitze::N,кончик,先頭
303,Ende::N,конец,端
304,Loch::N,дыра,穴
305,Winkel::N,угол,片隅
306,Muster::N,узор,模様
307,Größe::N,размер,大きさ
308,Länge::N,длина,長さ
309,Höhe::N,высота,高さ
310,Gewicht::N,вес,重さ
311,Menge::N,количество,量
312,Haufen::N,куча,堆積
313,Reihe::N,ряд,並び
314,Boot::N,лодка,ボート
315,Ruder::N,весло,オール
316,Schlitten::N,сани,そり
317,Ski::N,лыжа,スキー
318,Lagerfeuer::N,костер,篝火
319,Last::N,тяжесть,荷物
320,Gang::N,ход,歩み
321,Schritt::N,шаг,歩
322,Norden::N,север,北
323,Süden::N,юг,南
324,Westen::N,запад,西
325,Osten::N,восток,東
326,Holz::N,древесина,木
327,Holz::N,древесина,木材
328,Brett::N,доска,板
329,Platte::N,плита,盤
330,Stütze::N,подпорка,支柱
331,Stange::N,жердь,棒
332,Stock::N,палка,杖
333,Stab::N,шест,棒
334,Rohr::N,труба,管
335,Haus::N,дом,家
336,Heim::N,дом,家
337,Ofen::N,печь,ストーブ
338,Fußboden::N,пол,床
339,Tisch::N,стол,机
340,Stuhl::N,стул,椅子
341,Wiege::N,колыбель,揺籃
342,Bett::N,постель,ベッド
343,Regal::N,полка,棚
344,Kiste::N,ящик,箱
345,Fenster::N,окно,窓
346,Tür::N,дверь,戸
347,Tür::N,дверь,ドア
348,Tor::N,ворота,門
349,Zaun::N,забор,垣根
350,Dach::N,крыша,屋根
351,Leiter::N,лестница,梯子
352,Besen::N,метла,ほうき
353,Spaten::N,лопата,スコップ
354,Schaufel::N,совок,シャベル
355,Gabel::N,вилка,フォーク
356,Löffel::N,ложка,スプーン
357,Messer::N,нож,ナイフ
358,Nagel::N,гвоздь,釘
359,Netz::N,сеть,網
360,Haken::N,крюк,鉤
361,Haken::N,крюк,フック
362,Griff::N,ручка,取っ手
363,Schloss::N,замок,錠
364,Bild::N,картина,絵
365,Figur::N,фигура,像
366,Puppe::N,кукла,人形
367,Beutel::N,мешок,袋
368,Bündel::N,связка,束
369,Bündel::N,связка,包み
370,Tasche::N,сумка,かばん
371,Eimer::N,ведро,バケツ
372,Deckel::N,крышка,蓋
373,Geschirr::N,посуда,食器
374,Sack::N,мешок,袋
375,Tasse::N,чашка,カップ
376,Topf::N,кастрюля,鍋
377,Kessel::N,котел,釜
378,Essen::N,еда,食事
379,Nahrung::N,пища,食物
380,Speise::N,блюдо,料理
381,Speise::N,кушанье,料理
382,Fleisch::N,мясо,肉
383,Getreide::N,хлеб,麦
384,Getreide::N,хлеб,穀物
385,Brei::N,каша,粥
386,Brot::N,хлеб,パン
387,Scheibe::N,ломоть,枚
388,Scheibe::N,ломоть,切れ
389,Fett::N,жир,脂肪
390,Butter::N,масло,バター
391,Öl::N,масло,油
392,Salz::N,соль,塩
393,Suppe::N,суп,スープ
394,Honig::N,мед,蜂蜜
395,Milch::N,молоко,牛乳
396,Tee::N,чай,茶
397,Tee::N,чай,お茶
398,Leder::N,кожа,革
399,Wolle::N,шерсть,毛糸
400,Stoff::N,ткань,布
401,Nadel::N,игла,針
402,Faden::N,нитка,糸
403,Knopf::N,пуговица,ボタン
404,Knoten::N,узел,結び目
405,Farbe::N,краска,ペンキ
406,Kleidung::N,одежда,衣服
407,Hemd::N,рубашка,シャツ
408,Kragen::N,воротник,襟
409,Ärmel::N,рукав,袖
410,Hose::N,брюки,ズボン
411,Gürtel::N,пояс,帯
412,Gürtel::N,пояс,ベルト
413,Mütze::N,шапка,帽子
414,Schuh::N,ботинок,靴
415,Stiefel::N,сапог,ブーツ
416,Ring::N,кольцо,輪
417,Band::N,лента,リボン
418,Kamm::N,расческа,櫛
419,Spiegel::N,зеркало,鏡
420,Riemen::N,ремень,緒
421,Schnur::N,веревка,紐
422,Leine::N,поводок,綱
423,Decke::N,одеяло,掛け布団
424,Kissen::N,подушка,枕
425,Tuch::N,платок,スカーフ
426,Handtuch::N,полотенце,タオル
427,Kraft::N,сила,力
428,Stärke::N,крепость,強さ
429,Gesundheit::N,здоровье,健康
430,Krankheit::N,болезнь,病気
431,Schmerz::N,боль,痛み
432,Wunde::N,рана,傷
433,Fieber::N,лихорадка,熱
434,Fieber::N,температура,熱
435,Arznei::N,лекарство,薬
436,Brücke::N,мост,橋
437,Brunnen::N,колодец,井戸
438,Weide::N,пастбище,牧場
439,Pfad::N,тропа,小路
440,Weg::N,путь,道
441,Weg::N,дорога,道
442,Straße::N,улица,街道
443,Straße::N,дорога,街道
444,Dorf::N,деревня,村
445,Stadt::N,город,町
446,Stadt::N,город,都市
447,Brief::N,письмо,手紙
448,Buch::N,книга,本
449,Buchstabe::N,буква,文字
450,Zeitung::N,газета,新聞
451,Leben::N,жизнь,生活
452,Tod::N,смерть,死
453,Grab::N,могила,墓
454,Kirche::N,церковь,教会
455,Sünde::N,грех,罪
456,Gott::N,бог,神
457,Arbeiter::N,рабочий,労働者
458,Chef::N,начальник,上司
459,Meister::N,мастер,達人
460,Meister::N,мастер,マイスター
461,Arzt::N,врач,医者
462,Lehrer::N,учитель,先生
463,Geld::N,деньги,金
464,Geschäft::N,занятие,取り引き
465,Laden::N,магазин,店
466,Preis::N,цена,値段
467,Ware::N,товар,商品
468,Nutzen::N,выгода,利益
469,Reichtum::N,богатство,豊かさ
470,Welt::N,мир,世界
471,Land::N,страна,国
472,Staat::N,государство,国家
473,König::N,король,国王
474,Macht::N,власть,権力
475,Grenze::N,граница,国境
476,Krieg::N,война,戦争
477,Feind::N,враг,敵
478,Gewalt::N,насилие,暴力
479,Kampf::N,борьба,戦い
480,Bogen[Waffe]::N,лук,弓
481,Pfeil::N,стрела,矢
482,Gewehr::N,ружье,銃
483,Fehler::N,ошибка,間違い
484,Lüge::N,ложь,嘘
485,Schaden::N,вред,損害
486,Unglück::N,беда,不幸
487,Schuld::N,вина,罪
488,Alter::N,возраст,年
489,Alter::N,возраст,年齢
490,Schluss::N,окончание,終わり
491,Zeit::N,время,時
492,Zeit::N,время,時間
493,Tag::N,день,日
494,Morgen::N,утро,朝
495,Mittag::N,полдень,昼
496,Abend::N,вечер,晩
497,Abend::N,вечер,夕方
498,Nacht::N,ночь,夜
499,Woche::N,неделя,週
500,Monat::N,месяц,月
501,Jahr::N,год,年
502,Frühling::N,весна,春
503,Sommer::N,лето,夏
504,Herbst::N,осень,秋
505,Winter::N,зима,冬
506,Januar::N,январь,一月
507,Februar::N,февраль,二月
508,März::N,март,三月
509,April::N,апрель,四月
510,Mai::N,май,五月
511,Juni::N,июнь,六月
512,Juli::N,июль,七月
513,August::N,август,八月
514,September::N,сентябрь,九月
515,Oktober::N,октябрь,十月
516,November::N,ноябрь,十一月
517,Dezember::N,декабрь,十二月
518,Montag::N,понедельник,月曜日
519,Dienstag::N,вторник,火曜日
520,Mittwoch::N,среда,水曜日
521,Donnerstag::N,четверг,木曜日
522,Freitag::N,пятница,金曜日
523,Samstag::N,суббота,土曜日
524,Sonntag::N,воскресенье,日曜日
525,groß::A,большой,大きい
526,klein::A,маленький,小さい
527,lang::A,длинный,長い
528,kurz::A,короткий,短い
529,breit::A,широкий,広い
530,schmal::A,узкий,狭い
531,dicht::A,густой,密な
532,dick[Gegenstand]::A,толстый,厚い
533,dünn::A,тонкий,薄い
534,fein::A,тонкий,細い
535,fest::A,крепкий,硬い
536,flach::A,плоский,平らな
537,glatt::A,гладкий,滑らかな
538,hart::A,твердый,堅い
539,weich::A,мягкий,柔らかい
540,rund::A,круглый,丸い
541,spitz::A,остроконечный,尖った
542,scharf::A,острый,鋭い
543,stumpf::A,тупой,鈍い
544,schwer::A,тяжелый,重い
545,schön::A,красивый,綺麗な
546,heiß::A,жаркий,熱い
547,warm::A,теплый,温かい
548,kalt::A,холодный,寒い
549,kalt::A,холодный,冷たい
550,kühl::A,прохладный,涼しい
551,frisch::A,свежий,ひんやりした
552,feucht::A,влажный,湿った
553,nass::A,мокрый,濡れた
554,trocken::A,сухой,乾いた
555,voll::A,полный,いっぱいの
556,voll::A,наполненный,いっぱいの
557,leer::A,пустой,空の
558,offen::A,открытый,開いた
559,geschlossen::A,закрытый,閉まった
560,sauber::A,чистый,清潔な
561,schmutzig::A,грязный,汚い
562,roh::A,сырой,生の
563,reif::A,зрелый,熟した
564,lecker::A,вкусный,美味しい
565,süß::A,сладкий,甘い
566,bitter::A,горький,苦い
567,sauer::A,кислый,酸っぱい
568,hell::A,светлый,明るい
569,dunkel::A,темный,暗い
570,schwarz::A,черный,黒い
571,weiß::A,белый,白い
572,rot::A,красный,赤い
573,gelb::A,желтый,黄色い
574,blau::A,синий,青い
575,grün::A,зеленый,緑の
576,grau::A,серый,灰色の
577,bunt::A,пестрый,色取り取りの
578,billig::A,дешевый,安い
579,teuer::A,дорогой,高い
580,wertvoll::A,ценный,貴重な
581,blind::A,слепой,盲目の
582,taub::A,глухой,耳が聞こえない
583,kräftig::A,могучий,強力な
584,stark::A,сильный,強い
585,schwach::A,слабый,弱い
586,fett::A,жирный,太った
587,schlank::A,стройный,ほっそりした
588,hübsch::A,прелестный,素敵な
589,böse::A,злой,悪い
590,dumm::A,глупый,馬鹿な
591,faul::A,ленивый,怠惰な
592,fleißig::A,прилежный,勤勉な
593,geizig::A,жадный,けちな
594,klug::A,умный,賢い
595,klug::A,умный,頭のいい
596,geschickt::A,искусный,器用な
597,lieb::A,милый,愛らしい
598,lustig::A,веселый,楽しい
599,sanft::A,нежный,温和な
600,hungrig::A,голодный,空腹の
601,krank::A,больной,病気の
602,nackt::A,голый,裸の
603,traurig::A,грустный,悲しい
604,lebendig::A,живой,生きた
605,gut::A,хороший,良い
606,schlecht::A,плохой,悪い
607,schlecht::A,плохой,駄目な
608,richtig::A,правильный,正しい
609,schlimm::A,отвратительный,ひどい
610,schlimm::A,мерзкий,ひどい
611,wahr::A,настоящий,本当の
612,alt::A,старый,古い
613,neu::A,новый,新しい
614,ehemalig::A,бывший,以前の
615,alt[Lebewesen]::A,пожилой,年を取った
616,jung::A,молодой,若い
617,arm::A,бедный,貧乏な
618,reich::A,богатый,裕福な
619,bekannt::A,знакомый,有名な
620,berühmt::A,знаменитый,有名な
621,fremd::A,чужой,見知らぬ
622,verschieden::A,разный,色々な
623,nah::A,близкий,近い
624,fern::A,далекий,遠い
625,linker::A,левый,左の
626,rechter::A,правый,右の
627,anderer::A,другой,別の
628,erster::A,первый,一番目
629,zweiter::A,второй,二番目
630,dritter::A,третий,三番目
631,letzter::A,последний,最後の
632,allein::ADV,один,一人で
633,auf einmal::ADV,сразу,同時に
634,zusammen::ADV,вместе,一緒に
635,lange::ADV,долго,長い間
636,plötzlich::ADV,вдруг,急に
637,sofort::ADV,тотчас,すぐに
638,später::ADV,позже,後で
639,jetzt::ADV,сейчас,今
640,heute::ADV,сегодня,今日
641,morgen::ADV,завтра,明日
642,bald::ADV,скоро,間もなく
643,dann::ADV,потом,それから
644,gestern::ADV,вчера,昨日
645,einst::ADV,однажды,過去に
646,damals::ADV,тогда,あの時
647,danach::ADV,затем,その後で
648,vorher::ADV,раньше,以前に
649,zuerst::ADV,сперва,まず
650,zuerst::ADV,сперва,最初に
651,einmal::ADV,раз,一回
652,manchmal::ADV,иногда,時々
653,oft::ADV,часто,よく
654,immer::ADV,всегда,いつも
655,niemals::ADV,никогда,一度も...ない
656,hier::ADV,здесь,こちら
657,hierhin::ADV,сюда,ここへ
658,hierhin::ADV,сюда,こちらへ
659,von hier::ADV,отсюда,ここから
660,dort::ADV,там,そちら
661,dorthin::ADV,туда,そこへ
662,dorthin::ADV,туда,そちらへ
663,geradeaus::ADV,прямо,真っ直ぐに
664,vorwärts::ADV,вперед,前へ
665,rückwärts::ADV,назад,後ろへ
666,zurück::ADV,обратно,後ろへ
667,unten::ADV,внизу,下に
668,hinab::ADV,вниз,下へ
669,oben::ADV,наверху,上に
670,hinauf::ADV,вверх,上へ
671,überall::ADV,везде,どこでも
672,nicht::ADV,не,ない
673,ein wenig::ADV,немного,少し
674,ein wenig::ADV,немного,ちょっと
675,kaum::ADV,едва,ほとんど～ない
676,sehr::ADV,очень,とても
677,so::ADV,так,こう
678,noch::ADV,еще,まだ
679,nur::ADV,только,～だけ
680,schon::ADV,уже,もう
681,wieder::ADV,опять,再び
682,vergebens::ADV,напрасно,無駄に
683,vor::PRP,перед,前に
684,hinter::PRP,за,後ろに
685,hinter::PRP,позади,後ろに
686,unter::PRP,под,下に
687,durch::PRP,сквозь,通して
688,neben::PRP,возле,横に
689,zwischen::PRP,между,間に
690,wegen::PRP,из-за,為に
691,wegen::PRP,из-за,せいで
692,dies::PRN,это,これ
693,das::PRN,то,それ
694,alles::PRN,все,全部
695,ich::PRN,я,私
696,du::PRN,ты,あなた
697,er::PRN,он,彼
698,wir::PRN,мы,私達
699,ihr::PRN,вы,あなた達
700,sie::PRN,они,彼ら
701,was::FPRN,что,何
702,wer::FPRN,кто,誰
703,wer::FPRN,кто,どなた
704,wo::FADV,где,どこ
705,wo::FADV,где,どこに
706,wohin::FADV,куда,どこへ
707,wie::FADV,как,どう
708,warum::FADV,почему,何故
709,warum::FADV,почему,どうして
710,wieviel::FNUM,сколько,どのくらい
711,eins::NUM,один,一
712,zwei::NUM,два,二
713,zwei::NUM,два,二つ
714,drei::NUM,три,三
715,drei::NUM,три,三つ
716,vier::NUM,четыре,四
717,vier::NUM,четыре,四つ
718,fünf::NUM,пять,五
719,fünf::NUM,пять,五つ
720,sechs::NUM,шесть,六
721,sechs::NUM,шесть,六つ
722,sieben::NUM,семь,七
723,sieben::NUM,семь,七つ
724,acht::NUM,восемь,八
725,acht::NUM,восемь,八つ
726,neun::NUM,девять,九
727,neun::NUM,девять,九つ
728,zehn::NUM,десять,十
729,elf::NUM,одиннадцать,十一
730,zwölf::NUM,двенадцать,十二
731,zwanzig::NUM,двадцать,二十
732,dreißig::NUM,тридцать,三十
733,vierzig::NUM,сорок,四十
734,fünfzig::NUM,пятьдесят,五十
735,sechzig::NUM,шестьдесят,六十
736,siebzig::NUM,семьдесят,七十
737,achtzig::NUM,восемьдесят,八十
738,neunzig::NUM,девяносто,九十
739,hundert::NUM,сто,百
740,tausend::NUM,тысяча,千
741,und::CNJ,и,-と
742,und::CNJ,и,そして
743,oder::CNJ,или,或いは
744,oder::CNJ,либо,或いは
745,stehen::V,стоять,立っている
746,sitzen::V,сидеть,座っている
747,liegen::V,лежать,横になっている
748,hängen::V,висеть,掛かっている
749,werden::V,стать,なる
750,passieren::V,случиться,起こる
751,beginnen::V,начаться,始まる
752,enden::V,кончиться,終わる
753,wechseln::V,меняться,変わる
754,aufgehen[Sonne]::V,взойти,出る
755,untergehen[Sonne]::V,зайти,沈む
756,scheinen[Sonne]::V,светить,輝く
757,donnern::V,греметь,雷が鳴る
758,wehen::V,дуть,吹く
759,strömen::V,литься,流れる
760,fließen::V,течь,流れる
761,sich drehen::V,вращаться,回転する
762,schwanken::V,колебаться,揺れる
763,schwingen::V,качаться,振動する
764,fallen::V,падать,落ちる
765,brennen::V,гореть,燃える
766,rauchen::V,дымить,煙を出す
767,regnen::V,дождить,雨が降る
768,gefrieren::V,замерзнуть,凍る
769,tauen::V,таять,溶ける
770,schmelzen::V,плавиться,溶ける
771,trocknen::V,сохнуть,乾く
772,sieden::V,кипеть,沸く
773,faulen::V,гнить,腐る
774,verfaulen::V,сгнить,朽ちる
775,reißen::V,рваться,切れる
776,versinken::V,тонуть,沈む
777,vergehen::V,проходить,経つ
778,erscheinen::V,появиться,現れる
779,verschwinden::V,исчезнуть,消える
780,sinken::V,спадать,下がる
781,abnehmen::V,уменьшиться,減る
782,zunehmen::V,увеличиваться,増える
783,steigen::V,подниматься,上がる
784,wachsen::V,расти,伸びる
785,glänzen::V,блестеть,輝く
786,funkeln::V,сверкать,ぴかぴか光る
787,lärmen::V,шуметь,騒ぐ
788,läuten::V,звонить,鳴る
789,klingeln::V,звонить,鳴る
790,klirren::V,звякать,がらんがらんと鳴る
791,brausen::V,бушевать,逆巻く
792,rauschen::V,шелестеть,戦ぐ
793,klingen::V,звучать,鳴る
794,bellen::V,лаять,吠える
795,heulen::V,выть,きゃんきゃん鳴く
796,blasen::V,дунуть,吹く
797,pfeifen::V,свистеть,口笛を吹く
798,schreien::V,кричать,叫ぶ
799,stöhnen::V,стонать,うめく
800,zittern::V,дрожать,震える
801,leben::V,жить,生きている
802,geboren werden::V,родиться,生まれる
803,atmen::V,дышать,呼吸する
804,trinken::V,пить,飲む
805,essen::V,есть,食べる
806,essen::V,кушать,食べる
807,schlucken::V,глотать,飲み込む
808,müde werden::V,устать,眠くなる
809,einschlafen::V,заснуть,寝付く
810,schlafen::V,спать,眠る
811,aufwachen::V,проснуться,目が覚める
812,aufstehen::V,встать,起きる
813,sich erholen::V,отдыхать,休養する
814,krank werden::V,заболеть,病気になる
815,krank sein::V,болеть,病気である
816,schmerzen::V,болеть,痛む
817,husten::V,кашлять,咳をする
818,genesen::V,поправиться,元気になる
819,sterben::V,умереть,死ぬ
820,sterben::V,умереть,亡くなる
821,umkommen::V,погибнуть,死亡する
822,sich bewegen::V,двигаться,移動する
823,sich rühren::V,шевельнуться,動く
824,sich erheben::V,встать,立ち上がる
825,sich setzen::V,сесть,座る
826,hinfallen::V,упасть,転ぶ
827,laufen::V,ходить,歩く
828,schreiten::V,шагать,跨ぐ
829,spazierengehen::V,гулять,散歩する
830,eilen::V,спешить,急ぐ
831,sich beeilen::V,торопиться,焦る
832,sausen::V,мчаться,疾駆する
833,rennen::V,бегать,走る
834,springen::V,прыгать,跳ぶ
835,klettern::V,лазать,よじ登る
836,schaukeln::V,раскачиваться,ぶらんこに乗る
837,kriechen::V,ползать,這う
838,schwimmen::V,плавать,泳ぐ
839,tauchen::V,нырять,潜る
840,rudern::V,грести,漕ぐ
841,fahren::V,ехать,行く
842,fahren::V,ехать,乗車する
843,fliegen::V,летать,飛ぶ
844,gehen::V,идти,行く
845,weggehen::V,уйти,立ち去る
846,abfahren::V,отправиться,出発する
847,anhalten::V,остановиться,止まる
848,hineingehen::V,входить,入る
849,eintreten::V,войти,中に入る
850,kommen::V,прийти,来る
851,ankommen::V,прибыть,着く
852,ankommen::V,прибыть,到着する
853,zurückkommen::V,возвратиться,帰る
854,bleiben::V,остаться,留まる
