,Concept_ID,myv,te
689,geradeaus::ADV,витьстэ,సూటిగా
690,vorwärts::ADV,икелев,ముందుకు
691,rückwärts::ADV,мекев,వెనుకకు
692,zurück::ADV,мекев,వెనుకభాగము
693,unten::ADV,ало,క్రింద
694,hinab::ADV,алов,కిందికి
695,oben::ADV,вере,మీద
696,hinauf::ADV,верев,పైకి
697,überall::ADV,эрьва косо,అంతటా
698,nicht::ADV,а,కాదు
699,ein wenig::ADV,аламошка,కొంచెము
700,kaum::ADV,ансяк,చాలిచాలక
701,sehr::ADV,пек,చాల
702,sehr::ADV,вельть,చాల
703,so::ADV,истя,ఆలాగున
704,noch::ADV,таго,ఇప్పటికిని
705,nur::ADV,ансяк,మాత్రము
706,schon::ADV,уш,ఇదివఱకే
707,wieder::ADV,таго,తిరిగి
708,vergebens::ADV,стяко,నిష్ఫలముగా
709,vor::PRP,икеле,ముందు
710,hinter::PRP,вельде,వెనుక
711,unter::PRP,ало,క్రింద
712,durch::PRP,пачк,ద్వారా
713,neben::PRP,вакссо,దగ్గెర
714,zwischen::PRP,ютксо,మధ్య
715,wegen::PRP,кис,కారణంగా
716,wegen::PRP,коряс,కారణంగా
717,wegen::PRP,кувалт,కారణంగా
718,dies::PRN,те,ఇది
719,das::PRN,те,అది
720,das::PRN,тона,అది
721,alles::PRN,весе,సకలము
722,alles::PRN,весемесь,సకలము
723,ich::PRN,мон,నేను
724,du::PRN,тон,నీవు
725,er::PRN,сон,అతడు
726,wir::PRN,минь,మనము
727,ihr::PRN,тынь,మీరు
728,sie::PRN,сынь,వారు
729,was::FPRN,мезе,ఏమి
730,wer::FPRN,ки,ఎవడు
731,wo::FADV,косо,ఎక్కడ
732,wohin::FADV,ков,ఎందుకు
733,wohin::FADV,козо,ఎందుకు
734,wie::FADV,кода,ఎట్టు
735,warum::FADV,мекс,ఏల
736,wieviel::FNUM,зяро,ఎంత
737,eins::NUM,вейке,ఒకటి
738,zwei::NUM,кавто,రెండు
739,drei::NUM,колмо,మూడు
740,vier::NUM,ниле,నాలుగు
741,fünf::NUM,вете,అయిదు
742,sechs::NUM,кото,ఆఱు
743,sieben::NUM,сисем,ఏరు
744,acht::NUM,кавксо,ఎనిమదు
745,neun::NUM,вейксэ,తొమ్మిది
746,zehn::NUM,кемень,పది
747,elf::NUM,кевейкее,పదునొకొండు
748,zwölf::NUM,кемгавтово,పండ్రండు
749,zwanzig::NUM,комсь,ఇరుపది
750,dreißig::NUM,колоньгемень,ముప్పది
751,vierzig::NUM,ниленьгемень,నలువది
752,fünfzig::NUM,ведьгемень,ఏబది
753,sechzig::NUM,кодгемень,అరుపది
754,siebzig::NUM,сизьгемень,డెబ్బది
755,achtzig::NUM,кавксоньгемень,ఎనుబది
756,neunzig::NUM,вейксэньгемень,తొంబది
757,hundert::NUM,сядо,నూఱు
758,tausend::NUM,тыща,వేయి
759,und::CNJ,ды,మఱియు
760,oder::CNJ,или,లేక
761,stehen::V,аштемс стядо,నిలుచు
762,sitzen::V,аштемс озадо,కూర్చుండు
763,liegen::V,мадезь аштемс,పండుకొనుట
764,hängen::V,нурьгемс,వ్రేలాడదీయు
765,werden::V,арамс,అగు
766,passieren::V,лисэмс,సంభవించు
767,beginnen::V,ушодомс,ఆరంభించు
768,enden::V,лоткамс,తీరుట
769,wechseln::V,полавтнемс,మార్చు
770,aufgehen[Sonne]::V,лисемс,ఉదయించు
771,aufgehen[Sonne]::V,стямс,ఉదయించు
772,untergehen[Sonne]::V,валгомс,అస్తమించు
773,scheinen[Sonne]::V,валдомтомс,ప్రకాశించు
774,donnern::V,цярномс,ఉరుముట
775,donnern::V,галдордомс,ఉరుముట
776,wehen::V,пувамс,దురద్పప్టము
777,strömen::V,чудемс,పారుట
778,fließen::V,чудемс,ప్రవహించు
779,sich drehen::V,велямс,తిరుగు
780,schwanken::V,лыкамс,ఆడించుట
781,schwanken::V,якамс,ఆడించుట
782,schwingen::V,нурсемс,ఊగుట
783,schwingen::V,лыкамс,ఊగుట
784,fallen::V,прамс,పడు
785,fallen::V,сяворемс,పడు
786,brennen::V,паломс,కాలుట
787,rauchen::V,качадомс,పొగసుట
788,regnen::V,пиземс,కురిపించుట
789,gefrieren::V,кельмемс,గడ్డకట్టు
790,tauen::V,соламс,కరగు
791,schmelzen::V,соламс,కరగు
792,trocknen::V,коськемс,యెండుట
793,sieden::V,лакамс,ఉడుకు
794,sieden::V,пиксемс,ఉడుకు
795,faulen::V,наксадомс,క్రుళ్లు
796,verfaulen::V,наксадомс,క్షిణించు
797,reißen::V,сезневемс,చించు
798,versinken::V,ваямс,మునుగు
799,vergehen::V,ютамс,సంభవించు
800,erscheinen::V,лисемс,కనబడు
801,verschwinden::V,ёмамс,అదృశ్యమగు
802,sinken::V,явамс,ముణుగుట
803,abnehmen::V,киремемс,తగ్గు
804,zunehmen::V,ламолгадомс,పెరుగుట
805,zunehmen::V,раштамс,పెరుగుట
806,steigen::V,куземс,లేచు
807,steigen::V,кепсевемс,లేచు
808,wachsen::V,касомс,పెరుగు
809,glänzen::V,цитнемс,ప్రకాశించు
810,funkeln::V,пиндолдомс,ప్రకాశించు
811,funkeln::V,цивтёрдомс,ప్రకాశించు
812,lärmen::V,шалномс,అరుచుట
813,läuten::V,гайгезевемс,మేళవించుట
814,klingeln::V,чавомс баягас,వాయించుట
815,klirren::V,калдордомс,ఘంటానాదము
816,klirren::V,кальцяемс,ఘంటానాదము
817,brausen::V,лакамс,గర్జించు
818,rauschen::V,лажномс,చటచటమనుట
819,klingen::V,гайгемс,ధ్వనించుట
820,bellen::V,онгомс,అఱచు
821,heulen::V,урномс,కూయు
822,blasen::V,пувамс,దురద్పప్టము
823,pfeifen::V,вешкемс,ఈలవేయు
824,schreien::V,пижнемс,అఱచు
825,stöhnen::V,кувсемс,మూలుగు
826,zittern::V,тарномс,వణకు
827,leben::V,эрямс,జీవించుట
828,geboren werden::V,чачомс,పుట్టుట
829,atmen::V,лексемс,ఉపిరి తీయు
830,trinken::V,симемс,త్రాగు
831,essen::V,ярсамс,తిను
832,schlucken::V,нилемс,మ్రింగు
833,schlucken::V,порнемс,మ్రింగు
834,müde werden::V,сиземс,అలయు
835,einschlafen::V,матедевемс,నిద్రించు
836,schlafen::V,удомс,నిద్రురించు
837,aufwachen::V,сыргоземс,మేలుకొను
838,aufstehen::V,стямс,లేచు
839,sich erholen::V,оймсемс,నడ్డి వాల్చు
840,krank werden::V,сэредезевемс,జబ్బుపడు
841,krank sein::V,сэредемс,జబ్బు చేయు
842,schmerzen::V,сэредемс,నొచ్చుట
843,husten::V,козомс,దగ్గుట
844,genesen::V,пичкамс,కుదురుట
845,sterben::V,куломс,మరణించు
846,umkommen::V,чавовомс,నశించు
847,umkommen::V,ёмамс,నశించు
848,sich bewegen::V,шаштомс,కదలు
849,sich rühren::V,сыргамс,కదలు
850,sich erheben::V,куземс,లేచు
851,sich setzen::V,озамс,కూర్చుణ్డు
852,hinfallen::V,прамс,దొర్లు
853,hinfallen::V,сяворемс,దొర్లు
854,laufen::V,якамс,నడచు
855,schreiten::V,эскелямс,అడుగుపెట్టుట
856,schreiten::V,молемс,అడుగుపెట్టుట
857,spazierengehen::V,якамс,పచారు చేయు
858,eilen::V,эрзкалемс,తొందరపడు
859,eilen::V,капшамс,తొందరపడు
860,sich beeilen::V,капшамс,త్వరపెట్టు
861,sausen::V,ливтямс,విసరికొట్టు
862,rennen::V,чийнемс,పరుగెత్తు
863,rennen::V,ардтнемс,పరుగెత్తు
864,springen::V,кирнявтнемс,దుముకు
865,klettern::V,куземс,ఎక్కు
866,schaukeln::V,нурямс,ఉయ్యాల ఊగు 
867,kriechen::V,ёзмолдомс,ప్రాకు
868,schwimmen::V,уемс,ఈదు
869,tauchen::V,чопавтомс,మునుగు
870,tauchen::V,чопавтнемс,మునుగు
871,rudern::V,миледемс,తెడ్లతోఁగడపు
872,fahren::V,ардомс,నడపు
873,fliegen::V,ливтямс,ఎగురు
874,gehen::V,туемс,పోవు
875,gehen::V,молемс,పోవు
876,weggehen::V,туемс,బయలుదేరు
877,abfahren::V,туемс,విడిచిపోవు
878,anhalten::V,лоткамс,నిలుపు
879,hineingehen::V,совамс,ప్రవేశించు
880,eintreten::V,совамс,ప్రవేశించు
881,eintreten::V,эскельдямс,ప్రవేశించు
882,kommen::V,самс,వచ్చు
883,ankommen::V,самс,వచ్చి చేరు
884,ankommen::V,пачкодемс,వచ్చి చేరు
885,zurückkommen::V,велявтомс,తిరిగీవచ్చుట
886,bleiben::V,кадовомс,ఉండు
887,warten::V,учомс,కనిపెట్టు
888,erwarten::V,учомс,నిరిక్షించు
889,suchen::V,вешнемс,వెదకు
890,finden::V,муемс,కనుగొను
891,versuchen::V,варштамс,ప్రయత్నించు
892,vorbereiten::V,анокстамс,తయారుచేయు
893,lieben::V,вечкемс,ప్రేమించు
894,mögen::V,вечкемс,ఇష్టపడు
895,lachen::V,пейдемс,నవ్వు
896,rühren::V,токамс седейс,గుండె తాకు
897,weinen::V,авардемс,వీడ్చు
898,schimpfen::V,сёвномс,గొణుగు
899,sich ärgern::V,кежиявтнемс,అలుగు
900,sich fürchten::V,пелемс,భయపడు
901,fürchten::V,пелемс,భయపడు
902,fliehen::V,оргодемс,పాఱిపోపు
903,flüchten::V,ворьгодемс,తప్పించుకొను
904,flüchten::V,чадомс,తప్పించుకొను
905,sehen::V,неемс,చూచు
906,anschauen::V,ваномс,చూచు
907,ansehen::V,ваномс,కాచియుండు
908,hören::V,марямс,విను
909,zuhören::V,кунсоломс,విను
910,probieren::V,варшамс,చవిచూచుట
911,riechen::V,никсемс,వాసనచూచు
912,fühlen::V,марямс,స్పర్శించుట
913,scheinen::V,марявомс,కనబడు
914,zu sehen sein::V,неявомс,చూవు
915,vernehmen::V,марямс,విను
916,frieren::V,кельмемс,చలికి వడకు
917,tun::V,теемс,చేయు
918,können::V,маштомс,గల
919,wollen::V,бажамс,కోరు
920,anfangen::V,кармамс,ఆరంభించు
921,beenden::V,прядомс,ముగించు
922,aufhören::V,лоткамс,నిలుపు
923,gelingen::V,удаламс,గెలుపాందు
924,geraten::V,лисемс,వెలువడు
925,öffnen::V,панжомс,తెఱచు
926,schließen::V,пекстамс,మూయు
927,schließen::V,сёлгомс,మూయు
928,schließen::V,конямс,మూయు
929,stellen::V,аравтомс,ఉంచు
930,setzen::V,ойсевтемс,ఉంచు
931,setzen::V,озавтнемс,ఉంచు
932,legen::V,путомс,పెట్టు
933,berühren::V,токамс,తాకు
934,verbinden::V,содомс,చేర్చుట
935,bedecken::V,вельтямс,మూయు
936,aufhängen::V,понгавтомс,వ్రేలాడదీయు
937,anzünden::V,кирвастемс,వెలిగించు
938,aufheben::V,кепедемс,సేకరించు
939,zurücklassen::V,кадомс,విడుచు
940,verlieren::V,ёмавтомс,పోగొట్టుకొను
941,fallen lassen::V,правтомс,జాఱవిడుచు
942,machen::V,теемс,చేయు
943,herstellen::V,анокстамс,ఉత్పత్తిచేయు
944,bauen::V,путомс,నిర్మించు
945,reparieren::V,витемс,సరిచేయు
946,verbessern::V,паролгавтомс,వృద్ధి చేయు
947,verbessern::V,вадрялгавтомс,వృద్ధి చేయు
948,ändern::V,полавтомс,మార్చు
949,graben::V,чувомс,త్రవ్వు
950,graben::V,таргамс,త్రవ్వు
951,beugen::V,мендемс,వంచు
952,biegen::V,комавтомс,వంచు
953,drehen::V,чаравтомс,నూలువడుకు
954,drehen::V,велявтнемс,నూలువడుకు
955,wenden::V,велявтомс,త్రిప్పు
956,umdrehen::V,велявтомс,త్రిప్పు
957,heben::V,кепедемс,ఎత్తు
958,hochheben::V,кепедемс,ఎత్తు
959,ergreifen::V,кундамс,వశపఱచుకొను
960,halten::V,кирдемс,ఉంచు
961,drücken::V,нуемс,అణచు
962,schieben::V,шаштомс,నొక్కు
963,kratzen::V,ангордамс,గోకు
964,lecken::V,нолсемс,నాకు
965,beißen::V,сускомс,కఱచు
966,abreißen::V,сеземс,తెగతెంచు
967,abschneiden::V,печкемс,తెగకొట్టు
968,binden::V,кодамс,కట్టు
969,binden::V,сюлмамс,కట్టు
970,stecken::V,сялгомс,తగులుకొనివుండుట
971,brechen::V,синдемс,పగులగొట్టు
972,brechen::V,калавтомс,పగులగొట్టు
973,klopfen::V,калтаямс,కొట్టు
974,hauen::V,чавомс,కొట్టు
975,kleben::V,педявтнемс,అంటుకొను
976,reiben::V,ёзамс,రాచు
977,streichen::V,вадемс,వ్యాపింపజేయు
978,schleifen::V,човамс,రాచు
979,schneiden::V,керямс,కోయు
980,rütteln::V,чукамс,కుదిలించుట
981,rütteln::V,лыкавтомс,కుదిలించుట
982,schütteln::V,чукамс,కదల్చు
983,schwenken::V,яхолемс,ఊచుట
984,schütten::V,каямс,పోయు
985,füllen::V,пештямс,నింపు
986,einwickeln::V,тапарямс,చుట్టు
987,tragen::V,кандомс,మోయు
988,schleppen::V,ускомс,ఈడ్చు
989,ziehen::V,ускомс,ఈడ్చు
990,aufbewahren::V,ванстомс,కాపాడు
991,werfen::V,ёртомс,విసరు
992,fangen::V,кундамс,పట్టుకొను
993,packen::V,кундамс,పట్టుకొను
994,verstecken::V,кекшемс,దాచు
995,teilen::V,явомс,భాగించు
996,schicken::V,кучомс,పంపు
997,bringen::V,кандомс,తెచ్చు
998,hinzufügen::V,путомс,చేర్చు
999,hinzufügen::V,максомс,చేర్చు
1000,bekommen::V,саемс,సంపాదించు
1001,erhalten::V,саемс,పుచ్చుకొను
1002,nehmen::V,саемс,తీసికొను
1003,wählen::V,кочкамс,ఇష్టపడు
1004,auswählen::V,кочкамс,ఏరుకొను
1005,bewahren::V,ванстомс,భద్రపఱుచు
1006,behindern::V,кирдемс,అడ్డగించుట
1007,verderben::V,коламс,చెఱచు
1008,beschädigen::V,теемс зыян,చెరుపుట
1009,zerbrechen::V,коламс,పగులగొట్టు
1010,zerreißen::V,сеземс,చించు
1011,zerstören::V,калавтомс,వాశనము చేయు
1012,verbrennen::V,пултамс,కాల్చు
1013,geben::V,максомс,ఇచ్చు
1014,reichen::V,максомс,అందుకొనుట
1015,schenken::V,каземс,అర్పించు
1016,versprechen::V,алтамс,వాగ్దత్తము చేయు
1017,wünschen::V,арсемс,కోరు
1018,loben::V,шнамс,స్తుతించు
1019,küssen::V,палсемс,ముద్దుపెట్టుకొను
1020,wiegen::V,нурсемс,ఊచుట
1021,zudecken::V,тавадомс,మూయు
1022,zudecken::V,вельтямс,మూయు
1023,wecken::V,стявтомс,నిద్రపలేపుట
1024,zeigen::V,невтемс,చూవు
1025,führen::V,ветямс,దారిచూపు
1026,lehren::V,тонавтомс,బోధించు
1027,unterrichten::V,тонавтомс,నేర్పు
1028,aufziehen::V,трямс,పెంచు
1029,aufziehen::V,кастомс,పెంచు
1030,leiten::V,ветямс,తీసుకపోవుట
1031,leiten::V,азоркстамс,తీసుకపోవుట
1032,antreiben::V,ветямс,ప్రేరేపించు
1033,lassen::V,кармавтомс,అనుమతించు
1034,einladen::V,тердемс,ఆహ్వానించు
1035,vereinigen::V,вейсэндямс,కూడుట
1036,vereinigen::V,вейс путомс,కూడుట
1037,vereinigen::V,вейс пурнамс,కూడుట
1038,besuchen::V,варштамс,పోయి చూచు
1039,treffen::V,вастомс,కలియు
1040,sich versammeln::V,промокшномс,కూర్చు
1041,spielen::V,налксемс,ఆట లాడు
1042,singen::V,морамс,పాడు
1043,tanzen::V,киштемс,నృత్యముచేయు
1044,sich trennen::V,явомс,ఎడబాయుట
1045,verlassen::V,кадомс,విడుచు
1046,retten::V,идемс,తప్పించుట
1047,bewachen::V,ванстомс,కాపాడు
1048,schützen::V,аштемс,రక్షించు
1049,verteidigen::V,ваномс,రక్షించు
1050,sich schlagen::V,тюремс,జగడమాడు
1051,schießen::V,ледемс,కాల్చు
1052,siegen::V,изнямс,గెలుచు
1053,ärgern::V,кежейгавтомс,పీడించుట
1054,schlagen::V,токамс,కొట్టు
1055,treten::V,тапамс,తన్ను
1056,stechen::V,пупамс,కుట్టు
1057,stoßen::V,тулкадемс,గెంటు
1058,stehlen::V,саламс,దొంగిలించు
1059,stören::V,пирямс ки,కలతపఱచు
1060,belästigen::V,а максомс,పీడించు
1061,belästigen::V,а кадомс оймамо,పీడించు
1062,verbergen::V,сёпомс,దాచు
1063,verbergen::V,кекшемс,దాచు
1064,täuschen::V,манямс,మోసము చేయు
1065,betrügen::V,манчемс,మోసపుచ్చు
1066,töten::V,чавномс,చంపు
1067,töten::V,маштнемс,చంపు
1068,wohnen::V,эрямс,నివసించు
1069,arbeiten::V,важодемс,పనిచేయు
1070,sammeln::V,пурнамс,ప్రోగుచేయు
1071,pflücken::V,ноцковтнемс,యేరుట
1072,jagen::V,кундамс,వేటాడు
1073,fischen::V,калонь кундамс,వెదకు
1074,fassen::V,кундамс,పట్టుకొమ
1075,hüten::V,ваномс,మందచేరుట
1076,treiben::V,панемс,నడపు
1077,anbinden::V,сюлмамс,కట్టు
1078,füttern::V,андомс,భోజనము పెట్టు
1079,melken::V,потявтомс,పాలు పితుకు
1080,hacken::V,лазномс,నఱకు
1081,gießen::V,валомс,నీళ్ళుకట్టుట
1082,reifen::V,кенеремс,పండుట
1083,zubereiten::V,анокстамс,వండు
1084,kochen::V,пидемс,వండు
1085,backen::V,пидемс,రొట్టెకాల్చు
1086,braten::V,пуштамс,వేపు
1087,umrühren::V,човорямс,కదులుట
1088,stricken::V,кодамс,అల్లు
1089,nähen::V,стамс,కుట్టు
1090,färben::V,артомс,రంగు వేయు
1091,reinigen::V,урядамс,శుభ్రము చేయు
1092,waschen::V,муськемс,కడుగు
1093,abwischen::V,нардамс,తుడుచు
1094,spülen::V,ёрвалдомс,నీటిలో జడించు
1095,fegen::V,тенсемс,ఊడ్చు
1096,kehren::V,тенсемс,ఊడ్చు
1097,baden::V,экшелямс,స్నానము చేయు
1098,sich waschen::V,шлямс,కడుగు
1099,ausziehen::V,кайсевтемс,విప్పు
1100,anziehen::V,оршамс,ధరించు
1101,sich anziehen::V,оршамс,బట్టలు వేసుకొను
1102,sich anziehen::V,оршамс,తొడుగుకొను
1103,kämmen::V,судрямс,దువ్వుట
1104,schmücken::V,мазылгавтомс,అలంకరించు
1105,schmücken::V,наряжамс,అలంకరించు
1106,sagen::V,меремс,చెప్పు
1107,sprechen::V,кортамс,చెప్పు
1108,reden::V,кортамс,మాటలాడు
1109,sich unterhalten::V,кортнемс,ముచ్చటలాడు
1110,fragen::V,кевкстемс,ప్రశ్నించు
1111,bitten::V,вешемс,కోరు
1112,erzählen::V,ёвтнемс,చెప్పు
1113,mitteilen::V,ёвтамс,తెలియజేయు
1114,nennen::V,лемдемс,పేరు వెట్టు
1115,nennen::V,путомс лем,పేరు వెట్టు
1116,rufen::V,тердемс,పిలుచు
1117,rufen::V,серьгедемс,పిలుచు
1118,prahlen::V,шнамс пря,జల్లి
1119,übersetzen::V,ютавтомс,తర్జుమాచేయు
1120,denken::V,арсемс,ఆలోచించు
1121,glauben::V,кемемс,నమ్ము
1122,bemerken::V,неемс,గుర్తించు
1123,erkennen::V,содамс,గుర్తించు
1124,begreifen::V,пачкодемс,గ్రహించు
1125,verstehen::V,чарькодемс,గ్రహించు
1126,lernen::V,тонавтнемс,నేర్చు కొను
1127,wissen::V,содамс,తెలిసికొను
1128,sich erinnern an::V,ледстямс,జ్ఞాపకముంచుకొను
1129,vergessen::V,стувтомс,మఱచిపోవు
1130,messen::V,онкстнемс,కొలుచుట
1131,zählen::V,ловомс,లెక్కపెట్టు
1132,rechnen::V,ловомс,లెక్కపెట్టు
1133,lesen::V,ловномс,చదువు
1134,malen::V,рисовамс,పూనుట
1135,zeichnen::V,рисовамс,వ్రాసుట
1136,schreiben::V,сёрмадомс,వ్రాయు
1137,besitzen::V,улемс,కలిగియుండు
1138,besitzen::V,улемс азорокс,కలిగియుండు
1139,kaufen::V,рамамс,కొను
1140,verkaufen::V,миемс,అమ్ము
1141,bezahlen::V,пандомс,చెల్లించు
1142,zahlen::V,пандомс,చెల్లించు
1143,beherrschen::V,азоркстамс,ఏలు
1144,ertragen::V,кирдемс,భరించు
