,Concept_ID,ab,mrj
192,Saat::N,ажəла,нӱшмӱ
193,Korn::N,арыц,пӹрцӹ
194,Heu::N,аҭəа,шуды
195,Schale::N,ацəа,аваха
196,Schale::N,ацəа,карлангы
197,Grube::N,ажра,йӓм
198,Grube::N,атыша,йӓм
199,Falle::N,арыҧҟьа,лӱдӹ
200,Falle::N,арыҧҟьа,лӱдӹш
201,Schlinge::N,аҟəараҟəантə,онгы
202,Spur::N,ашьҭа,кишӓ
203,Asche::N,ахəа,ломых
204,Asche::N,ахəа,ломпыж
205,Dreck::N,аҳəынҵəа,лявӹрӓ
206,Dreck::N,аҟьамсар,лявӹрӓ
207,Eisen::N,аиха,кӹртни
208,Gold::N,ахьы,шöртни
209,Gold::N,ахьы,шöртньӹ
210,Silber::N,аразны,ши
211,Kohle::N,арацəа,шӱ
212,Glas::N,асаркьа,охоница
213,Lehm::N,анышəаҧшь,шун
214,Sand::N,аҧслымӡ,ошма
215,Mensch::N,ауаҩы,эдем
216,Mann::N,ахаҵа,пӱэргӹ
217,Frau::N,аҧҳəыс,ӹдӹрӓмӓш
218,Kind::N,ахəыҷы,ӓзӓ
219,Kind::N,ахəыҷы,шачшы
220,Junge::N,аҷкəын,рвезӹ
221,Junge::N,аҷкəын,ӹрвезӹ
222,Junge::N,ахаҵарҧыс,рвезӹ
223,Junge::N,ахаҵарҧыс,ӹрвезӹ
224,Mädchen::N,аӡӷаб,ӹдӹрӓш
225,Familie::N,аҭаацəа,йиш
226,Familie::N,аҭаацəа,семня
227,Großvater::N,абду,тьоти
228,Großmutter::N,анду,папа
229,Eltern::N,ани аби,ӓтя-ӓвӓ
230,Vater::N,аб,ӓтя
231,Mutter::N,ан,ӓвӓ
232,Sohn::N,аҧа,эргӹ
233,Tochter::N,аҧҳа,ӹдӹр
234,Bruder::N,аиашьа,ӹза
235,Schwester::N,Аҳəшьа,ӓкӓ
236,Onkel::N,абиашьа,кугуза
237,Onkel::N,аншьа,кугуза
238,Tante::N,абиаҳəшьа,куака
239,Ehemann::N,ахаҵа,мары
240,Ehemann::N,аҧшəма,мары
241,Ehefrau::N,аҧҳəыс,вӓтӹ
242,Freude::N,агəырӷьара,ӹвӹртӹмӓш
243,Gelächter::N,ачча,ваштылмаш
244,Gelächter::N,аччара,ваштылмаш
245,Glück::N,аразҟы,пиӓл
246,Kummer::N,агəырҩа,ясы
247,Wunsch::N,агəхəтəы,охата
248,Wunsch::N,агəхəтəы,шанымаш
249,Wunsch::N,аҭахра,охата
250,Wunsch::N,аҭахра,шанымаш
251,Lust::N,агəазыҳəара,шӓр
252,Lust::N,агəазыҳəара,охата
253,Lust::N,агəазыҳəара,шанымаш
254,Geist::N,аҧсы,тух
255,Gedanke::N,ахəыцырҭа,шанымаш
256,Gedächtnis::N,агəынкылара,ӓш
257,Verstand::N,ахшыҩ,ыш
258,Sinn::N,аҵакы,кын
259,Grund::N,амзыз,вир
260,Wahrheit::N,аиаша,тöр
261,Gespräch::N,аиҿцәажәара,хытырымаш
262,Märchen::N,алакə,ямак
263,Erzählung::N,ажәабжь,шайыштмаш
264,Nachricht::N,адырраҭара,увертӓрӹмӓш
265,Neuigkeit::N,ажәабжь ҿыц,увер
266,Name::N,ахьӡ,лӹм
267,Rätsel::N,ацуфара,тышты
268,Rede::N,ажәа,шая
269,Rede::N,ажәа,шамак
270,Sprache::N,абызшəа,йӹлмӹ
271,Stimme::N,абжьы,юк
272,Wort::N,ажәа,шамак
273,Zeichen::N,адырга,палӹ
274,Ruf::N,аҿҭы,сӹгӹрӹмӓш
275,Lärm::N,ашьҭыбжь,юкланымащ
276,Laut::N,ашьҭыбжь,юк
277,Ton::N,атон,юк
278,Lied::N,ашəа,мыры
279,Ruhe::N,аҭынчра,тыр
280,Leute::N,ауаа,эдемвлӓ
281,Volk::N,ажəлар,халык
282,Arbeit::N,аусура,пӓшӓ
283,Gast::N,асас,хына
284,Geschenk::N,аҳамҭа,подарка
285,Geschenk::N,аҿанҵа,подарка
286,Spiel::N,ахəмарра,мадыш
287,Gesellschaft::N,агəыҧ,йӓл
288,Gesellschaft::N,агəыҧ,йӓлвлӓ
289,Hilfe::N,ацхыраара,палшык
290,Freund::N,аҩыза,тӓнг
291,Kamerad::N,Аҧхнагьла,тос
292,Angelegenheit::N,аус,дела
293,Angelegenheit::N,аус,йела
294,Angelegenheit::N,аус,йыла
295,Angelegenheit::N,аус,пӓшӓ
296,Anzahl::N,ахыҧхьаӡара,шот
297,Art::N,ахкы,цӹре
298,Stück::N,аҽыҭ,лаштык
299,Teil::N,ахəҭа,пай
300,Teil::N,ахəҭа,часть
301,Hälfte::N,абжа,пел
302,Kreis::N,агьагьа,тӹртӹш
303,Kreuz::N,аџьар,крестӹ
304,Linie::N,аицтәар,
305,Strich::N,ацəаҳəа,
306,Abstand::N,абжьара,ло
307,Entfernung::N,абжьара,ло
308,Gegend::N,аҭыҧ,вӓр
309,Platz::N,аҭыҧ,вӓр
310,Ort::N,аҭыҧ,вӓр
311,Seite::N,аган,öрдӹж
312,Mitte::N,агəҭа,ло
313,Gegenstand::N,амаҭəар,хӓдӹр
314,Rand::N,аҵкар,шöр
315,Kante::N,авардым,шöр
316,Ecke::N,акəакь,лык
317,Spitze::N,аҧынҵа,вуй
318,Ende::N,анаӡара,вуй
319,Ende::N,анаӡара,мычаш
320,Loch::N,акылҵəара,ыраж
321,Winkel::N,агҿаҩра,лык
322,Winkel::N,акəындхə,лык
323,Winkel::N,акəакь,лык
324,Muster::N,аҟҟа,тӹрлец
325,Größe::N,изаҟароу,кӱкшӹц
326,Länge::N,аура,кыт
327,Höhe::N,агылара,кӱкшӹц
328,Gewicht::N,акапан,нелӹц
329,Haufen::N,ачаҟəа,ара
330,Reihe::N,ацəаҳəа,ряд
331,Boot::N,анышь,пыш
332,Ruder::N,ажəҩа,вешлӓ
333,Schlitten::N,ашəаҩауардын,тир
334,Ski::N,ашəаҩа,ечӹ
335,Ski::N,ашьахаха,ечӹ
336,Lagerfeuer::N,еиқуу амца,тыл
337,Last::N,ахьанҭара,нелӹц
338,Gang::N,аныҟəара,ход
339,Schritt::N,ашьаҿа,ашкыл
340,Norden::N,аҩада,йыдпелвел
341,Süden::N,алада,кечӹвӓлвел
342,Westen::N,амраҭашəара,кечӹ шӹцмӹ
343,Osten::N,амрагылара,ирвел
344,Osten::N,амрагылара,кечӹ лӱлтмӹ
345,Holz::N,амҿымаҭəахə,пушӓнгӹ
346,Brett::N,аӷəы,ханга
347,Platte::N,ахаҳәцәы,плитӓ
348,Stütze::N,аҵаргəа,цӓрӓк
349,Stütze::N,агəышьаҟа,цӓрӓк
350,Stange::N,акьат,равы
351,Stange::N,акьат,намаш
352,Stock::N,алаба,панды
353,Stab::N,акьат,равы
354,Rohr::N,абыкь,пыч
355,Haus::N,аҩны,пöрт
356,Heim::N,аҭаацəа,пöрт
357,Ofen::N,аҳақə,камака
358,Ofen::N,ауаџьаҟ,камака
359,Ofen::N,афрына,камака
360,Fußboden::N,адашьма,седӹрӓ
361,Tisch::N,аишәа,стöл
362,Stuhl::N,аҟəардə,пöкен
363,Wiege::N,агара,шипкӓ
364,Bett::N,акаруаҭ,койка
365,Bett::N,акаруаҭ,кравать
366,Regal::N,акыӷəра,полицӓ
367,Kiste::N,аидчаҧала,шӱ́ндӹк
368,Fenster::N,аҧенџьыр,окня
369,Tür::N,ашə,амаса
370,Tor::N,агəашə,хапка
371,Zaun::N,аанда,забор
372,Dach::N,ахыб,левӓш
373,Leiter::N,амардуан,ташкалтыш
374,Besen::N,аҧссага,сало
375,Besen::N,аҧссага,салко
376,Spaten::N,ажыга,кольмы
377,Schaufel::N,аҭəарӷəы,лоток
378,Gabel::N,ачқьыҧ,ви́лка
379,Löffel::N,амҳаҵə,савала
380,Messer::N,аҳəызба,кӹзӹ
381,Nagel::N,аҵəымӷ,пыда
382,Netz::N,акаҭа,вӓпш
383,Haken::N,аҵəаҳə,крӱк
384,Haken::N,аҵəаҳə,кагак
385,Griff::N,амаа,кычем
386,Schloss::N,асаҧаҭ,замок
387,Schloss::N,асаҧаҭ,сыравач
388,Bild::N,асахьа,картин
389,Figur::N,афигура,кӓн
390,Puppe::N,акьанџьа,поханя
391,Beutel::N,асакь,мешӓк
392,Bündel::N,аҿаҳəара,топ
393,Bündel::N,аҿаҳəара,пидӹш
394,Bündel::N,аҿаҳəара,кӹлдӹш
395,Tasche::N,арҭмаҟ,сумкы
396,Eimer::N,аведра,ведӹрӓ
397,Deckel::N,ахҩа,комдыш
398,Geschirr::N,ачысмаҭəа,ӓтӹ
399,Sack::N,асакь,мешӓк
400,Tasse::N,аҵəца,цӓшкӓ
401,Topf::N,акаструлиа,ми́ска
402,Kessel::N,ачуан,пад
403,Nahrung::N,афатə,качкыш
404,Nahrung::N,афатə,качкыш-йӱш
405,Speise::N,афатə,няня
406,Fleisch::N,акəац,пай
407,Getreide::N,ачакуа,киндӹ
408,Brei::N,ақашь,шӹрӓш
409,Brot::N,ача,сыкыр
410,Scheibe::N,аҽыҭ,ламыт
411,Scheibe::N,аҽыҭ,лаштык
412,Scheibe::N,аҿаҵа,ламыт
413,Scheibe::N,аҿаҵа,лаштык
414,Fett::N,ашша,кая
415,Butter::N,ахəша,ӱ
416,Öl::N,азеҭ,ӱ
417,Salz::N,аџьыка,санзал
418,Suppe::N,асуҧ,лем
419,Honig::N,ацха,мӱ
420,Milch::N,ахш,шӹшер
421,Tee::N,ачаи,чӓй
422,Leder::N,ацəа,шарга
423,Leder::N,ацəа,кавашты
424,Wolle::N,аласа,миж
425,Stoff::N,Аба,матер
426,Stoff::N,Аба,матери
427,Nadel::N,агəыр,им
428,Faden::N,арахəыц,шӹртӹ
429,Knopf::N,аҳəынҵəра,полдыш
430,Knoten::N,аиқəҳəала,пӱкшем
431,Farbe::N,ашəыга,чиӓ
432,Farbe::N,ашəыга,крӓскӓ
433,Kleidung::N,амаҭəа,выргем
434,Hemd::N,акьаҿ,тыгыр
435,Kragen::N,ахəда,шӱ
436,Ärmel::N,амаӷра,шокш
437,Hose::N,аиқəа,ялаш
438,Gürtel::N,амаҟа,ӹштӹ
439,Mütze::N,ахылҧа,упш
440,Schuh::N,аимаа,ту́фльы
441,Stiefel::N,амагə,кем
442,Ring::N,амацəаз,шӓргӓш
443,Band::N,алента,лемтӓ
444,Kamm::N,ахҳəа,шерге
445,Spiegel::N,асаркьа,тӹгӹр
446,Riemen::N,аа,прӓжӓ
447,Schnur::N,ашаха,кӓндӹра
448,Leine::N,аҕура,керем
449,Decke::N,ахыза,одеял
450,Kissen::N,ахчы,кӹпцӹк
451,Tuch::N,акасы,савыц
452,Handtuch::N,ампахьшьы,шӹргӹсавыц
453,Handtuch::N,ампахьшьы,шӹргӹмсавыц
454,Kraft::N,амч,ви
455,Stärke::N,амч,ви
456,Gesundheit::N,агəабзиара,шу
457,Gesundheit::N,агəабзиара,шулык
458,Krankheit::N,ачымазара,мыж
459,Schmerz::N,ахьаа,карштыш
460,Wunde::N,ахəра,шушыр
461,Fieber::N,ашоура,ӱштӹмыж
462,Arznei::N,ахəшə,лекӓрцӹ
463,Brücke::N,ацҳа,кӹвер
464,Brunnen::N,аҵыџь,вӹдсӹнзӓ
465,Weide::N,аҳəырҭа,ныр
466,Pfad::N,амхəасҭа,ялгорны
467,Weg::N,амҩа,корны
468,Straße::N,амҩа,корны
469,Dorf::N,ақыҭа,сола
470,Stadt::N,ақалақь,города
471,Brief::N,ашəҟəы,сирмӓш
472,Buch::N,ашəҟəы,книгӓ
473,Buchstabe::N,анбан,буква́
474,Zeitung::N,агазеҭ,газет
475,Zeitung::N,агазеҭ,кайзет
476,Leben::N,аҧсҭазаара,житя
477,Tod::N,аҧсра,смöрт
478,Grab::N,анышəынҭра,шӹгер
479,Grab::N,анышəынҭра,мыгилӓ
480,Grab::N,анышəынҭра,шӹгерлӓ
481,Kirche::N,ауахəама,церкӹ
482,Sünde::N,агəнаҳа,сулык
483,Gott::N,анцəа,йымы
484,Arbeiter::N,аусуҩ,пӓшӓзӹ
485,Chef::N,Аиҳабы,вуй
486,Meister::N,аҟаза,мастар
487,Arzt::N,аҳақьым,доктор
488,Lehrer::N,арҵаҩы,тымдышы
489,Geld::N,аҧара,окса
490,Laden::N,амагазин,лапка
491,Laden::N,амагазин,магазин
492,Preis::N,ахə,ӓк
493,Ware::N,атауар,товар
494,Nutzen::N,ақьар,пайда
495,Reichtum::N,абеиара,перке
496,Welt::N,адунеи,сӓндӓлӹк
497,Welt::N,адунеи,свет
498,Land::N,атəыла,сӓндӓлӹк
499,Staat::N,аҳəынҭқарра,кугижӓншӹ
500,König::N,акрал,король
501,Macht::N,амчра,власть
502,Grenze::N,аҳəаа,пӹсмӓн
503,Krieg::N,аибашьра,вырсы
504,Feind::N,Аҕа,тышман
505,Gewalt::N,ақəымчра,ви
506,Kampf::N,ақəҧара,кредӓлмӓш
507,Bogen[Waffe]::N,ахыц,янгеж
508,Pfeil::N,ахəымпал,пикш
509,Gewehr::N,ашəақь,пичӓл
510,Fehler::N,агха,самынь
511,Lüge::N,амц,шая
512,Schaden::N,аҧырхага,вре́дӓ
513,Unglück::N,арыцҳара,пёда
514,Unglück::N,арыцҳара,тымаша
515,Schuld::N,ахара,вуйнамат
516,Alter::N,ақəра,иӓш
517,Alter::N,ақəра,игечӹ
518,Schluss::N,анҵəамҭа,пӹтӓртӹш
519,Zeit::N,аамта,веремӓ
520,Tag::N,амш,кечӹ
521,Morgen::N,ашара,ир
522,Morgen::N,ашара,ирок
523,Morgen::N,ашьыбжь,ир
524,Morgen::N,ашьыбжь,ирок
525,Mittag::N,шьыбжьон,кечӹвӓл
526,Abend::N,ахəылҧаз,вады
527,Abend::N,ахəлбыҽха,вады
528,Nacht::N,аҵх,йыд
529,Woche::N,амчыбжь,ӓрня
530,Frühling::N,ааҕын,шошым
531,Sommer::N,аҧхын,кӓнгӹж
532,Herbst::N,ҭагалан,шӹжӹ
533,Herbst::N,хкаарачан,шӹжӹ
534,Winter::N,аӡын,тел
535,Winter::N,аӡын,телӹ
536,Januar::N,ианвар,январ
537,Januar::N,ианвар,январь
538,Februar::N,февраль,февраль
539,März::N,март,март
540,April::N,апрель,апрель
541,Mai::N,маи,май
542,Juni::N,иуун,июнь
543,Juli::N,иууль,июль
544,August::N,август,август
545,September::N,сентиабр,сентябрь
546,Oktober::N,октиабр,октябрь
547,November::N,ноиабр,ноябрь
548,Dezember::N,декабр,декавыр
549,Montag::N,ашəахьа,шачмы
550,Dienstag::N,аҩаша,кышкыжмы
551,Mittwoch::N,ахаша,вӹрчегӹ
552,Donnerstag::N,аҧшьаша,изӓрня
553,Freitag::N,ахəаша,когарня
554,Samstag::N,асабша,кукшыгечӹ
555,Sonntag::N,амҽыша,рушӓрня
556,groß::A,аду,кого
557,klein::A,амаҷ,изи
558,lang::A,ахəхəа,кужы
559,kurz::A,акьаҿ,кӹтӹк
560,breit::A,аиужь,кымда
561,breit::A,аиҵых,кымда
562,schmal::A,аҭшəа,ӓнгӹсӹр
563,dicht::A,аилач,шӹре
564,dick[Gegenstand]::A,ажəпа,кӹжгӹ
565,fein::A,апа,пыльга
566,fein::A,аҵаӷа,пыльга
567,fein::A,аӡа,пыльга
568,fest::A,аҟаца,цаткыды
569,fest::A,аӷəӷəаҟаца,цаткыды
570,flach::A,ақəаҟьа,тӓлякӓ
571,flach::A,аҧаҟьа,тӓлякӓ
572,glatt::A,аимаҩзы,ягылгы
573,hart::A,акьакьа,пингӹдӹ
574,weich::A,атата,пышкыды
575,rund::A,акəмпыл,тӹртӹш
576,spitz::A,аҵар,кашар
577,scharf::A,аҵар,кашар
578,stumpf::A,ацагə,нӹшкӹ
579,schwer::A,ахьанҭа,нелӹ
580,schön::A,аҧшӡа,цевер
581,schön::A,аҧшӡа,олмыдшы
582,heiß::A,ашы,шокшы
583,warm::A,аҧха,шокшы
584,kalt::A,ахьшəашəа,ӱштӹ
585,kühl::A,ахьшəашəа,юалгы
586,kühl::A,ахьшəашəа,йонгата
587,kühl::A,ицәыхьшәашәоу,юалгы
588,kühl::A,ицәыхьшәашәоу,йонгата
589,frisch::A,цқьа,йонгата
590,feucht::A,ацəаак,ӹлӹкшӹ
591,feucht::A,ацəаак,вӹдӹжгӹ
592,nass::A,абааӡа,начкы
593,trocken::A,Аба,кукшы
594,trocken::A,аҩа,кукшы
595,voll::A,азна,темшӹ
596,voll::A,азна,темыман
597,leer::A,аҭацəы,йӓрӓ
598,offen::A,аарта,виш
599,geschlossen::A,ихҩоу,чӱчмӹ
600,geschlossen::A,ихҩоу,тӹкӹлӓлтшӹ
601,geschlossen::A,иаркыу,чӱчмӹ
602,geschlossen::A,иаркыу,тӹкӹлӓлтшӹ
603,sauber::A,ацқьа,ире
604,schmutzig::A,аҟьашь,шоран
605,schmutzig::A,аҟьашь,лявӹрӓн
606,schmutzig::A,аҟьашь,шорангшы
607,reif::A,Арҭ,кӱшӹ
608,reif::A,аҟала,кӱшӹ
609,reif::A,иҟалахьоу,кӱшӹ
610,lecker::A,ахаа,тотан
611,süß::A,азла,мӱӓн
612,bitter::A,аша,качы
613,sauer::A,аҵəҵəы,шапы
614,hell::A,алаша,соты
615,hell::A,алаша,валгыды
616,dunkel::A,алашьца,пӹц
617,dunkel::A,алашьца,пӹцкемӹш
618,schwarz::A,аиқуаҵәа,шим
619,weiß::A,ашкəакəа,ош
620,weiß::A,ашкəакəа,ошы
621,rot::A,аҟаҧшь,якшаргы
622,gelb::A,аҩеижь,сар
623,gelb::A,аҩеижь,сары
624,blau::A,аҽҵәа,симсӹ
625,grün::A,ашьацҧшҭəала,ыжар
626,grün::A,аеҵəа,ыжар
627,grau::A,ацəыш,луды
628,bunt::A,Аилыҕраа,ала
629,bunt::A,аҕраҷкəын,ала
630,billig::A,амариа,шулдаш
631,teuer::A,амҩан,шергӹ
632,teuer::A,амҩан,шергӓкӓн
633,wertvoll::A,кыр иаҕсоу,ӓкӓн
634,wertvoll::A,акыр иаҕсоу,ӓкӓн
635,blind::A,алашə,слöпöй
636,blind::A,алашə,сльöпöй
637,taub::A,адагəа,тӱтӱк
638,kräftig::A,аӷəӷəа,виӓн
639,stark::A,абаҟа,виӓн
640,schwach::A,акəада,шава
641,schwach::A,акəада,лӹпкӓ
642,schwach::A,акəада,слабка
643,fett::A,аҧсыла,таза
644,schlank::A,акала,яштака
645,schlank::A,акьалантар,яштака
646,schlank::A,аиҿартə,яштака
647,hübsch::A,аҧшӡа,сӹлнӹ
648,hübsch::A,аҧшӡа,олмыдшы
649,böse::A,абааҧсы,шӹдӓн
650,dumm::A,агаӡа,окмак
651,faul::A,аашьа,ялахай
652,fleißig::A,иҟубҷоу,пӓшам яратышы
653,geizig::A,акы,шык
654,geizig::A,акаҷбеи,шык
655,geizig::A,аҟəџьыр,шык
656,klug::A,аҟəыш,ышан
657,klug::A,аҟəыӷа,ышан
658,geschickt::A,напҟазала,мастар
659,lieb::A,алашара,тыри
660,lustig::A,алах-ҿых,мындыр
661,lustig::A,алах-ҿых,сусу
662,lustig::A,игурҕьаччо,мындыр
663,lustig::A,игурҕьаччо,сусу
664,lustig::A,агурҕьа,мындыр
665,lustig::A,агурҕьа,сусу
666,lustig::A,агурҿыхага,мындыр
667,lustig::A,агурҿыхага,сусу
668,sanft::A,атата,йӹвӹжӓ
669,sanft::A,аҟəымшəышə,йӹвӹжӓ
670,sanft::A,ақьыҧш,йӹвӹжӓ
671,hungrig::A,амлашь,шужышы
672,krank::A,ачымазаҩ,церлӹ
673,krank::A,ачымазаҩ,хворой
674,nackt::A,аҟьантаз,цӓрӓ
675,traurig::A,алахьеиқəҵага,сы́лыкан
676,traurig::A,алахьеиқəҵага,кымы́лдымы
677,lebendig::A,абза,живой
678,gut::A,абзиа,яжо
679,schlecht::A,-хəарҭам,уда
