,Concept_ID,hu,te
93,Regenbogen::N,szivárvány,ఇంద్రధనుస్సు
94,Donner::N,dörgés,ఉరుము
95,Donner::N,mennydörgés,ఉరుము
96,Strömung::N,áramlat,ప్రవాహము
97,Tropfen::N,csepp,చుక్క
98,Schaum::N,hab,నురుగు
99,Schaum::N,tajték,నురుగు
100,Schmutz::N,piszok,మైల
101,See::N,tó,సరస్సు
102,Sumpf::N,mocsár,చిత్తడినేల
103,Moor::N,láp,చిత్తడినేల
104,Wiese::N,rét,పచ్చిక బయలు
105,Wiese::N,mező,పచ్చిక బయలు
106,Wald::N,erdő,అడవి
107,Hügel::N,domb,చివ్నకొండ
108,Anhöhe::N,magaslat,కొండ
109,Berg::N,hegy,పర్వతము
110,Gipfel::N,csúcs,శిఖరము
111,Höhle::N,barlang,గుహ
112,Abhang::N,lejtő,ఏటవాలు
113,Quelle::N,forrás,మూలము
114,Bach::N,patak,కాలువ
115,Fluss::N,folyó,నది
116,Ufer::N,part,తీరము
117,Küste::N,tengerpart,తీరము
118,Festland::N,szárazföld,భూమి
119,Meer::N,tenger,సముద్రము
120,Bucht::N,öböl,మరుగు
121,Insel::N,sziget,దీవి
122,Blume::N,virág,పుష్పము
123,Gras::N,fű,పచ్చగడ్డి
124,Wurzel::N,gyökér,వేరు
125,Baum::N,fa,చెట్టు
126,Stamm::N,tő,చెట్టుబోదె
127,Stamm::N,törzs,చెట్టుబోదె
128,Rinde::N,kéreg,చెట్టుపట్ట
129,Ast::N,ág,కొమ్మ
130,Zweig::N,gally,చివుకు
131,Blatt::N,levél,ఆకు
132,Birke::N,nyír,తరహా చెట్టు
133,Kiefer[Baum]::N,fenyő,దేవదారు చెట్టు
134,Weide[Baum]::N,fűz,జాతిచెట్టు
135,Tanne::N,fenyő,దేవదారుచెట్టు
136,Horn::N,szarv,కొమ్ము
137,Feder::N,toll,ఈక
138,Fell::N,szőr,తోలు
139,Fell::N,bunda,తోలు
140,Flügel::N,szárny,ఱెక్క
141,Klaue::N,köröm,వంకరగోరు
142,Kralle::N,karom,వంకరగోరు
143,Schwanz::N,farok,తోక
144,Ei::N,tojás,గ్రుడ్డు
145,Nest::N,fészek,పక్షిగూడు
146,Bau::N,odú,గుహ
147,Tier::N,állat,జంతువు
148,Herde::N,nyáj,మంద
149,Herde::N,csorda,మంద
150,Kuh::N,tehén,ఆవు
151,Bulle::N,bika,గిత్త
152,Pferd::N,ló,గుఱ్ఱము
153,Schaf::N,juh,గొఱ్ఱె
154,Schaf::N,birka,గొఱ్ఱె
155,Schwein::N,sertés,పంది
156,Hund::N,eb,కుక్క
157,Hund::N,kutya,కుక్క
158,Katze::N,macska,పిల్లి
159,Bär::N,medve,ఎలుగుబంటి
160,Eichhörnchen::N,mókus,ఉడుత
161,Elch::N,jávorszarvas,కణంజు
162,Fuchs::N,róka,గుంటనక్క
163,Hase::N,nyúl,కుందేలు
164,Maus::N,egér,చిట్టెలుక
165,Wolf::N,farkas,తోడేలు
166,Vogel::N,madár,పక్షి
167,Schwarm::N,raj,గుంపు
168,Huhn::N,tyúk,కోడిపిల్ల
169,Hahn::N,kakas,కోడివుంజు
170,Gans::N,lúd,ఆడుబాతు
171,Gans::N,liba,ఆడుబాతు
172,Adler::N,sas,గ్రద్ద
173,Ente::N,kacsa,పాట్టిబాతు
174,Eule::N,bagoly,గ్రుడ్లగూబ
175,Kranich::N,daru,కొంగ
176,Krähe::N,varjú,కాకి
177,Kuckuck::N,kakukk,కోయల
178,Schwan::N,hattyú,హంస
179,Fisch::N,hal,చేప
180,Barsch::N,sügér,ఒకచేఁప
181,Hecht::N,csuka,గండుమీను
182,Schlange[Tier]::N,kígyó,పాము
183,Wurm::N,kukac,పురుగు
184,Spinne::N,pók,సాలె పురుగు
185,Ameise::N,hangya,చీమ
186,Laus::N,tetű,పేను
187,Mücke::N,szúnyog,చీకటీగ
188,Fliege::N,légy,ఈగ
189,Schmetterling::N,lepke,సీతాకోకచిలుక
190,Schmetterling::N,pillangó,సీతాకోకచిలుక
191,Beere::N,bogyó,కాయ
192,Apfel::N,alma,ఆపిల్ పండు
193,Pilz::N,gomba,కుక్కగొడుగు
194,Zwiebel::N,hagyma,నీరుల్లి
195,Saat::N,vetőmag,విత్తనము
196,Korn::N,mag,గింజ
197,Korn::N,szem,గింజ
198,Heu::N,széna,ఎండుగడ్డి
199,Schale::N,héj,పొట్టు
200,Grube::N,verem,గొయ్యి
201,Falle::N,csapda,బోను
202,Schlinge::N,tőr,ఉరి
203,Spur::N,nyom,జాడ
204,Asche::N,hamu,బూడిద
205,Dreck::N,sár,ముఱికి
206,Dreck::N,piszok,ముఱికి
207,Eisen::N,vas,ఇనుము
208,Gold::N,arany,బంగారము
209,Silber::N,ezüst,వెండి
210,Kohle::N,szén,నేలబొగ్గు
211,Glas::N,üveg,గాజు
212,Lehm::N,agyag,బంకమన్ను
213,Lehm::N,vályog,బంకమన్ను
214,Sand::N,homok,ఇసుక
215,Mensch::N,ember,నరుడు
216,Mann::N,úr,పురుమడు
217,Mann::N,férfi,పురుమడు
218,Frau::N,nő,ఆడుది
219,Frau::N,asszony,ఆడుది
220,Kind::N,gyerek,బిడ్డ
221,Kind::N,gyermek,బిడ్డ
222,Junge::N,fiú,బాలుడు
223,Mädchen::N,lány,బాలిక
224,Familie::N,család,కుటుంబము
225,Großvater::N,nagyapa,తాత
226,Großmutter::N,nagyanya,అయ్యమ్మ
227,Eltern::N,szülők,తల్లితండ్రులు
228,Vater::N,apa,తండ్రి
229,Vater::N,atya,తండ్రి
230,Mutter::N,anya,తల్లి
231,Sohn::N,fiú,కొడుకు
232,Tochter::N,lány,కూతురు
233,Bruder::N,fivér,పోదరుడు
234,Bruder::N,testvér,పోదరుడు
235,Schwester::N,nővér,సోదరి
236,Schwester::N,lánytestvér,సోదరి
237,Onkel::N,nagybácsi,మేనమామ
238,Tante::N,nagynéni,మేనత్త
239,Tante::N,nagynéni,పినతల్లి
240,Ehemann::N,férj,భర్త
241,Ehefrau::N,feleség,భార్య
242,Freude::N,öröm,సంతోషము
243,Gelächter::N,nevetés,నవ్వు
244,Gelächter::N,hahotázás,నవ్వు
245,Glück::N,boldogság,సంతోషము
246,Kummer::N,bánat,దుఃఖము
247,Wunsch::N,óhaj,కోరిక
248,Lust::N,kedv,కోరిక
249,Geist::N,elme,ఆత్మ
250,Geist::N,szellem,ఆత్మ
251,Gedanke::N,gondolat,ఆలోచన
252,Gedächtnis::N,emlékezet,జ్ఞాపకము
253,Verstand::N,ész,మనస్సు
254,Verstand::N,értelem,మనస్సు
255,Sinn::N,értelem,అర్థము
256,Grund::N,ok,కారణము
257,Grund::N,alap,కారణము
258,Wahrheit::N,igaz,సత్యము
259,Wahrheit::N,igazság,సత్యము
260,Gespräch::N,beszélgetés,పంభాషణ
261,Märchen::N,mese,అద్భుతకథ
262,Erzählung::N,elbeszélés,కథ
263,Nachricht::N,hír,వార్త
264,Nachricht::N,híradás,వార్త
265,Neuigkeit::N,újság,వార్త
266,Name::N,név,పేరు
267,Rätsel::N,rejtvény,చిక్కు
268,Rede::N,beszéd,ఉపన్యాసము
269,Rede::N,szónoklat,ఉపన్యాసము
270,Sprache::N,nyelv,భాష
271,Stimme::N,hang,కంరథ్సని
272,Wort::N,szó,మాట
273,Zeichen::N,jel,గుర్తు
274,Ruf::N,kiáltás,పిలువు
275,Lärm::N,zaj,సందడి
276,Laut::N,hang,ధ్వని
277,Ton::N,hang,స్వరము
278,Lied::N,dal,పాట
279,Lied::N,ének,పాట
280,Ruhe::N,csend,గాలిలేమి
281,Ruhe::N,nyugalom,గాలిలేమి
282,Leute::N,emberek,జనులు
283,Volk::N,nép,జాతి
284,Arbeit::N,dolog,పని
285,Gast::N,vendég,అతిధి
286,Geschenk::N,ajándék,దానము
287,Spiel::N,játék,ఆట
288,Gesellschaft::N,társaság,జట్టు
289,Hilfe::N,segítség,సాహాయ్యము
290,Freund::N,barát,స్నేహితుడు
291,Kamerad::N,társ,చెలికాడు
292,Angelegenheit::N,ügy,విషయము
293,Anzahl::N,szám,లెక్క
294,Art::N,faj,జాతి
295,Art::N,fajta,జాతి
296,Stück::N,darab,తునుక
297,Teil::N,rész,భాగము
298,Hälfte::N,fél,సగము
299,Kreis::N,kör,వృత్తము
300,Kreuz::N,kereszt,సిలువ
301,Linie::N,vonal,గీత
302,Strich::N,vonás,గీత
303,Abstand::N,köz,సందు
304,Entfernung::N,távolság,దూరము
305,Gegend::N,táj,విస్తీర్ణము
306,Gegend::N,vidék,విస్తీర్ణము
307,Platz::N,hely,ఎడము
308,Ort::N,hely,స్థలము
309,Seite::N,fél,ప్రక్క
310,Seite::N,oldal,ప్రక్క
311,Mitte::N,közép,నడిమి
312,Gegenstand::N,tárgy,పద్దు
313,Sache::N,dolog,వస్తువు
314,Rand::N,szél,అంచు
315,Rand::N,perem,అంచు
316,Rand::N,szegély,అంచు
317,Kante::N,él,అంచు
318,Ecke::N,sarok,మూల
319,Ecke::N,szöglet,మూల
320,Spitze::N,csúcs,మొన
321,Ende::N,vég,కొన
322,Loch::N,lyuk,రంధ్రము
323,Winkel::N,szög,కోణము
324,Muster::N,minta,మాదిరి
325,Größe::N,nagyság,పరిమాణము
326,Länge::N,hossz,పొడుగు
327,Länge::N,hosszúság,పొడుగు
328,Höhe::N,magasság,పొడుగు
329,Gewicht::N,súly,భారము
330,Menge::N,sokaság,మొత్తము
331,Menge::N,mennyiség,మొత్తము
332,Haufen::N,halom,రాశి
333,Reihe::N,sor,వరుస
334,Boot::N,csónak,పడవ
335,Ruder::N,evező,అడక
336,Schlitten::N,szánkó,సరవండ్లు
337,Ski::N,sí,స్కీ
338,Lagerfeuer::N,tábortűz,నెగడు
339,Last::N,teher,బరువు
340,Gang::N,járás,నడక
341,Schritt::N,lépés,అడుగు
342,Norden::N,észak,ఉత్తరదిక్కు
343,Süden::N,dél,దక్షిణము
344,Westen::N,nyugat,పడమర
345,Osten::N,kelet,తూర్పు
346,Holz::N,fa,కొయ్య
347,Brett::N,deszka,పలక
348,Platte::N,lap,పలక
349,Platte::N,lemez,పలక
350,Stütze::N,támasz,వాల్సేడ్లు
351,Stütze::N,támaszték,వాల్సేడ్లు
352,Stange::N,rúd,స్తంభము
353,Stange::N,pózna,స్తంభము
354,Stock::N,pálca,కఱ్ఱ
355,Stab::N,bot,కఱ్ఱ
356,Rohr::N,cső,గొట్టము
357,Haus::N,ház,ఇల్లు
358,Heim::N,otthon,స్వగృహము
359,Ofen::N,kályha,పొయ్యి
360,Fußboden::N,padló,నేల
361,Tisch::N,asztal,మేజా
362,Stuhl::N,szék,కుర్చీ
363,Wiege::N,bölcső,ఉయ్యాల
364,Bett::N,ágy,పడక
365,Bett::N,ágy,మంచం
366,Regal::N,polc,అటక
367,Regal::N,állvány,అటక
368,Kiste::N,láda,వెట్టె
369,Fenster::N,ablak,కిటికి
370,Tür::N,ajtó,ద్వారము
371,Tor::N,kapu,ద్వారము
372,Zaun::N,kerítés,కంచె
373,Dach::N,tető,ఇంటివైకప్పు
374,Leiter::N,létra,నిచ్చెన
375,Besen::N,seprű,చీపురుకట్ట
376,Spaten::N,ásó,పాఱ
377,Schaufel::N,lapát,పాఱ
378,Gabel::N,villa,ముండ్లగరిటె
379,Löffel::N,kanál,గరిటె
380,Messer::N,kés,కత్తి
381,Nagel::N,szeg,మేకు
382,Netz::N,háló,వల
383,Haken::N,kampó,కొక్కెము
384,Griff::N,nyél,పిడి
385,Griff::N,fogantyú,పిడి
386,Schloss::N,zár,తాళము
387,Bild::N,kép,చిత్రము
388,Figur::N,alak,రూపము
389,Puppe::N,bábu,బొమ్మ
390,Beutel::N,zacskó,సంచి
391,Bündel::N,köteg,మూట
392,Tasche::N,táska,సంచి
393,Eimer::N,vödör,చేద
394,Deckel::N,fedő,మూత
395,Deckel::N,fedél,మూత
396,Geschirr::N,edény,వంటకాలు
397,Sack::N,zsák,గోనెసంచి
398,Tasse::N,csésze,గిన్నె
399,Topf::N,fazék,కుండ
400,Kessel::N,üst,నీరుకాచుపాత్ర
401,Kessel::N,bogrács,నీరుకాచుపాత్ర
402,Essen::N,evés,ఆహారము
403,Essen::N,étkezés,ఆహారము
404,Nahrung::N,ennivaló,ఆహారము
405,Speise::N,étel,ఆహారము
406,Fleisch::N,hús,మాంసము
407,Getreide::N,gabona,ధాన్యము
408,Brei::N,pép,గుజ్జు
409,Brei::N,kása,గుజ్జు
410,Brot::N,kenyér,రొట్టె
411,Scheibe::N,szelet,బద్ద
412,Fett::N,háj,క్రొవ్వు
413,Fett::N,zsír,క్రొవ్వు
414,Butter::N,vaj,వెన్న
415,Öl::N,olaj,నూనె
416,Salz::N,só,ఉప్పు
417,Suppe::N,leves,చారు
418,Honig::N,méz,తెనె
419,Milch::N,tej,పాలు
420,Tee::N,tea,తేనీరు
421,Leder::N,bőr,బాగుచేసివతోలు
422,Wolle::N,gyapjú,ఉన్ని
423,Stoff::N,szövet,బట్ట
424,Nadel::N,tű,సూది
425,Faden::N,fonál,దారము
426,Knopf::N,gomb,బొత్తాము
427,Knoten::N,csomó,ముడి
428,Farbe::N,szín,రంగు
429,Farbe::N,festék,రంగు
430,Kleidung::N,ruha,బట్టలు
431,Kleidung::N,ruházat,బట్టలు
432,Hemd::N,ing,చొక్కాయ
433,Kragen::N,gallér,మాల
434,Ärmel::N,ujj,చొక్కాయచెయ్యి
435,Hose::N,gatya,ఇజారు
436,Hose::N,nadrág,ఇజారు
437,Gürtel::N,öv,పటకా
438,Mütze::N,sapka,టోపి
439,Schuh::N,cipő,పాదరక్ష
440,Stiefel::N,csizma,బూటు
441,Ring::N,gyűrű,ఉంగరము
442,Band::N,szalag,నాడా
443,Kamm::N,fésű,దువ్వెన
444,Spiegel::N,tükör,అద్దము
445,Riemen::N,szíj,వాడా
446,Schnur::N,zsinór,దారము
447,Leine::N,póráz,వారు
448,Decke::N,takaró,కంబళి
449,Kissen::N,párna,తలగడ
450,Tuch::N,kendő,బట్ట
451,Handtuch::N,törülköző,తువాలు
452,Kraft::N,erő,బలము
453,Stärke::N,erő,శక్తి
454,Stärke::N,erősség,శక్తి
455,Gesundheit::N,egészség,ఆరోగ్యము
456,Krankheit::N,kór,రోగము
457,Krankheit::N,betegség,రోగము
458,Schmerz::N,fájdalom,నొప్పి
459,Wunde::N,seb,గాయము
460,Fieber::N,láz,జ్వరము
461,Arznei::N,orvosság,మందు
462,Arznei::N,gyógyszer,మందు
463,Brücke::N,híd,వంతెన
464,Brunnen::N,kút,బావి
465,Brunnen::N,kút,కూపము
466,Brunnen::N,kút,నుయ్యి
467,Weide::N,legelő,పచ్చికబయలు
468,Pfad::N,ösvény,కాలిత్రోవ
469,Weg::N,út,మార్గము
470,Straße::N,út,బాట
471,Dorf::N,falu,గ్రామము
472,Stadt::N,város,పట్టణము
473,Brief::N,levél,జాబు
474,Buch::N,könyv,పుస్తకము
475,Buchstabe::N,betű,అక్షరము
476,Zeitung::N,újság,వార్తాపత్రిక
477,Zeitung::N,hírlap,వార్తాపత్రిక
478,Leben::N,élet,ప్రాణము
479,Tod::N,halál,మరణము
480,Grab::N,sír,సమాధి
481,Kirche::N,templom,క్రెస్తవులగుడి
482,Sünde::N,bűn,పాపము
483,Sünde::N,vétek,పాపము
484,Gott::N,isten,దేవుడు
485,Arbeiter::N,munkás,పనిపాటుచేశేవాడు
486,Chef::N,főnök,యజమానుడు
487,Meister::N,mester,కళాకారుడు
488,Arzt::N,orvos,వైద్యుడు
489,Lehrer::N,tanár,ఉపాధ్యాయుడు
490,Lehrer::N,tanító,ఉపాధ్యాయుడు
491,Geld::N,pénz,ద్రవ్యము
492,Geschäft::N,üzlet,వ్యాపారము
493,Laden::N,bolt,అంగడి
494,Preis::N,ár,వెల
495,Ware::N,áru,సరకులు
496,Nutzen::N,haszon,ప్రయోజనము
497,Reichtum::N,gazdagság,ధనము
498,Welt::N,világ,ప్రపంచము
499,Land::N,ország,దేశము
500,Staat::N,állam,రాజ్యము
501,König::N,király,రాజు
502,Macht::N,hatalom,అధికారము
503,Grenze::N,határ,సరిహద్దు
504,Krieg::N,háború,యుద్ధము
505,Feind::N,ellenség,శత్రువు
506,Gewalt::N,erőszak,దౌర్జన్యము
507,Kampf::N,harc,పోట్లాట
508,Bogen[Waffe]::N,íj,విల్లు
509,Pfeil::N,nyíl,బాణము
510,Gewehr::N,puska,తుపాకి
511,Gewehr::N,fegyver,తుపాకి
512,Fehler::N,hiba,తప్ప
513,Lüge::N,hazugság,అసత్యము
514,Schaden::N,kár,నష్టము
515,Unglück::N,csapás,దురదృష్టము
516,Unglück::N,balszerencse,దురదృష్టము
517,Schuld::N,bűn,తప్పు
518,Alter::N,kor,వయస్సు
519,Schluss::N,vég,ముగింపు
520,Schluss::N,befejezés,ముగింపు
521,Zeit::N,idő,కాలము
522,Tag::N,nap,దినము
523,Morgen::N,reggel,ఉదయము
524,Mittag::N,dél,మధ్యాహ్నము
525,Abend::N,este,సాయంకాలము
526,Nacht::N,éj,రత్రి
527,Nacht::N,éjszaka,రత్రి
528,Woche::N,hét,వారము
529,Monat::N,hó,నెల
530,Monat::N,hónap,నెల
531,Jahr::N,év,సంవత్సరము
532,Frühling::N,tavasz,వసంతకాలము
533,Sommer::N,nyár,వేసవికాము
534,Herbst::N,ősz,ఆకురాలుకాలము
535,Winter::N,tél,శీతకాలము
536,Januar::N,január,జనవరి
537,Februar::N,február,ఫిబ్రవరి
538,März::N,március,మార్చి
539,April::N,április,ఏప్రిలు
540,Mai::N,május,మే
541,Juni::N,június,జూన్
542,Juli::N,július,జూలై
543,August::N,augusztus,ఆగస్టు
544,September::N,szeptember,సెప్ఠెంబరు
545,Oktober::N,október,అక్టోబరు
546,November::N,november,నవంబరు
547,Dezember::N,december,డిసెంబర్
548,Montag::N,hétfő,సోమవారము
549,Dienstag::N,kedd,మంగళవారము
550,Mittwoch::N,szerda,బుధవారము
551,Donnerstag::N,csütörtök,గురువారము
552,Freitag::N,péntek,శుక్రవారము
553,Samstag::N,szombat,శనివారము
554,Sonntag::N,vasárnap,ఆదివారము
555,groß::A,nagy,గొప్పైన
556,klein::A,pici,చిన్న
557,klein::A,kicsi,చిన్న
558,lang::A,hosszú,పొడుగాటి
559,kurz::A,rövid,పొట్టి
560,breit::A,széles,వెడల్పైన
561,schmal::A,keskeny,ఇఱుకైన
562,dicht::A,sűrű,దట్టమైన
563,dick[Gegenstand]::A,vastag,దట్టమైన
564,dünn::A,vékony,పలుచని
565,fein::A,vékony,నాజాకైన
566,fest::A,szilárd,దృడమైవ
567,flach::A,sík,చదువైన
568,flach::A,lapos,చదువైన
569,glatt::A,sima,నున్నని
570,hart::A,kemény,కఠినమైన
571,weich::A,puha,మృదువైన
572,rund::A,kerek,గుండ్రని
573,spitz::A,hegyes,మొనగల
574,scharf::A,éles,పదనైన
575,stumpf::A,tompa,వాడిలేని
576,stumpf::A,életlen,వాడిలేని
577,schwer::A,nehéz,బరువ్తెన
578,schwer::A,súlyos,బరువ్తెన
579,schön::A,szép,సుందరమైన
580,heiß::A,forró,వేడియైన
581,warm::A,meleg,వెచ్చని
582,kalt::A,hideg,చల్లని
583,kühl::A,hűs,చల్లని
584,kühl::A,hűvös,చల్లని
585,frisch::A,üde,తాజాయైన
586,frisch::A,friss,తాజాయైన
587,feucht::A,nedves,చెమ్మగానున్న
588,nass::A,vizes,తడిగామన్న
589,trocken::A,száraz,ఎండిన
590,voll::A,telt,నిండు
591,leer::A,üres,శూన్యమైన
592,offen::A,nyílt,తెఱచియున్న
593,offen::A,nyitott,తెఱచియున్న
594,geschlossen::A,zárt,మూసిన
595,geschlossen::A,csukott,మూసిన
596,sauber::A,tiszta,పరిశుద్ధమైన
597,schmutzig::A,piszkos,ముఱికియైన
598,schmutzig::A,szennyes,ముఱికియైన
599,roh::A,nyers,పచ్చి
600,reif::A,érett,పండివ
601,lecker::A,finom,రుచి గల
602,süß::A,édes,తియ్యని
603,bitter::A,keserű,చేదైన
604,sauer::A,savanyú,పుల్లని
605,hell::A,világos,కాంతిగల
606,dunkel::A,sötét,చీకటియైన
607,schwarz::A,fekete,నల్లని
608,weiß::A,fehér,తెలుపు
609,rot::A,vörös,ఎఱ్ఱని
610,gelb::A,sárga,పసుపు పచ్చ
611,blau::A,kék,నీలవర్ణము
612,grün::A,zöld,ఆకుపచ్చని
613,grau::A,ősz,నెరిసిన
614,grau::A,szürke,నెరిసిన
615,bunt::A,tarka,రంగేలీ
616,bunt::A,színes,రంగేలీ
617,billig::A,olcsó,చౌకయైన
618,teuer::A,drága,వెలపొడుగైన
619,wertvoll::A,értékes,విలుప్తెన
620,blind::A,vak,గ్రుడ్డి
621,taub::A,süket,చెవిటి
622,kräftig::A,erős,శక్తి గల
623,stark::A,erős,బలమైన
624,schwach::A,gyenge,బలహీనమైన
625,schwach::A,erőtlen,బలహీనమైన
626,fett::A,hájas,క్రొవ్విన
627,schlank::A,karcsú,సన్నని
628,hübsch::A,csinos,సాగప్తెన
629,böse::A,rossz,చెడ్డ
630,böse::A,gonosz,చెడ్డ
631,dumm::A,buta,తెలివిలేని
632,dumm::A,ostoba,తెలివిలేని
633,faul::A,lusta,సోమరియైన
634,fleißig::A,szorgalmas,శ్రద్దగల
635,geizig::A,fukar,పిసినారియైన
636,geizig::A,fösvény,పిసినారియైన
637,klug::A,okos,తెలివిగల
638,klug::A,eszes,తెలివిగల
639,geschickt::A,ügyes,నిపుణతగల
640,lieb::A,drága,ప్రియమైన
641,lieb::A,kedves,ప్రియమైన
642,lustig::A,víg,ఉల్లాసము గల
643,lustig::A,vidám,ఉల్లాసము గల
644,sanft::A,enyhe,సాధువైన
645,hungrig::A,éhes,ఆకలిగొనిన
646,krank::A,beteg,వ్యాధిగల
647,nackt::A,csupasz,దిగంబరమైన
648,nackt::A,meztelen,దిగంబరమైన
649,traurig::A,bús,విచారముగల
650,traurig::A,szomorú,విచారముగల
651,lebendig::A,élő,ప్రాణముతో నున్న
652,gut::A,jó,మంచి
653,schlecht::A,rossz,చెడ్డ
654,richtig::A,helyes,సరియైన
655,schlimm::A,rossz,అసహ్యమైన
656,wahr::A,igaz,నిజమైన
657,alt::A,ó,ముసలి
658,alt::A,régi,ముసలి
659,neu::A,új,క్రొత్త
660,ehemalig::A,volt,పూర్వపు
661,ehemalig::A,egykori,పూర్వపు
662,alt[Lebewesen]::A,öreg,ముసలి
663,jung::A,fiatal,పసి
664,arm::A,szegény,బీద
665,reich::A,gazdag,ధనవంతుడైన
666,bekannt::A,ismert,తెలిసిన
667,bekannt::A,ismeretes,తెలిసిన
668,berühmt::A,híres,ప్రపిద్దికెక్కివ
669,fremd::A,idegen,అన్యమైన
670,verschieden::A,különböző,భేదమైన
671,nah::A,közeli,దగ్గఱనున్న
672,fern::A,távoli,దూరమందున్న
673,linker::A,bal,ఎడమప్రక్కగ
674,rechter::A,jobb,కుడి
675,anderer::A,más,వేఱ్తెన
676,anderer::A,másik,వేఱ్తెన
677,erster::A,első,మొదటి
678,zweiter::A,második,రెండన
679,dritter::A,harmadik,మూడో
680,letzter::A,utolsó,కడపటి
681,allein::ADV,egyedül,ఒంటిగా
682,auf einmal::ADV,egyszerre,హరాత్తుగ
683,zusammen::ADV,együtt,కలిసి
684,zusammen::ADV,összesen,కలిసి
685,lange::ADV,sokáig,బహుకాలము
686,lange::ADV,hosszan,బహుకాలము
687,plötzlich::ADV,hirtelen,హరాత్తుగ
688,plötzlich::ADV,egyszerre,హరాత్తుగ
689,sofort::ADV,rögtön,తక్షణము
690,sofort::ADV,tüstént,తక్షణము
691,später::ADV,későn,ఇటీవలి
692,jetzt::ADV,most,ఇప్పుడు
693,heute::ADV,ma,నేడు
694,morgen::ADV,holnap,ఱేపు
695,bald::ADV,majd,శీఘ్రముగ
696,bald::ADV,nemsokára,శీఘ్రముగ
697,dann::ADV,akkor,అప్పుడు
698,gestern::ADV,tegnap,నిన్నటి దినము
699,einst::ADV,hajdan,పూర్వమొకప్పుడు
700,damals::ADV,akkor,అప్పుడు
701,damals::ADV,akkoriban,అప్పుడు
702,danach::ADV,azután,అప్పుడు
703,vorher::ADV,előbb,ఎదుట
704,zuerst::ADV,először,మొదటిలో
