,Concept_ID,vep,cy
472,Knoten::N,sol'm,cwlwm
473,Farbe::N,muju,paent
474,Kleidung::N,sobad,dillad
475,Kleidung::N,sobad,gwisgoedd
476,Hemd::N,paid,crys
477,Kragen::N,kagluz,coler
478,Ärmel::N,hijam,llawes
479,Hose::N,štanad,trowsus
480,Gürtel::N,vö,gwregys
481,Mütze::N,šapuk,cap
482,Schuh::N,keng',esgid
483,Stiefel::N,sapug,botasen
484,Ring::N,rengaz,modrwy
485,Band::N,lentaine,rhuban
486,Kamm::N,suga,crib
487,Spiegel::N,zerkol,drych
488,Riemen::N,vö,strap
489,Schnur::N,nor,llinyn
490,Leine::N,talutimnor,tennyn
491,Decke::N,sijakatuz,blanced
492,Decke::N,sijakatuz,gwrthban
493,Kissen::N,pöluz,clustog
494,Kissen::N,pöluz,gobennydd
495,Tuch::N,paik,sgarff
496,Handtuch::N,käzipaik,tywel
497,Handtuch::N,käzipaik,lliain sychu
498,Kraft::N,vägi,grym
499,Stärke::N,vahvuz',nerth
500,Stärke::N,vahvuz',cryfder
501,Gesundheit::N,tervhuz,iechyd
502,Krankheit::N,läžund,afiechyd
503,Krankheit::N,läžund,anhwylder
504,Schmerz::N,kibu,poen
505,Schmerz::N,kibu,gwayw
506,Wunde::N,čapatez,clwyf
507,Fieber::N,säru,twymyn
508,Arznei::N,zel'l',meddyginiaeth
509,Brücke::N,sild,pont
510,Brunnen::N,kaiv,ffynnon
511,Weide::N,omaluine,porfa
512,Pfad::N,tehut,llwybr
513,Weg::N,te,ffordd
514,Straße::N,te,heol
515,Straße::N,te,ffordd
516,Dorf::N,külä,pentref
517,Stadt::N,lidn,tref
518,Brief::N,kirjeine,llythyr
519,Buch::N,kirj,llyfr
520,Buchstabe::N,kirjam,llythyren
521,Zeitung::N,lehtez,papur newydd
522,Leben::N,elo,bywyd
523,Tod::N,surm,marwolaeth
524,Grab::N,kaum,bedd
525,Kirche::N,jumalanpert',eglwys
526,Sünde::N,grähk,pechod
527,Gott::N,jumal,duw
528,Arbeiter::N,radnik,gweithiwr
529,Chef::N,pämez',pennaeth
530,Meister::N,mastar,meistr
531,Arzt::N,lekar',meddyg
532,Lehrer::N,opendai,athro
533,Geld::N,rahad,pres
534,Geld::N,rahad,arian
535,Geschäft::N,biznes,busnes
536,Laden::N,lauk,siop
537,Preis::N,arv,pris
538,Ware::N,tavar,nwydd
539,Nutzen::N,liža,elw
540,Nutzen::N,liža,budd
541,Reichtum::N,kodielo,cyfoeth
542,Reichtum::N,kal'huz',cyfoeth
543,Welt::N,mail'm,byd
544,Land::N,ma,gwlad
545,Staat::N,valdkund,gwladwriaeth
546,König::N,kunigaz,brenin
547,Macht::N,vald,grym
548,Macht::N,vald,awdurdod
549,Grenze::N,röun,ffin
550,Grenze::N,röun,goror
551,Krieg::N,soda,rhyfel
552,Feind::N,vihanik,gelyn
553,Feind::N,vastustai,gelyn
554,Gewalt::N,vägivald,ffyrnigrwydd
555,Kampf::N,tora,brwydr
556,Bogen[Waffe]::N,taug,bwa
557,Pfeil::N,nol,saeth
558,Gewehr::N,oružj,dryll
559,Fehler::N,viga,gwall
560,Fehler::N,viga,camgymeriad
561,Lüge::N,kelastuz,celwydd
562,Lüge::N,kelastuz,anwiredd
563,Schaden::N,pahuz',niwed
564,Schaden::N,pahuz',difrod
565,Unglück::N,bed,anffawd
566,Unglück::N,gor'a,anffawd
567,Schuld::N,värhuz',bai
568,Alter::N,igä,oed
569,Schluss::N,lop,diwedd
570,Zeit::N,aig,amser
571,Tag::N,päiv,dydd
572,Tag::N,päiv,diwrnod
573,Morgen::N,homendez,bore
574,Mittag::N,keskpäiv,nawn
575,Abend::N,eht,noswaith
576,Nacht::N,ö,nos
577,Woche::N,nedal',wythnos
578,Monat::N,ku,mis
579,Jahr::N,voz',blwyddyn
580,Frühling::N,keväz',gwanwyn
581,Sommer::N,keza,haf
582,Herbst::N,sügüz',hydref
583,Winter::N,tal'v,gaeaf
584,Januar::N,viluku,Ionawr
585,Februar::N,uhoku,Chwefror
586,März::N,keväz'ku,Mawrth
587,April::N,sulaku,Ebrill
588,Mai::N,semendku,Mai
589,Juni::N,kezaku,Mehefin
590,Juli::N,heinku,Gorffennaf
591,August::N,eloku,Awst
592,September::N,sügüz'ku,Medi
593,Oktober::N,reduku,Hydref
594,November::N,kül'mku,Tachwedd
595,Dezember::N,tal'vku,Rhagfyr
596,Montag::N,ezmärg,dydd Llun
597,Dienstag::N,tožnarg,dydd Mawrth
598,Mittwoch::N,koumanz'päiv,dydd Mercher
599,Donnerstag::N,nellänz'päiv,dydd Iau
600,Freitag::N,pätnič,dydd Gwener
601,Freitag::N,videnz'päiv,dydd Gwener
602,Samstag::N,sobat,dydd Sadwrn
603,Sonntag::N,pühäpäiv,dydd Sul
604,groß::A,sur',mawr
605,groß::A,järed,mawr
606,klein::A,pen',bach
607,klein::A,pičuine,bach
608,lang::A,pit'k,hir
609,kurz::A,lühüd,byr
610,kurz::A,lühüd,cwta
611,breit::A,leved,llydan
612,schmal::A,kaid,cul
613,dicht::A,tihed,dwys
614,dick[Gegenstand]::A,paks,trwchus
615,dünn::A,hoik,tenau
616,fein::A,hen,main
617,fest::A,luja,cadarn
618,fest::A,ninev,cadarn
619,flach::A,lapak,gwastad
620,glatt::A,siled,llyfn
621,hart::A,kova,caled
622,weich::A,pehmed,meddal
623,rund::A,kehker,crwn
624,spitz::A,nügu,pigfain
625,spitz::A,terav,pigfain
626,scharf::A,terav,miniog
627,stumpf::A,tül'c,pŵl
628,schwer::A,jüged,trwm
629,schön::A,čoma,teg
630,schön::A,čoma,hardd
631,schön::A,čoma,prydferth
632,heiß::A,räk,poeth
633,warm::A,läm',twym
634,warm::A,läm',cynnes
635,kalt::A,vilu,oer
636,kühl::A,raibak,oeraidd
637,kühl::A,viluhk,oeraidd
638,frisch::A,lahed,iach
639,feucht::A,neps,llaith
640,feucht::A,toreh,llaith
641,nass::A,märg,gwlyb
642,trocken::A,kuiv,sych
643,voll::A,täuz',llawn
644,leer::A,joudai,gwag
645,offen::A,avoin,agored
646,offen::A,avol'jaine,agored
647,geschlossen::A,saubaline,caead
648,geschlossen::A,saubaline,caeëdig
649,sauber::A,puhtaz,glân
650,schmutzig::A,redukaz,budr
651,schmutzig::A,redukaz,brwnt
652,roh::A,rohk,amrwd
653,roh::A,toreh,amrwd
654,reif::A,küps,aeddfed
655,lecker::A,magukaz,blasus
656,lecker::A,magukaz,danteithiol
657,süß::A,maged,melys
658,bitter::A,karged,chwerw
659,sauer::A,muiged,sur
660,hell::A,kirkas,disglair
661,hell::A,valgei,disglair
662,dunkel::A,pimed,tywyll
663,schwarz::A,must,du
664,weiß::A,vauged,gwyn
665,rot::A,rusked,coch
666,gelb::A,pakuine,melyn
667,blau::A,sinine,glas
668,grün::A,vihand,gwyrdd
669,grau::A,hahk,llwyd
670,bunt::A,kirjav,lliwgar
671,billig::A,odav,rhad
672,teuer::A,kalliž,drud
673,wertvoll::A,arvokas,gwerthfawr
674,blind::A,soged,dall
675,taub::A,kurdiž,byddar
676,kräftig::A,vägev,nerthol
677,kräftig::A,vägev,grymus
678,stark::A,vahv,cryf
679,stark::A,vahv,cadarn
680,stark::A,vägekaz,cryf
681,stark::A,vägekaz,cadarn
682,schwach::A,väll',gwan
683,fett::A,razvakaz,tew
684,schlank::A,kapos,main
685,hübsch::A,čoma,tlws
686,böse::A,äred,drwg
687,böse::A,käred,drwg
688,dumm::A,el'getoi,twp
689,faul::A,lašk,diog
690,fleißig::A,radonnavedii,dyfal
691,geizig::A,ažlak,crintach
692,geizig::A,ažlak,cybyddlyd
693,klug::A,melev,deallus
694,klug::A,melekaz,deallus
695,geschickt::A,mahtokaz,medrus
696,geschickt::A,mahtokaz,deheuig
697,lieb::A,izo,hoff
698,lieb::A,izo,annwyl
699,lieb::A,sula,hoff
700,lieb::A,sula,annwyl
701,lustig::A,ilokaz,llon
702,sanft::A,laskav,mwyn
703,hungrig::A,näl'ghine,newynog
704,krank::A,läžui,sâl
705,krank::A,läžui,gwael
706,nackt::A,alastoi,noeth
707,traurig::A,opalahine,trist
708,lebendig::A,eläb,yn fyw
709,gut::A,hüvä,da
710,schlecht::A,huba,drwg
711,schlecht::A,huba,gwael
712,richtig::A,oiged,cywir
713,schlimm::A,paha,enbyd
714,wahr::A,todesine,gwir
715,alt::A,vanh,hen
716,neu::A,uz',newydd
717,ehemalig::A,edeline,blaenorol
718,alt[Lebewesen]::A,ravaz,oedrannus
719,jung::A,nor',ifanc
720,arm::A,gol'l',tlawd
721,reich::A,elokaz,cyfoethog
722,bekannt::A,tutab,cynefin
723,bekannt::A,tutab,cyfarwydd
724,berühmt::A,tetab,enwog
725,fremd::A,veraz,estron
726,verschieden::A,erazvuitte,gwahanol
727,nah::A,läheline,agos
728,fern::A,edahaine,pell
729,linker::A,hura,aswy
730,linker::A,hura,chwith
731,rechter::A,oiged,de
732,rechter::A,oiged,deau
733,anderer::A,toine,arall
734,erster::A,ezmäine,cyntaf
735,zweiter::A,toine,ail
736,dritter::A,koumanz',trydydd
737,letzter::A,jäl'gmäine,olaf
738,allein::ADV,üksnäze,unig
739,allein::ADV,üksnäze,ar ei ben ei hun
740,auf einmal::ADV,ühten aigan,ar yr un pryd
741,zusammen::ADV,ühtes,ynghyd
742,zusammen::ADV,ühtes,gyda'i gilydd
743,lange::ADV,hätken,amser hir
744,plötzlich::ADV,äkkid,yn sydyn
745,sofort::ADV,kerdalaz,ar unwaith
746,später::ADV,möhemba,yn ddiweddarach
747,jetzt::ADV,nügüd',yn awr
748,heute::ADV,tämbei,heddiw
749,morgen::ADV,homen,yfory
750,bald::ADV,pigai,yn fuan
751,bald::ADV,pigai,gyda hyn
752,dann::ADV,sid',yna
753,dann::ADV,sid',y pryd hwnnw
754,gestern::ADV,eglai,ddoe
755,einst::ADV,ende,gynt
756,einst::ADV,kerdan,gynt
757,damals::ADV,siloi,ar y pryd
758,damals::ADV,siloi,bryd hynny
759,danach::ADV,sid',wedyn
760,vorher::ADV,ende,o'r blaen
761,zuerst::ADV,ezmäi,yn gyntaf
762,einmal::ADV,kerdan,unwaith
763,manchmal::ADV,erašti,weithiau
764,manchmal::ADV,erašti,ar brydiau
765,oft::ADV,paksus,yn aml
766,oft::ADV,paksus,yn fynych
767,immer::ADV,kaiken,bob amser
768,niemals::ADV,ei nikonz,ni ... byth
769,niemals::ADV,ei nikonz,ni ... erioed
770,hier::ADV,täs,yma
771,hier::ADV,tägä,yma
772,hierhin::ADV,tänna,hyd yma
773,von hier::ADV,täspäi,oddi yma
774,von hier::ADV,sid'päi,oddi yma
775,dort::ADV,sigä,acw
776,dorthin::ADV,sinna,tuag yno
777,dorthin::ADV,nakkale,tuag yno
778,geradeaus::ADV,kohtha,syth ymlaen
779,vorwärts::ADV,edehe,ymlaen
780,rückwärts::ADV,sel'gin,yn ôl
781,zurück::ADV,tagaze,yn ôl
782,unten::ADV,alahan,isod
783,unten::ADV,alahan,oddi tanodd
784,hinab::ADV,alaz,i lawr
785,hinab::ADV,alaz,i waered
786,hinab::ADV,alahaks,i lawr
787,hinab::ADV,alahaks,i waered
788,oben::ADV,ülähän,fry
789,hinauf::ADV,ülez,i fyny
790,hinauf::ADV,ülez,i'r lan
791,hinauf::ADV,ülähäks,i fyny
792,hinauf::ADV,ülähäks,i'r lan
793,überall::ADV,kaikjal,ym mhobman
794,nicht::ADV,ei,ni
795,nicht::ADV,ei,nid
796,ein wenig::ADV,vähän,tipyn
797,ein wenig::ADV,vähän,ychydig
798,kaum::ADV,habi,prin
799,sehr::ADV,lujas,iawn
800,so::ADV,muga,fel
801,so::ADV,muga,felly
802,so::ADV,ninga,fel
803,so::ADV,ninga,felly
804,noch::ADV,völ,eto
805,nur::ADV,järg,yn unig
