,Concept_ID,ku,xal
793,elf::NUM,yazdeh,арвн негн
794,zwölf::NUM,diwazdeh,арвн хойр
795,zwanzig::NUM,bîst,хөрн
796,dreißig::NUM,sih,һучн
797,vierzig::NUM,çil,дөчн
798,fünfzig::NUM,pençi,тәвн
799,sechzig::NUM,şêst,җирн
800,siebzig::NUM,heftê,далн
801,achtzig::NUM,heştê,найн
802,neunzig::NUM,nod,йирн
803,hundert::NUM,sêd,зун
804,tausend::NUM,hezar,миңһн
805,und::CNJ,û,болн
806,oder::CNJ,an,эс гиҗ
807,oder::CNJ,an,эс гихлә
808,oder::CNJ,yan,эс гиҗ
809,oder::CNJ,yan,эс гихлә
810,stehen::V,sekinîn,зогсх
811,sitzen::V,rûniştin,суух
812,liegen::V,paldan,кевтх
813,hängen::V,darve kirin,өлгәтә бәәх
814,werden::V,bûn,болх
815,passieren::V,hatin holê,болх
816,passieren::V,hatin serê kesî,болх
817,beginnen::V,li dest pêkirin,эклх
818,enden::V,xalas bû,төгсх
819,wechseln::V,guherandin,хүврх
820,wechseln::V,dêgiş kirin,хүврх
821,aufgehen[Sonne]::V,hilatin,һарх
822,untergehen[Sonne]::V,çun ava,орх
823,untergehen[Sonne]::V,çun ava,сүүрлх
824,scheinen[Sonne]::V,şewk de,герлтх
825,donnern::V,gire-gir,күрҗңнх
826,wehen::V,ba le de,сальклх
827,strömen::V,xwe girtin,һооҗх
828,fließen::V,herikîn,урсх
829,sich drehen::V,xwe zivirandin,эргх
830,schwanken::V,hejandin,дәәвлх
831,schwingen::V,libakirin,нәәхлх
832,fallen::V,ketin,унх
833,fallen::V,ketin,киисх
834,brennen::V,şewitîn,шатх
835,rauchen::V,kişandin,ута һарһх
836,regnen::V,bahran tê,орх
837,gefrieren::V,qefilandin,мөстх
838,tauen::V,helandin,хәәлх
839,schmelzen::V,helandin,хәәлх
840,schmelzen::V,helandin,хәәлгдх
841,trocknen::V,zuwabûn,эврх
842,sieden::V,kelîn,буслх
843,faulen::V,xerabûn,үмкәрх
844,verfaulen::V,xerabûn,илҗрх
845,reißen::V,jêkirin,тасрх
846,versinken::V,xerq bûn,чивх
847,vergehen::V,derbas bûn,болх
848,erscheinen::V,peyda bûn,һарх
849,verschwinden::V,wendabûn,уга болх
850,sinken::V,noq bûn,татгдх
851,abnehmen::V,kêm bûn,хасгдх
852,zunehmen::V,qelew bûn,өсх
853,steigen::V,hildan,немх
854,wachsen::V,mezin bûn,өсх
855,wachsen::V,mezin bûn,урһх
856,glänzen::V,biriqîn,гилвкх
857,funkeln::V,çikisîn,цәклх
858,lärmen::V,guşîn,шууглдх
859,läuten::V,lê de,хоңх
860,klingeln::V,sîl dan,җиңнулх
861,klingeln::V,ringerin,җиңнулх
862,klirren::V,zingzing hat,җиңнх
863,brausen::V,guşîn,догшрхх
864,rauschen::V,guşîn,сарҗңнх
865,klingen::V,deng pe ketin,ә һарх
866,bellen::V,kewtîn,хуцх
867,heulen::V,ûrîn,уульх
868,blasen::V,puf kirin,үләх
869,pfeifen::V,fîkandin,ишкрх
870,schreien::V,qîrîn,хәәкрх
871,stöhnen::V,nalîn,түңшх
872,zittern::V,hejîn,дагҗннх
873,leben::V,jihîn,бәәх
874,geboren werden::V,hatin dinyê,төрх
875,geboren werden::V,bûn,төрх
876,atmen::V,hilmijîn,әмсхлх
877,trinken::V,vexwarin,уух
878,essen::V,xwarin,идх
879,schlucken::V,daqulbandin,зальгх
880,müde werden::V,betilîln,көшх
881,müde werden::V,qerimîn,көшх
882,einschlafen::V,razan,унтх
883,schlafen::V,razan,нөөрсх
884,schlafen::V,razandin,нөөрсх
885,aufwachen::V,şiyarbûn,серх
886,aufstehen::V,rabûn,босх
887,sich erholen::V,baş bûn,амрх
888,krank werden::V,nexweş kêt,гемтх
889,krank sein::V,nexweş bû,шалтглх
890,schmerzen::V,êşandin,өвдх
891,husten::V,kuxin,ханях
892,genesen::V,baş bûn,эдгх
893,sterben::V,mirin,үкх
894,sterben::V,mirin,өңгрх
895,umkommen::V,mirin,үкх
896,sich bewegen::V,leqîn,көдлх
897,sich bewegen::V,leqîn,көндрх
898,sich rühren::V,leqîn,көндрх
899,sich erheben::V,rabûn,босх
900,sich setzen::V,runiştin,суух
901,hinfallen::V,kêtin,унх
902,hinfallen::V,kêtin,киисх
903,laufen::V,meşîn,йовх
904,schreiten::V,meşkirin,алхх
905,spazierengehen::V,gerandin,сергҗ йовх
906,eilen::V,lezandin,шулудх
907,sich beeilen::V,zûkirin,адһх
908,sich beeilen::V,zûkirin,шамдх
909,sausen::V,fîzîn,хурдлх
910,sausen::V,fîzîn,йир_хурдар_гүүх
911,sausen::V,fîzîn,йир_хурдар_йовх
912,rennen::V,baz dan,гүүх
913,springen::V,hilpekîn,һәрәдх
914,klettern::V,hilperikîn,давшх
915,schaukeln::V,lorandin,дүүдңндх
916,kriechen::V,xuşandin,мөлкх
917,schwimmen::V,avjenîn,усчх
918,tauchen::V,qutxuyardin,булхх
919,tauchen::V,noqîn,булхх
920,rudern::V,qaîq ajotin,хәәвдх
921,fahren::V,ajotin,йовх
922,fliegen::V,firîn,нисх
923,gehen::V,çûn,йовх
924,weggehen::V,çûn,йовх
925,weggehen::V,çûn,одх
926,weggehen::V,çûn,һарх
927,weggehen::V,çûn,мөрлх
928,abfahren::V,çûyin,мордх
929,anhalten::V,rawestîn,зогсх
930,hineingehen::V,ketin hundir,орх
931,eintreten::V,têketin,орх
932,kommen::V,hatin,ирх
933,ankommen::V,gihan,ирх
934,ankommen::V,gihîştin,ирх
935,zurückkommen::V,vegerandin,орх
936,bleiben::V,sekinîn,бәәх
937,warten::V,payîn,күләх
938,erwarten::V,payîn,күләх
939,suchen::V,lêgerîn,хәәх
940,finden::V,peyda kirin,олх
941,versuchen::V,çeribandin,седх
942,vorbereiten::V,amade kirin,белдх
943,lieben::V,hez kirin,дурлх
944,mögen::V,dil kirin,таассгдх
945,lachen::V,kenîn,инәх
946,rühren::V,hêjan,уйрах
947,weinen::V,girîn,уульх
948,schimpfen::V,pevçûn,харах
949,sich ärgern::V,enirîn,уурлх
950,sich fürchten::V,tirsîn,әәх
951,fürchten::V,tirsin,әәх
952,fürchten::V,tirsin,сүрдх
953,fliehen::V,bazdan,зулх
954,flüchten::V,revîn,орһх
955,flüchten::V,revîn,зулх
956,sehen::V,dîtin,үзх
957,anschauen::V,sêr kirin,харх
958,ansehen::V,hesibandin,хәләх
959,ansehen::V,hesibandin,үзх
960,hören::V,guhdar jirin,соңсх
961,zuhören::V,guhdarî kirin,соңсх
962,probieren::V,tehm kirin,амсх
963,riechen::V,bihn kirin,үнрчлх
964,fühlen::V,hîs kirin,медх
965,scheinen::V,xoyer kir,болҗ медгдх
966,scheinen::V,xoyer kir,миниһәр болхла
967,scheinen::V,xoyer kir,болад бәәх
968,zu sehen sein::V,diyar bûn,үзгдх
969,vernehmen::V,bihîstin,соңсх
970,frieren::V,qerişîn,даарх
971,tun::V,kirin,кех
972,können::V,karin,чадх
973,wollen::V,xwestîn,дурлх
974,anfangen::V,dest pêkirin,эклх
975,beenden::V,xelas kirin,дуусх
976,aufhören::V,xelas kirin,уурх
977,gelingen::V,çe bûn,бүтх
978,gelingen::V,çe bûn,күцәх
979,geraten::V,qewîmîn,болх
980,öffnen::V,vekirin,секх
981,schließen::V,girtin,хаах
982,stellen::V,danîn,тәвх
983,setzen::V,rûniştin,суулһх
984,legen::V,danîn,тәвх
985,legen::V,razandin,тәвх
986,berühren::V,lêketin,көндәх
987,verbinden::V,anîn pê,боох
988,bedecken::V,sergirtin,хучх
989,bedecken::V,sergirtin,бүркх
990,aufhängen::V,aliqandin,өлгх
991,anzünden::V,pêxistin,асах
992,anzünden::V,pêxistin,шатах
993,aufheben::V,hildan,өөдән өргх
994,zurücklassen::V,hiştin,үлдәх
995,zurücklassen::V,vehiştin,үлдәх
996,verlieren::V,wendakirin,геех
997,fallen lassen::V,xistin bixe,алдх
998,fallen lassen::V,xistin,алдх
999,machen::V,kirin,кех
1000,machen::V,çêkirin,кех
1001,herstellen::V,çê kirin,кех
1002,herstellen::V,peyda kirin,кех
1003,bauen::V,lêkirin,тосхх
1004,reparieren::V,veherînerîn,ясх
1005,verbessern::V,sererastkirin,сәәрүлх
1006,ändern::V,degiş kirin,хүврәх
1007,graben::V,kolandin,малтх
1008,beugen::V,tewîn,нуһлх
1009,beugen::V,xwar kirin,нуһлх
1010,biegen::V,tewandin,матилһх
1011,biegen::V,xwarkirin,матилһх
1012,drehen::V,fitilandin,эргүлх
1013,wenden::V,zivîrin,көмрх
1014,wenden::V,zivîrin,эргүлх
1015,umdrehen::V,vegerandin,эргүлх
1016,heben::V,hildan,өргх
1017,heben::V,hildan,деер өргх
1018,hochheben::V,hildan,өргх
1019,ergreifen::V,dest avêtin,бәрх
1020,halten::V,hîştin,бәрх
1021,halten::V,sekinîn,бәрх
1022,drücken::V,pêl kirin,шахх
1023,schieben::V,damdan,түлкх
1024,kratzen::V,xurandin,мааҗх
1025,lecken::V,alastin,долах
1026,beißen::V,gez kirin,хазх
1027,abreißen::V,hilşandin,таслх
1028,abschneiden::V,jêkirin,тәәрх
1029,binden::V,girêdan,боох
1030,stecken::V,têxistin,шаах
1031,stecken::V,têxistin,хатхх
1032,brechen::V,şikandin,хамхлх
1033,klopfen::V,kutandin,цокх
1034,hauen::V,li dan,цокх
1035,kleben::V,zeliqîn,наах
1036,kleben::V,şirêz kirin,наах
1037,reiben::V,firikandin,зүлгх
1038,streichen::V,bax dan,наах
1039,streichen::V,bax dan,лашх
1040,streichen::V,bax dan,түркх
1041,schleifen::V,çarkirin,хурцлх
1042,schneiden::V,jêkirin,хәәчлх
1043,rütteln::V,hejandin,дәәвлүлх
1044,schütteln::V,daweşîn,сегсрх
1045,schwenken::V,têwdan,дайлх
1046,schütten::V,rijandin,кех
1047,füllen::V,dagirtin,дүүргх
1048,einwickeln::V,pêçandin,орах
1049,tragen::V,kişandin,зөөх
1050,tragen::V,rajtin,зөөх
1051,schleppen::V,kişandin,чирх
1052,ziehen::V,kişandin,татх
1053,aufbewahren::V,hilandin,хадһлх
1054,werfen::V,avêtin,хайх
1055,fangen::V,sem kirin,бәрх
1056,fangen::V,sem kirin,хавлх
1057,fangen::V,girtin,бәрх
1058,fangen::V,girtin,хавлх
1059,packen::V,pê girtin,бәрх
1060,verstecken::V,hîlanin,дүрх
1061,verstecken::V,hîlanin,бултулх
1062,teilen::V,parvekirin,хувах
1063,schicken::V,şandin,илгәх
1064,bringen::V,anîn,авч ирх
1065,bringen::V,birin,авч ирх
1066,hinzufügen::V,dan ser,немх
1067,hinzufügen::V,li tiştekî zêde kirin,немх
1068,bekommen::V,standin,авх
1069,erhalten::V,standin,авх 
1070,nehmen::V,girtin,авх
1071,wählen::V,ray dan,шүүх
1072,auswählen::V,bijartin,шүүх
1073,bewahren::V,rê li ber girtin,хадһлх
1074,bewahren::V,rê li ber girtin,кевтнь үлдәх
1075,bewahren::V,rê li ber girtin,кевтнь бәәлһх
1076,bewahren::V,lê xwedî derketin,хадһлх
1077,bewahren::V,lê xwedî derketin,кевтнь үлдәх
1078,bewahren::V,lê xwedî derketin,кевтнь бәәлһх
1079,behindern::V,bara wi,харшлх
1080,verderben::V,heram bûn,үрәх
1081,beschädigen::V,xerab kirin,эвдх
1082,zerbrechen::V,şikênandin,күүлх
1083,zerbrechen::V,şikênandin,хамхлх
1084,zerbrechen::V,perçe kirin,күүлх
1085,zerbrechen::V,perçe kirin,хамхлх
1086,zerreißen::V,qelişandin,шуучх
1087,zerstören::V,hilşandin,эвдх
1088,verbrennen::V,şewitandin,шатах
1089,geben::V,dan,өгх
1090,geben::V,dayin,өгх
1091,reichen::V,besbûn,өгх
1092,reichen::V,têrkirin,өгх
1093,schenken::V,diyarî kirin,белглх
1094,versprechen::V,soz dan,амлх
1095,wünschen::V,dil kirin,сә хәәх
1096,loben::V,pesinandin,магтх
1097,küssen::V,maçkirin,үмсх
1098,wiegen::V,lorandin,саатулх
1099,wiegen::V,wezinandin,саатулх
1100,zudecken::V,nixumandin,бүркх
1101,wecken::V,bixwe hesandin,серүлх
1102,zeigen::V,şanîdan,үзүлх
1103,führen::V,raber kirin,көтлх
1104,lehren::V,hîn kirin,заах
1105,lehren::V,hîn kirin,сурһх
1106,unterrichten::V,ders dan,сурһх
1107,unterrichten::V,ders dan,багшлх
1108,aufziehen::V,mesinkirin,өскәх
1109,leiten::V,rêberî kirin,һардх
1110,leiten::V,rêberî kirin,толһалх
1111,antreiben::V,bezandin,шамдах
1112,lassen::V,berdan,күч үзүлх
1113,lassen::V,hiştin,күч үзүлх
1114,einladen::V,dawet kirin,үрх
1115,vereinigen::V,bi yek kirin,хамцулх
1116,besuchen::V,mêvan bûn,одх
1117,treffen::V,rast hatin,харһх
1118,sich versammeln::V,li hev çivîn,цуглрх
1119,sich versammeln::V,li hev çivîn,хурх
1120,spielen::V,listin,наадх
1121,singen::V,stran,дуулх
1122,tanzen::V,reqisîn,биилх
1123,sich trennen::V,hew berdan,хаһцх
1124,verlassen::V,tanê hişt,хайх
1125,verlassen::V,bêkes,хайх
1126,retten::V,rihakirin,әм аврх
1127,retten::V,rihakirin,әәмшгәс харсх
1128,bewachen::V,raçavkirin,харх
1129,bewachen::V,raçavkirin,манх
1130,schützen::V,hemet kirin,харсх
1131,verteidigen::V,paraztin,харсх
1132,sich schlagen::V,li hev bezîn,гүвдлдх
1133,schießen::V,agir kirin,хах
1134,siegen::V,biser ketin,диилх
1135,ärgern::V,xeyirandin,уурлулх
1136,schlagen::V,lêdan,цокх
1137,schlagen::V,lêdan,гүвдх
1138,schlagen::V,lêxistin,цокх
1139,schlagen::V,lêxistin,гүвдх
1140,treten::V,têlekirin,
1141,stechen::V,têrekirin,хатхх
1142,stoßen::V,lêketin,түлкчкх
1143,stehlen::V,dizîn,хулхалх
1144,stehlen::V,dizî birin,хулхалх
1145,stören::V,aciz kirin,һә болх
1146,belästigen::V,li tela yeki ketin,амр эс өгх
1147,verbergen::V,veşartin,нуух
1148,verbergen::V,veşartin,бултулх
1149,verbergen::V,kemîndanîn,нуух
1150,verbergen::V,kemîndanîn,бултулх
1151,täuschen::V,xapandin,меклх
1152,täuschen::V,lê zexeli kirin,меклх
1153,betrügen::V,xapandin,меклх
1154,betrügen::V,xapandin,мек һарһх
1155,töten::V,kûştin,алх
1156,wohnen::V,rûniştin,бәәх
1157,arbeiten::V,kar kirin,көдлх
1158,arbeiten::V,şêxulin,көдлх
1159,sammeln::V,komkirin,түүх
1160,pflücken::V,çinîn,түүх
1161,pflücken::V,çinîn,хурах
1162,jagen::V,nêçîr kirin,аңнх
1163,jagen::V,nêçîr kirin,аңһучлх
1164,fischen::V,masî girtin,заһс аңнх
1165,fassen::V,pê girtin,бәрх
1166,fassen::V,sêm kirin,бәрх
1167,hüten::V,hei jê man,хәрүлх
1168,treiben::V,bêherandin,туух
1169,anbinden::V,tewilandin,уйх
1170,füttern::V,xwarine dan lê,теҗәх
1171,melken::V,dotin,саах
1172,hacken::V,kolandin,чавчх
1173,gießen::V,av dan,услх
1174,reifen::V,kemilîn,болх
1175,reifen::V,kemilîn,болвсрх
1176,zubereiten::V,çe kirin,белдх
1177,kochen::V,xwarin çe kirin,чанх
1178,kochen::V,xwarin çe kirin,болһх
1179,kochen::V,kelandin,чанх
1180,kochen::V,kelandin,болһх
1181,backen::V,pijandin,болһх
1182,braten::V,qelandin,хуурх
1183,braten::V,sor kirin,хуурх
1184,umrühren::V,têvdan,самрх
1185,stricken::V,hûnan,өлгх
1186,nähen::V,kêl kirin,уйх
1187,färben::V,boyax kirin,будх
1188,reinigen::V,paqijkirin,цеврлх
1189,waschen::V,şuştin,уһах
1190,abwischen::V,pakîj kirin,арчх
1191,spülen::V,şuştin,зәәлх
1192,fegen::V,maliştin,сәвүрдх
1193,kehren::V,maliştin,сәвүрдх
1194,baden::V,serîşûştin,өөмх
1195,sich waschen::V,serîşûştin,уһах
1196,sich waschen::V,serîşûştin,бийән уһаҗ
1197,ausziehen::V,jê kirin,тәәлх
1198,anziehen::V,pê kirin,өмсх
1199,sich anziehen::V,xwe kirin,хувцлх
1200,kämmen::V,şeh kirin,самлх
1201,schmücken::V,xemilandin,чимх
1202,schmücken::V,xemilandin,кеерүлх
1203,sagen::V,gotin,келх
1204,sagen::V,peyivîn,келх
1205,sprechen::V,peyivîn,келх
1206,reden::V,axaftin,күүндх
1207,reden::V,axaftin,күр_кех
1208,sich unterhalten::V,hev biştaxilin,күүндх
1209,fragen::V,pirsîn,сурх
1210,fragen::V,pirs kirin,сурх
1211,bitten::V,tika kirin,эрх
1212,erzählen::V,behs kirin,келх
1213,erzählen::V,behs kirin,келҗ өгх
1214,mitteilen::V,vegotin,медүлх
1215,nennen::V,bi nav kirin,нерәдх
1216,nennen::V,bi nav kirin,нер өгх
1217,rufen::V,bakirin,дуудх
1218,prahlen::V,pesnê xwe dan,көөрх
1219,übersetzen::V,qulibandin,орчулх
1220,übersetzen::V,derbas kirin,орчулх
1221,denken::V,fikirîn,санх
1222,glauben::V,bawer bûn,шүтх
1223,glauben::V,bawer bûn,нәәлх
1224,bemerken::V,bala xwe dan,темдглх
1225,bemerken::V,çac lê ketin,темдглх
1226,erkennen::V,pêhesîn,таньх
1227,erkennen::V,pêhesîn,медх
1228,begreifen::V,fêmkirin,медх
1229,verstehen::V,fêmkirin,соңсх
1230,lernen::V,halmandin,сурх
1231,lernen::V,fêrbun,сурх
1232,wissen::V,zanîn,медх
1233,sich erinnern an::V,bir bûn,санх
1234,vergessen::V,ji bir kirin,мартх
1235,messen::V,pê kanîn,кемҗәлх
1236,zählen::V,hejmardin,тоолх
1237,rechnen::V,hesibandin,тоолх
1238,lesen::V,xwendin,умшх
1239,malen::V,rengandin,зурх
1240,malen::V,boyax kirin,зурх
1241,zeichnen::V,işaret kirin,зурх
1242,schreiben::V,nivîsandin,бичх
1243,besitzen::V,hebûn,эзлх
1244,kaufen::V,kirîn,хулдҗ авх
1245,verkaufen::V,firotin,хулдх
1246,verkaufen::V,firotin,гүүлгх
1247,bezahlen::V,pere dan,өгх
1248,zahlen::V,pere dan,өгх
1249,zahlen::V,dayin,өгх
1250,beherrschen::V,zebt kirin,эзлх
1251,beherrschen::V,hukim kirin,эзлх
1252,ertragen::V,bihêzkirin,даах
