,Concept_ID,nl,br
826,sitzen::V,zitten,bezañ en e goazez
827,liegen::V,liggen,bezañ en e c'hourvez
828,hängen::V,hangen,krougañ
829,werden::V,worden,dazonet
830,passieren::V,gebeuren,c'hoarvezout
831,beginnen::V,beginnen,stagañ
832,enden::V,eindigen,achuiñ
833,wechseln::V,wijzigen,cheñch
834,wechseln::V,veranderen,cheñch
835,aufgehen[Sonne]::V,opgaan,dirouzañ
836,untergehen[Sonne]::V,ondergaan,
837,scheinen[Sonne]::V,schijnen,lugernañ
838,donnern::V,donderen,taranal
839,wehen::V,waaien,c'hwezhañ
840,strömen::V,stromen,deredek
841,fließen::V,vloeien,redek
842,sich drehen::V,draaien,troiñ
843,sich drehen::V,zich draaien,troiñ
844,schwanken::V,wankelen,trantellat
845,schwingen::V,zwieren,froumal
846,fallen::V,vallen,kouezhañ
847,brennen::V,branden,deviñ
848,rauchen::V,roken,divogedañ
849,regnen::V,regenen,glavañ
850,gefrieren::V,bevriezen,reviñ
851,tauen::V,dooien,diskornañ
852,schmelzen::V,smelten,teuziñ
853,trocknen::V,drogen,sec'hañ
854,sieden::V,koken,berviñ
855,sieden::V,zieden,berviñ
856,faulen::V,rotten,breinañ
857,verfaulen::V,verrotten,breinañ
858,reißen::V,scheuren,darnaouiñ
859,versinken::V,verzinken,sodellañ
860,vergehen::V,vergaan,tremen
861,erscheinen::V,opdagen,donet war-wel
862,erscheinen::V,verschijnen,donet war-wel
863,verschwinden::V,verdwijnen,monet diwar wel
864,sinken::V,zinken,en em izelat
865,abnehmen::V,afnemen,nebeutaat
866,abnehmen::V,verminderen,nebeutaat
867,zunehmen::V,toenemen,kreskiñ
868,steigen::V,stijgen,sevel
869,steigen::V,omhooggaan,sevel
870,wachsen::V,groeien,kreskiñ
871,glänzen::V,glanzen,lugernañ
872,glänzen::V,schitteren,lugernañ
873,funkeln::V,fonkelen,elieniñ
874,lärmen::V,lawaai maken,rabotat
875,läuten::V,luiden,
876,klingeln::V,bellen,
877,klirren::V,rinkelen,diridignat
878,klirren::V,rinkelen,sterlinkañ
879,brausen::V,bruisen,gwegal
880,rauschen::V,ruisen,trouzal
881,klingen::V,klinken,seniñ
882,bellen::V,blaffen,harzhal
883,heulen::V,huilen,yudal
884,blasen::V,blazen,c'hwezhañ
885,pfeifen::V,fluiten,c'hwitellat
886,schreien::V,gillen,huchal
887,schreien::V,schreeuwen,huchal
888,stöhnen::V,steunen,hirvoudiñ
889,zittern::V,beven,krenañ
890,zittern::V,sidderen,krenañ
891,leben::V,leven,bevañ
892,geboren werden::V,geboren worden,genel
893,atmen::V,ademen,tennañ e anal
894,trinken::V,drinken,evañ
895,essen::V,eten,debriñ
896,schlucken::V,slikken,lonkañ
897,müde werden::V,moe worden,skuizhañ
898,einschlafen::V,inslapen,menel kousket
899,schlafen::V,slapen,kousket
900,aufwachen::V,ontwaken,dihuniñ
901,aufwachen::V,wakker worden,dihuniñ
902,aufstehen::V,opstaan,sevel
903,sich erholen::V,zich ontspannen,diskuizhañ
904,krank werden::V,ziek worden,klañviñ
905,krank sein::V,ziek zijn,bezañ klañv
906,schmerzen::V,pijn doen,skourjezañ
907,husten::V,hoesten,pasaat
908,husten::V,hoesten,peudal
909,genesen::V,genezen,pareañ
910,sterben::V,sterven,mervel
911,sterben::V,overlijden,mervel
912,umkommen::V,omkomen,perisañ
913,sich bewegen::V,zich bewegen,bouljal
914,sich rühren::V,zich verroeren,fiñval
915,sich erheben::V,oprijzen,sevel
916,sich erheben::V,verrijzen,sevel
917,sich setzen::V,gaan zitten,azezañ
918,sich setzen::V,gaan zitten,mont en e goazez
919,hinfallen::V,vallen,kouezhañ
920,hinfallen::V,neervallen,kouezhañ
921,laufen::V,lopen,redek
922,schreiten::V,stappen,kerzhet
923,schreiten::V,schrijden,kerzhet
924,spazierengehen::V,gaan wandelen,pourmen
925,eilen::V,ijlen,hastañ
926,eilen::V,haasten,hastañ
927,sich beeilen::V,zich haasten,hastañ
928,sausen::V,stuiven,karzhañ
929,rennen::V,rennen,redek
930,springen::V,springen,lammat
931,klettern::V,klimmen,krimpat
932,klettern::V,klauteren,krimpat
933,schaukeln::V,schommelen,brañsellat
934,kriechen::V,kruipen,skrampañ
935,schwimmen::V,zwemmen,neuial
936,tauchen::V,duiken,splujañ
937,rudern::V,roeien,roeñvat
938,fahren::V,rijden,kas
939,fahren::V,rijden,bleniañ
940,fliegen::V,vliegen,nijal
941,gehen::V,gaan,mont
942,weggehen::V,weggaan,mont kuit
943,abfahren::V,vertrekken,mont kuit
944,anhalten::V,stoppen,chom a-sav
945,anhalten::V,stilhouden,chom a-sav
946,hineingehen::V,ingaan,monet e-barzh
947,hineingehen::V,binnengaan,monet e-barzh
948,eintreten::V,binnenkomen,monet e-barzh
949,kommen::V,komen,dont
950,ankommen::V,aankomen,erruout
951,zurückkommen::V,terugkomen,addonet
952,bleiben::V,blijven,chom
953,warten::V,wachten,gortoz
954,erwarten::V,verwachten,gortoz
955,suchen::V,zoeken,klask
956,finden::V,vinden,kavout
957,versuchen::V,proberen,klask
958,versuchen::V,beproeven,klask
959,vorbereiten::V,voorbereiden,aozañ
960,lieben::V,houden van,karout
961,mögen::V,lusten,karout
962,mögen::V,houden van,karout
963,lachen::V,lachen,c'hoarzin
964,rühren::V,roeren,tenerañ
965,weinen::V,huilen,gouelañ
966,weinen::V,schreien,gouelañ
967,schimpfen::V,kijven,krozal
968,schimpfen::V,schelden,krozal
969,sich ärgern::V,zich ergeren,fachañ
970,sich ärgern::V,zich ergeren,en em fachañ
971,sich fürchten::V,bang zijn,
972,fürchten::V,vrezen,
973,fliehen::V,vluchten,tec'het
974,flüchten::V,ontsnappen,tuzañ
975,flüchten::V,ontkomen,tuzañ
976,sehen::V,zien,gwelet
977,anschauen::V,aankijken,sellout ouzh
978,ansehen::V,aanzien,sellout ouzh
979,ansehen::V,bekijken,sellout ouzh
980,hören::V,horen,klevet
981,zuhören::V,luisteren,selaou
982,probieren::V,proeven,blasa
983,riechen::V,ruiken,klevet
984,fühlen::V,voelen,santout
985,scheinen::V,lijken,diskouez bezañ
986,zu sehen sein::V,te zien zijn,bezañ gwelus
987,vernehmen::V,vernemen,merzhañ
988,frieren::V,het koud hebben,anoued
989,tun::V,doen,ober
990,können::V,kunnen,gouzout
991,wollen::V,willen,fellout da
992,wollen::V,willen,kaout c'hoant da
993,anfangen::V,beginnen,kregiñ
994,anfangen::V,aanvangen,kregiñ
995,beenden::V,beëindigen,achuiñ
996,aufhören::V,ophouden,paouez
997,gelingen::V,lukken,
998,gelingen::V,gelukken,
999,geraten::V,uitvallen,
1000,öffnen::V,openen,digeriñ
1001,öffnen::V,opendoen,digeriñ
1002,schließen::V,sluiten,serriñ
1003,schließen::V,dichtdoen,serriñ
1004,stellen::V,stellen,lakaat
1005,stellen::V,plaatsen,lakaat
1006,setzen::V,zetten,lakaat
1007,setzen::V,plaatsen,lakaat
1008,legen::V,leggen,lakaat
1009,berühren::V,aanraken,touch
1010,verbinden::V,verbinden,eren
1011,bedecken::V,bedekken,goloiñ
1012,aufhängen::V,ophangen,istribilhañ
1013,anzünden::V,aansteken,alumiñ
1014,anzünden::V,aansteken,c'hwezzañ
1015,aufheben::V,oprapen,dastum
1016,zurücklassen::V,achterlaten,lezel
1017,verlieren::V,verliezen,koll
1018,fallen lassen::V,laten vallen,laoskel
1019,fallen lassen::V,laten vallen,lezel da gouezhel
1020,machen::V,maken,ober
1021,herstellen::V,produceren,fardañ
1022,herstellen::V,voortbrengen,fardañ
1023,bauen::V,bouwen,sevel
1024,reparieren::V,repareren,adaozañ
1025,reparieren::V,herstellen,adaozañ
1026,verbessern::V,verbeteren,gwellaat
1027,ändern::V,wijzigen,cheñch
1028,ändern::V,veranderen,cheñch
1029,graben::V,graven,kleuzañ
1030,beugen::V,buigen,plegañ
1031,biegen::V,buigen,krommañ
1032,drehen::V,draaien,treiñ
1033,wenden::V,keren,treiñ
1034,wenden::V,wenden,treiñ
1035,umdrehen::V,omdraaien,treiñ
1036,heben::V,heffen,sevel
1037,heben::V,optillen,sevel
1038,hochheben::V,tillen,sevel
1039,ergreifen::V,pakken,kemer
1040,ergreifen::V,grijpen,kemer
1041,halten::V,houden,dalc'hen
1042,drücken::V,drukken,bountañ
1043,schieben::V,duwen,poulzañ
1044,schieben::V,schuiven,poulzañ
1045,kratzen::V,krassen,skrabat
1046,lecken::V,likken,lipat
1047,beißen::V,bijten,kregiñ
1048,abreißen::V,afrukken,diframmañ
1049,abreißen::V,afscheuren,diframmañ
1050,abschneiden::V,afsnijden,troc'hañ
1051,binden::V,binden,stagañ
1052,stecken::V,steken,sankañ
1053,brechen::V,breken,darnaouiñ
1054,klopfen::V,kloppen,skoiñ
1055,hauen::V,houwen,dornañ
1056,kleben::V,plakken,pegañ
1057,reiben::V,wrijven,taravat
1058,reiben::V,wrijven,trekiñ
1059,streichen::V,smeren,toazañ
1060,schleifen::V,slijpen,lemmañ
1061,schneiden::V,snijden,troc'hañ
1062,rütteln::V,schudden,tordorosañ
1063,schütteln::V,schudden,hejañ
1064,schwenken::V,wuiven,
1065,schwenken::V,zwaaien,
1066,schütten::V,gieten,diskargañ
1067,schütten::V,storten,diskargañ
1068,füllen::V,vullen,kargañ
1069,einwickeln::V,inwikkelen,gronnañ
1070,tragen::V,dragen,dougen
1071,schleppen::V,slepen,stlejal
1072,ziehen::V,trekken,sachañ
1073,aufbewahren::V,bewaren,miret
1074,werfen::V,gooien,teuler
1075,fangen::V,vangen,tapañ
1076,packen::V,pakken,krapat
1077,packen::V,vastpakken,krapat
1078,verstecken::V,verstoppen,kuzhat
1079,teilen::V,delen,rannañ
1080,schicken::V,sturen,kas
1081,bringen::V,brengen,degas
1082,hinzufügen::V,toevoegen,lakat ouzhpenn
1083,bekommen::V,verkrijgen,kaout
1084,erhalten::V,krijgen,kaout
1085,nehmen::V,nemen,kemer
1086,wählen::V,kiezen,choaz
1087,wählen::V,verkiezen,choaz
1088,auswählen::V,uitkiezen,dibab
1089,bewahren::V,bewaren,mirout
1090,behindern::V,hinderen,diaezañ
1091,verderben::V,bederven,lovrañ
1092,beschädigen::V,beschadigen,gwallegañ
1093,zerbrechen::V,breken,torriñ
1094,zerbrechen::V,stukbreken,torriñ
1095,zerreißen::V,scheuren,diroegiñ
1096,zerreißen::V,verscheuren,diroegiñ
1097,zerstören::V,vernielen,distrujañ
1098,verbrennen::V,branden,deviñ
1099,verbrennen::V,verbranden,deviñ
1100,geben::V,geven,reiñ
1101,reichen::V,reiken,
1102,reichen::V,aanreiken,
1103,schenken::V,schenken,donezonañ
1104,versprechen::V,beloven,prometiñ
1105,wünschen::V,wensen,hetiñ
1106,loben::V,loven,feurmiñ
1107,loben::V,prijzen,feurmiñ
1108,küssen::V,kussen,pokat
1109,wiegen::V,wiegen,pouezañ
1110,zudecken::V,toedekken,goloiñ
1111,wecken::V,wekken,dihuniñ
1112,zeigen::V,tonen,diskouez
1113,zeigen::V,wijzen,diskouez
1114,führen::V,voeren,kas
1115,lehren::V,leren,deskiñ
1116,unterrichten::V,onderwijzen,kelenn
1117,aufziehen::V,grootbrengen,
1118,leiten::V,leiden,bleinañ
1119,antreiben::V,aandrijven,poulzañ
1120,lassen::V,laten,leuskel
1121,einladen::V,uitnodigen,pediñ
1122,vereinigen::V,verenigen,unisañ
1123,besuchen::V,bezoeken,gweladenniñ
1124,treffen::V,treffen,kejal
1125,treffen::V,treffen,ankontrañ
1126,treffen::V,ontmoeten,kejal
1127,treffen::V,ontmoeten,ankontrañ
1128,sich versammeln::V,zich verzamelen,bodennañ
1129,spielen::V,spelen,c'hoari
1130,singen::V,zingen,kanañ
1131,tanzen::V,dansen,dañsal
1132,sich trennen::V,van elkaar gaan,dispartiañ
1133,verlassen::V,verlaten,lezel
1134,retten::V,redden,saveteiñ
1135,bewachen::V,bewaken,mesa
1136,schützen::V,beschermen,diwall
1137,verteidigen::V,verdedigen,difenn
1138,sich schlagen::V,knokken,lopañ
1139,schießen::V,schieten,
1140,siegen::V,overwinnen,trec'hiñ
1141,ärgern::V,ergeren,hegasiñ
1142,schlagen::V,slaan,skeiñ
1143,treten::V,trappen,botaouiñ
1144,treten::V,schoppen,botaouiñ
1145,stechen::V,steken,pikat
1146,stechen::V,prikken,pikat
1147,stoßen::V,stoten,stokañ
1148,stehlen::V,stelen,laerezh
1149,stören::V,storen,direnkañ
1150,stören::V,verstoren,direnkañ
1151,belästigen::V,lastig vallen,dregasiñ
1152,verbergen::V,verbergen,skoachañ
1153,täuschen::V,misleiden,tromplañ
1154,betrügen::V,bedriegen,lorbañ
1155,töten::V,doden,lazhañ
1156,wohnen::V,wonen,bezañ o chom
1157,arbeiten::V,werken,labourat
1158,sammeln::V,inzamelen,dastum
1159,sammeln::V,verzamelen,dastum
1160,pflücken::V,plukken,kuntuilhañ
1161,jagen::V,jagen,chaseal
1162,fischen::V,vissen,pesketa
1163,fassen::V,vangen,pakañ
1164,hüten::V,hoeden,geota
1165,treiben::V,drijven,
1166,anbinden::V,vastbinden,stagañ
1167,füttern::V,voeren,boueta
1168,melken::V,melken,goro
1169,hacken::V,hakken,difrakal
1170,gießen::V,gieten,dourañ
1171,reifen::V,rijpen,azviñ
1172,zubereiten::V,klaarmaken,keginañ
1173,zubereiten::V,toebereiden,keginañ
1174,kochen::V,koken,poazhañ
1175,backen::V,bakken,fritañ
1176,braten::V,braden,rostañ
1177,umrühren::V,omroeren,
1178,stricken::V,breien,stammañ
1179,nähen::V,naaien,gwriat
1180,färben::V,verven,livañ
1181,färben::V,kleuren,livañ
1182,reinigen::V,reinigen,naetañ
1183,waschen::V,wassen,gwalc'hiñ
1184,abwischen::V,afvegen,torchañ
1185,spülen::V,spoelen,disgwalc'hiñ
1186,spülen::V,afwassen,disgwalc'hiñ
1187,fegen::V,vegen,skubañ
1188,kehren::V,vegen,skubañ
1189,baden::V,baden,kouronkañ
1190,sich waschen::V,zich wassen,en em walc'hiñ
1191,ausziehen::V,uittrekken,
1192,anziehen::V,aantrekken,
1193,sich anziehen::V,zich aankleden,gwiskañ
1194,kämmen::V,kammen,kribat
1195,schmücken::V,tooien,kinklañ
1196,sagen::V,zeggen,larêt
1197,sagen::V,zeggen,lavaret
1198,sprechen::V,spreken,komz
1199,reden::V,praten,kaozeal
1200,sich unterhalten::V,zich onderhouden,balbotal
1201,fragen::V,vragen,goulenn
1202,bitten::V,vragen,goulenn
1203,bitten::V,verzoeken,goulenn
1204,erzählen::V,vertellen,kontañ
1205,mitteilen::V,meedelen,kemenn
1206,nennen::V,noemen,anviñ
1207,rufen::V,roepen,gelver
1208,prahlen::V,pralen,fougeal
1209,übersetzen::V,vertalen,treiñ
1210,denken::V,denken,soñjal
1211,glauben::V,geloven,krediñ
1212,bemerken::V,bemerken,apresevañ
1213,erkennen::V,herkennen,anavout
1214,begreifen::V,begrijpen,meizañ
1215,verstehen::V,verstaan,kompren
1216,lernen::V,leren,deskiñ
1217,wissen::V,weten,gouzout
1218,sich erinnern an::V,zich herinneren aan,kaout soñj e
1219,vergessen::V,vergeten,ankouaat
1220,messen::V,meten,muzuliañ
1221,zählen::V,tellen,kontañ
1222,rechnen::V,rekenen,jedañ
1223,lesen::V,lezen,lenn
1224,malen::V,schilderen,livañ
1225,zeichnen::V,tekenen,tresañ
1226,schreiben::V,schrijven,skrivañ
1227,besitzen::V,bezitten,kaout
1228,kaufen::V,kopen,prenañ
1229,verkaufen::V,verkopen,gwerzhañ
1230,bezahlen::V,betalen,paeañ
1231,zahlen::V,betalen,paeañ
1232,beherrschen::V,beheersen,mestroniañ
1233,ertragen::V,verdragen,anduriñ
