,Concept_ID,is,ta
277,Spiel::N,leikur,விளையாட்டு
278,Gesellschaft::N,selskapur,சமுதாயம்
279,Hilfe::N,hjálp,உதவி
280,Freund::N,vinur,நண்பன்
281,Kamerad::N,félagi,உடனிருப்பவன்
282,Angelegenheit::N,mál,செய்தி
283,Angelegenheit::N,málefni,செய்தி
284,Anzahl::N,tala,எண்ணிக்கை
285,Anzahl::N,fjöldi,எண்ணிக்கை
286,Art::N,tegund,வகை
287,Stück::N,biti,துண்டம்
288,Stück::N,stykki,துண்டம்
289,Teil::N,hluti,பகுதி
290,Teil::N,partur,பகுதி
291,Hälfte::N,helmingur,பாதி
292,Kreis::N,hringur,வட்டம்
293,Kreuz::N,kross,சிலுவை
294,Kreuz::N,krossmark,சிலுவை
295,Linie::N,lína,கோடு
296,Strich::N,strik,வாத நோய்
297,Abstand::N,millibil,இடைவெளி
298,Entfernung::N,fjarlægð,தூரம்
299,Gegend::N,hérað,வட்டாரம்
300,Platz::N,pláss,வெற்றிடம்
301,Ort::N,staður,இடம்
302,Seite::N,hlið,பக்கம்
303,Mitte::N,miðja,இடைப்பகுதி
304,Gegenstand::N,hlutur,உருப்படி
305,Sache::N,mál,பொருள்
306,Rand::N,brún,தொங்கு
307,Kante::N,rönd,விளிம்பு
308,Ecke::N,horn,மூலை
309,Spitze::N,oddur,முனை
310,Ende::N,endi,முடிவு
311,Loch::N,gat,துளை
312,Loch::N,hola,துளை
313,Winkel::N,skot,கோணம்
314,Winkel::N,krókur,கோணம்
315,Muster::N,munstur,பாங்கு
316,Größe::N,stærð,அளவு
317,Länge::N,lengd,நீளம்
318,Höhe::N,hæð,உயரம்
319,Gewicht::N,vigt,எடை
320,Gewicht::N,þyngd,எடை
321,Menge::N,magn,தொகை
322,Haufen::N,hrúga,குவியல்
323,Haufen::N,haugur,குவியல்
324,Reihe::N,röð,வரிசை
325,Boot::N,bátur,படகு
326,Ruder::N,ár,துடுப்பு
327,Schlitten::N,sleði,சகடையிலா வண்டி
328,Ski::N,skíði,பனிச் சறுக்கல்
329,Lagerfeuer::N,varðeldur,மூட்டம்
330,Last::N,byrði,பாரம்
331,Last::N,farmur,பாரம்
332,Gang::N,ganga,நடை
333,Schritt::N,skref,காலடி
334,Norden::N,norður,வடக்கு
335,Süden::N,suður,தெற்கு
336,Westen::N,vestur,மேற்கு திசை
337,Osten::N,austur,கிழக்கு
338,Holz::N,viður,மரக்கட்டை
339,Brett::N,fjöl,பலகை
340,Platte::N,flötur,பலகம்
341,Stütze::N,stoð,அடைப்புகன்
342,Stange::N,stöng,கம்பம்
343,Stock::N,prik,குச்சி
344,Stock::N,stafur,குச்சி
345,Stab::N,prik,கம்பு
346,Stab::N,stafur,கம்பு
347,Rohr::N,rör,குழாய்
348,Rohr::N,pípa,குழாய்
349,Haus::N,hús,வீடு
350,Heim::N,heimili,வீடு
351,Ofen::N,ofn,அடுப்பு
352,Fußboden::N,gólf,தரை
353,Tisch::N,borð,மேசை
354,Stuhl::N,stóll,நாற்காலி
355,Wiege::N,vagga,தொட்டில்
356,Bett::N,rúm,படுக்கை
357,Bett::N,hvíla,படுக்கை
358,Regal::N,hilla,அலமாரி
359,Kiste::N,kassi,பெட்டி
360,Fenster::N,gluggi,சாளரம்
361,Tür::N,dyr,கதவு
362,Tür::N,hurð,கதவு
363,Tor::N,hlið,வாசற்கதவு
364,Zaun::N,girðing,வேலி
365,Zaun::N,limgarður,வேலி
366,Dach::N,þak,கூரை
367,Leiter::N,stigi,ஏணி
368,Besen::N,sópur,விளக்குமாறு
369,Spaten::N,spaði,மண்வெட்டி
370,Schaufel::N,skófla,அடிதண்டா
371,Gabel::N,gaffall,முட்கரண்டி
372,Löffel::N,skeið,கரண்டி
373,Messer::N,hnífur,கத்தி
374,Nagel::N,nögl,ஆணி
375,Netz::N,net,வலை
376,Haken::N,krókur,கொக்கி
377,Griff::N,tak,கைப்பிடி
378,Schloss::N,lás,பூட்டு
379,Bild::N,mynd,படம்
380,Figur::N,stytta,எண்ணிக்கை
381,Puppe::N,brúða,பொம்மை
382,Beutel::N,poki,பை
383,Beutel::N,baggi,பை
384,Bündel::N,böggull,பொதி
385,Tasche::N,veski,பை
386,Eimer::N,fata,வாளி
387,Deckel::N,lok,உறை
388,Geschirr::N,leirtau,பாத்திரம்
389,Sack::N,sekkur,பை
390,Tasse::N,bolli,கிண்ணம்
391,Topf::N,pottur,பானை
392,Kessel::N,ketill,கெண்டி
393,Essen::N,matur,உணவருந்துதல்
394,Nahrung::N,fæða,உணவு
395,Speise::N,réttur,உணவு வகை
396,Speise::N,matarréttur,உணவு வகை
397,Fleisch::N,kjöt,இறைச்சி
398,Getreide::N,korn,மக்காச்சோளம்
399,Brei::N,grautur,கஞ்சி
400,Brot::N,brauð,ரொட்டி
401,Scheibe::N,sneið,துண்டு
402,Fett::N,fita,கொழுப்பு
403,Butter::N,smjör,வெண்ணெய்
404,Öl::N,olía,எண்ணெய்
405,Salz::N,salt,உப்பு
406,Suppe::N,súpa,ரசம்
407,Honig::N,hunang,தேன்
408,Milch::N,mjólk,பால்
409,Tee::N,te,தெனீர்
410,Leder::N,skinn,பதம் செய்யப்பட்ட தோல்
411,Wolle::N,ull,கம்பளி
412,Stoff::N,dúkur,துணி
413,Nadel::N,nál,ஊசி
414,Faden::N,þráður,நூல்
415,Knopf::N,tala,பொத்தான்
416,Knopf::N,hnappur,பொத்தான்
417,Knoten::N,hnútur,முடிச்சு
418,Farbe::N,málning,வண்ணக் குழம்பு
419,Kleidung::N,búningur,ஆடைகள்
420,Kleidung::N,klæðnaður,ஆடைகள்
421,Hemd::N,skyrta,சட்டை
422,Kragen::N,kragi,கழுத்துப் பட்டை
423,Kragen::N,flibbi,கழுத்துப் பட்டை
424,Ärmel::N,ermi,சட்டைக்கை
425,Hose::N,buxur,கால்சட்டை
426,Gürtel::N,belti,பெல்ட்
427,Mütze::N,húfa,தொப்பி
428,Schuh::N,skór,காலணி
429,Stiefel::N,stígvél,காலணி
430,Ring::N,hringur,மோதிரம்
431,Band::N,band,நாடா
432,Kamm::N,greiða,கீப்பு
433,Spiegel::N,spegill,ஆடி
434,Spiegel::N,spegill,கண்ணாடி
435,Riemen::N,ól,வார்
436,Riemen::N,reim,வார்
437,Schnur::N,snúra,கயிறு
438,Leine::N,band,தோல்வார்
439,Decke::N,teppi,போர்வை
440,Kissen::N,koddi,தலையணை
441,Tuch::N,klútur,துணி
442,Handtuch::N,þurrka,தண்டு
443,Handtuch::N,handklæði,தண்டு
444,Kraft::N,afl,நிர்பந்தம்
445,Kraft::N,kraftur,நிர்பந்தம்
446,Stärke::N,styrkur,பலம்
447,Gesundheit::N,heilsa,ஆரோக்கியம்
448,Gesundheit::N,heilbrigði,ஆரோக்கியம்
449,Krankheit::N,sjúkdómur,நோய்
450,Schmerz::N,sársauki,வலி
451,Wunde::N,sár,காயம்
452,Fieber::N,hitasótt,காய்ச்சல்
453,Arznei::N,lyf,மருந்து
454,Brücke::N,brú,பாலம்
455,Brunnen::N,brunnur,கேணி
456,Weide::N,hagi,மேய்ச்சல் நிலம்
457,Pfad::N,stígur,நடை வழி
458,Weg::N,vegur,வழி
459,Straße::N,gata,சாலை
460,Straße::N,stræti,சாலை
461,Dorf::N,þorp,கிராமம்
462,Stadt::N,borg,நகரம்
463,Brief::N,bréf,கடிதம்
464,Buch::N,bók,புத்தகம்
465,Buchstabe::N,bókstafur,எழத்து
466,Zeitung::N,dagblað,செய்தித்தாள்
467,Leben::N,líf,வாழ்க்கை
468,Tod::N,dauði,மரணம்
469,Grab::N,gröf,சமாதி
470,Kirche::N,kirkja,தேவாலயம்
471,Sünde::N,synd,பாவம்
472,Gott::N,guð,கடவுள்
473,Arbeiter::N,verkamaður,தொழிலாளி
474,Chef::N,yfirmaður,மேலாளர்
475,Meister::N,meistari,தலைவன்
476,Arzt::N,læknir,மருத்துவர்
477,Lehrer::N,kennari,ஆசிரியர்
478,Geld::N,peningar,பணம்
479,Geschäft::N,viðskipti,வாணிபம்
480,Laden::N,búð,கடை
481,Laden::N,verslun,கடை
482,Preis::N,verð,விலை
483,Ware::N,vara,சாமன்கள்
484,Nutzen::N,gagn,இலாபம்
485,Reichtum::N,auður,சொத்து
486,Welt::N,veröld,உலகம்
487,Land::N,land,நாடு
488,Staat::N,ríki,நாடு
489,König::N,konungur,அரசன்
490,Macht::N,vald,அதிகாரம்
491,Grenze::N,landamæri,எல்லை
492,Krieg::N,stríð,போர்
493,Feind::N,fjandmaður,எதிரி
494,Gewalt::N,ofbeldi,வன்முறை
495,Kampf::N,bardagi,போராட்டம்
496,Bogen[Waffe]::N,bogi,வில்
497,Pfeil::N,ör,அம்பு
498,Gewehr::N,byssa,துப்பாக்கி
499,Fehler::N,villa,தவறு
500,Lüge::N,lygi,பொய்
501,Schaden::N,skemmd,சேதாரம்
502,Unglück::N,óhamingja,இடையூறு
503,Schuld::N,sök,குற்றம்
504,Alter::N,aldur,வயது
505,Schluss::N,lok,முடிவு
506,Schluss::N,endir,முடிவு
507,Zeit::N,tími,காலம்
508,Tag::N,dagur,நாள்
509,Morgen::N,morgunn,காலை நேரம்
510,Mittag::N,hádegi,மதியம்
511,Abend::N,kvöld,மாலைப் பொழுது
512,Nacht::N,nótt,இரவு
513,Woche::N,vika,வாரம்
514,Monat::N,mánuður,மாதம்
515,Jahr::N,ár,வருடம்
516,Frühling::N,vor,வசந்தம்
517,Sommer::N,sumar,கோடை
518,Herbst::N,haust,இலையுதிர் காலம்
519,Winter::N,vetur,குளிர்காலம்
520,Januar::N,janúar,ஜனவரி
521,Februar::N,február,பிபரவரி மாதம்
522,März::N,mars,மார்ச் மாதம்
523,April::N,apríl,ஏப்ரல் மாதம்
524,Mai::N,maí,மே மாதம்
525,Juni::N,júní,ஜூன் மாதம்
526,Juli::N,júlí,ஜூலை மாதம்
527,August::N,ágúst,ஆகஸ்ட் மாதம்
528,September::N,september,செப்டம்பர் மாதம்
529,Oktober::N,október,அக்டோபர் மாதம்
530,November::N,nóvember,நவம்பர் மாதம்
531,Dezember::N,desember,டிசம்பர்
532,Montag::N,mánudagur,திங்கட் கிழமை
533,Dienstag::N,þriðjudagur,செவ்வாய்க்கிழமை
534,Mittwoch::N,miðvikudagur,புதன் கிழமை
535,Donnerstag::N,fimmtudagur,வியாழக் கிழமை
536,Freitag::N,föstudagur,வெள்ளிக்கிழமை
537,Samstag::N,laugardagur,சனிக்கிழமை
538,Sonntag::N,sunnudagur,ஞாயிறுக் கிழமை
539,groß::A,stór,பெரிய
540,klein::A,lítill,சிறிய
541,lang::A,langur,நீண்ட
542,kurz::A,stuttur,குட்டையான
543,breit::A,breiður,அகலமான
544,schmal::A,mjór,குறுகலான
545,dicht::A,þéttur,அடர்த்தியான
546,dick[Gegenstand]::A,þykkur,தடித்த
547,dünn::A,þunnur,சன்னமான
548,fein::A,fíngerður,மெல்லிய
549,fest::A,fastur,உறுதியாள
550,flach::A,flatur,தட்டையான
551,glatt::A,háll,வழுவழுப்பான
552,glatt::A,sléttur,வழுவழுப்பான
553,hart::A,harður,கடினமான
554,weich::A,mjúkur,மென்மையான
555,rund::A,kringlóttur,உருண்டையான
556,spitz::A,oddhvass,திகந்தமாக
557,scharf::A,beittur,கூரான
558,stumpf::A,bitlaus,உளம் திறந்த
559,schwer::A,þungur,கனமான
560,schön::A,fagur,அழகான
561,schön::A,fallegur,அழகான
562,heiß::A,heitur,சூடான
563,warm::A,hlýr,இதமான
564,warm::A,heitur,இதமான
565,kalt::A,kaldur,குளிர்ச்சியான
566,kühl::A,svalur,குளிர்ச்சியான
567,frisch::A,frískur,சுத்தமான
568,feucht::A,rakur,ஈரமான
569,feucht::A,þvalur,ஈரமான
570,nass::A,votur,ஈரமான
571,nass::A,blautur,ஈரமான
572,trocken::A,þurr,உலர்ந்த
573,voll::A,fullur,நிரம்பிய
574,leer::A,tómur,காலியான
575,offen::A,opinn,திறந்த
576,geschlossen::A,lokaður,மூடப்பட்ட
577,sauber::A,þrifinn,சுத்தமான
578,schmutzig::A,óhreinn,அழக்கான
579,schmutzig::A,sóðalegur,அழக்கான
580,roh::A,hrár,கச்சா
581,reif::A,þroskaður,பழுத்த
582,lecker::A,ljúffengur,சுவைமிக்க
583,süß::A,sætur,இனிப்பான
584,bitter::A,beiskur,கசப்பான
585,sauer::A,súr,புளிப்பாக
586,hell::A,bjartur,பளபளப்பான
587,dunkel::A,dimmur,கருமையான
588,schwarz::A,svartur,கருப்பு வண்ண
589,weiß::A,hvítur,வெண்மையன
590,rot::A,rauður,சிவப்பு
591,gelb::A,gulur,மஞ்சள் வண்ணம்
592,blau::A,blár,நீல வண்ண
593,grün::A,grænn,பச்சை வண்ண
594,grau::A,grár,சாம்பல் நிற
595,bunt::A,marglitur,வண்ண மயமான
596,billig::A,ódýr,மலிவான
597,teuer::A,dýr,விலை அதிகமான
598,wertvoll::A,verðmætur,மதிப்புள்ள
599,blind::A,blindur,பார்வையற்ற
600,taub::A,heyrnarlaus,செவிடான
601,kräftig::A,öflugur,வலிமையான
602,stark::A,sterkur,பலமான
603,schwach::A,veill,பலவீனமான
604,fett::A,feitur,பருமனாக
605,schlank::A,grannur,ஒல்லியான
606,schlank::A,spengilegur,ஒல்லியான
607,hübsch::A,snotur,அழகிய
608,hübsch::A,laglegur,அழகிய
609,böse::A,illur,கேடு விளைவிக்கும்
610,böse::A,vondur,கேடு விளைவிக்கும்
611,dumm::A,heimskur,முட்டாள்தனமான
612,faul::A,latur,சோம்பலான
613,fleißig::A,iðinn,ஊக்கந்தளராத
614,geizig::A,nískur,கஞேசத்தனமான
615,klug::A,hygginn,சாதுரியமான
616,geschickt::A,fimur,திறமையள்ள
617,geschickt::A,laginn,திறமையள்ள
618,lieb::A,kær,அன்புக்குரிய
619,lieb::A,ljúfur,அன்புக்குரிய
620,lustig::A,kátur,களிப்புமிக்க
621,sanft::A,blíður,சாதுவான
622,hungrig::A,soltinn,பசியுடன்
623,hungrig::A,hungraður,பசியுடன்
624,krank::A,sjúkur,நோயுற்று
625,nackt::A,nakinn,ஆடையற்ற
626,traurig::A,dapur,சோகமான
627,traurig::A,hryggur,சோகமான
628,lebendig::A,lifandi,பிழைப்பு
629,gut::A,góður,நல்ல
630,schlecht::A,slæmur,கெட்ட
631,schlecht::A,lélegur,கெட்ட
632,richtig::A,réttur,சரியான
633,schlimm::A,slæmur,அருவருப்பான
634,wahr::A,sannur,உண்மையான
635,alt::A,gamall,பழைய
636,neu::A,nýr,புதிய
637,ehemalig::A,fyrrverandi,முன்நாள்
638,alt[Lebewesen]::A,gamall,வயதான
639,jung::A,ungur,இளமையான
640,arm::A,vesall,ஏழ்மையான
641,arm::A,fátækur,ஏழ்மையான
642,reich::A,ríkur,செல்வம் படைத்த
643,reich::A,auðugur,செல்வம் படைத்த
644,bekannt::A,kunnugur,பழக்கப்பட்ட
645,berühmt::A,frægur,புகழ்பெற்ற
646,fremd::A,framandi,அயல் நாட்டு
647,fremd::A,ókunnugur,அயல் நாட்டு
648,verschieden::A,ýmis,வித்தியாசமான
649,nah::A,nálægur,பக்கத்தில் உள்ள
650,fern::A,fjarri,தொலை தூரத்தில்
651,fern::A,fjarlægur,தொலை தூரத்தில்
652,linker::A,vinstri,மீந்திருக்கும்
653,rechter::A,hægri,வலதுபக்கம்
654,anderer::A,annar,மற்ற
655,erster::A,fyrsti,முதனமையான
656,zweiter::A,annar,இரண்டாவது
657,dritter::A,þriðji,மூன்றாவது
658,letzter::A,síðasti,கடைசி
659,allein::ADV,einn,தனியாக
660,allein::ADV,aleinn,தனியாக
661,auf einmal::ADV,allt í einu,தடீரென்று
662,zusammen::ADV,saman,சேர்ந்து
663,lange::ADV,lengi,அதிக நோம்
664,plötzlich::ADV,skyndilega,தடீரென்று
665,sofort::ADV,strax,உடனடியாக
666,sofort::ADV,þegar í stað,உடனடியாக
667,später::ADV,seinna,பிறகு
668,jetzt::ADV,nú,இப்பொழது
669,jetzt::ADV,núna,இப்பொழது
670,heute::ADV,í dag,இன்று
671,morgen::ADV,á morgun,நாளைக்கு
672,bald::ADV,brátt,சீக்கிரம்
673,bald::ADV,bráðum,சீக்கிரம்
674,dann::ADV,svo,அப்பொழுது
675,dann::ADV,síðan,அப்பொழுது
676,gestern::ADV,í gær,நேற்று
677,einst::ADV,forðum,ஒரே முறை
678,damals::ADV,þá,அப்பொழுது
679,damals::ADV,á þeim tímum,அப்பொழுது
680,danach::ADV,á eftir því,பிற்பாடு
681,vorher::ADV,áður,முன்பாக
682,zuerst::ADV,fyrst,முதலில்
683,einmal::ADV,einu sinni,ஒரே முறை
684,manchmal::ADV,stundum,சில நேரங்களில்
685,oft::ADV,oft,அடிக்கடி
686,immer::ADV,alltaf,எப்பொழுதும்
687,immer::ADV,sífellt,எப்பொழுதும்
688,niemals::ADV,aldrei,ஒருபோதும் இல்லை
