,Concept_ID,la,ady
702,ein wenig::ADV,paulum,тӏэкӏу
703,kaum::ADV,vix,къоды́й
704,kaum::ADV,aegre,къоды́й
705,sehr::ADV,valde,дэд
706,sehr::ADV,magnopere,дэд
707,so::ADV,ita,ащ фэд
708,so::ADV,ita,мыщ фэд
709,so::ADV,ita,джащ фэд
710,noch::ADV,etiam,джыри
711,nur::ADV,solum,ныӏэ́п
712,nur::ADV,tantum,ныӏэ́п
713,schon::ADV,iam,
714,wieder::ADV,rursus,джыри
715,vergebens::ADV,frustra,пкӏэнчъэ́у
716,vor::PRP,ante,пашъхьэ́
717,hinter::PRP,post,кӏы́б
718,unter::PRP,sub,чӏэ-
719,durch::PRP,per,пхыры-
720,neben::PRP,iuxta,дэжь
721,zwischen::PRP,inter,азыфа́гу
722,wegen::PRP,propter,къы-
723,dies::PRN,hoc,ар
724,das::PRN,id,а
725,das::PRN,id,мо
726,alles::PRN,omnia,зэкӏэ́
727,ich::PRN,ego,сэ
728,du::PRN,tu,о
729,er::PRN,is,ар
730,er::PRN,ille,ар
731,wir::PRN,nos,тэ
732,ihr::PRN,vos,шъо
733,sie::PRN,ii,ахэр
734,sie::PRN,illi,ахэр
735,was::FPRN,quid,сыд
736,wer::FPRN,quis,хэт
737,wo::FADV,ubi,тыдэ́
738,wohin::FADV,quo,тыдэ́
739,wie::FADV,quomodo,сыдэущтэ́у
740,warum::FADV,cur,сыд пае́
741,wieviel::FNUM,quantum,тхьапш
742,wieviel::FNUM,quantum,сыд фэди́з
743,eins::NUM,unus,зы
744,zwei::NUM,duo,тӏу
745,drei::NUM,tres,щы
746,vier::NUM,quattuor,плӏы
747,fünf::NUM,quinque,тфы
748,sechs::NUM,sex,хы
749,sieben::NUM,septem,блы
750,acht::NUM,octo,и
751,neun::NUM,novem,бгъу
752,zehn::NUM,decem,пшӏы
753,elf::NUM,undecim,пшӏыкӏузы́
754,zwölf::NUM,duodecim,пшӏыкӏутӏу
755,zwanzig::NUM,viginti,тӏокӏы́
756,dreißig::NUM,triginta,щэкӏы
757,vierzig::NUM,quadraginta,тӏокӏи́тӏу
758,fünfzig::NUM,quinquaginta,шъэны́ыкъу
759,sechzig::NUM,sexaginta,тӏокӏи́щ
760,siebzig::NUM,septuaginta,тӏокӏищырэ́ пшӏырэ́
761,achtzig::NUM,octoginta,тӏокӏи́пӏ
762,neunzig::NUM,nonaginta,тӏокӏиилӏырэ́ пшӏырэ́
763,hundert::NUM,centum,шъэ
764,tausend::NUM,mille,мин
765,und::CNJ,et,ыкӏи
766,und::CNJ,-que,ыкӏи
767,oder::CNJ,vel,е
768,stehen::V,stare,ущытын
769,stehen::V,stare,умыхъыен
770,sitzen::V,sedere,уисын
771,sitzen::V,sedere,утесын
772,liegen::V,iacere,телъы́н
773,hängen::V,pendere,къыщылэлын
774,hängen::V,pendere,къыщылэлын щыгъын быхъур
775,werden::V,fieri,хъун
776,passieren::V,accidere,къэхъун
777,beginnen::V,incipere,къежьэн
778,beginnen::V,incipere,къыублэн
779,enden::V,finem habere,ухы́н
780,wechseln::V,mutari,зэхъожьы́н
781,aufgehen[Sonne]::V,oriri,къыкъокӏы́н
782,untergehen[Sonne]::V,occidere,къохьан
783,scheinen[Sonne]::V,lucere,къепсыи
784,donnern::V,tonare,гъогъон
785,wehen::V,flare,епщэ́н
786,strömen::V,fluere,чъэн
787,fließen::V,manare,чъэн
788,sich drehen::V,torqueri,зыгъэчэрэгъу́н
789,schwanken::V,vacillare,хъые́н
790,schwingen::V,vibrare,зыгъэхъые́н
791,fallen::V,cadere,къефэхы́н
792,brennen::V,ardere,стын
793,rauchen::V,fumare,ӏугъо къикӏын
794,regnen::V,pluere,къещхы́н
795,gefrieren::V,congelari,дыкъын
796,tauen::V,rorare,жъун
797,schmelzen::V,liquescere,ткӏун
798,trocknen::V,arescere,гъушъы́н
799,trocknen::V,arescere,чъэпхъу́н
800,sieden::V,fervere,жъон
801,faulen::V,putescere,шъун
802,verfaulen::V,putescere,шъун
803,reißen::V,scindi,зэӏэтхъы́н
804,versinken::V,mergi,чӏихьан
805,vergehen::V,praeterire,блэкӏы́н
806,erscheinen::V,apparere,къэлъэгъон
807,verschwinden::V,discedere,кӏодыжьы́н
808,sinken::V,labi,
809,abnehmen::V,deminui,къыкӏичын
810,zunehmen::V,augeri,хэхъо́н
811,steigen::V,augescere,къежьэн
812,wachsen::V,crescere,хэхъо́н
813,wachsen::V,crescere,къэкӏы́н
814,glänzen::V,splendere,цӏыу́н
815,funkeln::V,micare,жъыу́н
816,lärmen::V,strepere,бырсыры́н
817,läuten::V,sonare,теон
818,klingeln::V,tinnire,теон
819,klirren::V,crepare,
820,brausen::V,saevire,шъуин
821,rauschen::V,crepare,макъэ гъэӏун
822,klingen::V,sonare,къыхэӏукӏын
823,bellen::V,latrare,хьакъу́н
824,heulen::V,ululare,быун
825,blasen::V,flare,епщэ́н
826,pfeifen::V,sibilare,шъуин
827,schreien::V,clamare,куо́н
828,schreien::V,clamare,кӏыи́н
829,stöhnen::V,gemere,щэӏун
830,zittern::V,tremere,кӏэзэзын
831,zittern::V,trepidare,кӏэзэзын
832,leben::V,vivere,псэу́н
833,geboren werden::V,nasci,къэхъун
834,atmen::V,spirare,жьы къэщэ́н
835,trinken::V,bibere,ешъо́н
836,essen::V,edere,шхын
837,schlucken::V,devorare,бдырыин
838,müde werden::V,fatigari,пшъын
839,einschlafen::V,obdormiscere,хэчъыен
840,schlafen::V,dormire,чъые́н
841,aufwachen::V,expergisci,къэущы́н
842,aufstehen::V,exsurgere,уцу́н
843,sich erholen::V,se reficere,зыгъэпсэфын
844,krank werden::V,aegrescere,сымаджэ́ хъун
845,krank sein::V,aegrotare,сымэджэ́н
846,schmerzen::V,dolere,сымэджэ́н
847,husten::V,tussire,пскэ́н
848,genesen::V,convalescere,хъужьын
849,sterben::V,mori,лӏэн
850,umkommen::V,perire,хэкӏодэн
851,sich bewegen::V,se movere,хъые́н
852,sich rühren::V,micare,хъые́н
853,sich erheben::V,surgere,къэтэджын
854,sich setzen::V,considere,тӏысы́н
855,hinfallen::V,cadere,ебэджы́н
856,laufen::V,vadere,кӏон
857,schreiten::V,gradi,кӏон
858,spazierengehen::V,ambulare,къэкӏухьэн
859,eilen::V,properare,гузэжъон
860,sich beeilen::V,festinare,гуӏэ́н
861,sausen::V,currere,псынкӏэ́у чъэн
862,rennen::V,currere,чъэн
863,springen::V,salire,пкӏэн
864,klettern::V,niti,дэцохъоен
865,schaukeln::V,oscillare,уешӏэн
866,kriechen::V,repere,цохъо́н
867,kriechen::V,serpere,цохъо́н
868,schwimmen::V,nare,есы́н
869,schwimmen::V,natare,есы́н
870,tauchen::V,mergere,зычӏэгъэо́н
871,rudern::V,remigare,къошъо бэщкӏэ фын
872,fahren::V,vehi,кӏон
873,fliegen::V,volare,быбы́н
874,gehen::V,ire,кӏон
875,gehen::V,vadere,кӏон
876,weggehen::V,abire,ӏукӏын
877,weggehen::V,discedere,ӏукӏын
878,abfahren::V,proficisci,ежьэн
879,anhalten::V,consistere,къэуцу́н
880,hineingehen::V,inire,ихьан
881,hineingehen::V,ingredi,ихьан
882,eintreten::V,intrare,чӏэхьан
883,kommen::V,venire,къэкӏо́н
884,ankommen::V,advenire,къэсы́н
885,zurückkommen::V,revenire,гъэзэжьын
886,bleiben::V,manere,къэнэ́н
887,warten::V,opperiri,пэплъэ́н
888,erwarten::V,opperiri,ежэн
889,erwarten::V,expectare,ежэн
890,suchen::V,quaerere,лъыхъу́н
891,finden::V,reperire,къэгъоты́н
892,finden::V,reperire,къыхэгъэщы́н
893,versuchen::V,conari,пылъы́н
894,versuchen::V,temptare,пылъы́н
895,vorbereiten::V,parare,гъэхьазыры́н
896,lieben::V,amare,шӏу плъэгъу́н
897,mögen::V,amare,шӏу плъэгъу́н
898,lachen::V,ridere,щхын
899,rühren::V,commovere,гур гъэузын
900,weinen::V,flere,гъын
901,schimpfen::V,increpare,хъонэн
902,sich ärgern::V,indignari,губжы́н
903,sich fürchten::V,vereri,щынэ́н
904,fürchten::V,timere,щынэ́н
905,fliehen::V,fugere,
906,flüchten::V,effugere,
907,sehen::V,videre,льэгъу́н
908,anschauen::V,aspectare,плъэн
909,anschauen::V,aspectare,еплъы́н
910,ansehen::V,spectare,плъэн
911,hören::V,audire,зэхэхын
912,zuhören::V,auscultare,дэӏо́н
913,probieren::V,gustare,хэӏэн
914,riechen::V,olfacere,пэмэ́н
915,fühlen::V,sentire,зэхэпшӏэн
916,scheinen::V,videri,уащыхъу́н
917,scheinen::V,videri,уашӏошӏы́н
918,zu sehen sein::V,conspici,зэрэлъэгъу́н
919,vernehmen::V,comperire,зэхэхын
920,frieren::V,algere,дыкъын
921,frieren::V,algere,пӏыкӏэн
922,frieren::V,algere,чъыӏэ́ лӏэн
923,tun::V,facere,шӏын
924,können::V,posse,лъэкӏы́н
925,wollen::V,velle,фэе́н
926,anfangen::V,incipere,ублэн
927,beenden::V,finire,ухы́н
928,aufhören::V,desistere,щыгъэтын
929,gelingen::V,contingere,хъун
930,geraten::V,evenire,
931,öffnen::V,aperire,ӏухы́н
932,schließen::V,claudere,игъэсэн
933,stellen::V,sistere,бгъэуцун
934,setzen::V,ponere,гъэтӏысы́н
935,legen::V,ponere,хэлъхьа́н
936,berühren::V,tangere,эӏэн
937,berühren::V,tangere,нэсын
938,verbinden::V,iungere,зэхэпхэ́н
939,verbinden::V,iungere,пхын
940,bedecken::V,tegere,техъо́н
941,bedecken::V,operire,техъо́н
942,aufhängen::V,suspendere,пылъэ́н
943,anzünden::V,accendere,хэгъэнэ́н
944,anzünden::V,inflammare,хэгъэнэ́н
945,aufheben::V,tollere,
946,zurücklassen::V,relinquere,къэгъэнэ́н
947,verlieren::V,perdere,чӏэ́нэн
948,verlieren::V,perdere,шӏокӏоды́н
949,verlieren::V,amittere,чӏэ́нэн
950,verlieren::V,amittere,шӏокӏоды́н
951,fallen lassen::V,dimittere,чӏэунэн
952,fallen lassen::V,dimittere,пӏэпызын
953,machen::V,facere,шӏын
954,herstellen::V,fabricare,шӏы́н
955,bauen::V,construere,шӏы́н
956,reparieren::V,reparare,дыжьы́н
957,verbessern::V,emendare,нахьышӏу пшӏын
958,verbessern::V,emendare,нахь дэгъу пшӏын
959,ändern::V,mutare,зэблэхъу́н
960,graben::V,fodere,тӏын
961,beugen::V,flectere,
962,biegen::V,curvare,уфэн
963,drehen::V,torquere,гъэчэрегъу́
964,wenden::V,vertere,пӏонтӏэн
965,wenden::V,vertere,бгъэзэн
966,wenden::V,vertere,уӏубын
967,umdrehen::V,convertere,
968,heben::V,tollere,ӏэты́н
969,hochheben::V,levare,ӏэты́н
970,ergreifen::V,capessere,къэубыты́н
971,halten::V,tenere,ӏыгъы́н
972,drücken::V,premere,тэӏункӏэн
973,schieben::V,promovere,уеӏункӏын
974,schieben::V,promovere,уетӏыргун
975,kratzen::V,radere,цӏэнтхъун
976,lecken::V,lambere,бзэи́н
977,beißen::V,mordere,ецэкъэ́н
978,abreißen::V,avellere,къичын
979,abreißen::V,avellere,пытхъын
980,abschneiden::V,desecare,пыупкӏын
981,abschneiden::V,desecare,гобзыкӏын
982,binden::V,ligare,епхын
983,stecken::V,inserere,хэсэн
984,brechen::V,rumpere,зэпыпкӏын
985,klopfen::V,pultare,теон
986,hauen::V,ferire,теон
987,kleben::V,agglutinare,щхэн
988,reiben::V,terere,пӏотын
989,streichen::V,oblinere,щыфэн
990,schleifen::V,acuere,гъэчаны́н
991,schleifen::V,acuere,кӏэлыкӏы́н
992,schneiden::V,secare,бзын
993,rütteln::V,quassare,гъэсысын
994,schütteln::V,quatere,гъэсысын
995,schwenken::V,ventilare,ӏэ шӏын
996,schütten::V,fundere,икӏэ́н
997,füllen::V,complere,из шӏын
998,einwickeln::V,involvere,кӏоцӏыщыхьа́н
999,tragen::V,ferre,хьын
1000,tragen::V,portare,хьын
1001,schleppen::V,pertrahere,пхьын
1002,schleppen::V,pertrahere,плъэшъун
1003,ziehen::V,trahere,пкъудыин
1004,ziehen::V,trahere,пщэн
1005,ziehen::V,trahere,плъэшъун
1006,aufbewahren::V,asservare,пӏыгъын
1007,aufbewahren::V,asservare,уухъумэн
1008,werfen::V,iacere,дзын
1009,fangen::V,capere,къэубыты́н
1010,packen::V,capessere,къэубыты́н
1011,verstecken::V,abdere,бгъэбылъын
1012,teilen::V,partiri,гощы́н
1013,teilen::V,dividere,гощы́н
1014,schicken::V,mittere,гъахьы́н
1015,bringen::V,apportare,къэхьы́н
1016,hinzufügen::V,addere,хэгъэхъо́н
1017,bekommen::V,adipisci,
1018,erhalten::V,accipere,
1019,nehmen::V,sumere,къытехы́н
1020,wählen::V,eligere,къыхэхы́н
1021,auswählen::V,deligere,къыхэхы́н
1022,bewahren::V,conservare,къэухъумэн
1023,behindern::V,impedire,пэрыохъу хъун
1024,verderben::V,corrumpere,къутэн
1025,beschädigen::V,laedere,къутэн
1026,zerbrechen::V,rumpere,къутэн
1027,zerbrechen::V,frangere,къутэн
1028,zerreißen::V,discindere,зэӏэтхъы́н
1029,zerstören::V,delere,къутэ́н
1030,verbrennen::V,urere,гъэсты́н
1031,verbrennen::V,cremare,гъэсты́н
1032,geben::V,dare,еты́н
1033,reichen::V,praebere,еты́н
1034,schenken::V,donare,еты́н
1035,schenken::V,largiri,еты́н
1036,versprechen::V,polliceri,гъэгугъэ́н
1037,versprechen::V,promittere,гъэгугъэ́н
1038,loben::V,laudare,щытхъун
1039,küssen::V,osculari,ебэу́н
1040,zudecken::V,tegere,техъо́н
1041,wecken::V,excitare,къэгъэущы́н
1042,zeigen::V,monstrare,гъэлъэгъо́н
1043,führen::V,ducere,щэн
1044,lehren::V,docere,егъэджэ́н
1045,lehren::V,docere,егъэшӏэн
1046,unterrichten::V,instituere,егъэджэ́н
1047,aufziehen::V,nutrire,пӏун
1048,leiten::V,ducere,гъэзекӏон
1049,antreiben::V,incitare,къепфылӏэн
1050,lassen::V,iubere,еты́н
1051,einladen::V,invitare,къегъэблэгъэн
1052,vereinigen::V,coniungere,зэгогъэхьан
1053,besuchen::V,visere,щыӏэ́н
1054,treffen::V,convenire,ӏукӏэ́н
1055,treffen::V,convenire,пэгъокӏы́н
1056,sich versammeln::V,convenire,зэхэхьан
1057,spielen::V,ludere,джэгу́н
1058,singen::V,cantare,орэ́д къэӏо́н
1059,tanzen::V,saltare,къэшъо́н
1060,sich trennen::V,digredi,зэгокӏыжьы́ных
1061,sich trennen::V,discedere,зэгокӏыжьы́ных
1062,verlassen::V,deserere,бгынэн
1063,verlassen::V,deserere,хэкӏыжьын
1064,verlassen::V,relinquere,бгынэн
1065,verlassen::V,relinquere,хэкӏыжьын
1066,retten::V,servare,къыхэпхыжьын
1067,retten::V,servare,къэбгъэнэжьын
1068,bewachen::V,custodire,къэгъэгъунэн
1069,schützen::V,tueri,ухъумэ́н
1070,schützen::V,tutari,ухъумэ́н
1071,verteidigen::V,defendere,къэухъумэн
1072,sich schlagen::V,luctari,эзэон
1073,schießen::V,iaculari,он
1074,siegen::V,vincere,текӏо́н
1075,ärgern::V,irritare,бгъэгубжын
1076,schlagen::V,ferire,ео́н
1077,treten::V,calcare,
1078,stechen::V,pungere,хэӏун
1079,stoßen::V,tundere,тӏыро́н
1080,stoßen::V,tundere,уеӏункӏын
1081,stehlen::V,furari,тыгъу́н
1082,stören::V,turbare,бгъэгумэкӏын
1083,belästigen::V,obtundere,бгъэгумэкӏын
1084,verbergen::V,celare,ушъэфын
1085,verbergen::V,occultare,ушъэфын
1086,täuschen::V,fallere,гъэпцӏэ́н
1087,betrügen::V,fraudare,гъэпцӏэ́н
1088,töten::V,necare,уикӏын
1089,töten::V,caedere,уикӏын
1090,wohnen::V,habitare,дэсын
1091,arbeiten::V,laborare,лэжьэ́н
1092,sammeln::V,colligere,угъои́н
1093,pflücken::V,carpere,къыпычы́н
1094,jagen::V,venari,шэкӏон
1095,jagen::V,venari,ешэкӏон
1096,fischen::V,piscari,пцэжъые уешэн
1097,fassen::V,capere,къэубыты́н
1098,hüten::V,custodire,хэхъо́н
1099,treiben::V,agere,пфын
1100,anbinden::V,alligare,епхын
1101,füttern::V,nutrire,гъэшхэ́н
1102,melken::V,mulgere,щын
1103,hacken::V,findere,упкӏэтэн
1104,gießen::V,rigare,тепкӏэн
1105,reifen::V,maturescere,игъо хъун
1106,zubereiten::V,apparare,бгъэхьазырын
1107,kochen::V,coquere,шӏы́н
1108,backen::V,coquere,гъэжъэ́н
1109,braten::V,torrere,гъэжъэ́н
1110,umrühren::V,commovere,зэхэгъэкӏухьан
1111,stricken::V,texere,хъын
1112,nähen::V,suere,дэн
1113,färben::V,tingere,бгъэлэн
1114,reinigen::V,purgare,укъэбзы́н
1115,waschen::V,lavare,бгыкӏын
1116,abwischen::V,abstergere,лъэкӏы́н
1117,spülen::V,perluere,дэгъэчъыхьан
1118,fegen::V,verrere,пхъэнкӏы́н
1119,kehren::V,purgare,пхъэнкӏы́н
1120,baden::V,lavari,зыгъэпскӏын
1121,sich waschen::V,lavari,зытхьакӏы́н
1122,ausziehen::V,exuere,къытехы́н
1123,anziehen::V,induere,щылъэ́н
1124,sich anziehen::V,vestiri,зыфэпэн
1125,kämmen::V,pectere,жьын
1126,schmücken::V,ornare,гъэдэхэ́н
1127,schmücken::V,decorare,гъэдэхэ́н
1128,sagen::V,dicere,къэӏон
1129,sprechen::V,fari,псэлъэ́н
1130,reden::V,loqui,гущыӏэ́н
1131,sich unterhalten::V,colloqui,зэдэгущыӏэн
1132,sich unterhalten::V,disputare,зэдэгущыӏэн
1133,fragen::V,rogare,упчӏэ́н
1134,fragen::V,quaerere,упчӏэ́н
1135,bitten::V,orare,лъэӏо́н
1136,bitten::V,rogare,лъэӏо́н
1137,erzählen::V,narrare,къэпӏотэ́н
1138,mitteilen::V,communicare,макъэ егъэӏун
1139,nennen::V,appellare,цӏэ фэусы́н
1140,rufen::V,vocare,джэн
1141,prahlen::V,gloriari,узыщытхъужьы́н
1142,übersetzen::V,vertere,бгъэкӏотэн
1143,denken::V,cogitare,егупшысэ́н
1144,glauben::V,credere,уивыхъэ́ телъы́н
1145,bemerken::V,animadvertere,гу лъыптэ́н
1146,erkennen::V,cognoscere,зэхэпхын
1147,erkennen::V,cognoscere,зэбгъэшӏэн
1148,begreifen::V,comprehendere,гурыӏо́н
1149,verstehen::V,intellegere,зэхэхын
1150,lernen::V,discere,еджэ́н
1151,wissen::V,scire,шӏэн
1152,sich erinnern an::V,meminisse,къэшӏэжьын
1153,vergessen::V,oblivisci,пщыгъупшэжьы́н
1154,messen::V,metiri,шын
1155,zählen::V,numerare,плъытэ́н
1156,rechnen::V,reri,плъытэ́н
1157,rechnen::V,reri,угугъэ́н
1158,rechnen::V,calculare,плъытэ́н
1159,rechnen::V,calculare,угугъэ́н
1160,lesen::V,legere,еджэ́н
1161,malen::V,pingere,шӏын
1162,zeichnen::V,scribere,шӏын
1163,schreiben::V,scribere,тхын
1164,besitzen::V,possidere,иӏэн
1165,kaufen::V,emere,щэфы́н
1166,verkaufen::V,vendere,щэн
1167,bezahlen::V,pendere,птын
1168,bezahlen::V,pendere,лъыптын
1169,bezahlen::V,pendere,птыжьы́н
1170,zahlen::V,solvere,птын
1171,zahlen::V,solvere,лъыптын
1172,beherrschen::V,regere,иунаеу иӏэн
1173,beherrschen::V,imperare,иунаеу иӏэн
1174,ertragen::V,tolerare,щэчы́н
1175,ertragen::V,sustinere,щэчы́н
1176,wünschen::V,,шӏоигъо́н
1177,wiegen::V,,гъэхъыен
