,Concept_ID,hu,sk
431,Fenster::N,ablak,okno
432,Fenster::N,ablak,oblok
433,Tür::N,ajtó,dvere
434,Tor::N,kapu,vráta
435,Zaun::N,kerítés,plot
436,Zaun::N,kerítés,ohrada
437,Dach::N,tető,krov
438,Dach::N,tető,strecha
439,Leiter::N,létra,rebrík
440,Leiter::N,létra,rebrina
441,Besen::N,seprű,metla
442,Spaten::N,ásó,rýľ
443,Schaufel::N,lapát,lopata
444,Gabel::N,villa,vidlička
445,Löffel::N,kanál,lyžica
446,Messer::N,kés,nôž
447,Nagel::N,szeg,klinec
448,Netz::N,háló,sieť
449,Haken::N,kampó,hák
450,Haken::N,kampó,háčik
451,Griff::N,nyél,rukoväť
452,Griff::N,fogantyú,rukoväť
453,Schloss::N,zár,zámka
454,Bild::N,kép,obraz
455,Figur::N,alak,figúra
456,Puppe::N,bábu,bábka
457,Puppe::N,bábu,bábika
458,Beutel::N,zacskó,vrece
459,Beutel::N,zacskó,vrecko
460,Bündel::N,köteg,uzlík
461,Bündel::N,köteg,zväzok
462,Tasche::N,táska,taška
463,Tasche::N,táska,kabelka
464,Eimer::N,vödör,vedro
465,Deckel::N,fedő,vrchnák
466,Deckel::N,fedő,pokrývka
467,Deckel::N,fedél,vrchnák
468,Deckel::N,fedél,pokrývka
469,Geschirr::N,edény,nádoba
470,Sack::N,zsák,mech
471,Sack::N,zsák,vrece
472,Tasse::N,csésze,šálka
473,Topf::N,fazék,hrniec
474,Kessel::N,üst,kotol
475,Kessel::N,bogrács,kotol
476,Essen::N,evés,jedlo
477,Essen::N,étkezés,jedlo
478,Nahrung::N,ennivaló,strava
479,Nahrung::N,ennivaló,potrava
480,Speise::N,étel,jedlo
481,Fleisch::N,hús,mäso
482,Getreide::N,gabona,obilie
483,Brei::N,pép,kaša
484,Brei::N,kása,kaša
485,Brot::N,kenyér,chlieb
486,Scheibe::N,szelet,kotúč
487,Scheibe::N,szelet,krajec
488,Fett::N,háj,tuk
489,Fett::N,háj,masť
490,Fett::N,zsír,tuk
491,Fett::N,zsír,masť
492,Butter::N,vaj,maslo
493,Öl::N,olaj,olej
494,Salz::N,só,soľ
495,Suppe::N,leves,polievka
496,Honig::N,méz,med
497,Milch::N,tej,mlieko
498,Tee::N,tea,čaj
499,Leder::N,bőr,koža
500,Wolle::N,gyapjú,vlna
501,Stoff::N,szövet,súkno
502,Nadel::N,tű,ihla
503,Faden::N,fonál,niť
504,Faden::N,fonál,vlákno
505,Knopf::N,gomb,gombík
506,Knoten::N,csomó,uzol
507,Farbe::N,szín,farba
508,Farbe::N,festék,farba
509,Kleidung::N,ruha,šaty
510,Kleidung::N,ruha,šatstvo
511,Kleidung::N,ruházat,šaty
512,Kleidung::N,ruházat,šatstvo
513,Hemd::N,ing,košeľa
514,Kragen::N,gallér,golier
515,Ärmel::N,ujj,rukáv
516,Hose::N,gatya,nohavice
517,Hose::N,nadrág,nohavice
518,Gürtel::N,öv,pás
519,Gürtel::N,öv,opasok
520,Mütze::N,sapka,čiapka
521,Schuh::N,cipő,obuv
522,Schuh::N,cipő,topánka
523,Stiefel::N,csizma,čižma
524,Ring::N,gyűrű,prsteň
525,Band::N,szalag,stuha
526,Kamm::N,fésű,hrebeň
527,Spiegel::N,tükör,zrkadlo
528,Riemen::N,szíj,remeň
529,Schnur::N,zsinór,šnúra
530,Leine::N,póráz,vodidlo
531,Decke::N,takaró,deka
532,Decke::N,takaró,prikrývka
533,Kissen::N,párna,poduška
534,Tuch::N,kendő,šatka
535,Handtuch::N,törülköző,uterák
536,Kraft::N,erő,moc
537,Stärke::N,erő,sila
538,Stärke::N,erősség,sila
539,Gesundheit::N,egészség,zdravie
540,Krankheit::N,kór,nemoc
541,Krankheit::N,kór,choroba
542,Krankheit::N,betegség,nemoc
543,Krankheit::N,betegség,choroba
544,Schmerz::N,fájdalom,bolesť
545,Wunde::N,seb,rana
546,Fieber::N,láz,horúčka
547,Arznei::N,orvosság,liek
548,Arznei::N,gyógyszer,liek
549,Brücke::N,híd,most
550,Brunnen::N,kút,studňa
551,Weide::N,legelő,pastva
552,Pfad::N,ösvény,chodník
553,Weg::N,út,cesta
554,Straße::N,út,hradská
555,Dorf::N,falu,dedina
556,Stadt::N,város,mesto
557,Brief::N,levél,list
558,Buch::N,könyv,kniha
559,Buchstabe::N,betű,litera
560,Buchstabe::N,betű,písmeno
561,Zeitung::N,újság,noviny
562,Zeitung::N,hírlap,noviny
563,Leben::N,élet,život
564,Tod::N,halál,smrť
565,Grab::N,sír,hrob
566,Kirche::N,templom,kostol
567,Sünde::N,bűn,hriech
568,Sünde::N,vétek,hriech
569,Gott::N,isten,boh
570,Arbeiter::N,munkás,robotník
571,Arbeiter::N,munkás,pracnovík
572,Chef::N,főnök,šéf
573,Chef::N,főnök,riaditeľ
574,Meister::N,mester,majster
575,Arzt::N,orvos,lekár
576,Lehrer::N,tanár,učiteľ
577,Lehrer::N,tanító,učiteľ
578,Geld::N,pénz,peniaze
579,Geschäft::N,üzlet,obchod
580,Laden::N,bolt,obchod
581,Preis::N,ár,cena
582,Ware::N,áru,tovar
583,Nutzen::N,haszon,osoh
584,Nutzen::N,haszon,úžitok
585,Reichtum::N,gazdagság,bohatstvo
586,Welt::N,világ,svet
587,Land::N,ország,územie
588,Land::N,ország,krajina
589,Staat::N,állam,štát
590,König::N,király,kráľ
591,Macht::N,hatalom,moc
592,Macht::N,hatalom,mocnosť
593,Grenze::N,határ,hranica
594,Krieg::N,háború,vojna
595,Feind::N,ellenség,nepriateľ
596,Gewalt::N,erőszak,násilie
597,Kampf::N,harc,boj
598,Bogen[Waffe]::N,íj,luk
599,Pfeil::N,nyíl,šíp
600,Pfeil::N,nyíl,strela
601,Gewehr::N,puska,puška
602,Gewehr::N,fegyver,puška
603,Fehler::N,hiba,omyl
604,Fehler::N,hiba,chyba
605,Lüge::N,hazugság,lož
606,Schaden::N,kár,ujma
607,Schaden::N,kár,škoda
608,Unglück::N,csapás,nešťastie
609,Unglück::N,balszerencse,nešťastie
610,Schuld::N,bűn,vina
611,Schuld::N,bűn,previnenie
612,Alter::N,kor,vek
613,Schluss::N,vég,záver
614,Schluss::N,vég,koniec
615,Schluss::N,befejezés,záver
616,Schluss::N,befejezés,koniec
617,Zeit::N,idő,čas
618,Tag::N,nap,deň
619,Morgen::N,reggel,ráno
620,Mittag::N,dél,poludnie
621,Abend::N,este,večer
622,Nacht::N,éj,noc
623,Nacht::N,éjszaka,noc
624,Woche::N,hét,týždeň
625,Monat::N,hó,mesiac
626,Monat::N,hónap,mesiac
627,Jahr::N,év,rok
628,Frühling::N,tavasz,jar
629,Sommer::N,nyár,leto
630,Herbst::N,ősz,jeseň
631,Winter::N,tél,zima
632,Januar::N,január,január
633,Februar::N,február,február
634,März::N,március,marec
635,April::N,április,apríl
636,Mai::N,május,máj
637,Juni::N,június,jún
638,Juli::N,július,júl
639,August::N,augusztus,august
640,September::N,szeptember,september
641,Oktober::N,október,október
642,November::N,november,november
643,Dezember::N,december,december
644,Montag::N,hétfő,pondelok
645,Dienstag::N,kedd,utorok
646,Mittwoch::N,szerda,streda
647,Donnerstag::N,csütörtök,štvrtok
648,Freitag::N,péntek,piatok
649,Samstag::N,szombat,sobota
650,Sonntag::N,vasárnap,nedeľa
651,groß::A,nagy,veľký
652,klein::A,pici,malý
653,klein::A,kicsi,malý
654,lang::A,hosszú,dlhý
655,kurz::A,rövid,krátky
656,breit::A,széles,široký
657,schmal::A,keskeny,úzky
658,dicht::A,sűrű,hustý
659,dick[Gegenstand]::A,vastag,tlstý
660,dünn::A,vékony,tenký
661,fein::A,vékony,jemný
662,fest::A,szilárd,pevný
663,flach::A,sík,rovný
664,flach::A,sík,plochý
665,flach::A,lapos,rovný
666,flach::A,lapos,plochý
667,glatt::A,sima,hladký
668,hart::A,kemény,tvrdý
669,weich::A,puha,mäkký
670,rund::A,kerek,guľatý
671,rund::A,kerek,okrúhly
672,spitz::A,hegyes,končitý
673,scharf::A,éles,ostrý
674,stumpf::A,tompa,tupý
675,stumpf::A,életlen,tupý
676,schwer::A,nehéz,ťažký
677,schwer::A,súlyos,ťažký
678,schön::A,szép,pekný
679,schön::A,szép,krásny
680,heiß::A,forró,horúci
681,warm::A,meleg,teplý
682,kalt::A,hideg,studený
683,kühl::A,hűs,chladný
684,kühl::A,hűvös,chladný
685,frisch::A,üde,svieži
686,frisch::A,friss,svieži
687,feucht::A,nedves,vlhký
688,feucht::A,nedves,zvlhnutý
689,nass::A,vizes,mokrý
690,trocken::A,száraz,suchý
691,voll::A,telt,plný
692,leer::A,üres,prázdny
693,offen::A,nyílt,otvorený
694,offen::A,nyitott,otvorený
695,geschlossen::A,zárt,zavretý
696,geschlossen::A,csukott,zavretý
697,sauber::A,tiszta,čistý
698,schmutzig::A,piszkos,špinavý
699,schmutzig::A,szennyes,špinavý
700,roh::A,nyers,surový
701,reif::A,érett,zrelý
702,lecker::A,finom,chutný
703,süß::A,édes,sladký
704,bitter::A,keserű,horký
705,sauer::A,savanyú,kyslý
706,hell::A,világos,jasný
707,hell::A,világos,svetlý
708,dunkel::A,sötét,temný
709,schwarz::A,fekete,čierny
710,weiß::A,fehér,biely
711,rot::A,vörös,červený
712,gelb::A,sárga,žltý
713,blau::A,kék,modrý
714,blau::A,kék,belasý
715,grün::A,zöld,zelený
716,grau::A,ősz,šedý
717,grau::A,szürke,šedý
718,bunt::A,tarka,pestrý
719,bunt::A,színes,pestrý
720,billig::A,olcsó,lacný
721,teuer::A,drága,drahý
722,wertvoll::A,értékes,cenný
723,blind::A,vak,slepý
724,taub::A,süket,hluchý
725,kräftig::A,erős,silný
726,stark::A,erős,silný
727,schwach::A,gyenge,slabý
728,schwach::A,gyenge,bezvládny
729,schwach::A,erőtlen,slabý
730,schwach::A,erőtlen,bezvládny
731,fett::A,hájas,tučný
732,schlank::A,karcsú,štíhly
733,hübsch::A,csinos,šumný
734,hübsch::A,csinos,švárny
735,böse::A,rossz,zlý
736,böse::A,gonosz,zlý
737,dumm::A,buta,hlúpy
738,dumm::A,ostoba,hlúpy
739,faul::A,lusta,lenivý
740,fleißig::A,szorgalmas,snaživý
741,fleißig::A,szorgalmas,usilovný
742,geizig::A,fukar,skupý
743,geizig::A,fukar,lakomý
744,geizig::A,fösvény,skupý
745,geizig::A,fösvény,lakomý
746,klug::A,okos,múdry
747,klug::A,okos,bystrý
748,klug::A,eszes,múdry
749,klug::A,eszes,bystrý
750,geschickt::A,ügyes,zručný
751,geschickt::A,ügyes,šikovný
752,lieb::A,drága,milý
753,lieb::A,kedves,milý
754,lustig::A,víg,veselý
755,lustig::A,vidám,veselý
756,sanft::A,enyhe,nežný
757,hungrig::A,éhes,lačný
758,hungrig::A,éhes,hladný
759,krank::A,beteg,chorý
760,krank::A,beteg,nemocný
761,nackt::A,csupasz,nahý
762,nackt::A,meztelen,nahý
763,traurig::A,bús,smutný
764,traurig::A,szomorú,smutný
765,lebendig::A,élő,živý
766,gut::A,jó,dobrý
767,schlecht::A,rossz,zlý
768,richtig::A,helyes,správny
769,schlimm::A,rossz,zlý
770,schlimm::A,rossz,nepríjemný
771,wahr::A,igaz,pravý
772,wahr::A,igaz,pravdivý
773,alt::A,ó,starý
774,alt::A,régi,starý
775,neu::A,új,nový
776,ehemalig::A,volt,bývalý
777,ehemalig::A,egykori,bývalý
778,alt[Lebewesen]::A,öreg,starý
779,jung::A,fiatal,mladý
780,arm::A,szegény,chudobný
781,reich::A,gazdag,bohatý
782,bekannt::A,ismert,známy
783,bekannt::A,ismeretes,známy
784,berühmt::A,híres,slávny
785,berühmt::A,híres,povestný
786,fremd::A,idegen,cudzí
787,verschieden::A,különböző,rôzny
788,verschieden::A,különböző,rozličný
789,nah::A,közeli,blízky
790,fern::A,távoli,ďaleký
791,linker::A,bal,ľavý
792,rechter::A,jobb,pravý
793,anderer::A,más,iný
794,anderer::A,más,druhý
795,anderer::A,másik,iný
796,anderer::A,másik,druhý
797,erster::A,első,prvý
798,zweiter::A,második,druhý
799,dritter::A,harmadik,tretí
800,letzter::A,utolsó,ostatný
801,letzter::A,utolsó,posledný
802,allein::ADV,egyedül,sám
803,auf einmal::ADV,egyszerre,zároveň
804,zusammen::ADV,együtt,spolu
805,zusammen::ADV,együtt,spoločne
806,zusammen::ADV,összesen,spolu
807,zusammen::ADV,összesen,spoločne
808,lange::ADV,sokáig,dlho
809,lange::ADV,hosszan,dlho
810,plötzlich::ADV,hirtelen,náhle
811,plötzlich::ADV,egyszerre,náhle
812,sofort::ADV,rögtön,hneď
813,sofort::ADV,rögtön,ihneď
814,sofort::ADV,tüstént,hneď
815,sofort::ADV,tüstént,ihneď
816,später::ADV,későn,neskoršie
817,jetzt::ADV,most,teraz
818,heute::ADV,ma,dnes
819,morgen::ADV,holnap,zajtra
820,bald::ADV,majd,skoro
821,bald::ADV,nemsokára,skoro
822,dann::ADV,akkor,nato
823,dann::ADV,akkor,potom
824,gestern::ADV,tegnap,včera
825,einst::ADV,hajdan,kedysi
826,einst::ADV,hajdan,niekedy
827,damals::ADV,akkor,vtedy
828,damals::ADV,akkoriban,vtedy
829,danach::ADV,azután,potom
830,danach::ADV,azután,podľa toho
831,vorher::ADV,előbb,napred
832,vorher::ADV,előbb,predtým
833,zuerst::ADV,először,najprv
834,einmal::ADV,egyszer,raz
835,einmal::ADV,egyszer,jedenkrát
836,manchmal::ADV,néha,občas
837,manchmal::ADV,néha,niekedy
