,Concept_ID,el,sk
135,Bucht::N,κόλπος,zátoka
136,Insel::N,νησί,ostrov
137,Insel::N,νήσος,ostrov
138,Blume::N,άνθος,kvet
139,Blume::N,άνθος,kvetina
140,Blume::N,λουλούδι,kvet
141,Blume::N,λουλούδι,kvetina
142,Gras::N,χόρτο,tráva
143,Gras::N,χορτάρι,tráva
144,Wurzel::N,ρίζα,koreň
145,Baum::N,δέντρο,strom
146,Stamm::N,κορμός,kmeň
147,Rinde::N,φλούδα,kôra
148,Ast::N,κλαδί,konár
149,Zweig::N,κλαδί,vetva
150,Zweig::N,κλάδος,vetva
151,Blatt::N,φύλλο,list
152,Birke::N,σημύδα,breza
153,Kiefer[Baum]::N,πεύκο,sosna
154,Kiefer[Baum]::N,πεύκο,borovica
155,Weide[Baum]::N,ιτιά,vŕba
156,Tanne::N,έλατο,jedľa
157,Horn::N,κέρας,roh
158,Horn::N,κέρατο,roh
159,Feder::N,φτερό,pero
160,Fell::N,δέρμα,koža
161,Fell::N,δέρμα,kožušina
162,Fell::N,τομάρι,koža
163,Fell::N,τομάρι,kožušina
164,Flügel::N,πτερύγιο,krídlo
165,Klaue::N,κουλό,paznecht
166,Kralle::N,νύχι,pazúr
167,Schwanz::N,ουρά,chvost
168,Ei::N,αβγό,vajce
169,Ei::N,αβγό,vajíčko
170,Nest::N,φωλιά,hniezdo
171,Bau::N,φωλιά,nora
172,Tier::N,ζώο,zviera
173,Herde::N,κοπάδι,stádo
174,Kuh::N,αγελάδα,krava
175,Bulle::N,ταύρος,býk
176,Pferd::N,άλογο,kôň
177,Schaf::N,πρόβατο,ovca
178,Schwein::N,γουρούνι,sviňa
179,Hund::N,σκυλί,pes
180,Hund::N,σκύλος,pes
181,Katze::N,γάτα,mačka
182,Bär::N,άρκτος,medveď
183,Bär::N,αρκούδα,medveď
184,Eichhörnchen::N,βερβερίτσα,veverička
185,Elch::N,άλκη,los
186,Fuchs::N,αλεπού,líška
187,Hase::N,λαγός,zajac
188,Maus::N,ποντικός,myš
189,Wolf::N,λύκος,vlk
190,Vogel::N,πουλί,vták
191,Schwarm::N,σμήνος,roj
192,Huhn::N,κότα,kurča
193,Huhn::N,κότα,sliepka
194,Huhn::N,όρνιθα,kurča
195,Huhn::N,όρνιθα,sliepka
196,Hahn::N,πετεινός,kohút
197,Gans::N,χήνα,hus
198,Adler::N,αετός,orol
199,Ente::N,πάπια,kačka
200,Ente::N,πάπια,kačica
201,Eule::N,κουκουβάγια,sova
202,Kranich::N,γερανός,žeriav
203,Krähe::N,καρακάξα,vrana
204,Kuckuck::N,κούκος,kukučka
205,Schwan::N,κύκνος,labuť
206,Fisch::N,ψάρι,ryba
207,Barsch::N,πέρκα,ostriež
208,Hecht::N,λούτσος,šťuka
209,Schlange[Tier]::N,φίδι,had
210,Wurm::N,σκουλήκι,červ
211,Spinne::N,αράχνη,pavúk
212,Ameise::N,μυρμήγκι,mravec
213,Laus::N,ψείρα,voš
214,Mücke::N,κουνούπι,komár
215,Fliege::N,μύγα,mucha
216,Schmetterling::N,πεταλούδα,motýľ
217,Beere::N,ρόγα,bobuľa
218,Apfel::N,μήλο,jablko
219,Pilz::N,μανιτάρι,hríb
220,Zwiebel::N,κρεμμύδι,cibuľa
221,Saat::N,σπόρος,osivo
222,Korn::N,σπυρί,zrno
223,Heu::N,σανός,seno
224,Schale::N,τσόφλι,šupa
225,Schale::N,τσόφλι,škrupina
226,Grube::N,λάκκος,jama
227,Falle::N,παγίδα,pasca
228,Falle::N,παγίδα,klepec
229,Schlinge::N,θηλειά,slučka
230,Spur::N,ίχνος,stopa
231,Asche::N,στάχτη,popol
232,Dreck::N,βρωμιά,kal
233,Dreck::N,βρωμιά,blato
234,Eisen::N,σίδερο,železo
235,Gold::N,μάλαμα,zlato
236,Gold::N,χρυσάφι,zlato
237,Silber::N,ασήμι,striebro
238,Silber::N,άργυρος,striebro
239,Kohle::N,κάρβουνο,uhlie
240,Glas::N,γυαλί,sklo
241,Lehm::N,πηλός,íl
242,Lehm::N,πηλός,hlina
243,Sand::N,άμμος,piesok
244,Mensch::N,άνθρωπος,človek
245,Mann::N,άνδρας,muž
246,Mann::N,άνδρας,chlap
247,Frau::N,γυναίκα,žena
248,Kind::N,παιδί,dieťa
249,Junge::N,αγόρι,chlapec
250,Mädchen::N,κοπέλα,dievka
251,Mädchen::N,κορίτσι,dievka
252,Familie::N,οικογένεια,rodina
253,Großvater::N,παππούς,dedo
254,Großvater::N,παππούς,starý otec
255,Großmutter::N,γιαγιά,babička
256,Großmutter::N,γιαγιά,stará mať
257,Eltern::N,γονείς,rodičia
258,Vater::N,πατέρας,otec
259,Mutter::N,μητέρα,mať
260,Mutter::N,μητέρα,matka
261,Sohn::N,γιος,syn
262,Tochter::N,κόρη,dcéra
263,Bruder::N,αδελφός,brat
264,Schwester::N,αδελφή,sestra
265,Onkel::N,θείος,ujo
266,Onkel::N,θείος,strýko
267,Tante::N,θεία,teta
268,Tante::N,θεία,tetka
269,Ehemann::N,σύζυγος,muž
270,Ehemann::N,σύζυγος,manžel
271,Ehefrau::N,σύζυγος,žena
272,Ehefrau::N,σύζυγος,manželka
273,Freude::N,χαρά,radosť
274,Gelächter::N,γέλια,smiech
275,Glück::N,ευτυχία,šťastie
276,Kummer::N,έγνοια,žiaľ
277,Kummer::N,έγνοια,zármutok
278,Wunsch::N,επιθυμία,prianie
279,Lust::N,όρεξη,chuť
280,Geist::N,πνέυμα,duch
281,Gedanke::N,σκέψη,myšlienka
282,Gedächtnis::N,μνήμη,pamäť
283,Verstand::N,νους,rozum
284,Sinn::N,νόημα,zmysel
285,Grund::N,λόγος,dôvod
286,Grund::N,λόγος,príčina
287,Wahrheit::N,αλήθεια,pravda
288,Gespräch::N,συνομιλία,reč
289,Gespräch::N,συνομιλία,rozhovor
290,Märchen::N,παραμύθι,rozprávka
291,Erzählung::N,διήγημα,poviedka
292,Nachricht::N,είδηση,správa
293,Neuigkeit::N,νέο,novinka
294,Name::N,όνομα,meno
295,Rätsel::N,αίνιγμα,záhada
296,Rätsel::N,αίνιγμα,hádanka
297,Rede::N,λόγος,reč
298,Rede::N,ομιλία,reč
299,Sprache::N,γλώσσα,reč
300,Sprache::N,γλώσσα,jazyk
301,Stimme::N,φωνή,hlas
302,Wort::N,λέξη,slovo
303,Zeichen::N,σημείο,znak
304,Ruf::N,κραυγή,volanie
305,Ruf::N,κραυγή,zavolanie
306,Lärm::N,θόρυβος,hluk
307,Lärm::N,θόρυβος,hurhaj
308,Laut::N,ήχος,zvuk
309,Ton::N,ήχος,tón
310,Ton::N,ήχος,zvuk
311,Ton::N,τόνος,tón
312,Ton::N,τόνος,zvuk
313,Lied::N,τραγούδι,pieseň
314,Ruhe::N,ησυχία,pokoj
315,Leute::N,κόσμος,ľudia
316,Leute::N,άνθρωποι,ľudia
317,Volk::N,λαός,ľud
318,Volk::N,λαός,národ
319,Arbeit::N,εργασία,práca
320,Arbeit::N,εργασία,robota
321,Gast::N,επισκέπτης,hosť
322,Geschenk::N,δώρο,dar
323,Spiel::N,παιχνίδι,hra
324,Gesellschaft::N,κοινωνία,spoločnosť
325,Hilfe::N,βοήθεια,pomoc
326,Freund::N,φίλος,priateľ
327,Kamerad::N,σύντροφος,kamarát
328,Angelegenheit::N,υπόθεση,vec
329,Angelegenheit::N,υπόθεση,záležitosť
330,Anzahl::N,αριθμός,počet
331,Anzahl::N,αριθμός,množstvo
332,Art::N,είδος,druh
333,Stück::N,κομμάτι,kus
334,Stück::N,κομμάτι,kúsok
335,Teil::N,μέρος,časť
336,Hälfte::N,μισό,polka
337,Hälfte::N,μισό,polovica
338,Kreis::N,κύκλος,kruh
339,Kreuz::N,σταυρός,kríž
340,Linie::N,γραμμή,línia
341,Strich::N,γραμμή,čiara
342,Abstand::N,απόσταση,vzdialenosť
343,Entfernung::N,απόσταση,vzdialenosť
344,Gegend::N,περιοχή,kraj
345,Gegend::N,περιοχή,krajina
346,Gegend::N,τοποθεσία,kraj
347,Gegend::N,τοποθεσία,krajina
348,Platz::N,χώρος,miesto
349,Ort::N,τόπος,miesto
350,Seite::N,πλευρά,bok
351,Seite::N,πλευρά,strana
352,Mitte::N,μέση,stred
353,Gegenstand::N,αντικείμενο,predmet
354,Sache::N,πράγμα,vec
355,Rand::N,άκρη,kraj
356,Rand::N,άκρη,okraj
357,Rand::N,χείλος,kraj
358,Rand::N,χείλος,okraj
359,Kante::N,άκρη,hrana
360,Ecke::N,γωνιά,roh
361,Spitze::N,μύτη,hrot
362,Spitze::N,μύτη,špička
363,Ende::N,άκρη,koniec
364,Loch::N,τρύπα,diera
365,Winkel::N,γωνία,kút
366,Muster::N,σχέδιο,vzor
367,Muster::N,σχέδιο,vzorka
368,Größe::N,μέγεθος,veľkosť
369,Länge::N,μήκος,dĺžka
370,Höhe::N,ύψος,výška
371,Gewicht::N,βάρος,váha
372,Menge::N,ποσότητα,množstvo
373,Haufen::N,σωρός,hŕba
374,Reihe::N,αράδα,rad
375,Boot::N,βάρκα,čln
376,Ruder::N,κουπί,veslo
377,Schlitten::N,έλκηθρο,sane
378,Ski::N,σκι,lyža
379,Lagerfeuer::N,φωτιά,táborák
380,Last::N,φορτίο,ťarcha
381,Last::N,φορτίο,bremeno
382,Gang::N,δρόμος,chôdza
383,Schritt::N,βήμα,krok
384,Norden::N,βορράς,sever
385,Süden::N,νότος,juh
386,Westen::N,δύση,západ
387,Osten::N,ανατολή,východ
388,Holz::N,ξύλο,drevo
389,Brett::N,σανίδι,doska
390,Platte::N,πλάκα,doska
391,Platte::N,πλάκα,platňa
392,Stütze::N,στήριγμα,opora
393,Stange::N,ραβδί,tyč
394,Stange::N,κοντός,tyč
395,Stock::N,ξύλο,palica
396,Stock::N,μπαστούνι,palica
397,Stab::N,ραβδί,palica
398,Rohr::N,σωλήνας,rúra
399,Haus::N,σπίτι,dom
400,Heim::N,σπίτι,domov
401,Ofen::N,σόμπα,pec
402,Ofen::N,σόμπα,kachle
403,Ofen::N,θερμάστρα,pec
404,Ofen::N,θερμάστρα,kachle
405,Fußboden::N,πάτωμα,dlážka
406,Fußboden::N,πάτωμα,podlaha
407,Tisch::N,τραπέζι,stôl
408,Stuhl::N,καρέκλα,stolička
409,Wiege::N,κούνια,kolíska
410,Bett::N,κρεβάτι,lôžko
411,Bett::N,κρεβάτι,posteľ
412,Regal::N,ράφι,regál
413,Regal::N,ράφι,polica
414,Kiste::N,κιβώτιο,debna
415,Fenster::N,παράθυρο,okno
416,Fenster::N,παράθυρο,oblok
417,Tür::N,πόρτα,dvere
418,Tor::N,πύλη,vráta
419,Zaun::N,φράχτης,plot
420,Zaun::N,φράχτης,ohrada
421,Dach::N,στέγη,krov
422,Dach::N,στέγη,strecha
423,Leiter::N,σκάλα,rebrík
424,Leiter::N,σκάλα,rebrina
425,Leiter::N,κλίμακα,rebrík
426,Leiter::N,κλίμακα,rebrina
427,Besen::N,σκούπα,metla
428,Spaten::N,φτυάρι,rýľ
429,Schaufel::N,φτυάρι,lopata
430,Gabel::N,πιρούνι,vidlička
431,Löffel::N,κουτάλι,lyžica
432,Messer::N,μαχαίρι,nôž
433,Nagel::N,καρφί,klinec
434,Netz::N,δίχτυ,sieť
435,Haken::N,γάντζος,hák
436,Haken::N,γάντζος,háčik
437,Haken::N,αγκίστρι,hák
438,Haken::N,αγκίστρι,háčik
439,Griff::N,λαβή,rukoväť
440,Schloss::N,κλειδαριά,zámka
441,Bild::N,εικόνα,obraz
442,Figur::N,ανάστημα,figúra
443,Puppe::N,κούκλα,bábka
444,Puppe::N,κούκλα,bábika
445,Beutel::N,πουγγί,vrece
446,Beutel::N,πουγγί,vrecko
447,Bündel::N,δεμάτι,uzlík
448,Bündel::N,δεμάτι,zväzok
449,Tasche::N,τσάντα,taška
450,Tasche::N,τσάντα,kabelka
451,Eimer::N,κουβάς,vedro
452,Deckel::N,καπάκι,vrchnák
453,Deckel::N,καπάκι,pokrývka
454,Geschirr::N,σκεύη,nádoba
455,Sack::N,σάκος,mech
456,Sack::N,σάκος,vrece
457,Tasse::N,φλιτζάνι,šálka
458,Topf::N,χύτρα,hrniec
459,Kessel::N,καζάνι,kotol
460,Essen::N,φαγητό,jedlo
461,Nahrung::N,τροφή,strava
462,Nahrung::N,τροφή,potrava
463,Speise::N,φαγητό,jedlo
464,Fleisch::N,κρέας,mäso
465,Getreide::N,σιτάρι,obilie
466,Brei::N,χυλός,kaša
467,Brot::N,ψωμί,chlieb
468,Brot::N,άρτος,chlieb
469,Scheibe::N,φέτα,kotúč
470,Scheibe::N,φέτα,krajec
471,Fett::N,πάχος,tuk
472,Fett::N,πάχος,masť
473,Butter::N,βούτυρο,maslo
474,Öl::N,λάδι,olej
475,Salz::N,αλάτι,soľ
476,Suppe::N,σούπα,polievka
477,Honig::N,μέλι,med
478,Milch::N,γάλα,mlieko
479,Tee::N,τσάι,čaj
480,Leder::N,πετσί,koža
481,Wolle::N,μαλλί,vlna
482,Stoff::N,ύφασμα,súkno
483,Nadel::N,βελόνα,ihla
484,Faden::N,κλωστή,niť
485,Faden::N,κλωστή,vlákno
486,Knopf::N,κουμπί,gombík
487,Knoten::N,κόμπος,uzol
488,Farbe::N,μπογιά,farba
489,Kleidung::N,ρούχα,šaty
490,Kleidung::N,ρούχα,šatstvo
491,Kleidung::N,ενδυμασία,šaty
492,Kleidung::N,ενδυμασία,šatstvo
493,Hemd::N,πουκάμισο,košeľa
494,Kragen::N,κολάρο,golier
495,Ärmel::N,μανίκι,rukáv
496,Hose::N,πανταλόνι,nohavice
497,Gürtel::N,ζώνη,pás
498,Gürtel::N,ζώνη,opasok
499,Mütze::N,σκούφος,čiapka
500,Schuh::N,παπούτσι,obuv
501,Schuh::N,παπούτσι,topánka
502,Stiefel::N,μπότα,čižma
503,Ring::N,δαχτυλίδι,prsteň
504,Band::N,κορδέλα,stuha
505,Kamm::N,χτένα,hrebeň
506,Spiegel::N,καθρέφτης,zrkadlo
507,Riemen::N,λουρί,remeň
508,Schnur::N,κορδόνι,šnúra
509,Leine::N,σχοινί,vodidlo
510,Decke::N,κουβέρτα,deka
511,Decke::N,κουβέρτα,prikrývka
512,Kissen::N,μαξιλάρι,poduška
513,Tuch::N,πανί,šatka
514,Tuch::N,μαντήλι,šatka
515,Handtuch::N,πετσέτα,uterák
516,Kraft::N,δύναμη,moc
517,Stärke::N,ισχύς,sila
518,Stärke::N,δύναμη,sila
519,Gesundheit::N,υγεία,zdravie
520,Krankheit::N,αρρώστια,nemoc
521,Krankheit::N,αρρώστια,choroba
522,Schmerz::N,πόνος,bolesť
523,Wunde::N,πληγή,rana
524,Fieber::N,πυρετός,horúčka
525,Arznei::N,φάρμακο,liek
526,Brücke::N,γέφυρα,most
527,Brunnen::N,πηγάδι,studňa
528,Weide::N,βοσκή,pastva
529,Pfad::N,μονοπάτι,chodník
530,Weg::N,δρόμος,cesta
531,Straße::N,οδός,hradská
532,Straße::N,δρόμος,hradská
533,Dorf::N,χωριό,dedina
534,Stadt::N,πόλη,mesto
535,Brief::N,γράμμα,list
536,Brief::N,επιστολή,list
537,Buch::N,βιβλίο,kniha
538,Buchstabe::N,γράμμα,litera
539,Buchstabe::N,γράμμα,písmeno
540,Zeitung::N,εφημερίδα,noviny
541,Leben::N,ζωή,život
542,Leben::N,βίος,život
543,Tod::N,θάνατος,smrť
544,Grab::N,τάφος,hrob
545,Kirche::N,εκκλησία,kostol
546,Sünde::N,αμαρτία,hriech
547,Gott::N,θεός,boh
548,Arbeiter::N,εργάτης,robotník
549,Arbeiter::N,εργάτης,pracnovík
550,Chef::N,προϊστάμενος,šéf
551,Chef::N,προϊστάμενος,riaditeľ
552,Meister::N,μάστορας,majster
553,Meister::N,αρχιτεχνίτης,majster
554,Arzt::N,γιατρός,lekár
555,Lehrer::N,δάσκαλος,učiteľ
556,Geld::N,λεφτά,peniaze
557,Geld::N,χρήματα,peniaze
558,Geschäft::N,συναλλαγή,obchod
559,Laden::N,μαγαζί,obchod
560,Laden::N,κατάστημα,obchod
561,Preis::N,τιμή,cena
562,Ware::N,εμπόρευμα,tovar
563,Nutzen::N,όφελος,osoh
564,Nutzen::N,όφελος,úžitok
565,Reichtum::N,πλούτος,bohatstvo
566,Welt::N,κόσμος,svet
567,Land::N,χώρα,územie
568,Land::N,χώρα,krajina
569,Staat::N,κράτος,štát
570,Staat::N,πολιτεία,štát
571,König::N,βασιλιάς,kráľ
572,Macht::N,εξουσία,moc
573,Macht::N,εξουσία,mocnosť
574,Grenze::N,σύνορα,hranica
575,Krieg::N,πόλεμος,vojna
576,Feind::N,εχθρός,nepriateľ
577,Gewalt::N,βία,násilie
578,Kampf::N,αγώνας,boj
579,Bogen[Waffe]::N,τόξο,luk
580,Pfeil::N,σαΐτα,šíp
581,Pfeil::N,σαΐτα,strela
582,Gewehr::N,τουφέκι,puška
583,Fehler::N,λάθος,omyl
584,Fehler::N,λάθος,chyba
585,Fehler::N,σφάλμα,omyl
586,Fehler::N,σφάλμα,chyba
587,Lüge::N,ψέμα,lož
588,Lüge::N,ψεύδος,lož
589,Schaden::N,ζημία,ujma
590,Schaden::N,ζημία,škoda
591,Unglück::N,δυστυχία,nešťastie
592,Schuld::N,ενοχή,vina
593,Schuld::N,ενοχή,previnenie
594,Schuld::N,φταίξιμο,vina
595,Schuld::N,φταίξιμο,previnenie
596,Alter::N,ηλικία,vek
597,Schluss::N,τέλος,záver
598,Schluss::N,τέλος,koniec
599,Zeit::N,χρόνος,čas
600,Tag::N,μέρα,deň
601,Tag::N,ημέρα,deň
602,Morgen::N,πρωί,ráno
603,Mittag::N,μεσημέρι,poludnie
604,Abend::N,βράδυ,večer
605,Nacht::N,νύχτα,noc
606,Woche::N,εβδομάδα,týždeň
607,Monat::N,μήνας,mesiac
608,Jahr::N,έτος,rok
609,Jahr::N,χρόνος,rok
610,Frühling::N,άνοιξη,jar
611,Sommer::N,καλοκαίρι,leto
612,Herbst::N,φθινόπωρο,jeseň
613,Winter::N,χειμώνας,zima
614,Januar::N,Ιανουάριος,január
615,Februar::N,Φεβρουάριος,február
616,März::N,Μάρτιος,marec
617,April::N,Απρίλιος,apríl
618,Mai::N,Μάιος,máj
619,Juni::N,Ιούνιος,jún
620,Juli::N,Ιούλιος,júl
621,August::N,Αύγουστος,august
622,September::N,Σεπτέμβριος,september
623,Oktober::N,Οκτώβριος,október
624,November::N,Νοέμβριος,november
625,Dezember::N,Δεκέμβριος,december
626,Montag::N,Δευτέρα,pondelok
627,Dienstag::N,Τρίτη,utorok
628,Mittwoch::N,Τετάρτη,streda
629,Donnerstag::N,Πέμπτη,štvrtok
630,Freitag::N,Παρασκευή,piatok
631,Samstag::N,Σάββατο,sobota
632,Sonntag::N,Κυριακή,nedeľa
633,groß::A,μεγάλος,veľký
634,klein::A,μικρός,malý
635,lang::A,μακρύς,dlhý
636,kurz::A,κοντός,krátky
637,breit::A,φαρδύς,široký
638,schmal::A,στενός,úzky
639,dicht::A,πυκνός,hustý
640,dick[Gegenstand]::A,παχύς,tlstý
641,dick[Gegenstand]::A,χοντρός,tlstý
642,dünn::A,ψιλός,tenký
643,dünn::A,λεπτός,tenký
644,fein::A,ψιλός,jemný
645,fest::A,στερεός,pevný
646,flach::A,επίπεδος,rovný
647,flach::A,επίπεδος,plochý
648,glatt::A,λείος,hladký
649,glatt::A,ομαλός,hladký
650,hart::A,σκληρός,tvrdý
651,weich::A,μαλακός,mäkký
652,rund::A,στρογγυλός,guľatý
653,rund::A,στρογγυλός,okrúhly
654,spitz::A,μυτερός,končitý
655,scharf::A,κοφτερός,ostrý
656,stumpf::A,αμβλύς,tupý
657,schwer::A,βαρύς,ťažký
658,schön::A,ωραίος,pekný
659,schön::A,ωραίος,krásny
660,schön::A,όμορφος,pekný
661,schön::A,όμορφος,krásny
662,heiß::A,ζεστός,horúci
663,warm::A,θερμός,teplý
664,kalt::A,κρύος,studený
665,kalt::A,ψυχρός,studený
666,kühl::A,δροσερός,chladný
667,frisch::A,νωπός,svieži
668,frisch::A,φρέσκος,svieži
669,feucht::A,υγρός,vlhký
670,feucht::A,υγρός,zvlhnutý
671,nass::A,βρεγμένος,mokrý
672,trocken::A,ξηρός,suchý
673,trocken::A,στεγνός,suchý
674,voll::A,γεμάτος,plný
675,leer::A,άδειος,prázdny
676,offen::A,ανοιχτός,otvorený
677,geschlossen::A,κλειστός,zavretý
678,sauber::A,καθαρός,čistý
679,schmutzig::A,βρώμικος,špinavý
680,schmutzig::A,λερωμένος,špinavý
681,roh::A,ωμός,surový
682,reif::A,ώριμος,zrelý
683,lecker::A,νόστιμος,chutný
684,süß::A,γλυκός,sladký
685,bitter::A,πικρός,horký
686,sauer::A,ξινός,kyslý
687,hell::A,φωτεινός,jasný
688,hell::A,φωτεινός,svetlý
689,dunkel::A,σκοτεινός,temný
690,schwarz::A,μαύρος,čierny
691,schwarz::A,μελανός,čierny
692,weiß::A,άσπρος,biely
693,rot::A,κόκκινος,červený
694,gelb::A,κίτρινος,žltý
695,blau::A,μπλε,modrý
696,blau::A,μπλε,belasý
697,blau::A,γαλανός,modrý
698,blau::A,γαλανός,belasý
699,grün::A,πράσινος,zelený
700,grau::A,γκρίζος,šedý
701,bunt::A,ποικιλόχρωπος,pestrý
702,billig::A,φτηνός,lacný
703,teuer::A,ακριβός,drahý
704,wertvoll::A,πολύτιμος,cenný
705,blind::A,τυφλός,slepý
706,taub::A,κουφός,hluchý
707,kräftig::A,δυνατός,silný
708,stark::A,γερός,silný
709,schwach::A,αδύνατος,slabý
710,schwach::A,αδύνατος,bezvládny
711,fett::A,παχύς,tučný
712,schlank::A,λεπτός,štíhly
713,schlank::A,λυγερός,štíhly
714,hübsch::A,όμορφος,šumný
715,hübsch::A,όμορφος,švárny
716,hübsch::A,χαριτωμένος,šumný
717,hübsch::A,χαριτωμένος,švárny
718,böse::A,κακός,zlý
719,dumm::A,κουτός,hlúpy
720,dumm::A,ανόητος,hlúpy
721,faul::A,τεμπέλης,lenivý
722,fleißig::A,εργατικός,snaživý
723,fleißig::A,εργατικός,usilovný
724,geizig::A,τσιγγούνης,skupý
725,geizig::A,τσιγγούνης,lakomý
726,klug::A,έξυπνος,múdry
727,klug::A,έξυπνος,bystrý
728,geschickt::A,επιδέξιος,zručný
729,geschickt::A,επιδέξιος,šikovný
730,lieb::A,φίλος,milý
731,lieb::A,αγαπητός,milý
732,lustig::A,εύθυμος,veselý
733,lustig::A,χαρούμενος,veselý
734,sanft::A,ήπιος,nežný
735,hungrig::A,πεινασμένος,lačný
736,hungrig::A,πεινασμένος,hladný
737,krank::A,άρρωστος,chorý
738,krank::A,άρρωστος,nemocný
