,Concept_ID,ru,ab
754,elf::NUM,одиннадцать,жәеизатәи
755,zwölf::NUM,двенадцать,жәаҩа
756,zwanzig::NUM,двадцать,ҩажәа
757,dreißig::NUM,тридцать,ҩажәижәабатәи
758,vierzig::NUM,сорок,ҩынҩажәа
759,fünfzig::NUM,пятьдесят,ҩынҩажәеижәаба
760,sechzig::NUM,шестьдесят,хынҩажәа
761,siebzig::NUM,семьдесят,хынҩажәижәаба
762,achtzig::NUM,восемьдесят,ҕшьынҩажәа
763,neunzig::NUM,девяносто,ҕшьынҩажәижәаба
764,hundert::NUM,сто,шәкы
765,tausend::NUM,тысяча,зқьы
766,und::CNJ,и,-и
767,oder::CNJ,или,ма
768,oder::CNJ,либо,ма
769,stehen::V,стоять,агылазаара
770,sitzen::V,сидеть,атəара
771,sitzen::V,сидеть,атəа(заа)ра
772,liegen::V,лежать,аиара
773,hängen::V,висеть,акнаҳара
774,werden::V,стать,аҟалара
775,passieren::V,случиться,аҟалара
776,beginnen::V,начаться,алагара
777,enden::V,кончиться,алгара
778,wechseln::V,меняться,аҽыҧсахра
779,aufgehen[Sonne]::V,взойти,агылара
780,aufgehen[Sonne]::V,взойти,ахашлара
781,aufgehen[Sonne]::V,взойти,аҩаҵхахара
782,untergehen[Sonne]::V,зайти,аҭашəара
783,scheinen[Sonne]::V,светить,акаҧхара
784,donnern::V,греметь,адыдра
785,wehen::V,дуть,асра
786,strömen::V,литься,акаҭəара
787,fließen::V,течь,ацара
788,sich drehen::V,вращаться,ахагьежьра
789,schwanken::V,колебаться,аҵысра
790,schwingen::V,качаться,ахызазара
791,schwingen::V,качаться,акьаандара
792,fallen::V,падать,акаҳара
793,brennen::V,гореть,абылра
794,rauchen::V,дымить,ахылҵра
795,regnen::V,дождить,аура
796,gefrieren::V,замерзнуть,аҵаара
797,tauen::V,таять,аӡҭра
798,schmelzen::V,плавиться,ақəӡыҭра
799,schmelzen::V,плавиться,аҭəара
800,trocknen::V,сохнуть,абара
801,sieden::V,кипеть,ашра
802,faulen::V,гнить,абаара
803,verfaulen::V,сгнить,абаара
804,verfaulen::V,сгнить,аилашра
805,reißen::V,рваться,аҧжəара
806,versinken::V,тонуть,аӡааҟəрылара
807,vergehen::V,проходить,ацара
808,erscheinen::V,появиться,ацəырҵра
809,verschwinden::V,исчезнуть,аҵашəкəара
810,sinken::V,спадать,атəара
811,sinken::V,спадать,алаҟəра
812,abnehmen::V,уменьшиться,ацӡаара
813,abnehmen::V,уменьшиться,аиҵалара
814,zunehmen::V,увеличиваться,аҽырҭбаара
815,zunehmen::V,увеличиваться,аиҵыҵра
816,zunehmen::V,увеличиваться,арацəахара
817,steigen::V,подниматься,азҳара
818,steigen::V,подниматься,ашьҭыҵра
819,steigen::V,подниматься,адухара
820,steigen::V,подниматься,ацлара
821,wachsen::V,расти,азҳара
822,glänzen::V,блестеть,ацыр-цырра
823,glänzen::V,блестеть,ацыҩ-цыҩра
824,glänzen::V,блестеть,аказказра
825,funkeln::V,сверкать,ашап-шапра
826,funkeln::V,сверкать,ацым-цымра
827,lärmen::V,шуметь,ашьҭыбжьгара
828,lärmen::V,шуметь,аҕьҕьаҳәа аилалара
829,läuten::V,звонить,аҵəҵəасра
830,klingeln::V,звонить,аҵəҵəасра
831,klirren::V,звякать,ахьархьарра
832,klirren::V,звякать,архьархьарра
833,brausen::V,бушевать,аилаҽҽара
834,brausen::V,бушевать,еилашуера
835,rauschen::V,шелестеть,
836,klingen::V,звучать,агара
837,klingen::V,звучать,ашьҭыбжь гара
838,bellen::V,лаять,ашра
839,heulen::V,выть,ауура
840,blasen::V,дунуть,аҭəҳəара
841,pfeifen::V,свистеть,ашəшəра
842,schreien::V,кричать,аҳəҳəара
843,schreien::V,кричать,ахəаара
844,schreien::V,кричать,аҟаара
845,stöhnen::V,стонать,ақьра
846,zittern::V,дрожать,аҵыс-ҵысра
847,leben::V,жить,аҟазаара
848,geboren werden::V,родиться,Аира
849,atmen::V,дышать,аҕсыҕ лагаҩагара
850,trinken::V,пить,ажəра
851,essen::V,есть,акрыфара
852,essen::V,кушать,акрыфара
853,schlucken::V,глотать,албаадара
854,müde werden::V,устать,ааҕсара
855,einschlafen::V,заснуть,ацəара
856,schlafen::V,спать,ацəазаара
857,aufwachen::V,проснуться,аҿыхара
858,aufstehen::V,встать,Агəылҵра
859,sich erholen::V,отдыхать,аҧсшьара
860,krank werden::V,заболеть,ачмазаҩхара
861,krank sein::V,болеть,аҳəарҧсарра
862,schmerzen::V,болеть,ахьра
863,husten::V,кашлять,аимҳәара
864,genesen::V,поправиться,абзиахара
865,genesen::V,поправиться,аӷəӷəахара
866,sterben::V,умереть,аҧсра
867,umkommen::V,погибнуть,аҭахара
868,sich bewegen::V,двигаться,аиҭаҵра
869,sich rühren::V,шевельнуться,ақəацара
870,sich erheben::V,встать,аҩагылара
871,sich setzen::V,сесть,атəара
872,hinfallen::V,упасть,акаҳара
873,laufen::V,ходить,аныҟəара
874,schreiten::V,шагать,ашьаҿа еихгара
875,spazierengehen::V,гулять,анеи-ааира
876,eilen::V,спешить,аццакра
877,sich beeilen::V,торопиться,аццакра
878,sausen::V,мчаться,аҧырра
879,sausen::V,мчаться,иҭрысны
880,sausen::V,мчаться,ишьҭҟьаны ацара
881,rennen::V,бегать,аҩра
882,springen::V,прыгать,аҧара
883,klettern::V,лазать,ақəлара
884,schaukeln::V,раскачиваться,аҟəараҟəанҽара
885,kriechen::V,ползать,аҳəазара
886,schwimmen::V,плавать,аӡсара
887,tauchen::V,нырять,ахəӡааҵəира
888,rudern::V,грести,аҵшьра
889,fahren::V,ехать,акала
890,fliegen::V,летать,аҧырра
891,gehen::V,идти,аиҭаҵра
892,weggehen::V,уйти,ацара
893,abfahren::V,отправиться,адəықəлара
894,abfahren::V,отправиться,ацара
895,anhalten::V,остановиться,ааныргылара
896,hineingehen::V,входить,аҭалара
897,eintreten::V,войти,аҩналара
898,kommen::V,прийти,аара
899,kommen::V,прийти,ааира
900,ankommen::V,прибыть,ааира
901,ankommen::V,прибыть,аара
902,ankommen::V,прибыть,анеира
903,zurückkommen::V,возвратиться,азыхынҳəра
904,bleiben::V,остаться,аанхара
905,bleiben::V,остаться,анхара
906,bleiben::V,остаться,аангылара
907,warten::V,ждать,азҧшзаара
908,erwarten::V,ожидать,азҧшра
909,suchen::V,искать,ашьҭазаара
910,finden::V,найти,аҧшаара
911,versuchen::V,пытаться,аҽазкра
912,vorbereiten::V,подготовить,армазеира
913,lieben::V,любить,абзиабара
914,mögen::V,любить,агəаҧхара
915,lachen::V,смеяться,аччара
916,rühren::V,растрогать,арҵəуара
917,weinen::V,плакать,аҵəуара
918,schimpfen::V,ругаться,ацəҳара
919,sich ärgern::V,сердиться,агəаара
920,sich fürchten::V,бояться,аӡыӡара
921,fürchten::V,бояться,ацəшəара
922,fliehen::V,убегать,абналара
923,fliehen::V,убегать,ацəцара
924,flüchten::V,убежать,абналара
925,flüchten::V,убежать,ацəцара
926,sehen::V,видеть,абара
927,anschauen::V,посмотреть,ахəаҧшра
928,ansehen::V,смотреть,ахəаҧшра
929,hören::V,слышать,аҳара
930,zuhören::V,слушать,азыӡырҩра
931,probieren::V,пробовать,аҧышəара
932,riechen::V,нюхать,афыҩра
933,fühlen::V,чувствовать,анырра
934,fühlen::V,чувствовать,ацәакырра
935,scheinen::V,казаться,шәа
936,scheinen::V,казаться,аацәырҵа
937,zu sehen sein::V,виднеться,
938,vernehmen::V,услышать,аҳара
939,frieren::V,мерзнуть,ашəра
940,frieren::V,мерзнуть,аҵаара
941,tun::V,делать,аҟаҵара
942,können::V,мочь,алшара
943,können::V,уметь,алшара
944,wollen::V,хотеть,аҭахра
945,anfangen::V,начать,алагара
946,beenden::V,закончить,алгара
947,aufhören::V,перестать,аҟəыҵра
948,gelingen::V,удаться,аура
949,gelingen::V,удаться,аманшəалахара
950,gelingen::V,удаться,алҵра
951,geraten::V,оказаться,нзаарын
952,öffnen::V,открыть,аартра
953,schließen::V,закрыть,аркра
954,stellen::V,поставить,аргылара
955,setzen::V,посадить,артəара
956,legen::V,класть,ақəҵара
957,berühren::V,трогать,акьысра
958,berühren::V,трогать,алакьысра
959,verbinden::V,связать,аҿаҳəара
960,bedecken::V,покрыть,ақəршəра
961,aufhängen::V,повесить,акнаҳара
962,anzünden::V,зажечь,аркра
963,aufheben::V,поднять,ашьҭыхра
964,zurücklassen::V,оставить,аныжьра
965,verlieren::V,потерять,ацəыӡра
966,fallen lassen::V,уронить,ацəкаҳара
967,machen::V,сделать,ачаҧара
968,herstellen::V,изготовить,аиҵдара
969,bauen::V,строить,аргылара
970,reparieren::V,чинить,арҽеира
971,verbessern::V,улучшить,аиҕьтəра
972,ändern::V,изменить,аҧсахра
973,graben::V,копать,ажра
974,beugen::V,согнуть,арҟəра
975,beugen::V,согнуть,архəара
976,biegen::V,погнуть,арҟəра
977,biegen::V,погнуть,архəара
978,drehen::V,вертеть,аргьежьра
979,wenden::V,повернуть,
980,umdrehen::V,перевернуть,аарҳәра
981,heben::V,поднимать,аҩахара
982,heben::V,поднимать,араҳара
983,hochheben::V,поднять,ахагалара
984,hochheben::V,поднять,ашьҭҳəара
985,ergreifen::V,схватить,
986,halten::V,держать,акра
987,drücken::V,нажимать,ақəрӷəӷəара
988,schieben::V,толкать,аҵгəара
989,schieben::V,толкать,агəара
990,kratzen::V,скрести,ацəҟьара
991,lecken::V,лизать,арбзара
992,beißen::V,кусать,ацҳара
993,abreißen::V,оторвать,амжəара
994,abschneiden::V,отрезать,ахҵəара
995,abschneiden::V,отрезать,аҿахҵəара
996,binden::V,вязать,аҿаҳəара
997,stecken::V,воткнуть,алаҵара
998,brechen::V,сломать,аҧҵəара
999,klopfen::V,стучать,асра
1000,hauen::V,бить,ақəкшара
1001,kleben::V,клеить,аҷабра
1002,reiben::V,тереть,арҟəыҷра
1003,streichen::V,намазать,ахьшьра
1004,schleifen::V,точить,ахра
1005,schneiden::V,резать,аҧҟара
1006,rütteln::V,шатать,арҵысра
1007,schütteln::V,трясти,аршəшəара
1008,schwenken::V,махать,аҟьара
1009,schütten::V,налить,аҭаҭəара
1010,füllen::V,наполнить,арҭəра
1011,einwickeln::V,завернуть,алаҳəара
1012,tragen::V,нести,аҩагара
1013,schleppen::V,тащить,арҳəазара
1014,ziehen::V,тянуть,ахара
1015,aufbewahren::V,хранить,аҵəахра
1016,werfen::V,бросать,аршəра
1017,fangen::V,ловить,акра
1018,packen::V,схватить,анкра
1019,packen::V,схватить,аҵкаара
1020,verstecken::V,спрятать,аҵəахра
1021,teilen::V,разделить,ашара
1022,schicken::V,посылать,ашьҭра
1023,bringen::V,принести,аагара
1024,hinzufügen::V,добавить,ацҵара
1025,bekommen::V,достать,аҧшаара
1026,bekommen::V,достать,архиара
1027,bekommen::V,достать,аура
1028,erhalten::V,получить,аиура
1029,nehmen::V,взять,агара
1030,wählen::V,выбрать,алҧшаара
1031,auswählen::V,отобрать,алхра
1032,bewahren::V,сохранить,
1033,behindern::V,препятствовать,аҧырхагахара
1034,verderben::V,испортить,алгара
1035,verderben::V,испортить,абжьыхра
1036,verderben::V,испортить,аҧхасҭатəра
1037,beschädigen::V,повредить,аҧхасҭатəра
1038,zerbrechen::V,разбить,аҧҽра
1039,zerreißen::V,разорвать,аҧжəара
1040,zerstören::V,разрушить,аилаҧыххаара
1041,verbrennen::V,сжечь,абылра
1042,geben::V,дать,аҭара
1043,reichen::V,передать,аҭара
1044,schenken::V,дарить,аҩгара
1045,versprechen::V,обещать,ақəргəыӷра
1046,wünschen::V,желать,
1047,loben::V,хвалить,арҽхəара
1048,küssen::V,целовать,агəӡра
1049,wiegen::V,качать,
1050,zudecken::V,накрыть,аҵахҩара
1051,zudecken::V,накрыть,ақəршəра
1052,wecken::V,разбудить,арҿыхара
1053,zeigen::V,показать,арбара
1054,führen::V,вести,аныҟəгара
1055,lehren::V,учить,арҵара
1056,unterrichten::V,преподавать,арҧхьара
1057,aufziehen::V,воспитать,ааӡара
1058,leiten::V,руководить,ахагылазаара
1059,antreiben::V,подгонять,арццакра
1060,lassen::V,заставить,арҟаҵара
1061,einladen::V,пригласить,ааҕхьара
1062,einladen::V,пригласить,анаҧхьара
1063,vereinigen::V,объединить,аилаҵара
1064,besuchen::V,посетить,абара
1065,treffen::V,встретить,аҧылара
1066,sich versammeln::V,собраться,аизара
1067,spielen::V,играть,ахəмарра
1068,singen::V,петь,ашəаҳəара
1069,tanzen::V,плясать,акəашара
1070,tanzen::V,танцевать,акəашара
1071,sich trennen::V,расстаться,аилыҵра
1072,verlassen::V,покинуть,акажьра
1073,retten::V,спасти,Аиқəрхара
1074,bewachen::V,охранять,ахьчара
1075,schützen::V,уберегать,ацəыхьчара
1076,verteidigen::V,защитить,ахьчара
1077,sich schlagen::V,драться,аисра
1078,schießen::V,стрелять,ахысра
1079,siegen::V,победить,аиааира
1080,ärgern::V,сердить,аргəаара
1081,schlagen::V,ударить,асра
1082,schlagen::V,ударить,аҭасра
1083,treten::V,пинать,
1084,stechen::V,уколоть,алакшара
1085,stoßen::V,толкнуть,агəҭасра
1086,stehlen::V,украсть,аӡара
1087,stören::V,помешать,аҧырхагахара
1088,belästigen::V,надоедать,аргəамҵра
1089,verbergen::V,скрыть,аӡара
1090,täuschen::V,обмануть,ажьара
1091,betrügen::V,смошенничать,ажьара
1092,töten::V,убить,ашьра
1093,wohnen::V,проживать,анхара
1094,arbeiten::V,работать,аусура
1095,sammeln::V,собрать,аҟəшəара
1096,pflücken::V,рвать,аҿыршəара
1097,pflücken::V,рвать,аҿыхра
1098,pflücken::V,срывать,аҿыршəара
1099,pflücken::V,срывать,аҿыхра
1100,jagen::V,охотиться,ашəарыцара
1101,fischen::V,рыбачить,аҧсыӡ икуеит
1102,fassen::V,поймать,акра
1103,hüten::V,пасти,арҳəра
1104,hüten::V,пасти,ахьчара
1105,treiben::V,гнать,акацара
1106,anbinden::V,привязать,адҳəалара
1107,füttern::V,кормить,акырҿаҵара
1108,melken::V,доить,ахьара
1109,hacken::V,рубить,аҟəаҟəара
1110,gießen::V,полить,аҵаҭəара
1111,reifen::V,созреть,ашəра
1112,reifen::V,созреть,аҟалара
1113,zubereiten::V,приготовить,ацура
1114,kochen::V,варить,ажəра
1115,backen::V,печь,аӡра
1116,braten::V,жарить,аӡра
1117,umrühren::V,перемешать,аилрыхра
1118,stricken::V,вязать,аҧара
1119,nähen::V,шить,аӡахра
1120,färben::V,покрасить,ашəра
1121,reinigen::V,очистить,арыцқьара
1122,waschen::V,стирать,аӡәӡәара
1123,abwischen::V,вытереть,арбара
1124,spülen::V,полоскать,аҭыршара
1125,fegen::V,подметать,аҧссара
1126,kehren::V,мести,
1127,baden::V,купаться,аҽыкəабара
1128,sich waschen::V,мыться,аҽыӡəӡəара
1129,ausziehen::V,снять,ашəыхра
1130,anziehen::V,надеть,ашəҵара
1131,sich anziehen::V,одеться,аҽеилаҳəара
1132,kämmen::V,причесать,аҳəара
1133,schmücken::V,украсить,арҧшӡара
1134,sagen::V,сказать,аҳəара
1135,sprechen::V,говорить,ацəажəара
1136,reden::V,разговаривать,ацəажəара
1137,reden::V,разговаривать,аицәажәара
1138,sich unterhalten::V,беседовать,аицәажәара
1139,fragen::V,спросить,азҵаара
1140,bitten::V,просить,аҳəара
1141,erzählen::V,рассказать,аҳəара
1142,mitteilen::V,сообщить,азыцҳара
1143,nennen::V,назвать,ахьӡҵара
1144,rufen::V,звать,азҿыҭра
1145,prahlen::V,хвастаться,аҽхəара
1146,übersetzen::V,перевести,аиҭагара
1147,denken::V,думать,азхəыцра
1148,glauben::V,верить,ахаҵара
1149,bemerken::V,заметить,агəаҭара
1150,erkennen::V,узнать,адырра
1151,begreifen::V,понять,аилкаара
1152,begreifen::V,постичь,аилкаара
1153,verstehen::V,услышать,аҳара
1154,lernen::V,учиться,аҵара
1155,wissen::V,знать,адырра
1156,sich erinnern an::V,вспомнить,агəаларшəара
1157,vergessen::V,забыть,ахашҭра
1158,messen::V,мерить,ашəара
1159,zählen::V,считать,аҧхьаӡара
1160,rechnen::V,считать,аҳасабра
1161,lesen::V,читать,аҧхьара
1162,malen::V,рисовать,
1163,zeichnen::V,рисовать,
1164,schreiben::V,писать,
1165,besitzen::V,иметь,амазаара
1166,kaufen::V,купить,Аахəара
1167,verkaufen::V,продать,аҭира
1168,bezahlen::V,заплатить,ахҭынҵара
1169,bezahlen::V,заплатить,ашəара
1170,zahlen::V,платить,ашəара
1171,beherrschen::V,владеть,
1172,ertragen::V,вытерпеть,ачҳара
