,Concept_ID,bn,et
725,alles::PRN,সব,kõik
726,ich::PRN,আমি,mina
727,du::PRN,তুমি,sina
728,er::PRN,উনি,tema
729,wir::PRN,আমরা,me
730,ihr::PRN,তোমরা,te
731,sie::PRN,তারা,nad
732,was::FPRN,কি,mis
733,wer::FPRN,কে,kes
734,wo::FADV,কোথায়,kus
735,wohin::FADV,কোথায়,kuhu
736,wie::FADV,কেমন,kuidas
737,warum::FADV,কেন,miks
738,wieviel::FNUM,কত,mitu
739,wieviel::FNUM,কত,kui palju
740,eins::NUM,অক,üks
741,zwei::NUM,দুই,kaks
742,drei::NUM,তিন,kolm
743,vier::NUM,চার,neli
744,fünf::NUM,পাঁচ,viis
745,sechs::NUM,ছয়,kuus
746,sieben::NUM,সাত,seitse
747,acht::NUM,আট,kaheksa
748,neun::NUM,নয়,üheksa
749,zehn::NUM,দশ,kümme
750,elf::NUM,এগারো,üksteist
751,zwölf::NUM,দ্বাদশ,kaksteist
752,zwanzig::NUM,বিশ,kakskümmend
753,dreißig::NUM,ত্রিশ,kolmkümmend
754,vierzig::NUM,চল্লিশ,nelikümmend
755,fünfzig::NUM,পঞ্চাশ,viiskümmend
756,sechzig::NUM,ষাট,kuuskümmend
757,siebzig::NUM,সত্তর,seitsekümmend
758,achtzig::NUM,আশি,kaheksakümmend
759,neunzig::NUM,নব্বুই,üheksakümmend
760,hundert::NUM,শত,sada
761,tausend::NUM,হাজার,tuhat
762,und::CNJ,আর,ja
763,und::CNJ,এবং,ja
764,oder::CNJ,বা,või
765,stehen::V,দাঁড়ানো,seisma
766,sitzen::V,বসা,istuma
767,liegen::V,শোয়া,lamama
768,hängen::V,ঝোলা,rippuma
769,werden::V,হইয়া উঠা,saama
770,werden::V,হইয়া উঠা,hakkama
771,passieren::V,ঘটা,juhtuma
772,beginnen::V,আরম্ভ হওয়া,algama
773,beginnen::V,আরম্ভ হওয়া,hakkama
774,enden::V,শেষ হওয়া,lõppema
775,wechseln::V,রূপাস্তর করা,vahelduma
776,aufgehen[Sonne]::V,উদিত হওয়া,tõusma
777,untergehen[Sonne]::V,অস্ত যাওয়া,loojuma
778,scheinen[Sonne]::V,আলো দেওয়া,paistma
779,donnern::V,বজ্রধ্বনি করা,kõmisema
780,wehen::V,প্রবাহিত হওয়া,puhuma
781,strömen::V,প্রবাহিত হওয়া,voolama
782,fließen::V,ছুটা,voolama
783,sich drehen::V,পাক খাওয়া,pöörduma
784,schwanken::V,দোলা,kõikuma
785,schwingen::V,দোলা,võnkuma
786,fallen::V,পড়া,langema
787,brennen::V,সেঁকা,põlema
788,rauchen::V,ধোঁয়া ছড়ান,suitsema
789,regnen::V,বর্ষণ_করা,sadama
790,gefrieren::V,হিমায়িত হওয়া,kinni külmuma
791,tauen::V,গলা,sulama
792,schmelzen::V,গলা,sulama
793,trocknen::V,শুষ্ক করা,kuivama
794,sieden::V,ফোঁড়া,keema
795,faulen::V,ক্ষয় হওয়া,mädanema
796,verfaulen::V,ক্ষয় হওয়া ,mädanema
797,reißen::V,ছিঁড়া,rebenema
798,versinken::V,ডুবা,uppuma
799,vergehen::V,যাওয়া,mööduma
800,erscheinen::V,আসা,ilmuma
801,verschwinden::V,অদৃশ্য হওয়া,kaduma
802,sinken::V,হ্রাস হওয়া,vajuma
803,sinken::V,হ্রাস হওয়া,langema
804,abnehmen::V,হ্রাস হওয়া,vähenema
805,abnehmen::V,হ্রাস হওয়া,kahenema
806,zunehmen::V,বৃদ্ধি পাওয়া,kasvama
807,steigen::V,ওঠা,tõusma
808,steigen::V,ওঠা,üles minema
809,wachsen::V,বড় হওয়া,kasvama
810,glänzen::V,জ্বলা,läikimä
811,funkeln::V,জ্বল্জ্বল করা,sädelema
812,läuten::V,রুসুঝুসু করা,helisema
813,klingeln::V,বাজা,helisema
814,klirren::V,টুংটাং-শব্দ করা,kõlisema
815,brausen::V,গর্জন করা,kohisema
816,rauschen::V,মর্মরধ্বনি করা,kohisema
817,klingen::V,শব্দ করা,kõlama
818,bellen::V,ঘেউ ঘেউ করা,haukuma
819,heulen::V,গর্জন করা,uluma
820,blasen::V,ফুঁ দেওয়া,puhuma
821,pfeifen::V,শিস্ দেওয়া,vilistama
822,schreien::V,চিৎকার করা,karjuma
823,stöhnen::V,গোঁ-গো করা,oigama
824,zittern::V,কাঁপা,värisema
825,leben::V,বাঁচা,elama
826,leben::V,বাঁচা,elus olema
827,geboren werden::V,জন্মানো,sündima
828,atmen::V,শ্বাস ফেলা,hingama
829,trinken::V,পান করা,jooma
830,essen::V,ভক্ষণ করা,sööma
831,schlucken::V,গেলা,neelama
832,müde werden::V,পরিশ্রান্ত হওয়া,väsima
833,einschlafen::V,নিদ্রামগ্ন হওয়া,uinuma
834,schlafen::V,নিদ্রা যাওয়া,magama
835,aufwachen::V,জাগা,ärkama
836,aufstehen::V,জাগা,ärkama
837,aufstehen::V,জাগা,üles tõusma
838,sich erholen::V,আরাম করা,puhkama
839,krank werden::V,অসুস্থ হত্তয়া,haigestuma
840,krank werden::V,অসুস্থ হত্তয়া,haigeks jääma
841,krank sein::V,রূগ্ণ হত্তয়া,haige olema
842,schmerzen::V,কন্কন করা,valutama
843,husten::V,কাশা,köhima
844,genesen::V,আরোগ্য হওয়া,toibuma
845,sterben::V,মারা যাওয়া,surema
846,umkommen::V,মারা যাওয়া,surma saama
847,sich bewegen::V,চলা,liikuma
848,sich rühren::V,নড়া,liikuma
849,sich erheben::V,উদিত হওয়া,kerkima
850,sich setzen::V,বসা,istet võtma
851,hinfallen::V,পড়া,kukkuma
852,hinfallen::V,পড়া,maha kukkuma
853,laufen::V,হাঁটা,kõndima
854,schreiten::V,হাঁটা,astuma
855,spazierengehen::V,পায়চারি করা,jalutama
856,eilen::V,ত্বরাম্বিত করা,ruttama
857,eilen::V,ত্বরাম্বিত করা,kiirustama
858,sich beeilen::V,ত্বরাম্বিত করা,ruttama
859,sich beeilen::V,ত্বরাম্বিত করা,kiirustama
860,sausen::V,ধেয়ে যাওয়া,kihutama
861,sausen::V,ধেয়ে যাওয়া,tormama
862,rennen::V,চলা,jooksma
863,rennen::V,চলা,kihutama
864,springen::V,লাফানো,hüppama
865,klettern::V,আরোহণ করা,ronima
866,schaukeln::V,দোলা,kiikuma
867,kriechen::V,হামাগুড়ি দেওয়া,roomama
868,schwimmen::V,সাঁতার কাটা,ujuma
869,tauchen::V,ডোবা,sukelduma
870,rudern::V,দাঁড় টানা,sõudma
871,fahren::V,চালান,sõitma
872,fliegen::V,ওড়া,lendama
873,gehen::V,যাওয়া,käima
874,gehen::V,যাওয়া,minema
875,weggehen::V,প্রস্থান করা,ära minema
876,weggehen::V,প্রস্থান করা,välja minema
877,abfahren::V,প্রস্থান করা,väljuma
878,abfahren::V,প্রস্থান করা,ära sõitma
879,anhalten::V,থামা,peatuma
880,hineingehen::V,ঢোকা,sisenema
881,hineingehen::V,ঢোকা,sisse minema
882,eintreten::V,ঢোকা,sisenema
883,eintreten::V,ঢোকা,sisse astuma
884,kommen::V,আসা,tulema
885,ankommen::V,আসা,saabuma
886,zurückkommen::V,ফিরা,tagasi tulema
887,bleiben::V,থাকা,jääma
888,warten::V,অপেক্ষা করা,ootama
889,erwarten::V,অপেক্ষা করা,ootama
890,erwarten::V,অপেক্ষা করা,lootma
891,suchen::V,খোঁজ করা,otsima
892,finden::V,পাওয়া,leidma
893,versuchen::V,পরখ করা,püüdma
894,versuchen::V,পরখ করা,üritama
895,versuchen::V,পরখ করা,katsetama
896,vorbereiten::V,প্রস্তুত করা,valmistama
897,lieben::V,ভালবাসা,armastama
898,mögen::V,পছন্দ করা,sallima
899,mögen::V,পছন্দ করা,meeldima
900,lachen::V,হাসা,naerma
901,rühren::V,হৃদয়ম্পর্শ করা,liigutama
902,rühren::V,হৃদয়ম্পর্শ করা,heldima panema
903,weinen::V,কাঁদা,nutma
904,schimpfen::V,নালিশ করা,sõimama
905,sich ärgern::V,রাগ হত্তয়া,ärrituma
906,sich ärgern::V,রাগ হত্তয়া,vihastuma
907,sich fürchten::V,ভয় করা,kartma
908,sich fürchten::V,ভয় করা,hirmu tundma
909,fürchten::V,ডরা,kartma
910,fliehen::V,পালানো,põgenema
911,flüchten::V,পালানো,põgenema
912,sehen::V,দেখা,nägema
913,anschauen::V,দেখা,vaatama
914,ansehen::V,দেখা,vaatama
915,hören::V,শোনা,kuulma
916,zuhören::V,শোনা,kuulama
917,probieren::V,পরখ করা,proovima
918,riechen::V,শুঁকা,nuusutama
919,fühlen::V,অনুভব করা,tundma
920,scheinen::V,মনে হত্তয়া,näida
921,scheinen::V,মনে হত্তয়া,ilmuda
922,zu sehen sein::V,দেখা দেত্তয়া,ilmuma
923,vernehmen::V,শোনা,üle kuulama
924,frieren::V,শীত লাগা,külmetada
925,tun::V,করা,tegema
926,können::V,পারা,võima
927,können::V,পারা,oskama
928,wollen::V,ইচ্ছা করা,tahtma
929,anfangen::V,আরম্ভ করা,hakkama
930,anfangen::V,আরম্ভ করা,alustama
931,beenden::V,শেষ করা,lõpetama
932,aufhören::V,থামা,lakkama
933,gelingen::V,সিদ্ধিলাভ করা,õnnestuma
934,geraten::V,পরিণত হত্তয়া,jõudma
935,öffnen::V,খোলা,avama
936,schließen::V,বন্ধ করা,sulgema
937,stellen::V,স্থাপন করা,panema
938,stellen::V,স্থাপন করা,asetama
939,setzen::V,স্থাপন করা,panema
940,legen::V,স্থাপন করা,panema
941,legen::V,স্থাপন করা,asetama
942,berühren::V,স্পর্শ করা,riivama
943,berühren::V,স্পর্শ করা,puudutama
944,verbinden::V,সংযুক্ত করা,ühendama
945,bedecken::V,ঢাকা,katma
946,aufhängen::V,ঝুলানো,riputama
947,anzünden::V,জ্বালান,süütama
948,aufheben::V,কুড়াইয়া তোলা,üles tõstma
949,zurücklassen::V,পরিত্যাগ করা,jätma
950,verlieren::V,হারান,kaotama
951,fallen lassen::V,ফেলা,maha pillama
952,fallen lassen::V,ফেলা,kukkuda laskma
953,machen::V,গঠন করা,tegema
954,herstellen::V,সৃষ্টি করা,valmistama
955,bauen::V,নির্মাণ করা,ehitama
956,reparieren::V,মেরামত করা,parandama
957,verbessern::V,উন্নতিলাভ করা,parandama
958,ändern::V,পরিবর্তিত করা,muutma
959,ändern::V,পরিবর্তিত করা,ümber tegema
960,graben::V,খনন করা,kaevama
961,beugen::V,নোয়া,painutama
962,biegen::V,নোয়া,painutama
963,drehen::V,ঘোরান,keerama
964,wenden::V,উলটাইয়া দেত্তয়া,ümber pöörama
965,umdrehen::V,উলটানো,ümber keerama
966,heben::V,উত্তোলন করা,tõstma
967,hochheben::V,উঁচু করা,üles tõstma
968,hochheben::V,উঁচু করা,kõrgele tõstma
969,ergreifen::V,দখল করা,haarama
970,halten::V,ধরা,hoidma
971,drücken::V,টেপা,pigistama
972,schieben::V,ঠেলা,lükkama
973,kratzen::V,চাঁচা,kraapima
974,lecken::V,চাটা,lakkuma
975,beißen::V,দংশন করা,purema
976,beißen::V,দংশন করা,hammustama
977,abreißen::V,বিচ্ছিন্ন করা,rebima
978,abreißen::V,বিচ্ছিন্ন করা,ära rebima
979,abschneiden::V,বিচ্ছিন্ন করা,ära lõikama
980,binden::V,বন্ধন করা,siduma
981,stecken::V,বিদ্ধ করা,pistma
982,brechen::V,ভাঙা,murdma
983,klopfen::V,আঘাত করা,koputama
984,hauen::V,আঘাত করা,lööma
985,kleben::V,সাঁটা,kleepima
986,reiben::V,ঘষা,hõõruma
987,streichen::V,ছড়াইয়া,silitama
988,schleifen::V,ধার দেওয়া,lihvima
989,schleifen::V,ধার দেওয়া,teritama
990,schneiden::V,কাটা,lõikama
991,rütteln::V,নাড়ান,raputama
992,schütteln::V,নড়া,raputama
993,schütteln::V,নড়া,loksutama
994,schwenken::V,দোলা,vehkima
995,schwenken::V,দোলা,lehvitama
996,schütten::V,বর্ষণ করা,kallama
997,füllen::V,পরিপূর্ণ করা,täitma
998,einwickeln::V,মুড়া,sisse mähkima
999,tragen::V,বহন করা,kandma
1000,schleppen::V,টানা,tassima
1001,schleppen::V,টানা,lohistama
1002,ziehen::V,টানা,vedama
1003,ziehen::V,টানা,tõmbama
1004,aufbewahren::V,রাখা,säilitama
1005,aufbewahren::V,রাখা,alal hoidma
1006,werfen::V,ছুড়া,viskama
1007,fangen::V,লোফা,püüdma
1008,packen::V,ধরা,kinni haarama
1009,packen::V,ধরা,kinni võtma
1010,verstecken::V,গোপন করা,peitma
1011,teilen::V,বিভক্ত করা,jagama
1012,teilen::V,বিভক্ত করা,jaotama
1013,schicken::V,প্রেরণ করা,saatma
1014,bringen::V,আনা,viima
1015,hinzufügen::V,একত্র করা,lisama
1016,bekommen::V,পাওয়া,saama
1017,erhalten::V,পাওয়া,saama
1018,nehmen::V,নেওয়া,võtma
1019,wählen::V,বাছা,valima
1020,auswählen::V,বাছা,valima
1021,bewahren::V,বাঁচাইয়া রাখা,hoidma
1022,behindern::V,বাধা দেওয়া,takistama
1023,verderben::V,নষ্ট করা,rikkuma
1024,beschädigen::V,ক্ষতি করা,rikkuma
1025,zerbrechen::V,ভাঙ্গিয়া যাওয়া,katki tegema
1026,zerreißen::V,ছিঁড়া,katki rebima
1027,zerstören::V,বিনাশ করা,purustama
1028,verbrennen::V,দহন করা,põletama
1029,geben::V,দেওয়া,andma
1030,reichen::V,দেওয়া,andma
1031,reichen::V,দেওয়া,ulatama
1032,schenken::V,উপহার দেত্তয়া,kinkima
1033,versprechen::V,প্রতিশ্রুতি দেওয়া,lubama
1034,versprechen::V,প্রতিশ্রুতি দেওয়া,tõotama
1035,wünschen::V,আকাঙ্ক্ষা করা,soovima
1036,loben::V,প্রশংসা করা,kiitma
1037,küssen::V,চুম্বন করা,suudlema
1038,wiegen::V,দুলানো,hällitama
1039,zudecken::V,ঢাকা,kaanetama
1040,zudecken::V,ঢাকা,kinni katma
1041,wecken::V,জাগানো,äratama
1042,zeigen::V,দেখানো,näitama
1043,führen::V,পথ দেখানো,juhatama
1044,lehren::V,শেখানো,õpetama
1045,unterrichten::V,শিক্ষা দেওয়া,õpetama
1046,aufziehen::V,পালন করা,üles kasvatama
1047,leiten::V,পরিচালনা করা,juhtima
1048,antreiben::V,চালনা করা,ergutama
1049,lassen::V,অনুমতি দেওয়া,laskma
1050,einladen::V,নিমন্ত্রণ করা,kutsuma
1051,vereinigen::V,এক করা,ühendama
1052,besuchen::V,দেখিতে যাওয়া,külastama
1053,treffen::V,সন্মুখীন হওয়া,kohtama
1054,sich versammeln::V,জড়ো হওয়া,kogunema
1055,spielen::V,খেলা,mängima
1056,singen::V,গাওয়া,laulma
1057,tanzen::V,নাচা,tantsima
1058,sich trennen::V,পৃথক করা,lahku minema
1059,verlassen::V,পরিত্যাগ করা,maha jätma
1060,retten::V,উদ্ধার করা,päästma
1061,bewachen::V,পাহারা দেওয়া,valvama
1062,schützen::V,রক্ষা করা,kaitsma
1063,verteidigen::V,রক্ষা করা,kaitsma
1064,sich schlagen::V,লড়াই করা,kaklema
1065,schießen::V,তীরবেগে ছোটা,tulistama
1066,siegen::V,জেতা,võitma
1067,ärgern::V,বিরক্ত করা,ärritama
1068,ärgern::V,বিরক্ত করা,vihastama
1069,schlagen::V,আঘাত করা,lööma
1070,treten::V,লাথি মারা,sõtkuma
1071,stechen::V,দংশন করা,pistma
1072,stechen::V,দংশন করা,torkama
1073,stoßen::V,ঠেলা,tõukama
1074,stehlen::V,অপহরণ করা,varastama
1075,stören::V,ঘাঁটান,segama
1076,stören::V,ঘাঁটান,häirima
1077,belästigen::V,বিরক্ত করা,ahistama
1078,verbergen::V,গোপন করা,peitma
1079,verbergen::V,গোপন করা,varjama
1080,täuschen::V,প্রবঞ্চনা করা,petma
1081,täuschen::V,প্রবঞ্চনা করা,tüssama
1082,betrügen::V,প্রতারণা করা,petma
1083,betrügen::V,প্রতারণা করা,tüssama
1084,betrügen::V,প্রতারণা করা,truudust murtma
1085,töten::V,হত্যা করা,tapma
1086,töten::V,হত্যা করা,surmama
1087,wohnen::V,বাস করা,elama
1088,arbeiten::V,কাজ করা,töötama
1089,sammeln::V,সংগ্রহ করা,koguma
1090,sammeln::V,সংগ্রহ করা,korjama
1091,pflücken::V,চয়ন করা,noppima
1092,jagen::V,শিকার করা,jahtima
1093,fischen::V,মাছ ধরা,kalastama
1094,fischen::V,মাছ ধরা,kala püüdma
1095,fassen::V,ধরা,püüdma
1096,hüten::V,যুথভুক্ত করা,karjatama
1097,treiben::V,চালনা করা,ajama
1098,anbinden::V,বন্ধন করা,kinni siduma
1099,füttern::V,ভোজন করানো,söötma
1100,melken::V,দুগ্ধ দোহন করা,lüpsma
1101,hacken::V,কাটা,raiuma
1102,hacken::V,কাটা,lõhkuma
1103,gießen::V,বর্ষণ করা,kastma
1104,reifen::V,পাকা,valmima
1105,zubereiten::V,রন্ধন করা,valmistama
1106,kochen::V,রন্ধন করা,keetma
1107,backen::V,সেকা,küpsetama
1108,braten::V,ভাজা,praadima
1109,umrühren::V,নড়ানো,segama
1110,stricken::V,বোনা,kuduma
1111,nähen::V,সেলাই করা,õmblema
1112,färben::V,রঞ্জিত করা,värvima
1113,reinigen::V,পরিষ্কার করা,puhastama
1114,waschen::V,পরিষ্কার করা,pesema
1115,abwischen::V,মুছা,puhtaks pühkima
1116,spülen::V,পরিষ্কার করা,uhtma
1117,fegen::V,ঝাঁট দেওয়া,pühkima
1118,kehren::V,ঝাঁট দেওয়া,pühkima
1119,baden::V,অবগাহন করা,suplema
1120,baden::V,অবগাহন করা,kümblema
1121,sich waschen::V,ধোয়া,end pesema
1122,ausziehen::V,খুলা,käest võtma
1123,ausziehen::V,খুলা,jalast võtma
1124,ausziehen::V,খুলা,seljast võtma
1125,anziehen::V,গায়ে দেত্তয়া,jalga panema
1126,sich anziehen::V,পোশাক পরা,riietuma
1127,kämmen::V,আঁচড়ানো,kammima
1128,schmücken::V,সাজান করা,kaunistama
1129,sagen::V,উচ্চারণ করা,ütlema
1130,sprechen::V,বলা,rääkima
1131,sprechen::V,বলা,kõnelema
1132,reden::V,আলাপ করা,kõnelema
1133,sich unterhalten::V,আড্ডা দেওয়া,vestlema
1134,fragen::V,জিজ্ঞাসা করা,küsima
1135,bitten::V,প্রার্থনা করা,paluma
1136,erzählen::V,বর্ণনা করা,jutustama
1137,mitteilen::V,বলা,teatama
1138,mitteilen::V,বলা,teada andma
1139,nennen::V,নাম দেওয়া,nimetama
1140,rufen::V,আমন্ত্রণ করা,kutsuma
1141,prahlen::V,বড়াই করা,hooplema
1142,übersetzen::V,ভাষাস্তরিত করা,tõlkima
1143,denken::V,ভাবা,mõtlema
1144,glauben::V,বিশ্বাস করা,uskuma
1145,bemerken::V,লক্ষ্য করা,märkama
1146,erkennen::V,চিনিতে পারা,ära tundma
1147,begreifen::V,উপলব্ধি করা,aru saama
1148,verstehen::V,উপলব্ধি করা,mõistma
1149,lernen::V,শেখা,õppima
1150,wissen::V,জানা,teadma
1151,sich erinnern an::V,মনে করা,mäletama
1152,vergessen::V,বিস্মৃত হওয়া,unustama
1153,messen::V,মাপা,mõõtma
1154,zählen::V,গণনা করা,loendama
1155,rechnen::V,হিসাব করা,arvutama
1156,lesen::V,পাঠ করা,lugema
1157,malen::V,আঁকা,maalima
1158,zeichnen::V,ছকা,joonistama
1159,schreiben::V,লেখা,kirjutama
1160,besitzen::V,অধিকার করা,omama
1161,kaufen::V,ক্রয় করা,ostma
1162,verkaufen::V,বেচা,müüma
1163,bezahlen::V,প্রদান করা,tasuma
1164,zahlen::V,প্রদান করা,maksma
1165,beherrschen::V,শাসন করা,valitsema
1166,ertragen::V,বহন করা,taluma
1167,lärmen::V,,lärmama
