,Concept_ID,se,lez
54,Gesicht::N,ååredæjja,ччин
55,Gesicht::N,muohto,ччин
56,Gesicht::N,muođut,ччин
57,Gesicht::N,ámadadju,ччин
58,Gesicht::N,muáđuh,ччин
59,Gesicht::N,muâđ,ччин
60,Gesicht::N,ка̄ссв,ччин
61,Stirn::N,gaalloe,пел
62,Stirn::N,gállo,пел
63,Stirn::N,gállu,пел
64,Stirn::N,kállu,пел
65,Stirn::N,käll,пел
66,Stirn::N,вуэххьц,пел
67,Haar::N,voepte,чӏар
68,Haar::N,vuoppta,чӏар
69,Haar::N,vuokta,чӏар
70,Haar::N,vuop'tâ,чӏар
71,Haar::N,vuõpt,чӏар
72,Haar::N,вӯппт,чӏар
73,Schnurrbart::N,bijjie-skaavtjoe,спел
74,Schnurrbart::N,bijjie-skaavtjoe,спелар
75,Schnurrbart::N,njunjevuolskávttjá,спел
76,Schnurrbart::N,njunjevuolskávttjá,спелар
77,Schnurrbart::N,seamu,спел
78,Schnurrbart::N,seamu,спелар
79,Schnurrbart::N,siämu,спел
80,Schnurrbart::N,siämu,спелар
81,Schnurrbart::N,ää´bben,спел
82,Schnurrbart::N,ää´bben,спелар
83,Schnurrbart::N,о̄а̄бпан,спел
84,Schnurrbart::N,о̄а̄бпан,спелар
85,Bart::N,skaavtja,ччуру
86,Bart::N,skaavtjoe,ччуру
87,Bart::N,skávttjá,ччуру
88,Bart::N,seamu,ччуру
89,Bart::N,siämu,ччуру
90,Bart::N,seäm,ччуру
91,Bart::N,ся̄м,ччуру
92,Kinn::N,gaejpie,чене
93,Kinn::N,gájbbe,чене
94,Kinn::N,gáibi,чене
95,Kinn::N,käibi,чене
96,Kinn::N,käi´bb,чене
97,Kinn::N,ка̄ййп,чене
98,Kiefer[Anatomie]::N,gaejpie,чене
99,Kiefer[Anatomie]::N,oalol,чене
100,Kiefer[Anatomie]::N,oaloldákte,чене
101,Kiefer[Anatomie]::N,gáibi,чене
102,Kiefer[Anatomie]::N,uá'lultähti,чене
103,Kiefer[Anatomie]::N,vuâl'lõš,чене
104,Kiefer[Anatomie]::N,вуаллнешш,чене
105,Kehle::N,gealoe,туьд
106,Kehle::N,tjåttå,туьд
107,Kehle::N,njiello,туьд
108,Kehle::N,čotta,туьд
109,Kehle::N,čuudâ,туьд
110,Kehle::N,čoodd,туьд
111,Kehle::N,чонт,туьд
112,Kehle::N,кэ̄ҏс,туьд
113,Hals::N,tjeapohke,гардан
114,Hals::N,tjiebet,гардан
115,Hals::N,čeabet,гардан
116,Hals::N,čiäppát,гардан
117,Hals::N,čeäppat,гардан
118,Hals::N,ча̄пэх,гардан
119,Genick::N,tjovrese,кьам
120,Genick::N,nisske,кьам
121,Genick::N,niehkki,кьам
122,Genick::N,niski,кьам
123,Genick::N,niek'ki,кьам
124,Genick::N,nji´šǩǩmaadd,кьам
125,Genick::N,нышшькмоант,кьам
126,Kopf::N,åejjie,кьил
127,Kopf::N,oajvve,кьил
128,Kopf::N,oaivi,кьил
129,Kopf::N,uái'vi,кьил
130,Kopf::N,vuei´vv,кьил
131,Kopf::N,вуэййв,кьил
132,Rücken::N,rudtje,далу
133,Rücken::N,hárddo,далу
134,Rücken::N,tjavelk,далу
135,Rücken::N,sealgi,далу
136,Rücken::N,selgi,далу
137,Rücken::N,čielgi,далу
138,Rücken::N,seä´lǧǧ,далу
139,Rücken::N,се̄лльк,далу
140,Bauch::N,tjåejjie,руфун
141,Bauch::N,tjoajvve,руфун
142,Bauch::N,čoavji,руфун
143,Bauch::N,čuáv'ji,руфун
144,Bauch::N,čåu´jj,руфун
145,Bauch::N,чо̄ввьй,руфун
146,Nabel::N,naepie,пицӏ
147,Nabel::N,náhpe,пицӏ
148,Nabel::N,náhpi,пицӏ
149,Nabel::N,nääpi,пицӏ
150,Nabel::N,nää´pp,пицӏ
151,Nabel::N,на̄бпь,пицӏ
152,Busen::N,boenge,мам
153,Busen::N,bållå,мам
154,Busen::N,čižži,мам
155,Busen::N,njamma,мам
156,Busen::N,njižže,мам
157,Busen::N,nje´ǯǯ,мам
158,Busen::N,раннҍт,мам
159,Brust::N,mïelke,хур
160,Brust::N,radde,хур
161,Brust::N,mielgga,хур
162,Brust::N,raddi,хур
163,Brust::N,radde,хур
164,Brust::N,râ´dd,хур
165,Brust::N,раннҍт,хур
166,Schulter::N,åelkie,къуьн
167,Schulter::N,oalgge,къуьн
168,Schulter::N,hárdu,къуьн
169,Schulter::N,ärdee,къуьн
170,Schulter::N,uál'gi,къуьн
171,Schulter::N,a´rddi,къуьн
172,Schulter::N,vuä´lǧǧ,къуьн
173,Schulter::N,вуэллык,къуьн
174,Arm::N,gïete,гъил
175,Arm::N,giehta,гъил
176,Arm::N,giehta,гъил
177,Arm::N,kietâ,гъил
178,Arm::N,kie'tâkaaṿâ,гъил
179,Arm::N,ǩiõtt,гъил
180,Arm::N,кӣдт,гъил
181,Ellenbogen::N,gernjere,кьуьнт
182,Ellenbogen::N,garŋŋel,кьуьнт
183,Ellenbogen::N,gargŋil,кьуьнт
184,Ellenbogen::N,käŋŋir,кьуьнт
185,Ellenbogen::N,kõõnjâr,кьуьнт
186,Ellenbogen::N,карьнэль,кьуьнт
187,Hand::N,gïete,капаш
188,Hand::N,giehta,капаш
189,Hand::N,giehta,капаш
190,Hand::N,kietâ,капаш
191,Hand::N,ǩiõtt,капаш
192,Hand::N,кӣдт,капаш
193,Handfläche::N,gïeten-låapoe,капан юкь
194,Handfläche::N,giehtavuodo,капан юкь
195,Handfläche::N,tjårmmåvuodo,капан юкь
196,Handfläche::N,giehtaloahpu,капан юкь
197,Handfläche::N,kiämád,капан юкь
198,Handfläche::N,kuámmir,капан юкь
199,Handfläche::N,kuä´m'mer,капан юкь
200,Handfläche::N,ǩiõttǩeä´m'men,капан юкь
201,Handfläche::N,ко̄а̄ллдэгк,капан юкь
202,Handfläche::N,кӣдткоалдэгк,капан юкь
203,Finger::N,soerme,тӏуб
204,Finger::N,tjuvdde,тӏуб
205,Finger::N,suorbma,тӏуб
206,Finger::N,čuvde,тӏуб
207,Finger::N,suor'mâ,тӏуб
208,Finger::N,suõrmm,тӏуб
209,Finger::N,це̄ххп,тӏуб
210,Fingernagel::N,gadtse,кек
211,Fingernagel::N,guehpere,кек
212,Fingernagel::N,gadtsa,кек
213,Fingernagel::N,gazza,кек
214,Fingernagel::N,kozzâ,кек
215,Fingernagel::N,kõʒʒ,кек
216,Fingernagel::N,кэ̄ннц,кек
217,Nagel[Anatomie]::N,gadtse,кек
218,Nagel[Anatomie]::N,guehpere,кек
219,Nagel[Anatomie]::N,gadtsa,кек
220,Nagel[Anatomie]::N,gazza,кек
221,Nagel[Anatomie]::N,kozzâ,кек
222,Nagel[Anatomie]::N,kõʒʒ,кек
223,Nagel[Anatomie]::N,кэ̄ннц,кек
224,Zeh::N,tjiehtjere,кул
225,Zeh::N,juolggetjuvdde,кул
226,Zeh::N,juolgesuorbma,кул
227,Zeh::N,jyel'gisuor'mâ,кул
228,Zeh::N,jue´lǧǧsuõrmm,кул
229,Zeh::N,ю̄лльк-це̄һп,кул
230,Fuß::N,juelkie,кӏвач
231,Fuß::N,juolgge,кӏвач
232,Fuß::N,juolgi,кӏвач
233,Fuß::N,jyel'gi,кӏвач
234,Fuß::N,jue´lǧǧ,кӏвач
235,Fuß::N,ла̄бпь,кӏвач
236,Ferse::N,båetskie,дабан
237,Ferse::N,boasske,дабан
238,Ferse::N,šušmi,дабан
239,Ferse::N,šušme,дабан
240,Ferse::N,jue´lǧǧkädd,дабан
241,Ferse::N,ка̄ннт,дабан
242,Knie::N,boelve,мет
243,Knie::N,buolvva,мет
244,Knie::N,čibbi,мет
245,Knie::N,veaŋki,мет
246,Knie::N,iidâ,мет
247,Knie::N,puõlvv,мет
248,Knie::N,пуллв,мет
249,Oberschenkel::N,ruaksja,
250,Oberschenkel::N,tjibbe,
251,Oberschenkel::N,gassaváhkká,
252,Oberschenkel::N,badjeváhkáa,
253,Oberschenkel::N,čuár'bpeeḷi,
254,Oberschenkel::N,če´bb,
255,Oberschenkel::N,чуаррбе̄лль,
256,Bein::N,juelkie,кӏвач
257,Bein::N,juolgge,кӏвач
258,Bein::N,juolgi,кӏвач
259,Bein::N,jyel'gi,кӏвач
260,Bein::N,jue´lǧǧ,кӏвач
261,Bein::N,ю̄лльк,кӏвач
262,Körper::N,kråahpe,беден
263,Körper::N,rumáj,беден
264,Körper::N,rumaš,беден
265,Körper::N,ruumâš,беден
266,Körper::N,rå´pp,беден
267,Körper::N,лышшьк,беден
268,Körper::N,роаӈӈьк,беден
269,Haut::N,njaltja,хам
270,Haut::N,lijkke,хам
271,Haut::N,tjuobma,хам
272,Haut::N,liiki,хам
273,Haut::N,liške,хам
274,Haut::N,le´šǩǩ,хам
275,Haut::N,лышшьк,хам
276,Blut::N,vïrre,иви
277,Blut::N,maelie,иви
278,Blut::N,varra,иви
279,Blut::N,varra,иви
280,Blut::N,vorrâ,иви
281,Blut::N,võrr,иви
282,Blut::N,вэ̄рр,иви
283,Ader::N,åerie,дамар
284,Ader::N,aajroe,дамар
285,Ader::N,suodna,дамар
286,Ader::N,varrasuotna,дамар
287,Ader::N,suoṇâ,дамар
288,Ader::N,suõnn,дамар
289,Ader::N,сӯнн,дамар
290,Sehne::N,soene,кьуру дамар
291,Sehne::N,gåårtenje,кьуру дамар
292,Sehne::N,suodna,кьуру дамар
293,Sehne::N,suotna,кьуру дамар
294,Sehne::N,suoṇâ,кьуру дамар
295,Sehne::N,suõnn,кьуру дамар
296,Sehne::N,сӯнн,кьуру дамар
297,Knochen::N,måara,кӏараб
298,Knochen::N,måaroe,кӏараб
299,Knochen::N,dákte,кӏараб
300,Knochen::N,dákti,кӏараб
301,Knochen::N,tähti,кӏараб
302,Knochen::N,tä´htt,кӏараб
303,Knochen::N,та̄ххт,кӏараб
304,Knochen::N,та̄ффьт,кӏараб
305,Gehirn::N,aajla,мефт
306,Gehirn::N,vuojŋam,мефт
307,Gehirn::N,vuoigŋašat,мефт
308,Gehirn::N,vuoi'ŋâšeh,мефт
309,Gehirn::N,vuo'ivâšneh,мефт
310,Gehirn::N,vuõivâšn,мефт
311,Gehirn::N,вуэййвэшна,мефт
312,Herz::N,vaajmoe,рикӏ
313,Herz::N,tsåhke,рикӏ
314,Herz::N,váibmu,рикӏ
315,Herz::N,váimu,рикӏ
316,Herz::N,čââ´đ,рикӏ
317,Herz::N,кӯттҌк,рикӏ
318,Magen::N,tjåejjie,хук
319,Magen::N,tjoajvve,хук
320,Magen::N,čoavji,хук
321,Magen::N,čuáv'ji,хук
322,Magen::N,čåu´jj,хук
323,Magen::N,чо̄ввьй,хук
324,Leber::N,mueksie,лекь
325,Leber::N,librre,лекь
326,Leber::N,vuoivvas,лекь
327,Leber::N,vuoivâs,лекь
328,Leber::N,vuõivâs,лекь
329,Leber::N,вуйвас,лекь
330,Atem::N,voejngehtasse,ял
331,Atem::N,voejngehtasse,нефес
332,Atem::N,båssånis,ял
333,Atem::N,båssånis,нефес
334,Atem::N,vuojŋadahka,ял
335,Atem::N,vuojŋadahka,нефес
336,Atem::N,vuoiŋŋahat,ял
337,Atem::N,vuoiŋŋahat,нефес
338,Atem::N,vuo'iŋâstim,ял
339,Atem::N,vuo'iŋâstim,нефес
340,Atem::N,jiõg'g,ял
341,Atem::N,jiõg'g,нефес
342,Atem::N,вӯйнас,ял
343,Atem::N,вӯйнас,нефес
344,Atem::N,вӯййнмушш,ял
345,Atem::N,вӯййнмушш,нефес
346,Hunger::N,nielkie,каш
347,Hunger::N,nielgge,каш
348,Hunger::N,nealgi,каш
349,Hunger::N,nelgi,каш
350,Hunger::N,neä´lǧǧ,каш
351,Hunger::N,не̄лльк,каш
352,Träne::N,gïknjele,вилин нагъв
353,Träne::N,ganjál,вилин нагъв
354,Träne::N,ganjal,вилин нагъв
355,Träne::N,koonjâl,вилин нагъв
356,Träne::N,kõõnjâl,вилин нагъв
357,Träne::N,кэ̄нял,вилин нагъв
358,Geschmack::N,aelmie,дад
359,Geschmack::N,aelmie,тӏям
360,Geschmack::N,muosse,дад
361,Geschmack::N,muosse,тӏям
362,Geschmack::N,smáhkka,дад
363,Geschmack::N,smáhkka,тӏям
364,Geschmack::N,máhku,дад
365,Geschmack::N,máhku,тӏям
366,Geschmack::N,smáhkka,дад
367,Geschmack::N,smáhkka,тӏям
368,Geschmack::N,mááhu,дад
369,Geschmack::N,mááhu,тӏям
370,Geschmack::N,smakkâ,дад
371,Geschmack::N,smakkâ,тӏям
372,Geschmack::N,njõõd,дад
373,Geschmack::N,njõõd,тӏям
374,Geschmack::N,smääkk,дад
375,Geschmack::N,smääkk,тӏям
376,Geschmack::N,ня̄лльк,дад
377,Geschmack::N,ня̄лльк,тӏям
378,Geruch::N,haaje,ни
379,Geruch::N,habjja,ни
380,Geruch::N,hádja,ни
381,Geruch::N,opsâ,ни
382,Geruch::N,haajâ,ни
383,Geruch::N,õpss,ни
384,Geruch::N,haajj,ни
385,Geruch::N,апс,ни
386,Geruch::N,лэ̄гк,ни
387,Schlaf::N,nahkerh,ахвар
388,Schlaf::N,nager,ахвар
389,Schlaf::N,oados,ахвар
390,Schlaf::N,nagir,ахвар
391,Schlaf::N,naṿer,ахвар
392,Schlaf::N,nââ´er,ахвар
393,Schlaf::N,нагерь,ахвар
394,Traum::N,nahkere,ахвар
395,Traum::N,niehko,ахвар
396,Traum::N,niehku,ахвар
397,Traum::N,naṿer,ахвар
398,Traum::N,nââ´er,ахвар
399,Traum::N,нагерь,ахвар
400,Himmel::N,elmie,цав
401,Himmel::N,almme,цав
402,Himmel::N,albmi,цав
403,Himmel::N,alme,цав
404,Himmel::N,â´lmm,цав
405,Himmel::N,алльм,цав
406,Sonne::N,biejjie,рагъ
407,Sonne::N,bæjvásj,рагъ
408,Sonne::N,beaivváš,рагъ
409,Sonne::N,peivi,рагъ
410,Sonne::N,piäiváš,рагъ
411,Sonne::N,pei´vv,рагъ
412,Sonne::N,пе̄ййв,рагъ
413,Mond::N,aske,варз
414,Mond::N,mánno,варз
415,Mond::N,mánnu,варз
416,Mond::N,máánu,варз
417,Mond::N,mään,варз
418,Mond::N,ма̄нн,варз
419,Stern::N,daasta,гъед
420,Stern::N,naestie,гъед
421,Stern::N,násste,гъед
422,Stern::N,násti,гъед
423,Stern::N,täsni,гъед
424,Stern::N,tä´snn,гъед
425,Stern::N,та̄ссьт,гъед
426,Luft::N,elmie,гьава
427,Luft::N,ájmmo,гьава
428,Luft::N,áibmu,гьава
429,Luft::N,áimu,гьава
430,Luft::N,šõŋŋ,гьава
431,Luft::N,вӯйнас,гьава
432,Wind::N,bïegke,гар
433,Wind::N,biegga,гар
434,Wind::N,biegga,гар
435,Wind::N,pieg'gâ,гар
436,Wind::N,piõg'g,гар
437,Wind::N,пӣӈӈк,гар
438,Welle::N,baaroe,лепе
439,Welle::N,bárro,лепе
440,Welle::N,bárru,лепе
441,Welle::N,pááṛu,лепе
442,Welle::N,päärr,лепе
443,Welle::N,нэ̄ммп,лепе
444,Wasser::N,tjaetsie,яд
445,Wasser::N,tjáhtje,яд
446,Wasser::N,čáhci,яд
447,Wasser::N,čääci,яд
448,Wasser::N,čää´cc,яд
449,Wasser::N,ча̄дзь,яд
450,Stein::N,gierkie,къван
451,Stein::N,giergge,къван
452,Stein::N,geađgi,къван
453,Stein::N,keđgi,къван
454,Stein::N,ǩeä´dǧǧ,къван
455,Stein::N,ке̄ддҌк,къван
456,Boden::N,betnie,накьв
457,Boden::N,ednam,накьв
458,Boden::N,bodni,накьв
459,Boden::N,vuođđu,накьв
460,Boden::N,ponne,накьв
461,Boden::N,vuáđ̣u,накьв
462,Boden::N,vuâđđ,накьв
463,Boden::N,лаввьн,накьв
464,Boden::N,е̄ммьне,накьв
465,Erde::N,jåarta,ччил
466,Erde::N,mueltie,ччил
467,Erde::N,ednam,ччил
468,Erde::N,mållde,ччил
469,Erde::N,eana,ччил
470,Erde::N,eennâm,ччил
471,Erde::N,mädd,ччил
472,Erde::N,jânnam,ччил
473,Erde::N,е̄ммьне,ччил
474,Staub::N,heblie,руг
475,Staub::N,tsumhtsie,руг
476,Staub::N,dubme,руг
477,Staub::N,dopmu,руг
478,Staub::N,kovjâ,руг
479,Staub::N,põõ´l,руг
480,Staub::N,кэ̄ббьй,руг
481,Rauch::N,soeve,гум
482,Rauch::N,suovva,гум
483,Rauch::N,suovva,гум
484,Rauch::N,suoṿâ,гум
485,Rauch::N,suõvv,гум
486,Rauch::N,сӯвв,гум
487,Funke::N,naestie,цӏелхем
488,Funke::N,tjuonam,цӏелхем
489,Funke::N,čuotnan,цӏелхем
490,Funke::N,čuođâlm,цӏелхем
491,Funke::N,iiskâr,цӏелхем
492,Funke::N,čuõzzâm,цӏелхем
493,Funke::N,чӯссэм,цӏелхем
494,Feuer::N,dålle,цӏай
495,Feuer::N,dållå,цӏай
496,Feuer::N,dolla,цӏай
497,Feuer::N,tullâ,цӏай
498,Feuer::N,toll,цӏай
499,Feuer::N,то̄лл,цӏай
500,Licht::N,tjoevke,экв
501,Licht::N,tjuovgga,экв
502,Licht::N,čuovga,экв
503,Licht::N,čuovggas,экв
504,Licht::N,čuoṿâ,экв
505,Licht::N,toll,экв
506,Licht::N,čuõvv,экв
507,Licht::N,то̄лл,экв
508,Schatten::N,skugkie,серин
509,Schatten::N,soejvene,серин
510,Schatten::N,irkes,серин
511,Schatten::N,sieges,серин
512,Schatten::N,itku,серин
513,Schatten::N,suoivâ,серин
514,Schatten::N,õõtt,серин
515,Schatten::N,ǩeeu´niǩ,серин
516,Schatten::N,кывьнэхь,серин
517,Wetter::N,vïerhtse,гьава
518,Wetter::N,dálkke,гьава
519,Wetter::N,dálki,гьава
520,Wetter::N,šoŋŋâ,гьава
521,Wetter::N,šõŋŋ,гьава
522,Wetter::N,шэ̄ӈӈ,гьава
523,Nebel::N,såavla,ччилин циф
524,Nebel::N,mearhka,ччилин циф
525,Nebel::N,murkko,ччилин циф
526,Nebel::N,mierkká,ччилин циф
527,Nebel::N,mierká,ччилин циф
528,Nebel::N,miär'kká,ччилин циф
529,Nebel::N,oṃo,ччилин циф
530,Nebel::N,sue´lnn,ччилин циф
531,Nebel::N,цӣгк,ччилин циф
532,Nebel::N,сулльн,ччилин циф
533,Wolke::N,balve,циф
534,Wolke::N,balvva,циф
535,Wolke::N,balva,циф
536,Wolke::N,polvâ,циф
537,Wolke::N,põlvv,циф
538,Wolke::N,пэллв,циф
539,Regen::N,ebrie,марф
540,Regen::N,harvve,марф
541,Regen::N,arvi,марф
542,Regen::N,arve,марф
543,Regen::N,â´brr,марф
544,Regen::N,аббьр,марф
545,Schnee::N,lopme,жив
546,Schnee::N,moehtege,жив
547,Schnee::N,muohta,жив
548,Schnee::N,muohta,жив
549,Schnee::N,muotâ,жив
550,Schnee::N,muõtt,жив
551,Schnee::N,вэ̄дз,жив
552,Schnee::N,куэллт,жив
553,Eis::N,jïenge,мурк
554,Eis::N,jiegŋa,мурк
555,Eis::N,jiekŋa,мурк
556,Eis::N,jieŋ̣â,мурк
557,Eis::N,jiõŋŋ,мурк
558,Eis::N,ӣӈӈ,мурк
559,Frost::N,baajkoe,аяз
560,Frost::N,tjoasskem,аяз
561,Frost::N,buolaš,аяз
562,Frost::N,puolâš,аяз
563,Frost::N,puõlâš,аяз
564,Frost::N,мӯнь,аяз
565,Kälte::N,jueskie,мекь
566,Kälte::N,jueskie,мекьивал
567,Kälte::N,tjåetskeme,мекь
568,Kälte::N,tjåetskeme,мекьивал
569,Kälte::N,tjoasskem,мекь
570,Kälte::N,tjoasskem,мекьивал
571,Kälte::N,čoaskin,мекь
572,Kälte::N,čoaskin,мекьивал
573,Kälte::N,ko'lmâsvuotâ,мекь
574,Kälte::N,ko'lmâsvuotâ,мекьивал
575,Kälte::N,ijss,мекь
576,Kälte::N,ijss,мекьивал
577,Kälte::N,čuä´cǩǩem,мекь
578,Kälte::N,čuä´cǩǩem,мекьивал
579,Kälte::N,tuârggnjõs,мекь
580,Kälte::N,tuârggnjõs,мекьивал
581,Kälte::N,кэ̄лмас,мекь
582,Kälte::N,кэ̄лмас,мекьивал
583,Hitze::N,baahke,зегьем
584,Hitze::N,báhkka,зегьем
585,Hitze::N,báhkka,зегьем
586,Hitze::N,pakkâ,зегьем
587,Hitze::N,kuṃe,зегьем
588,Hitze::N,paašt,зегьем
589,Hitze::N,жоарр,зегьем
590,Raureif::N,jyjse,къирав
591,Raureif::N,ridne,къирав
592,Raureif::N,goarre,къирав
593,Raureif::N,ritni,къирав
594,Raureif::N,suhči,къирав
595,Raureif::N,riṇe,къирав
596,Raureif::N,ай,къирав
597,Regenbogen::N,aatjan goengere,яргъируш
598,Regenbogen::N,aatjan joekse,яргъируш
599,Regenbogen::N,ádjájuoksa,яргъируш
600,Regenbogen::N,arvedávgi,яргъируш
601,Regenbogen::N,bajándávgi,яргъируш
602,Regenbogen::N,äijihtävgi,яргъируш
603,Regenbogen::N,teârmmazjohss,яргъируш
604,Regenbogen::N,тӣрмесью̄ккс,яргъируш
605,Donner::N,raejrie,цавун ван
606,Donner::N,átjek,цавун ван
607,Donner::N,átjárájdde,цавун ван
608,Donner::N,áddjá,цавун ван
609,Donner::N,baján,цавун ван
610,Donner::N,juuṛâ,цавун ван
611,Donner::N,tie´rmes,цавун ван
612,Donner::N,тӣрмесь,цавун ван
613,Donner::N,ча̄ркнэгк,цавун ван
614,Strömung::N,njuvvie,
615,Strömung::N,ájggedáhpe,
616,Strömung::N,rávdnji,
617,Strömung::N,virde,
618,Strömung::N,ve´rdd,
619,Strömung::N,выррьт,
620,Tropfen::N,gåajhkohts,стӏал
621,Tropfen::N,gåjkudis,стӏал
622,Tropfen::N,goaikkanas,стӏал
623,Tropfen::N,čalme,стӏал
624,Tropfen::N,čâ´lmm,стӏал
625,Tropfen::N,ча̄лльм,стӏал
626,Schaum::N,sapte,каф
627,Schaum::N,såpptå,каф
628,Schaum::N,sokta,каф
629,Schaum::N,suptâ,каф
630,Schaum::N,soptt,каф
631,Schaum::N,со̄ппт,каф
632,Schmutz::N,haaskoe,чирк
633,Schmutz::N,haaskoe,кьуруш
634,Schmutz::N,duolvva,чирк
635,Schmutz::N,duolvva,кьуруш
636,Schmutz::N,duolva,чирк
637,Schmutz::N,duolva,кьуруш
638,Schmutz::N,durdi,чирк
639,Schmutz::N,durdi,кьуруш
640,Schmutz::N,stänži,чирк
641,Schmutz::N,stänži,кьуруш
642,Schmutz::N,sähss,чирк
643,Schmutz::N,sähss,кьуруш
644,Schmutz::N,са̄ккьс,чирк
645,Schmutz::N,са̄ккьс,кьуруш
646,Schmutz::N,не̄шшь,чирк
647,Schmutz::N,не̄шшь,кьуруш
648,See::N,jaevrie,вир
649,See::N,jávrre,вир
650,See::N,jávri,вир
651,See::N,jävri,вир
652,See::N,jâu´rr,вир
653,See::N,я̄ввьр,вир
654,Sumpf::N,pluevie,уьлен
655,Sumpf::N,áhpe,уьлен
656,Sumpf::N,sæmssa,уьлен
657,Sumpf::N,jeaggi,уьлен
658,Sumpf::N,jeggi,уьлен
659,Sumpf::N,jeä´ǧ'ǧ,уьлен
660,Sumpf::N,ла̄ммьп,уьлен
661,Moor::N,pluevie,
662,Moor::N,jiegge,
663,Moor::N,suotnju,
664,Moor::N,karrii,
665,Moor::N,kä´rev,
666,Moor::N,veättaǩ,
667,Moor::N,ла̄ммьп,
668,Wiese::N,ïentje,векь
669,Wiese::N,giedde,векь
670,Wiese::N,gieddi,векь
671,Wiese::N,nijtto,векь
672,Wiese::N,пуэшенҍ,векь
673,Wald::N,skåake,там
674,Wald::N,skåajje,там
675,Wald::N,miehtsie,там
676,Wald::N,vuovdde,там
677,Wald::N,miehttse,там
678,Wald::N,vuovdi,там
679,Wald::N,meahcci,там
680,Wald::N,mecci,там
681,Wald::N,vyemi,там
682,Wald::N,vue´mm,там
683,Wald::N,meä´c'c,там
684,Wald::N,ля̄ммт,там
685,Hügel::N,deava,кӏунтӏ
686,Hügel::N,dievvá,кӏунтӏ
687,Hügel::N,dievvá,кӏунтӏ
688,Hügel::N,čummâ,кӏунтӏ
689,Hügel::N,pä´rcc,кӏунтӏ
690,Hügel::N,teä´rmm,кӏунтӏ
691,Hügel::N,ка̄ннҌт,кӏунтӏ
692,Anhöhe::N,deava,тепе
693,Anhöhe::N,deava,гьуьндуьрвал
694,Anhöhe::N,jalladahke,тепе
695,Anhöhe::N,jalladahke,гьуьндуьрвал
696,Anhöhe::N,dievásj,тепе
697,Anhöhe::N,dievásj,гьуьндуьрвал
698,Anhöhe::N,aláš,тепе
699,Anhöhe::N,aláš,гьуьндуьрвал
700,Anhöhe::N,luohkká,тепе
701,Anhöhe::N,luohkká,гьуьндуьрвал
702,Anhöhe::N,tiävá,тепе
703,Anhöhe::N,tiävá,гьуьндуьрвал
704,Anhöhe::N,poorááš,тепе
705,Anhöhe::N,poorááš,гьуьндуьрвал
706,Anhöhe::N,ču´lpp,тепе
707,Anhöhe::N,ču´lpp,гьуьндуьрвал
708,Anhöhe::N,škâu´ŋŋ,тепе
709,Anhöhe::N,škâu´ŋŋ,гьуьндуьрвал
710,Anhöhe::N,ка̄ннҌт,тепе
711,Anhöhe::N,ка̄ннҌт,гьуьндуьрвал
712,Berg::N,bïerje,дагъ
713,Berg::N,várre,дагъ
714,Berg::N,várri,дагъ
715,Berg::N,vääṛi,дагъ
716,Berg::N,vää´rr,дагъ
717,Berg::N,те̄ррьм,дагъ
718,Gipfel::N,dalvese,кӏукӏ
719,Gipfel::N,tjåhkkå,кӏукӏ
720,Gipfel::N,čohkka,кӏукӏ
721,Gipfel::N,čokke,кӏукӏ
722,Gipfel::N,čå´ǩǩ,кӏукӏ
