,Concept_ID,ja,vep
840,faulen::V,腐る,hapata
841,faulen::V,腐る,traudäs
842,verfaulen::V,朽ちる,hapata
843,reißen::V,切れる,rebita
844,versinken::V,沈む,upota
845,vergehen::V,経つ,mända
846,erscheinen::V,現れる,ozutadas
847,verschwinden::V,消える,hajeta
848,sinken::V,下がる,väheta
849,sinken::V,下がる,lasktas
850,abnehmen::V,減る,peneta
851,zunehmen::V,増える,ližaduda
852,steigen::V,上がる,nousta
853,wachsen::V,伸びる,kazda
854,glänzen::V,輝く,loštta
855,funkeln::V,ぴかぴか光る,hoštta
856,lärmen::V,騒ぐ,robaita
857,läuten::V,鳴る,judaita
858,klingeln::V,鳴る,kelotada
859,klirren::V,がらんがらんと鳴る,biraita
860,brausen::V,逆巻く,bruncta
861,rauschen::V,戦ぐ,šobaita
862,klingen::V,鳴る,heläita
863,bellen::V,吠える,nutta
864,heulen::V,きゃんきゃん鳴く,ulaita
865,blasen::V,吹く,puhuda
866,pfeifen::V,口笛を吹く,pistta
867,pfeifen::V,口笛を吹く,vihelta
868,schreien::V,叫ぶ,kirkta
869,schreien::V,叫ぶ,kidastada
870,stöhnen::V,うめく,ohkta
871,stöhnen::V,うめく,voivotada
872,zittern::V,震える,säraita
873,leben::V,生きている,eläda
874,geboren werden::V,生まれる,sünduda
875,atmen::V,呼吸する,henktä
876,trinken::V,飲む,joda
877,essen::V,食べる,söda
878,schlucken::V,飲み込む,lainata
879,müde werden::V,眠くなる,väzuda
880,müde werden::V,眠くなる,šuštuda
881,einschlafen::V,寝付く,uinota
882,schlafen::V,眠る,magata
883,schlafen::V,眠る,nukkuda
884,aufwachen::V,目が覚める,heraštuda
885,aufstehen::V,起きる,nousta
886,sich erholen::V,休養する,lebaitas
887,krank werden::V,病気になる,läžegata
888,krank sein::V,病気である,läžuda
889,schmerzen::V,痛む,kibištada
890,husten::V,咳をする,rügda
891,genesen::V,元気になる,tervehtuda
892,sterben::V,死ぬ,kolda
893,sterben::V,亡くなる,kolda
894,umkommen::V,死亡する,kolda
895,sich bewegen::V,移動する,likkuda
896,sich rühren::V,動く,likahtada
897,sich rühren::V,動く,kubahtada
898,sich erheben::V,立ち上がる,nousta
899,sich setzen::V,座る,išttas
900,hinfallen::V,転ぶ,langeta
901,laufen::V,歩く,kävuda
902,schreiten::V,跨ぐ,astta
903,schreiten::V,跨ぐ,haškta
904,spazierengehen::V,散歩する,kävelta
905,eilen::V,急ぐ,kiruhtada
906,sich beeilen::V,焦る,kiruhtada
907,sausen::V,疾駆する,fun'urta
908,rennen::V,走る,joksta
909,springen::V,跳ぶ,hüptä
910,klettern::V,よじ登る,libuda
911,schaukeln::V,ぶらんこに乗る,čibuda
912,kriechen::V,這う,ličtas
913,schwimmen::V,泳ぐ,ujuda
914,tauchen::V,潜る,čukautas
915,rudern::V,漕ぐ,souta
916,fahren::V,行く,ajada
917,fahren::V,行く,ajelda
918,fahren::V,乗車する,ajada
919,fahren::V,乗車する,ajelda
920,fliegen::V,飛ぶ,leta
921,gehen::V,行く,mända
922,gehen::V,行く,kävuda
923,weggehen::V,立ち去る,päzda
924,weggehen::V,立ち去る,lähtta
925,abfahren::V,出発する,tönduda
926,anhalten::V,止まる,seižutadas
927,hineingehen::V,入る,mända südäimehe
928,eintreten::V,中に入る,tulda
929,kommen::V,来る,tulda
930,ankommen::V,着く,tulda
931,ankommen::V,到着する,tulda
932,zurückkommen::V,帰る,pörtas
933,bleiben::V,留まる,jäda
934,warten::V,待つ,varastada
935,erwarten::V,期待する,varastada
936,suchen::V,探る,ectä
937,finden::V,見つける,löuta
938,versuchen::V,試す,ladida
939,versuchen::V,試す,rohkaita
940,vorbereiten::V,準備する,vaumita
941,lieben::V,愛する,armastada
942,mögen::V,好きである,navedida
943,lachen::V,笑う,nagrda
944,rühren::V,感情を動かす,likutada
945,weinen::V,泣く,itkta
946,schimpfen::V,叱る,laidas
947,schimpfen::V,叱る,pačatada
948,sich ärgern::V,怒る,rändüda
949,sich ärgern::V,腹を立てる,rändüda
950,sich fürchten::V,怖がる,varaita
951,fürchten::V,恐れる,varaita
952,fliehen::V,逃げる,pageta
953,flüchten::V,逃亡する,pageta
954,flüchten::V,逃亡する,joksta
955,sehen::V,見る,nähta
956,anschauen::V,眺める,kacta
957,ansehen::V,見る,kacta
958,hören::V,聞く,kulda
959,zuhören::V,聴く,kundeltas
960,probieren::V,食べてみる,mujada
961,riechen::V,気取る,rižada
962,fühlen::V,感じる,mujada
963,scheinen::V,ように見える,näguda
964,zu sehen sein::V,見える,näguda
965,vernehmen::V,承る,kulištada
966,frieren::V,寒気がする,kül'mdä
967,tun::V,する,tehta
968,können::V,出来る,voida
969,können::V,出来る,mahtta
970,wollen::V,-たい,himoita
971,wollen::V,-たい,tahtoida
972,anfangen::V,始める,zavottä
973,anfangen::V,始める,augotada
974,beenden::V,終える,loptä
975,aufhören::V,止める,loptas
976,gelingen::V,成功する,lähtta
977,gelingen::V,成功する,tehtas
978,geraten::V,当たる,tulda
979,öffnen::V,開く,avaita
980,öffnen::V,開ける,avaita
981,schließen::V,閉める,saubata
982,stellen::V,置く,panda
983,stellen::V,置く,seižutada
984,stellen::V,据える,panda
985,stellen::V,据える,seižutada
986,setzen::V,座らせる,ištutada
987,legen::V,置く,panda
988,berühren::V,触る,koskta
989,berühren::V,触る,käziduda
990,berühren::V,触れる,koskta
991,berühren::V,触れる,käziduda
992,verbinden::V,結びつける,ühtenzoitta
993,bedecken::V,覆う,katta
994,bedecken::V,覆う,peitta
995,aufhängen::V,掛ける,riputada
996,anzünden::V,燃やす,sütutada
997,anzünden::V,火をつける,sütutada
998,aufheben::V,拾う,leta
999,zurücklassen::V,残す,jätta
1000,verlieren::V,無くす,kadotada
1001,fallen lassen::V,落とす,kirbotada
1002,machen::V,作る,säta
1003,machen::V,作る,tehta
1004,herstellen::V,製造する,tehta
1005,bauen::V,建設する,leta
1006,bauen::V,建設する,sauda
1007,reparieren::V,直す,koheta
1008,reparieren::V,修理する,koheta
1009,verbessern::V,改良する,paremboita
1010,ändern::V,変える,vajehtada
1011,graben::V,掘る,kaida
1012,graben::V,掘る,čongoida
1013,beugen::V,折る,koverta
1014,biegen::V,曲げる,painda
1015,drehen::V,回す,punotada
1016,wenden::V,裏返す,käta
1017,wenden::V,裏返す,kärauta
1018,umdrehen::V,裏返す,käta
1019,heben::V,挙げる,leta
1020,hochheben::V,持ち上げる,libutada
1021,ergreifen::V,取り上げる,tabata
1022,halten::V,持つ,pidada
1023,drücken::V,押す,painda
1024,schieben::V,ずらす,žigutada
1025,kratzen::V,引っ掻く,künstä
1026,lecken::V,なめる,nolda
1027,beißen::V,噛む,purda
1028,beißen::V,噛む,hambastada
1029,abreißen::V,剝ぎ取る,ratketa
1030,abschneiden::V,切り取る,čapata
1031,abschneiden::V,切り取る,leikata
1032,binden::V,縛る,sidoda
1033,stecken::V,差し込む,čokaita
1034,brechen::V,破る,katkaita
1035,klopfen::V,とんとん叩く,kolkotada
1036,hauen::V,叩く,löda
1037,kleben::V,貼る,klejata
1038,kleben::V,くっ付ける,klejata
1039,reiben::V,擦る,hosta
1040,reiben::V,擦る,törkita
1041,reiben::V,擦る,jorotada
1042,streichen::V,塗る,voita
1043,schleifen::V,研ぐ,hijoida
1044,schleifen::V,研ぐ,teravzoitta
1045,schneiden::V,切る,leikata
1046,rütteln::V,揺さぶる,heilutada
1047,schütteln::V,振る,pudištada
1048,schütteln::V,揺さぶる,pudištada
1049,schwenken::V,振る,maihutada
1050,schütten::V,注ぐ,valada
1051,füllen::V,いっぱいにする,täutta
1052,einwickeln::V,包む,kärdä
1053,tragen::V,運ぶ,kantta
1054,tragen::V,運ぶ,kandišta
1055,schleppen::V,引きずる,vedätada
1056,ziehen::V,引く,vedada
1057,aufbewahren::V,預かる,kaita
1058,werfen::V,投げる,čuta
1059,werfen::V,投げる,tactä
1060,fangen::V,受ける,püta
1061,packen::V,掴む,tabata
1062,verstecken::V,隠す,peitta
1063,teilen::V,分ける,jagada
1064,schicken::V,送る,oigeta
1065,bringen::V,持って行く,veda
1066,hinzufügen::V,加える,ližata
1067,bekommen::V,得る,sada
1068,erhalten::V,受ける,sada
1069,nehmen::V,取る,otta
1070,wählen::V,選ぶ,valita
1071,auswählen::V,選ぶ,valita
1072,bewahren::V,保存する,kaita
1073,behindern::V,妨害する,telustada
1074,verderben::V,台無しにする,travida
1075,beschädigen::V,損傷する,satatada
1076,zerbrechen::V,割る,mureta
1077,zerreißen::V,引き裂く,rebitada
1078,zerstören::V,破壊する,mureta
1079,verbrennen::V,焼く,poltta
1080,geben::V,上げる,antta
1081,reichen::V,渡す,antta
1082,schenken::V,贈る,lahjoita
1083,versprechen::V,約束する,toivotada
1084,wünschen::V,望む,toivotada
1085,loben::V,褒める,kitta
1086,küssen::V,キスする,tervehtada
1087,wiegen::V,揺する,likutada
1088,zudecken::V,覆う,katta
1089,wecken::V,起こす,noustatada
1090,zeigen::V,見せる,ozutada
1091,führen::V,案内する,astutada
1092,lehren::V,教える,opeta
1093,unterrichten::V,通知する,opeta
1094,aufziehen::V,育てる,kazvatada
1095,leiten::V,導く,ohjata
1096,antreiben::V,励ます,rigehtoitta
1097,lassen::V,～させる,käskta
1098,einladen::V,誘う,kucta
1099,einladen::V,招待する,kucta
1100,vereinigen::V,一つにする,ühtenzoitta
1101,besuchen::V,訪ねる,rižada
1102,treffen::V,出会う,vastata
1103,sich versammeln::V,集まる,kägeta
1104,sich versammeln::V,集まる,sätas
1105,spielen::V,遊ぶ,väta
1106,singen::V,歌う,pajatada
1107,tanzen::V,踊る,kargaita
1108,sich trennen::V,別れる,erigata
1109,verlassen::V,別れる,jätta
1110,retten::V,救う,päzutada
1111,retten::V,助ける,päzutada
1112,bewachen::V,見張る,varjoita
1113,bewachen::V,軽微する,varjoita
1114,schützen::V,保護する,kaita
1115,verteidigen::V,守る,kaita
1116,sich schlagen::V,殴る,torata
1117,schießen::V,撃つ,ampta
1118,siegen::V,勝つ,vägestada
1119,ärgern::V,怒らせる,verdutada
1120,ärgern::V,怒らせる,rändütada
1121,schlagen::V,殴る,löda
1122,schlagen::V,殴る,iškta
1123,treten::V,蹴る,peksta
1124,treten::V,蹴る,topsta
1125,stechen::V,突く,pystiä
1126,stoßen::V,突く,iškta
1127,stoßen::V,突く,pudištada
1128,stehlen::V,盗る,vargastada
1129,stören::V,構う,keskustada
1130,belästigen::V,邪魔する,tartuteldas
1131,verbergen::V,隠す,katelda
1132,täuschen::V,だます,manitada
1133,betrügen::V,だます,manitada
1134,töten::V,殺す,rikta
1135,töten::V,殺す,surmita
1136,wohnen::V,住む,eläda
1137,arbeiten::V,働く,rata
1138,sammeln::V,集める,kogota
1139,sammeln::V,収集する,kogota
1140,pflücken::V,摘む,poimda
1141,jagen::V,狩りをする,mecata
1142,fischen::V,釣る,kalatada
1143,fassen::V,捕る,tabata
1144,hüten::V,放牧する,paimeta
1145,treiben::V,追う,ajada
1146,anbinden::V,繋ぐ,küttestada
1147,anbinden::V,繋ぐ,sidoda
1148,füttern::V,餌をやる,sötta
1149,melken::V,搾乳する,lüpsta
1150,hacken::V,刻む,sauda
1151,gießen::V,水をやる,valada
1152,reifen::V,熟す,küpseta
1153,zubereiten::V,調理する,vaumištada
1154,kochen::V,煮る,keitta
1155,backen::V,焼く,paštta
1156,braten::V,焼く,žarda
1157,braten::V,炒める,žarda
1158,umrühren::V,混ぜる,segoitada
1159,stricken::V,編む,kudoda
1160,nähen::V,縫う,ombelta
1161,färben::V,染める,mujutada
1162,reinigen::V,掃除する,puhtastada
1163,waschen::V,洗う,pesta
1164,waschen::V,洗濯する,pesta
1165,abwischen::V,拭く,pühktä
1166,spülen::V,洗う,huhtoida
1167,spülen::V,すすぐ,huhtoida
1168,fegen::V,掃除する,pühkta
1169,kehren::V,掃く,uhoita
1170,baden::V,入浴する,kül'ptäs
1171,sich waschen::V,洗う,pestas
1172,ausziehen::V,脱ぐ,riičta
1173,ausziehen::V,脱ぐ,rušta
1174,anziehen::V,着る,panda päle
1175,anziehen::V,着る,panda kädehe
1176,anziehen::V,着る,panda jaugha
1177,sich anziehen::V,着る,sobdas
1178,kämmen::V,梳く,harjata
1179,schmücken::V,飾る,čomitada
1180,sagen::V,言う,sanuda
1181,sprechen::V,話す,pagišta
1182,reden::V,話す,pagišta
1183,sich unterhalten::V,話をする,lodaita
1184,fragen::V,聞く,küzuda
1185,bitten::V,頼む,pakita
1186,bitten::V,お願いする,pakita
1187,erzählen::V,物語る,sanuda
1188,erzählen::V,物語る,starinoita
1189,mitteilen::V,伝える,tedotada
1190,nennen::V,名づける,nimitada
1191,rufen::V,呼ぶ,kucta
1192,prahlen::V,自慢する,kittäs
1193,übersetzen::V,訳す,käta
1194,denken::V,考える,meletada
1195,glauben::V,信じる,uskta
1196,bemerken::V,気が付く,homaita
1197,erkennen::V,認識する,tundištada
1198,begreifen::V,分かる,tabata
1199,verstehen::V,聞き取る,el'geta
1200,verstehen::V,聞き取る,toimetada
1201,lernen::V,学ぶ,opetas
1202,lernen::V,勉強する,opetas
1203,wissen::V,知っている,teta
1204,sich erinnern an::V,思い出す,johtutada
1205,vergessen::V,忘れる,unohtada
1206,messen::V,計る,märita
1207,messen::V,測定する,märita
1208,zählen::V,数える,lugeda
1209,rechnen::V,計算する,lugeda
1210,lesen::V,読む,lugeda
1211,malen::V,描く,pirta
1212,zeichnen::V,写生する,pirta
1213,schreiben::V,書く,kirjutada
1214,besitzen::V,所持する,omištada
1215,kaufen::V,買う,ostta
1216,verkaufen::V,売る,möda
1217,bezahlen::V,払う,maksta
1218,zahlen::V,支払う,maksta
1219,beherrschen::V,支配する,valdoita
1220,ertragen::V,耐える,tirpta
