,Concept_ID,ru,os
765,ein wenig::ADV,немного,чысыл
766,kaum::ADV,едва,цъус
767,sehr::ADV,очень,тынг
768,sehr::ADV,очень,иттӕг
769,so::ADV,так,афтӕ
770,noch::ADV,еще,ма
771,nur::ADV,только,канд
772,nur::ADV,только,ӕрмӕст
773,schon::ADV,уже,нырид
774,wieder::ADV,опять,ногӕй
775,vergebens::ADV,напрасно,дзæгъæлы
776,vergebens::ADV,напрасно,уæгъды
777,vergebens::ADV,напрасно,æнæхъуаджы
778,vor::PRP,перед,разы
779,hinter::PRP,за,фӕстӕ
780,hinter::PRP,позади,фӕстӕ
781,unter::PRP,под,бын
782,durch::PRP,сквозь,æхсæнты
783,neben::PRP,возле,цур
784,zwischen::PRP,между,астӕу
785,wegen::PRP,из-за,тыххай
786,dies::PRN,это,ай
787,das::PRN,то,уый
788,alles::PRN,все,алцы
789,alles::PRN,все,æппæтдæр
790,alles::PRN,все,иууылдӕр
791,ich::PRN,я,æз
792,du::PRN,ты,ды
793,er::PRN,он,уый
794,wir::PRN,мы,мах
795,ihr::PRN,вы,сымах
796,sie::PRN,они,уыдон
797,was::FPRN,что,цы
798,wer::FPRN,кто,чи
799,wo::FADV,где,кӕм
800,wohin::FADV,куда,кӕдӕм
801,wie::FADV,как,куыд
802,warum::FADV,почему,цӕмӕн
803,wieviel::FNUM,сколько,цал
804,eins::NUM,один,иу
805,zwei::NUM,два,дыууӕ
806,drei::NUM,три,ӕртӕ
807,vier::NUM,четыре,цыппар
808,fünf::NUM,пять,фондз
809,sechs::NUM,шесть,ӕхсӕз
810,sieben::NUM,семь,авд
811,acht::NUM,восемь,аст
812,neun::NUM,девять,фараст
813,zehn::NUM,десять,дӕс
814,elf::NUM,одиннадцать,иуæндæс
815,zwölf::NUM,двенадцать,дыууадæс
816,zwanzig::NUM,двадцать,дыууын
817,dreißig::NUM,тридцать,æртын
818,dreißig::NUM,тридцать,дæсæмæссæдз
819,vierzig::NUM,сорок,цыппор
820,vierzig::NUM,сорок,цыппур
821,vierzig::NUM,сорок,дыууиссæдзы
822,fünfzig::NUM,пятьдесят,фӕндзай
823,sechzig::NUM,шестьдесят,æхсай
824,sechzig::NUM,шестьдесят,æртиссæдзы
825,siebzig::NUM,семьдесят,æвдай
826,siebzig::NUM,семьдесят,дæс æмæ æртиссæдзы
827,achtzig::NUM,восемьдесят,цыппарыссæдзы
828,achtzig::NUM,восемьдесят,æстай
829,neunzig::NUM,девяносто,нæуæдз
830,neunzig::NUM,девяносто,дæс æмæ цыппарыссæдзы
831,hundert::NUM,сто,сӕдӕ
832,tausend::NUM,тысяча,мин
833,und::CNJ,и,ӕмӕ
834,oder::CNJ,или,кӕнӕ
835,oder::CNJ,либо,кӕнӕ
836,stehen::V,стоять,лӕууын
837,sitzen::V,сидеть,бадын
838,liegen::V,лежать,хуыссын
839,hängen::V,висеть,ауыгъд уын
840,werden::V,стать,суӕвын
841,passieren::V,случиться,æрцæуын
842,beginnen::V,начаться,райдайын
843,enden::V,кончиться,фæуын
844,wechseln::V,меняться,ивын
845,aufgehen[Sonne]::V,взойти,скæсын
846,untergehen[Sonne]::V,зайти, аныгуылын
847,scheinen[Sonne]::V,светить,рухс кӕнын
848,donnern::V,греметь,нæрын
849,wehen::V,дуть,дымын
850,strömen::V,литься,кӕлын
851,fließen::V,течь,цæуын
852,fließen::V,течь,уайын
853,fließen::V,течь,кæлын
854,sich drehen::V,вращаться,зилын
855,schwanken::V,колебаться,æнкъуысын
856,schwingen::V,качаться,æнкъуысын
857,schwingen::V,качаться,змæлын
858,fallen::V,падать,хауын
859,brennen::V,гореть,судзын
860,rauchen::V,дымить,фæздæг кæнын
861,regnen::V,дождить,уарын
862,gefrieren::V,замерзнуть,сӕлын
863,tauen::V,таять,стайын
864,schmelzen::V,плавиться,тайын
865,trocknen::V,сохнуть,хус кæнын
866,sieden::V,кипеть,фыцын
867,faulen::V,гнить,ӕмбийын
868,verfaulen::V,сгнить,бамбийын
869,reißen::V,рваться,скъуийын
870,versinken::V,тонуть,дӕлдон_кӕнын
871,vergehen::V,проходить,аивгъуийын
872,erscheinen::V,появиться,разынын
873,verschwinden::V,исчезнуть,фæтары уын
874,verschwinden::V,исчезнуть,фæдæлдзæх уын
875,verschwinden::V,исчезнуть,фесæфын
876,verschwinden::V,исчезнуть,æрбайсæфын
877,sinken::V,спадать,дæлæмæ æрхауын
878,abnehmen::V,уменьшиться,фæкъаддæр уын
879,abnehmen::V,уменьшиться,фæцух уын
880,zunehmen::V,увеличиваться,фæфылдæр уын
881,zunehmen::V,увеличиваться,сбирæ уын
882,zunehmen::V,увеличиваться,сахадын
883,steigen::V,подниматься,сыстын
884,wachsen::V,расти,рӕзын
885,glänzen::V,блестеть,ӕрттивын
886,funkeln::V,сверкать,тыбар-тыбур_кӕнын
887,lärmen::V,шуметь,хъæлæба кæнын
888,läuten::V,звонить,цæгъдын
889,klingeln::V,звонить,цæгъдын
890,klirren::V,звякать,дзыгъал-мыгъул кæнын
891,klirren::V,звякать,дзæгъ-дзæгъ кæнын
892,brausen::V,бушевать,абухын
893,rauschen::V,шелестеть,
894,klingen::V,звучать,зæлын
895,klingen::V,звучать,азæлын
896,klingen::V,звучать,хъуысын
897,bellen::V,лаять,рæйын
898,heulen::V,выть,ниуын
899,blasen::V,дунуть,фу кӕнын
900,pfeifen::V,свистеть,æхситт кæнын
901,pfeifen::V,свистеть,къуыззитт кæнын
902,schreien::V,кричать,хъӕр кӕнын
903,stöhnen::V,стонать,хъæрзын
904,stöhnen::V,стонать,дзыназын
905,zittern::V,дрожать,ризын
906,leben::V,жить,цӕрын
907,geboren werden::V,родиться,райгуырын
908,atmen::V,дышать,улӕфын
909,trinken::V,пить,нуазын
910,essen::V,есть,хӕрын
911,essen::V,кушать,хӕрын
912,schlucken::V,глотать,ныхъуырын
913,müde werden::V,устать,бафæллайын
914,müde werden::V,устать,бафæлмæцын
915,müde werden::V,устать,сфæлмæцын
916,einschlafen::V,заснуть,бафынæй уын
917,schlafen::V,спать,хуыссын
918,schlafen::V,спать,фынӕй кӕнын
919,aufwachen::V,проснуться,райхъал уын
920,aufstehen::V,встать,стын
921,sich erholen::V,отдыхать,фæллад уадзын
922,sich erholen::V,отдыхать,улæфын
923,krank werden::V,заболеть,фӕрынчын уын
924,krank sein::V,болеть,сӕйын
925,schmerzen::V,болеть,риссын
926,husten::V,кашлять,хуыфын
927,genesen::V,поправиться,сдзæбæх уын
928,genesen::V,поправиться,рандидзын
929,genesen::V,поправиться,сæндидзын
930,sterben::V,умереть,мӕлын
931,umkommen::V,погибнуть,фесæфын
932,umkommen::V,погибнуть,байсæфын
933,umkommen::V,погибнуть,бабын уын
934,umkommen::V,погибнуть,мард фæуын
935,sich bewegen::V,двигаться,тæлфын
936,sich bewegen::V,двигаться,цæуын
937,sich rühren::V,шевельнуться,змӕлын
938,sich erheben::V,встать,стын
939,sich setzen::V,сесть,сбадын
940,hinfallen::V,упасть,ӕрхауын
941,laufen::V,ходить,цӕуын
942,laufen::V,ходить,рацу-бацу_кӕнын
943,schreiten::V,шагать,къахдзæф кæнын
944,schreiten::V,шагать,санчъех кæнын
945,schreiten::V,шагать,цæуын
946,spazierengehen::V,гулять,озер кæнын
947,spazierengehen::V,гулять,тезгъо кæнын
948,eilen::V,спешить,тагъд кæнын
949,eilen::V,спешить,тындзын
950,sich beeilen::V,торопиться,тагъд кæнын
951,sich beeilen::V,торопиться,тындзын
952,sausen::V,мчаться,уайын
953,sausen::V,мчаться,тæхын
954,rennen::V,бегать,згъорын
955,springen::V,прыгать,гæпп кæнын
956,springen::V,прыгать,сæррæтт кæнын
957,springen::V,прыгать,лиуырын
958,klettern::V,лазать,хилын
959,schaukeln::V,раскачиваться,хецъро кæнын
960,schaukeln::V,раскачиваться,херыйыл бадын
961,kriechen::V,ползать,бырын
962,schwimmen::V,плавать,ленк кӕнын
963,tauchen::V,нырять,ныгъуылын
964,rudern::V,грести,бæлæгъ тæрын
965,rudern::V,грести,чема тæрын
966,fahren::V,ехать,цӕуын
967,fliegen::V,летать,тӕхын
968,gehen::V,идти,цӕуын
969,weggehen::V,уйти,ацӕуын
970,abfahren::V,отправиться,араст уын
971,anhalten::V,остановиться,æрлæууын
972,hineingehen::V,входить,мидæмæ цæуын
973,eintreten::V,войти,бацӕуын
974,kommen::V,прийти,æрцæуын
975,ankommen::V,прибыть,æрцæуын
976,zurückkommen::V,возвратиться,раздæхын
977,zurückkommen::V,возвратиться,фæстæмæ_раздæхын
978,zurückkommen::V,возвратиться,æрбаздæхын
979,zurückkommen::V,возвратиться,аздæхын
980,bleiben::V,остаться,лӕууын
981,warten::V,ждать,ӕнхъӕлмӕ кӕсын
982,erwarten::V,ожидать,ӕнхъӕлмӕ кӕсын
983,suchen::V,искать,агурын
984,finden::V,найти,ссарын
985,versuchen::V,пытаться,фӕлварын
986,vorbereiten::V,подготовить,бацаттæ кæнын
987,vorbereiten::V,подготовить,æрæввонг кæнын
988,lieben::V,любить,уарзын
989,mögen::V,любить,зæрдæмæ цæуын
990,lachen::V,смеяться,худын
991,rühren::V,растрогать,зæрдæ суынгæг кæнын
992,weinen::V,плакать,кӕуын
993,schimpfen::V,ругаться,æлгъитын
994,sich ärgern::V,сердиться,мæсты кæнын
995,sich fürchten::V,бояться,тæрсын
996,fürchten::V,бояться,тæрсын
997,fliehen::V,убегать,лидзын
998,flüchten::V,убежать,алидзын
999,sehen::V,видеть,уынын
1000,anschauen::V,посмотреть,акӕсын
1001,ansehen::V,смотреть,кӕсын
1002,hören::V,слышать,хъусын
1003,zuhören::V,слушать,хъусын
1004,probieren::V,пробовать,уынын
1005,probieren::V,пробовать,аходын
1006,riechen::V,нюхать,смудын
1007,fühlen::V,чувствовать,ӕнкъарын
1008,scheinen::V,казаться,зынын
1009,zu sehen sein::V,виднеться,зынын
1010,vernehmen::V,услышать,фехъусын
1011,frieren::V,мерзнуть,сийын
1012,tun::V,делать,кӕнын
1013,können::V,мочь,фӕразын
1014,können::V,уметь,фӕразын
1015,wollen::V,хотеть,фӕндын
1016,anfangen::V,начать,райдайын
1017,beenden::V,закончить,фӕуын
1018,aufhören::V,перестать,банцайын
1019,aufhören::V,перестать,фенцайын
1020,gelingen::V,удаться,бантысын
1021,geraten::V,оказаться,разынын
1022,öffnen::V,открыть,гом кӕнын
1023,schließen::V,закрыть,ӕхгӕнын
1024,stellen::V,поставить,ӕвӕрын
1025,setzen::V,посадить,сбадын кӕнын
1026,legen::V,класть,ӕрӕвӕрын
1027,berühren::V,трогать,агайын
1028,verbinden::V,связать,бӕттын
1029,bedecken::V,покрыть,ӕмбӕрзын
1030,aufhängen::V,повесить,ауындзын
1031,anzünden::V,зажечь,ссудзын
1032,aufheben::V,поднять,сисын
1033,zurücklassen::V,оставить,ныууадзын
1034,verlieren::V,потерять,фесафын
1035,fallen lassen::V,уронить,ӕрӕппарын
1036,fallen lassen::V,уронить,къухтӕй феуӕгъд кӕнын
1037,machen::V,сделать,саразын
1038,herstellen::V,изготовить,сцæттæ кæнын
1039,herstellen::V,изготовить,саразын
1040,bauen::V,строить,амайын
1041,reparieren::V,чинить,æмпъузын
1042,reparieren::V,чинить,цалцæг кæнын
1043,verbessern::V,улучшить,фæхуыздæр кæнын
1044,ändern::V,изменить,аивын
1045,graben::V,копать,къахын
1046,beugen::V,согнуть,æркъæдз кæнын
1047,beugen::V,согнуть,æртасын кæнын
1048,biegen::V,погнуть,тасын кӕнын
1049,drehen::V,вертеть,здухын
1050,wenden::V,повернуть,афæлдахын
1051,wenden::V,повернуть,рафæлдахын
1052,umdrehen::V,перевернуть,афæлдахын
1053,heben::V,поднимать,сдарын
1054,heben::V,поднимать,схæцын
1055,hochheben::V,поднять,уæлæмæ хæцын
1056,ergreifen::V,схватить,фӕлӕбурын
1057,halten::V,держать,дарын
1058,drücken::V,нажимать,æлхъивын
1059,drücken::V,нажимать,хæцын
1060,schieben::V,толкать,схойын
1061,kratzen::V,скрести,хафын
1062,lecken::V,лизать,сдæрын
1063,beißen::V,кусать,хæцын
1064,abreißen::V,оторвать,ратонын
1065,abschneiden::V,отрезать,ралыг кӕнын
1066,binden::V,вязать,бабӕттын
1067,stecken::V,воткнуть,ныссадзын
1068,brechen::V,сломать,асæттын
1069,brechen::V,сломать,басæттын
1070,brechen::V,сломать,ныссæттын
1071,klopfen::V,стучать,хойын
1072,klopfen::V,стучать,гуыпп-гуыпп кæнын
1073,klopfen::V,стучать,къуырцц-къуырцц кæнын
1074,hauen::V,бить,цӕвын
1075,hauen::V,бить,нӕмын
1076,kleben::V,клеить,ныхасын
1077,kleben::V,клеить,æндадзын
1078,reiben::V,тереть,сӕрфын
1079,reiben::V,тереть,хафын
1080,streichen::V,намазать,байсæрдын
1081,streichen::V,намазать,сахорын
1082,schleifen::V,точить,ссын
1083,schleifen::V,точить,цыргъ кӕнын
1084,schneiden::V,резать,кӕрдын
1085,rütteln::V,шатать,æнкъусын
1086,schütteln::V,трясти,уигъын
1087,schwenken::V,махать,тилын
1088,schwenken::V,махать,уигъын
1089,schütten::V,налить,ныккӕнын
1090,füllen::V,наполнить,байдзаг кæнын
1091,einwickeln::V,завернуть,батухын
1092,tragen::V,нести,хӕссын
1093,schleppen::V,тащить,ласын
1094,ziehen::V,тянуть,ласын
1095,aufbewahren::V,хранить,æвæрын
1096,werfen::V,бросать,зыввытт кӕнын
1097,fangen::V,ловить,ӕрцахсын
1098,packen::V,схватить,рацахсын
1099,verstecken::V,спрятать,æмбæхсын
1100,verstecken::V,спрятать,нымæхсын
1101,teilen::V,разделить,уарын
1102,schicken::V,посылать,ӕрвитын
1103,bringen::V,принести,æрхæссын
1104,bringen::V,принести,æрбахæссын
1105,hinzufügen::V,добавить,ӕфтауын
1106,bekommen::V,достать,ссарын
1107,bekommen::V,достать,сфæрæз кæнын
1108,bekommen::V,достать,самал кæнын
1109,erhalten::V,получить,райсын
1110,nehmen::V,взять,райсын
1111,wählen::V,выбрать,равзарын
1112,auswählen::V,отобрать,авзарын
1113,bewahren::V,сохранить,бавæрын
1114,bewahren::V,сохранить,нывæрын
1115,behindern::V,препятствовать,цæлхдур æвæрын
1116,behindern::V,препятствовать,ныхдур æвæрын
1117,behindern::V,препятствовать,къуылымпы кæнын
1118,behindern::V,препятствовать,хъыг дарын
1119,verderben::V,испортить,фесафын
1120,beschädigen::V,повредить,халын
1121,zerbrechen::V,разбить,асӕттын
1122,zerreißen::V,разорвать,аскъуынын
1123,zerstören::V,разрушить,фехалын
1124,verbrennen::V,сжечь,басудзын
1125,geben::V,дать,дӕттын
1126,reichen::V,передать,адæттын
1127,schenken::V,дарить,лæвар кæнын
1128,versprechen::V,обещать,дзырд раттын
1129,versprechen::V,обещать,зӕрдӕ бавӕрын
1130,wünschen::V,желать,зæрдæ зæгъы
1131,loben::V,хвалить,раппӕлын
1132,küssen::V,целовать,пъа кæнын
1133,küssen::V,целовать,ба кæнын
1134,wiegen::V,качать,узын
1135,zudecken::V,накрыть,бамбӕрзын
1136,wecken::V,разбудить,райхъал кӕнын
1137,zeigen::V,показать,амонын
1138,führen::V,вести,кӕнын
1139,führen::V,вести,фæкæнын
1140,lehren::V,учить,ахуыр кæнын
1141,unterrichten::V,преподавать,ахуыр кæнын
1142,aufziehen::V,воспитать,хъомыл кӕнын
1143,leiten::V,руководить,разамынд дӕттын
1144,antreiben::V,подгонять,тагъд кæнын
1145,antreiben::V,подгонять,рог кæнын
1146,lassen::V,заставить,кæнын
1147,einladen::V,пригласить,ӕрхонын
1148,einladen::V,пригласить,ӕрбахонын
1149,vereinigen::V,объединить,баиу кӕнын
1150,besuchen::V,посетить,абæрæг кæнын
1151,besuchen::V,посетить,бабæрæг кæнын
1152,besuchen::V,посетить,бауайын
1153,treffen::V,встретить,фембæлын
1154,sich versammeln::V,собраться,æрæмбырд уын
1155,spielen::V,играть,хъазын
1156,singen::V,петь,зарын
1157,tanzen::V,плясать,кафын
1158,tanzen::V,танцевать,кафын
1159,sich trennen::V,расстаться,фæйнæрдæм фæцæуын айхæлын
1160,verlassen::V,покинуть,ныууадзын
1161,retten::V,спасти,фервӕзын кӕнын
1162,bewachen::V,охранять,хъахъхъӕнын
1163,schützen::V,уберегать,хъахъхъӕнын
1164,verteidigen::V,защитить,бахизын
1165,sich schlagen::V,драться,хыл кæнын
1166,schießen::V,стрелять,ӕхсын
1167,siegen::V,победить,басӕттын
1168,siegen::V,победить,фӕуӕлахиз уӕвын
1169,ärgern::V,сердить,мӕсты кӕнын
1170,schlagen::V,ударить,ныццæвын
1171,treten::V,пинать,
1172,stechen::V,уколоть,фæрæхойын
1173,stoßen::V,толкнуть,риуыгъын
1174,stehlen::V,украсть,давын
1175,stören::V,помешать,хъыгдарын
1176,belästigen::V,надоедать,хъыгдарын
1177,verbergen::V,скрыть,бамбӕхсын
1178,verbergen::V,скрыть,басусӕг кӕнын
1179,täuschen::V,обмануть,фӕливын
1180,täuschen::V,обмануть,асайын
1181,betrügen::V,смошенничать,асайын
1182,töten::V,убить,амарын
1183,wohnen::V,проживать,цӕрын
1184,arbeiten::V,работать,кусын
1185,sammeln::V,собрать,æртонын
1186,pflücken::V,рвать,тонын
1187,pflücken::V,срывать,тонын
1188,jagen::V,охотиться,цуан кæнын
1189,fischen::V,рыбачить,кæсаг ахсын æнгуырæй
1190,fischen::V,рыбачить,æнгуыр дарын
1191,fassen::V,поймать,ӕрцахсын
1192,hüten::V,пасти,хизын
1193,treiben::V,гнать,скъӕрын
1194,anbinden::V,привязать,бабæттын
1195,anbinden::V,привязать,æрбæттын
1196,füttern::V,кормить,холлаг дæттын
1197,füttern::V,кормить,холлаг æвæрын
1198,füttern::V,кормить,дарын
1199,melken::V,доить,дуцын
1200,hacken::V,рубить,кæрдын
1201,hacken::V,рубить,лыгтæ кæнын
1202,gießen::V,полить,бакалын
1203,reifen::V,созреть,срæгъæд уын
1204,reifen::V,созреть,сцæттæ уын
1205,zubereiten::V,приготовить,сцӕттӕ кӕнын
1206,kochen::V,варить,фыцын
1207,backen::V,печь,фыцын
1208,braten::V,жарить,цурын
1209,umrühren::V,перемешать,ахæццæ кæнын
1210,umrühren::V,перемешать,азмæнтын
1211,umrühren::V,перемешать,астауын
1212,stricken::V,вязать,кæнын
1213,stricken::V,вязать,бийын
1214,nähen::V,шить,хуыйын
1215,färben::V,покрасить,ахорын
1216,reinigen::V,очистить,ссыгъдæг кæнын
1217,reinigen::V,очистить,ныссыгъдæг кæнын
1218,reinigen::V,очистить,ныссæрфын
1219,waschen::V,стирать,ӕхсын
1220,abwischen::V,вытереть,сӕрфын
1221,spülen::V,полоскать,æнхъæвзын
1222,fegen::V,подметать,мӕрзын
1223,kehren::V,мести,мӕрзын
1224,baden::V,купаться,хи найын
1225,sich waschen::V,мыться,хи æхсын
1226,ausziehen::V,снять,ласын
1227,anziehen::V,надеть,скæнын
1228,sich anziehen::V,одеться,дзаума скæнын
1229,sich anziehen::V,одеться,дарæс скæнын
1230,kämmen::V,причесать,ныффасын
1231,kämmen::V,причесать,æрфасын
1232,schmücken::V,украсить,фӕлындын
1233,sagen::V,сказать,зæгъын
1234,sprechen::V,говорить,дзурын
1235,reden::V,разговаривать,ныхас кӕнын
1236,sich unterhalten::V,беседовать,ныхас кæнын
1237,fragen::V,спросить,фӕрсын
1238,bitten::V,просить,курын
1239,erzählen::V,рассказать,радзурын
1240,erzählen::V,рассказать,ратаурæгъ кæнын
1241,mitteilen::V,сообщить,фехъусын кæнын
1242,nennen::V,назвать,хонын
1243,rufen::V,звать,сидын
1244,prahlen::V,хвастаться,ӕппӕлын
1245,übersetzen::V,перевести,ратæлмац кæнын
1246,denken::V,думать,ӕнхъӕлын
1247,denken::V,думать,хъуыды кӕнын
1248,glauben::V,верить,уырнын
1249,bemerken::V,заметить,фенын
1250,erkennen::V,узнать,базонын
1251,begreifen::V,понять,ӕмбарын
1252,begreifen::V,понять,бамбарын
1253,begreifen::V,постичь,ӕмбарын
1254,begreifen::V,постичь,бамбарын
1255,verstehen::V,услышать,
1256,lernen::V,учиться,ахуыр кӕнын
1257,wissen::V,знать,зонын
1258,sich erinnern an::V,вспомнить,зæрдыл æрлæууын
1259,sich erinnern an::V,вспомнить,æрымысын
1260,sich erinnern an::V,вспомнить,æрбаймысын
1261,sich erinnern an::V,вспомнить,æрхъуыды кæнын
1262,vergessen::V,забыть,ферох кæнын
1263,vergessen::V,забыть,айрох кæнын
1264,messen::V,мерить,барын
1265,zählen::V,считать,нымайын
1266,rechnen::V,считать,хынцын
1267,lesen::V,читать,кӕсын
1268,lesen::V,читать,фӕрсын
1269,malen::V,рисовать,ныв кӕнын
1270,zeichnen::V,рисовать,ныв кӕнын
1271,schreiben::V,писать,фыссын
1272,besitzen::V,иметь,хицау уын
1273,kaufen::V,купить,балхӕнын
1274,verkaufen::V,продать,уӕй кӕнын
1275,bezahlen::V,заплатить,бафидын
1276,zahlen::V,платить,фидын
1277,beherrschen::V,владеть,æлдариуæг кæнын
1278,ertragen::V,вытерпеть,бавзарын
