,Concept_ID,kk,fi
171,Schwanz::N,құйрық,häntä
172,Schwanz::N,құйрық,pyrstö
173,Ei::N,жұмыртқа,muna
174,Nest::N,ұя,pesä
175,Bau::N,жатақ,pesä
176,Tier::N,айуан,eläin
177,Tier::N,жануар,eläin
178,Herde::N,пада,lauma
179,Kuh::N,сиыр,lehmä
180,Bulle::N,өгіз,sonni
181,Pferd::N,жылқы,hevonen
182,Schaf::N,қой,lammas
183,Schwein::N,шошқа,sika
184,Hund::N,ит,koira
185,Katze::N,мысық,kissa
186,Bär::N,аю,karhu
187,Eichhörnchen::N,тиін,orava
188,Elch::N,бұғы,hirvi
189,Fuchs::N,түлкі,kettu
190,Hase::N,қоян,jänis
191,Maus::N,қаптесер,hiiri
192,Wolf::N,бөрі,susi
193,Wolf::N,қасқыр,susi
194,Vogel::N,құс,lintu
195,Schwarm::N,топ,parvi
196,Schwarm::N,үйір,parvi
197,Huhn::N,тауық,kana
198,Huhn::N,мекиен,kana
199,Hahn::N,әтеш,kukko
200,Hahn::N,қораз,kukko
201,Gans::N,қаз,hanhi
202,Adler::N,бүркіт,kotka
203,Ente::N,үйрек,ankka
204,Eule::N,жапалақ,pöllö
205,Kranich::N,тырна,kurki
206,Krähe::N,қарға,varis
207,Kuckuck::N,көкек,käki
208,Schwan::N,аққу,joutsen
209,Fisch::N,балық,kala
210,Barsch::N,алабұға,ahven
211,Hecht::N,шортан,hauki
212,Schlange[Tier]::N,жылан,käärme
213,Wurm::N,шұбалшаң,mato
214,Spinne::N,өрмекші,hämähäkki
215,Ameise::N,қүмырска,muurahainen
216,Laus::N,бит,täi
217,Mücke::N,маса,sääski
218,Mücke::N,маса,hyttynen
219,Fliege::N,шыбын,kärpänen
220,Schmetterling::N,көбелек,perhonen
221,Beere::N,жидек,marja
222,Apfel::N,алма,omena
223,Pilz::N,қозықұйрық,sieni
224,Pilz::N,саңыраукулақ,sieni
225,Zwiebel::N,жуа,sipuli
226,Saat::N,тұқым,siemenet
227,Korn::N,дән,jyvä
228,Korn::N,дән,vilja
229,Heu::N,шөп,heinä
230,Schale::N,қабық,kuori
231,Schale::N,қабығы,kuori
232,Grube::N,ор,kuoppa
233,Falle::N,дұзақ,loukku
234,Falle::N,қақпан,loukku
235,Schlinge::N,ілмек,ansa
236,Spur::N,із,jälki
237,Asche::N,күл,tuhka
238,Dreck::N,былғаныш,lika
239,Eisen::N,темір,rauta
240,Gold::N,алтын,kulta
241,Silber::N,күміс,hopea
242,Kohle::N,көмір,hiili
243,Glas::N,шыны,lasi
244,Lehm::N,балшық,savi
245,Sand::N,құм,hiekka
246,Mensch::N,адам,ihminen
247,Mann::N,еркек,mies
248,Mann::N,ер адам,mies
249,Frau::N,бике,nainen
250,Frau::N,қатын,nainen
251,Kind::N,бала,lapsi
252,Kind::N,перзент,lapsi
253,Junge::N,бала,poika
254,Junge::N,ер бала,poika
255,Mädchen::N,қыз,tyttö
256,Familie::N,жанұя,perhe
257,Großvater::N,ата,isoisä
258,Großmutter::N,әже,isoäiti
259,Großmutter::N,әжей,isoäiti
260,Eltern::N,ата-аналар,vanhemmat
261,Vater::N,әке,isä
262,Mutter::N,ана,äiti
263,Sohn::N,ұл,poika
264,Tochter::N,қызым,tytär
265,Bruder::N,бауырым,veli
266,Schwester::N,әпке,sisko
267,Onkel::N,көке,eno
268,Onkel::N,көке,setä
269,Tante::N,тәте,täti
270,Ehemann::N,ер,mies
271,Ehemann::N,ер,aviomies
272,Ehefrau::N,зайып,vaimo
273,Ehefrau::N,зайып,aviovaimo
274,Freude::N,қуаныш,ilo
275,Freude::N,қуаныш,riemu
276,Freude::N,сүйініш,ilo
277,Freude::N,сүйініш,riemu
278,Freude::N,шат-думан,ilo
279,Freude::N,шат-думан,riemu
280,Freude::N,қуаныштылық,ilo
281,Freude::N,қуаныштылық,riemu
282,Gelächter::N,күлу,nauru
283,Glück::N,бақыт,onni
284,Glück::N,бақыттылық,onni
285,Kummer::N,аза,suru
286,Kummer::N,аза,murhe
287,Kummer::N,қайғы,suru
288,Kummer::N,қайғы,murhe
289,Kummer::N,қасырет,suru
290,Kummer::N,қасырет,murhe
291,Wunsch::N,мүдде,toive
292,Wunsch::N,мүдде,toivomus
293,Lust::N,тәбет,himo
294,Lust::N,ынтызар,himo
295,Lust::N,құштарлық,himo
296,Geist::N,рух,henki
297,Gedanke::N,ой,aate
298,Gedanke::N,ой,ajatus
299,Gedächtnis::N,ес,muisti
300,Gedächtnis::N,жады,muisti
301,Gedächtnis::N,ақыл-ес,muisti
302,Verstand::N,ақыл,äly
303,Verstand::N,ақыл,järki
304,Verstand::N,ақыл,ymmärrys
305,Verstand::N,парасат,äly
306,Verstand::N,парасат,järki
307,Verstand::N,парасат,ymmärrys
308,Sinn::N,мән,merkitys
309,Sinn::N,маныз,merkitys
310,Sinn::N,мағына,merkitys
311,Sinn::N,мән-мағына,merkitys
312,Grund::N,себеп,syy
313,Grund::N,себеп,peruste
314,Wahrheit::N,рас,tosi
315,Wahrheit::N,рас,totuus
316,Gespräch::N,әңгіме,puhelu
317,Gespräch::N,әңгіме,keskustelu
318,Märchen::N,ертеп,satu
319,Märchen::N,ертек,satu
320,Erzählung::N,әңгіме,tarina
321,Erzählung::N,әңгіме,kertomus
322,Nachricht::N,хабар,tieto
323,Nachricht::N,хабар,ilmoitus
324,Neuigkeit::N,жаңалық,uutinen
325,Name::N,ат,nimi
326,Name::N,атау,nimi
327,Rätsel::N,жұмбақ,arvoitus
328,Rede::N,сөз,puhe
329,Sprache::N,тіл,kieli
330,Stimme::N,үн,ääni
331,Stimme::N,әуен,ääni
332,Stimme::N,дауыс,ääni
333,Wort::N,сөз,sana
334,Zeichen::N,ишара,merkki
335,Ruf::N,айғай,kutsu
336,Lärm::N,айғай-шу,melu
337,Lärm::N,айғай-шу,hälinä
338,Lärm::N,айғай-ұйғай,melu
339,Lärm::N,айғай-ұйғай,hälinä
340,Laut::N,дыбыс,ääni
341,Laut::N,дауыс,ääni
342,Ton::N,әуен,sävel
343,Lied::N,ән,laulu
344,Lied::N,жыр,laulu
345,Lied::N,ән-жыр,laulu
346,Ruhe::N,тыныштық,lepo
347,Ruhe::N,тыныштық,rauha
348,Leute::N,кісілер,väki
349,Leute::N,кісілер,ihmiset
350,Volk::N,халық,kansa
351,Arbeit::N,еңбек,työ
352,Gast::N,қонақ,vieras
353,Gast::N,мейман,vieras
354,Geschenk::N,қадия,lahja
355,Spiel::N,ойын,peli
356,Spiel::N,ойын,leikki
357,Gesellschaft::N,қауым,seura
358,Gesellschaft::N,жұртшылық,seura
359,Hilfe::N,жэрдем,apu
360,Freund::N,дос,ystävä
361,Kamerad::N,дос-жар,toveri
362,Angelegenheit::N,жұмыс,asia
363,Anzahl::N,сан,lukumäärä
364,Anzahl::N,саны,lukumäärä
365,Art::N,түр,laji
366,Stück::N,тілім,pala
367,Stück::N,тілім,kappale
368,Teil::N,үлес,osa
369,Teil::N,бөлшек,osa
370,Hälfte::N,жарты,puoli
371,Kreis::N,шеңбер,ympyrä
372,Kreuz::N,крест,risti
373,Linie::N,сызық,viiva
374,Strich::N,сызық,piirto
375,Abstand::N,ара,väli
376,Abstand::N,ара,väljyys
377,Abstand::N,аралық,väli
378,Abstand::N,аралық,väljyys
379,Entfernung::N,аралық,etäisyys
380,Gegend::N,өңір,seutu
381,Platz::N,орны,tila
382,Ort::N,орын,kohta
383,Ort::N,орын,paikka
384,Seite::N,жақ,sivu
385,Seite::N,жақ,kylki
386,Seite::N,бүйір,sivu
387,Seite::N,бүйір,kylki
388,Mitte::N,ортасы,keskus
389,Mitte::N,ортасы,puoliväli
390,Gegenstand::N,зат,kalu
391,Gegenstand::N,зат,esine
392,Gegenstand::N,нәрсе,kalu
393,Gegenstand::N,нәрсе,esine
394,Sache::N,бұйым,asia
395,Rand::N,шет,ääri
396,Rand::N,шет,syrjä
397,Rand::N,шеті,ääri
398,Rand::N,шеті,syrjä
399,Kante::N,қыр,särmä
400,Kante::N,қыры,särmä
401,Ecke::N,қыры,nurkka
402,Ecke::N,бұрыш,nurkka
403,Spitze::N,ұшы,terä
404,Spitze::N,ұшы,kärki
405,Ende::N,аяқ,pää
406,Ende::N,аяқ,perä
407,Ende::N,соңы,pää
408,Ende::N,соңы,perä
409,Loch::N,тесік,kolo
410,Loch::N,тесік,reikä
411,Winkel::N,мүйіс,kulma
412,Muster::N,мәнер,kuvio
413,Größe::N,ауқым,koko
414,Größe::N,ауқым,suuruus
415,Größe::N,көлемдік,koko
416,Größe::N,көлемдік,suuruus
417,Länge::N,бой,pituus
418,Länge::N,ұзындық,pituus
419,Höhe::N,жоғарылық,korkeus
420,Höhe::N,биіктік,korkeus
421,Gewicht::N,салмақ,paino
422,Menge::N,мөлшер,määrä
423,Haufen::N,үйме,kasa
424,Haufen::N,үйінді,kasa
425,Reihe::N,сап,rivi
426,Boot::N,қайық,vene
427,Ruder::N,ескек,airo
428,Schlitten::N,шана,reki
429,Schlitten::N,шана,kelkka
430,Ski::N,шаңғы,suksi
431,Lagerfeuer::N,алау,nuotio
432,Last::N,ауырлық,kuorma
433,Last::N,ауыр зат,kuorma
434,Gang::N,жүріс,kulku
435,Gang::N,жүріс,käynti
436,Schritt::N,адым,askel
437,Norden::N,солтүстік,pohjoinen
438,Norden::N,терістік,pohjoinen
439,Süden::N,оңтүстік,etelä
440,Westen::N,батыс,länsi
441,Osten::N,күншығыс,itä
442,Holz::N,ағаш,puu
443,Holz::N,сүрек,puu
444,Brett::N,тақта,lauta
445,Platte::N,тақта,levy
446,Stütze::N,тіреу,noja
447,Stange::N,қада,tanko
448,Stock::N,сойыл,keppi
449,Stab::N,сырық,sauva
450,Stab::N,сырық,seiväs
451,Rohr::N,құбыр,putki
452,Haus::N,үй,talo
453,Heim::N,үйлі,koti
454,Heim::N,шаңырақ,koti
455,Ofen::N,ошақ,uuni
456,Ofen::N,пеш,uuni
457,Fußboden::N,еден,lattia
458,Tisch::N,үстел,pöytä
459,Stuhl::N,орындық,tuoli
460,Wiege::N,бесік,kehto
461,Bett::N,кереует,sänky
462,Regal::N,сөре,hylly
463,Kiste::N,жәшік,arkku
464,Kiste::N,жәшік,kirstu
465,Kiste::N,жәшік,laatikko
466,Fenster::N,терезе,ikkuna
467,Tür::N,есік,ovi
468,Tor::N,дарбаза,portti
469,Zaun::N,дуал,aita
470,Dach::N,шатыр,katto
471,Leiter::N,саты,tikkaat
472,Leiter::N,саты,tikapuut
473,Leiter::N,басқыш,tikkaat
474,Leiter::N,басқыш,tikapuut
475,Besen::N,сыпырғыш,luuta
476,Spaten::N,күрек,lapio
477,Schaufel::N,қалақ,lapio
478,Gabel::N,аша,haarukka
479,Gabel::N,шанышқы,haarukka
480,Löffel::N,қасық,lusikka
481,Messer::N,пышақ,veitsi
482,Nagel::N,мық,naula
483,Nagel::N,шеге,naula
484,Netz::N,керегекөз,verkko
485,Haken::N,ілмек,haka
486,Haken::N,ілмек,koukku
487,Griff::N,сап,ripa
488,Griff::N,сап,kahva
489,Griff::N,тұтқа,ripa
490,Griff::N,тұтқа,kahva
491,Schloss::N,құлып,lukko
492,Schloss::N,бекіткіш,lukko
493,Bild::N,сурет,kuva
494,Figur::N,тұлға,kuvio
495,Puppe::N,қуыршақ,nukke
496,Beutel::N,қапшық,pussi
497,Bündel::N,байлам,nippu
498,Bündel::N,байлам,kimppu
499,Tasche::N,дорба,laukku
500,Eimer::N,шелек,sanko
501,Eimer::N,шелек,ämpäri
502,Deckel::N,жапқыш,kansi
503,Geschirr::N,ыдыс,astia
504,Sack::N,қап,säkki
505,Tasse::N,шыныаяқ,kuppi
506,Topf::N,кәстрөл,pata
507,Kessel::N,қазан,kattila
508,Essen::N,ас,syönti
509,Nahrung::N,ас,ruoka
510,Nahrung::N,ас,ravinto
511,Nahrung::N,тамақ,ruoka
512,Nahrung::N,тамақ,ravinto
513,Speise::N,тағам,ruoka
514,Fleisch::N,ет,liha
515,Getreide::N,дәнді,vilja
516,Brei::N,ботқа,puuro
517,Brot::N,күлше,leipä
518,Scheibe::N,тілім,viipale
519,Fett::N,май,rasva
520,Butter::N,май,voi
521,Öl::N,май,öljy
522,Salz::N,тұз,suola
523,Suppe::N,көже,keitto
524,Honig::N,бал,hunaja
525,Milch::N,сүт,maito
526,Tee::N,шай,tee
527,Leder::N,көн,nahka
528,Wolle::N,жүн,villa
529,Stoff::N,мата,kangas
530,Stoff::N,кездеме,kangas
531,Nadel::N,ине,neula
532,Faden::N,жіп,lanka
533,Knopf::N,түйме,nappi
534,Knoten::N,түйін,solmu
535,Farbe::N,рең,maali
536,Kleidung::N,киім,vaatteet
537,Hemd::N,жейде,paita
538,Kragen::N,жаға,kaulus
539,Ärmel::N,жең,hiha
540,Hose::N,шалбар,housut
541,Gürtel::N,белбеу,vyö
542,Mütze::N,қалпақ,lakki
543,Schuh::N,кебіс,kenkä
544,Stiefel::N,етік,saapas
545,Ring::N,жүзік,sormus
546,Band::N,таспа,nauha
547,Kamm::N,тарақ,kampa
548,Spiegel::N,айна,peili
549,Riemen::N,қайыс,hihna
550,Schnur::N,жіп,naru
551,Schnur::N,жіп,nuora
552,Leine::N,тізгін,talutushihna
553,Decke::N,көрпе,peite
554,Kissen::N,жастық,tyyny
555,Kissen::N,жастық,pielus
556,Tuch::N,орамал,huivi
557,Handtuch::N,сүлгі,pyyheliina
558,Kraft::N,қуат,väki
559,Kraft::N,қуат,voima
560,Kraft::N,қарқын,väki
561,Kraft::N,қарқын,voima
562,Kraft::N,әл-шама,väki
563,Kraft::N,әл-шама,voima
564,Kraft::N,әл-дәрмен,väki
565,Kraft::N,әл-дәрмен,voima
566,Stärke::N,әл,vahvuus
567,Stärke::N,күш,vahvuus
568,Gesundheit::N,денсаулык,terveys
569,Krankheit::N,ауру,tauti
570,Krankheit::N,ауру,sairaus
571,Schmerz::N,ауру,kipu
572,Schmerz::N,ауру,särky
573,Wunde::N,зақым,haava
574,Wunde::N,жарақат,haava
575,Fieber::N,безгек,kuume
576,Fieber::N,қалтырау,kuume
577,Fieber::N,қызу көтерілуі,kuume
578,Arznei::N,дәрі,lääke
579,Arznei::N,дәрі-дәрмек,lääke
580,Brücke::N,көпір,silta
581,Brunnen::N,құдық,kaivo
582,Weide::N,өріс,laidun
583,Weide::N,жайылым,laidun
584,Pfad::N,жол,polku
585,Weg::N,жол,tie
586,Straße::N,жол,katu
587,Dorf::N,ауыл,kylä
588,Stadt::N,қала,kaupunki
589,Stadt::N,шаһар,kaupunki
590,Brief::N,хат,kirje
591,Brief::N,жазу,kirje
592,Buch::N,кітап,kirja
593,Buchstabe::N,әріп,kirjain
594,Buchstabe::N,қаріп,kirjain
595,Zeitung::N,газет,lehti
596,Zeitung::N,газет,sanomalehti
597,Leben::N,өмір,elo
598,Leben::N,өмір,elämä
599,Leben::N,тіршілік,elo
600,Leben::N,тіршілік,elämä
601,Tod::N,опат,kuolema
602,Grab::N,мола,hauta
603,Grab::N,мазар,hauta
604,Kirche::N,шіркеу,kirkko
605,Sünde::N,күнә,synti
606,Gott::N,алла,jumala
607,Gott::N,құдай,jumala
608,Gott::N,тәңірі,jumala
609,Gott::N,пәруардігер,jumala
610,Gott::N,жаратқан тәңірі,jumala
611,Arbeiter::N,жүмысшы,työläinen
612,Chef::N,басшы,päällikkö
613,Chef::N,жұмыс басқарушысы,päällikkö
614,Meister::N,шебер,mestari
615,Meister::N,өнерпаз,mestari
616,Arzt::N,дәрігер,lääkäri
617,Lehrer::N,мұғалім,opettaja
618,Geld::N,пұл,raha
619,Geschäft::N,бизнес,liike
620,Laden::N,дүкен,puoti
621,Laden::N,дүкен,kauppa
622,Preis::N,ақы,hinta
623,Preis::N,құны,hinta
624,Preis::N,нарық,hinta
625,Ware::N,тауар,tavara
626,Nutzen::N,пайда,hyöty
627,Reichtum::N,бақ-дәулет,rikkaus
628,Welt::N,әлем,maailma
629,Welt::N,жиһан,maailma
630,Land::N,аймақ,maa
631,Staat::N,мемлекет,valtio
632,König::N,патша,kuningas
633,Macht::N,өкімет,mahti
634,Macht::N,қожалық,mahti
635,Grenze::N,шек,raja
636,Krieg::N,соғыс,sota
637,Feind::N,жау,vihollinen
638,Feind::N,дұшпан,vihollinen
639,Gewalt::N,зорлык,väkivalta
640,Gewalt::N,зорлық-зомбылык,väkivalta
641,Kampf::N,күрес,taistelu
642,Kampf::N,алыспақ,taistelu
643,Bogen[Waffe]::N,саржа,jousi
644,Pfeil::N,жебе,nuoli
645,Gewehr::N,қару,kivääri
646,Fehler::N,әбес,vika
647,Fehler::N,әбес,virhe
648,Fehler::N,қаталық,vika
649,Fehler::N,қаталық,virhe
650,Lüge::N,өтірік,valhe
651,Schaden::N,зиян,vaurio
652,Schaden::N,зиян,vahinko
653,Schaden::N,зарар,vaurio
654,Schaden::N,зарар,vahinko
655,Unglück::N,пәле,vahinko
656,Unglück::N,пәле,onnettomuus
657,Unglück::N,қасырет,vahinko
658,Unglück::N,қасырет,onnettomuus
659,Unglück::N,ауыртпалық,vahinko
660,Unglück::N,ауыртпалық,onnettomuus
661,Schuld::N,айыптылық,syy
662,Alter::N,жас,ikä
663,Alter::N,жас шамасы,ikä
664,Schluss::N,ада,loppu
665,Schluss::N,бітуі,loppu
666,Zeit::N,уақыт,aika
667,Tag::N,күн,päivä
668,Morgen::N,таң,aamu
669,Morgen::N,таң,huomen
670,Morgen::N,таңертең,aamu
671,Morgen::N,таңертең,huomen
672,Mittag::N,талтүс,keskipäivä
673,Abend::N,кеш,ilta
674,Nacht::N,түн,yö
675,Woche::N,апта,viikko
676,Monat::N,ай,kuukausi
677,Jahr::N,жыл,vuosi
678,Frühling::N,көктем,kevät
679,Sommer::N,жаз,kesä
680,Herbst::N,күз,syksy
681,Winter::N,қыс,talvi
682,Januar::N,каңтар,tammikuu
683,Februar::N,ақпан,helmikuu
684,März::N,наурыз,maaliskuu
685,April::N,сәуір,huhtikuu
686,Mai::N,мамыр,toukokuu
687,Juni::N,маусым,kesäkuu
688,Juli::N,шілде,heinäkuu
689,August::N,сүмбіле,elokuu
690,August::N,тамыз,elokuu
691,September::N,қыркүйек,syyskuu
692,Oktober::N,ақырап,lokakuu
693,November::N,қараша,marraskuu
694,Dezember::N,желтоқсан,joulukuu
695,Montag::N,дүйсенбі,maanantai
696,Dienstag::N,сейсенбі,tiistai
697,Mittwoch::N,сәрсенбі,keskiviikko
698,Donnerstag::N,бейсенбі,torstai
699,Freitag::N,жұма,perjantai
700,Samstag::N,сенбі,lauantai
701,Sonntag::N,жексембі,sunnuntai
702,groß::A,алпамсадай,iso
703,groß::A,алпамсадай,suuri
704,klein::A,кішкене,pieni
705,klein::A,қарғадай,pieni
706,lang::A,сопақ,pitkä
707,lang::A,сорайған,pitkä
708,kurz::A,кеспелтек,lyhyt
709,breit::A,айдынды,leveä
710,schmal::A,қысық,kapea
711,dicht::A,жиі,taaja
712,dick[Gegenstand]::A,шомбал,paksu
713,dünn::A,жұқа,ohut
714,dünn::A,жіңішке,ohut
715,fein::A,қаңылтақ,hieno
716,fest::A,берік,luja
717,fest::A,мызғымас,luja
718,flach::A,жалпак,litteä
719,flach::A,жалпак,tasainen
720,glatt::A,типыл,sileä
721,glatt::A,типыл,siloinen
722,hart::A,қатты,kova
723,weich::A,жұмсақ,pehmeä
724,rund::A,домалақ,pyöreä
725,spitz::A,үшкір,terävä
726,scharf::A,сүйрік,terävä
727,stumpf::A,доғал,tylsä
728,stumpf::A,өтпейтін,tylsä
729,schwer::A,салмақты,raskas
730,schwer::A,салмақты,painava
731,schön::A,сұлу,kaunis
732,heiß::A,ыссы,kuuma
733,warm::A,жылы,lämmin
734,kalt::A,аязды,kylmä
735,kalt::A,аязды,viluinen
736,kühl::A,салқын,viileä
737,frisch::A,таза,tuore
738,frisch::A,жаңа,tuore
739,feucht::A,нам,kostea
740,feucht::A,дымқылды,kostea
741,nass::A,сулы,märkä
742,trocken::A,құрғақ,kuiva
743,voll::A,толы,täysi
744,leer::A,бос,tyhjä
745,offen::A,ашып қойылған,avonainen
746,geschlossen::A,жабулы,suljettu
747,sauber::A,дақсыз,puhdas
748,sauber::A,мұнтаздай,puhdas
749,schmutzig::A,айғыз,likainen
750,schmutzig::A,сатпақ,likainen
751,schmutzig::A,сатал-сатал,likainen
752,roh::A,шикі,raaka
753,reif::A,піскен,kypsä
754,lecker::A,дәмді,herkullinen
755,süß::A,тәтті,makea
756,bitter::A,ащы,karvas
757,bitter::A,ащы,kitkerä
758,sauer::A,қышқыл,hapan
759,hell::A,жарық,kirkas
760,hell::A,жарық,valoisa
761,hell::A,жарқын,kirkas
762,hell::A,жарқын,valoisa
763,dunkel::A,қараңғы,pimeä
764,schwarz::A,қара,musta
765,weiß::A,ақ,valkea
766,rot::A,қызыл,punainen
767,gelb::A,сары,keltainen
768,blau::A,көк,sininen
769,grün::A,жасыл,vihreä
770,grau::A,бозамық,harmaa
771,bunt::A,алабажак,kirjava
772,billig::A,арзан,halpa
773,billig::A,арзан,huokea
774,teuer::A,бағалы,kallis
775,wertvoll::A,құнды,arvokas
776,wertvoll::A,қымбат,arvokas
777,blind::A,көзсіз,sokea
778,blind::A,көр,sokea
779,blind::A,көр_соқыр,sokea
780,taub::A,керең,kuuro
781,taub::A,саңырау,kuuro
782,kräftig::A,қуатты,väkevä
783,kräftig::A,қуатты,voimakas
784,kräftig::A,қарымды,väkevä
785,kräftig::A,қарымды,voimakas
786,stark::A,білекті,vahva
787,schwach::A,әлсіз,heikko
788,schwach::A,күшсіз,heikko
789,schwach::A,қайратсыз,heikko
790,fett::A,семіз,lihava
791,schlank::A,ашаң,hoikka
792,schlank::A,ашаң,solakka
793,hübsch::A,ажарлы,soma
794,hübsch::A,ажарлы,sievä
