,Concept_ID,pl,lv
311,Feder::N,pióro,гӧн
312,Feder::N,pióro,тывборд
313,Feder::N,pióro,spalva
314,Fell::N,futro,ку
315,Fell::N,futro,āda
316,Flügel::N,skrzydło,борд
317,Flügel::N,skrzydło,spārns
318,Klaue::N,szpon,гыж
319,Klaue::N,szpon,nags
320,Kralle::N,pazur,гыж
321,Kralle::N,pazur,nags
322,Schwanz::N,ogon,бӧж
323,Schwanz::N,ogon,ļipa
324,Ei::N,jajko,кольк
325,Ei::N,jajko,ola
326,Nest::N,gniazdo,поз
327,Nest::N,gniazdo,ligzda
328,Bau::N,nora,горс
329,Bau::N,nora,пырмӧс
330,Bau::N,nora,гу
331,Bau::N,nora,ala
332,Tier::N,zwierzę,пемӧс
333,Tier::N,zwierzę,dzīvnieks
334,Herde::N,stado,стада
335,Herde::N,stado,кельӧб
336,Herde::N,stado,ganāmpulks
337,Herde::N,trzoda,стада
338,Herde::N,trzoda,кельӧб
339,Herde::N,trzoda,ganāmpulks
340,Kuh::N,krowa,мӧс
341,Kuh::N,krowa,govs
342,Bulle::N,byk,ӧш
343,Bulle::N,byk,bullis
344,Pferd::N,koń,вӧв
345,Pferd::N,koń,zirgs
346,Schaf::N,owca,ыж
347,Schaf::N,owca,aita
348,Schwein::N,świnia,порсь
349,Schwein::N,świnia,cūka
350,Hund::N,pies,пон
351,Hund::N,pies,suns
352,Katze::N,kot,кань
353,Katze::N,kot,kaķis
354,Katze::N,kotka,кань
355,Katze::N,kotka,kaķis
356,Bär::N,niedźwiedż,ош
357,Bär::N,niedźwiedż,lācis
358,Eichhörnchen::N,wiewiórka,ур
359,Eichhörnchen::N,wiewiórka,vāvere
360,Elch::N,łóś,йӧра
361,Elch::N,łóś,alnis
362,Fuchs::N,lis,руч
363,Fuchs::N,lis,lapsa
364,Hase::N,zając,кӧч
365,Hase::N,zając,zaķis
366,Maus::N,mysz,шыр
367,Maus::N,mysz,pele
368,Wolf::N,wilk,кӧин
369,Wolf::N,wilk,vilks
370,Vogel::N,ptak,кай
371,Vogel::N,ptak,лэбач
372,Vogel::N,ptak,putns
373,Schwarm::N,stado,чукӧр
374,Schwarm::N,stado,spiets
375,Huhn::N,kura,курӧг
376,Huhn::N,kura,vista
377,Hahn::N,kogut,петук
378,Hahn::N,kogut,gailis
379,Gans::N,gęś,дзодзӧг
380,Gans::N,gęś,zoss
381,Adler::N,orzeł,кутш
382,Adler::N,orzeł,ērglis
383,Ente::N,kaczka,утка
384,Ente::N,kaczka,pīle
385,Eule::N,sowa,сюзь
386,Eule::N,sowa,pūce
387,Kranich::N,żuraw,тури
388,Kranich::N,żuraw,dzērve
389,Krähe::N,wrona,рака
390,Krähe::N,wrona,vārna
391,Kuckuck::N,kukułka,кӧк
392,Kuckuck::N,kukułka,dzeguze
393,Schwan::N,łabędż,юсь
394,Schwan::N,łabędż,gulbis
395,Fisch::N,ryba,чери
396,Fisch::N,ryba,zivs
397,Barsch::N,okoń,ёкыш
398,Barsch::N,okoń,asaris
399,Hecht::N,szczupak,сир
400,Hecht::N,szczupak,līdaka
401,Schlange[Tier]::N,wąż,кый
402,Schlange[Tier]::N,wąż,čūska
403,Schlange[Tier]::N,żmija,кый
404,Schlange[Tier]::N,żmija,čūska
405,Wurm::N,robak,номыр
406,Wurm::N,robak,tārps
407,Spinne::N,pająk,черань
408,Spinne::N,pająk,zirneklis
409,Ameise::N,mrówka,кодзувкот
410,Ameise::N,mrówka,skudra
411,Laus::N,wesz,той
412,Laus::N,wesz,uts
413,Mücke::N,komar,ном
414,Mücke::N,komar,ods
415,Fliege::N,mucha,гут
416,Fliege::N,mucha,muša
417,Schmetterling::N,motyl,бобув
418,Schmetterling::N,motyl,tauriņš
419,Beere::N,jagoda,тусь
420,Beere::N,jagoda,вотӧс
421,Beere::N,jagoda,oga
422,Apfel::N,jabłko,яблӧг
423,Apfel::N,jabłko,ābols
424,Pilz::N,grzyb,тшак
425,Pilz::N,grzyb,sēne
426,Zwiebel::N,cebula,луккок
427,Zwiebel::N,cebula,йӧнгыль
428,Zwiebel::N,cebula,sīpols
429,Saat::N,siew,тусь
430,Saat::N,siew,кӧйдыс
431,Saat::N,siew,sēkla
432,Korn::N,ziarno,тусь
433,Korn::N,ziarno,grauds
434,Heu::N,siano,турун
435,Heu::N,siano,siens
436,Schale::N,łupina,кор
437,Schale::N,łupina,čaula
438,Schale::N,łupina,čaumala
439,Grube::N,dół,гу
440,Grube::N,dół,bedre
441,Grube::N,jama,гу
442,Grube::N,jama,bedre
443,Falle::N,pułapka,лэч
444,Falle::N,pułapka,slazds
445,Falle::N,pułapka,lamatas
446,Schlinge::N,sidła,лэч
447,Schlinge::N,sidła,cilpa
448,Spur::N,ślad,туй
449,Spur::N,ślad,pēda
450,Asche::N,popiół,пӧм
451,Asche::N,popiół,pelni
452,Dreck::N,brud,няйт
453,Dreck::N,brud,dubļi
454,Eisen::N,żelazo,кӧрт
455,Eisen::N,żelazo,dzelzs
456,Gold::N,złoto,зарни
457,Gold::N,złoto,zelts
458,Silber::N,srebro,эзысь
459,Silber::N,srebro,sudrabs
460,Kohle::N,węgiel,шом
461,Kohle::N,węgiel,ogle
462,Glas::N,szkło,стеклӧ
463,Glas::N,szkło,stikls
464,Lehm::N,glina,сёй
465,Lehm::N,glina,māls
466,Sand::N,piasek,лыа
467,Sand::N,piasek,smiltis
468,Mensch::N,człowiek,морт
469,Mensch::N,człowiek,cilvēks
470,Mann::N,mężczyzna,аймӧрт
471,Mann::N,mężczyzna,мужичӧй
472,Mann::N,mężczyzna,vīrietis
473,Frau::N,kobieta,ань
474,Frau::N,kobieta,нывбаба
475,Frau::N,kobieta,sieviete
476,Kind::N,dziecko,кага
477,Kind::N,dziecko,bērns
478,Junge::N,chłopak,пи
479,Junge::N,chłopak,zēns
480,Junge::N,chłopak,puika
481,Junge::N,chłopak,puisis
482,Junge::N,chłopiec,пи
483,Junge::N,chłopiec,zēns
484,Junge::N,chłopiec,puika
485,Junge::N,chłopiec,puisis
486,Mädchen::N,dziewczynka,ныв
487,Mädchen::N,dziewczynka,meiča
488,Mädchen::N,dziewczynka,skuķis
489,Mädchen::N,dziewczynka,meitene
490,Familie::N,rodzina,семья
491,Familie::N,rodzina,ģimene
492,Großvater::N,dziadek,пӧль
493,Großvater::N,dziadek,vecaistēvs
494,Großmutter::N,babka,баб
495,Großmutter::N,babka,vecāmāte
496,Eltern::N,rodzice,ай-мам
497,Eltern::N,rodzice,бать-мам
498,Eltern::N,rodzice,vecāki
499,Vater::N,ojciec,бать
500,Vater::N,ojciec,ай
501,Vater::N,ojciec,tēvs
502,Mutter::N,matka,мам
503,Mutter::N,matka,māte
504,Sohn::N,syn,пи
505,Sohn::N,syn,dēls
506,Tochter::N,córka,ныв
507,Tochter::N,córka,meita
508,Bruder::N,brat,вок
509,Bruder::N,brat,brālis
510,Schwester::N,siostra,чой
511,Schwester::N,siostra,māsa
512,Onkel::N,wuj,дядь
513,Onkel::N,wuj,tēvocis
514,Onkel::N,stryj,дядь
515,Onkel::N,stryj,tēvocis
516,Tante::N,ciotka,тьӧт
517,Tante::N,ciotka,tante
518,Ehemann::N,mąż,верӧс
519,Ehemann::N,mąż,vīrs
520,Ehefrau::N,żona,гӧтыр
521,Ehefrau::N,żona,sieva
522,Freude::N,radość,радлун
523,Freude::N,radość,prieks
524,Gelächter::N,śmiech,серам
525,Gelächter::N,śmiech,smiekli
526,Glück::N,szczęście,шуд
527,Glück::N,szczęście,laime
528,Kummer::N,zmartwienie,шог
529,Kummer::N,zmartwienie,bēdas
530,Kummer::N,zmartwienie,raizes
531,Wunsch::N,życzenie,кӧсйӧм
532,Wunsch::N,życzenie,vēlme
533,Wunsch::N,życzenie,vēlējums
534,Lust::N,chęć,кыскӧм
535,Lust::N,chęć,радейтӧм
536,Lust::N,chęć,kāre
537,Lust::N,ochota,кыскӧм
538,Lust::N,ochota,радейтӧм
539,Lust::N,ochota,kāre
540,Geist::N,duch,лов
541,Geist::N,duch,gars
542,Gedanke::N,myśl,мӧвп
543,Gedanke::N,myśl,doma
544,Gedächtnis::N,pamięć,паметь
545,Gedächtnis::N,pamięć,atmiņa
546,Verstand::N,rozum,вежӧр
547,Verstand::N,rozum,prāts
548,Sinn::N,zmysł,мог
549,Sinn::N,zmysł,вежӧртас
550,Sinn::N,zmysł,nozīme
551,Grund::N,powód,помка
552,Grund::N,powód,pamats
553,Grund::N,powód,iemesls
554,Wahrheit::N,prawda,збыль
555,Wahrheit::N,prawda,збыльтор
556,Wahrheit::N,prawda,taisnība
557,Wahrheit::N,prawda,patiesība
558,Gespräch::N,rozmowa,сёрни
559,Gespräch::N,rozmowa,saruna
560,Märchen::N,bajka,мойд
561,Märchen::N,bajka,pasaka
562,Erzählung::N,opowiadanie,висьт
563,Erzählung::N,opowiadanie,stāsts
564,Erzählung::N,opowiadanie,nostāsts
565,Nachricht::N,wiadomość,юӧртӧм
566,Nachricht::N,wiadomość,ziņa
567,Neuigkeit::N,nowina,выльтор
568,Neuigkeit::N,nowina,jaunums
569,Name::N,imię,ним
570,Name::N,imię,vārds
571,Rätsel::N,zagadka,нӧдкыв
572,Rätsel::N,zagadka,mīkla
573,Rede::N,mowa,сёрни
574,Rede::N,mowa,runa
575,Sprache::N,język,кыв
576,Sprache::N,język,valoda
577,Stimme::N,głos,гӧлӧс
578,Stimme::N,głos,вом шы
579,Stimme::N,głos,balss
580,Wort::N,słowo,кыв
581,Wort::N,słowo,vārds
582,Zeichen::N,znak,пас
583,Zeichen::N,znak,zīme
584,Ruf::N,wołanie,чукӧстчӧм
585,Ruf::N,wołanie,корӧм
586,Ruf::N,wołanie,sauciens
587,Lärm::N,hałas,шы
588,Lärm::N,hałas,зык
589,Lärm::N,hałas,зычитӧм
590,Lärm::N,hałas,troksnis
591,Lärm::N,zgiełk,шы
592,Lärm::N,zgiełk,зык
593,Lärm::N,zgiełk,зычитӧм
594,Lärm::N,zgiełk,troksnis
595,Laut::N,dźwięk,шы
596,Laut::N,dźwięk,skaņa
597,Ton::N,ton,шы
598,Ton::N,ton,tonis
599,Ton::N,dźwięk,шы
600,Ton::N,dźwięk,tonis
601,Lied::N,pieśń,сьылан
602,Lied::N,pieśń,сьыланкыв
603,Lied::N,pieśń,dziesma
604,Lied::N,piosenka,сьылан
605,Lied::N,piosenka,сьыланкыв
606,Lied::N,piosenka,dziesma
607,Ruhe::N,spokój,чӧв
608,Ruhe::N,spokój,miers
609,Leute::N,ludzie,йӧз
610,Leute::N,ludzie,войтыр
611,Leute::N,ludzie,ļaudis
612,Leute::N,ludzie,cilvēki
613,Volk::N,naród,йӧз
614,Volk::N,naród,войтыр
615,Volk::N,naród,tauta
616,Arbeit::N,praca,удж
617,Arbeit::N,praca,darbs
618,Arbeit::N,robota,удж
619,Arbeit::N,robota,darbs
620,Gast::N,gość,гӧсть
621,Gast::N,gość,viešņa
622,Gast::N,gość,ciemiņš
623,Geschenk::N,prezent,козин
624,Geschenk::N,prezent,dāvana
625,Geschenk::N,podarunek,козин
626,Geschenk::N,podarunek,dāvana
627,Spiel::N,gra,ворсан
628,Spiel::N,gra,rotaļa
629,Spiel::N,zabawa,ворсан
630,Spiel::N,zabawa,rotaļa
631,Gesellschaft::N,towarzystwo,котыр
632,Gesellschaft::N,towarzystwo,biedrība
633,Gesellschaft::N,towarzystwo,kompānija
634,Hilfe::N,pomoc,отсӧг
635,Hilfe::N,pomoc,palīdzība
636,Freund::N,przyjaciel,ёрт
637,Freund::N,przyjaciel,draugs
638,Kamerad::N,kolega,ёрт
639,Kamerad::N,kolega,biedrs
640,Angelegenheit::N,sprawa,мог
641,Angelegenheit::N,sprawa,делӧ
642,Angelegenheit::N,sprawa,darīšana
643,Anzahl::N,ilość,лыд
644,Anzahl::N,ilość,тшӧт
645,Anzahl::N,ilość,skaits
646,Anzahl::N,ilość,daudzums
647,Art::N,rodzaj,сикас
648,Art::N,rodzaj,suga
649,Art::N,rodzaj,šķira
650,Stück::N,kawałek,тор
651,Stück::N,kawałek,gabals
652,Teil::N,część,юкӧн
653,Teil::N,część,daļa
654,Hälfte::N,połowa,пӧв
655,Hälfte::N,połowa,джын
656,Hälfte::N,połowa,puse
657,Kreis::N,krąg,кытш
658,Kreis::N,krąg,aplis
659,Kreis::N,krąg,riņķis
660,Kreuz::N,krzyż,перна
661,Kreuz::N,krzyż,крест
662,Kreuz::N,krzyż,krusts
663,Linie::N,linia,визь
664,Linie::N,linia,līnija
665,Strich::N,kreska,визь
666,Strich::N,kreska,svītra
667,Abstand::N,odstęp,кост
668,Abstand::N,odstęp,коласт
669,Abstand::N,odstęp,atstarpe
670,Entfernung::N,odległość,ылна
671,Entfernung::N,odległość,attālums
672,Entfernung::N,odległość,atstatums
673,Gegend::N,okolica,му-ва
674,Gegend::N,okolica,apvidus
675,Gegend::N,okolica,apgabals
676,Platz::N,miejsce,ылдӧс
677,Platz::N,miejsce,йир
678,Platz::N,miejsce,гӧгӧртас
679,Platz::N,miejsce,vieta
680,Ort::N,miejsce,ин
681,Ort::N,miejsce,места
682,Ort::N,miejsce,vieta
683,Seite::N,bok,бок
684,Seite::N,bok,ӧтарладор
685,Seite::N,bok,sāns
686,Seite::N,strona,бок
687,Seite::N,strona,ӧтарладор
688,Seite::N,strona,sāns
689,Mitte::N,środek,шӧр
690,Mitte::N,środek,vidus
691,Gegenstand::N,przedmiot,кӧлуй
692,Gegenstand::N,przedmiot,priekšmets
693,Sache::N,rzecz,добра
694,Sache::N,rzecz,lieta
695,Rand::N,skraj,дор
696,Rand::N,skraj,mala
697,Rand::N,skraj,apmale
698,Rand::N,krawędź,дор
699,Rand::N,krawędź,mala
700,Rand::N,krawędź,apmale
701,Kante::N,kant,дор
702,Kante::N,kant,šķautne
703,Kante::N,krawędź,дор
704,Kante::N,krawędź,šķautne
705,Ecke::N,róg,пельӧс
706,Ecke::N,róg,kakts
707,Ecke::N,róg,stūris
708,Spitze::N,ostrze,йыв
709,Spitze::N,ostrze,smaile
710,Spitze::N,ostrze,galotne
711,Ende::N,koniec,пом
712,Ende::N,koniec,gals
713,Ende::N,koniec,uzgalis
714,Loch::N,dziura,розь
715,Loch::N,dziura,caurums
716,Winkel::N,kąt,пельӧс
717,Winkel::N,kąt,leņķis
718,Winkel::N,kącik,пельӧс
719,Winkel::N,kącik,leņķis
720,Muster::N,wzór,сер
721,Muster::N,wzór,piemērs
722,Größe::N,rozmiar,ыджда
723,Größe::N,rozmiar,lielums
724,Größe::N,wielkość,ыджда
725,Größe::N,wielkość,lielums
726,Länge::N,długość,кузьта
727,Länge::N,długość,garums
728,Höhe::N,wysokość,джуджда
729,Höhe::N,wysokość,augstums
730,Gewicht::N,ciężar,сьӧкта
731,Gewicht::N,ciężar,сьӧкталун
732,Gewicht::N,ciężar,svars
733,Gewicht::N,ciężar,smagums
734,Menge::N,ilość,лун
735,Menge::N,ilość,числӧ
736,Menge::N,ilość,masa
737,Menge::N,ilość,daudzums
738,Haufen::N,kupa,чукӧр
739,Haufen::N,kupa,čupa
740,Haufen::N,kupa,grēda
741,Haufen::N,kupa,kaudze
742,Reihe::N,rząd,рад
743,Reihe::N,rząd,rinda
744,Reihe::N,rząd,virkne
745,Reihe::N,szereg,рад
746,Reihe::N,szereg,rinda
747,Reihe::N,szereg,virkne
748,Boot::N,łódź,пыж
749,Boot::N,łódź,laiva
750,Boot::N,łódka,пыж
751,Boot::N,łódka,laiva
752,Ruder::N,wiosło,пелыс
753,Ruder::N,wiosło,ӧпаснӧй
754,Ruder::N,wiosło,airis
755,Ruder::N,wiosło,irklis
756,Schlitten::N,sanki,дадь
757,Schlitten::N,sanki,ragavas
758,Ski::N,narta,лызь
759,Ski::N,narta,slēpe
760,Lagerfeuer::N,ognisko,бипур
761,Lagerfeuer::N,ognisko,ugunskurs
762,Last::N,ciężar,сьӧкыдтор
763,Last::N,ciężar,krava
764,Last::N,brzemię,сьӧкыдтор
765,Last::N,brzemię,krava
766,Gang::N,chód,мунӧм
767,Gang::N,chód,ветлӧм
768,Gang::N,chód,eja
769,Gang::N,chód,gājums
770,Schritt::N,krok,воськов
771,Schritt::N,krok,воськовтӧм
772,Schritt::N,krok,solis
773,Norden::N,północ,войвыв
774,Norden::N,północ,ziemeļi
775,Süden::N,południe,лунвыв
776,Süden::N,południe,dienvidi
777,Westen::N,zachód,рытыв
778,Westen::N,zachód,rietumi
779,Osten::N,wschód,асыв
780,Osten::N,wschód,austrumi
781,Holz::N,drzewo,пу
782,Holz::N,drzewo,koks
783,Holz::N,drzewo,koksne
784,Brett::N,deska,пӧв
785,Brett::N,deska,dēlis
786,Platte::N,płyta,плита
787,Platte::N,płyta,plate
788,Platte::N,płyta,plāksne
789,Stütze::N,podpora,пыкӧд
790,Stütze::N,podpora,мыджӧд
791,Stütze::N,podpora,balsts
792,Stütze::N,podpora,atspaids
793,Stange::N,drąg,потш
794,Stange::N,drąg,maikste
795,Stange::N,żerdź,потш
796,Stange::N,żerdź,maikste
