,Concept_ID,en,lbe
316,Gewicht::N,weight,дуццин
317,Gewicht::N,weight,кӏушиву
318,Menge::N,amount,
319,Haufen::N,heap,бакӏу
320,Reihe::N,row,кьюкьа
321,Boot::N,boat,луткка
322,Ruder::N,oar,весло
323,Ruder::N,oar,чӏатӏа
324,Schlitten::N,sleigh,чана
325,Schlitten::N,sleigh,санкка
326,Ski::N,ski,лижарду
327,Lagerfeuer::N,campfire,къавтӏн
328,Last::N,load,гьиву
329,Gang::N,walk,нанаву
330,Schritt::N,step,ша
331,Norden::N,north,ухссав
332,Norden::N,north,ухссавнил чулухалу
333,Süden::N,south,кьилва
334,Westen::N,west,баргълагавал
335,Westen::N,west,баргълагавал чул
336,Osten::N,east,баргъбуккай чулухалу
337,Holz::N,wood,тӏама
338,Brett::N,board,тахта
339,Platte::N,slab,гъуни
340,Stütze::N,bracket,гьалакӏу
341,Stange::N,pole,къазихъ
342,Stock::N,stick,ттархь
343,Stab::N,staff,ччантӏакъу
344,Rohr::N,pipe,бургъу
345,Haus::N,house,къатта
346,Heim::N,home,къатта
347,Ofen::N,stove,пач
348,Fußboden::N,floor,чӏанкъатта
349,Tisch::N,table,усттул
350,Stuhl::N,chair,кӏану
351,Wiege::N,cradle,оьрчӏал кӏану
352,Bett::N,bed,тах
353,Regal::N,shelf,чӏаму
354,Kiste::N,box,яшикӏ
355,Kiste::N,box,къурши
356,Fenster::N,window,чӏавахьулу
357,Tür::N,door,нуз
358,Tür::N,door,нузкьун
359,Tor::N,gate,къапу
360,Tor::N,gate,дарваза
361,Zaun::N,fence,дайгьузанну
362,Dach::N,roof,магъи
363,Dach::N,roof,цӏиялу
364,Leiter::N,ladder,чуртту
365,Besen::N,broom,чӏатлу
366,Spaten::N,spade,бил
367,Schaufel::N,shovel,чӏатӏа
368,Gabel::N,fork,гьиссилу
369,Löffel::N,spoon,къуса
370,Messer::N,knife,чӏила
371,Nagel::N,nail,мяр
372,Netz::N,net,къери
373,Haken::N,hook,къича
374,Griff::N,handle,куяму
375,Schloss::N,lock,кьункьула
376,Bild::N,picture,сурат
377,Figur::N,figure,
378,Puppe::N,doll,ссихьу
379,Beutel::N,pouch,чантай
380,Bündel::N,bundle,гьи
381,Bündel::N,bundle,къар
382,Tasche::N,bag,
383,Eimer::N,bucket,бадра
384,Deckel::N,cover,къапаза
385,Geschirr::N,dishes,пюрунчӏул
386,Geschirr::N,dishes,тӏахӏникӏичӏу
387,Sack::N,sack,къап
388,Sack::N,sack,дарваг
389,Tasse::N,cup,пижан
390,Tasse::N,cup,пинжан
391,Tasse::N,cup,инкираччатӏи
392,Tasse::N,cup,цинцилттал бушкъап
393,Topf::N,pot,кӏункӏур
394,Kessel::N,kettle,чаг
395,Kessel::N,kettle,кӏункӏур
396,Essen::N,meal,дукия
397,Essen::N,meal,дукин
398,Nahrung::N,food,дукра
399,Speise::N,dish,дукра
400,Fleisch::N,meat,дикӏ
401,Getreide::N,corn,къама
402,Brei::N,mush,ккурч
403,Brot::N,bread,ччатӏ
404,Scheibe::N,slice,парча
405,Fett::N,fat,аьгъушиву
406,Butter::N,butter,нагь
407,Butter::N,butter,лагаву
408,Öl::N,oil,
409,Salz::N,salt,цӏву
410,Suppe::N,soup,накь
411,Honig::N,honey,ницӏ
412,Milch::N,milk,накӏ
413,Tee::N,tea,чяй
414,Leder::N,leather,бурчу
415,Wolle::N,wool,ппал
416,Stoff::N,cloth,янна
417,Nadel::N,needle,ххалаххи
418,Faden::N,thread,ххал
419,Knopf::N,button,банд
420,Knoten::N,knot,къурхъ
421,Farbe::N,paint,сир
422,Kleidung::N,clothes,янна
423,Kleidung::N,clothes,лаххия
424,Hemd::N,shirt,гьухъа
425,Kragen::N,collar,дарвач
426,Ärmel::N,sleeve,кахха
427,Hose::N,trousers,хӏажак
428,Gürtel::N,belt,мухӏлу
429,Mütze::N,cap,кьяпа
430,Schuh::N,shoe,
431,Stiefel::N,boot,чакма
432,Ring::N,ring,кӏисса
433,Band::N,ribbon,линт
434,Kamm::N,comb,ттарал
435,Spiegel::N,mirror,дагьани
436,Riemen::N,strap,эн
437,Schnur::N,string,хьхьа
438,Leine::N,leash,
439,Decke::N,blanket,виргъан
440,Kissen::N,pillow,кӏаралу
441,Tuch::N,scarf,карщи
442,Handtuch::N,towel,калихьу
443,Handtuch::N,towel,лажинлихьу
444,Kraft::N,force,эллаж
445,Stärke::N,strength,гуж
446,Gesundheit::N,health,цӏуллу-сагъшиву
447,Krankheit::N,illness,къашайшиву
448,Schmerz::N,pain,къюву
449,Wunde::N,wound,щаву
450,Fieber::N,fever,кӏиришиву
451,Arznei::N,medicine,дару
452,Brücke::N,bridge,ламу
453,Brunnen::N,well,къуй
454,Weide::N,pasture,бизантту
455,Pfad::N,path,жегъир ххуллу
456,Weg::N,way,ххуллу
457,Straße::N,road,ххуллу
458,Dorf::N,village,щар
459,Dorf::N,village,шяравалу
460,Stadt::N,town,шагьру
461,Brief::N,letter,чагъар
462,Buch::N,book,лу
463,Buchstabe::N,character,хӏарп
464,Zeitung::N,newspaper,кказит
465,Leben::N,life,оьрму
466,Tod::N,death,ажал
467,Tod::N,death,бивкӏу
468,Tod::N,death,ивчӏаву
469,Grab::N,grave,гьав
470,Kirche::N,church,килиса
471,Sünde::N,sin,бунагъ
472,Gott::N,god,зал
473,Arbeiter::N,worker,зузала
474,Chef::N,boss,ялувма
475,Meister::N,master,усттар
476,Arzt::N,doctor,хӏакин
477,Lehrer::N,teacher,учитель
478,Geld::N,money,арцу
479,Geschäft::N,business,даву
480,Laden::N,shop,ттучан
481,Preis::N,price,багъа
482,Ware::N,ware,хъус
483,Nutzen::N,profit,хайр
484,Nutzen::N,profit,мюнпат
485,Reichtum::N,wealth,давлат
486,Reichtum::N,wealth,аваданшиву
487,Welt::N,world,дуниял
488,Land::N,country,билаят
489,Staat::N,state,паччахӏлугъ
490,König::N,king,
491,Macht::N,power,власть
492,Grenze::N,border,дазу
493,Krieg::N,war,дяъви
494,Feind::N,enemy,душман
495,Gewalt::N,violence,къия
496,Kampf::N,fight,лачӏуи уккаву
497,Bogen[Waffe]::N,bow,ккуртта
498,Pfeil::N,arrow,чӏатӏаракӏ
499,Gewehr::N,gun,ттупанг
500,Fehler::N,mistake,гъалатӏ
501,Lüge::N,lie,щялмахъ
502,Schaden::N,damage,зарал
503,Unglück::N,misfortune,бала
504,Schuld::N,fault,тахсир
505,Alter::N,age,оьрму
506,Schluss::N,conclusion,ахир
507,Zeit::N,time,чӏун
508,Tag::N,day,кьини
509,Morgen::N,morning,кӏюрх
510,Mittag::N,noon,ахттайн
511,Mittag::N,noon,дяахттайн
512,Mittag::N,noon,ахттайн чӏун
513,Abend::N,evening,маркӏачӏан
514,Nacht::N,night,хьхьу
515,Woche::N,week,нюжмар
516,Monat::N,month,барз
517,Jahr::N,year,шин
518,Frühling::N,spring,инт
519,Sommer::N,summer,гъи
520,Herbst::N,autumn,ссут
521,Winter::N,winter,кӏи
522,Januar::N,January,цалчинмур барз
523,Februar::N,February,кӏилчинмур барз
524,März::N,March,шамилчинмур барз
525,April::N,April,апрель
526,April::N,April,мукьилчинмур барз
527,Mai::N,May,май
528,Mai::N,May,ххюлчинмур барз
529,Juni::N,June,июнь
530,Juni::N,June,ряххилчинмур барз
531,Juli::N,July,июль
532,Juli::N,July,Арулчинмур барз
533,August::N,August,мяйлчинмур барз
534,September::N,September,урчӏилчинмур барз
535,Oktober::N,October,ацӏилчинмур барз
536,November::N,November,ацӏния цалчинмур барз
537,Dezember::N,December,ацӏния кӏилчинмур барз
538,Montag::N,Monday,итин
539,Montag::N,Monday,итин кьини
540,Dienstag::N,Tuesday,тталат
541,Dienstag::N,Tuesday,тталат кьини
542,Mittwoch::N,Wednesday,арвахӏ
543,Donnerstag::N,Thursday,хамис
544,Freitag::N,Friday,нюжмар
545,Freitag::N,Friday,нюжмар кьини
546,Samstag::N,Saturday,ххуллун
547,Samstag::N,Saturday,ххуллун кьини
548,Sonntag::N,Sunday,алхӏат
549,Sonntag::N,Sunday,алхӏат кьини
550,groß::A,big,бугъарасса
551,klein::A,little,чӏивисса
552,lang::A,long,лахъисса
553,kurz::A,short,кутӏасса
554,breit::A,wide,уттасса
555,schmal::A,narrow,уттакӏюласса
556,dicht::A,dense,ццунсса
557,dick[Gegenstand]::A,thick,ганзсса
558,dünn::A,thin,кӏюласса
559,fein::A,delicate,
560,fest::A,firm,цӏакьсса
561,fest::A,firm,кьянкьасса
562,flach::A,flat,баягъисса
563,flach::A,flat,цӏубакъасса
564,flach::A,flat,куртӏ дакъасса
565,glatt::A,smooth,дюрчӏусса
566,hart::A,hard,кьянкьасса
567,weich::A,soft,кӏукӏлусса
568,rund::A,round,ккурккисса
569,spitz::A,pointed,ярксса
570,spitz::A,pointed,дайлсса
571,spitz::A,pointed,мицӏ бусса
572,scharf::A,sharp,ярксса
573,scharf::A,sharp,дайлсса
574,scharf::A,sharp,мицӏ бусса
575,stumpf::A,blunt,къуркъасса
576,schwer::A,heavy,кӏусса
577,schön::A,beautiful,аьнтӏикӏасса
578,heiß::A,hot,кӏирисса
579,warm::A,warm,гъелисса
580,kalt::A,cold,дяркъусса
581,kühl::A,cool,дюхлулсса
582,frisch::A,fresh,цӏусса
583,feucht::A,damp,атилсса
584,feucht::A,damp,хъавтусса
585,nass::A,wet,атилсса
586,nass::A,wet,хъавтусса
587,trocken::A,dry,кьавкьсса
588,trocken::A,dry,кьакьан бувсса
589,voll::A,full,бувцӏусса
590,leer::A,empty,бачӏвасса
591,offen::A,open,тӏивтӏусса
592,geschlossen::A,closed,лавкьусса
593,sauber::A,clean,марцӏсса
594,schmutzig::A,dirty,чапалсса
595,roh::A,raw,шакъавхьсса
596,reif::A,ripe,дирсса
597,lecker::A,delicious,нахӏусса
598,lecker::A,delicious,тӏааьнсса
599,süß::A,sweet,нацӏусса
600,bitter::A,bitter,кьурчӏисса
601,sauer::A,sour,туршсса
602,hell::A,bright,чаннасса
603,dunkel::A,dark,цӏансса
604,schwarz::A,black,лухӏисса
605,weiß::A,white,кӏяласса
606,rot::A,red,ятӏулсса
607,gelb::A,yellow,хъахъисса
608,blau::A,blue,някӏсса
609,grün::A,green,щюлисса
610,grau::A,grey,оьрусса
611,bunt::A,colourful,оьрчӏикӏурисса
612,bunt::A,colorful,оьрчӏикӏурисса
613,billig::A,cheap,кьювкьусса
614,teuer::A,dear,ххирасса
615,wertvoll::A,precious,багьасса
616,blind::A,blind,мурчӏисса
617,taub::A,deaf,къюкӏсса
618,kräftig::A,powerful,гужсса
619,stark::A,strong,кьянкьасса
620,schwach::A,weak,заэвсса
621,fett::A,fat,бучсса
622,schlank::A,slim,бювхъусса
623,hübsch::A,pretty,янусса
624,böse::A,evil,оьсса
625,dumm::A,stupid,ахӏмакьсса
626,faul::A,lazy,танмалсса
627,faul::A,lazy,курчӏилсса
628,fleißig::A,diligent,хӏарачат бусса
629,geizig::A,stingy,янттарцӏансса
630,klug::A,clever,аькьлу бусса
631,geschickt::A,skilful,паргалсса
632,geschickt::A,skillful,паргалсса
633,lieb::A,dear,аьзизсса
634,lustig::A,merry,тяхъасса
635,sanft::A,gentle,иминсса
636,hungrig::A,hungry,ккашилсса
637,krank::A,sick,къашавайсса
638,nackt::A,naked,кӏачӏасса
639,traurig::A,sad,пашмансса
640,lebendig::A,living,уттавасса
641,gut::A,good,ххуйсса
642,schlecht::A,bad,оьккисса
643,richtig::A,correct,саргъунсса
644,schlimm::A,nasty,оьккисса
645,wahr::A,true,хӏакьсса
646,alt::A,old,кугьнасса
647,neu::A,new,цӏусса
648,ehemalig::A,former,хъхъичӏвасса
649,alt[Lebewesen]::A,aged,агьилсса
650,jung::A,young,чӏавасса
651,jung::A,young,жагьилсса
652,arm::A,poor,мискинсса
653,reich::A,rich,авадансса
654,bekannt::A,familiar,дусъсса
655,berühmt::A,famous,машгьурсса
656,fremd::A,foreign,чил
657,verschieden::A,different,личӏи-личӏисса
658,nah::A,near,гъансса
659,fern::A,far,архсса
660,linker::A,left,кияхсса
661,linker::A,left,кюччахсса
662,rechter::A,right,урчӏахсса
663,anderer::A,other,цамур
664,erster::A,first,цалчинмур
665,erster::A,first,цалчиннсса
666,zweiter::A,second,кӏилчиимур
667,dritter::A,third,шамулчинмур
668,letzter::A,last,махъва-махъмур
669,allein::ADV,alone,ялгъузну
670,auf einmal::ADV,at once,
671,zusammen::ADV,together,цачӏу
672,zusammen::ADV,together,архӏал
673,lange::ADV,long,батӏи къабуклай
674,lange::ADV,long,хъунмасса хӏаллай
675,plötzlich::ADV,suddenly,цакуну
676,sofort::ADV,instantly,мугьлат бакъа
677,später::ADV,later,махъ
678,jetzt::ADV,now,утти
679,jetzt::ADV,now,цӏана
680,heute::ADV,today,хӏакьину
681,morgen::ADV,tomorrow,гьуит
682,morgen::ADV,tomorrow,гьунттий
683,bald::ADV,soon,
684,dann::ADV,then,яла
685,gestern::ADV,yesterday,лахьхьу
686,einst::ADV,once,
687,damals::ADV,at that time,та чӏумал
688,danach::ADV,afterwards,яла
689,vorher::ADV,before,хьхьнчӏ
690,vorher::ADV,before,хьхьичӏва
691,zuerst::ADV,at first,бакӏрай
692,zuerst::ADV,at first,цӏу бутӏуй
693,einmal::ADV,once,цал
694,manchmal::ADV,sometimes,ваксса-таксса
695,oft::ADV,often,чӏявуну
696,immer::ADV,always,мудан
697,immer::ADV,always,даиман
698,niemals::ADV,never,тачӏав
699,hier::ADV,here,шикку
700,hierhin::ADV,hither,шиккун
701,hierhin::ADV,to here,шиккун
702,hierhin::ADV,here,шиккун
703,von hier::ADV,hence,шичча
704,dort::ADV,there,гикку
705,dorthin::ADV,thither,тиккун
706,dorthin::ADV,there,тиккун
707,dorthin::ADV,to there,тиккун
708,geradeaus::ADV,ahead,тӏайланм
709,vorwärts::ADV,forward,хьхьичӏунмай
710,rückwärts::ADV,backward,махъа-хьхьичӏунмай
711,zurück::ADV,back,махъунмай
712,unten::ADV,below,лув
713,hinab::ADV,down,бакӏ-ялавай
714,hinab::ADV,down,бакӏъялавай
715,oben::ADV,above,ялув
716,hinauf::ADV,up,лавай
717,überall::ADV,everywhere,гьариий
718,überall::ADV,everywhere,хьу-хьуний
719,überall::ADV,everywhere,гьарца кӏанай
720,nicht::ADV,not,къа-
721,ein wenig::ADV,a little,чанни
722,ein wenig::ADV,a little,ца чансса
723,kaum::ADV,hardly,дахьа
724,sehr::ADV,very,оьну
725,sehr::ADV,very,гужну
726,sehr::ADV,very,хъинну
727,so::ADV,so,укукн
728,noch::ADV,still,гьала
729,noch::ADV,still,уттигу
730,noch::ADV,still,цакьинва
731,noch::ADV,still,ттигу-шилагу
732,nur::ADV,only,анжагь
733,schon::ADV,already,
734,wieder::ADV,again,цӏуницӏа
735,vergebens::ADV,in vain,аьдада
736,vergebens::ADV,in vain,нахӏакь
737,vor::PRP,in front of,хьхьичӏ
738,hinter::PRP,behind,махъ
739,unter::PRP,under,лув
740,durch::PRP,through,-х
741,neben::PRP,next to,чӏарав
742,zwischen::PRP,between,дянив
743,wegen::PRP,because of,цӏаний
744,dies::PRN,this,ва
745,das::PRN,that,та
746,das::PRN,that,кӏа
747,das::PRN,that,га
748,alles::PRN,everything,щала
749,ich::PRN,I,на
750,du::PRN,you,ина
751,du::PRN,thou,ина
752,er::PRN,he,му
753,wir::PRN,we,жу
754,ihr::PRN,you,зу
755,sie::PRN,they,
756,was::FPRN,what,ци
757,wer::FPRN,who,цу
758,wo::FADV,where,чув
759,wohin::FADV,where ... to,чун
760,wohin::FADV,where to,чун
761,wohin::FADV,where,чун
762,wie::FADV,how,цукун
763,warum::FADV,why,цан
764,wieviel::FNUM,how much,циксса
765,eins::NUM,one,ца
766,zwei::NUM,two,кӏива
767,drei::NUM,three,шамма
768,vier::NUM,four,мукьа
769,vier::NUM,four,мукьва
770,fünf::NUM,five,ххюва
771,sechs::NUM,six,ряхва
772,sieben::NUM,seven,арула
773,acht::NUM,eight,мяйва
774,neun::NUM,nine,урчӏва
775,zehn::NUM,ten,ацӏва
776,elf::NUM,eleven,ацӏния цава
777,zwölf::NUM,twelve,ацӏиия кӏива
778,zwanzig::NUM,twenty,кьува
779,dreißig::NUM,thirty,зувира
780,vierzig::NUM,forty,мукьцӏала
781,fünfzig::NUM,fifty,ххюцӏала
782,sechzig::NUM,sixty,ряхцӏала
783,siebzig::NUM,seventy,
784,achtzig::NUM,eighty,мяйцӏала
785,neunzig::NUM,ninety,урчӏцӏала
786,hundert::NUM,a hundred,ттурш
787,hundert::NUM,a hundred,ттуршва
788,tausend::NUM,a thousand,азарва
789,und::CNJ,and,-гу
790,oder::CNJ,or,я
791,oder::CNJ,or,ягу
792,stehen::V,stand,ацӏан
793,sitzen::V,sit,щяивкӏун икӏан
