,Concept_ID,hi,mn
66,Zeh::N,पाँव की उँगली,хуруу
67,Fuß::N,चरण,хөл
68,Fuß::N,पाँव,хөл
69,Ferse::N,एड़ी,өсгий
70,Knie::N,जानु,өвдөг
71,Knie::N,घुटना,өвдөг
72,Oberschenkel::N,उरु,гуя
73,Bein::N,टाँग,хөл
74,Körper::N,तन,бие
75,Körper::N,देह,бие
76,Körper::N,शरीर,бие
77,Haut::N,चर्म,арьс
78,Haut::N,त्वचा,арьс
79,Blut::N,लहू,цус
80,Blut::N,ख़ून,цус
81,Ader::N,रग,судас
82,Ader::N,शिरा,судас
83,Sehne::N,कंडरा,бүлх
84,Sehne::N,कंडरा,шандас
85,Sehne::N,स्नायु,бүлх
86,Sehne::N,स्नायु,шандас
87,Knochen::N,अस्थि,яс
88,Gehirn::N,दिमाग़,тархи
89,Gehirn::N,मस्तिष्क,тархи
90,Herz::N,दिल,зүрх
91,Herz::N,हृदय,зүрх
92,Magen::N,मेदा,ходоод
93,Magen::N,अमाशय,ходоод
94,Leber::N,जिगर,элэг
95,Leber::N,यकृत्,элэг
96,Atem::N,दम,амьсгаа
97,Atem::N,साँस,амьсгаа
98,Atem::N,श्वास,амьсгаа
99,Hunger::N,भूख,өлсгөлөн
100,Hunger::N,क्षुधा,өлсгөлөн
101,Träne::N,आँसू,нулимс
102,Träne::N,अश्रु,нулимс
103,Geschmack::N,स्वाद,амт
104,Geschmack::N,ज़ायक़ा,амт
105,Geruch::N,बू,үнэр
106,Geruch::N,गंध,үнэр
107,Schlaf::N,नींद,нойр
108,Schlaf::N,निद्रा,нойр
109,Traum::N,सपना,зүүд
110,Traum::N,स्वप्न,зүүд
111,Himmel::N,आकाश,тэнгэр
112,Himmel::N,आकाश,огторгуй
113,Himmel::N,आसमान,тэнгэр
114,Himmel::N,आसमान,огторгуй
115,Sonne::N,रवि,нар
116,Sonne::N,सूरज,нар
117,Sonne::N,सूर्य,нар
118,Mond::N,चाँद,сар
119,Mond::N,चंद्र,сар
120,Stern::N,तारा,од
121,Stern::N,सितारा,од
122,Luft::N,हवा,агаар
123,Luft::N,वायु,агаар
124,Wind::N,पाद,салхи
125,Welle::N,लहर,долгио
126,Welle::N,लहर,давалгаа
127,Welle::N,तरंग,долгио
128,Welle::N,तरंग,давалгаа
129,Wasser::N,जल,ус
130,Wasser::N,पानी,ус
131,Stein::N,पत्थर,чулуу
132,Boden::N,मिट्टी,хөрс
133,Erde::N,भूमि,газар
134,Erde::N,भूमि,шороо
135,Erde::N,ज़मीन,газар
136,Erde::N,ज़मीन,шороо
137,Staub::N,धूल,тоос
138,Rauch::N,धूआँ,утаа
139,Rauch::N,धुम्र,утаа
140,Funke::N,चिनगारी,оч
141,Funke::N,स्फुलिंग,оч
142,Feuer::N,आग,гал
143,Feuer::N,आतिश,гал
144,Feuer::N,अग्नि,гал
145,Licht::N,रोशनी,гэрэл
146,Licht::N,रोशनी,гэгээ
147,Licht::N,प्रकाश,гэрэл
148,Licht::N,प्रकाश,гэгээ
149,Schatten::N,छाया,сүүдэр
150,Schatten::N,परछाई,сүүдэр
151,Wetter::N,ऋतु,тэнгэр
152,Wetter::N,ऋतु,цаг уур
153,Wetter::N,मौसम,тэнгэр
154,Wetter::N,मौसम,цаг уур
155,Nebel::N,धुँध,будан
156,Nebel::N,कुहरा,будан
157,Wolke::N,मेघ,үүл
158,Wolke::N,अभ्र,үүл
159,Regen::N,मेंह,бороо
160,Regen::N,बारिश,бороо
161,Schnee::N,हिम,цас
162,Schnee::N,बर्फ़,цас
163,Eis::N,हिम,мөс
164,Eis::N,बर्फ़,мөс
165,Frost::N,ठंड,хүйт
166,Kälte::N,सर्दी,хүйт
167,Kälte::N,शीतलता,хүйт
168,Hitze::N,ताप,халуун
169,Hitze::N,गरमी,халуун
170,Raureif::N,पाला,цан
171,Raureif::N,पाला,хяруу
172,Regenbogen::N,इंद्र-धनुष,солонго
173,Donner::N,गरज,тэнгэрийн дуу
174,Donner::N,मेघ-गर्जन,тэнгэрийн дуу
175,Strömung::N,बहाव,урсгал
176,Strömung::N,प्रवाह,урсгал
177,Tropfen::N,बूँद,дусал
178,Schaum::N,झाग,хөөс
179,Schmutz::N,गंद,хир
180,Schmutz::N,गंद,шавхай
181,Schmutz::N,कीचड़,хир
182,Schmutz::N,कीचड़,шавхай
183,See::N,झील,нуур
184,See::N,सरोवर,нуур
185,Sumpf::N,दलदल,намаг
186,Sumpf::N,दलदल,балчиг
187,Sumpf::N,धँसान,намаг
188,Sumpf::N,धँसान,балчиг
189,Moor::N,झाबर,хүлрийн намаг
190,Moor::N,धँसान,хүлрийн намаг
191,Wiese::N,घास-स्थल,нуга
192,Wald::N,जंगल,ой
193,Hügel::N,टीला,болдог
194,Hügel::N,पहाड़,болдог
195,Anhöhe::N,टीला,гүвээ
196,Anhöhe::N,पहाड़ी,гүвээ
197,Berg::N,पहाड़,уул
198,Gipfel::N,शिखर,орой
199,Gipfel::N,शिखर,оргил
200,Höhle::N,गुहा,агуй
201,Höhle::N,गुफ़ा,агуй
202,Abhang::N,ढाल,хүр
203,Abhang::N,ढलान,хүр
204,Quelle::N,चश्मा,булаг
205,Bach::N,सोता,горхи
206,Bach::N,नदिका,горхи
207,Fluss::N,नदी,гол
208,Fluss::N,नदी,мөрөн
209,Fluss::N,सरिता,гол
210,Fluss::N,सरिता,мөрөн
211,Ufer::N,तट,эрэг
212,Ufer::N,किनारा,эрэг
213,Küste::N,समुद्र-तट,эрэг
214,Festland::N,महाद्वीप,хуурай газар
215,Meer::N,सागर,далай
216,Meer::N,सागर,тэнгис
217,Meer::N,समुद्र,далай
218,Meer::N,समुद्र,тэнгис
219,Bucht::N,खाड़ी,булан
220,Bucht::N,खाड़ी,далайн тохой
221,Insel::N,टापू,арал
222,Insel::N,द्वीप,арал
223,Blume::N,फूल,цэцэг
224,Blume::N,पुष्प,цэцэг
225,Gras::N,घास,өвс
226,Gras::N,घास,ногоо
227,Wurzel::N,मूल,үндэс
228,Baum::N,पेड़,мод
229,Baum::N,वृक्ष,мод
230,Stamm::N,धड़,иш
231,Stamm::N,धड़,гуалин
232,Rinde::N,छाल,холтос
233,Rinde::N,वल्कल,холтос
234,Ast::N,डाल,гишүү
235,Ast::N,शाखा,гишүү
236,Zweig::N,टहनी,салаа
237,Blatt::N,पत्र,навч
238,Blatt::N,पत्ता,навч
239,Birke::N,भूर्ज,хус
240,Kiefer[Baum]::N,पाइन-वृक्ष,нарс
241,Weide[Baum]::N,बेंत,уд
242,Weide[Baum]::N,बेंत,бургас
243,Tanne::N,फ़र,гачуур
244,Horn::N,सींग,эвэр
245,Horn::N,विषाण,эвэр
246,Feder::N,पर,өд
247,Feder::N,पंख,өд
248,Fell::N,खाल,арьс
249,Fell::N,पशु-चर्म,арьс
250,Flügel::N,पंख,жигүүр
251,Flügel::N,पंख,далавч
252,Flügel::N,डैना,жигүүр
253,Flügel::N,डैना,далавч
254,Klaue::N,पंजा,савар
255,Klaue::N,पंजा,хумс
256,Kralle::N,पंजा,савар
257,Kralle::N,नाख़ून,савар
258,Schwanz::N,पूँछ,сүүл
259,Ei::N,अंडा,өндөг
260,Nest::N,नीड़,үүр
261,Nest::N,घोंसला,үүр
262,Bau::N,बिल,нүх
263,Bau::N,बिल,элүү
264,Bau::N,माँद,нүх
265,Bau::N,माँद,элүү
266,Tier::N,पशु,амьтан
267,Tier::N,पशु,адгуус
268,Tier::N,जानवर,амьтан
269,Tier::N,जानवर,адгуус
270,Herde::N,गल्ला,сүрэг
271,Kuh::N,गौ,үнээ
272,Kuh::N,गाय,үнээ
273,Bulle::N,साँड़,бух
274,Pferd::N,अश्व,морь
275,Pferd::N,अश्व,адуу
276,Pferd::N,घोड़ा,морь
277,Pferd::N,घोड़ा,адуу
278,Schaf::N,भेड़,хонь
279,Schwein::N,शूकर,гахай
280,Hund::N,श्वान,нохой
281,Hund::N,कुत्ता,нохой
282,Katze::N,बिल्ली,муур
283,Katze::N,बिल्ली,мигуй
284,Bär::N,रीछ,баавгай
285,Bär::N,भालू,баавгай
286,Eichhörnchen::N,गिलहरी,хэрэм
287,Elch::N,एल्क,хандгай
288,Fuchs::N,लोमड़ी,үнэг
289,Hase::N,खरहा,туулай
290,Hase::N,ख़रगोश,туулай
291,Maus::N,मूष,хулгана
292,Maus::N,चूहा,хулгана
293,Wolf::N,वृक,чоно
294,Wolf::N,भेड़िया,чоно
295,Vogel::N,पक्षी,шувуу
296,Vogel::N,चिड़िया,шувуу
297,Schwarm::N,झुंड,сүрэг
298,Huhn::N,मुर्ग़ी,тахиа
299,Hahn::N,मुर्ग़ा,эр тахиа
300,Gans::N,हंस,галуу
301,Gans::N,हंसिनी,галуу
302,Adler::N,उक़ाब,бүргэд
303,Ente::N,बतख़,нугас
304,Ente::N,बत्तक,нугас
305,Eule::N,उल्लू,ууль
306,Kranich::N,सारस,тогоруу
307,Kranich::N,क्रौंंच,тогоруу
308,Krähe::N,काक,хэрээ
309,Kuckuck::N,कोयल,хөхөө
310,Kuckuck::N,कोकिल,хөхөө
311,Schwan::N,हंस,хун
312,Schwan::N,मराल,хун
313,Fisch::N,मछली,загас
314,Fisch::N,मत्स्य,загас
315,Barsch::N,पर्च,алгана
316,Hecht::N,पाइक,цурхай
317,Schlange[Tier]::N,सर्प,могой
318,Wurm::N,कृमि,өт
319,Wurm::N,कृमि,хорхой
320,Wurm::N,कीड़ा,өт
321,Wurm::N,कीड़ा,хорхой
322,Spinne::N,लूता,аалз
323,Spinne::N,मकड़ी,аалз
324,Ameise::N,चींटी,шоргоолж
325,Laus::N,जूँ,бөөс
326,Mücke::N,डाँस,шумуул
327,Fliege::N,मक्खी,ялаа
328,Fliege::N,मक्षिका,ялаа
329,Schmetterling::N,तितली,эрвээхэй
330,Beere::N,बेरी,жимсгэнэ
331,Apfel::N,सेब,алим
332,Pilz::N,खुंबी,мөөг
333,Zwiebel::N,प्याज़,сонгино
334,Saat::N,बीज,тариа
335,Korn::N,दाना,үр
336,Korn::N,दाना,мөхлөг
337,Heu::N,मूखी घास,өвс
338,Schale::N,बकला,хальс
339,Schale::N,छिलका,хальс
340,Grube::N,गड्ढा,алам
341,Grube::N,गड्ढा,нүх
342,Falle::N,जाल,хавх
343,Falle::N,जाल,занга
344,Falle::N,फँदा,хавх
345,Falle::N,फँदा,занга
346,Schlinge::N,फँदा,урхи
347,Spur::N,सुराग़,мөр
348,Spur::N,पद-चिह्न,мөр
349,Asche::N,राख,үнс
350,Dreck::N,मैल,хир
351,Dreck::N,गंदगी,хир
352,Eisen::N,लोहा,төмөр
353,Gold::N,सोना,алт
354,Gold::N,स्वर्ण,алт
355,Silber::N,रजत,мөнгө
356,Silber::N,चाँदी,мөнгө
357,Kohle::N,कोयला,нүүрс
358,Glas::N,काँच,шил
359,Lehm::N,चिकनी मिट्टी,шавар
360,Sand::N,रेत,элс
361,Sand::N,बालू,элс
362,Mensch::N,मानव,хүн
363,Mensch::N,इनसान,хүн
364,Mensch::N,मनुष्य,хүн
365,Mann::N,आदमी,эр
366,Mann::N,आदमी,эрэгтэй
367,Mann::N,पुरुष,эр
368,Mann::N,पुरुष,эрэгтэй
369,Frau::N,औरत,эмэгтэй
370,Frau::N,औरत,хатагтай
371,Frau::N,महिला,эмэгтэй
372,Frau::N,महिला,хатагтай
373,Frau::N,स्त्री,эмэгтэй
374,Frau::N,स्त्री,хатагтай
375,Kind::N,बाल,хүүхэд
376,Kind::N,बच्चा,хүүхэд
377,Junge::N,लड़का,хүү
378,Mädchen::N,लड़की,охин
379,Mädchen::N,लड़की,бүсгүй
380,Mädchen::N,कुमारी,охин
381,Mädchen::N,कुमारी,бүсгүй
382,Familie::N,परिवार,айл
383,Großvater::N,दादा,өвгөн аав
384,Großmutter::N,नानी,эмэг эх
385,Großmutter::N,नानी,эмгээ
386,Eltern::N,माँ-बाप,эцэг эх
387,Eltern::N,माता-पिता,эцэг эх
388,Vater::N,बाप,аав
389,Vater::N,बाप,эцэг
390,Vater::N,पिता,аав
391,Vater::N,पिता,эцэг
392,Mutter::N,माँ,эх
393,Mutter::N,माँ,ээж
394,Mutter::N,माता,эх
395,Mutter::N,माता,ээж
396,Sohn::N,बेटा,хүү
397,Sohn::N,पुत्र,хүү
398,Tochter::N,बेटी,охин
399,Tochter::N,पुत्री,охин
400,Bruder::N,भाई,ах
401,Bruder::N,भाई,дүү
402,Bruder::N,भ्राता,ах
403,Bruder::N,भ्राता,дүү
404,Schwester::N,बहन,эгч
405,Schwester::N,बहन,охин дүү
406,Schwester::N,भगिनी,эгч
407,Schwester::N,भगिनी,охин дүү
408,Onkel::N,ताऊ,авга ах
409,Onkel::N,ताऊ,нагац ах
410,Onkel::N,काका,авга ах
411,Onkel::N,काका,нагац ах
412,Tante::N,बूआ,авга эгч
413,Tante::N,बूआ,нагац эгч
414,Tante::N,फूफी,авга эгч
415,Tante::N,फूफी,нагац эгч
416,Tante::N,ख़ाला,авга эгч
417,Tante::N,ख़ाला,нагац эгч
418,Ehemann::N,पति,нөхөр
419,Ehemann::N,शौहर,нөхөр
420,Ehefrau::N,बीवी,эхнэр
421,Ehefrau::N,बीवी,гэргий
422,Freude::N,आनंद,баяр
423,Freude::N,आनंद,баясгалан
424,Freude::N,प्रसन्नता,баяр
425,Freude::N,प्रसन्नता,баясгалан
426,Gelächter::N,हँसी,инээдэм
427,Gelächter::N,क़हक़हा,инээдэм
428,Glück::N,आनंद,жаргалан
429,Glück::N,ख़ुशी,жаргалан
430,Kummer::N,शोक,гаслан
431,Kummer::N,दुःख,гаслан
432,Wunsch::N,इच्छा,ерөөл
433,Wunsch::N,अभिलाषा,ерөөл
434,Lust::N,चाह,дур
435,Lust::N,चाह,хүсэл
436,Lust::N,कामना,дур
437,Lust::N,कामना,хүсэл
438,Geist::N,जान,оюун
439,Geist::N,प्राण,оюун
440,Gedanke::N,विचार,сэтгэл
441,Gedächtnis::N,याददाश्त,ой
442,Gedächtnis::N,याददाश्त,цээж
443,Gedächtnis::N,स्मरण-शक्ति,ой
444,Gedächtnis::N,स्मरण-शक्ति,цээж
445,Verstand::N,समझ,ухаан
446,Verstand::N,अक़्ल,ухаан
447,Verstand::N,बुद्धि,ухаан
448,Sinn::N,अर्थ,утга
449,Grund::N,वजह,учир
450,Grund::N,कारण,учир
451,Wahrheit::N,सत्य,үнэн
452,Wahrheit::N,सच्चाई,үнэн
453,Gespräch::N,चर्चा,яриа
454,Gespräch::N,वार्ता,яриа
455,Gespräch::N,बात-चीत,яриа
456,Märchen::N,क़िस्सा,явган үлгэр
457,Erzählung::N,कथा,тууж
458,Erzählung::N,कहानी,тууж
459,Nachricht::N,सूचना,мэдээ
460,Nachricht::N,समाचार,мэдээ
461,Neuigkeit::N,ख़बर,сонин
462,Neuigkeit::N,समाचार,сонин
463,Name::N,नाम,нэр
464,Rätsel::N,पहेली,оньсого
465,Rede::N,वचन,хэлсэн үг
466,Rede::N,भाषण,хэлсэн үг
467,Sprache::N,भाषा,хэл
468,Sprache::N,ज़बान,хэл
469,Stimme::N,स्वर,дуу
470,Stimme::N,आवाज़,дуу
471,Wort::N,शब्द,үг
472,Wort::N,लफ़्ज़,үг
473,Zeichen::N,निशान,тамга
474,Zeichen::N,निशान,тэмдэг
475,Ruf::N,पुकार,дуудлага
476,Ruf::N,आह्वान,дуудлага
477,Lärm::N,शोर,шуугиан
478,Lärm::N,शोर,чимээ
479,Lärm::N,हुल्लड़,шуугиан
480,Lärm::N,हुल्लड़,чимээ
481,Laut::N,स्वर,анир
482,Laut::N,स्वर,дуу
483,Laut::N,ध्वनि,анир
484,Laut::N,ध्वनि,дуу
485,Ton::N,सुर,авиа
486,Ton::N,सुर,аялгуу
487,Ton::N,स्वर,авиа
488,Ton::N,स्वर,аялгуу
489,Lied::N,गीत,дуу
490,Ruhe::N,आराम,энх
491,Ruhe::N,आराम,тайван
492,Ruhe::N,ख़ामोशी,энх
493,Ruhe::N,ख़ामोशी,тайван
494,Leute::N,लोग,хүмүүс
495,Volk::N,क़ौम,улс
496,Volk::N,प्रजा,улс
497,Arbeit::N,काम,ажил
498,Arbeit::N,काम,хөдөлмөр
499,Gast::N,अतिथि,зочин
500,Gast::N,अतिथि,айлчин
501,Gast::N,मेहमान,зочин
502,Gast::N,मेहमान,айлчин
503,Geschenk::N,उपहार,бэлэг
504,Geschenk::N,तोहफ़ा,бэлэг
505,Spiel::N,खेल,наадам
506,Spiel::N,खेल,тоглоом
507,Spiel::N,क्रीड़ा,наадам
508,Spiel::N,क्रीड़ा,тоглоом
509,Gesellschaft::N,साथ,хамт байх
510,Hilfe::N,मदद,тусламж
511,Hilfe::N,सहायता,тусламж
512,Freund::N,मित्र,найз
513,Freund::N,मित्र,нөхөр
514,Kamerad::N,साथी,хань
515,Kamerad::N,साथी,нөхөр
516,Kamerad::N,कामरेड,хань
517,Kamerad::N,कामरेड,нөхөр
518,Angelegenheit::N,बात,хэрэг
519,Angelegenheit::N,मामला,хэрэг
520,Anzahl::N,तादाद,тоо
521,Anzahl::N,संख्या,тоо
522,Art::N,तरह,төрөл
523,Art::N,तरह,янз
524,Art::N,क़िस्म,төрөл
525,Art::N,क़िस्म,янз
526,Stück::N,फाँक,хэсэг
527,Stück::N,टुकड़ा,хэсэг
528,Teil::N,भाग,хувь
529,Teil::N,भाग,хэсэг
530,Teil::N,हिस्सा,хувь
531,Teil::N,हिस्सा,хэсэг
532,Hälfte::N,अर्धभाग,хагас
533,Kreis::N,चक्कर,тойрог
534,Kreis::N,चक्कर,хүрээ
535,Kreuz::N,सलीब,загалмай
536,Kreuz::N,क्रूस,загалмай
537,Linie::N,लाइन,шугам
538,Strich::N,लकीर,зураас
539,Abstand::N,अंतर,зай
540,Abstand::N,फ़ासला,зай
541,Entfernung::N,दूरी,зай
542,Entfernung::N,दूरी,хол ойр
543,Entfernung::N,फ़ासला,зай
544,Entfernung::N,फ़ासला,хол ойр
545,Gegend::N,इलाक़ा,хавь
546,Gegend::N,इलाक़ा,газар
547,Platz::N,जगह,зай
548,Platz::N,जगह,завсар
549,Platz::N,स्थान,зай
550,Platz::N,स्थान,завсар
551,Ort::N,स्थल,газар
552,Ort::N,स्थल,байр
553,Ort::N,स्थान,газар
554,Ort::N,स्थान,байр
555,Seite::N,ओर,тал
556,Seite::N,ओर,этгээд
557,Seite::N,तरफ़,тал
558,Seite::N,तरफ़,этгээд
559,Mitte::N,बीच,төв
560,Mitte::N,बीच,дунд
561,Mitte::N,मध्य,төв
562,Mitte::N,मध्य,дунд
563,Gegenstand::N,चीज़,юм
564,Gegenstand::N,पदार्थ,юм
565,Sache::N,चीज़,үйл
566,Sache::N,चीज़,хэрэг
567,Sache::N,वस्तु,үйл
568,Sache::N,वस्तु,хэрэг
569,Rand::N,छोर,зах
570,Rand::N,छोर,хөвөө
571,Rand::N,उपांत,зах
572,Rand::N,उपांत,хөвөө
573,Kante::N,कोर,ирмэг
574,Kante::N,किनारा,ирмэг
575,Ecke::N,कोना,өнцөг
576,Ecke::N,नुक्कड़,өнцөг
577,Spitze::N,नोक,үзүүр
578,Ende::N,छोर,зах
579,Ende::N,छोर,үзүүр
580,Ende::N,सिरा,зах
581,Ende::N,सिरा,үзүүр
582,Loch::N,छेद,цоорхой
583,Loch::N,छेद,онгорхой
584,Loch::N,सूराख़,цоорхой
585,Loch::N,सूराख़,онгорхой
586,Winkel::N,कोण,өнцөг
587,Winkel::N,कोना,өнцөг
588,Muster::N,नमूना,хээ
589,Muster::N,नमूना,угалз
590,Muster::N,डिज़ाइन,хээ
591,Muster::N,डिज़ाइन,угалз
592,Größe::N,परिमाण,хэмжээ
593,Größe::N,विस्तार,хэмжээ
594,Länge::N,लंबाई,урт
595,Höhe::N,ऊँचाई,өндөр
596,Höhe::N,उच्चता,өндөр
597,Gewicht::N,भार,жин
598,Gewicht::N,वज़न,жин
599,Menge::N,मात्रा,тоо
600,Haufen::N,ढेर,бөөн
601,Haufen::N,अंबार,бөөн
602,Reihe::N,क़तार,эгнээ
603,Reihe::N,पंक्ति,эгнээ
604,Boot::N,नाव,завь
605,Boot::N,नौका,завь
606,Ruder::N,चप्पू,сэлүүр
607,Schlitten::N,बर्फ़-गाड़ी,чарга
608,Ski::N,स्की,цана
609,Lagerfeuer::N,अलाव,түүдэг
610,Lagerfeuer::N,कैंप-फ़ायर,түүдэг
611,Last::N,भार,ачаа
612,Gang::N,चाल,явдал
613,Schritt::N,डग,алхам
614,Schritt::N,क़दम,алхам
615,Norden::N,उत्तर,умар
616,Süden::N,दक्खिन,урд
617,Süden::N,दक्खिन,өмнө
618,Westen::N,पश्चिम,өрнө
619,Westen::N,पश्चिम,баруун
620,Osten::N,पूरब,зүүн
621,Osten::N,पूरब,дорно
622,Holz::N,काठ,мод
623,Holz::N,काष्ठ,мод
624,Brett::N,पटरा,банз
625,Brett::N,तख़्ता,банз
626,Platte::N,फलक,хавтан
627,Platte::N,तख़्ता,хавтан
628,Stütze::N,टेक,тулгуур
629,Stütze::N,टेक,тулга
630,Stütze::N,थूनी,тулгуур
631,Stütze::N,थूनी,тулга
632,Stange::N,छड़,сургааг
633,Stange::N,बाँस,сургааг
634,Stock::N,लाठी,саваа
635,Stab::N,लग्गा,таяг
636,Rohr::N,नल,хоолой
637,Haus::N,घर,гэр
638,Haus::N,घर,байшин
639,Haus::N,मकान,гэр
640,Haus::N,मकान,байшин
641,Heim::N,घर,гэр
642,Heim::N,गृह,гэр
643,Ofen::N,चूल्हा,зуух
644,Ofen::N,चूल्हा,пийшин
645,Fußboden::N,फ़र्श,шал
646,Tisch::N,मेज़,ширээ
647,Stuhl::N,कुरसी,сандал
648,Wiege::N,पालना,өлгий
649,Wiege::N,हिंडोला,өлгий
650,Bett::N,खाट,ор
651,Bett::N,पलंग,ор
652,Regal::N,शेल्फ़,тавиур
653,Kiste::N,पेटी,авдар
654,Kiste::N,पेटी,хайрцаг
655,Kiste::N,डिब्बा,авдар
656,Kiste::N,डिब्बा,хайрцаг
657,Fenster::N,खिड़की,гэгээвч
658,Tür::N,द्वार,үүд
659,Tür::N,द्वार,хаалга
660,Tür::N,दरवाज़ा,үүд
661,Tür::N,दरवाज़ा,хаалга
662,Tor::N,फाटक,хаалга
663,Zaun::N,बाड़ा,хашаа
664,Dach::N,छत,дээвэр
665,Dach::N,छप्पर,дээвэр
666,Leiter::N,सीढ़ी,шат
667,Besen::N,झाड़ू,хамуур
668,Besen::N,झाड़ू,туужуу
669,Besen::N,बुहारी,хамуур
670,Besen::N,बुहारी,туужуу
671,Spaten::N,कुदाल,хүрз
672,Schaufel::N,बेलचा,хүрз
673,Schaufel::N,फावड़ा,хүрз
674,Gabel::N,काँटा,сэрээ
675,Löffel::N,चम्मच,халбага
676,Messer::N,छुरा,хутга
677,Messer::N,चाक़ू,хутга
678,Nagel::N,कील,хадаас
679,Nagel::N,मेख़,хадаас
680,Netz::N,जाल,өөш
681,Netz::N,जाल,тор
682,Haken::N,अंकुश,гох
683,Griff::N,मूठ,иш
684,Griff::N,मूठ,сэнж
685,Griff::N,हत्था,иш
686,Griff::N,हत्था,сэнж
687,Schloss::N,ताला,цуурга
688,Schloss::N,ताला,цоож
689,Bild::N,चित्र,зураг
690,Figur::N,मूर्ति,баримал
691,Puppe::N,पुतली,хүүхэлдэй
692,Puppe::N,गुड़िया,хүүхэлдэй
693,Beutel::N,झोला,агсаа
694,Beutel::N,झोला,уут
695,Bündel::N,पुलिंदा,боодол
696,Tasche::N,बेग,цүнх
697,Tasche::N,बस्ता,цүнх
698,Eimer::N,बाल्टी,хөнөг
699,Eimer::N,बाल्टी,хувин
700,Deckel::N,ढक्कन,таг
701,Deckel::N,ढक्कन,хавхаг
702,Geschirr::N,बरतन-भाँड़े,сав суулга
703,Sack::N,बोरा,шуудай
704,Tasse::N,प्याला,аяга
705,Topf::N,देग़चा,тогоо
706,Kessel::N,देग़,тогоо
707,Kessel::N,बटलोई,тогоо
708,Essen::N,खाना,идээ
709,Nahrung::N,भोजन,хүнс
710,Speise::N,खाना,идээ
711,Speise::N,व्यंजन,идээ
712,Fleisch::N,मांस,мах
713,Fleisch::N,गोश्त,мах
714,Getreide::N,अनाज,будаа
715,Brei::N,भरता,богшмол
716,Brei::N,भरता,будаа
717,Brei::N,दलिया,богшмол
718,Brei::N,दलिया,будаа
719,Brot::N,रोटी,талх
720,Scheibe::N,कतला,зүсэм
721,Scheibe::N,कतला,хэрчим
722,Fett::N,वसा,өөх
723,Fett::N,चरबी,өөх
724,Butter::N,मक्खन,тос
725,Öl::N,तेल,тос
726,Salz::N,नमक,давс
727,Suppe::N,सूप,шөл
728,Suppe::N,शोरबा,шөл
729,Honig::N,शहद,бал
730,Milch::N,दूध,сүү
731,Tee::N,चाय,цай
732,Leder::N,चमड़ा,арьс
733,Leder::N,चमड़ा,савхи
734,Wolle::N,ऊन,ноос
735,Wolle::N,ऊन,унгас
736,Stoff::N,कपड़ा,бөс
737,Nadel::N,सूई,зүү
738,Faden::N,डोरा,боолт
739,Faden::N,डोरा,утас
740,Knopf::N,बटन,товч
741,Knopf::N,घुंडी,товч
742,Knoten::N,गाँठ,зангилаа
743,Knoten::N,गुत्थी,зангилаа
744,Farbe::N,रंग,будаг
745,Farbe::N,वर्ण,будаг
