,Concept_ID,lbe,ps
100,Tropfen::N,кӏунтӏ,څاڅکی
101,Schaum::N,хьама,ځګ
102,Schmutz::N,кьяркьи,ناپاکي
103,See::N,бяр,جهیل
104,Sumpf::N,кунцӏа,جبه
105,Wiese::N,кьан,چمن
106,Wiese::N,кьан,شنېلی
107,Wald::N,вацӏа,ځنګل
108,Hügel::N,бакӏу,تپه
109,Berg::N,зунтту,غ‍‍‍‍‍ر
110,Gipfel::N,мицӏ,څوکه
111,Höhle::N,нух,کاز
112,Abhang::N,сун,لمن
113,Quelle::N,дайдихьу,چینه
114,Quelle::N,бакӏ,چینه
115,Bach::N,чӏрир нех,واله
116,Fluss::N,нех,سیند
117,Ufer::N,зума,غاړه
118,Küste::N,зумаинхалу,ساحل
119,Küste::N,зуманицӏалу,ساحل
120,Festland::N,кьири,وچه
121,Meer::N,хьхьири,بحر
122,Meer::N,хьхьири,سمندر
123,Insel::N,жазира,ټاپو
124,Insel::N,жазира,جزيره
125,Blume::N,тӏутӏи,ګل
126,Gras::N,уртту,واښه
127,Wurzel::N,мархха,ریښه
128,Baum::N,мурхь,ونه
129,Stamm::N,ттарцӏ,ډډ
130,Rinde::N,ккамара,پوستکی
131,Ast::N,матӏи,ښاخ
132,Zweig::N,къяртта,څانګه
133,Blatt::N,чӏапӏи,پاڼه
134,Birke::N,кӏялахӏи,توس
135,Birke::N,кӏялахӏилул мурхь,توس
136,Kiefer[Baum]::N,ттар,نښتر
137,Kiefer[Baum]::N,ттарлил мурхь,نښتر
138,Weide[Baum]::N,щавщи,وله
139,Tanne::N,ттарлил мурхь,ناجو
140,Horn::N,хъи,ښکر
141,Feder::N,лелуххул тӏиму,بڼکه
142,Fell::N,бурчу,پوستکی
143,Flügel::N,хъа,وزر
144,Flügel::N,ххурупӏайрал тӏиму,وزر
145,Klaue::N,михь,پنجه
146,Klaue::N,михь,منګول
147,Kralle::N,ххяппа,پنجه
148,Kralle::N,ххяппа,منګول
149,Schwanz::N,магъ,لکۍ
150,Ei::N,ккунук,وۍ
151,Ei::N,ккунук,هګۍ
152,Nest::N,кюру,جاله
153,Bau::N,цукъуккутӏ,کاز
154,Tier::N,хӏайван,ژوی
155,Tier::N,хӏайван,حیوان
156,Herde::N,газу,رمه
157,Herde::N,газу,غېله
158,Kuh::N,оьл,غوا
159,Bulle::N,ниц,غوئی
160,Pferd::N,чу,آس
161,Schaf::N,тта,پسه
162,Schwein::N,дунгъуз,سرکوزی
163,Hund::N,ккаччи,سپی
164,Katze::N,ччиту,پشه
165,Bär::N,цуша,خرس
166,Eichhörnchen::N,бюрхттукку,خړ لمی
167,Elch::N,ниц-бюрин,ګوزن
168,Fuchs::N,цулчӏа,سپلم
169,Fuchs::N,куча цулчӏа,سپلم
170,Hase::N,бюрх,سوی
171,Maus::N,кӏулу,مږک
172,Wolf::N,барцӏ,لېوه
173,Vogel::N,лелуххи,مرغه
174,Schwarm::N,гьухъала,سېل
175,Huhn::N,аьнакӏи,چرګه
176,Hahn::N,ажари,چرګ
177,Gans::N,къаз,بته
178,Adler::N,барзу,عقاب
179,Ente::N,урдак,ایلۍ
180,Eule::N,ису,ګونګی
181,Eule::N,ччиккумяв,ګونګی
182,Kranich::N,кьурукь,کلنګ
183,Krähe::N,хъатӏу,کارغه
184,Kuckuck::N,ччикку,فاخته
185,Schwan::N,урттил къаз,قو
186,Fisch::N,чавахъ,کب
187,Fisch::N,чавахъ,ماهی
188,Schlange[Tier]::N,шатта,مار
189,Wurm::N,кьюнукьай шатта,چینجی
190,Spinne::N,ххялцу,غڼه
191,Spinne::N,ххялцу,تارکښ
192,Ameise::N,митӏикьукьу,مېږی
193,Mücke::N,мичӏак,ماشی
194,Fliege::N,зимиз,مچ
195,Schmetterling::N,чӏимучӏали,پتنګ
196,Beere::N,хӏаллил ахъулсса,مېوۍ
197,Apfel::N,гьивч,مڼه
198,Pilz::N,ттуккул иис,خرېړی
199,Zwiebel::N,лаччул чсмусул бакӏ,پیاز
200,Saat::N,гьанна,تخم
201,Korn::N,къама,تخم
202,Korn::N,къама,دانه
203,Heu::N,ххулув,بوس
204,Heu::N,ххулув,پروړه
205,Schale::N,ккиртту,پوستکی
206,Grube::N,кӏаланг,کنده
207,Falle::N,къатӏа,دام
208,Falle::N,къатӏа,لومه
209,Schlinge::N,хӏатӏ,کړۍ
210,Spur::N,ша,نښه
211,Asche::N,лах,آس
212,Asche::N,лах,ایره
213,Dreck::N,кьяркьи,ناپاکي
214,Dreck::N,венп,ناپاکي
215,Eisen::N,мах,اوسپنه
216,Gold::N,муси,سره زر
217,Silber::N,арцу,نقره
218,Silber::N,арцу,سپین زر
219,Kohle::N,кӏалаш,سکور
220,Kohle::N,кӏалаш,سکاره
221,Kohle::N,хъуручӏ,سکور
222,Kohle::N,хъуручӏ,سکاره
223,Glas::N,пюрун,ښيښه
224,Lehm::N,сина аьрщи,خټه
225,Sand::N,къун,شګه
226,Mensch::N,инсан,انسان
227,Mann::N,чув,سړی
228,Mann::N,чув,نارینه
229,Mann::N,адимина,سړی
230,Mann::N,адимина,نارینه
231,Frau::N,щарсса,ښځه
232,Frau::N,хъамитайпа,ښځه
233,Kind::N,чӏиви оьрчӏ,بچی
234,Kind::N,чӏиви оьрчӏ,ماشوم
235,Junge::N,оьрчӏ,هلک
236,Junge::N,бурхьин оьрчӏ,هلک
237,Mädchen::N,душ,نجلۍ
238,Familie::N,кулпат,کورنۍ
239,Großvater::N,ттатта,بابا
240,Großvater::N,ниттил ппу,بابا
241,Großmutter::N,буттал нину,انا
242,Eltern::N,нину-ппу,مور او پلار
243,Vater::N,ппу,پلار
244,Mutter::N,нину,مور
245,Sohn::N,арс,زوی
246,Tochter::N,душ,لور
247,Bruder::N,уссу,ورور
248,Schwester::N,ссу,خور
249,Onkel::N,буттауссу,تره
250,Onkel::N,буттауссу,ماما
251,Tante::N,буттал ссу,خاله
252,Ehemann::N,лас,مېړه
253,Ehefrau::N,щар,مېرمن
254,Ehefrau::N,щарсса,مېرمن
255,Freude::N,шадшиву,خوشحالي
256,Freude::N,ххаришиву,خوشحالي
257,Gelächter::N,хъяхъаву,خندا
258,Glück::N,талихӏ,بخت
259,Kummer::N,дард,غم
260,Wunsch::N,мурад,هيله
261,Wunsch::N,мурад,غوښتنه
262,Lust::N,гьавас,شوق
263,Lust::N,гьавас,مینه
264,Lust::N,ччаву,شوق
265,Lust::N,ччаву,مینه
266,Geist::N,рухӏ,روح
267,Gedanke::N,пикри,فکر
268,Gedächtnis::N,дакӏний личӏаву,یاد
269,Gedächtnis::N,дакӏний личӏаву,حافظه
270,Verstand::N,аькьлу,عقل
271,Verstand::N,аькьлу,شعور
272,Sinn::N,мяъна,معنی
273,Grund::N,багьана,علت
274,Grund::N,багьана,اساس
275,Wahrheit::N,тӏайламур,حقیقت
276,Wahrheit::N,хӏакьмур,حقیقت
277,Gespräch::N,ихтилат,مرکه
278,Gespräch::N,ихтилат,خبرې اترې
279,Märchen::N,магьа,افسانه
280,Erzählung::N,хавар,قصه
281,Erzählung::N,хавар,کیسه
282,Nachricht::N,хавар,خبر
283,Neuigkeit::N,хавар,نوی خبر
284,Name::N,цӏа,نوم
285,Rätsel::N,ссигьа,کیسۍ
286,Rätsel::N,ссигьа,چیستان
287,Rede::N,гъалгъа,وینا
288,Sprache::N,маз,ژبه
289,Stimme::N,чӏу,غږ
290,Stimme::N,чӏу,اواز
291,Stimme::N,чӏукӏа,غږ
292,Stimme::N,чӏукӏа,اواز
293,Wort::N,махъ,لغت
294,Wort::N,махъ,کلمه
295,Zeichen::N,лишан,نښه
296,Zeichen::N,лишан,اشاره
297,Lärm::N,чӏу,غالمغال
298,Laut::N,чӏу,ږغ
299,Ton::N,чӏу,اواز
300,Lied::N,балай,غزله
301,Lied::N,балай,سندره
302,Ruhe::N,дигьалагру,ارامي
303,Leute::N,инсантал,خلک
304,Volk::N,ил,ولس
305,Volk::N,халкь,ولس
306,Arbeit::N,заву,کار
307,Gast::N,хъамаличу,مېلمه
308,Geschenk::N,бухчакарши,تحفه
309,Geschenk::N,бухчакарши,سوغات
310,Geschenk::N,лажинккакку,تحفه
311,Geschenk::N,лажинккакку,سوغات
312,Spiel::N,тӏуркӏу,لوبه
313,Gesellschaft::N,жямат,ډله
314,Gesellschaft::N,ккуран,ډله
315,Hilfe::N,кумаг,کومک
316,Hilfe::N,кумаг,مرسته
317,Freund::N,дус,ملګری
318,Kamerad::N,хӏаласу,انډيوال
319,Angelegenheit::N,иш,موضوع
320,Anzahl::N,аьдад,شمېر
321,Anzahl::N,аьдад,تعداد
322,Art::N,жинс,ډول
323,Stück::N,касак,ټوټه
324,Teil::N,бутӏа,برخه
325,Hälfte::N,дачӏи,نیم
326,Kreis::N,кюрщан,دایره
327,Kreuz::N,ххач,صلیب
328,Linie::N,щва,خط
329,Linie::N,щва,لیکه
330,Strich::N,щва,کرښه
331,Abstand::N,манзил,فاصله
332,Entfernung::N,манзил,واټن
333,Gegend::N,кӏану,سیمه
334,Gegend::N,кӏану,منطقه
335,Ort::N,кӏану,ځای
336,Seite::N,чул,مخ
337,Seite::N,чул,اړخ
338,Seite::N,чулухалу,مخ
339,Seite::N,чулухалу,اړخ
340,Mitte::N,дя,وسط
341,Mitte::N,дя,مینځ
342,Gegenstand::N,зат,شی
343,Sache::N,зат,شی
344,Sache::N,зат,څيز
345,Rand::N,зума,څنډه
346,Rand::N,зума,کناره
347,Ecke::N,мурцӏу,ګوټ
348,Spitze::N,мицӏ,څوکه
349,Ende::N,зума,څوکه
350,Loch::N,ккутӏ,سوری
351,Winkel::N,мурцӏу,کنج
352,Winkel::N,мурцӏу,کوتی
353,Muster::N,накьич,نمونه
354,Länge::N,лахъишиву,طول
355,Länge::N,лахъишиву,اوږد والی
356,Höhe::N,лахъшиву,جګوالی
357,Gewicht::N,дуццин,وزن
358,Gewicht::N,кӏушиву,وزن
359,Haufen::N,бакӏу,کوټه
360,Reihe::N,кьюкьа,صف
361,Reihe::N,кьюкьа,کتار
362,Boot::N,луткка,قايق
363,Ruder::N,весло,چپه
364,Ruder::N,чӏатӏа,چپه
365,Schlitten::N,чана,ښویېدونی
366,Schlitten::N,санкка,ښویېدونی
367,Ski::N,лижарду,سکي
368,Lagerfeuer::N,къавтӏн,اور
369,Last::N,гьиву,بار
370,Last::N,гьиву,پېټی
371,Gang::N,нанаву,تګ
372,Schritt::N,ша,ګام
373,Norden::N,ухссав,شمال
374,Norden::N,ухссавнил чулухалу,شمال
375,Süden::N,кьилва,سوېل
376,Westen::N,баргълагавал,لوېدېځ
377,Westen::N,баргълагавал чул,لوېدېځ
378,Osten::N,баргъбуккай чулухалу,شرق
379,Osten::N,баргъбуккай чулухалу,ختیځ
380,Holz::N,тӏама,لرګی
381,Brett::N,тахта,تخته
382,Platte::N,гъуни,تخته
383,Stütze::N,гьалакӏу,تکیوان
384,Stange::N,къазихъ,ډاګه
385,Stock::N,ттархь,لرګی
386,Stab::N,ччантӏакъу,چيخله
387,Rohr::N,бургъу,نل
388,Haus::N,къатта,کور
389,Heim::N,къатта,کور
390,Ofen::N,пач,تودنۍ
391,Fußboden::N,чӏанкъатта,غولی
392,Tisch::N,усттул,مېز
393,Stuhl::N,кӏану,چوکۍ
394,Wiege::N,оьрчӏал кӏану,زانګو
395,Bett::N,тах,کټ
396,Bett::N,тах,چپرکټ
397,Regal::N,чӏаму,تاخچۍ
398,Kiste::N,яшикӏ,صندوق
399,Kiste::N,къурши,صندوق
400,Fenster::N,чӏавахьулу,کړکۍ
401,Tür::N,нуз,دروازه
402,Tür::N,нузкьун,دروازه
403,Tor::N,къапу,دروازه
404,Tor::N,дарваза,دروازه
405,Zaun::N,дайгьузанну,کټاره
406,Dach::N,магъи,بام
407,Dach::N,цӏиялу,بام
408,Leiter::N,чуртту,زينه
409,Besen::N,чӏатлу,جارو
410,Spaten::N,бил,یوم
411,Schaufel::N,чӏатӏа,بېلچه
412,Gabel::N,гьиссилу,پنجه
413,Löffel::N,къуса,کاشوغه
414,Messer::N,чӏила,چاقو
415,Nagel::N,мяр,ميخ
416,Netz::N,къери,جال
417,Haken::N,къича,څنګک
418,Griff::N,куяму,لاستی
419,Schloss::N,кьункьула,کلپ
420,Bild::N,сурат,رسم
421,Puppe::N,ссихьу,ګوډۍ
422,Beutel::N,чантай,کڅوړه
423,Bündel::N,гьи,دسته
424,Bündel::N,къар,دسته
425,Eimer::N,бадра,سطل
426,Deckel::N,къапаза,سرپوښ
427,Geschirr::N,пюрунчӏул,لوښی
428,Geschirr::N,тӏахӏникӏичӏу,لوښی
429,Sack::N,къап,جوال
430,Sack::N,дарваг,جوال
431,Tasse::N,пижан,پیاله
432,Tasse::N,пинжан,پیاله
433,Tasse::N,инкираччатӏи,پیاله
434,Tasse::N,цинцилттал бушкъап,پیاله
435,Topf::N,кӏункӏур,دېګی
436,Kessel::N,чаг,دېګ
437,Kessel::N,кӏункӏур,دېګ
438,Essen::N,дукия,خوراک
439,Essen::N,дукин,خوراک
440,Nahrung::N,дукра,خوراک
441,Speise::N,дукра,خواړه
442,Fleisch::N,дикӏ,غوښه
443,Getreide::N,къама,غله
444,Brei::N,ккурч,اوګره
445,Brot::N,ччатӏ,ډوډۍ
446,Scheibe::N,парча,مړۍ
447,Fett::N,аьгъушиву,غوړي
448,Butter::N,нагь,کوچ
449,Butter::N,лагаву,کوچ
450,Salz::N,цӏву,مالګه
451,Suppe::N,накь,شوربا
452,Honig::N,ницӏ,شات
453,Milch::N,накӏ,شوده
454,Tee::N,чяй,چای
455,Leder::N,бурчу,څرمن
456,Wolle::N,ппал,پشم
457,Stoff::N,янна,ټوټه
458,Nadel::N,ххалаххи,ستن
459,Faden::N,ххал,تار
460,Knopf::N,банд,تڼۍ
461,Knopf::N,банд,تکمه
462,Knoten::N,къурхъ,غوټه
463,Farbe::N,сир,رنګ
464,Kleidung::N,янна,کالي
465,Kleidung::N,лаххия,کالي
466,Hemd::N,гьухъа,کميس
467,Kragen::N,дарвач,غاړه
468,Ärmel::N,кахха,لستوڼی
469,Hose::N,хӏажак,پطلون
470,Gürtel::N,мухӏлу,کمربند
471,Mütze::N,кьяпа,خولۍ
472,Stiefel::N,чакма,موزه
473,Ring::N,кӏисса,ګوته
474,Band::N,линт,فيته
475,Kamm::N,ттарал,ګمنځ
476,Spiegel::N,дагьани,ایینه
477,Spiegel::N,дагьани,هنداره
478,Riemen::N,эн,تسمه
479,Schnur::N,хьхьа,مزی
480,Decke::N,виргъан,بړستن
481,Kissen::N,кӏаралу,بالښت
482,Tuch::N,карщи,ټیکری
483,Handtuch::N,калихьу,دسمال
484,Handtuch::N,лажинлихьу,دسمال
485,Kraft::N,эллаж,زور
486,Kraft::N,эллаж,توان
487,Stärke::N,гуж,قوت
488,Gesundheit::N,цӏуллу-сагъшиву,صحت
489,Gesundheit::N,цӏуллу-сагъшиву,روغتیا
490,Krankheit::N,къашайшиву,مرض
491,Krankheit::N,къашайшиву,ناروغي
492,Schmerz::N,къюву,درد
493,Wunde::N,щаву,ټپ
494,Wunde::N,щаву,زخم
495,Fieber::N,кӏиришиву,تبه
496,Arznei::N,дару,دوا
497,Arznei::N,дару,دارو
498,Brücke::N,ламу,پول
499,Brunnen::N,къуй,څاه
500,Brunnen::N,къуй,کوهی
501,Weide::N,бизантту,وله
502,Pfad::N,жегъир ххуллу,تړه
503,Weg::N,ххуллу,لیار
504,Straße::N,ххуллу,سړک
505,Dorf::N,щар,کلی
506,Dorf::N,шяравалу,کلی
507,Stadt::N,шагьру,ښار
508,Brief::N,чагъар,لیک
509,Brief::N,чагъар,مکتوب
510,Buch::N,лу,کتاب
511,Buchstabe::N,хӏарп,حرف
512,Buchstabe::N,хӏарп,توری
513,Zeitung::N,кказит,اخبار
514,Leben::N,оьрму,ژوند
515,Tod::N,ажал,مرګ
516,Tod::N,ажал,مړینه
517,Tod::N,бивкӏу,مرګ
518,Tod::N,бивкӏу,مړینه
519,Tod::N,ивчӏаву,مرګ
520,Tod::N,ивчӏаву,مړینه
521,Grab::N,гьав,قبر
522,Grab::N,гьав,ډورۍ
523,Kirche::N,килиса,کلیسا
524,Sünde::N,бунагъ,ګناه
525,Gott::N,зал,خدای
526,Arbeiter::N,зузала,کاریګر
527,Chef::N,ялувма,آمر
528,Meister::N,усттар,استاد
529,Arzt::N,хӏакин,طبیب
530,Arzt::N,хӏакин,ډاکټر
531,Lehrer::N,учитель,معلم
532,Lehrer::N,учитель,ښوونکی
533,Geld::N,арцу,پیسې
534,Geschäft::N,даву,سوداګري
535,Laden::N,ттучан,دکان
536,Laden::N,ттучан,مغازه
537,Preis::N,багъа,بیه
538,Ware::N,хъус,مال
539,Nutzen::N,хайр,ګټه
540,Nutzen::N,мюнпат,ګټه
541,Reichtum::N,давлат,شتمني
542,Reichtum::N,аваданшиву,شتمني
543,Welt::N,дуниял,نړۍ
544,Welt::N,дуниял,دنیا
545,Land::N,билаят,هېواد
546,Staat::N,паччахӏлугъ,دولت
547,Macht::N,власть,قدرت
548,Grenze::N,дазу,حد
549,Grenze::N,дазу,سرحد
550,Krieg::N,дяъви,جګړه
551,Feind::N,душман,دښمن
552,Gewalt::N,къия,زور
553,Gewalt::N,къия,تشدد
554,Kampf::N,лачӏуи уккаву,جنګ
555,Kampf::N,лачӏуи уккаву,مبارزه
556,Bogen[Waffe]::N,ккуртта,لیندۍ
557,Pfeil::N,чӏатӏаракӏ,غشی
558,Gewehr::N,ттупанг,ټوپک
559,Fehler::N,гъалатӏ,خطا
560,Fehler::N,гъалатӏ,غلطي
561,Lüge::N,щялмахъ,دروغ
562,Schaden::N,зарал,زیان
563,Schaden::N,зарал,تاوان
564,Unglück::N,бала,بدبختي
565,Schuld::N,тахсир,ګناه
566,Alter::N,оьрму,منګ
567,Schluss::N,ахир,اخر
568,Zeit::N,чӏун,وخت
569,Tag::N,кьини,ورځ
570,Morgen::N,кӏюрх,سبا
571,Morgen::N,кӏюрх,سهار
572,Mittag::N,ахттайн,غرمه
573,Mittag::N,дяахттайн,غرمه
574,Mittag::N,ахттайн чӏун,غرمه
575,Abend::N,маркӏачӏан,ماښام
576,Nacht::N,хьхьу,شپه
577,Woche::N,нюжмар,اونۍ
578,Monat::N,барз,مياشت
579,Jahr::N,шин,کال
580,Frühling::N,инт,پسرلی
581,Sommer::N,гъи,دوبی
582,Herbst::N,ссут,منی
583,Herbst::N,ссут,خزان
584,Winter::N,кӏи,ژمی
585,Januar::N,цалчинмур барз,جنوري
586,Februar::N,кӏилчинмур барз,فبروري
587,März::N,шамилчинмур барз,مارچ
588,April::N,апрель,اپریل
589,April::N,мукьилчинмур барз,اپریل
590,Mai::N,май,مې
591,Mai::N,ххюлчинмур барз,مې
592,Juni::N,июнь,جون
593,Juni::N,ряххилчинмур барз,جون
594,Juli::N,июль,جولای
595,Juli::N,Арулчинмур барз,جولای
596,August::N,мяйлчинмур барз,اګست
597,September::N,урчӏилчинмур барз,سپټامبر
598,Oktober::N,ацӏилчинмур барз,اکتوبر
599,November::N,ацӏния цалчинмур барз,نومبر
600,Dezember::N,ацӏния кӏилчинмур барз,دسمبر
601,Montag::N,итин,دوشنبه
602,Montag::N,итин кьини,دوشنبه
603,Dienstag::N,тталат,سه شنبه
604,Dienstag::N,тталат кьини,سه شنبه
605,Mittwoch::N,арвахӏ,چارشنبه
606,Donnerstag::N,хамис,پنجشنبه
607,Freitag::N,нюжмар,جمعه
608,Freitag::N,нюжмар кьини,جمعه
609,Samstag::N,ххуллун,خالي
610,Samstag::N,ххуллун кьини,خالي
611,Sonntag::N,алхӏат,یکشنبه
612,Sonntag::N,алхӏат кьини,یکشنبه
613,groß::A,бугъарасса,لوی
614,klein::A,чӏивисса,وړوکی
615,lang::A,лахъисса,اوړد
616,kurz::A,кутӏасса,لنډ
617,breit::A,уттасса,پراخه
618,schmal::A,уттакӏюласса,تنګ
619,dicht::A,ццунсса,ګڼ
620,dick[Gegenstand]::A,ганзсса,پنډ
621,dünn::A,кӏюласса,نری
622,fest::A,цӏакьсса,کلک
623,fest::A,цӏакьсса,ټینګ
624,fest::A,кьянкьасса,کلک
625,fest::A,кьянкьасса,ټینګ
626,flach::A,баягъисса,هوار
627,flach::A,цӏубакъасса,هوار
628,flach::A,куртӏ дакъасса,هوار
629,glatt::A,дюрчӏусса,ښوی
630,hart::A,кьянкьасса,کلک
631,weich::A,кӏукӏлусса,نرم
632,weich::A,кӏукӏлусса,پوست
633,rund::A,ккурккисса,ګرد
634,spitz::A,ярксса,تېره
635,spitz::A,дайлсса,تېره
636,spitz::A,мицӏ бусса,تېره
637,scharf::A,ярксса,تېز
638,scharf::A,ярксса,تېره
639,scharf::A,дайлсса,تېز
640,scharf::A,дайлсса,تېره
641,scharf::A,мицӏ бусса,تېز
642,scharf::A,мицӏ бусса,تېره
643,stumpf::A,къуркъасса,پڅ
644,schwer::A,кӏусса,دروند
645,schön::A,аьнтӏикӏасса,ښکلی
646,heiß::A,кӏирисса,تود
647,warm::A,гъелисса,تود
648,kalt::A,дяркъусса,ېخ
649,kalt::A,дяркъусса,سوړ
650,kühl::A,дюхлулсса,ېخ
651,kühl::A,дюхлулсса,سوړ
652,frisch::A,цӏусса,تازه
653,feucht::A,атилсса,مرطوب
654,feucht::A,хъавтусса,مرطوب
655,nass::A,атилсса,لوند
656,nass::A,хъавтусса,لوند
657,trocken::A,кьавкьсса,وچ
658,trocken::A,кьакьан бувсса,وچ
659,voll::A,бувцӏусса,ډک
660,leer::A,бачӏвасса,خالی
661,offen::A,тӏивтӏусса,خلاص
662,offen::A,тӏивтӏусса,پرانیستی
663,geschlossen::A,лавкьусса,تړلی
664,sauber::A,марцӏсса,پاک
665,schmutzig::A,чапалсса,چټل
666,roh::A,шакъавхьсса,خام
667,reif::A,дирсса,پوخ
668,reif::A,дирсса,رسېدلی
669,lecker::A,нахӏусса,خوندور
670,lecker::A,нахӏусса,مزه دار
671,lecker::A,тӏааьнсса,خوندور
672,lecker::A,тӏааьнсса,مزه دار
673,süß::A,нацӏусса,خوږ
674,süß::A,нацӏусса,شیرین
675,bitter::A,кьурчӏисса,تریخ
676,sauer::A,туршсса,ټاک
677,sauer::A,туршсса,تريو
678,hell::A,чаннасса,روڼ
679,hell::A,чаннасса,روښان
680,dunkel::A,цӏансса,تیاره
681,schwarz::A,лухӏисса,تور
682,weiß::A,кӏяласса,سپين
683,rot::A,ятӏулсса,سور
684,gelb::A,хъахъисса,زېړ
685,blau::A,някӏсса,شین
686,blau::A,някӏсса,اسماني رنګه
687,grün::A,щюлисса,زرغون
688,grau::A,оьрусса,خړ
689,bunt::A,оьрчӏикӏурисса,رنګارنګ
690,billig::A,кьювкьусса,ارزان
691,teuer::A,ххирасса,ګران
692,wertvoll::A,багьасса,قیمتي
693,blind::A,мурчӏисса,ړوند
694,taub::A,къюкӏсса,کوڼ
695,kräftig::A,гужсса,قوی
696,stark::A,кьянкьасса,قوی
697,stark::A,кьянкьасса,تکړه
698,schwach::A,заэвсса,ضعیف
699,schwach::A,заэвсса,کمزوری
700,fett::A,бучсса,چاغ
701,schlank::A,бювхъусса,خوش اندام
702,hübsch::A,янусса,ښکلی
703,hübsch::A,янусса,ښایسته
704,böse::A,оьсса,شریر
705,böse::A,оьсса,قهرناک
706,dumm::A,ахӏмакьсса,احمق
707,faul::A,танмалсса,لټ
708,faul::A,танмалсса,تنبل
709,faul::A,курчӏилсса,لټ
710,faul::A,курчӏилсса,تنبل
711,fleißig::A,хӏарачат бусса,زحمت کښ
712,geizig::A,янттарцӏансса,بخیل
713,klug::A,аькьлу бусса,عاقل
714,klug::A,аькьлу бусса,هوښیار
715,geschickt::A,паргалсса,ماهر
716,lieb::A,аьзизсса,عزیز
717,lieb::A,аьзизсса,محبوب
718,lustig::A,тяхъасса,خوشحال
719,sanft::A,иминсса,پوست
720,sanft::A,иминсса,ملایم
721,hungrig::A,ккашилсса,وږی
