,Concept_ID,es,he
820,vierzig::NUM,cuarenta,ארבעים
821,fünfzig::NUM,cincuenta,חמשים
822,sechzig::NUM,sesenta,ששים
823,siebzig::NUM,setenta,שבעים
824,achtzig::NUM,ochenta,שמונים
825,neunzig::NUM,noventa,תשעים
826,hundert::NUM,cien,מאה
827,hundert::NUM,ciento,מאה
828,tausend::NUM,mil,אלף
829,und::CNJ,y,ו
830,oder::CNJ,o,או
831,stehen::V,estar de pie,עמד
832,sitzen::V,estar sentado,ישב
833,liegen::V,yacer,שכב
834,liegen::V,estar acostado,שכב
835,hängen::V,pender,היה תלוי
836,werden::V,hacerse,הפך ל
837,passieren::V,suceder,קרה
838,beginnen::V,iniciarse,התחיל
839,beginnen::V,principiar,התחיל
840,enden::V,acabar,הסתים
841,enden::V,terminar,הסתים
842,wechseln::V,variar,השתנה
843,wechseln::V,alternar,השתנה
844,aufgehen[Sonne]::V,salir,זרח
845,untergehen[Sonne]::V,ponerse,שקע
846,untergehen[Sonne]::V,descender,שקע
847,scheinen[Sonne]::V,brillar,בהק
848,donnern::V,tronar,רעם
849,wehen::V,soplar,נשב
850,strömen::V,afluir,זרם
851,fließen::V,fluir,זרם
852,fließen::V,correr,זרם
853,sich drehen::V,girar,הסתובב
854,schwanken::V,vacilar,התנודד
855,schwingen::V,oscilar,התנענע
856,fallen::V,caer,נפל
857,brennen::V,arder,בער
858,brennen::V,quemar,בער
859,rauchen::V,humear,עשן
860,rauchen::V,echar humo,עשן
861,regnen::V,llover,ירד גשם
862,gefrieren::V,helarse,קפא
863,tauen::V,deshelarse,נמס
864,schmelzen::V,fundirse,התיך
865,schmelzen::V,derretirse,התיך
866,trocknen::V,secarse,התיבש
867,sieden::V,hervir,רתח
868,faulen::V,pudrirse,רקב
869,verfaulen::V,pudrirse,רקב
870,reißen::V,romperse,נקרע
871,versinken::V,hundirse,טבע
872,vergehen::V,pasar,עבר
873,erscheinen::V,aparecer,נגלה
874,erscheinen::V,aparecer,הופיע
875,verschwinden::V,desaparecer,נעלם
876,sinken::V,bajar,ירד
877,abnehmen::V,decrecer,הפחית
878,abnehmen::V,disminuir,הפחית
879,zunehmen::V,crecer,רבה
880,zunehmen::V,aumentar,רבה
881,steigen::V,subir,עלה
882,steigen::V,ascender,עלה
883,wachsen::V,crecer,גדל
884,glänzen::V,brillar,נצץ
885,glänzen::V,brillar,בהק
886,glänzen::V,resplandecer,נצץ
887,glänzen::V,resplandecer,בהק
888,funkeln::V,chispear,נצנץ
889,lärmen::V,hacer ruido,רעש
890,läuten::V,sonar,צלצל
891,läuten::V,repicar,צלצל
892,klingeln::V,tocar el timbre,צלצל
893,klirren::V,tintinear,קרקש
894,brausen::V,zumbar,געש
895,rauschen::V,murmurar,רשרש
896,klingen::V,sonar,נשמע
897,bellen::V,ladrar,נבח
898,heulen::V,ulular,ילל
899,blasen::V,soplar,נשף
900,pfeifen::V,silbar,שרק
901,schreien::V,gritar,צעק
902,stöhnen::V,gemir,נאנק
903,zittern::V,temblar,רעד
904,leben::V,vivir,חי
905,geboren werden::V,nacer,נולד
906,atmen::V,respirar,נשם
907,trinken::V,beber,שתה
908,essen::V,comer,אכל
909,schlucken::V,tragar,בלע
910,müde werden::V,cansarse,התעיף
911,müde werden::V,fatigarse,התעיף
912,einschlafen::V,dormirse,נרדם
913,schlafen::V,dormir,ישן
914,aufwachen::V,despertarse,התעורר
915,aufstehen::V,levantarse,קם
916,sich erholen::V,reposar,נפש
917,sich erholen::V,descansar,נפש
918,krank werden::V,caer enfermo,חלה
919,krank sein::V,estar enfermo,היה חולה
920,schmerzen::V,doler,כאב
921,husten::V,toser,השתעל
922,genesen::V,convalecer,הבריא
923,genesen::V,restablecerse,הבריא
924,sterben::V,morir,מת
925,umkommen::V,perecer,נספה
926,sich bewegen::V,moverse,נע
927,sich rühren::V,rebullir,זז
928,sich erheben::V,levantarse,קם
929,sich setzen::V,sentarse,התישב
930,hinfallen::V,caerse,נפל
931,laufen::V,andar,הלך ברגל
932,schreiten::V,proceder,פסע
933,spazierengehen::V,pasear,טיל
934,spazierengehen::V,pasearse,טיל
935,eilen::V,correr prisa,אץ
936,eilen::V,correr prisa,מהר
937,sich beeilen::V,darse prisa,מהר
938,sausen::V,correr,אץ
939,rennen::V,correr,רץ
940,springen::V,saltar,קפץ
941,klettern::V,trepar,טפס
942,klettern::V,escalar,טפס
943,schaukeln::V,bambolearse,התנדנד
944,kriechen::V,reptar,זחל
945,kriechen::V,arrastrarse,זחל
946,schwimmen::V,nadar,שחה
947,tauchen::V,bucear,צלל
948,tauchen::V,sumergirse,צלל
949,rudern::V,remar,חתר
950,fahren::V,ir,נסע
951,fliegen::V,volar,עף
952,gehen::V,ir,הלך
953,gehen::V,andar,הלך
954,weggehen::V,irse,עזב
955,weggehen::V,marcharse,עזב
956,abfahren::V,salir,יצא
957,abfahren::V,partir,יצא
958,anhalten::V,parar,עצר
959,anhalten::V,pararse,עצר
960,hineingehen::V,entrar,נכנס
961,eintreten::V,entrar,נכנס
962,kommen::V,venir,בא
963,ankommen::V,llegar,הגיע
964,zurückkommen::V,volver,שב
965,zurückkommen::V,volver,חזר
966,zurückkommen::V,regresar,שב
967,zurückkommen::V,regresar,חזר
968,bleiben::V,quedarse,נשאר
969,warten::V,esperar,חכה
970,warten::V,esperar,המתין
971,erwarten::V,esperar,צפה
972,suchen::V,buscar,חפש
973,finden::V,hallar,מצא
974,finden::V,encontrar,מצא
975,versuchen::V,intentar,נסה
976,vorbereiten::V,preparar,הכין
977,lieben::V,amar,אהב
978,lieben::V,querer,אהב
979,mögen::V,querer,אהב
980,lachen::V,reír,צחק
981,rühren::V,conmover,נגע ללב
982,weinen::V,llorar,בכה
983,schimpfen::V,regañar,גער
984,sich ärgern::V,enfadarse,זעם
985,sich ärgern::V,enfadarse,כעס
986,sich fürchten::V,tener miedo,פחד
987,sich fürchten::V,tener miedo,חשש
988,fürchten::V,temer,פחד מ
989,fürchten::V,temer,חשש מ
990,fürchten::V,tener miedo a,פחד מ
991,fürchten::V,tener miedo a,חשש מ
992,fliehen::V,huir,ברח
993,flüchten::V,escaparse,נמלט
994,sehen::V,ver,ראה
995,anschauen::V,mirar,הביט
996,ansehen::V,mirar,התבונן
997,hören::V,oír,שמע
998,zuhören::V,escuchar,הקשיב
999,probieren::V,probar,נסה
1000,probieren::V,degustar,נסה
1001,riechen::V,oler,הריח
1002,fühlen::V,sentir,חש
1003,scheinen::V,parecer,נדמה
1004,zu sehen sein::V,poder verse,נראה
1005,vernehmen::V,oír,נודע ל
1006,vernehmen::V,percibir,נודע ל
1007,frieren::V,tener frío,קר ל
1008,tun::V,hacer,פעל
1009,können::V,poder,יכל
1010,wollen::V,querer,רצה
1011,anfangen::V,iniciar,התחיל
1012,beenden::V,acabar,גמר
1013,beenden::V,terminar,גמר
1014,aufhören::V,cesar,סים
1015,gelingen::V,salir bien,הצליח
1016,geraten::V,salir,עלה
1017,geraten::V,dar resultado,עלה
1018,öffnen::V,abrir,פתח
1019,schließen::V,cerrar,סגר
1020,stellen::V,poner,העמיד
1021,stellen::V,colocar,העמיד
1022,setzen::V,poner,הושיב
1023,setzen::V,colocar,הושיב
1024,legen::V,poner,שם
1025,berühren::V,tocar,נגע
1026,verbinden::V,unir,קשר
1027,verbinden::V,juntar,קשר
1028,bedecken::V,tapar,כסה
1029,bedecken::V,cubrir,כסה
1030,aufhängen::V,colgar,תלה
1031,anzünden::V,encender,הצית
1032,aufheben::V,recoger,אסף
1033,zurücklassen::V,dejar,השאיר
1034,verlieren::V,perder,אבד
1035,fallen lassen::V,dejar caer,שמט
1036,fallen lassen::V,dejar caer,הפיל
1037,machen::V,hacer,עשה
1038,herstellen::V,fabricar,יצר
1039,bauen::V,construir,בנה
1040,reparieren::V,reparar,תקן
1041,verbessern::V,mejorar,שפר
1042,ändern::V,mudar,שנה
1043,ändern::V,modificar,שנה
1044,graben::V,cavar,חפר
1045,beugen::V,doblar,כפף
1046,beugen::V,inclinar,כפף
1047,biegen::V,doblar,כופף
1048,drehen::V,volver,סובב
1049,drehen::V,hacer girar,סובב
1050,wenden::V,volver,הפך
1051,umdrehen::V,revolver,סובב
1052,heben::V,levantar,הרים
1053,hochheben::V,alzar,הרים
1054,ergreifen::V,coger,אחז
1055,halten::V,tener,החזיק
1056,drücken::V,apretar,לחץ
1057,schieben::V,empujar,הזיז
1058,kratzen::V,rascar,שרט
1059,kratzen::V,rascar,שפשף
1060,lecken::V,lamer,לקק
1061,beißen::V,morder,נשך
1062,abreißen::V,arrancar,קרע
1063,abschneiden::V,cortar,חתך
1064,binden::V,atar,קשר
1065,stecken::V,meter,תקע
1066,brechen::V,romper,שבר
1067,brechen::V,quebrar,שבר
1068,klopfen::V,golpear,נקש
1069,hauen::V,pegar,הכה
1070,kleben::V,pegar,הדביק
1071,kleben::V,encolar,הדביק
1072,reiben::V,frotar,שפשף
1073,streichen::V,untar,מרח
1074,streichen::V,recubrir,מרח
1075,schleifen::V,afilar,השחיז
1076,schneiden::V,cortar,גזר
1077,rütteln::V,agitar,נענע
1078,schütteln::V,agitar,נער
1079,schütteln::V,sacudir,נער
1080,schwenken::V,menear,נופף
1081,schwenken::V,menear,טלטל
1082,schütten::V,verter,שפך
1083,füllen::V,llenar,מלא
1084,einwickeln::V,envolver,עטף
1085,tragen::V,llevar,נשא
1086,schleppen::V,arrastrar,סחב
1087,ziehen::V,tirar,משך
1088,aufbewahren::V,conservar,שמר
1089,werfen::V,echar,זרק
1090,werfen::V,lanzar,זרק
1091,fangen::V,coger,תפס
1092,packen::V,agarrar,אחז
1093,verstecken::V,esconder,החביא
1094,teilen::V,partir,חלק
1095,teilen::V,dividir,חלק
1096,schicken::V,enviar,שלח
1097,bringen::V,traer,הביא
1098,hinzufügen::V,añadir,הוסיף
1099,bekommen::V,obtener,תפס
1100,bekommen::V,conseguir,תפס
1101,erhalten::V,recibir,קבל
1102,nehmen::V,tomar,אחז
1103,wählen::V,elegir,בחר
1104,auswählen::V,escoger,בחר ב
1105,auswählen::V,seleccionar,בחר ב
1106,bewahren::V,guardar,קים
1107,bewahren::V,preservar,קים
1108,behindern::V,estorbar,מנע
1109,behindern::V,obstaculizar,מנע
1110,verderben::V,estropear,מנע
1111,beschädigen::V,deteriorar,הזיק
1112,zerbrechen::V,romper,נשבר
1113,zerbrechen::V,quebrar,נשבר
1114,zerreißen::V,desgarrar,קרע
1115,zerreißen::V,despedazar,קרע
1116,zerstören::V,destruir,הרס
1117,zerstören::V,destruir,השמיד
1118,zerstören::V,destrozar,הרס
1119,zerstören::V,destrozar,השמיד
1120,verbrennen::V,quemar,שרף
1121,geben::V,dar,נתן
1122,reichen::V,pasar,העביר
1123,schenken::V,regalar,נתן במתנה
1124,versprechen::V,prometer,הבטיח
1125,wünschen::V,desear,אחל
1126,loben::V,alabar,שבח
1127,küssen::V,besar,נשק
1128,wiegen::V,mecer,נדנד
1129,zudecken::V,tapar,כסה
1130,zudecken::V,cubrir,כסה
1131,wecken::V,despertar,עורר
1132,zeigen::V,mostrar,הראה
1133,führen::V,guiar,הביא
1134,führen::V,guiar,הוביל
1135,führen::V,conducir,הביא
1136,führen::V,conducir,הוביל
1137,lehren::V,enseñar,למד
1138,lehren::V,instruir,למד
1139,unterrichten::V,enseñar,למד
1140,aufziehen::V,criar,רומם
1141,leiten::V,guiar,נהל
1142,leiten::V,dirigir,נהל
1143,antreiben::V,impeler,המרץ
1144,antreiben::V,impulsar,המרץ
1145,lassen::V,hacer,נתן
1146,einladen::V,invitar,הזמין
1147,vereinigen::V,unir,אחד
1148,vereinigen::V,unir,לכד
1149,besuchen::V,visitar,בקר
1150,besuchen::V,ir a ver,בקר
1151,treffen::V,encontrar,פגש
1152,sich versammeln::V,reunirse,התאסף
1153,sich versammeln::V,congregarse,התאסף
1154,spielen::V,jugar,שחק
1155,singen::V,cantar,שר
1156,tanzen::V,bailar,רקד
1157,sich trennen::V,separarse,נפרד
1158,verlassen::V,dejar,עזב
1159,verlassen::V,abandonar,עזב
1160,retten::V,salvar,הציל
1161,bewachen::V,vigilar,שמר
1162,schützen::V,proteger,אבטח
1163,verteidigen::V,defender,הגן
1164,sich schlagen::V,batirse,התכתש
1165,schießen::V,tirar,ירה
1166,schießen::V,disparar,ירה
1167,siegen::V,vencer,גבר
1168,siegen::V,vencer,נצח
1169,ärgern::V,enojar,עצבן
1170,ärgern::V,enfadar,עצבן
1171,schlagen::V,pegar,הכה
1172,schlagen::V,pegar,הלקה
1173,schlagen::V,golpear,הכה
1174,schlagen::V,golpear,הלקה
1175,treten::V,dar una patada a,בעט
1176,stechen::V,pinchar,דקר
1177,stoßen::V,empujar,דחק
1178,stehlen::V,robar,גנב
1179,stehlen::V,hurtar,גנב
1180,stören::V,molestar,קטע
1181,stören::V,molestar,הפריע
1182,belästigen::V,molestar,הציק
1183,belästigen::V,molestar,הטריד
1184,belästigen::V,importunar,הציק
1185,belästigen::V,importunar,הטריד
1186,verbergen::V,ocultar,הצניע
1187,verbergen::V,esconder,הצניע
1188,täuschen::V,engañar,שגע
1189,betrügen::V,engañar,הונה
1190,töten::V,matar,הרג
1191,wohnen::V,vivir,גר
1192,wohnen::V,habitar,גר
1193,arbeiten::V,trabajar,עבד
1194,sammeln::V,recoger,אסף
1195,sammeln::V,coleccionar,אסף
1196,pflücken::V,coger,קטף
1197,jagen::V,cazar,צד
1198,fischen::V,pescar,דג
1199,fassen::V,atrapar,תפס
1200,fassen::V,capturar,תפס
1201,hüten::V,guardar,רעה
1202,treiben::V,aballar,הוציא
1203,anbinden::V,atar,קשר
1204,füttern::V,echar de comer,הלעיט
1205,melken::V,ordeñar,חלב
1206,hacken::V,picar,קצץ
1207,hacken::V,cortar,קצץ
1208,gießen::V,regar,השקה
1209,reifen::V,madurar,בשל
1210,zubereiten::V,preparar,הכין
1211,kochen::V,cocer,בשל
1212,kochen::V,guisar,בשל
1213,backen::V,hornear,אפה
1214,backen::V,cocer al horno,אפה
1215,braten::V,asar,צלה
1216,braten::V,asar,טגן
1217,braten::V,freír,צלה
1218,braten::V,freír,טגן
1219,umrühren::V,remover,ערבב
1220,stricken::V,hacer punto,סרג
1221,stricken::V,hacer calceta,סרג
1222,nähen::V,coser,תפר
1223,färben::V,teñir,צבע
1224,färben::V,colorear,צבע
1225,reinigen::V,limpiar,נקה
1226,waschen::V,lavar,רחץ
1227,waschen::V,lavar,כבס
1228,abwischen::V,fregar,נגב
1229,abwischen::V,limpiar,נגב
1230,spülen::V,aclarar,שטף
1231,spülen::V,enjuagar,שטף
1232,fegen::V,barrer,טאטא
1233,fegen::V,pasar la escoba,טאטא
1234,kehren::V,barrer,טאטא
1235,baden::V,bañarse,טבל
1236,baden::V,bañarse,שחה
1237,sich waschen::V,lavarse,התרחץ
1238,ausziehen::V,quitar,הוריד
1239,ausziehen::V,quitarse,הוריד
1240,anziehen::V,ponerse,לבש
1241,sich anziehen::V,vestirse,התלבש
1242,kämmen::V,peinar,סרק
1243,schmücken::V,adornar,קשט
1244,sagen::V,decir,אמר
1245,sprechen::V,hablar,דבר
1246,reden::V,hablar,דבר
1247,reden::V,conversar,דבר
1248,sich unterhalten::V,charlar,שוחח
1249,sich unterhalten::V,conversar,שוחח
1250,fragen::V,preguntar,שאל
1251,bitten::V,rogar,בקש
1252,erzählen::V,contar,ספר
1253,mitteilen::V,comunicar,מסר
1254,mitteilen::V,comunicar,הודיע
1255,mitteilen::V,participar,מסר
1256,mitteilen::V,participar,הודיע
1257,nennen::V,llamar,קרא בשם
1258,nennen::V,nombrar,קרא בשם
1259,rufen::V,llamar,גיס
1260,rufen::V,llamar,הזמין לבוא
1261,prahlen::V,jactarse,התרברב
1262,übersetzen::V,traducir,תרגם
1263,denken::V,pensar,חשב
1264,glauben::V,creer,האמין
1265,bemerken::V,notar,הבחין
1266,erkennen::V,reconocer,זהה
1267,begreifen::V,concebir,קלט
1268,begreifen::V,concebir,הבין
1269,verstehen::V,entender,הבין
1270,verstehen::V,comprender,הבין
1271,lernen::V,aprender,למד
1272,wissen::V,saber,ידע
1273,sich erinnern an::V,recordar,זכר
1274,sich erinnern an::V,acordarse de,זכר
1275,vergessen::V,olvidar,שכח
1276,messen::V,medir,מדד
1277,zählen::V,contar,ספר
1278,rechnen::V,contar,חשב
1279,rechnen::V,calcular,חשב
1280,lesen::V,leer,קרא
1281,malen::V,pintar,ציר
1282,zeichnen::V,dibujar,שרטט
1283,schreiben::V,escribir,כתב
1284,besitzen::V,poseer,היה בעל של
1285,kaufen::V,comprar,קנה
1286,kaufen::V,comprar,רכש
1287,verkaufen::V,vender,מכר
1288,bezahlen::V,pagar,שלם
1289,zahlen::V,pagar,שלם
1290,beherrschen::V,dominar,שלט
1291,ertragen::V,soportar,סבל
