,Concept_ID,es,tr
256,Vater::N,padre,ata
257,Vater::N,padre,baba
258,Mutter::N,madre,ana
259,Mutter::N,madre,anne
260,Sohn::N,hijo,oğul
261,Tochter::N,hija,kız
262,Tochter::N,hija,kız evlât
263,Bruder::N,hermano,abi
264,Bruder::N,hermano,erkek kardeş
265,Schwester::N,hermana,abla
266,Schwester::N,hermana,kız kardeş
267,Onkel::N,tío,dayı
268,Tante::N,tía,hala
269,Tante::N,tía,teyze
270,Ehemann::N,esposo,koca
271,Ehefrau::N,esposa,karı
272,Freude::N,placer,neşe
273,Freude::N,placer,sevinç
274,Freude::N,alegría,neşe
275,Freude::N,alegría,sevinç
276,Gelächter::N,risa,gülme
277,Gelächter::N,risa,kahkaha
278,Gelächter::N,carcajada,gülme
279,Gelächter::N,carcajada,kahkaha
280,Glück::N,felicidad,mutluluk
281,Kummer::N,pena,dert
282,Kummer::N,pena,keder
283,Wunsch::N,deseo,arzu
284,Wunsch::N,deseo,istek
285,Lust::N,ganas,arzu
286,Lust::N,ganas,heves
287,Geist::N,mente,tin
288,Geist::N,espíritu,tin
289,Gedanke::N,idea,fikir
290,Gedanke::N,idea,düşünce
291,Gedanke::N,pensamiento,fikir
292,Gedanke::N,pensamiento,düşünce
293,Gedächtnis::N,memoria,bellek
294,Verstand::N,razón,zekâ
295,Verstand::N,entendimiento,zekâ
296,Sinn::N,sentido,anlam
297,Sinn::N,significado,anlam
298,Grund::N,causa,sebep
299,Wahrheit::N,verdad,doğruluk
300,Wahrheit::N,verdad,gerçeklik
301,Gespräch::N,conversación,görüşme
302,Märchen::N,cuento,masal
303,Erzählung::N,cuento,öykü
304,Erzählung::N,cuento,hikâye
305,Erzählung::N,narración,öykü
306,Erzählung::N,narración,hikâye
307,Nachricht::N,mensaje,haber
308,Neuigkeit::N,noticia,haber
309,Name::N,nombre,ad
310,Name::N,nombre,isim
311,Rätsel::N,acertijo,bilmece
312,Rätsel::N,adivinanza,bilmece
313,Rede::N,discurso,söylev
314,Rede::N,discurso,konuşma
315,Sprache::N,lengua,dil
316,Sprache::N,lengua,lisan
317,Stimme::N,voz,ses
318,Wort::N,palabra,kelime
319,Zeichen::N,señal,işaret
320,Ruf::N,llamada,çağırma
321,Lärm::N,ruido,şamata
322,Lärm::N,ruido,gürültü
323,Lärm::N,barullo,şamata
324,Lärm::N,barullo,gürültü
325,Laut::N,sonido,ses
326,Ton::N,tono,ses
327,Lied::N,canción,türkü
328,Ruhe::N,calma,sakinlik
329,Ruhe::N,silencio,sakinlik
330,Leute::N,gente,halk
331,Leute::N,gente,insanlar
332,Volk::N,pueblo,ulus
333,Volk::N,pueblo,millet
334,Arbeit::N,trabajo,iş
335,Arbeit::N,trabajo,çalışma
336,Gast::N,huésped,konuk
337,Gast::N,huésped,misafir
338,Gast::N,invitado,konuk
339,Gast::N,invitado,misafir
340,Geschenk::N,regalo,hediye
341,Geschenk::N,regalo,armağan
342,Spiel::N,juego,oyun
343,Gesellschaft::N,compañía,çevre
344,Gesellschaft::N,compañía,arkadaşlık
345,Hilfe::N,ayuda,yardım
346,Hilfe::N,socorro,yardım
347,Freund::N,amigo,dost
348,Freund::N,amigo,arkadaş
349,Kamerad::N,camarada,arkadaş
350,Kamerad::N,compañero,arkadaş
351,Angelegenheit::N,asunto,iş
352,Angelegenheit::N,asunto,husus
353,Anzahl::N,cantidad,sayı
354,Art::N,tipo,çeşit
355,Art::N,clase,çeşit
356,Stück::N,pieza,tane
357,Stück::N,pieza,parça
358,Teil::N,parte,kısım
359,Hälfte::N,mitad,yarı
360,Kreis::N,círculo,daire
361,Kreuz::N,cruz,haç
362,Linie::N,línea,hat
363,Linie::N,línea,çizgi
364,Strich::N,raya,çizgi
365,Strich::N,trazo,çizgi
366,Abstand::N,distancia,aralık
367,Entfernung::N,distancia,mesafe
368,Entfernung::N,distancia,uzaklık
369,Gegend::N,región,yöre
370,Gegend::N,comarca,yöre
371,Platz::N,espacio,yer
372,Ort::N,sitio,yer
373,Seite::N,lado,yan
374,Seite::N,lado,taraf
375,Seite::N,costado,yan
376,Seite::N,costado,taraf
377,Mitte::N,medio,orta
378,Mitte::N,medio,merkez
379,Mitte::N,centro,orta
380,Mitte::N,centro,merkez
381,Gegenstand::N,objeto,şey
382,Sache::N,cosa,iş
383,Sache::N,cosa,şey
384,Rand::N,borde,kenar
385,Kante::N,borde,kenar
386,Ecke::N,esquina,köşe
387,Spitze::N,punta,uç
388,Spitze::N,punta,baş
389,Ende::N,cabo,uç
390,Ende::N,extremo,uç
391,Loch::N,agujero,oyuk
392,Loch::N,agujero,delik
393,Loch::N,abertura,oyuk
394,Loch::N,abertura,delik
395,Winkel::N,ángulo,köşe
396,Muster::N,dibujo,örnek
397,Größe::N,tamaño,büyüklük
398,Länge::N,longitud,uzunluk
399,Höhe::N,altura,yükseklik
400,Höhe::N,altitud,yükseklik
401,Gewicht::N,peso,ağırlık
402,Menge::N,cantidad,miktar
403,Haufen::N,montón,küme
404,Haufen::N,montón,yığın
405,Reihe::N,fila,sıra
406,Boot::N,bote,kayık
407,Boot::N,bote,sandal
408,Boot::N,barca,kayık
409,Boot::N,barca,sandal
410,Ruder::N,remo,kürek
411,Schlitten::N,trineo,kızak
412,Ski::N,esquí,kayak
413,Lagerfeuer::N,hoguera,kamp ateşi
414,Last::N,carga,yük
415,Gang::N,marcha,gidiş
416,Gang::N,marcha,yürüyüş
417,Schritt::N,paso,adım
418,Norden::N,norte,kuzey
419,Süden::N,sur,güney
420,Westen::N,oeste,batı
421,Osten::N,este,doğu
422,Holz::N,madera,ağaç
423,Holz::N,madera,tahta
424,Brett::N,tabla,tahta
425,Platte::N,placa,levha
426,Platte::N,plancha,levha
427,Stütze::N,sostén,dayak
428,Stütze::N,sostén,destek
429,Stütze::N,soporte,dayak
430,Stütze::N,soporte,destek
431,Stange::N,vara,çubuk
432,Stange::N,percha,çubuk
433,Stock::N,palo,sopa
434,Stock::N,palo,değnek
435,Stock::N,bastón,sopa
436,Stock::N,bastón,değnek
437,Stab::N,vara,sırık
438,Stab::N,vara,baston
439,Stab::N,bastón,sırık
440,Stab::N,bastón,baston
441,Rohr::N,tubo,boru
442,Haus::N,casa,ev
443,Heim::N,hogar,ev
444,Heim::N,hogar,yurt
445,Ofen::N,estufa,soba
446,Fußboden::N,suelo,taban
447,Fußboden::N,suelo,döşeme
448,Tisch::N,mesa,masa
449,Stuhl::N,silla,iskemle
450,Stuhl::N,silla,sandalye
451,Wiege::N,cuna,beşik
452,Bett::N,cama,yatak
453,Regal::N,estantería,raf
454,Kiste::N,caja,sandık
455,Fenster::N,ventana,pencere
456,Tür::N,puerta,kapı
457,Tor::N,puerta,kapı
458,Zaun::N,valla,çit
459,Zaun::N,cercado,çit
460,Dach::N,techo,dam
461,Dach::N,techo,çatı
462,Dach::N,tejado,dam
463,Dach::N,tejado,çatı
464,Leiter::N,escalera,merdiven
465,Besen::N,escoba,süpürge
466,Spaten::N,pala,bel
467,Schaufel::N,pala,kürek
468,Schaufel::N,paleta,kürek
469,Gabel::N,tenedor,çatal
470,Löffel::N,cuchara,kaşık
471,Messer::N,cuchillo,bıçak
472,Nagel::N,clavo,çivi
473,Netz::N,red,ağ
474,Haken::N,gancho,çengel
475,Haken::N,corchete,çengel
476,Griff::N,asa,kulp
477,Griff::N,asa,tutamak
478,Griff::N,mango,kulp
479,Griff::N,mango,tutamak
480,Schloss::N,cerradura,kilit
481,Bild::N,imagen,imaj
482,Bild::N,imagen,resim
483,Figur::N,figura,şekil
484,Figur::N,figura,heykel
485,Puppe::N,muñeca,kukla
486,Beutel::N,bolsa,kese
487,Beutel::N,bolsa,torba
488,Bündel::N,haz,deste
489,Tasche::N,bolso,çanta
490,Eimer::N,cubo,kova
491,Deckel::N,tapa,kapak
492,Deckel::N,tapadera,kapak
493,Geschirr::N,vajilla,kap kacak
494,Sack::N,saco,torba
495,Tasse::N,taza,fincan
496,Topf::N,olla,tencere
497,Topf::N,marmita,tencere
498,Kessel::N,caldera,kazan
499,Essen::N,comida,yemek
500,Nahrung::N,alimento,gıda
501,Nahrung::N,alimento,besin
502,Speise::N,plato,yemek
503,Fleisch::N,carne,et
504,Getreide::N,cereales,tahıl
505,Getreide::N,cereales,hububat
506,Brei::N,puré,ezme
507,Brei::N,papilla,ezme
508,Brot::N,pan,ekmek
509,Scheibe::N,lonja,dilim
510,Scheibe::N,rebanada,dilim
511,Fett::N,grasa,yağ
512,Butter::N,mantequilla,tereyağı
513,Öl::N,aceite,yağ
514,Öl::N,aceite,akar yağ
515,Salz::N,sal,tuz
516,Suppe::N,sopa,çorba
517,Honig::N,miel,bal
518,Milch::N,leche,süt
519,Tee::N,té,çay
520,Leder::N,cuero,deri
521,Leder::N,cuero,meşin
522,Wolle::N,lana,yün
523,Stoff::N,tela,kumaş
524,Stoff::N,tejido,kumaş
525,Nadel::N,aguja,iğne
526,Faden::N,hilo,tire
527,Faden::N,hilo,iplik
528,Knopf::N,botón,düğme
529,Knoten::N,nudo,düğüm
530,Farbe::N,pintura,boya
531,Kleidung::N,ropa,giyim
532,Kleidung::N,vestidos,giyim
533,Hemd::N,camisa,gömlek
534,Kragen::N,cuello,yaka
535,Ärmel::N,manga,yen
536,Ärmel::N,manga,elbise kolu
537,Hose::N,pantalón,pantolon
538,Gürtel::N,cinturón,kuşak
539,Mütze::N,gorro,bere
540,Mütze::N,gorro,kasket
541,Schuh::N,zapato,kundura
542,Schuh::N,zapato,ayakkabı
543,Stiefel::N,bota,çizme
544,Ring::N,anillo,yüzük
545,Band::N,cinta,bağ
546,Band::N,cinta,şerit
547,Kamm::N,peine,tarak
548,Spiegel::N,espejo,ayna
549,Riemen::N,correa,kayış
550,Schnur::N,cuerda,ip
551,Schnur::N,cuerda,sicim
552,Leine::N,correa,kayış
553,Decke::N,manta,örtü
554,Decke::N,manta,yorgan
555,Kissen::N,almohada,yastık
556,Tuch::N,pañuelo,bez
557,Handtuch::N,toalla,havlu
558,Kraft::N,fuerza,güç
559,Kraft::N,fuerza,kuvvet
560,Stärke::N,fuerza,kuvvet
561,Gesundheit::N,salud,sağlık
562,Krankheit::N,enfermedad,hastalık
563,Schmerz::N,dolor,ağrı
564,Schmerz::N,dolor,sancı
565,Wunde::N,llaga,yara
566,Wunde::N,herida,yara
567,Fieber::N,fiebre,ateş
568,Arznei::N,medicina,ilâç
569,Arznei::N,medicamento,ilâç
570,Brücke::N,puente,köprü
571,Brunnen::N,pozo,kuyu
572,Brunnen::N,pozo,çeşme
573,Weide::N,pasto,otlak
574,Pfad::N,sendero,patika
575,Pfad::N,sendero,keçiyolu
576,Weg::N,camino,yol
577,Straße::N,vía,yol
578,Straße::N,vía,cadde
579,Straße::N,carretera,yol
580,Straße::N,carretera,cadde
581,Dorf::N,aldea,köy
582,Dorf::N,pueblo,köy
583,Stadt::N,ciudad,kent
584,Stadt::N,ciudad,şehir
585,Brief::N,carta,mektup
586,Buch::N,libro,kitap
587,Buchstabe::N,letra,harf
588,Buchstabe::N,carácter,harf
589,Zeitung::N,diario,gazete
590,Zeitung::N,periódico,gazete
591,Leben::N,vida,hayat
592,Tod::N,muerte,ölüm
593,Grab::N,tumba,kabir
594,Grab::N,sepulcro,kabir
595,Kirche::N,iglesia,kilise
596,Sünde::N,pecado,günah
597,Gott::N,dios,tanrı
598,Arbeiter::N,obrero,işçi
599,Arbeiter::N,trabajador,işçi
600,Chef::N,jefe,şef
601,Chef::N,jefe,müdür
602,Meister::N,maestro,usta
603,Arzt::N,médico,hekim
604,Arzt::N,médico,doktor
605,Lehrer::N,profesor,hoca
606,Lehrer::N,profesor,öğretmen
607,Geld::N,dinero,para
608,Geschäft::N,negocio,ticaret
609,Laden::N,tienda,dükkân
610,Preis::N,precio,fiyat
611,Ware::N,mercancía,mal
612,Nutzen::N,provecho,fayda
613,Reichtum::N,riqueza,servet
614,Reichtum::N,riqueza,zenginlik
615,Welt::N,mundo,dünya
616,Land::N,país,ülke
617,Staat::N,Estado,devlet
618,König::N,rey,kral
619,Macht::N,poder,kudret
620,Macht::N,poder,iktidar
621,Macht::N,potencia,kudret
622,Macht::N,potencia,iktidar
623,Grenze::N,frontera,had
624,Grenze::N,frontera,sınır
625,Krieg::N,guerra,savaş
626,Feind::N,enemigo,düşman
627,Gewalt::N,violencia,zor
628,Gewalt::N,violencia,cebir
629,Kampf::N,lucha,savaş
630,Kampf::N,combate,savaş
631,Bogen[Waffe]::N,arco,yay
632,Pfeil::N,flecha,ok
633,Gewehr::N,fusil,tüfek
634,Gewehr::N,escopeta,tüfek
635,Fehler::N,error,hata
636,Fehler::N,error,yanlış
637,Lüge::N,mentira,yalan
638,Schaden::N,daño,zarar
639,Unglück::N,desgracia,felâket
640,Unglück::N,desgracia,talihsizlik
641,Schuld::N,culpa,suç
642,Schuld::N,culpa,kabahat
643,Alter::N,edad,yaş
644,Schluss::N,fin,son
645,Schluss::N,final,son
646,Zeit::N,tiempo,zaman
647,Tag::N,día,gün
648,Morgen::N,mañana,sabah
649,Mittag::N,mediodía,öğle
650,Abend::N,noche,akşam
651,Nacht::N,noche,gece
652,Woche::N,semana,hafta
653,Monat::N,mes,ay
654,Jahr::N,año,yıl
655,Jahr::N,año,sene
656,Frühling::N,primavera,ilkbahar
657,Sommer::N,verano,yaz
658,Herbst::N,otoño,güz
659,Herbst::N,otoño,sonbahar
660,Winter::N,invierno,kış
661,Januar::N,enero,ocak
662,Februar::N,febrero,şubat
663,März::N,marzo,mart
664,April::N,abril,nisan
665,Mai::N,mayo,mayıs
666,Juni::N,junio,haziran
667,Juli::N,julio,temmuz
668,August::N,agosto,ağustos
669,September::N,septiembre,eylül
670,Oktober::N,octubre,ekim
671,November::N,noviembre,kasım
672,Dezember::N,diciembre,aralık
673,Montag::N,lunes,pazartesi
674,Dienstag::N,martes,salı
675,Mittwoch::N,miércoles,çarşamba
676,Donnerstag::N,jueves,perşembe
677,Freitag::N,viernes,cuma
678,Samstag::N,sábado,cumartesi
679,Sonntag::N,domingo,pazar
680,groß::A,grande,büyük
681,klein::A,pequeño,ufak
682,klein::A,pequeño,küçük
683,lang::A,largo,uzun
684,kurz::A,corto,kısa
685,breit::A,ancho,enli
686,breit::A,ancho,geniş
687,schmal::A,estrecho,dar
688,dicht::A,denso,sık
689,dicht::A,denso,yoğun
690,dick[Gegenstand]::A,grueso,kalın
691,dick[Gegenstand]::A,grueso,iri
692,dünn::A,fino,ince
693,dünn::A,delgado,ince
694,fein::A,fino,ince
695,fein::A,fino,narin
696,fein::A,delicado,ince
697,fein::A,delicado,narin
698,fest::A,firme,sabit
699,fest::A,firme,sağlam
700,fest::A,sólido,sabit
701,fest::A,sólido,sağlam
702,flach::A,plano,düz
703,flach::A,plano,yassı
704,glatt::A,liso,düz
705,hart::A,duro,katı
706,weich::A,muelle,yumuşak
707,rund::A,redondo,yuvarlak
708,spitz::A,agudo,sivri
709,spitz::A,apuntado,sivri
710,scharf::A,agudo,keskin
711,scharf::A,afilado,keskin
712,stumpf::A,sin filo,kör
713,schwer::A,pesado,ağır
714,schön::A,bello,güzel
715,schön::A,hermoso,güzel
716,heiß::A,caluroso,kızgın
717,warm::A,cálido,sıcak
718,warm::A,caliente,sıcak
719,kalt::A,frío,soğuk
720,kühl::A,fresco,serin
721,frisch::A,fresco,taze
722,feucht::A,húmedo,nemli
723,feucht::A,húmedo,rutubetli
724,nass::A,mojado,yaş
725,nass::A,mojado,ıslak
726,trocken::A,seco,kuru
727,voll::A,lleno,dolu
728,voll::A,lleno,dolmuş
729,leer::A,vacío,boş
730,offen::A,abierto,açık
731,geschlossen::A,cerrado,kapalı
732,sauber::A,limpio,pak
733,sauber::A,limpio,temiz
734,schmutzig::A,sucio,pis
735,schmutzig::A,sucio,kirli
736,roh::A,crudo,çiğ
737,reif::A,maduro,olgun
738,lecker::A,rico,lezzetli
739,lecker::A,sabroso,lezzetli
740,süß::A,dulce,tatlı
741,süß::A,dulce,şekerli
742,bitter::A,amargo,acı
743,sauer::A,agrio,ekşi
744,hell::A,claro,aydınlık
745,dunkel::A,oscuro,karanlık
746,schwarz::A,negro,kara
747,schwarz::A,negro,siyah
748,weiß::A,blanco,ak
749,weiß::A,blanco,beyaz
750,rot::A,rojo,kırmızı
751,gelb::A,amarillo,sarı
752,blau::A,azul,mavi
753,grün::A,verde,yeşil
754,grau::A,gris,boz
755,bunt::A,multicolor,renkli
756,billig::A,barato,ucuz
757,teuer::A,caro,pahalı
758,wertvoll::A,valioso,değerli
759,wertvoll::A,precioso,değerli
760,blind::A,ciego,kör
761,taub::A,sordo,sağır
762,kräftig::A,fuerte,dinç
763,kräftig::A,fuerte,kuvvetli
764,stark::A,fuerte,güçlü
765,stark::A,fuerte,kuvvetli
766,stark::A,vigoroso,güçlü
767,stark::A,vigoroso,kuvvetli
768,schwach::A,débil,zayıf
769,schwach::A,débil,güçsüz
770,fett::A,obeso,şişman
771,schlank::A,esbelto,narin
772,hübsch::A,mono,güzel
773,hübsch::A,mono,sevimli
774,hübsch::A,guapo,güzel
775,hübsch::A,guapo,sevimli
776,böse::A,malo,kötü
777,dumm::A,tonto,aptal
778,dumm::A,estúpido,aptal
779,faul::A,vago,tembel
780,faul::A,perezoso,tembel
781,fleißig::A,aplicado,çalışkan
782,fleißig::A,diligente,çalışkan
783,geizig::A,avaro,cimri
784,klug::A,sensato,zekî
785,klug::A,sensato,akıllı
786,klug::A,inteligente,zekî
787,klug::A,inteligente,akıllı
788,geschickt::A,hábil,becerikli
789,lieb::A,querido,sevimli
790,lustig::A,alegre,neşeli
791,sanft::A,suave,nazik
792,hungrig::A,hambriento,aç
793,krank::A,enfermo,hasta
794,krank::A,enfermo,rahatsız
795,nackt::A,desnudo,çıplak
796,traurig::A,triste,kederli
797,traurig::A,triste,üzüntülü
798,lebendig::A,vivo,canlı
799,lebendig::A,viviente,canlı
800,gut::A,bueno,iyi
801,schlecht::A,malo,kötü
802,richtig::A,justo,doğru
803,richtig::A,correcto,doğru
804,schlimm::A,malo,kötü
805,schlimm::A,grave,kötü
806,wahr::A,verídico,doğru
807,wahr::A,verídico,gerçek
808,wahr::A,verdadero,doğru
809,wahr::A,verdadero,gerçek
810,alt::A,viejo,eski
811,neu::A,nuevo,yeni
812,ehemalig::A,antiguo,önceki
813,alt[Lebewesen]::A,viejo,yaşlı
814,jung::A,joven,genç
815,arm::A,pobre,fakir
816,reich::A,rico,zengin
817,bekannt::A,conocido,bilinen
818,berühmt::A,famoso,ünlü
819,berühmt::A,famoso,meşhur
820,berühmt::A,célebre,ünlü
821,berühmt::A,célebre,meşhur
822,fremd::A,extraño,yabancı
823,verschieden::A,diverso,ayrı
824,verschieden::A,diverso,farklı
825,verschieden::A,distinto,ayrı
826,verschieden::A,distinto,farklı
827,verschieden::A,diferente,ayrı
828,verschieden::A,diferente,farklı
829,nah::A,cercano,yakın
830,nah::A,cercano,bitişik
831,fern::A,lejano,uzak
832,linker::A,izquierdo,sol
833,rechter::A,derecho,sağ
834,anderer::A,otro,diğer
835,erster::A,primero,ilk
836,erster::A,primero,birinci
837,zweiter::A,segundo,ikinci
838,dritter::A,tercero,üçüncü
839,letzter::A,último,son
