,Concept_ID,en,ca
890,mögen::V,like,agradar a
891,lachen::V,laugh,riure
892,rühren::V,move,commoure
893,rühren::V,move,emocionar
894,weinen::V,weep,plorar
895,schimpfen::V,grumble,renyar
896,sich ärgern::V,be annoyed,enfadar-se
897,sich fürchten::V,be afraid,tenir por
898,fürchten::V,be afraid of,témer
899,fliehen::V,flee,fugir
900,flüchten::V,escape,refugiar-se
901,sehen::V,see,veure
902,anschauen::V,look at,mirar
903,ansehen::V,watch,mirar
904,hören::V,hear,oir
905,zuhören::V,listen,escoltar
906,probieren::V,taste,provar
907,riechen::V,smell,olorar
908,fühlen::V,feel,sentīr
909,scheinen::V,seem,semblar
910,zu sehen sein::V,show,poder-se veure
911,vernehmen::V,hear,percebre
912,frieren::V,be cold,tenir fred
913,tun::V,do,fer
914,können::V,can,poder
915,wollen::V,want,voler
916,anfangen::V,start,iniciar
917,beenden::V,finish,acabar
918,aufhören::V,stop,deixar
919,gelingen::V,succeed,sortir bé
920,geraten::V,turn out,sortir
921,öffnen::V,open,obrir
922,schließen::V,close,tancar
923,stellen::V,put,posar
924,stellen::V,put,col·locar
925,setzen::V,place,assentar
926,legen::V,lay,posar
927,berühren::V,touch,tocar
928,verbinden::V,connect,unir
929,verbinden::V,connect,connectar
930,bedecken::V,cover,tapar
931,bedecken::V,cover,cobrir
932,aufhängen::V,hang up,penjar
933,anzünden::V,light,encendre
934,aufheben::V,pick up,aixecar
935,zurücklassen::V,leave,deixar
936,verlieren::V,lose,pērdre
937,fallen lassen::V,drop,deixar caure
938,machen::V,make,fer
939,herstellen::V,produce,producir
940,bauen::V,build,construir
941,reparieren::V,mend,reparar
942,verbessern::V,improve,millorar
943,ändern::V,alter,canviar
944,graben::V,dig,cavar
945,beugen::V,bow,doblegar
946,biegen::V,bend,corbar
947,biegen::V,bend,arquejar
948,drehen::V,spin,girar
949,wenden::V,turn,girar
950,umdrehen::V,turn around,voltar
951,heben::V,raise,pujar
952,heben::V,raise,aixecar
953,hochheben::V,lift,aixecar
954,ergreifen::V,seize,agafar
955,halten::V,hold,mantenir
956,drücken::V,press,prémer
957,drücken::V,press,estrènyer
958,schieben::V,push,empènyer
959,kratzen::V,scrape,raspar
960,lecken::V,lick,llepar
961,beißen::V,bite,mossegar
962,abreißen::V,tear off,arrencar
963,abschneiden::V,cut off,tallar
964,binden::V,tie,lligar
965,stecken::V,stick,ficar
966,brechen::V,break,trencar
967,klopfen::V,knock,trucar
968,hauen::V,hit,picar
969,hauen::V,hit,colpejar
970,kleben::V,glue,enganxar
971,reiben::V,rub,fregar
972,streichen::V,spread,untar
973,schleifen::V,grind,afilar
974,schleifen::V,grind,esmolar
975,schneiden::V,cut,tallar
976,rütteln::V,jolt,sacsejar
977,schütteln::V,shake,agitar
978,schütteln::V,shake,sacsejar
979,schwenken::V,swing,agitar
980,schütten::V,pour,abocar
981,füllen::V,fill,omplir
982,einwickeln::V,wrap,embolicar
983,tragen::V,carry,dur
984,tragen::V,carry,portar
985,schleppen::V,drag,arrossegar
986,ziehen::V,pull,tirar
987,ziehen::V,pull,estirar
988,aufbewahren::V,keep,conservar
989,werfen::V,throw,llançar
990,fangen::V,catch,agafar
991,fangen::V,catch,atrapar
992,packen::V,grab,engrapar
993,verstecken::V,hide,amagar
994,teilen::V,divide,dividir
995,schicken::V,send,enviar
996,bringen::V,bring,portar
997,hinzufügen::V,add,afegir
998,bekommen::V,get,obtenir
999,erhalten::V,receive,rebre
1000,nehmen::V,take,prendre
1001,wählen::V,choose,triar
1002,wählen::V,choose,elegir
1003,auswählen::V,select,escollir
1004,auswählen::V,select,seleccionar
1005,bewahren::V,preserve,conservar
1006,behindern::V,hinder,impedir
1007,behindern::V,hinder,obstaculitzar
1008,verderben::V,spoil,espatllar
1009,beschädigen::V,damage,danyar
1010,beschädigen::V,damage,destrossar
1011,zerbrechen::V,break,trencar
1012,zerreißen::V,tear,estripar
1013,zerstören::V,destroy,destruir
1014,verbrennen::V,burn,cremar
1015,geben::V,give,donar
1016,reichen::V,hand,passar
1017,schenken::V,give,regalar
1018,versprechen::V,promise,prometre
1019,wünschen::V,wish,desitjar
1020,loben::V,praise,elogiar
1021,küssen::V,kiss,fer un petó a
1022,wiegen::V,rock,bressolar
1023,zudecken::V,cover,tapar
1024,zudecken::V,cover,cobrir
1025,wecken::V,wake,despertar
1026,zeigen::V,show,mostrar
1027,zeigen::V,show,ensenyar
1028,führen::V,guide,guiar
1029,führen::V,guide,conduir
1030,lehren::V,teach,ensenyar
1031,unterrichten::V,instruct,ensenyar
1032,aufziehen::V,bring up,criar
1033,leiten::V,lead,dirigir
1034,antreiben::V,urge,impel·lir
1035,lassen::V,let,fer
1036,einladen::V,invite,invitar
1037,einladen::V,invite,convidar
1038,vereinigen::V,unite,unir
1039,besuchen::V,visit,visitar
1040,besuchen::V,visit,anar a veure
1041,treffen::V,meet,trobar
1042,sich versammeln::V,assemble,reunir-se
1043,spielen::V,play,jugar
1044,singen::V,sing,cantār
1045,tanzen::V,dance,ballar
1046,sich trennen::V,separate,separar-se
1047,verlassen::V,leave,deixar
1048,verlassen::V,leave,abandonar
1049,retten::V,rescue,salvar
1050,bewachen::V,guard,vigilar
1051,schützen::V,protect,protegir
1052,verteidigen::V,defend,defensar
1053,sich schlagen::V,brawl,barallar-se
1054,schießen::V,shoot,tirar
1055,schießen::V,shoot,disparar
1056,siegen::V,win,vèncer
1057,ärgern::V,annoy,enfadar
1058,schlagen::V,beat,pegar
1059,schlagen::V,beat,colpejar
1060,treten::V,kick,donar un cop de peu a
1061,stechen::V,sting,punxar
1062,stechen::V,sting,apunyalar
1063,stoßen::V,shove,empènyer
1064,stehlen::V,steal,robar
1065,stören::V,disturb,molestar
1066,belästigen::V,bother,importunar
1067,verbergen::V,conceal,amagar
1068,verbergen::V,conceal,ocultar
1069,täuschen::V,deceive,enganyar
1070,betrügen::V,cheat,estafar
1071,töten::V,kill,matar
1072,wohnen::V,dwell,vīure
1073,wohnen::V,dwell,habitar
1074,arbeiten::V,work,treballar
1075,sammeln::V,gather,col·leccionar
1076,pflücken::V,pick,collir
1077,jagen::V,hunt,caçar
1078,fischen::V,fish,pescar
1079,fassen::V,catch,atrapar
1080,hüten::V,herd,pasturar
1081,treiben::V,drive,arriar
1082,anbinden::V,tie up,lligar
1083,füttern::V,feed,donar menjar a
1084,melken::V,milk,munyir
1085,hacken::V,chop,picar
1086,hacken::V,chop,tallar
1087,gießen::V,water,regar
1088,reifen::V,ripen,madurar
1089,zubereiten::V,cook,preparar
1090,kochen::V,boil,coure
1091,backen::V,bake,coure al forn
1092,braten::V,fry,rostir
1093,umrühren::V,stir,remenar
1094,stricken::V,knit,tricotar
1095,stricken::V,knit,fer punt de mitja
1096,nähen::V,sew,cosir
1097,färben::V,dye,tenyir
1098,reinigen::V,clean,netejar
1099,waschen::V,wash,rentār
1100,abwischen::V,wipe,eixugar
1101,spülen::V,rinse,esbandir
1102,fegen::V,sweep,escombrar
1103,kehren::V,sweep,escombrar
1104,baden::V,bath,banyar-se
1105,sich waschen::V,wash,rentār-se
1106,ausziehen::V,take off,treure's
1107,anziehen::V,put on,posar-se
1108,sich anziehen::V,get dressed,vestir-se
1109,kämmen::V,comb,pentinar
1110,schmücken::V,decorate,adornar
1111,sagen::V,say,dir
1112,sprechen::V,speak,parlar
1113,reden::V,talk,parlar
1114,sich unterhalten::V,chat,conversar
1115,fragen::V,ask,preguntar
1116,bitten::V,request,demanar
1117,erzählen::V,tell,contar
1118,erzählen::V,tell,explicar
1119,mitteilen::V,convey,comunicar
1120,nennen::V,name,nomenar
1121,rufen::V,call,cridar
1122,prahlen::V,brag,lloar-se
1123,prahlen::V,brag,jactar-se
1124,übersetzen::V,translate,traduir
1125,denken::V,think,pensar
1126,glauben::V,believe,creure
1127,bemerken::V,notice,notar
1128,erkennen::V,recognize,reconèixer
1129,begreifen::V,grasp,comprendre
1130,verstehen::V,understand,entendre
1131,lernen::V,learn,aprendre
1132,wissen::V,know,saber
1133,sich erinnern an::V,remember,recordar
1134,vergessen::V,forget,oblidar
1135,messen::V,measure,mesurar
1136,zählen::V,count,comptar
1137,rechnen::V,calculate,calcular
1138,lesen::V,read,llegir
1139,malen::V,paint,pintar
1140,zeichnen::V,draw,dibuixar
1141,schreiben::V,write,escrīure
1142,besitzen::V,own,posseir
1143,kaufen::V,buy,comprar
1144,verkaufen::V,sell,vendre
1145,bezahlen::V,pay for,pagar
1146,zahlen::V,pay,pagar per
1147,beherrschen::V,rule,dominar
1148,ertragen::V,endure,aguantar
