,Concept_ID,en,lt
846,wechseln::V,change,keistis
847,wechseln::V,change,pasikeisti
848,aufgehen[Sonne]::V,rise,tekėti
849,aufgehen[Sonne]::V,rise,patekėti
850,untergehen[Sonne]::V,set,leistis
851,untergehen[Sonne]::V,set,nusileisti
852,scheinen[Sonne]::V,shine,šviesti
853,donnern::V,thunder,griausti
854,donnern::V,thunder,griaudėti
855,wehen::V,blow,pūsti
856,strömen::V,stream,lietis
857,strömen::V,stream,plūsti
858,fließen::V,flow,tekėti
859,sich drehen::V,revolve,suktis
860,sich drehen::V,revolve,pasisukti
861,schwanken::V,sway,svyruoti
862,schwingen::V,swing,suptis
863,fallen::V,fall,pulti
864,fallen::V,fall,kristi
865,brennen::V,burn,degti
866,rauchen::V,smoke,rūkyti
867,regnen::V,rain,lyti
868,gefrieren::V,freeze,užšalti
869,tauen::V,thaw,tirpti
870,schmelzen::V,melt,lydytis
871,trocknen::V,dry,džiūti
872,sieden::V,boil,virti
873,faulen::V,rot,pūti
874,verfaulen::V,decay,švinkti
875,reißen::V,snap,plyšti
876,reißen::V,snap,trūkti
877,versinken::V,sink,skę̃sti
878,versinken::V,sink,grimzti
879,vergehen::V,pass,praeiti
880,erscheinen::V,appear,pasirodyti
881,verschwinden::V,disappear,dingti
882,verschwinden::V,disappear,išnykti
883,verschwinden::V,disappear,pranykti
884,sinken::V,drop,kristi
885,abnehmen::V,decrease,mažėti
886,abnehmen::V,decrease,silpnėti
887,zunehmen::V,increase,didėti
888,zunehmen::V,increase,padaugėti
889,steigen::V,rise,kilti
890,wachsen::V,grow,augti
891,glänzen::V,shine,blizgėti
892,funkeln::V,sparkle,žibėti
893,lärmen::V,be noisy,triukšmauti
894,läuten::V,chime,skambinti
895,klingeln::V,ring,skambinti
896,klirren::V,tinkle,žvangėti
897,brausen::V,roar,šniokšti
898,rauschen::V,rustle,ošti
899,rauschen::V,rustle,šlamėti
900,klingen::V,sound,skardėti
901,bellen::V,bark,loti
902,heulen::V,howl,kaukti
903,heulen::V,howl,staugti
904,blasen::V,blow,pūsti
905,pfeifen::V,whistle,švilpti
906,pfeifen::V,whistle,švilpauti
907,schreien::V,shout,šaukti
908,stöhnen::V,groan,dejuoti
909,stöhnen::V,groan,aimanuoti
910,zittern::V,tremble,virpėti
911,leben::V,be alive,gyventi
912,geboren werden::V,be born,gimti
913,atmen::V,breathe,alsuoti
914,atmen::V,breathe,kvėpuoti
915,trinken::V,drink,gerti
916,essen::V,eat,valgyti
917,schlucken::V,swallow,praryti
918,müde werden::V,get tired,nuvargti
919,müde werden::V,get tired,privargti
920,einschlafen::V,fall asleep,užmigti
921,schlafen::V,sleep,miegoti
922,aufwachen::V,wake up,pabusti
923,aufstehen::V,get up,keltis
924,aufstehen::V,get up,atsikelti
925,sich erholen::V,relax,pailsėti
926,sich erholen::V,relax,poilsiauti
927,krank werden::V,fall ill,susirgti
928,krank sein::V,be ill,sirgti
929,schmerzen::V,ache,sopėti
930,schmerzen::V,ache,skaudėti
931,husten::V,cough,kosėti
932,genesen::V,recover,sveikti
933,genesen::V,recover,taisytis
934,sterben::V,die,mirti
935,sterben::V,die,numirti
936,umkommen::V,perish,žūti
937,sich bewegen::V,move,judėti
938,sich bewegen::V,move,pasijudinti
939,sich rühren::V,budge,krutėti
940,sich erheben::V,stand up,pakilti
941,sich erheben::V,stand up,atsikelti
942,sich setzen::V,sit down,sėstis
943,sich setzen::V,sit down,atsisėsti
944,hinfallen::V,tumble,parkristi
945,hinfallen::V,tumble,pargriūti
946,laufen::V,walk,eiti
947,schreiten::V,pace,žengti
948,schreiten::V,pace,žingsniuoti
949,spazierengehen::V,go for a walk,pasivaikščioti
950,eilen::V,rush,skubėti
951,sich beeilen::V,hurry,paskub́ėti
952,sich beeilen::V,hurry,pasiskubinti
953,sausen::V,dash,dumti
954,sausen::V,dash,lėkti
955,rennen::V,run,bėgti
956,springen::V,jump,šokti
957,klettern::V,climb,kopti
958,schaukeln::V,seesaw,supti
959,schaukeln::V,seesaw,linguoti
960,kriechen::V,creep,ropoti
961,kriechen::V,creep,šliaužti
962,schwimmen::V,swim,plaukti
963,tauchen::V,dive,nerti
964,rudern::V,row,irtis
965,rudern::V,row,irkluoti
966,fahren::V,drive,važiuoti
967,fahren::V,drive,važinėti
968,fliegen::V,fly,lėkti
969,fliegen::V,fly,skristi
970,gehen::V,go,eiti
971,weggehen::V,go away,išeiti
972,abfahren::V,depart,išvykti
973,abfahren::V,depart,išvažiuoti
974,anhalten::V,stop,sustoti
975,hineingehen::V,go in,įeiti
976,eintreten::V,enter,įžengti
977,kommen::V,come,ateiti
978,ankommen::V,arrive,ateiti
979,zurückkommen::V,come back,grį̃žti
980,zurückkommen::V,come back,sugrį̃žti
981,bleiben::V,stay,likti
982,bleiben::V,stay,pasilikti
983,warten::V,wait,laukti
984,erwarten::V,wait for,laukti
985,suchen::V,seek,ieškoti
986,suchen::V,look for,ieškoti
987,finden::V,find,rasti
988,finden::V,find,surasti
989,versuchen::V,try,mėginti
990,vorbereiten::V,prepare,rengti
991,lieben::V,love,myĺėti
992,mögen::V,like,ḿėgti
993,mögen::V,like,patikti
994,lachen::V,laugh,juoktis
995,rühren::V,move,jaudinti
996,rühren::V,move,graudinti
997,weinen::V,weep,verkti
998,schimpfen::V,grumble,bartis
999,sich ärgern::V,be annoyed,pykti
1000,sich ärgern::V,be annoyed,apmaudauti
1001,sich fürchten::V,be afraid,bijoti
1002,sich fürchten::V,be afraid,baimintis
1003,fürchten::V,be afraid of,bijoti
1004,fürchten::V,be afraid of,baimintis
1005,fliehen::V,flee,bėgti
1006,fliehen::V,flee,sprukti
1007,flüchten::V,escape,pabėgti
1008,sehen::V,see,žiūŕėti
1009,anschauen::V,look at,žiūŕėti
1010,ansehen::V,watch,žiūrėti į
1011,ansehen::V,watch,pažiūrėti į
1012,hören::V,hear,girdėti
1013,zuhören::V,listen,klausytis
1014,probieren::V,taste,ragauti
1015,probieren::V,taste,paragauti
1016,riechen::V,smell,uosti
1017,riechen::V,smell,užuosti
1018,fühlen::V,feel,justi
1019,fühlen::V,feel,jausti
1020,fühlen::V,feel,pajusti
1021,scheinen::V,seem,rodytis
1022,scheinen::V,seem,atrodyti
1023,zu sehen sein::V,show,pasirodyti
1024,vernehmen::V,hear,išgirsti
1025,frieren::V,be cold,šalti
1026,tun::V,do,daryti
1027,können::V,can,galėti
1028,können::V,can,pajėgti
1029,wollen::V,want,norėti
1030,anfangen::V,start,pradėti
1031,anfangen::V,start,prasid́ėti
1032,beenden::V,finish,baigti
1033,beenden::V,finish,užbaigti
1034,aufhören::V,stop,liautis
1035,gelingen::V,succeed,pavykti
1036,gelingen::V,succeed,pasisekti
1037,geraten::V,turn out,nusisekti
1038,öffnen::V,open,atverti
1039,öffnen::V,open,atidaryti
1040,schließen::V,close,uždaryti
1041,stellen::V,put,statyti
1042,stellen::V,put,pastatyti
1043,setzen::V,place,sodinti
1044,setzen::V,place,pasodinti
1045,legen::V,lay,dėti
1046,legen::V,lay,pad́ėti
1047,berühren::V,touch,liesti
1048,berühren::V,touch,paliesti
1049,verbinden::V,connect,jungti
1050,verbinden::V,connect,surišti
1051,bedecken::V,cover,uždengti
1052,aufhängen::V,hang up,pakarti
1053,aufhängen::V,hang up,pakabinti
1054,anzünden::V,light,padegti
1055,aufheben::V,pick up,pakelti
1056,zurücklassen::V,leave,palikti
1057,verlieren::V,lose,pamesti
1058,fallen lassen::V,drop,atsisakyti
1059,machen::V,make,dirbti
1060,herstellen::V,produce,gaminti
1061,bauen::V,build,statyti
1062,bauen::V,build,pastatyti
1063,reparieren::V,mend,taisyti
1064,reparieren::V,mend,remontuoti
1065,verbessern::V,improve,gerinti
1066,verbessern::V,improve,ištaisyti
1067,ändern::V,alter,keisti
1068,ändern::V,alter,pakeisti
1069,graben::V,dig,kasti
1070,beugen::V,bow,lenkti
1071,beugen::V,bow,palenkti
1072,biegen::V,bend,lenkti
1073,biegen::V,bend,palenkti
1074,drehen::V,spin,sukti
1075,wenden::V,turn,kreipti
1076,wenden::V,turn,pakreipti
1077,umdrehen::V,turn around,sukti
1078,umdrehen::V,turn around,apversti
1079,heben::V,raise,kelti
1080,heben::V,raise,pakelti
1081,hochheben::V,lift,pakelti
1082,ergreifen::V,seize,čiupti
1083,ergreifen::V,seize,griebti
1084,halten::V,hold,laikyti
1085,halten::V,hold,palaikyti
1086,drücken::V,press,spausti
1087,schieben::V,push,stumti
1088,kratzen::V,scrape,kasyti
1089,kratzen::V,scrape,grandyti
1090,lecken::V,lick,laižyti
1091,beißen::V,bite,kandžioti
1092,abreißen::V,tear off,nuplėšti
1093,abschneiden::V,cut off,atpjauti
1094,abschneiden::V,cut off,atkirpti
1095,binden::V,tie,rišti
1096,binden::V,tie,surišti
1097,stecken::V,stick,kišti
1098,stecken::V,stick,įkišti
1099,brechen::V,break,lūžti
1100,brechen::V,break,laužyti
1101,klopfen::V,knock,belsti
1102,klopfen::V,knock,barbenti
1103,hauen::V,hit,mušti
1104,kleben::V,glue,lipdyti
1105,kleben::V,glue,klijuoti
1106,reiben::V,rub,trinti
1107,reiben::V,rub,tarkuoti
1108,streichen::V,spread,tepti
1109,streichen::V,spread,užtepti
1110,schleifen::V,grind,galą́sti
1111,schneiden::V,cut,pjauti
1112,schneiden::V,cut,kirpti
1113,rütteln::V,jolt,purtyti
1114,schütteln::V,shake,purtyti
1115,schwenken::V,swing,mojuoti
1116,schütten::V,pour,pilti
1117,schütten::V,pour,berti
1118,füllen::V,fill,pildyti
1119,füllen::V,fill,pripildyti
1120,einwickeln::V,wrap,įvynioti
1121,einwickeln::V,wrap,suvynioti
1122,tragen::V,carry,nešti
1123,tragen::V,carry,nešioti
1124,schleppen::V,drag,vilkti
1125,ziehen::V,pull,tempti
1126,aufbewahren::V,keep,laikyti
1127,werfen::V,throw,mesti
1128,werfen::V,throw,sviesti
1129,fangen::V,catch,sugauti
1130,packen::V,grab,čiupti
1131,packen::V,grab,griebti
1132,verstecken::V,hide,slėpti
1133,verstecken::V,hide,slapstyti
1134,teilen::V,divide,dalyti
1135,teilen::V,divide,padalyti
1136,schicken::V,send,sių̃sti
1137,schicken::V,send,pasių̃sti
1138,bringen::V,bring,atnešti
1139,hinzufügen::V,add,pridėti
1140,bekommen::V,get,gauti
1141,erhalten::V,receive,gauti
1142,nehmen::V,take,paimti
1143,wählen::V,choose,rinkti
1144,wählen::V,choose,išsirinkti
1145,auswählen::V,select,išrinkti
1146,bewahren::V,preserve,išsaugoti
1147,behindern::V,hinder,trukdyti
1148,verderben::V,spoil,sugadinti
1149,beschädigen::V,damage,žaloti
1150,beschädigen::V,damage,gadinti
1151,zerbrechen::V,break,sukulti
1152,zerbrechen::V,break,sudaužyti
1153,zerreißen::V,tear,perplėšti
1154,zerreißen::V,tear,suplėšyti
1155,zerstören::V,destroy,suardyti
1156,zerstören::V,destroy,sugriauti
1157,verbrennen::V,burn,deginti
1158,verbrennen::V,burn,sudeginti
1159,geben::V,give,duoti
1160,geben::V,give,paduoti
1161,reichen::V,hand,paduoti
1162,schenken::V,give,dovanoti
1163,versprechen::V,promise,žadėti
1164,versprechen::V,promise,pažadėti
1165,wünschen::V,wish,norėti
1166,wünschen::V,wish,linḱėti
1167,loben::V,praise,girti
1168,loben::V,praise,pagirti
1169,küssen::V,kiss,bučiuoti
1170,wiegen::V,rock,supti
1171,zudecken::V,cover,užkloti
1172,zudecken::V,cover,uždengti
1173,wecken::V,wake,žadinti
1174,zeigen::V,show,rodyti
1175,führen::V,guide,vesti
1176,führen::V,guide,vadovauti
1177,lehren::V,teach,mokyti
1178,lehren::V,teach,išmokyti
1179,unterrichten::V,instruct,dėstyti
1180,aufziehen::V,bring up,išauginti
1181,leiten::V,lead,valdyti
1182,leiten::V,lead,vadovauti
1183,antreiben::V,urge,uiti
1184,antreiben::V,urge,raginti
1185,antreiben::V,urge,skubinti
1186,lassen::V,let,paliepti
1187,einladen::V,invite,kviesti
1188,einladen::V,invite,pakviesti
1189,vereinigen::V,unite,sujungti
1190,vereinigen::V,unite,suvienyti
1191,besuchen::V,visit,lankyti
1192,besuchen::V,visit,aplankyti
1193,treffen::V,meet,sutikti
1194,treffen::V,meet,pasitikti
1195,sich versammeln::V,assemble,susirinkti
1196,spielen::V,play,groti
1197,spielen::V,play,žaisti
1198,singen::V,sing,dainuoti
1199,tanzen::V,dance,šokti
1200,sich trennen::V,separate,skirtis
1201,sich trennen::V,separate,išsiskirti
1202,verlassen::V,leave,palikti
1203,retten::V,rescue,gelbėti
1204,bewachen::V,guard,sergėti
1205,schützen::V,protect,ginti
1206,schützen::V,protect,apginti
1207,verteidigen::V,defend,ginti
1208,verteidigen::V,defend,apginti
1209,sich schlagen::V,brawl,muštis
1210,schießen::V,shoot,šauti
1211,schießen::V,shoot,šaudyti
1212,siegen::V,win,nugalėti
1213,ärgern::V,annoy,pykinti
1214,schlagen::V,beat,mušti
1215,schlagen::V,beat,smogti
1216,schlagen::V,beat,trenkti
1217,treten::V,kick,mygti
1218,stechen::V,sting,gelti
1219,stechen::V,sting,smeigti
1220,stoßen::V,shove,stumti
1221,stoßen::V,shove,pastumti
1222,stehlen::V,steal,vogti
1223,stören::V,disturb,trikdyti
1224,belästigen::V,bother,apsunkinti
1225,verbergen::V,conceal,slėpti
1226,verbergen::V,conceal,paslėpti
1227,täuschen::V,deceive,klaidinti
1228,betrügen::V,cheat,apgauti
1229,töten::V,kill,žudyti
1230,töten::V,kill,nužudyti
1231,wohnen::V,dwell,gyventi
1232,arbeiten::V,work,dirbti
1233,arbeiten::V,work,triūsti
1234,sammeln::V,gather,rinkti
1235,pflücken::V,pick,skinti
1236,pflücken::V,pick,raškyti
1237,jagen::V,hunt,medžioti
1238,fischen::V,fish,žvejoti
1239,fassen::V,catch,sučiupti
1240,hüten::V,herd,ganyti
1241,treiben::V,drive,ginti
1242,anbinden::V,tie up,pririšti
1243,füttern::V,feed,šerti
1244,melken::V,milk,melžti
1245,hacken::V,chop,kapoti
1246,gießen::V,water,lieti
1247,gießen::V,water,laistyti
1248,reifen::V,ripen,nokti
1249,reifen::V,ripen,sirpti
1250,zubereiten::V,cook,ruošti
1251,zubereiten::V,cook,gaminti
1252,kochen::V,boil,virti
1253,kochen::V,boil,virinti
1254,backen::V,bake,kepti
1255,braten::V,fry,kepti
1256,braten::V,fry,kepinti
1257,umrühren::V,stir,maišyti
1258,umrühren::V,stir,pamaišyti
1259,stricken::V,knit,megzti
1260,nähen::V,sew,siūti
1261,färben::V,dye,dažyti
1262,färben::V,dye,nudažyti
1263,reinigen::V,clean,valyti
1264,reinigen::V,clean,švarinti
1265,waschen::V,wash,plauti
1266,waschen::V,wash,mazgoti
1267,waschen::V,wash,skalbti
1268,abwischen::V,wipe,nušluostyti
1269,spülen::V,rinse,plauti
1270,spülen::V,rinse,skalauti
1271,fegen::V,sweep,šluoti
1272,kehren::V,sweep,šluoti
1273,baden::V,bath,maudytis
1274,sich waschen::V,wash,praustis
1275,ausziehen::V,take off,numauti
1276,ausziehen::V,take off,nuvilkti
1277,anziehen::V,put on,mauti
1278,anziehen::V,put on,apsivilkti
1279,sich anziehen::V,get dressed,rengtis
1280,sich anziehen::V,get dressed,apsirengti
1281,kämmen::V,comb,šukuoti
1282,schmücken::V,decorate,puošti
1283,schmücken::V,decorate,dabinti
1284,schmücken::V,decorate,gražinti
1285,sagen::V,say,tarti
1286,sprechen::V,speak,kalbėti
1287,reden::V,talk,šnekėti
1288,sich unterhalten::V,chat,kalbėtis
1289,sich unterhalten::V,chat,šnekučiuotis
1290,fragen::V,ask,klausti
1291,bitten::V,request,prašyti
1292,erzählen::V,tell,pasakoti
1293,mitteilen::V,convey,skelbti
1294,mitteilen::V,convey,pranešti
1295,nennen::V,name,vadinti
1296,nennen::V,name,vardyti
1297,rufen::V,call,šaukti
1298,rufen::V,call,kviesti
1299,prahlen::V,brag,girtis
1300,übersetzen::V,translate,versti
1301,übersetzen::V,translate,išversti
1302,denken::V,think,galvoti
1303,glauben::V,believe,manyti
1304,glauben::V,believe,tikėti
1305,bemerken::V,notice,pamatyti
1306,bemerken::V,notice,pastebėti
1307,erkennen::V,recognize,pažinti
1308,erkennen::V,recognize,atpažinti
1309,begreifen::V,grasp,suvokti
1310,verstehen::V,understand,suprasti
1311,lernen::V,learn,mokytis
1312,wissen::V,know,žinoti
1313,sich erinnern an::V,remember,prisiminti
1314,vergessen::V,forget,užmiršti
1315,messen::V,measure,matuoti
1316,zählen::V,count,skaičiuoti
1317,rechnen::V,calculate,skaičiuoti
1318,lesen::V,read,skaityti
1319,malen::V,paint,tapyti
1320,zeichnen::V,draw,piešti
1321,zeichnen::V,draw,žymėti
1322,zeichnen::V,draw,braižyti
1323,schreiben::V,write,rašyti
1324,besitzen::V,own,turėti
1325,kaufen::V,buy,pirkti
1326,verkaufen::V,sell,parduoti
1327,bezahlen::V,pay for,apmokėti
1328,zahlen::V,pay,mokėti
1329,beherrschen::V,rule,valdyti
1330,ertragen::V,endure,kę̃sti
1331,ertragen::V,endure,pakelti
1332,ertragen::V,endure,iškę̃sti
