,Concept_ID,zh,en
110,Meer::N,海,sea
111,Bucht::N,海湾,cove
112,Insel::N,岛,island
113,Blume::N,花,flower
114,Gras::N,草,grass
115,Wurzel::N,根,root
116,Baum::N,树,tree
117,Stamm::N,树干,trunk
118,Rinde::N,树皮,bark
119,Ast::N,树枝,limb
120,Zweig::N,树枝,branch
121,Blatt::N,叶子,leaf
122,Birke::N,桦木,birch
123,Kiefer[Baum]::N,松树,pine
124,Weide[Baum]::N,柳树,willow
125,Tanne::N,冷杉,fir
126,Horn::N,角,horn
127,Feder::N,羽毛,feather
128,Fell::N,皮毛,fur
129,Flügel::N,翅膀,wing
130,Klaue::N,爪子,claw
131,Kralle::N,爪子,claw
132,Schwanz::N,尾巴,tail
133,Ei::N,蛋,egg
134,Nest::N,巢,nest
135,Bau::N,穴,lair
136,Tier::N,动物,animal
137,Herde::N,群,flock
138,Kuh::N,母牛,cow
139,Bulle::N,公牛,bull
140,Pferd::N,马,horse
141,Schaf::N,羊,sheep
142,Schwein::N,猪,pig
143,Hund::N,狗,dog
144,Katze::N,猫,cat
145,Bär::N,熊,bear
146,Eichhörnchen::N,松鼠,squirrel
147,Elch::N,麋鹿,elk
148,Fuchs::N,狐狸,fox
149,Hase::N,兔子,hare
150,Maus::N,老鼠,mouse
151,Wolf::N,狼,wolf
152,Vogel::N,鸟,bird
153,Schwarm::N,群,swarm
154,Huhn::N,鸡,chicken
155,Hahn::N,公鸡,cock
156,Gans::N,鹅,goose
157,Adler::N,鹰,eagle
158,Ente::N,鸭,duck
159,Eule::N,猫头鹰,owl
160,Kranich::N,鹤,crane
161,Krähe::N,乌鸦,crow
162,Kuckuck::N,布谷鸟,cuckoo
163,Schwan::N,天鹅,swan
164,Fisch::N,鱼,fish
165,Barsch::N,鲈鱼,perch
166,Hecht::N,狗鱼,pike
167,Schlange[Tier]::N,蛇,snake
168,Wurm::N,蠕虫,worm
169,Spinne::N,蜘蛛,spider
170,Ameise::N,蚂蚁,ant
171,Laus::N,虱子,louse
172,Mücke::N,蚊子,midge
173,Fliege::N,苍蝇,fly
174,Schmetterling::N,蝴蝶,butterfly
175,Beere::N,将果,berry
176,Apfel::N,苹果,apple
177,Pilz::N,蘑菇,mushroom
178,Zwiebel::N,洋葱,onion
179,Saat::N,种子,seed
180,Korn::N,谷粒,grain
181,Heu::N,干草,hay
182,Schale::N,壳,husk
183,Grube::N,坑,pit
184,Falle::N,圈套,trap
185,Schlinge::N,活扣,noose
186,Spur::N,踪迹,track
187,Asche::N,灰烬,ashes
188,Dreck::N,污垢,filth
189,Eisen::N,铁,iron
190,Gold::N,金子,gold
191,Silber::N,银,silver
192,Kohle::N,煤,coal
193,Glas::N,玻璃,glass
194,Lehm::N,粘土,clay
195,Sand::N,沙,sand
196,Mensch::N,人,human
197,Mann::N,男子,man
198,Frau::N,妇女,woman
199,Kind::N,小孩,child
200,Junge::N,男孩,boy
201,Mädchen::N,女孩,girl
202,Familie::N,家庭,family
203,Großvater::N,祖父,grandfather
204,Großmutter::N,祖母,grandmother
205,Eltern::N,父母,parents
206,Vater::N,父亲,father
207,Mutter::N,母亲,mother
208,Sohn::N,儿子,son
209,Tochter::N,女儿,daughter
210,Bruder::N,兄弟,brother
211,Schwester::N,姐妹,sister
212,Onkel::N,伯父,uncle
213,Tante::N,阿姨,aunt
214,Ehemann::N,丈夫,husband
215,Ehefrau::N,妻子,wife
216,Freude::N,愉快,joy
217,Gelächter::N,大笑,laughter
218,Glück::N,运气,happiness
219,Kummer::N,苦恼,grief
220,Wunsch::N,愿望,wish
221,Lust::N,乐趣,desire
222,Geist::N,精神,spirit
223,Gedanke::N,思想,thought
224,Gedächtnis::N,记性,memory
225,Verstand::N,理智,mind
226,Sinn::N,感觉,meaning
227,Grund::N,理由,reason
228,Wahrheit::N,真理,truth
229,Gespräch::N,谈话,talk
230,Märchen::N,童话,fairy tale
231,Erzählung::N,故事,story
232,Nachricht::N,消息,message
233,Neuigkeit::N,新闻,news
234,Name::N,名字,name
235,Rätsel::N,谜语,puzzle
236,Rede::N,讲话,speech
237,Sprache::N,语言,language
238,Stimme::N,声音,voice
239,Wort::N,词,word
240,Zeichen::N,标记,sign
241,Ruf::N,呼喊,call
242,Lärm::N,噪音,noise
243,Laut::N,响声,sound
244,Ton::N,声音,tone
245,Lied::N,歌曲,song
246,Ruhe::N,安静,calm
247,Leute::N,人们,people
248,Volk::N,人民,nation
249,Arbeit::N,劳动,work
250,Gast::N,客人,guest
251,Geschenk::N,礼物,gift
252,Spiel::N,游戏,game
253,Gesellschaft::N,陪同,company
254,Hilfe::N,帮助,help
255,Freund::N,朋友,friend
256,Kamerad::N,同志,companion
257,Angelegenheit::N,事情,matter
258,Anzahl::N,数目,count
259,Art::N,种类,sort
260,Stück::N,块,piece
261,Teil::N,部分,part
262,Hälfte::N,一半,half
263,Kreis::N,圆,circle
264,Kreuz::N,十字架,cross
265,Linie::N,线条,line
266,Strich::N,划,stroke
267,Abstand::N,距离,gap
268,Entfernung::N,距离,distance
269,Gegend::N,地区,area
270,Platz::N,场所,space
271,Ort::N,地点,place
272,Seite::N,面,side
273,Mitte::N,中间,middle
274,Gegenstand::N,物品,item
275,Sache::N,物,thing
276,Rand::N,边,fringe
277,Kante::N,棱,edge
278,Ecke::N,角,corner
279,Spitze::N,尖,tip
280,Ende::N,结尾,end
281,Loch::N,洞,hole
282,Winkel::N,角度,angle
283,Muster::N,模型,pattern
284,Größe::N,大小,size
285,Länge::N,长度,length
286,Höhe::N,高度,height
287,Gewicht::N,重量,weight
288,Menge::N,数量,amount
289,Haufen::N,堆,heap
290,Reihe::N,行,row
291,Boot::N,小船,boat
292,Ruder::N,奖,oar
293,Schlitten::N,雪橇,sleigh
294,Ski::N,雪板,ski
295,Lagerfeuer::N,营火,campfire
296,Last::N,负担,load
297,Gang::N,行走,walk
298,Schritt::N,步伐,step
299,Norden::N,北,north
300,Süden::N,南,south
301,Westen::N,西,west
302,Osten::N,东,east
303,Holz::N,木材,wood
304,Brett::N,木板,board
305,Platte::N,平板,slab
306,Stütze::N,支架,bracket
307,Stange::N,杆,pole
308,Stock::N,棒,stick
309,Stab::N,棍,staff
310,Rohr::N,管子,pipe
311,Haus::N,房屋,house
312,Heim::N,家,home
313,Ofen::N,炉子,stove
314,Fußboden::N,地板,floor
315,Tisch::N,桌子,table
316,Stuhl::N,椅子,chair
317,Wiege::N,摇蓝,cradle
318,Bett::N,床,bed
319,Regal::N,架子,shelf
320,Kiste::N,箱子,box
321,Fenster::N,窗户,window
322,Tür::N,门,door
323,Tor::N,大门,gate
324,Zaun::N,篱笆,fence
325,Dach::N,屋顶,roof
326,Leiter::N,梯子,ladder
327,Besen::N,扫帚,broom
328,Spaten::N,铁锹,spade
329,Schaufel::N,铁锹,shovel
330,Gabel::N,叉,fork
331,Löffel::N,食匙,spoon
332,Messer::N,刀,knife
333,Nagel::N,钉子,nail
334,Netz::N,网,net
335,Haken::N,钩子,hook
336,Griff::N,把柄,handle
337,Schloss::N,锁,lock
338,Bild::N,图画,picture
339,Figur::N,人像,figure
340,Puppe::N,娃娃,doll
341,Beutel::N,袋子,pouch
342,Bündel::N,捆,bundle
343,Tasche::N,手提包,bag
344,Eimer::N,桶,bucket
345,Deckel::N,盖子,cover
346,Geschirr::N,餐具,dishes
347,Sack::N,袋子,sack
348,Tasse::N,杯子,cup
349,Topf::N,锅,pot
350,Kessel::N,水壶,kettle
351,Essen::N,进餐,meal
352,Nahrung::N,食物,food
353,Speise::N,菜肴,dish
354,Fleisch::N,肉,meat
355,Getreide::N,谷物,corn
356,Brei::N,粥,mush
357,Brot::N,面包,bread
358,Scheibe::N,片,slice
359,Fett::N,脂肪,fat
360,Butter::N,黄油,butter
361,Öl::N,油,oil
362,Salz::N,盐,salt
363,Suppe::N,汤,soup
364,Honig::N,蜂蜜,honey
365,Milch::N,奶,milk
366,Tee::N,茶,tea
367,Leder::N,皮革,leather
368,Wolle::N,毛线,wool
369,Stoff::N,织物,cloth
370,Nadel::N,针,needle
371,Faden::N,线,thread
372,Knopf::N,纽扣,button
373,Knoten::N,结,knot
374,Farbe::N,颜色,paint
375,Kleidung::N,衣服,clothes
376,Hemd::N,衬衫,shirt
377,Kragen::N,领子,collar
378,Ärmel::N,袖子,sleeve
379,Hose::N,裤子,trousers
380,Gürtel::N,腰带,belt
381,Mütze::N,帽子,cap
382,Schuh::N,鞋,shoe
383,Stiefel::N,靴子,boot
384,Ring::N,戒指,ring
385,Band::N,带子,ribbon
386,Kamm::N,梳子,comb
387,Spiegel::N,镜子,mirror
388,Riemen::N,皮带,strap
389,Schnur::N,绳子,string
390,Leine::N,皮带,leash
391,Decke::N,被子,blanket
392,Kissen::N,软垫,pillow
393,Tuch::N,巾,scarf
394,Handtuch::N,手巾,towel
395,Kraft::N,力,force
396,Stärke::N,力量,strength
397,Gesundheit::N,健康,health
398,Krankheit::N,病,illness
399,Schmerz::N,痛,pain
400,Wunde::N,伤口,wound
401,Fieber::N,发烧,fever
402,Arznei::N,药,medicine
403,Brücke::N,桥,bridge
404,Brunnen::N,井,well
405,Weide::N,牧场,pasture
406,Pfad::N,小路,path
407,Weg::N,路,way
408,Straße::N,街,road
409,Dorf::N,村庄,village
410,Stadt::N,城市,town
411,Brief::N,信,letter
412,Buch::N,书,book
413,Buchstabe::N,字母,character
414,Zeitung::N,报纸,newspaper
415,Leben::N,生命,life
416,Tod::N,死亡,death
417,Grab::N,坟墓,grave
418,Kirche::N,教堂,church
419,Sünde::N,罪,sin
420,Gott::N,上帝,god
421,Arbeiter::N,工人,worker
422,Chef::N,上司,boss
423,Meister::N,师傅,master
424,Arzt::N,医生,doctor
425,Lehrer::N,教师,teacher
426,Geld::N,钱,money
427,Geschäft::N,交易,business
428,Laden::N,商店,shop
429,Preis::N,价格,price
430,Ware::N,商品,ware
431,Nutzen::N,好处,profit
432,Reichtum::N,财富,wealth
433,Welt::N,世界,world
434,Land::N,国家,country
435,Staat::N,国家,state
436,König::N,国王,king
437,Macht::N,权力,power
438,Grenze::N,边界,border
439,Krieg::N,战争,war
440,Feind::N,敌人,enemy
441,Gewalt::N,暴力,violence
442,Kampf::N,战斗,fight
443,Bogen[Waffe]::N,弓,bow
444,Pfeil::N,箭,arrow
445,Gewehr::N,枪,gun
446,Fehler::N,错误,mistake
447,Lüge::N,谎话,lie
448,Schaden::N,损失,damage
449,Unglück::N,不幸,misfortune
450,Schuld::N,过错,fault
451,Alter::N,年龄,age
452,Schluss::N,结束,conclusion
453,Zeit::N,时间,time
454,Tag::N,天,day
455,Morgen::N,早晨,morning
456,Mittag::N,中午,noon
457,Abend::N,晚上,evening
458,Nacht::N,夜,night
459,Woche::N,星期,week
460,Monat::N,月,month
461,Jahr::N,年,year
462,Frühling::N,春天,spring
463,Sommer::N,夏天,summer
464,Herbst::N,秋天,autumn
465,Winter::N,冬天,winter
466,Januar::N,一月,January
467,Februar::N,二月,February
468,März::N,三月,March
469,April::N,四月,April
470,Mai::N,五月,May
471,Juni::N,六月,June
472,Juli::N,七月,July
473,August::N,八月,August
474,September::N,九月,September
475,Oktober::N,十月,October
476,November::N,十一月,November
477,Dezember::N,十二月,December
478,Montag::N,星期一,Monday
479,Dienstag::N,星期二,Tuesday
480,Mittwoch::N,星期三,Wednesday
481,Donnerstag::N,星期四,Thursday
482,Freitag::N,星期五,Friday
483,Samstag::N,星期六,Saturday
484,Sonntag::N,星期日,Sunday
485,groß::A,大,big
486,klein::A,小,little
487,lang::A,长,long
488,kurz::A,短,short
489,breit::A,宽,wide
490,schmal::A,细长的,narrow
491,dicht::A,密,dense
492,dick[Gegenstand]::A,厚,thick
493,dünn::A,薄,thin
494,fein::A,细小,delicate
495,fest::A,固体,firm
496,flach::A,平坦,flat
497,glatt::A,光滑,smooth
498,hart::A,硬,hard
499,weich::A,软,soft
500,rund::A,圆,round
501,spitz::A,尖,pointed
502,scharf::A,锋利,sharp
503,stumpf::A,钝,blunt
504,schwer::A,重,heavy
505,schön::A,美丽,beautiful
506,heiß::A,烫,hot
507,warm::A,暖和,warm
508,kalt::A,冷,cold
509,kühl::A,凉,cool
510,frisch::A,新鲜,fresh
511,feucht::A,潮湿,damp
512,nass::A,湿,wet
513,trocken::A,干,dry
514,voll::A,满,full
515,leer::A,空,empty
516,offen::A,敞开,open
517,geschlossen::A,关闭,closed
518,sauber::A,干净,clean
519,schmutzig::A,肮脏,dirty
520,roh::A,生,raw
521,reif::A,成熟,ripe
522,lecker::A,好吃,delicious
523,süß::A,甜,sweet
524,bitter::A,苦,bitter
525,sauer::A,酸,sour
526,hell::A,亮,bright
527,dunkel::A,阴暗,dark
528,schwarz::A,黑,black
529,weiß::A,白,white
530,rot::A,红,red
531,gelb::A,黄,yellow
532,blau::A,蓝,blue
533,grün::A,绿,green
534,grau::A,灰色,grey
535,bunt::A,五彩,colourful
536,bunt::A,五彩,colorful
537,billig::A,便宜,cheap
538,teuer::A,贵,dear
539,wertvoll::A,贵重,precious
540,blind::A,瞎,blind
541,taub::A,聋,deaf
542,kräftig::A,强壮,powerful
543,stark::A,强壮,strong
544,schwach::A,弱,weak
545,fett::A,胖,fat
546,schlank::A,苗条,slim
547,hübsch::A,漂亮,pretty
548,böse::A,邪恶,evil
549,dumm::A,笨,stupid
550,faul::A,懒惰,lazy
551,fleißig::A,勤奋,diligent
552,geizig::A,吝啬,stingy
553,klug::A,聪明,clever
554,geschickt::A,灵巧,skilful
555,geschickt::A,灵巧,skillful
556,lieb::A,可爱,dear
557,lustig::A,快乐,merry
558,sanft::A,柔和,gentle
559,hungrig::A,饥饿,hungry
560,krank::A,患病,sick
561,nackt::A,裸体,naked
562,traurig::A,悲哀,sad
563,lebendig::A,活,living
564,gut::A,好,good
565,schlecht::A,坏,bad
566,richtig::A,正确,correct
567,schlimm::A,糟糕,nasty
568,wahr::A,真,true
569,alt::A,旧,old
570,neu::A,新,new
571,ehemalig::A,以前,former
572,alt[Lebewesen]::A,老,aged
573,jung::A,年轻,young
574,arm::A,贫穷,poor
575,reich::A,富裕,rich
576,bekannt::A,出名,familiar
577,berühmt::A,著名,famous
578,fremd::A,陌生,foreign
579,verschieden::A,不同,different
580,nah::A,近,near
581,fern::A,遥远,far
582,linker::A,左,left
583,rechter::A,右,right
584,anderer::A,别的,other
585,erster::A,第一,first
586,zweiter::A,第二,second
587,dritter::A,第三,third
588,letzter::A,最后,last
589,allein::ADV,单独,alone
590,auf einmal::ADV,同时,at once
591,zusammen::ADV,一起,together
592,lange::ADV,许久,long
593,plötzlich::ADV,忽然,suddenly
594,sofort::ADV,立刻,instantly
595,später::ADV,以后,later
596,jetzt::ADV,现在,now
597,heute::ADV,今天,today
598,morgen::ADV,明天,tomorrow
599,bald::ADV,即将,soon
600,dann::ADV,然后,then
601,gestern::ADV,昨天,yesterday
602,einst::ADV,曾经,once
603,damals::ADV,当时,at that time
604,danach::ADV,随后,afterwards
605,vorher::ADV,事先,before
606,zuerst::ADV,首先,at first
607,einmal::ADV,一次,once
608,manchmal::ADV,有时,sometimes
609,oft::ADV,时常,often
610,immer::ADV,总是,always
611,niemals::ADV,从未,never
612,hier::ADV,这里,here
613,hierhin::ADV,到这里,hither
614,hierhin::ADV,到这里,to here
615,hierhin::ADV,到这里,here
616,von hier::ADV,由此,hence
617,dort::ADV,那里,there
618,dorthin::ADV,到那里,thither
619,dorthin::ADV,到那里,there
620,dorthin::ADV,到那里,to there
621,geradeaus::ADV,一直往前,ahead
622,vorwärts::ADV,向前,forward
623,rückwärts::ADV,向后,backward
624,zurück::ADV,退后,back
625,unten::ADV,下面,below
626,hinab::ADV,向下,down
627,oben::ADV,上面,above
628,hinauf::ADV,向上,up
629,überall::ADV,到处,everywhere
630,nicht::ADV,不,not
631,ein wenig::ADV,一点儿,a little
632,kaum::ADV,几乎不,hardly
633,sehr::ADV,很,very
634,so::ADV,如此,so
635,noch::ADV,还,still
636,nur::ADV,只,only
637,schon::ADV,已经,already
638,wieder::ADV,又,again
639,vor::PRP,在...面前,in front of
640,hinter::PRP,在...背后,behind
641,unter::PRP,在...下面,under
642,durch::PRP,穿过,through
643,neben::PRP,在...旁,next to
644,zwischen::PRP,在...之间,between
645,wegen::PRP,由于,because of
646,dies::PRN,这,this
647,das::PRN,那,that
648,alles::PRN,一切,everything
649,ich::PRN,我,I
650,du::PRN,你,you
651,du::PRN,你,thou
652,er::PRN,他,he
653,wir::PRN,我们,we
654,ihr::PRN,你们,you
655,sie::PRN,她,they
656,was::FPRN,什么,what
657,wer::FPRN,谁,who
658,wo::FADV,哪里,where
659,wohin::FADV,去哪里,where ... to
660,wohin::FADV,去哪里,where to
661,wohin::FADV,去哪里,where
662,wie::FADV,怎么,how
663,warum::FADV,为什么,why
664,wieviel::FNUM,多少,how much
665,eins::NUM,一,one
666,zwei::NUM,二,two
667,drei::NUM,三,three
668,vier::NUM,四,four
669,fünf::NUM,五,five
670,sechs::NUM,六,six
671,sieben::NUM,七,seven
672,acht::NUM,八,eight
673,neun::NUM,九,nine
674,zehn::NUM,十,ten
675,elf::NUM,十一,eleven
676,zwölf::NUM,十二,twelve
677,zwanzig::NUM,二十,twenty
678,dreißig::NUM,三十,thirty
679,vierzig::NUM,四十,forty
680,fünfzig::NUM,五十,fifty
681,sechzig::NUM,六十,sixty
682,siebzig::NUM,七十,seventy
683,achtzig::NUM,八十,eighty
684,neunzig::NUM,九十,ninety
685,hundert::NUM,百,a hundred
686,tausend::NUM,千,a thousand
687,und::CNJ,和,and
688,oder::CNJ,或者,or
689,stehen::V,站,stand
690,sitzen::V,坐,sit
691,liegen::V,躺着,lie
692,hängen::V,挂着,hang
693,werden::V,成为,become
694,passieren::V,发生,happen
695,beginnen::V,开始,begin
696,enden::V,终止,end
697,wechseln::V,变迁,change
698,aufgehen[Sonne]::V,升起,rise
699,untergehen[Sonne]::V,下落,set
700,scheinen[Sonne]::V,照射,shine
701,donnern::V,打雷,thunder
702,wehen::V,飘扬,blow
703,strömen::V,流,stream
704,fließen::V,流动,flow
705,sich drehen::V,转动,revolve
706,schwanken::V,摇摆,sway
707,schwingen::V,摇,swing
708,fallen::V,坠落,fall
709,brennen::V,燃烧,burn
710,rauchen::V,冒烟,smoke
711,regnen::V,下雨,rain
712,gefrieren::V,结冰,freeze
713,tauen::V,融化,thaw
714,schmelzen::V,溶化,melt
715,trocknen::V,变干,dry
716,sieden::V,煮,boil
717,faulen::V,腐烂,rot
718,verfaulen::V,腐烂,decay
719,reißen::V,撕,snap
720,versinken::V,下沉,sink
721,vergehen::V,流逝,pass
722,erscheinen::V,出现,appear
723,verschwinden::V,消失,disappear
724,sinken::V,下降,drop
725,abnehmen::V,减少,decrease
726,zunehmen::V,增加,increase
727,steigen::V,上升,rise
728,wachsen::V,生长,grow
729,glänzen::V,发光,shine
730,funkeln::V,闪烁,sparkle
731,lärmen::V,吵闹,be noisy
732,läuten::V,响,chime
733,klingeln::V,按铃,ring
734,brausen::V,疾驶,roar
735,klingen::V,听起来,sound
736,bellen::V,吠,bark
737,heulen::V,嗥,howl
738,blasen::V,吹,blow
739,pfeifen::V,吹口哨,whistle
740,schreien::V,叫喊,shout
741,stöhnen::V,呻吟,groan
742,zittern::V,颤抖,tremble
743,leben::V,生存,be alive
744,geboren werden::V,出生,be born
745,atmen::V,呼吸,breathe
746,trinken::V,喝,drink
747,essen::V,吃,eat
748,schlucken::V,咽,swallow
749,müde werden::V,疲倦,get tired
750,einschlafen::V,入睡,fall asleep
751,schlafen::V,睡觉,sleep
752,aufwachen::V,睡醒,wake up
753,aufstehen::V,起床,get up
754,sich erholen::V,休养,relax
755,krank werden::V,生病,fall ill
756,krank sein::V,生病,be ill
757,schmerzen::V,疼痛,ache
758,husten::V,咳,cough
759,genesen::V,痊愈,recover
760,sterben::V,死,die
761,umkommen::V,丧命,perish
762,sich bewegen::V,移动,move
763,sich rühren::V,动弹,budge
764,sich erheben::V,站起,stand up
765,sich setzen::V,坐,sit down
766,hinfallen::V,跌倒,tumble
767,laufen::V,步行,walk
768,schreiten::V,迈步,pace
769,spazierengehen::V,散步,go for a walk
770,eilen::V,急忙,rush
771,sich beeilen::V,赶快,hurry
772,sausen::V,疾驰,dash
773,rennen::V,奔跑,run
774,springen::V,跳,jump
775,klettern::V,攀缘,climb
776,schaukeln::V,荡秋千,seesaw
777,kriechen::V,爬行,creep
778,schwimmen::V,游泳,swim
779,tauchen::V,潜水,dive
780,rudern::V,划船,row
781,fahren::V,行驶,drive
782,fliegen::V,飞,fly
783,gehen::V,走,go
784,weggehen::V,离去,go away
785,abfahren::V,出发,depart
786,anhalten::V,停住,stop
787,hineingehen::V,进去,go in
788,eintreten::V,进入,enter
789,kommen::V,来,come
790,ankommen::V,到达,arrive
791,zurückkommen::V,回来,come back
792,bleiben::V,停留,stay
793,warten::V,等,wait
794,erwarten::V,等候,wait for
795,suchen::V,找,seek
796,suchen::V,找,look for
797,finden::V,找到,find
798,versuchen::V,尝试,try
799,vorbereiten::V,预备,prepare
800,lieben::V,爱,love
801,mögen::V,喜欢,like
802,lachen::V,笑,laugh
803,weinen::V,哭,weep
804,schimpfen::V,骂,grumble
805,sich ärgern::V,生气,be annoyed
806,sich fürchten::V,害怕,be afraid
807,fürchten::V,害怕,be afraid of
808,fliehen::V,逃走,flee
809,flüchten::V,逃跑,escape
810,sehen::V,看,see
811,anschauen::V,注视,look at
812,ansehen::V,注视,watch
813,hören::V,听,hear
814,zuhören::V,倾听,listen
815,probieren::V,尝,taste
816,riechen::V,闻,smell
817,fühlen::V,感到,feel
818,scheinen::V,照耀,seem
819,zu sehen sein::V,可以看到,show
820,vernehmen::V,审讯,hear
821,frieren::V,觉得冷,be cold
822,tun::V,作,do
823,können::V,能,can
824,wollen::V,要,want
825,anfangen::V,开始,start
826,beenden::V,结束,finish
827,aufhören::V,停止,stop
828,gelingen::V,成功,succeed
829,geraten::V,陷于,turn out
830,öffnen::V,打开,open
831,schließen::V,关,close
832,stellen::V,放,put
833,setzen::V,放,place
834,legen::V,摆,lay
835,berühren::V,触,touch
836,verbinden::V,联结,connect
837,bedecken::V,覆盖,cover
838,aufhängen::V,挂,hang up
839,anzünden::V,点,light
840,aufheben::V,拾起,pick up
841,zurücklassen::V,遗留,leave
842,verlieren::V,丧失,lose
843,fallen lassen::V,让掉下,drop
844,machen::V,做,make
845,herstellen::V,生产,produce
846,bauen::V,建造,build
847,reparieren::V,修理,mend
848,verbessern::V,改进,improve
849,ändern::V,改变,alter
850,graben::V,挖,dig
851,beugen::V,弯下,bow
852,biegen::V,弯,bend
853,drehen::V,转动,spin
854,wenden::V,转动,turn
855,umdrehen::V,转动,turn around
856,heben::V,举起,raise
857,hochheben::V,抬高,lift
858,ergreifen::V,抓住,seize
859,halten::V,拿着,hold
860,drücken::V,压,press
861,schieben::V,推,push
862,kratzen::V,搔,scrape
863,lecken::V,舔,lick
864,beißen::V,咬,bite
865,abreißen::V,撕下,tear off
866,abschneiden::V,切断,cut off
867,binden::V,捆,tie
868,stecken::V,插,stick
869,brechen::V,断裂,break
870,klopfen::V,敲,knock
871,hauen::V,揍,hit
872,kleben::V,粘,glue
873,reiben::V,摩擦,rub
874,streichen::V,涂,spread
875,schleifen::V,拖曳,grind
876,schneiden::V,切,cut
877,rütteln::V,颠簸,jolt
878,schütteln::V,摇动,shake
879,schwenken::V,摇动,swing
880,schütten::V,倒,pour
881,füllen::V,填满,fill
882,einwickeln::V,包,wrap
883,tragen::V,提,carry
884,schleppen::V,扛,drag
885,ziehen::V,拉,pull
886,aufbewahren::V,保存,keep
887,werfen::V,扔,throw
888,fangen::V,捕捉,catch
889,packen::V,抓住,grab
890,verstecken::V,藏,hide
891,teilen::V,分,divide
892,schicken::V,派遣,send
893,bringen::V,带来,bring
894,hinzufügen::V,添加,add
895,bekommen::V,得到,get
896,erhalten::V,接到,receive
897,nehmen::V,拿,take
898,wählen::V,挑选,choose
899,auswählen::V,选择,select
900,bewahren::V,保持,preserve
901,behindern::V,防碍,hinder
902,verderben::V,败坏,spoil
903,beschädigen::V,损坏,damage
904,zerbrechen::V,破碎,break
905,zerreißen::V,撕碎,tear
906,zerstören::V,毁坏,destroy
907,verbrennen::V,燃烧,burn
908,geben::V,给,give
909,reichen::V,递给,hand
910,schenken::V,赠送,give
911,versprechen::V,许诺,promise
