,Concept_ID,br,os
742,hier::ADV,amañ,ам
743,hierhin::ADV,dre amañ,ардӕм
744,von hier::ADV,alemañ,ардыгæй
745,dort::ADV,aze,уым
746,dort::ADV,ahont,уым
747,dorthin::ADV,di,уырдӕм
748,dorthin::ADV,aze,уырдӕм
749,dorthin::ADV,ahont,уырдӕм
750,geradeaus::ADV,war-eeun,æргом
751,vorwärts::ADV,war-raok,размӕ
752,rückwärts::ADV,war-lerc'h,фӕстӕмӕ
753,zurück::ADV,war-dreñv,фӕстӕмӕ
754,unten::ADV,en traoñ,дæлæ
755,unten::ADV,en traoñ,дæлейы
756,unten::ADV,en traoñ,бынæй
757,hinab::ADV,a-izel,дӕлӕмӕ
758,hinab::ADV,a-izel,уырдыгмӕ
759,oben::ADV,en nec'h,уӕле
760,hinauf::ADV,e-krec'h,уӕлӕмӕ
761,überall::ADV,dre-holl,алыран
762,überall::ADV,dre-holl,алкæм
763,überall::ADV,dre-holl,кæмдæриддæр
764,nicht::ADV,ne ... ket,нӕ
765,ein wenig::ADV,un tammig,чысыл
766,kaum::ADV,a-boan,цъус
767,sehr::ADV,-tre,тынг
768,sehr::ADV,-tre,иттӕг
769,sehr::ADV,-kenañ,тынг
770,sehr::ADV,-kenañ,иттӕг
771,so::ADV,evel-se,афтӕ
772,noch::ADV,c'hoazh,ма
773,nur::ADV,hepken,канд
774,nur::ADV,hepken,ӕрмӕст
775,schon::ADV,dija,нырид
776,wieder::ADV,adarre,ногӕй
777,vor::PRP,dirak,разы
778,hinter::PRP,a-drek,фӕстӕ
779,hinter::PRP,a-dreñv,фӕстӕ
780,unter::PRP,dindan,бын
781,durch::PRP,dre,æхсæнты
782,neben::PRP,e-kichen,цур
783,zwischen::PRP,etre,астӕу
784,wegen::PRP,abalamour da,тыххай
785,dies::PRN,hemañ,ай
786,das::PRN,se,уый
787,das::PRN,hennezh,уый
788,alles::PRN,pep tra,алцы
789,alles::PRN,pep tra,æппæтдæр
790,alles::PRN,pep tra,иууылдӕр
791,ich::PRN,me,æз
792,du::PRN,te,ды
793,er::PRN,eñ,уый
794,wir::PRN,ni,мах
795,ihr::PRN,c'hwi,сымах
796,sie::PRN,int,уыдон
797,was::FPRN,petra,цы
798,wer::FPRN,piv,чи
799,wo::FADV,pelec'h,кӕм
800,wohin::FADV,da belec'h,кӕдӕм
801,wie::FADV,penaos,куыд
802,warum::FADV,perak,цӕмӕн
803,wieviel::FNUM,pet,цал
804,eins::NUM,unan,иу
805,zwei::NUM,daou,дыууӕ
806,drei::NUM,tri,ӕртӕ
807,vier::NUM,pevar,цыппар
808,fünf::NUM,pemp,фондз
809,sechs::NUM,c'hwec'h,ӕхсӕз
810,sieben::NUM,seizh,авд
811,acht::NUM,eizh,аст
812,neun::NUM,nav,фараст
813,zehn::NUM,dek,дӕс
814,elf::NUM,unnek,иуæндæс
815,zwölf::NUM,daouzek,дыууадæс
816,zwanzig::NUM,ugent,дыууын
817,dreißig::NUM,tregont,æртын
818,dreißig::NUM,tregont,дæсæмæссæдз
819,vierzig::NUM,daou-ugent,цыппор
820,vierzig::NUM,daou-ugent,цыппур
821,vierzig::NUM,daou-ugent,дыууиссæдзы
822,fünfzig::NUM,hanter-kant,фӕндзай
823,sechzig::NUM,tri-ugent,æхсай
824,sechzig::NUM,tri-ugent,æртиссæдзы
825,siebzig::NUM,dek ha tri-ugent,æвдай
826,siebzig::NUM,dek ha tri-ugent,дæс æмæ æртиссæдзы
827,achtzig::NUM,pevar-ugent,цыппарыссæдзы
828,achtzig::NUM,pevar-ugent,æстай
829,neunzig::NUM,dek ha pevar-ugent,нæуæдз
830,neunzig::NUM,dek ha pevar-ugent,дæс æмæ цыппарыссæдзы
831,hundert::NUM,kant,сӕдӕ
832,tausend::NUM,mil,мин
833,und::CNJ,ha,ӕмӕ
834,oder::CNJ,pe,кӕнӕ
835,stehen::V,bezañ a-sav,лӕууын
836,sitzen::V,azezañ,бадын
837,sitzen::V,bezañ en e goazez,бадын
838,liegen::V,bezañ en e c'hourvez,хуыссын
839,hängen::V,krougañ,ауыгъд уын
840,werden::V,dazonet,суӕвын
841,passieren::V,c'hoarvezout,æрцæуын
842,beginnen::V,stagañ,райдайын
843,enden::V,achuiñ,фæуын
844,wechseln::V,cheñch,ивын
845,aufgehen[Sonne]::V,dirouzañ,скæсын
846,scheinen[Sonne]::V,lugernañ,рухс кӕнын
847,donnern::V,taranal,нæрын
848,wehen::V,c'hwezhañ,дымын
849,strömen::V,deredek,кӕлын
850,fließen::V,redek,цæуын
851,fließen::V,redek,уайын
852,fließen::V,redek,кæлын
853,sich drehen::V,troiñ,зилын
854,schwanken::V,trantellat,æнкъуысын
855,schwingen::V,froumal,æнкъуысын
856,schwingen::V,froumal,змæлын
857,fallen::V,kouezhañ,хауын
858,brennen::V,deviñ,судзын
859,rauchen::V,divogedañ,фæздæг кæнын
860,regnen::V,glavañ,уарын
861,gefrieren::V,reviñ,сӕлын
862,tauen::V,diskornañ,стайын
863,schmelzen::V,teuziñ,тайын
864,trocknen::V,sec'hañ,хус кæнын
865,sieden::V,berviñ,фыцын
866,faulen::V,breinañ,ӕмбийын
867,verfaulen::V,breinañ,бамбийын
868,reißen::V,darnaouiñ,скъуийын
869,versinken::V,sodellañ,дӕлдон_кӕнын
870,vergehen::V,tremen,аивгъуийын
871,erscheinen::V,donet war-wel,разынын
872,verschwinden::V,monet diwar wel,фæтары уын
873,verschwinden::V,monet diwar wel,фæдæлдзæх уын
874,verschwinden::V,monet diwar wel,фесæфын
875,verschwinden::V,monet diwar wel,æрбайсæфын
876,sinken::V,en em izelat,дæлæмæ æрхауын
877,abnehmen::V,nebeutaat,фæкъаддæр уын
878,abnehmen::V,nebeutaat,фæцух уын
879,zunehmen::V,kreskiñ,фæфылдæр уын
880,zunehmen::V,kreskiñ,сбирæ уын
881,zunehmen::V,kreskiñ,сахадын
882,steigen::V,sevel,сыстын
883,wachsen::V,kreskiñ,рӕзын
884,glänzen::V,lugernañ,ӕрттивын
885,funkeln::V,elieniñ,тыбар-тыбур_кӕнын
886,lärmen::V,rabotat,хъæлæба кæнын
887,klirren::V,diridignat,дзыгъал-мыгъул кæнын
888,klirren::V,diridignat,дзæгъ-дзæгъ кæнын
889,klirren::V,sterlinkañ,дзыгъал-мыгъул кæнын
890,klirren::V,sterlinkañ,дзæгъ-дзæгъ кæнын
891,brausen::V,gwegal,абухын
892,rauschen::V,trouzal,
893,klingen::V,seniñ,зæлын
894,klingen::V,seniñ,азæлын
895,klingen::V,seniñ,хъуысын
896,bellen::V,harzhal,рæйын
897,heulen::V,yudal,ниуын
898,blasen::V,c'hwezhañ,фу кӕнын
899,pfeifen::V,c'hwitellat,æхситт кæнын
900,pfeifen::V,c'hwitellat,къуыззитт кæнын
901,schreien::V,huchal,хъӕр кӕнын
902,stöhnen::V,hirvoudiñ,хъæрзын
903,stöhnen::V,hirvoudiñ,дзыназын
904,zittern::V,krenañ,ризын
905,leben::V,bevañ,цӕрын
906,geboren werden::V,genel,райгуырын
907,atmen::V,tennañ e anal,улӕфын
908,trinken::V,evañ,нуазын
909,essen::V,debriñ,хӕрын
910,schlucken::V,lonkañ,ныхъуырын
911,müde werden::V,skuizhañ,бафæллайын
912,müde werden::V,skuizhañ,бафæлмæцын
913,müde werden::V,skuizhañ,сфæлмæцын
914,einschlafen::V,menel kousket,бафынæй уын
915,schlafen::V,kousket,хуыссын
916,schlafen::V,kousket,фынӕй кӕнын
917,aufwachen::V,dihuniñ,райхъал уын
918,aufstehen::V,sevel,стын
919,sich erholen::V,diskuizhañ,фæллад уадзын
920,sich erholen::V,diskuizhañ,улæфын
921,krank werden::V,klañviñ,фӕрынчын уын
922,krank sein::V,bezañ klañv,сӕйын
923,schmerzen::V,skourjezañ,риссын
924,husten::V,pasaat,хуыфын
925,husten::V,peudal,хуыфын
926,genesen::V,pareañ,сдзæбæх уын
927,genesen::V,pareañ,рандидзын
928,genesen::V,pareañ,сæндидзын
929,sterben::V,mervel,мӕлын
930,umkommen::V,perisañ,фесæфын
931,umkommen::V,perisañ,байсæфын
932,umkommen::V,perisañ,бабын уын
933,umkommen::V,perisañ,мард фæуын
934,sich bewegen::V,bouljal,тæлфын
935,sich bewegen::V,bouljal,цæуын
936,sich rühren::V,fiñval,змӕлын
937,sich erheben::V,sevel,стын
938,sich setzen::V,azezañ,сбадын
939,sich setzen::V,mont en e goazez,сбадын
940,hinfallen::V,kouezhañ,ӕрхауын
941,laufen::V,redek,цӕуын
942,laufen::V,redek,рацу-бацу_кӕнын
943,schreiten::V,kerzhet,къахдзæф кæнын
944,schreiten::V,kerzhet,санчъех кæнын
945,schreiten::V,kerzhet,цæуын
946,spazierengehen::V,pourmen,озер кæнын
947,spazierengehen::V,pourmen,тезгъо кæнын
948,eilen::V,hastañ,тагъд кæнын
949,eilen::V,hastañ,тындзын
950,sich beeilen::V,hastañ,тагъд кæнын
951,sich beeilen::V,hastañ,тындзын
952,sausen::V,karzhañ,уайын
953,sausen::V,karzhañ,тæхын
954,rennen::V,redek,згъорын
955,springen::V,lammat,гæпп кæнын
956,springen::V,lammat,сæррæтт кæнын
957,springen::V,lammat,лиуырын
958,klettern::V,krimpat,хилын
959,schaukeln::V,brañsellat,хецъро кæнын
960,schaukeln::V,brañsellat,херыйыл бадын
961,kriechen::V,skrampañ,бырын
962,schwimmen::V,neuial,ленк кӕнын
963,tauchen::V,splujañ,ныгъуылын
964,rudern::V,roeñvat,бæлæгъ тæрын
965,rudern::V,roeñvat,чема тæрын
966,fahren::V,kas,цӕуын
967,fahren::V,bleniañ,цӕуын
968,fliegen::V,nijal,тӕхын
969,gehen::V,mont,цӕуын
970,weggehen::V,mont kuit,ацӕуын
971,abfahren::V,mont kuit,араст уын
972,anhalten::V,chom a-sav,æрлæууын
973,hineingehen::V,monet e-barzh,мидæмæ цæуын
974,eintreten::V,monet e-barzh,бацӕуын
975,kommen::V,dont,æрцæуын
976,ankommen::V,erruout,æрцæуын
977,zurückkommen::V,addonet,раздæхын
978,zurückkommen::V,addonet,фæстæмæ_раздæхын
979,zurückkommen::V,addonet,æрбаздæхын
980,zurückkommen::V,addonet,аздæхын
981,bleiben::V,chom,лӕууын
982,warten::V,gortoz,ӕнхъӕлмӕ кӕсын
983,erwarten::V,gortoz,ӕнхъӕлмӕ кӕсын
984,suchen::V,klask,агурын
985,finden::V,kavout,ссарын
986,versuchen::V,klask,фӕлварын
987,vorbereiten::V,aozañ,бацаттæ кæнын
988,vorbereiten::V,aozañ,æрæввонг кæнын
989,lieben::V,karout,уарзын
990,mögen::V,karout,зæрдæмæ цæуын
991,lachen::V,c'hoarzin,худын
992,rühren::V,tenerañ,зæрдæ суынгæг кæнын
993,weinen::V,gouelañ,кӕуын
994,schimpfen::V,krozal,æлгъитын
995,sich ärgern::V,fachañ,мæсты кæнын
996,sich ärgern::V,en em fachañ,мæсты кæнын
997,fliehen::V,tec'het,лидзын
998,flüchten::V,tuzañ,алидзын
999,sehen::V,gwelet,уынын
1000,anschauen::V,sellout ouzh,акӕсын
1001,ansehen::V,sellout ouzh,кӕсын
1002,hören::V,klevet,хъусын
1003,zuhören::V,selaou,хъусын
1004,probieren::V,blasa,уынын
1005,probieren::V,blasa,аходын
1006,riechen::V,klevet,смудын
1007,fühlen::V,santout,ӕнкъарын
1008,scheinen::V,diskouez bezañ,зынын
1009,zu sehen sein::V,bezañ gwelus,зынын
1010,vernehmen::V,merzhañ,фехъусын
1011,frieren::V,anoued,сийын
1012,tun::V,ober,кӕнын
1013,können::V,gouzout,фӕразын
1014,wollen::V,fellout da,фӕндын
1015,wollen::V,kaout c'hoant da,фӕндын
1016,anfangen::V,kregiñ,райдайын
1017,beenden::V,achuiñ,фӕуын
1018,aufhören::V,paouez,банцайын
1019,aufhören::V,paouez,фенцайын
1020,öffnen::V,digeriñ,гом кӕнын
1021,schließen::V,serriñ,ӕхгӕнын
1022,stellen::V,lakaat,ӕвӕрын
1023,setzen::V,lakaat,сбадын кӕнын
1024,legen::V,lakaat,ӕрӕвӕрын
1025,berühren::V,touch,агайын
1026,verbinden::V,eren,бӕттын
1027,bedecken::V,goloiñ,ӕмбӕрзын
1028,aufhängen::V,istribilhañ,ауындзын
1029,anzünden::V,alumiñ,ссудзын
1030,anzünden::V,c'hwezzañ,ссудзын
1031,aufheben::V,dastum,сисын
1032,zurücklassen::V,lezel,ныууадзын
1033,verlieren::V,koll,фесафын
1034,fallen lassen::V,laoskel,ӕрӕппарын
1035,fallen lassen::V,laoskel,къухтӕй феуӕгъд кӕнын
1036,fallen lassen::V,lezel da gouezhel,ӕрӕппарын
1037,fallen lassen::V,lezel da gouezhel,къухтӕй феуӕгъд кӕнын
1038,machen::V,ober,саразын
1039,herstellen::V,fardañ,сцæттæ кæнын
1040,herstellen::V,fardañ,саразын
1041,bauen::V,sevel,амайын
1042,reparieren::V,adaozañ,æмпъузын
1043,reparieren::V,adaozañ,цалцæг кæнын
1044,verbessern::V,gwellaat,фæхуыздæр кæнын
1045,ändern::V,cheñch,аивын
1046,graben::V,kleuzañ,къахын
1047,beugen::V,plegañ,æркъæдз кæнын
1048,beugen::V,plegañ,æртасын кæнын
1049,biegen::V,krommañ,тасын кӕнын
1050,drehen::V,treiñ,здухын
1051,wenden::V,treiñ,афæлдахын
1052,wenden::V,treiñ,рафæлдахын
1053,umdrehen::V,treiñ,афæлдахын
1054,heben::V,sevel,сдарын
1055,heben::V,sevel,схæцын
1056,hochheben::V,sevel,уæлæмæ хæцын
1057,ergreifen::V,kemer,фӕлӕбурын
1058,halten::V,dalc'hen,дарын
1059,drücken::V,bountañ,æлхъивын
1060,drücken::V,bountañ,хæцын
1061,schieben::V,poulzañ,схойын
1062,kratzen::V,skrabat,хафын
1063,lecken::V,lipat,сдæрын
1064,beißen::V,kregiñ,хæцын
1065,abreißen::V,diframmañ,ратонын
1066,abschneiden::V,troc'hañ,ралыг кӕнын
1067,binden::V,stagañ,бабӕттын
1068,stecken::V,sankañ,ныссадзын
1069,brechen::V,darnaouiñ,асæттын
1070,brechen::V,darnaouiñ,басæттын
1071,brechen::V,darnaouiñ,ныссæттын
1072,klopfen::V,skoiñ,хойын
1073,klopfen::V,skoiñ,гуыпп-гуыпп кæнын
1074,klopfen::V,skoiñ,къуырцц-къуырцц кæнын
1075,hauen::V,dornañ,цӕвын
1076,hauen::V,dornañ,нӕмын
1077,kleben::V,pegañ,ныхасын
1078,kleben::V,pegañ,æндадзын
1079,reiben::V,taravat,сӕрфын
1080,reiben::V,taravat,хафын
1081,reiben::V,trekiñ,сӕрфын
1082,reiben::V,trekiñ,хафын
1083,streichen::V,toazañ,байсæрдын
1084,streichen::V,toazañ,сахорын
1085,schleifen::V,lemmañ,ссын
1086,schleifen::V,lemmañ,цыргъ кӕнын
1087,schneiden::V,troc'hañ,кӕрдын
1088,rütteln::V,tordorosañ,æнкъусын
1089,schütteln::V,hejañ,уигъын
1090,schütten::V,diskargañ,ныккӕнын
1091,füllen::V,kargañ,байдзаг кæнын
1092,einwickeln::V,gronnañ,батухын
1093,tragen::V,dougen,хӕссын
1094,schleppen::V,stlejal,ласын
1095,ziehen::V,sachañ,ласын
1096,aufbewahren::V,miret,æвæрын
1097,werfen::V,teuler,зыввытт кӕнын
1098,fangen::V,tapañ,ӕрцахсын
1099,packen::V,krapat,рацахсын
1100,verstecken::V,kuzhat,æмбæхсын
1101,verstecken::V,kuzhat,нымæхсын
1102,teilen::V,rannañ,уарын
1103,schicken::V,kas,ӕрвитын
1104,bringen::V,degas,æрхæссын
1105,bringen::V,degas,æрбахæссын
1106,hinzufügen::V,lakat ouzhpenn,ӕфтауын
1107,bekommen::V,kaout,ссарын
1108,bekommen::V,kaout,сфæрæз кæнын
1109,bekommen::V,kaout,самал кæнын
1110,erhalten::V,kaout,райсын
1111,nehmen::V,kemer,райсын
1112,wählen::V,choaz,равзарын
1113,auswählen::V,dibab,авзарын
1114,bewahren::V,mirout,бавæрын
1115,bewahren::V,mirout,нывæрын
1116,behindern::V,diaezañ,цæлхдур æвæрын
1117,behindern::V,diaezañ,ныхдур æвæрын
1118,behindern::V,diaezañ,къуылымпы кæнын
1119,behindern::V,diaezañ,хъыг дарын
1120,verderben::V,lovrañ,фесафын
1121,beschädigen::V,gwallegañ,халын
1122,zerbrechen::V,torriñ,асӕттын
1123,zerreißen::V,diroegiñ,аскъуынын
1124,zerstören::V,distrujañ,фехалын
1125,verbrennen::V,deviñ,басудзын
1126,geben::V,reiñ,дӕттын
1127,schenken::V,donezonañ,лæвар кæнын
1128,versprechen::V,prometiñ,дзырд раттын
1129,versprechen::V,prometiñ,зӕрдӕ бавӕрын
1130,wünschen::V,hetiñ,зæрдæ зæгъы
1131,loben::V,feurmiñ,раппӕлын
1132,küssen::V,pokat,пъа кæнын
1133,küssen::V,pokat,ба кæнын
1134,wiegen::V,pouezañ,узын
1135,zudecken::V,goloiñ,бамбӕрзын
1136,wecken::V,dihuniñ,райхъал кӕнын
1137,zeigen::V,diskouez,амонын
1138,führen::V,kas,кӕнын
1139,führen::V,kas,фæкæнын
1140,lehren::V,deskiñ,ахуыр кæнын
1141,unterrichten::V,kelenn,ахуыр кæнын
1142,leiten::V,bleinañ,разамынд дӕттын
1143,antreiben::V,poulzañ,тагъд кæнын
1144,antreiben::V,poulzañ,рог кæнын
1145,lassen::V,leuskel,кæнын
1146,einladen::V,pediñ,ӕрхонын
1147,einladen::V,pediñ,ӕрбахонын
1148,vereinigen::V,unisañ,баиу кӕнын
1149,besuchen::V,gweladenniñ,абæрæг кæнын
1150,besuchen::V,gweladenniñ,бабæрæг кæнын
1151,besuchen::V,gweladenniñ,бауайын
1152,treffen::V,kejal,фембæлын
1153,treffen::V,ankontrañ,фембæлын
1154,sich versammeln::V,bodennañ,æрæмбырд уын
1155,spielen::V,c'hoari,хъазын
1156,singen::V,kanañ,зарын
1157,tanzen::V,dañsal,кафын
1158,sich trennen::V,dispartiañ,фæйнæрдæм фæцæуын айхæлын
1159,verlassen::V,lezel,ныууадзын
1160,retten::V,saveteiñ,фервӕзын кӕнын
1161,bewachen::V,mesa,хъахъхъӕнын
1162,schützen::V,diwall,хъахъхъӕнын
1163,verteidigen::V,difenn,бахизын
1164,sich schlagen::V,lopañ,хыл кæнын
1165,siegen::V,trec'hiñ,басӕттын
1166,siegen::V,trec'hiñ,фӕуӕлахиз уӕвын
1167,ärgern::V,hegasiñ,мӕсты кӕнын
1168,schlagen::V,skeiñ,ныццæвын
1169,treten::V,botaouiñ,
1170,stechen::V,pikat,фæрæхойын
1171,stoßen::V,stokañ,риуыгъын
1172,stehlen::V,laerezh,давын
1173,stören::V,direnkañ,хъыгдарын
1174,belästigen::V,dregasiñ,хъыгдарын
1175,verbergen::V,skoachañ,бамбӕхсын
1176,verbergen::V,skoachañ,басусӕг кӕнын
1177,täuschen::V,tromplañ,фӕливын
1178,täuschen::V,tromplañ,асайын
1179,betrügen::V,lorbañ,асайын
1180,töten::V,lazhañ,амарын
1181,wohnen::V,bezañ o chom,цӕрын
1182,arbeiten::V,labourat,кусын
1183,sammeln::V,dastum,æртонын
1184,pflücken::V,kuntuilhañ,тонын
1185,jagen::V,chaseal,цуан кæнын
1186,fischen::V,pesketa,кæсаг ахсын æнгуырæй
1187,fischen::V,pesketa,æнгуыр дарын
1188,fassen::V,pakañ,ӕрцахсын
1189,hüten::V,geota,хизын
1190,anbinden::V,stagañ,бабæттын
1191,anbinden::V,stagañ,æрбæттын
1192,füttern::V,boueta,холлаг дæттын
1193,füttern::V,boueta,холлаг æвæрын
1194,füttern::V,boueta,дарын
1195,melken::V,goro,дуцын
1196,hacken::V,difrakal,кæрдын
1197,hacken::V,difrakal,лыгтæ кæнын
1198,gießen::V,dourañ,бакалын
1199,reifen::V,azviñ,срæгъæд уын
1200,reifen::V,azviñ,сцæттæ уын
1201,zubereiten::V,keginañ,сцӕттӕ кӕнын
1202,kochen::V,poazhañ,фыцын
1203,backen::V,fritañ,фыцын
1204,braten::V,rostañ,цурын
1205,stricken::V,stammañ,кæнын
1206,stricken::V,stammañ,бийын
1207,nähen::V,gwriat,хуыйын
1208,färben::V,livañ,ахорын
1209,reinigen::V,naetañ,ссыгъдæг кæнын
1210,reinigen::V,naetañ,ныссыгъдæг кæнын
1211,reinigen::V,naetañ,ныссæрфын
1212,waschen::V,gwalc'hiñ,ӕхсын
1213,abwischen::V,torchañ,сӕрфын
1214,spülen::V,disgwalc'hiñ,æнхъæвзын
1215,fegen::V,skubañ,мӕрзын
1216,kehren::V,skubañ,мӕрзын
1217,baden::V,kouronkañ,хи найын
1218,sich waschen::V,en em walc'hiñ,хи æхсын
1219,sich anziehen::V,gwiskañ,дзаума скæнын
1220,sich anziehen::V,gwiskañ,дарæс скæнын
1221,kämmen::V,kribat,ныффасын
1222,kämmen::V,kribat,æрфасын
1223,schmücken::V,kinklañ,фӕлындын
1224,sagen::V,larêt,зæгъын
1225,sagen::V,lavaret,зæгъын
1226,sprechen::V,komz,дзурын
1227,reden::V,kaozeal,ныхас кӕнын
1228,sich unterhalten::V,balbotal,ныхас кæнын
1229,fragen::V,goulenn,фӕрсын
1230,bitten::V,goulenn,курын
1231,erzählen::V,kontañ,радзурын
1232,erzählen::V,kontañ,ратаурæгъ кæнын
1233,mitteilen::V,kemenn,фехъусын кæнын
1234,nennen::V,anviñ,хонын
1235,rufen::V,gelver,сидын
1236,prahlen::V,fougeal,ӕппӕлын
1237,übersetzen::V,treiñ,ратæлмац кæнын
1238,denken::V,soñjal,ӕнхъӕлын
1239,denken::V,soñjal,хъуыды кӕнын
1240,glauben::V,krediñ,уырнын
1241,bemerken::V,apresevañ,фенын
1242,erkennen::V,anavout,базонын
1243,begreifen::V,meizañ,ӕмбарын
1244,begreifen::V,meizañ,бамбарын
1245,verstehen::V,kompren,
1246,lernen::V,deskiñ,ахуыр кӕнын
1247,wissen::V,gouzout,зонын
1248,sich erinnern an::V,kaout soñj e,зæрдыл æрлæууын
1249,sich erinnern an::V,kaout soñj e,æрымысын
1250,sich erinnern an::V,kaout soñj e,æрбаймысын
1251,sich erinnern an::V,kaout soñj e,æрхъуыды кæнын
1252,vergessen::V,ankouaat,ферох кæнын
1253,vergessen::V,ankouaat,айрох кæнын
1254,messen::V,muzuliañ,барын
1255,zählen::V,kontañ,нымайын
1256,rechnen::V,jedañ,хынцын
1257,lesen::V,lenn,кӕсын
1258,lesen::V,lenn,фӕрсын
1259,malen::V,livañ,ныв кӕнын
1260,zeichnen::V,tresañ,ныв кӕнын
1261,schreiben::V,skrivañ,фыссын
1262,besitzen::V,kaout,хицау уын
1263,kaufen::V,prenañ,балхӕнын
1264,verkaufen::V,gwerzhañ,уӕй кӕнын
1265,bezahlen::V,paeañ,бафидын
1266,zahlen::V,paeañ,фидын
1267,beherrschen::V,mestroniañ,æлдариуæг кæнын
1268,ertragen::V,anduriñ,бавзарын
1269,Grube::N,,урм
1270,Grube::N,,къахт
1271,Grube::N,,дзыхъхъ
1272,Spur::N,,фæд
1273,Lehm::N,,ӕлыг
1274,Laut::N,,зӕл
1275,Laut::N,,мыр
1276,Winkel::N,,къуым
1277,Lagerfeuer::N,,арт
1278,vergebens::ADV,,дзæгъæлы
1279,vergebens::ADV,,уæгъды
1280,vergebens::ADV,,æнæхъуаджы
1281,untergehen[Sonne]::V,, аныгуылын
1282,läuten::V,,цæгъдын
1283,klingeln::V,,цæгъдын
1284,sich fürchten::V,,тæрсын
1285,fürchten::V,,тæрсын
1286,gelingen::V,,бантысын
1287,geraten::V,,разынын
1288,schwenken::V,,тилын
1289,schwenken::V,,уигъын
1290,reichen::V,,адæттын
1291,aufziehen::V,,хъомыл кӕнын
1292,schießen::V,,ӕхсын
1293,treiben::V,,скъӕрын
1294,umrühren::V,,ахæццæ кæнын
1295,umrühren::V,,азмæнтын
1296,umrühren::V,,астауын
1297,ausziehen::V,,ласын
1298,anziehen::V,,скæнын
