,Concept_ID,ko,ps
181,Kuckuck::N,뻐꾸기,فاخته
182,Schwan::N,배조,قو
183,Fisch::N,물고기,کب
184,Fisch::N,물고기,ماهی
185,Barsch::N,농어,
186,Hecht::N,에속스,
187,Schlange[Tier]::N,뱀,مار
188,Wurm::N,벌레,چینجی
189,Spinne::N,거미,غڼه
190,Spinne::N,거미,تارکښ
191,Ameise::N,개미,مېږی
192,Laus::N,이,سپږه
193,Mücke::N,모기,ماشی
194,Fliege::N,날기,مچ
195,Schmetterling::N,나비,پتنګ
196,Beere::N,장과,مېوۍ
197,Apfel::N,사과,مڼه
198,Pilz::N,고방이,خرېړی
199,Zwiebel::N,양파,پیاز
200,Saat::N,씨,تخم
201,Korn::N,알맹이,تخم
202,Korn::N,알맹이,دانه
203,Heu::N,건초,بوس
204,Heu::N,건초,پروړه
205,Schale::N,피상,پوستکی
206,Falle::N,함정,دام
207,Falle::N,함정,لومه
208,Schlinge::N,올가미,کړۍ
209,Schlinge::N,멜빵붕대,کړۍ
210,Spur::N,발지국,نښه
211,Asche::N,재,آس
212,Asche::N,재,ایره
213,Dreck::N,똥,ناپاکي
214,Dreck::N,오물,ناپاکي
215,Eisen::N,쇠,اوسپنه
216,Eisen::N,철,اوسپنه
217,Gold::N,항금,سره زر
218,Silber::N,은,نقره
219,Silber::N,은,سپین زر
220,Kohle::N,슻,سکور
221,Kohle::N,슻,سکاره
222,Glas::N,유리,ښيښه
223,Lehm::N,찰흙,خټه
224,Sand::N,모래,شګه
225,Mensch::N,사람,انسان
226,Mann::N,남자,سړی
227,Mann::N,남자,نارینه
228,Frau::N,여자,ښځه
229,Kind::N,아이,بچی
230,Kind::N,아이,ماشوم
231,Junge::N,소녁,هلک
232,Mädchen::N,소녀,نجلۍ
233,Familie::N,가족,کورنۍ
234,Großvater::N,할아버지,بابا
235,Großmutter::N,할머니,انا
236,Eltern::N,어버오,مور او پلار
237,Vater::N,아버지,پلار
238,Mutter::N,어머니,مور
239,Sohn::N,아들,زوی
240,Tochter::N,딸기,لور
241,Bruder::N,형제,ورور
242,Schwester::N,누이,خور
243,Onkel::N,백부,تره
244,Onkel::N,백부,ماما
245,Tante::N,아주머니,خاله
246,Ehemann::N,남편,مېړه
247,Ehefrau::N,아내,مېرمن
248,Freude::N,기쁨,خوشحالي
249,Gelächter::N,웃음,خندا
250,Glück::N,즐거움,بخت
251,Kummer::N,슬픔,غم
252,Wunsch::N,소망,هيله
253,Wunsch::N,소망,غوښتنه
254,Geist::N,할기,روح
255,Gedanke::N,상념,فکر
256,Gedächtnis::N,기억,یاد
257,Gedächtnis::N,기억,حافظه
258,Verstand::N,분별,عقل
259,Verstand::N,분별,شعور
260,Verstand::N,지능,عقل
261,Verstand::N,지능,شعور
262,Sinn::N,센스,معنی
263,Grund::N,까닭,علت
264,Grund::N,까닭,اساس
265,Wahrheit::N,참,حقیقت
266,Wahrheit::N,진실,حقیقت
267,Gespräch::N,대화,مرکه
268,Gespräch::N,대화,خبرې اترې
269,Märchen::N,동화,افسانه
270,Erzählung::N,이야기,قصه
271,Erzählung::N,이야기,کیسه
272,Neuigkeit::N,뉴스,نوی خبر
273,Name::N,이름,نوم
274,Rätsel::N,수수께끼,کیسۍ
275,Rätsel::N,수수께끼,چیستان
276,Rede::N,연설,وینا
277,Sprache::N,말,ژبه
278,Stimme::N,목소리,غږ
279,Stimme::N,목소리,اواز
280,Wort::N,낱말,لغت
281,Wort::N,낱말,کلمه
282,Zeichen::N,신호,نښه
283,Zeichen::N,신호,اشاره
284,Ruf::N,부름,ږغ
285,Ruf::N,부름,بلنه
286,Lärm::N,소동,غالمغال
287,Laut::N,음성,ږغ
288,Ton::N,목소리,اواز
289,Lied::N,노래,غزله
290,Lied::N,노래,سندره
291,Ruhe::N,쉼,ارامي
292,Leute::N,사람들,خلک
293,Volk::N,국중,ولس
294,Arbeit::N,근로,کار
295,Arbeit::N,너무,کار
296,Gast::N,손님,مېلمه
297,Geschenk::N,행하,تحفه
298,Geschenk::N,행하,سوغات
299,Spiel::N,무리,لوبه
300,Gesellschaft::N,교제,ډله
301,Hilfe::N,거들음,کومک
302,Hilfe::N,거들음,مرسته
303,Hilfe::N,보좌,کومک
304,Hilfe::N,보좌,مرسته
305,Freund::N,친구,ملګری
306,Kamerad::N,동실자,انډيوال
307,Angelegenheit::N,용무,موضوع
308,Anzahl::N,어떤,شمېر
309,Anzahl::N,어떤,تعداد
310,Anzahl::N,수,شمېر
311,Anzahl::N,수,تعداد
312,Art::N,정류,ډول
313,Stück::N,일부분,ټوټه
314,Teil::N,몱,برخه
315,Teil::N,구훠,برخه
316,Hälfte::N,2분의,نیم
317,Kreis::N,고리,دایره
318,Kreuz::N,열십자,صلیب
319,Linie::N,선,خط
320,Linie::N,선,لیکه
321,Strich::N,스침,کرښه
322,Abstand::N,거리,فاصله
323,Entfernung::N,거리,واټن
324,Gegend::N,곳,سیمه
325,Gegend::N,곳,منطقه
326,Gegend::N,부금,سیمه
327,Gegend::N,부금,منطقه
328,Platz::N,장소,ځای
329,Ort::N,장소,ځای
330,Seite::N,옆면,مخ
331,Seite::N,옆면,اړخ
332,Mitte::N,궁간,وسط
333,Mitte::N,궁간,مینځ
334,Gegenstand::N,항목,شی
335,Sache::N,뭉에,شی
336,Sache::N,뭉에,څيز
337,Rand::N,가,څنډه
338,Rand::N,가,کناره
339,Kante::N,귀퉁,اړخ
340,Ecke::N,구석,ګوټ
341,Spitze::N,끝,څوکه
342,Spitze::N,참단,څوکه
343,Ende::N,말당,څوکه
344,Loch::N,빙옷,سوری
345,Winkel::N,각도,کنج
346,Winkel::N,각도,کوتی
347,Muster::N,본,نمونه
348,Muster::N,견복,نمونه
349,Größe::N,신장,قد
350,Größe::N,신장,لويوالی
351,Länge::N,길이긺,طول
352,Länge::N,길이긺,اوږد والی
353,Höhe::N,높이,جګوالی
354,Gewicht::N,추,وزن
355,Menge::N,수양,اندازه
356,Haufen::N,퇴적,کوټه
357,Reihe::N,열,صف
358,Reihe::N,열,کتار
359,Boot::N,보트,قايق
360,Ruder::N,노,چپه
361,Schlitten::N,썰매,ښویېدونی
362,Ski::N,스키,سکي
363,Lagerfeuer::N,캠프의 모닥불,اور
364,Last::N,무거운짐,بار
365,Last::N,무거운짐,پېټی
366,Gang::N,걸음,تګ
367,Schritt::N,보조,ګام
368,Norden::N,북쪽 ,شمال
369,Süden::N,남쪽,سوېل
370,Westen::N,서쪽,لوېدېځ
371,Osten::N,동쪽,شرق
372,Osten::N,동쪽,ختیځ
373,Holz::N,목재,لرګی
374,Brett::N,마루널,تخته
375,Platte::N,탤,تخته
376,Platte::N,금속판,تخته
377,Stütze::N,버팀목,تکیوان
378,Stange::N,장대,ډاګه
379,Stock::N,막대기,لرګی
380,Stab::N,작대기,چيخله
381,Rohr::N,갈대,نل
382,Haus::N,집,کور
383,Heim::N,집,کور
384,Ofen::N,아궁이,تودنۍ
385,Fußboden::N,마루,غولی
386,Tisch::N,탁자,مېز
387,Stuhl::N,의자,چوکۍ
388,Wiege::N,발상지,زانګو
389,Bett::N,침대,کټ
390,Bett::N,침대,چپرکټ
391,Regal::N,서가,تاخچۍ
392,Kiste::N,짐궤,صندوق
393,Fenster::N,눔,کړکۍ
394,Tür::N,문,دروازه
395,Tor::N,대문,دروازه
396,Zaun::N,담장,کټاره
397,Dach::N,지붕,بام
398,Leiter::N,사닥다리,زينه
399,Besen::N,비,جارو
400,Spaten::N,가래,یوم
401,Schaufel::N,삽,بېلچه
402,Gabel::N,갈래,پنجه
403,Löffel::N,숟가락,کاشوغه
404,Messer::N,나이프,چاقو
405,Nagel::N,발툽,ميخ
406,Netz::N,그물,جال
407,Haken::N,갈고리,څنګک
408,Griff::N,움켜쥠,لاستی
409,Schloss::N,자물쇠,کلپ
410,Bild::N,그림,رسم
411,Figur::N,몸메,قدوقامت
412,Puppe::N,인형,ګوډۍ
413,Beutel::N,클,کڅوړه
414,Bündel::N,자근다발,دسته
415,Tasche::N,가방,بکس
416,Tasche::N,가방,توبره
417,Eimer::N,동이,سطل
418,Deckel::N,뚜껑,سرپوښ
419,Geschirr::N,식시,لوښی
420,Sack::N,조갑,جوال
421,Tasse::N,차잔,پیاله
422,Topf::N,단지,دېګی
423,Kessel::N,주전자,دېګ
424,Essen::N,먹기,خوراک
425,Nahrung::N,식료,خوراک
426,Speise::N,음식물,خواړه
427,Fleisch::N,고기,غوښه
428,Getreide::N,곡물,غله
429,Brei::N,젤리,اوګره
430,Brot::N,빵,ډوډۍ
431,Scheibe::N,원반,مړۍ
432,Fett::N,기름,غوړي
433,Butter::N,버터,کوچ
434,Öl::N,올리브유,تېل
435,Salz::N,소금,مالګه
436,Suppe::N,국,شوربا
437,Suppe::N,수프,شوربا
438,Honig::N,감미,شات
439,Milch::N,유즙,شوده
440,Tee::N,차,چای
441,Leder::N,가죽,څرمن
442,Wolle::N,양털,پشم
443,Stoff::N,패료,ټوټه
444,Nadel::N,바늘,ستن
445,Faden::N,콘실,تار
446,Knopf::N,단추,تڼۍ
447,Knopf::N,단추,تکمه
448,Knoten::N,곁절,غوټه
449,Farbe::N,색,رنګ
450,Kleidung::N,옷입기,کالي
451,Hemd::N,속옷,کميس
452,Kragen::N,깃,غاړه
453,Ärmel::N,소매,لستوڼی
454,Hose::N,바지,پطلون
455,Gürtel::N,밴드,کمربند
456,Mütze::N,모자,خولۍ
457,Schuh::N,구두,بوټ
458,Stiefel::N,장화,موزه
459,Ring::N,고리,ګوته
460,Band::N,리본,فيته
461,Kamm::N,빗,ګمنځ
462,Spiegel::N,거울,ایینه
463,Spiegel::N,거울,هنداره
464,Riemen::N,가죽끈,تسمه
465,Schnur::N,밧줄,مزی
466,Leine::N,고삐줄,رسۍ
467,Decke::N,이부자리,بړستن
468,Kissen::N,깔개,بالښت
469,Tuch::N,천,ټیکری
470,Handtuch::N,수건,دسمال
471,Kraft::N,세력,زور
472,Kraft::N,세력,توان
473,Stärke::N,힘,قوت
474,Gesundheit::N,위생,صحت
475,Gesundheit::N,위생,روغتیا
476,Krankheit::N,병,مرض
477,Krankheit::N,병,ناروغي
478,Schmerz::N,아픔고통,درد
479,Wunde::N,상처,ټپ
480,Wunde::N,상처,زخم
481,Fieber::N,열별,تبه
482,Arznei::N,약,دوا
483,Arznei::N,약,دارو
484,Brücke::N,교량,پول
485,Brunnen::N,원천,څاه
486,Brunnen::N,원천,کوهی
487,Weide::N,목장,وله
488,Pfad::N,좁은길,تړه
489,Weg::N,길,لیار
490,Straße::N,길,سړک
491,Dorf::N,촌,کلی
492,Dorf::N,촌락,کلی
493,Stadt::N,도시,ښار
494,Brief::N,서한,لیک
495,Brief::N,서한,مکتوب
496,Buch::N,책,کتاب
497,Buchstabe::N,문자,حرف
498,Buchstabe::N,문자,توری
499,Zeitung::N,신문,اخبار
500,Leben::N,삶,ژوند
501,Tod::N,죽음,مرګ
502,Tod::N,죽음,مړینه
503,Grab::N,무덤,قبر
504,Grab::N,무덤,ډورۍ
505,Kirche::N,교회,کلیسا
506,Sünde::N,부정,ګناه
507,Gott::N,하느님,خدای
508,Arbeiter::N,일하는사람,کاریګر
509,Chef::N,사장,آمر
510,Meister::N,명인,استاد
511,Meister::N,대가,استاد
512,Arzt::N,의사,طبیب
513,Arzt::N,의사,ډاکټر
514,Lehrer::N,교사,معلم
515,Lehrer::N,교사,ښوونکی
516,Geld::N,돈,پیسې
517,Geschäft::N,일,سوداګري
518,Laden::N,가게,دکان
519,Laden::N,가게,مغازه
520,Preis::N,가격,بیه
521,Ware::N,상품,مال
522,Nutzen::N,이익,ګټه
523,Reichtum::N,많음,شتمني
524,Welt::N,세상,نړۍ
525,Welt::N,세상,دنیا
526,Land::N,지방,هېواد
527,Staat::N,국가,دولت
528,König::N,국왕,باچا
529,König::N,국왕,پادشاه
530,Macht::N,힘,قدرت
531,Grenze::N,국경,حد
532,Grenze::N,국경,سرحد
533,Krieg::N,전쟁,جګړه
534,Feind::N,적,دښمن
535,Gewalt::N,권력,زور
536,Gewalt::N,권력,تشدد
537,Kampf::N,전투,جنګ
538,Kampf::N,전투,مبارزه
539,Bogen[Waffe]::N,활,لیندۍ
540,Pfeil::N,화살,غشی
541,Gewehr::N,무기,ټوپک
542,Fehler::N,오류,خطا
543,Fehler::N,오류,غلطي
544,Lüge::N,거짓말,دروغ
545,Schaden::N,손상,زیان
546,Schaden::N,손상,تاوان
547,Unglück::N,불행,بدبختي
548,Schuld::N,부채,ګناه
549,Alter::N,연령,منګ
550,Schluss::N,마감,اخر
551,Zeit::N,때,وخت
552,Zeit::N,시간,وخت
553,Tag::N,하루,ورځ
554,Morgen::N,이침,سبا
555,Morgen::N,이침,سهار
556,Mittag::N,대낮,غرمه
557,Abend::N,저녁,ماښام
558,Nacht::N,밤,شپه
559,Woche::N,근무일,اونۍ
560,Monat::N,달,مياشت
561,Jahr::N,해,کال
562,Frühling::N,봄,پسرلی
563,Sommer::N,여름,دوبی
564,Herbst::N,가을,منی
565,Herbst::N,가을,خزان
566,Winter::N,겨울,ژمی
567,Januar::N,일월,جنوري
568,Februar::N,이월,فبروري
569,März::N,삼월,مارچ
570,April::N,사월,اپریل
571,Mai::N,오월,مې
572,Juni::N,유월,جون
573,Juli::N,칠월,جولای
574,August::N,팔월,اګست
575,September::N,구월,سپټامبر
576,Oktober::N,시월,اکتوبر
577,November::N,십일월,نومبر
578,Dezember::N,십이월,دسمبر
579,Montag::N,월요일,دوشنبه
580,Dienstag::N,화요일,سه شنبه
581,Mittwoch::N,수요일,چارشنبه
582,Donnerstag::N,모교일,پنجشنبه
583,Freitag::N,그묘일,جمعه
584,Samstag::N,토요일,خالي
585,Sonntag::N,일요일,یکشنبه
586,groß::A,큰,لوی
587,klein::A,자근,وړوکی
588,lang::A,긴,اوړد
589,kurz::A,짧은,لنډ
590,breit::A,넓은,پراخه
591,schmal::A,좁은,تنګ
592,dicht::A,농밀한,ګڼ
593,dick[Gegenstand]::A,두꺼운,پنډ
594,dünn::A,얇은,نری
595,fein::A,미세한,نازک
596,fest::A,굳은,کلک
597,fest::A,굳은,ټینګ
598,flach::A,얕은,هوار
599,glatt::A,반들반들한,ښوی
600,hart::A,굳은,کلک
601,weich::A,연한,نرم
602,weich::A,연한,پوست
603,rund::A,둥근,ګرد
604,spitz::A,뾰족한,تېره
605,scharf::A,날카로운,تېز
606,scharf::A,날카로운,تېره
607,stumpf::A,무딘,پڅ
608,schwer::A,무거운,دروند
609,schön::A,멋진,ښکلی
610,heiß::A,뜨거운,تود
611,warm::A,따뜻한,تود
612,kalt::A,찬,ېخ
613,kalt::A,찬,سوړ
614,kühl::A,서늘한,ېخ
615,kühl::A,서늘한,سوړ
616,frisch::A,신선한,تازه
617,feucht::A,축축한,مرطوب
618,nass::A,젖은,لوند
619,trocken::A,마른,وچ
620,voll::A,완전한,ډک
621,leer::A,빈,خالی
622,offen::A,열린,خلاص
623,offen::A,열린,پرانیستی
624,geschlossen::A,닫힌,تړلی
625,sauber::A,깨끗한,پاک
626,schmutzig::A,더러운,چټل
627,roh::A,날게잇의,خام
628,reif::A,이근,پوخ
629,reif::A,이근,رسېدلی
630,lecker::A,맛있는,خوندور
631,lecker::A,맛있는,مزه دار
632,süß::A,단,خوږ
633,süß::A,단,شیرین
634,bitter::A,찌르는듯한,تریخ
635,sauer::A,산성의,ټاک
636,sauer::A,산성의,تريو
637,hell::A,밝은,روڼ
638,hell::A,밝은,روښان
639,dunkel::A,어두운,تیاره
640,schwarz::A,검은,تور
641,weiß::A,하얀,سپين
642,rot::A,붉은,سور
643,gelb::A,황색,زېړ
644,blau::A,푸른,شین
645,blau::A,푸른,اسماني رنګه
646,grün::A,녹색의,زرغون
647,grau::A,회색의,خړ
648,bunt::A,알록달록한,رنګارنګ
649,billig::A,싼,ارزان
650,teuer::A,값비산,ګران
651,wertvoll::A,가치가많은,قیمتي
652,blind::A,눈먼,ړوند
653,taub::A,무감간한,کوڼ
654,kräftig::A,강장한,قوی
655,stark::A,강한,قوی
656,stark::A,강한,تکړه
657,schwach::A,약한,ضعیف
658,schwach::A,약한,کمزوری
659,fett::A,실찐,چاغ
660,schlank::A,호리호리한,خوش اندام
661,hübsch::A,예쁜,ښکلی
662,hübsch::A,예쁜,ښایسته
663,böse::A,나쁜,شریر
664,böse::A,나쁜,قهرناک
665,dumm::A,어리석은,احمق
666,faul::A,너덜너덜한,لټ
667,faul::A,너덜너덜한,تنبل
668,fleißig::A,근면한,زحمت کښ
669,geizig::A,인색한,بخیل
670,geschickt::A,교묘한,ماهر
671,lieb::A,친애하는,عزیز
672,lieb::A,친애하는,محبوب
673,lustig::A,유쾌한,خوشحال
674,sanft::A,온화한,پوست
675,sanft::A,온화한,ملایم
676,hungrig::A,배고픈,وږی
677,krank::A,병든,مريض
678,krank::A,병든,ناروغ
679,nackt::A,벌거벗은,لوڅ
680,traurig::A,슬픈,غمجن
681,lebendig::A,살아있는,ژوندی
682,gut::A,좋은,ښه
683,schlecht::A,나쁜,بد
684,schlecht::A,나쁜,خراب
685,richtig::A,바른,سم
686,richtig::A,바른,صحیح
687,schlimm::A,못된,بد
688,schlimm::A,못된,مخوف
689,wahr::A,참된,واقعي
690,alt::A,늙은,زوړ
691,neu::A,새,نوی
692,ehemalig::A,전의,پخوانی
693,alt[Lebewesen]::A,낡은,زوړ
694,jung::A,젊은,ځوان
695,arm::A,가난한,غریب
696,arm::A,가난한,بې وزله
697,reich::A,풍부한,شتمن
698,reich::A,풍부한,دولتمند
699,bekannt::A,저명한,اشنا
700,berühmt::A,유명한,مشهور
701,fremd::A,타처이,پردی
702,fremd::A,타처이,بېګانه
703,verschieden::A,따른,مختلف
704,nah::A,가까운,نژدې
705,fern::A,먼,لیری
706,linker::A,왼쭉의,چپ
707,linker::A,왼쭉의,کیڼ
708,rechter::A,오른쪽의,ښی
709,anderer::A,다른,بل
710,erster::A,첫째,لومړی
711,zweiter::A,둘째,دوهم
712,dritter::A,셋째,درېم
713,letzter::A,의후자의,آخرنی
714,letzter::A,의후자의,وروستی
715,allein::ADV,훌로,یوازې
716,auf einmal::ADV,갑자기,په یوه وخت کی
717,zusammen::ADV,모아서,یو ځای
718,lange::ADV,오래,ډېر وخت
719,lange::ADV,오래,ډېره موده
720,plötzlich::ADV,둘연한,ناببره
721,plötzlich::ADV,둘연한,یوناڅاپه
722,sofort::ADV,즉시,فوراً
723,sofort::ADV,즉시,سمدلاسه
724,später::ADV,보다늦은,وروسته
725,jetzt::ADV,목하,اوس
726,heute::ADV,오늘,نن
727,morgen::ADV,내일,سبا
728,bald::ADV,곱,ژر
729,dann::ADV,그경우에,پس
730,dann::ADV,그경우에,وروسته
731,gestern::ADV,어제,پرون
732,einst::ADV,옛날에,پخوا
733,damals::ADV,그때에,هغه وخت
734,danach::ADV,그 뒤에,بیا
735,vorher::ADV,미리,دمخه
736,zuerst::ADV,최초로,لومړی
737,einmal::ADV,한번,یو ځل
738,manchmal::ADV,땓대로,ګاهی ګاهی
739,oft::ADV,땓대로,ډېر ځله
740,immer::ADV,늘,تل
741,immer::ADV,늘,همېشه
742,niemals::ADV,결코...(하지)않다,هیڅکله نه
743,hier::ADV,여기,دلته
744,hierhin::ADV,여기로,دلته
745,hierhin::ADV,여기로,دې ځای ته
746,dort::ADV,거기,هلته
747,dorthin::ADV,저기예,هلته
748,dorthin::ADV,저기예,هغه ځای ته
749,geradeaus::ADV,곧장,مخامخ
750,vorwärts::ADV,앞으로,مخ پهٔ وړاندې
751,rückwärts::ADV,뒤로,بېرته
752,zurück::ADV,제자리로,بېرته
753,unten::ADV,아래에,لاندي
754,hinab::ADV,아래쪽으로,ښکته
755,oben::ADV,위에,پورته
756,hinauf::ADV,위쪽으로,پاس
757,überall::ADV,도처에,هره خوا
758,nicht::ADV,안,نه
759,ein wenig::ADV,적음,یو څه
760,kaum::ADV,가의,ایله
761,sehr::ADV,자주,ډېر
762,sehr::ADV,자주,زيات
763,so::ADV,그와같이,داسې
764,so::ADV,그와같이,دومره
765,noch::ADV,아직,نور
766,nur::ADV,다만,تش
767,nur::ADV,다만,صرف
768,schon::ADV,이미,دمخه
769,wieder::ADV,다시,بیا
770,vergebens::ADV,헛되이,عبث
771,vor::PRP,앞에,دمخه
772,hinter::PRP,뒤에,شاته
773,unter::PRP,잍에,لاندي
774,durch::PRP,통고하여,د مینځ نه
775,neben::PRP,와나란히,نژدې
776,zwischen::PRP,의사이로,ترمینځ
777,wegen::PRP,때문에,د ... له لاسه
778,dies::PRN,이,دا
779,das::PRN,저,دا
780,alles::PRN,모든것,هرڅهٔ
781,ich::PRN,나,زه
782,du::PRN,너,ته
783,er::PRN,그,دی
784,wir::PRN,우리,مونږ
785,ihr::PRN,너희들,تاسې
786,sie::PRN,그들,هغوی
787,was::FPRN,뭣,څهٔ
788,wer::FPRN,누구,چا
789,wer::FPRN,누구,څوک
790,wo::FADV,어디,چيری
791,wo::FADV,어디,چېرته
792,wohin::FADV,어디로,چېرته
793,wie::FADV,어떻게,څنګه
794,warum::FADV,왜,ولې
795,wieviel::FNUM,얼마만큰,څو
796,wieviel::FNUM,얼마만큰,څومره
797,eins::NUM,하나,یو
798,zwei::NUM,둘,دوه
799,drei::NUM,셋,درې
800,vier::NUM,넷,څلور
801,fünf::NUM,다섯,پنځه
802,sechs::NUM,여섯,شپږ
803,sieben::NUM,일곱,اوه
804,acht::NUM,여덟,اته
805,neun::NUM,아홉,نهه
806,zehn::NUM,열,لس
807,elf::NUM,열하나,یوولس
