,Concept_ID,hi,pl
97,Träne::N,आँसू,łza
98,Träne::N,अश्रु,łza
99,Geschmack::N,स्वाद,smak
100,Geschmack::N,ज़ायक़ा,smak
101,Geruch::N,बू,woń
102,Geruch::N,बू,zapach
103,Geruch::N,गंध,woń
104,Geruch::N,गंध,zapach
105,Schlaf::N,नींद,sen
106,Schlaf::N,निद्रा,sen
107,Traum::N,सपना,sen
108,Traum::N,स्वप्न,sen
109,Himmel::N,आकाश,niebo
110,Himmel::N,आसमान,niebo
111,Sonne::N,रवि,słońce
112,Sonne::N,सूरज,słońce
113,Sonne::N,सूर्य,słońce
114,Mond::N,चाँद,księżyc
115,Mond::N,चंद्र,księżyc
116,Stern::N,तारा,gwiazda
117,Stern::N,सितारा,gwiazda
118,Luft::N,हवा,powietrze
119,Luft::N,वायु,powietrze
120,Wind::N,पाद,wiatr
121,Welle::N,लहर,fala
122,Welle::N,तरंग,fala
123,Wasser::N,जल,woda
124,Wasser::N,पानी,woda
125,Stein::N,पत्थर,kamień
126,Boden::N,मिट्टी,grunt
127,Erde::N,भूमि,ziemia
128,Erde::N,ज़मीन,ziemia
129,Staub::N,धूल,pył
130,Staub::N,धूल,kurz
131,Rauch::N,धूआँ,dym
132,Rauch::N,धुम्र,dym
133,Funke::N,चिनगारी,iskra
134,Funke::N,स्फुलिंग,iskra
135,Feuer::N,आग,ogień
136,Feuer::N,आतिश,ogień
137,Feuer::N,अग्नि,ogień
138,Licht::N,रोशनी,światło
139,Licht::N,प्रकाश,światło
140,Schatten::N,छाया,cień
141,Schatten::N,परछाई,cień
142,Wetter::N,ऋतु,pogoda
143,Wetter::N,मौसम,pogoda
144,Nebel::N,धुँध,mgła
145,Nebel::N,कुहरा,mgła
146,Wolke::N,मेघ,obłok
147,Wolke::N,मेघ,chmura
148,Wolke::N,अभ्र,obłok
149,Wolke::N,अभ्र,chmura
150,Regen::N,मेंह,deszcz
151,Regen::N,बारिश,deszcz
152,Schnee::N,हिम,śnieg
153,Schnee::N,बर्फ़,śnieg
154,Eis::N,हिम,lód
155,Eis::N,बर्फ़,lód
156,Frost::N,ठंड,mróz
157,Kälte::N,सर्दी,chłód
158,Kälte::N,शीतलता,chłód
159,Hitze::N,ताप,gorąco
160,Hitze::N,गरमी,gorąco
161,Raureif::N,पाला,szron
162,Regenbogen::N,इंद्र-धनुष,tęcza
163,Donner::N,गरज,grzmot
164,Donner::N,मेघ-गर्जन,grzmot
165,Strömung::N,बहाव,nurt
166,Strömung::N,प्रवाह,nurt
167,Tropfen::N,बूँद,kropla
168,Schaum::N,झाग,piana
169,Schmutz::N,गंद,brud
170,Schmutz::N,कीचड़,brud
171,See::N,झील,jezioro
172,See::N,सरोवर,jezioro
173,Sumpf::N,दलदल,bagno
174,Sumpf::N,धँसान,bagno
175,Moor::N,झाबर,bagno
176,Moor::N,धँसान,bagno
177,Wiese::N,घास-स्थल,łąka
178,Wald::N,जंगल,las
179,Hügel::N,टीला,pagórek
180,Hügel::N,पहाड़,pagórek
181,Anhöhe::N,टीला,wzgórze
182,Anhöhe::N,पहाड़ी,wzgórze
183,Berg::N,पहाड़,góra
184,Gipfel::N,शिखर,szczyt
185,Gipfel::N,शिखर,wierzchołek
186,Höhle::N,गुहा,pieczara
187,Höhle::N,गुफ़ा,pieczara
188,Abhang::N,ढाल,stok
189,Abhang::N,ढाल,zbocze
190,Abhang::N,ढलान,stok
191,Abhang::N,ढलान,zbocze
192,Quelle::N,चश्मा,zdrój
193,Quelle::N,चश्मा,źródło
194,Bach::N,सोता,potok
195,Bach::N,सोता,strumień
196,Bach::N,नदिका,potok
197,Bach::N,नदिका,strumień
198,Fluss::N,नदी,rzeka
199,Fluss::N,सरिता,rzeka
200,Ufer::N,तट,brzeg
201,Ufer::N,किनारा,brzeg
202,Küste::N,समुद्र-तट,wybrzeże
203,Festland::N,महाद्वीप,ląd
204,Meer::N,सागर,morze
205,Meer::N,समुद्र,morze
206,Bucht::N,खाड़ी,zatoka
207,Insel::N,टापू,wyspa
208,Insel::N,द्वीप,wyspa
209,Blume::N,फूल,kwiat
210,Blume::N,पुष्प,kwiat
211,Gras::N,घास,trawa
212,Wurzel::N,मूल,korzeń
213,Baum::N,पेड़,drzewo
214,Baum::N,वृक्ष,drzewo
215,Stamm::N,धड़,pień
216,Rinde::N,छाल,kora
217,Rinde::N,वल्कल,kora
218,Ast::N,डाल,gałąź
219,Ast::N,शाखा,gałąź
220,Zweig::N,टहनी,gałąź
221,Blatt::N,पत्र,liść
222,Blatt::N,पत्ता,liść
223,Birke::N,भूर्ज,brzoza
224,Kiefer[Baum]::N,पाइन-वृक्ष,sosna
225,Weide[Baum]::N,बेंत,wierzba
226,Tanne::N,फ़र,jodła
227,Horn::N,सींग,róg
228,Horn::N,विषाण,róg
229,Feder::N,पर,pióro
230,Feder::N,पंख,pióro
231,Fell::N,खाल,futro
232,Fell::N,पशु-चर्म,futro
233,Flügel::N,पंख,skrzydło
234,Flügel::N,डैना,skrzydło
235,Klaue::N,पंजा,szpon
236,Kralle::N,पंजा,pazur
237,Kralle::N,नाख़ून,pazur
238,Schwanz::N,पूँछ,ogon
239,Ei::N,अंडा,jajko
240,Nest::N,नीड़,gniazdo
241,Nest::N,घोंसला,gniazdo
242,Bau::N,बिल,nora
243,Bau::N,माँद,nora
244,Tier::N,पशु,zwierzę
245,Tier::N,जानवर,zwierzę
246,Herde::N,गल्ला,stado
247,Herde::N,गल्ला,trzoda
248,Kuh::N,गौ,krowa
249,Kuh::N,गाय,krowa
250,Bulle::N,साँड़,byk
251,Pferd::N,अश्व,koń
252,Pferd::N,घोड़ा,koń
253,Schaf::N,भेड़,owca
254,Schwein::N,शूकर,świnia
255,Hund::N,श्वान,pies
256,Hund::N,कुत्ता,pies
257,Katze::N,बिल्ली,kot
258,Katze::N,बिल्ली,kotka
259,Bär::N,रीछ,niedźwiedż
260,Bär::N,भालू,niedźwiedż
261,Eichhörnchen::N,गिलहरी,wiewiórka
262,Elch::N,एल्क,łóś
263,Fuchs::N,लोमड़ी,lis
264,Hase::N,खरहा,zając
265,Hase::N,ख़रगोश,zając
266,Maus::N,मूष,mysz
267,Maus::N,चूहा,mysz
268,Wolf::N,वृक,wilk
269,Wolf::N,भेड़िया,wilk
270,Vogel::N,पक्षी,ptak
271,Vogel::N,चिड़िया,ptak
272,Schwarm::N,झुंड,stado
273,Huhn::N,मुर्ग़ी,kura
274,Hahn::N,मुर्ग़ा,kogut
275,Gans::N,हंस,gęś
276,Gans::N,हंसिनी,gęś
277,Adler::N,उक़ाब,orzeł
278,Ente::N,बतख़,kaczka
279,Ente::N,बत्तक,kaczka
280,Eule::N,उल्लू,sowa
281,Kranich::N,सारस,żuraw
282,Kranich::N,क्रौंंच,żuraw
283,Krähe::N,काक,wrona
284,Kuckuck::N,कोयल,kukułka
285,Kuckuck::N,कोकिल,kukułka
286,Schwan::N,हंस,łabędż
287,Schwan::N,मराल,łabędż
288,Fisch::N,मछली,ryba
289,Fisch::N,मत्स्य,ryba
290,Barsch::N,पर्च,okoń
291,Hecht::N,पाइक,szczupak
292,Schlange[Tier]::N,सर्प,wąż
293,Schlange[Tier]::N,सर्प,żmija
294,Wurm::N,कृमि,robak
295,Wurm::N,कीड़ा,robak
296,Spinne::N,लूता,pająk
297,Spinne::N,मकड़ी,pająk
298,Ameise::N,चींटी,mrówka
299,Laus::N,जूँ,wesz
300,Mücke::N,डाँस,komar
301,Fliege::N,मक्खी,mucha
302,Fliege::N,मक्षिका,mucha
303,Schmetterling::N,तितली,motyl
304,Beere::N,बेरी,jagoda
305,Apfel::N,सेब,jabłko
306,Pilz::N,खुंबी,grzyb
307,Zwiebel::N,प्याज़,cebula
308,Saat::N,बीज,siew
309,Korn::N,दाना,ziarno
310,Heu::N,मूखी घास,siano
311,Schale::N,बकला,łupina
312,Schale::N,छिलका,łupina
313,Grube::N,गड्ढा,dół
314,Grube::N,गड्ढा,jama
315,Falle::N,जाल,pułapka
316,Falle::N,फँदा,pułapka
317,Schlinge::N,फँदा,sidła
318,Spur::N,सुराग़,ślad
319,Spur::N,पद-चिह्न,ślad
320,Asche::N,राख,popiół
321,Dreck::N,मैल,brud
322,Dreck::N,गंदगी,brud
323,Eisen::N,लोहा,żelazo
324,Gold::N,सोना,złoto
325,Gold::N,स्वर्ण,złoto
326,Silber::N,रजत,srebro
327,Silber::N,चाँदी,srebro
328,Kohle::N,कोयला,węgiel
329,Glas::N,काँच,szkło
330,Lehm::N,चिकनी मिट्टी,glina
331,Sand::N,रेत,piasek
332,Sand::N,बालू,piasek
333,Mensch::N,मानव,człowiek
334,Mensch::N,इनसान,człowiek
335,Mensch::N,मनुष्य,człowiek
336,Mann::N,आदमी,mężczyzna
337,Mann::N,पुरुष,mężczyzna
338,Frau::N,औरत,kobieta
339,Frau::N,महिला,kobieta
340,Frau::N,स्त्री,kobieta
341,Kind::N,बाल,dziecko
342,Kind::N,बच्चा,dziecko
343,Junge::N,लड़का,chłopak
344,Junge::N,लड़का,chłopiec
345,Mädchen::N,लड़की,dziewczynka
346,Mädchen::N,कुमारी,dziewczynka
347,Familie::N,परिवार,rodzina
348,Großvater::N,दादा,dziadek
349,Großmutter::N,नानी,babka
350,Eltern::N,माँ-बाप,rodzice
351,Eltern::N,माता-पिता,rodzice
352,Vater::N,बाप,ojciec
353,Vater::N,पिता,ojciec
354,Mutter::N,माँ,matka
355,Mutter::N,माता,matka
356,Sohn::N,बेटा,syn
357,Sohn::N,पुत्र,syn
358,Tochter::N,बेटी,córka
359,Tochter::N,पुत्री,córka
360,Bruder::N,भाई,brat
361,Bruder::N,भ्राता,brat
362,Schwester::N,बहन,siostra
363,Schwester::N,भगिनी,siostra
364,Onkel::N,ताऊ,wuj
365,Onkel::N,ताऊ,stryj
366,Onkel::N,काका,wuj
367,Onkel::N,काका,stryj
368,Tante::N,बूआ,ciotka
369,Tante::N,फूफी,ciotka
370,Tante::N,ख़ाला,ciotka
371,Ehemann::N,पति,mąż
372,Ehemann::N,शौहर,mąż
373,Ehefrau::N,बीवी,żona
374,Freude::N,आनंद,radość
375,Freude::N,प्रसन्नता,radość
376,Gelächter::N,हँसी,śmiech
377,Gelächter::N,क़हक़हा,śmiech
378,Glück::N,आनंद,szczęście
379,Glück::N,ख़ुशी,szczęście
380,Kummer::N,शोक,zmartwienie
381,Kummer::N,दुःख,zmartwienie
382,Wunsch::N,इच्छा,życzenie
383,Wunsch::N,अभिलाषा,życzenie
384,Lust::N,चाह,chęć
385,Lust::N,चाह,ochota
386,Lust::N,कामना,chęć
387,Lust::N,कामना,ochota
388,Geist::N,जान,duch
389,Geist::N,प्राण,duch
390,Gedanke::N,विचार,myśl
391,Gedächtnis::N,याददाश्त,pamięć
392,Gedächtnis::N,स्मरण-शक्ति,pamięć
393,Verstand::N,समझ,rozum
394,Verstand::N,अक़्ल,rozum
395,Verstand::N,बुद्धि,rozum
396,Sinn::N,अर्थ,zmysł
397,Grund::N,वजह,powód
398,Grund::N,कारण,powód
399,Wahrheit::N,सत्य,prawda
400,Wahrheit::N,सच्चाई,prawda
401,Gespräch::N,चर्चा,rozmowa
402,Gespräch::N,वार्ता,rozmowa
403,Gespräch::N,बात-चीत,rozmowa
404,Märchen::N,क़िस्सा,bajka
405,Erzählung::N,कथा,opowiadanie
406,Erzählung::N,कहानी,opowiadanie
407,Nachricht::N,सूचना,wiadomość
408,Nachricht::N,समाचार,wiadomość
409,Neuigkeit::N,ख़बर,nowina
410,Neuigkeit::N,समाचार,nowina
411,Name::N,नाम,imię
412,Rätsel::N,पहेली,zagadka
413,Rede::N,वचन,mowa
414,Rede::N,भाषण,mowa
415,Sprache::N,भाषा,język
416,Sprache::N,ज़बान,język
417,Stimme::N,स्वर,głos
418,Stimme::N,आवाज़,głos
419,Wort::N,शब्द,słowo
420,Wort::N,लफ़्ज़,słowo
421,Zeichen::N,निशान,znak
422,Ruf::N,पुकार,wołanie
423,Ruf::N,आह्वान,wołanie
424,Lärm::N,शोर,hałas
425,Lärm::N,शोर,zgiełk
426,Lärm::N,हुल्लड़,hałas
427,Lärm::N,हुल्लड़,zgiełk
428,Laut::N,स्वर,dźwięk
429,Laut::N,ध्वनि,dźwięk
430,Ton::N,सुर,ton
431,Ton::N,सुर,dźwięk
432,Ton::N,स्वर,ton
433,Ton::N,स्वर,dźwięk
434,Lied::N,गीत,pieśń
435,Lied::N,गीत,piosenka
436,Ruhe::N,आराम,spokój
437,Ruhe::N,ख़ामोशी,spokój
438,Leute::N,लोग,ludzie
439,Volk::N,क़ौम,naród
440,Volk::N,प्रजा,naród
441,Arbeit::N,काम,praca
442,Arbeit::N,काम,robota
443,Gast::N,अतिथि,gość
444,Gast::N,मेहमान,gość
445,Geschenk::N,उपहार,prezent
446,Geschenk::N,उपहार,podarunek
447,Geschenk::N,तोहफ़ा,prezent
448,Geschenk::N,तोहफ़ा,podarunek
449,Spiel::N,खेल,gra
450,Spiel::N,खेल,zabawa
451,Spiel::N,क्रीड़ा,gra
452,Spiel::N,क्रीड़ा,zabawa
453,Gesellschaft::N,साथ,towarzystwo
454,Hilfe::N,मदद,pomoc
455,Hilfe::N,सहायता,pomoc
456,Freund::N,मित्र,przyjaciel
457,Kamerad::N,साथी,kolega
458,Kamerad::N,कामरेड,kolega
459,Angelegenheit::N,बात,sprawa
460,Angelegenheit::N,मामला,sprawa
461,Anzahl::N,तादाद,ilość
462,Anzahl::N,संख्या,ilość
463,Art::N,तरह,rodzaj
464,Art::N,क़िस्म,rodzaj
465,Stück::N,फाँक,kawałek
466,Stück::N,टुकड़ा,kawałek
467,Teil::N,भाग,część
468,Teil::N,हिस्सा,część
469,Hälfte::N,अर्धभाग,połowa
470,Kreis::N,चक्कर,krąg
471,Kreuz::N,सलीब,krzyż
472,Kreuz::N,क्रूस,krzyż
473,Linie::N,लाइन,linia
474,Strich::N,लकीर,kreska
475,Abstand::N,अंतर,odstęp
476,Abstand::N,फ़ासला,odstęp
477,Entfernung::N,दूरी,odległość
478,Entfernung::N,फ़ासला,odległość
479,Gegend::N,इलाक़ा,okolica
480,Platz::N,जगह,miejsce
481,Platz::N,स्थान,miejsce
482,Ort::N,स्थल,miejsce
483,Ort::N,स्थान,miejsce
484,Seite::N,ओर,bok
485,Seite::N,ओर,strona
486,Seite::N,तरफ़,bok
487,Seite::N,तरफ़,strona
488,Mitte::N,बीच,środek
489,Mitte::N,मध्य,środek
490,Gegenstand::N,चीज़,przedmiot
491,Gegenstand::N,पदार्थ,przedmiot
492,Sache::N,चीज़,rzecz
493,Sache::N,वस्तु,rzecz
494,Rand::N,छोर,skraj
495,Rand::N,छोर,krawędź
496,Rand::N,उपांत,skraj
497,Rand::N,उपांत,krawędź
498,Kante::N,कोर,kant
499,Kante::N,कोर,krawędź
500,Kante::N,किनारा,kant
501,Kante::N,किनारा,krawędź
502,Ecke::N,कोना,róg
503,Ecke::N,नुक्कड़,róg
504,Spitze::N,नोक,ostrze
505,Ende::N,छोर,koniec
506,Ende::N,सिरा,koniec
507,Loch::N,छेद,dziura
508,Loch::N,सूराख़,dziura
509,Winkel::N,कोण,kąt
510,Winkel::N,कोण,kącik
511,Winkel::N,कोना,kąt
512,Winkel::N,कोना,kącik
513,Muster::N,नमूना,wzór
514,Muster::N,डिज़ाइन,wzór
515,Größe::N,परिमाण,rozmiar
516,Größe::N,परिमाण,wielkość
517,Größe::N,विस्तार,rozmiar
518,Größe::N,विस्तार,wielkość
519,Länge::N,लंबाई,długość
520,Höhe::N,ऊँचाई,wysokość
521,Höhe::N,उच्चता,wysokość
522,Gewicht::N,भार,ciężar
523,Gewicht::N,वज़न,ciężar
524,Menge::N,मात्रा,ilość
525,Haufen::N,ढेर,kupa
526,Haufen::N,अंबार,kupa
527,Reihe::N,क़तार,rząd
528,Reihe::N,क़तार,szereg
529,Reihe::N,पंक्ति,rząd
530,Reihe::N,पंक्ति,szereg
531,Boot::N,नाव,łódź
532,Boot::N,नाव,łódka
533,Boot::N,नौका,łódź
534,Boot::N,नौका,łódka
535,Ruder::N,चप्पू,wiosło
536,Schlitten::N,बर्फ़-गाड़ी,sanki
537,Ski::N,स्की,narta
538,Lagerfeuer::N,अलाव,ognisko
539,Lagerfeuer::N,कैंप-फ़ायर,ognisko
540,Last::N,भार,ciężar
541,Last::N,भार,brzemię
542,Gang::N,चाल,chód
543,Schritt::N,डग,krok
544,Schritt::N,क़दम,krok
545,Norden::N,उत्तर,północ
546,Süden::N,दक्खिन,południe
547,Westen::N,पश्चिम,zachód
548,Osten::N,पूरब,wschód
549,Holz::N,काठ,drzewo
550,Holz::N,काष्ठ,drzewo
551,Brett::N,पटरा,deska
552,Brett::N,तख़्ता,deska
553,Platte::N,फलक,płyta
554,Platte::N,तख़्ता,płyta
555,Stütze::N,टेक,podpora
556,Stütze::N,थूनी,podpora
557,Stange::N,छड़,drąg
558,Stange::N,छड़,żerdź
559,Stange::N,बाँस,drąg
560,Stange::N,बाँस,żerdź
561,Stock::N,लाठी,kij
562,Stock::N,लाठी,laska
563,Stab::N,लग्गा,pręt
564,Rohr::N,नल,rura
565,Haus::N,घर,dom
566,Haus::N,मकान,dom
567,Heim::N,घर,dom
568,Heim::N,गृह,dom
569,Ofen::N,चूल्हा,piec
570,Fußboden::N,फ़र्श,podłoga
571,Tisch::N,मेज़,stół
572,Stuhl::N,कुरसी,krzesło
573,Wiege::N,पालना,kołyska
574,Wiege::N,हिंडोला,kołyska
575,Bett::N,खाट,łóżko
576,Bett::N,खाट,pościel
577,Bett::N,पलंग,łóżko
578,Bett::N,पलंग,pościel
579,Regal::N,शेल्फ़,regał
580,Kiste::N,पेटी,skrzynia
581,Kiste::N,डिब्बा,skrzynia
582,Fenster::N,खिड़की,okno
583,Tür::N,द्वार,drzwi
584,Tür::N,दरवाज़ा,drzwi
585,Tor::N,फाटक,brama
586,Zaun::N,बाड़ा,płot
587,Zaun::N,बाड़ा,parkan
588,Dach::N,छत,dach
589,Dach::N,छप्पर,dach
590,Leiter::N,सीढ़ी,drabina
591,Besen::N,झाड़ू,miotła
592,Besen::N,बुहारी,miotła
593,Spaten::N,कुदाल,rydel
594,Schaufel::N,बेलचा,łopata
595,Schaufel::N,फावड़ा,łopata
596,Gabel::N,काँटा,widelec
597,Löffel::N,चम्मच,łyżka
598,Messer::N,छुरा,nóż
599,Messer::N,चाक़ू,nóż
600,Nagel::N,कील,gwóźdź
601,Nagel::N,मेख़,gwóźdź
602,Netz::N,जाल,sieć
603,Haken::N,अंकुश,hak
604,Griff::N,मूठ,chwyt
605,Griff::N,हत्था,chwyt
606,Schloss::N,ताला,zamek
607,Bild::N,चित्र,obraz
608,Figur::N,मूर्ति,figura
609,Puppe::N,पुतली,lalka
610,Puppe::N,गुड़िया,lalka
611,Beutel::N,झोला,torba
612,Bündel::N,पुलिंदा,wiązka
613,Tasche::N,बेग,torba
614,Tasche::N,बस्ता,torba
615,Eimer::N,बाल्टी,kubeł
616,Eimer::N,बाल्टी,wiadro
617,Deckel::N,ढक्कन,przykrywka
618,Geschirr::N,बरतन-भाँड़े,statki
619,Geschirr::N,बरतन-भाँड़े,naczynia
620,Sack::N,बोरा,worek
621,Tasse::N,प्याला,filiżanka
622,Topf::N,देग़चा,garnek
623,Kessel::N,देग़,kocioł
624,Kessel::N,बटलोई,kocioł
625,Essen::N,खाना,jedzenie
626,Nahrung::N,भोजन,pokarm
627,Nahrung::N,भोजन,pożywienie
628,Speise::N,खाना,potrawa
629,Speise::N,खाना,jedzenie
630,Speise::N,व्यंजन,potrawa
631,Speise::N,व्यंजन,jedzenie
632,Fleisch::N,मांस,mięso
633,Fleisch::N,गोश्त,mięso
634,Getreide::N,अनाज,zboże
635,Brei::N,भरता,kasza
636,Brei::N,दलिया,kasza
637,Brot::N,रोटी,chleb
638,Scheibe::N,कतला,kromka
639,Fett::N,वसा,tłuszcz
640,Fett::N,चरबी,tłuszcz
641,Butter::N,मक्खन,masło
642,Öl::N,तेल,olej
643,Salz::N,नमक,sól
644,Suppe::N,सूप,zupa
645,Suppe::N,शोरबा,zupa
646,Honig::N,शहद,miód
647,Milch::N,दूध,mleko
648,Tee::N,चाय,herbata
649,Leder::N,चमड़ा,skóra
650,Wolle::N,ऊन,wełna
651,Stoff::N,कपड़ा,tkanina
652,Stoff::N,कपड़ा,materiał
653,Nadel::N,सूई,igła
654,Faden::N,डोरा,nić
655,Faden::N,डोरा,nitka
656,Knopf::N,बटन,guzik
657,Knopf::N,घुंडी,guzik
658,Knoten::N,गाँठ,węzeł
659,Knoten::N,गुत्थी,węzeł
660,Farbe::N,रंग,farba
661,Farbe::N,वर्ण,farba
662,Kleidung::N,पहनावा,odzież
663,Hemd::N,कुरता,koszula
664,Hemd::N,क़मीज़,koszula
665,Kragen::N,गरदनी,kołnierz
666,Kragen::N,गरेबान,kołnierz
667,Ärmel::N,आस्तीन,rękaw
668,Hose::N,पैंट,spodnie
669,Hose::N,पतलून,spodnie
670,Gürtel::N,पेटी,pasek
671,Gürtel::N,मेखला,pasek
672,Mütze::N,टोपी,czapka
673,Schuh::N,जूता,but
674,Schuh::N,जूता,bucik
675,Stiefel::N,बूट,but
676,Stiefel::N,बूट,kozak
677,Ring::N,अँगूठी,pierścień
678,Band::N,पट्टी,wstęga
679,Kamm::N,कंघी,grzebień
680,Spiegel::N,आईना,lustro
681,Spiegel::N,दर्पण,lustro
682,Riemen::N,तसमा,rzemień
683,Riemen::N,पट्टा,rzemień
684,Schnur::N,डोरी,sznur
685,Schnur::N,सुतली,sznur
686,Leine::N,रस्सी,smycz
687,Decke::N,रज़ाई,kołdra
688,Kissen::N,तकिया,poduszka
689,Kissen::N,गाद्दा,poduszka
690,Tuch::N,रूमाल,chustka
691,Tuch::N,वस्त्र,chustka
692,Handtuch::N,अँगोछा,ręcznik
693,Kraft::N,ज़ोर,moc
694,Kraft::N,ज़ोर,siła
695,Kraft::N,शक्ति,moc
696,Kraft::N,शक्ति,siła
697,Stärke::N,बल,moc
698,Stärke::N,बल,siła
699,Stärke::N,ताक़त,moc
700,Stärke::N,ताक़त,siła
701,Gesundheit::N,स्वास्थ्य,zdrowie
702,Gesundheit::N,तंदुरुस्ती,zdrowie
703,Krankheit::N,रोग,choroba
704,Krankheit::N,बीमारी,choroba
705,Schmerz::N,दर्द,ból
706,Schmerz::N,पीड़ा,ból
707,Wunde::N,घाव,rana
708,Wunde::N,ज़ख़्म,rana
709,Fieber::N,ज्वर,gorączka
710,Fieber::N,बुख़ार,gorączka
711,Arznei::N,दवा,lekarstwo
712,Arznei::N,औषाधि,lekarstwo
713,Brücke::N,पुल,most
714,Brücke::N,सेतु,most
715,Brunnen::N,कुआँ,studnia
716,Weide::N,चरागाह,pastwisko
717,Pfad::N,पथ,ścieżka
718,Pfad::N,पगडंडी,ścieżka
719,Weg::N,मार्ग,droga
720,Straße::N,राह,ulica
721,Straße::N,रास्ता,ulica
722,Dorf::N,गाँव,wieś
723,Dorf::N,ग्राम,wieś
724,Stadt::N,शहर,miasto
725,Brief::N,ख़त,list
726,Brief::N,पत्र,list
727,Brief::N,चिट्ठी,list
728,Buch::N,किताब,książka
729,Buch::N,पुस्तक,książka
730,Buchstabe::N,अक्षर,litera
731,Zeitung::N,अख़बार,gazeta
732,Zeitung::N,अख़बार,dziennik
733,Zeitung::N,समाचार-पत्र,gazeta
734,Zeitung::N,समाचार-पत्र,dziennik
735,Leben::N,जीवन,życie
736,Leben::N,ज़िंदगी,życie
737,Tod::N,मौत,śmierć
738,Tod::N,मृत्यु,śmierć
739,Grab::N,क़ब्र,grób
740,Kirche::N,चर्च,kościół
741,Kirche::N,गिरजा,kościół
742,Sünde::N,पाप,grzech
743,Sünde::N,गुनाह,grzech
744,Gott::N,देव,bóg
745,Gott::N,ईश्वर,bóg
746,Arbeiter::N,मज़दूर,robotnik
747,Chef::N,अध्यक्ष,szef
748,Meister::N,शिल्पज्ञ,mistrz
749,Meister::N,शिल्पज्ञ,majster
750,Arzt::N,वैद्य,lekarz
751,Arzt::N,डॉक्टर,lekarz
752,Arzt::N,चिकित्सक,lekarz
753,Lehrer::N,शिक्षक,nauczyciel
754,Lehrer::N,अध्यापक,nauczyciel
755,Geld::N,धन,pieniądze
756,Geld::N,पैसा,pieniądze
