,Concept_ID,se,hi
117,Stirn::N,gaalloe,मस्तक
118,Stirn::N,gállo,माथा
119,Stirn::N,gállo,मस्तक
120,Stirn::N,gállu,माथा
121,Stirn::N,gállu,मस्तक
122,Stirn::N,kállu,माथा
123,Stirn::N,kállu,मस्तक
124,Stirn::N,käll,माथा
125,Stirn::N,käll,मस्तक
126,Stirn::N,вуэххьц,माथा
127,Stirn::N,вуэххьц,मस्तक
128,Haar::N,voepte,बाल
129,Haar::N,vuoppta,बाल
130,Haar::N,vuokta,बाल
131,Haar::N,vuop'tâ,बाल
132,Haar::N,vuõpt,बाल
133,Haar::N,вӯппт,बाल
134,Schnurrbart::N,bijjie-skaavtjoe,मूँछें
135,Schnurrbart::N,njunjevuolskávttjá,मूँछें
136,Schnurrbart::N,seamu,मूँछें
137,Schnurrbart::N,siämu,मूँछें
138,Schnurrbart::N,ää´bben,मूँछें
139,Schnurrbart::N,о̄а̄бпан,मूँछें
140,Bart::N,skaavtja,दाढ़ी
141,Bart::N,skaavtjoe,दाढ़ी
142,Bart::N,skávttjá,दाढ़ी
143,Bart::N,seamu,दाढ़ी
144,Bart::N,siämu,दाढ़ी
145,Bart::N,seäm,दाढ़ी
146,Bart::N,ся̄м,दाढ़ी
147,Kinn::N,gaejpie,चिबुक
148,Kinn::N,gájbbe,चिबुक
149,Kinn::N,gáibi,चिबुक
150,Kinn::N,käibi,चिबुक
151,Kinn::N,käi´bb,चिबुक
152,Kinn::N,ка̄ййп,चिबुक
153,Kiefer[Anatomie]::N,gaejpie,जबड़ा
154,Kiefer[Anatomie]::N,oalol,जबड़ा
155,Kiefer[Anatomie]::N,oaloldákte,जबड़ा
156,Kiefer[Anatomie]::N,gáibi,जबड़ा
157,Kiefer[Anatomie]::N,uá'lultähti,जबड़ा
158,Kiefer[Anatomie]::N,vuâl'lõš,जबड़ा
159,Kiefer[Anatomie]::N,вуаллнешш,जबड़ा
160,Kehle::N,gealoe,गला
161,Kehle::N,tjåttå,गला
162,Kehle::N,njiello,गला
163,Kehle::N,čotta,गला
164,Kehle::N,čuudâ,गला
165,Kehle::N,čoodd,गला
166,Kehle::N,чонт,गला
167,Kehle::N,кэ̄ҏс,गला
168,Hals::N,tjeapohke,गला
169,Hals::N,tjeapohke,गरदन
170,Hals::N,tjiebet,गला
171,Hals::N,tjiebet,गरदन
172,Hals::N,čeabet,गला
173,Hals::N,čeabet,गरदन
174,Hals::N,čiäppát,गला
175,Hals::N,čiäppát,गरदन
176,Hals::N,čeäppat,गला
177,Hals::N,čeäppat,गरदन
178,Hals::N,ча̄пэх,गला
179,Hals::N,ча̄пэх,गरदन
180,Genick::N,tjovrese,गरदन
181,Genick::N,tjovrese,ग्रीवा
182,Genick::N,nisske,गरदन
183,Genick::N,nisske,ग्रीवा
184,Genick::N,niehkki,गरदन
185,Genick::N,niehkki,ग्रीवा
186,Genick::N,niski,गरदन
187,Genick::N,niski,ग्रीवा
188,Genick::N,niek'ki,गरदन
189,Genick::N,niek'ki,ग्रीवा
190,Genick::N,nji´šǩǩmaadd,गरदन
191,Genick::N,nji´šǩǩmaadd,ग्रीवा
192,Genick::N,нышшькмоант,गरदन
193,Genick::N,нышшькмоант,ग्रीवा
194,Kopf::N,åejjie,सिर
195,Kopf::N,åejjie,शीर्ष
196,Kopf::N,oajvve,सिर
197,Kopf::N,oajvve,शीर्ष
198,Kopf::N,oaivi,सिर
199,Kopf::N,oaivi,शीर्ष
200,Kopf::N,uái'vi,सिर
201,Kopf::N,uái'vi,शीर्ष
202,Kopf::N,vuei´vv,सिर
203,Kopf::N,vuei´vv,शीर्ष
204,Kopf::N,вуэййв,सिर
205,Kopf::N,вуэййв,शीर्ष
206,Rücken::N,rudtje,पीठ
207,Rücken::N,hárddo,पीठ
208,Rücken::N,tjavelk,पीठ
209,Rücken::N,sealgi,पीठ
210,Rücken::N,selgi,पीठ
211,Rücken::N,čielgi,पीठ
212,Rücken::N,seä´lǧǧ,पीठ
213,Rücken::N,се̄лльк,पीठ
214,Bauch::N,tjåejjie,उदर
215,Bauch::N,tjoajvve,उदर
216,Bauch::N,čoavji,उदर
217,Bauch::N,čuáv'ji,उदर
218,Bauch::N,čåu´jj,उदर
219,Bauch::N,чо̄ввьй,उदर
220,Nabel::N,naepie,नाभि
221,Nabel::N,naepie,ढोंढी
222,Nabel::N,náhpe,नाभि
223,Nabel::N,náhpe,ढोंढी
224,Nabel::N,náhpi,नाभि
225,Nabel::N,náhpi,ढोंढी
226,Nabel::N,nääpi,नाभि
227,Nabel::N,nääpi,ढोंढी
228,Nabel::N,nää´pp,नाभि
229,Nabel::N,nää´pp,ढोंढी
230,Nabel::N,на̄бпь,नाभि
231,Nabel::N,на̄бпь,ढोंढी
232,Busen::N,boenge,कुच
233,Busen::N,boenge,स्तन
234,Busen::N,bållå,कुच
235,Busen::N,bållå,स्तन
236,Busen::N,čižži,कुच
237,Busen::N,čižži,स्तन
238,Busen::N,njamma,कुच
239,Busen::N,njamma,स्तन
240,Busen::N,njižže,कुच
241,Busen::N,njižže,स्तन
242,Busen::N,nje´ǯǯ,कुच
243,Busen::N,nje´ǯǯ,स्तन
244,Busen::N,раннҍт,कुच
245,Busen::N,раннҍт,स्तन
246,Brust::N,mïelke,वक्ष
247,Brust::N,radde,वक्ष
248,Brust::N,mielgga,वक्ष
249,Brust::N,raddi,वक्ष
250,Brust::N,radde,वक्ष
251,Brust::N,râ´dd,वक्ष
252,Brust::N,раннҍт,वक्ष
253,Schulter::N,åelkie,कंधा
254,Schulter::N,åelkie,स्कंध
255,Schulter::N,oalgge,कंधा
256,Schulter::N,oalgge,स्कंध
257,Schulter::N,hárdu,कंधा
258,Schulter::N,hárdu,स्कंध
259,Schulter::N,ärdee,कंधा
260,Schulter::N,ärdee,स्कंध
261,Schulter::N,uál'gi,कंधा
262,Schulter::N,uál'gi,स्कंध
263,Schulter::N,a´rddi,कंधा
264,Schulter::N,a´rddi,स्कंध
265,Schulter::N,vuä´lǧǧ,कंधा
266,Schulter::N,vuä´lǧǧ,स्कंध
267,Schulter::N,вуэллык,कंधा
268,Schulter::N,вуэллык,स्कंध
269,Arm::N,gïete,बाँह
270,Arm::N,gïete,बाज़ू
271,Arm::N,giehta,बाँह
272,Arm::N,giehta,बाज़ू
273,Arm::N,giehta,बाँह
274,Arm::N,giehta,बाज़ू
275,Arm::N,kietâ,बाँह
276,Arm::N,kietâ,बाज़ू
277,Arm::N,kie'tâkaaṿâ,बाँह
278,Arm::N,kie'tâkaaṿâ,बाज़ू
279,Arm::N,ǩiõtt,बाँह
280,Arm::N,ǩiõtt,बाज़ू
281,Arm::N,кӣдт,बाँह
282,Arm::N,кӣдт,बाज़ू
283,Ellenbogen::N,gernjere,कुहनी
284,Ellenbogen::N,garŋŋel,कुहनी
285,Ellenbogen::N,gargŋil,कुहनी
286,Ellenbogen::N,käŋŋir,कुहनी
287,Ellenbogen::N,kõõnjâr,कुहनी
288,Ellenbogen::N,карьнэль,कुहनी
289,Hand::N,gïete,हाथ
290,Hand::N,gïete,हस्त
291,Hand::N,giehta,हाथ
292,Hand::N,giehta,हस्त
293,Hand::N,giehta,हाथ
294,Hand::N,giehta,हस्त
295,Hand::N,kietâ,हाथ
296,Hand::N,kietâ,हस्त
297,Hand::N,ǩiõtt,हाथ
298,Hand::N,ǩiõtt,हस्त
299,Hand::N,кӣдт,हाथ
300,Hand::N,кӣдт,हस्त
301,Handfläche::N,gïeten-låapoe,हथेली
302,Handfläche::N,giehtavuodo,हथेली
303,Handfläche::N,tjårmmåvuodo,हथेली
304,Handfläche::N,giehtaloahpu,हथेली
305,Handfläche::N,kiämád,हथेली
306,Handfläche::N,kuámmir,हथेली
307,Handfläche::N,kuä´m'mer,हथेली
308,Handfläche::N,ǩiõttǩeä´m'men,हथेली
309,Handfläche::N,ко̄а̄ллдэгк,हथेली
310,Handfläche::N,кӣдткоалдэгк,हथेली
311,Finger::N,soerme,उँगली
312,Finger::N,soerme,अँगुली
313,Finger::N,tjuvdde,उँगली
314,Finger::N,tjuvdde,अँगुली
315,Finger::N,suorbma,उँगली
316,Finger::N,suorbma,अँगुली
317,Finger::N,čuvde,उँगली
318,Finger::N,čuvde,अँगुली
319,Finger::N,suor'mâ,उँगली
320,Finger::N,suor'mâ,अँगुली
321,Finger::N,suõrmm,उँगली
322,Finger::N,suõrmm,अँगुली
323,Finger::N,це̄ххп,उँगली
324,Finger::N,це̄ххп,अँगुली
325,Fingernagel::N,gadtse,नख
326,Fingernagel::N,gadtse,नाख़ून
327,Fingernagel::N,guehpere,नख
328,Fingernagel::N,guehpere,नाख़ून
329,Fingernagel::N,gadtsa,नख
330,Fingernagel::N,gadtsa,नाख़ून
331,Fingernagel::N,gazza,नख
332,Fingernagel::N,gazza,नाख़ून
333,Fingernagel::N,kozzâ,नख
334,Fingernagel::N,kozzâ,नाख़ून
335,Fingernagel::N,kõʒʒ,नख
336,Fingernagel::N,kõʒʒ,नाख़ून
337,Fingernagel::N,кэ̄ннц,नख
338,Fingernagel::N,кэ̄ннц,नाख़ून
339,Nagel[Anatomie]::N,gadtse,नख
340,Nagel[Anatomie]::N,gadtse,नाख़ून
341,Nagel[Anatomie]::N,guehpere,नख
342,Nagel[Anatomie]::N,guehpere,नाख़ून
343,Nagel[Anatomie]::N,gadtsa,नख
344,Nagel[Anatomie]::N,gadtsa,नाख़ून
345,Nagel[Anatomie]::N,gazza,नख
346,Nagel[Anatomie]::N,gazza,नाख़ून
347,Nagel[Anatomie]::N,kozzâ,नख
348,Nagel[Anatomie]::N,kozzâ,नाख़ून
349,Nagel[Anatomie]::N,kõʒʒ,नख
350,Nagel[Anatomie]::N,kõʒʒ,नाख़ून
351,Nagel[Anatomie]::N,кэ̄ннц,नख
352,Nagel[Anatomie]::N,кэ̄ннц,नाख़ून
353,Zeh::N,tjiehtjere,उँगली
354,Zeh::N,tjiehtjere,पाँव की उँगली
355,Zeh::N,juolggetjuvdde,उँगली
356,Zeh::N,juolggetjuvdde,पाँव की उँगली
357,Zeh::N,juolgesuorbma,उँगली
358,Zeh::N,juolgesuorbma,पाँव की उँगली
359,Zeh::N,jyel'gisuor'mâ,उँगली
360,Zeh::N,jyel'gisuor'mâ,पाँव की उँगली
361,Zeh::N,jue´lǧǧsuõrmm,उँगली
362,Zeh::N,jue´lǧǧsuõrmm,पाँव की उँगली
363,Zeh::N,ю̄лльк-це̄һп,उँगली
364,Zeh::N,ю̄лльк-це̄һп,पाँव की उँगली
365,Fuß::N,juelkie,चरण
366,Fuß::N,juelkie,पाँव
367,Fuß::N,juolgge,चरण
368,Fuß::N,juolgge,पाँव
369,Fuß::N,juolgi,चरण
370,Fuß::N,juolgi,पाँव
371,Fuß::N,jyel'gi,चरण
372,Fuß::N,jyel'gi,पाँव
373,Fuß::N,jue´lǧǧ,चरण
374,Fuß::N,jue´lǧǧ,पाँव
375,Fuß::N,ла̄бпь,चरण
376,Fuß::N,ла̄бпь,पाँव
377,Ferse::N,båetskie,एड़ी
378,Ferse::N,boasske,एड़ी
379,Ferse::N,šušmi,एड़ी
380,Ferse::N,šušme,एड़ी
381,Ferse::N,jue´lǧǧkädd,एड़ी
382,Ferse::N,ка̄ннт,एड़ी
383,Knie::N,boelve,जानु
384,Knie::N,boelve,घुटना
385,Knie::N,buolvva,जानु
386,Knie::N,buolvva,घुटना
387,Knie::N,čibbi,जानु
388,Knie::N,čibbi,घुटना
389,Knie::N,veaŋki,जानु
390,Knie::N,veaŋki,घुटना
391,Knie::N,iidâ,जानु
392,Knie::N,iidâ,घुटना
393,Knie::N,puõlvv,जानु
394,Knie::N,puõlvv,घुटना
395,Knie::N,пуллв,जानु
396,Knie::N,пуллв,घुटना
397,Oberschenkel::N,ruaksja,उरु
398,Oberschenkel::N,tjibbe,उरु
399,Oberschenkel::N,gassaváhkká,उरु
400,Oberschenkel::N,badjeváhkáa,उरु
401,Oberschenkel::N,čuár'bpeeḷi,उरु
402,Oberschenkel::N,če´bb,उरु
403,Oberschenkel::N,чуаррбе̄лль,उरु
404,Bein::N,juelkie,टाँग
405,Bein::N,juolgge,टाँग
406,Bein::N,juolgi,टाँग
407,Bein::N,jyel'gi,टाँग
408,Bein::N,jue´lǧǧ,टाँग
409,Bein::N,ю̄лльк,टाँग
410,Körper::N,kråahpe,तन
411,Körper::N,kråahpe,देह
412,Körper::N,kråahpe,शरीर
413,Körper::N,rumáj,तन
414,Körper::N,rumáj,देह
415,Körper::N,rumáj,शरीर
416,Körper::N,rumaš,तन
417,Körper::N,rumaš,देह
418,Körper::N,rumaš,शरीर
419,Körper::N,ruumâš,तन
420,Körper::N,ruumâš,देह
421,Körper::N,ruumâš,शरीर
422,Körper::N,rå´pp,तन
423,Körper::N,rå´pp,देह
424,Körper::N,rå´pp,शरीर
425,Körper::N,лышшьк,तन
426,Körper::N,лышшьк,देह
427,Körper::N,лышшьк,शरीर
428,Körper::N,роаӈӈьк,तन
429,Körper::N,роаӈӈьк,देह
430,Körper::N,роаӈӈьк,शरीर
431,Haut::N,njaltja,चर्म
432,Haut::N,njaltja,त्वचा
433,Haut::N,lijkke,चर्म
434,Haut::N,lijkke,त्वचा
435,Haut::N,tjuobma,चर्म
436,Haut::N,tjuobma,त्वचा
437,Haut::N,liiki,चर्म
438,Haut::N,liiki,त्वचा
439,Haut::N,liške,चर्म
440,Haut::N,liške,त्वचा
441,Haut::N,le´šǩǩ,चर्म
442,Haut::N,le´šǩǩ,त्वचा
443,Haut::N,лышшьк,चर्म
444,Haut::N,лышшьк,त्वचा
445,Blut::N,vïrre,लहू
446,Blut::N,vïrre,ख़ून
447,Blut::N,maelie,लहू
448,Blut::N,maelie,ख़ून
449,Blut::N,varra,लहू
450,Blut::N,varra,ख़ून
451,Blut::N,varra,लहू
452,Blut::N,varra,ख़ून
453,Blut::N,vorrâ,लहू
454,Blut::N,vorrâ,ख़ून
455,Blut::N,võrr,लहू
456,Blut::N,võrr,ख़ून
457,Blut::N,вэ̄рр,लहू
458,Blut::N,вэ̄рр,ख़ून
459,Ader::N,åerie,रग
460,Ader::N,åerie,शिरा
461,Ader::N,aajroe,रग
462,Ader::N,aajroe,शिरा
463,Ader::N,suodna,रग
464,Ader::N,suodna,शिरा
465,Ader::N,varrasuotna,रग
466,Ader::N,varrasuotna,शिरा
467,Ader::N,suoṇâ,रग
468,Ader::N,suoṇâ,शिरा
469,Ader::N,suõnn,रग
470,Ader::N,suõnn,शिरा
471,Ader::N,сӯнн,रग
472,Ader::N,сӯнн,शिरा
473,Sehne::N,soene,कंडरा
474,Sehne::N,soene,स्नायु
475,Sehne::N,gåårtenje,कंडरा
476,Sehne::N,gåårtenje,स्नायु
477,Sehne::N,suodna,कंडरा
478,Sehne::N,suodna,स्नायु
479,Sehne::N,suotna,कंडरा
480,Sehne::N,suotna,स्नायु
481,Sehne::N,suoṇâ,कंडरा
482,Sehne::N,suoṇâ,स्नायु
483,Sehne::N,suõnn,कंडरा
484,Sehne::N,suõnn,स्नायु
485,Sehne::N,сӯнн,कंडरा
486,Sehne::N,сӯнн,स्नायु
487,Knochen::N,måara,अस्थि
488,Knochen::N,måaroe,अस्थि
489,Knochen::N,dákte,अस्थि
490,Knochen::N,dákti,अस्थि
491,Knochen::N,tähti,अस्थि
492,Knochen::N,tä´htt,अस्थि
493,Knochen::N,та̄ххт,अस्थि
494,Knochen::N,та̄ффьт,अस्थि
495,Gehirn::N,aajla,दिमाग़
496,Gehirn::N,aajla,मस्तिष्क
497,Gehirn::N,vuojŋam,दिमाग़
498,Gehirn::N,vuojŋam,मस्तिष्क
499,Gehirn::N,vuoigŋašat,दिमाग़
500,Gehirn::N,vuoigŋašat,मस्तिष्क
501,Gehirn::N,vuoi'ŋâšeh,दिमाग़
502,Gehirn::N,vuoi'ŋâšeh,मस्तिष्क
503,Gehirn::N,vuo'ivâšneh,दिमाग़
504,Gehirn::N,vuo'ivâšneh,मस्तिष्क
505,Gehirn::N,vuõivâšn,दिमाग़
506,Gehirn::N,vuõivâšn,मस्तिष्क
507,Gehirn::N,вуэййвэшна,दिमाग़
508,Gehirn::N,вуэййвэшна,मस्तिष्क
509,Herz::N,vaajmoe,दिल
510,Herz::N,vaajmoe,हृदय
511,Herz::N,tsåhke,दिल
512,Herz::N,tsåhke,हृदय
513,Herz::N,váibmu,दिल
514,Herz::N,váibmu,हृदय
515,Herz::N,váimu,दिल
516,Herz::N,váimu,हृदय
517,Herz::N,čââ´đ,दिल
518,Herz::N,čââ´đ,हृदय
519,Herz::N,кӯттҌк,दिल
520,Herz::N,кӯттҌк,हृदय
521,Magen::N,tjåejjie,मेदा
522,Magen::N,tjåejjie,अमाशय
523,Magen::N,tjoajvve,मेदा
524,Magen::N,tjoajvve,अमाशय
525,Magen::N,čoavji,मेदा
526,Magen::N,čoavji,अमाशय
527,Magen::N,čuáv'ji,मेदा
528,Magen::N,čuáv'ji,अमाशय
529,Magen::N,čåu´jj,मेदा
530,Magen::N,čåu´jj,अमाशय
531,Magen::N,чо̄ввьй,मेदा
532,Magen::N,чо̄ввьй,अमाशय
533,Leber::N,mueksie,जिगर
534,Leber::N,mueksie,यकृत्
535,Leber::N,librre,जिगर
536,Leber::N,librre,यकृत्
537,Leber::N,vuoivvas,जिगर
538,Leber::N,vuoivvas,यकृत्
539,Leber::N,vuoivâs,जिगर
540,Leber::N,vuoivâs,यकृत्
541,Leber::N,vuõivâs,जिगर
542,Leber::N,vuõivâs,यकृत्
543,Leber::N,вуйвас,जिगर
544,Leber::N,вуйвас,यकृत्
545,Atem::N,voejngehtasse,दम
546,Atem::N,voejngehtasse,साँस
547,Atem::N,voejngehtasse,श्वास
548,Atem::N,båssånis,दम
549,Atem::N,båssånis,साँस
550,Atem::N,båssånis,श्वास
551,Atem::N,vuojŋadahka,दम
552,Atem::N,vuojŋadahka,साँस
553,Atem::N,vuojŋadahka,श्वास
554,Atem::N,vuoiŋŋahat,दम
555,Atem::N,vuoiŋŋahat,साँस
556,Atem::N,vuoiŋŋahat,श्वास
557,Atem::N,vuo'iŋâstim,दम
558,Atem::N,vuo'iŋâstim,साँस
559,Atem::N,vuo'iŋâstim,श्वास
560,Atem::N,jiõg'g,दम
561,Atem::N,jiõg'g,साँस
562,Atem::N,jiõg'g,श्वास
563,Atem::N,вӯйнас,दम
564,Atem::N,вӯйнас,साँस
565,Atem::N,вӯйнас,श्वास
566,Atem::N,вӯййнмушш,दम
567,Atem::N,вӯййнмушш,साँस
568,Atem::N,вӯййнмушш,श्वास
569,Hunger::N,nielkie,भूख
570,Hunger::N,nielkie,क्षुधा
571,Hunger::N,nielgge,भूख
572,Hunger::N,nielgge,क्षुधा
573,Hunger::N,nealgi,भूख
574,Hunger::N,nealgi,क्षुधा
575,Hunger::N,nelgi,भूख
576,Hunger::N,nelgi,क्षुधा
577,Hunger::N,neä´lǧǧ,भूख
578,Hunger::N,neä´lǧǧ,क्षुधा
579,Hunger::N,не̄лльк,भूख
580,Hunger::N,не̄лльк,क्षुधा
581,Träne::N,gïknjele,आँसू
582,Träne::N,gïknjele,अश्रु
583,Träne::N,ganjál,आँसू
584,Träne::N,ganjál,अश्रु
585,Träne::N,ganjal,आँसू
586,Träne::N,ganjal,अश्रु
587,Träne::N,koonjâl,आँसू
588,Träne::N,koonjâl,अश्रु
589,Träne::N,kõõnjâl,आँसू
590,Träne::N,kõõnjâl,अश्रु
591,Träne::N,кэ̄нял,आँसू
592,Träne::N,кэ̄нял,अश्रु
593,Geschmack::N,aelmie,स्वाद
594,Geschmack::N,aelmie,ज़ायक़ा
595,Geschmack::N,muosse,स्वाद
596,Geschmack::N,muosse,ज़ायक़ा
597,Geschmack::N,smáhkka,स्वाद
598,Geschmack::N,smáhkka,ज़ायक़ा
599,Geschmack::N,máhku,स्वाद
600,Geschmack::N,máhku,ज़ायक़ा
601,Geschmack::N,smáhkka,स्वाद
602,Geschmack::N,smáhkka,ज़ायक़ा
603,Geschmack::N,mááhu,स्वाद
604,Geschmack::N,mááhu,ज़ायक़ा
605,Geschmack::N,smakkâ,स्वाद
606,Geschmack::N,smakkâ,ज़ायक़ा
607,Geschmack::N,njõõd,स्वाद
608,Geschmack::N,njõõd,ज़ायक़ा
609,Geschmack::N,smääkk,स्वाद
610,Geschmack::N,smääkk,ज़ायक़ा
611,Geschmack::N,ня̄лльк,स्वाद
612,Geschmack::N,ня̄лльк,ज़ायक़ा
613,Geruch::N,haaje,बू
614,Geruch::N,haaje,गंध
615,Geruch::N,habjja,बू
616,Geruch::N,habjja,गंध
617,Geruch::N,hádja,बू
618,Geruch::N,hádja,गंध
619,Geruch::N,opsâ,बू
620,Geruch::N,opsâ,गंध
621,Geruch::N,haajâ,बू
622,Geruch::N,haajâ,गंध
623,Geruch::N,õpss,बू
624,Geruch::N,õpss,गंध
625,Geruch::N,haajj,बू
626,Geruch::N,haajj,गंध
627,Geruch::N,апс,बू
628,Geruch::N,апс,गंध
629,Geruch::N,лэ̄гк,बू
630,Geruch::N,лэ̄гк,गंध
631,Schlaf::N,nahkerh,नींद
632,Schlaf::N,nahkerh,निद्रा
633,Schlaf::N,nager,नींद
634,Schlaf::N,nager,निद्रा
635,Schlaf::N,oados,नींद
636,Schlaf::N,oados,निद्रा
637,Schlaf::N,nagir,नींद
638,Schlaf::N,nagir,निद्रा
639,Schlaf::N,naṿer,नींद
640,Schlaf::N,naṿer,निद्रा
641,Schlaf::N,nââ´er,नींद
642,Schlaf::N,nââ´er,निद्रा
643,Schlaf::N,нагерь,नींद
644,Schlaf::N,нагерь,निद्रा
645,Traum::N,nahkere,सपना
646,Traum::N,nahkere,स्वप्न
647,Traum::N,niehko,सपना
648,Traum::N,niehko,स्वप्न
649,Traum::N,niehku,सपना
650,Traum::N,niehku,स्वप्न
651,Traum::N,naṿer,सपना
652,Traum::N,naṿer,स्वप्न
653,Traum::N,nââ´er,सपना
654,Traum::N,nââ´er,स्वप्न
655,Traum::N,нагерь,सपना
656,Traum::N,нагерь,स्वप्न
657,Himmel::N,elmie,आकाश
658,Himmel::N,elmie,आसमान
659,Himmel::N,almme,आकाश
660,Himmel::N,almme,आसमान
661,Himmel::N,albmi,आकाश
662,Himmel::N,albmi,आसमान
663,Himmel::N,alme,आकाश
664,Himmel::N,alme,आसमान
665,Himmel::N,â´lmm,आकाश
666,Himmel::N,â´lmm,आसमान
667,Himmel::N,алльм,आकाश
668,Himmel::N,алльм,आसमान
669,Sonne::N,biejjie,रवि
670,Sonne::N,biejjie,सूरज
671,Sonne::N,biejjie,सूर्य
672,Sonne::N,bæjvásj,रवि
673,Sonne::N,bæjvásj,सूरज
674,Sonne::N,bæjvásj,सूर्य
675,Sonne::N,beaivváš,रवि
676,Sonne::N,beaivváš,सूरज
677,Sonne::N,beaivváš,सूर्य
678,Sonne::N,peivi,रवि
679,Sonne::N,peivi,सूरज
680,Sonne::N,peivi,सूर्य
681,Sonne::N,piäiváš,रवि
682,Sonne::N,piäiváš,सूरज
683,Sonne::N,piäiváš,सूर्य
684,Sonne::N,pei´vv,रवि
685,Sonne::N,pei´vv,सूरज
686,Sonne::N,pei´vv,सूर्य
687,Sonne::N,пе̄ййв,रवि
