,Concept_ID,te,mhr
638,wahr::A,నిజమైన,настоя́щий
639,alt::A,ముసలి,то́што
640,neu::A,క్రొత్త,у
641,ehemalig::A,పూర్వపు,о́нчычсо
642,ehemalig::A,పూర్వపు,онда́кысе
643,alt[Lebewesen]::A,ముసలి,шо́нто
644,jung::A,పసి,са́мырык
645,arm::A,బీద,нужна́
646,reich::A,ధనవంతుడైన,поя́н
647,bekannt::A,తెలిసిన,па́лыме
648,berühmt::A,ప్రపిద్దికెక్కివ,лӱ́млӧ
649,fremd::A,అన్యమైన,йот
650,verschieden::A,భేదమైన,тӱ́рлӧ
651,nah::A,దగ్గఱనున్న,ли́шыл
652,fern::A,దూరమందున్న,тора́
653,fern::A,దూరమందున్న,мӱ́ндыр
654,linker::A,ఎడమప్రక్కగ,шола́
655,rechter::A,కుడి,пурла́
656,anderer::A,వేఱ్తెన,вес
657,anderer::A,వేఱ్తెన,мо́ло
658,erster::A,మొదటి,и́кымше
659,zweiter::A,రెండన,ко́кымшо
660,dritter::A,మూడో,ку́мшо
661,letzter::A,కడపటి,пыта́ртыш
662,allein::ADV,ఒంటిగా,шкет
663,auf einmal::ADV,హరాత్తుగ,икана́ште
664,zusammen::ADV,కలిసి,пырля́
665,lange::ADV,బహుకాలము,кужу́н
666,plötzlich::ADV,హరాత్తుగ,кенета́
667,sofort::ADV,తక్షణము,кызыта́к
668,später::ADV,ఇటీవలి,варара́к
669,jetzt::ADV,ఇప్పుడు,ы́нде
670,jetzt::ADV,ఇప్పుడు,кы́зыт
671,heute::ADV,నేడు,та́че
672,morgen::ADV,ఱేపు,эрла́
673,bald::ADV,శీఘ్రముగ,вашке́
674,dann::ADV,అప్పుడు,вара́
675,gestern::ADV,నిన్నటి దినము,теҥге́че
676,einst::ADV,పూర్వమొకప్పుడు,икана́
677,damals::ADV,అప్పుడు,туна́м
678,danach::ADV,అప్పుడు,вара́
679,vorher::ADV,ఎదుట,о́нчыч
680,zuerst::ADV,మొదటిలో,онда́к
681,einmal::ADV,ఒకసారి,икана́
682,manchmal::ADV,అప్పటప్పటికి,ка́шын
683,manchmal::ADV,అప్పటప్పటికి,кокла́н
684,oft::ADV,తఱచుగా,чӱ́чкыдын
685,immer::ADV,ఎల్లప్పుడు,эре́
686,immer::ADV,ఎల్లప్పుడు,ту́тыш
687,niemals::ADV,ఎప్పుడునులేదు,ок нигуна́м
688,hier::ADV,ఇక్కడ,ты́ште
689,hierhin::ADV,ఇక్కడకు,ты́шке
690,hierhin::ADV,ఇక్కడకు,тыш
691,von hier::ADV,ఇక్కడనుండి,тыше́ч
692,von hier::ADV,ఇక్కడనుండి,тыве́ч
693,dort::ADV,అక్కడ,ту́што
694,dorthin::ADV,అక్కడికి,туш
695,dorthin::ADV,అక్కడికి,ту́шко
696,geradeaus::ADV,సూటిగా,вик
697,vorwärts::ADV,ముందుకు,о́нчыко
698,rückwärts::ADV,వెనుకకు,шеҥге́к
699,zurück::ADV,వెనుకభాగము,мӧҥге́ш
700,unten::ADV,క్రింద,ӱ́лнӧ
701,unten::ADV,క్రింద,йыма́лне
702,hinab::ADV,కిందికి,йыма́к
703,oben::ADV,మీద,кӱ́шнӧ
704,oben::ADV,మీద,ӱмба́лне
705,hinauf::ADV,పైకి,кӱ́ш
706,hinauf::ADV,పైకి,кӱ́шкӧ
707,überall::ADV,అంతటా,чыла́ вере́
708,nicht::ADV,కాదు,ок
709,nicht::ADV,కాదు,о́геш
710,ein wenig::ADV,కొంచెము,изи́ш
711,kaum::ADV,చాలిచాలక,пыкше́
712,sehr::ADV,చాల,чот
713,so::ADV,ఆలాగున,тыге́
714,noch::ADV,ఇప్పటికిని,а́ле
715,nur::ADV,మాత్రము,гына́
716,schon::ADV,ఇదివఱకే,ы́нде
717,wieder::ADV,తిరిగి,ада́к
718,vergebens::ADV,నిష్ఫలముగా,ара́м
719,vor::PRP,ముందు,о́нчыч
720,hinter::PRP,వెనుక,шеҥге́лне
721,unter::PRP,క్రింద,йыма́лне
722,durch::PRP,ద్వారా,вошт
723,neben::PRP,దగ్గెర,вокте́н
724,zwischen::PRP,మధ్య,кокла́ште
725,wegen::PRP,కారణంగా,верч
726,dies::PRN,ఇది,ти́де
727,das::PRN,అది,са́де
728,alles::PRN,సకలము,чыла́
729,ich::PRN,నేను,мый
730,du::PRN,నీవు,тый
731,er::PRN,అతడు,ту́до
732,wir::PRN,మనము,ме
733,ihr::PRN,మీరు,те
734,sie::PRN,వారు,ну́но
735,was::FPRN,ఏమి,мо
736,wer::FPRN,ఎవడు,кӧ
737,wo::FADV,ఎక్కడ,куша́н
738,wohin::FADV,ఎందుకు,куш
739,wohin::FADV,ఎందుకు,ку́шко
740,wie::FADV,ఎట్టు,кузе́
741,warum::FADV,ఏల,мо
742,warum::FADV,ఏల,мола́н
743,wieviel::FNUM,ఎంత,куна́р
744,eins::NUM,ఒకటి,ик
745,zwei::NUM,రెండు,ко́кыт
746,drei::NUM,మూడు,кум
747,vier::NUM,నాలుగు,ныл
748,fünf::NUM,అయిదు,вич
749,sechs::NUM,ఆఱు,куд
750,sieben::NUM,ఏరు,шым
751,acht::NUM,ఎనిమదు,канда́ш
752,neun::NUM,తొమ్మిది,инде́ш
753,zehn::NUM,పది,лу
754,elf::NUM,పదునొకొండు,лати́к
755,zwölf::NUM,పండ్రండు,латко́к
756,zwanzig::NUM,ఇరుపది,ко́ло
757,dreißig::NUM,ముప్పది,ку́мло
758,vierzig::NUM,నలువది,ны́лле
759,fünfzig::NUM,ఏబది,ви́тле
760,sechzig::NUM,అరుపది,ку́дло
761,siebzig::NUM,డెబ్బది,шы́мле
762,achtzig::NUM,ఎనుబది,канда́шле
763,neunzig::NUM,తొంబది,инде́шле
764,hundert::NUM,నూఱు,шӱ́дӧ
765,tausend::NUM,వేయి,тӱже́м
766,und::CNJ,మఱియు,да
767,und::CNJ,మఱియు,ден
768,oder::CNJ,లేక,я
769,oder::CNJ,లేక,а́ле
770,stehen::V,నిలుచు,шога́ш
771,sitzen::V,కూర్చుండు,шинча́ш
772,liegen::V,పండుకొనుట,кия́ш
773,hängen::V,వ్రేలాడదీయు,кеча́ш
774,werden::V,అగు,лия́ш
775,passieren::V,సంభవించు,лия́ш
776,beginnen::V,ఆరంభించు,тӱҥгала́ш
777,enden::V,తీరుట,пыта́ш
778,wechseln::V,మార్చు,вашталта́ш
779,aufgehen[Sonne]::V,ఉదయించు,лекта́ш
780,untergehen[Sonne]::V,అస్తమించు,шинча́ш
781,scheinen[Sonne]::V,ప్రకాశించు,волгалта́ш
782,donnern::V,ఉరుముట,кӱдырта́ш
783,donnern::V,ఉరుముట,сургалта́ш
784,wehen::V,దురద్పప్టము,пуа́ш
785,strömen::V,పారుట,шийалтара́ш
786,fließen::V,ప్రవహించు,йога́ш
787,sich drehen::V,తిరుగు,пӧрда́ш
788,schwanken::V,ఆడించుట,лӱҥга́ш
789,schwanken::V,ఆడించుట,тайныла́ш
790,schwingen::V,ఊగుట,рӱпшалта́ш
791,fallen::V,పడు,воза́ш
792,fallen::V,పడు,йӧрла́ш
793,brennen::V,కాలుట,йӱла́ш
794,rauchen::V,పొగసుట,шикша́ш
795,regnen::V,కురిపించుట,йӱра́ш
796,gefrieren::V,గడ్డకట్టు,кылма́ш
797,gefrieren::V,గడ్డకట్టు,ияҥа́ш
798,tauen::V,కరగు,шула́ш
799,schmelzen::V,కరగు,лева́ш
800,trocknen::V,యెండుట,кошка́ш
801,sieden::V,ఉడుకు,шола́ш
802,faulen::V,క్రుళ్లు,шӱя́ш
803,verfaulen::V,క్షిణించు,шӱйы́н шуа́ш
804,reißen::V,చించు,кӱрла́ш
805,versinken::V,మునుగు,пуре́н кая́ш
806,vergehen::V,సంభవించు,эрте́н кая́ш
807,erscheinen::V,కనబడు,толы́н лекта́ш
808,verschwinden::V,అదృశ్యమగు,йома́ш
809,sinken::V,ముణుగుట,пуча́ш
810,abnehmen::V,తగ్గు,пуча́ш
811,zunehmen::V,పెరుగుట,шукема́ш
812,steigen::V,లేచు,нӧлталта́ш
813,wachsen::V,పెరుగు,кушка́ш
814,glänzen::V,ప్రకాశించు,йылгыжа́ш
815,funkeln::V,ప్రకాశించు,чолга́ш
816,lärmen::V,అరుచుట,рӱшка́ш
817,läuten::V,మేళవించుట,мура́ш
818,klingeln::V,వాయించుట,йыҥгырта́ш
819,klirren::V,ఘంటానాదము,чылдыртата́ш
820,brausen::V,గర్జించు,лӱшка́ш
821,rauschen::V,చటచటమనుట,лыжга́ш
822,klingen::V,ధ్వనించుట,йоҥга́ш
823,bellen::V,అఱచు,опта́ш
824,heulen::V,కూయు,урмыжа́ш
825,blasen::V,దురద్పప్టము,пуала́ш
826,pfeifen::V,ఈలవేయు,шӱ́шкаш
827,schreien::V,అఱచు,кычкыра́ш
828,stöhnen::V,మూలుగు,йыҥыса́ш
829,zittern::V,వణకు,чытыра́ш
830,leben::V,జీవించుట,ила́ш
831,geboren werden::V,పుట్టుట,шоча́ш
832,atmen::V,ఉపిరి తీయు,шӱла́ш
833,trinken::V,త్రాగు,йӱа́ш
834,essen::V,తిను,кочка́ш
835,schlucken::V,మ్రింగు,нела́ш
836,müde werden::V,అలయు,ноя́ш
837,einschlafen::V,నిద్రించు,мале́н колта́ш
838,schlafen::V,నిద్రురించు,мала́ш
839,aufwachen::V,మేలుకొను,помыжалта́ш
840,aufstehen::V,లేచు,кынела́ш
841,sich erholen::V,నడ్డి వాల్చు,кана́ш
842,krank werden::V,జబ్బుపడు,черлане́н воза́ш
843,krank sein::V,జబ్బు చేయు,черлане́н кия́ш
844,schmerzen::V,నొచ్చుట,коршта́ш
845,husten::V,దగ్గుట,кокыра́ш
846,genesen::V,కుదురుట,тӱрла́ш
847,genesen::V,కుదురుట,тазаҥа́ш
848,sterben::V,మరణించు,кола́ш
849,umkommen::V,నశించు,вуй йома́ш
850,sich bewegen::V,కదలు,кошта́ш
851,sich rühren::V,కదలు,тарвана́ш
852,sich erheben::V,లేచు,кынела́ш
853,sich setzen::V,కూర్చుణ్డు,шинча́ш
854,hinfallen::V,దొర్లు,йӧрла́ш
855,laufen::V,నడచు,кошта́ш
856,schreiten::V,అడుగుపెట్టుట,ошкыла́ш
857,spazierengehen::V,పచారు చేయు,гуля́яш
858,eilen::V,తొందరపడు,вашка́ш
859,sich beeilen::V,త్వరపెట్టు,вашкешта́ш
860,sausen::V,విసరికొట్టు,юлтка́ш
861,rennen::V,పరుగెత్తు,куржтала́ш
862,springen::V,దుముకు,тӧршта́ш
863,klettern::V,ఎక్కు,кӱза́ш
864,schaukeln::V,ఉయ్యాల ఊగు ,лӱҥгалта́ш
865,kriechen::V,ప్రాకు,нушка́ш
866,schwimmen::V,ఈదు,ия́ш
867,tauchen::V,మునుగు,шуҥгалта́ш
868,rudern::V,తెడ్లతోఁగడపు,удыра́ш
869,fahren::V,నడపు,кудала́ш
870,fliegen::V,ఎగురు,чоҥешта́ш
871,gehen::V,పోవు,кая́ш
872,weggehen::V,బయలుదేరు,кораҥа́ш
873,abfahren::V,విడిచిపోవు,лекта́ш
874,anhalten::V,నిలుపు,чарна́ш
875,hineingehen::V,ప్రవేశించు,пура́ш
876,eintreten::V,ప్రవేశించు,пура́ш
877,kommen::V,వచ్చు,тола́ш
878,ankommen::V,వచ్చి చేరు,шуа́ш
879,zurückkommen::V,తిరిగీవచ్చుట,пӧртыла́ш
880,bleiben::V,ఉండు,кода́ш
881,warten::V,కనిపెట్టు,вуча́ш
882,erwarten::V,నిరిక్షించు,вуча́ш
883,suchen::V,వెదకు,кычала́ш
884,finden::V,కనుగొను,муа́ш
885,versuchen::V,ప్రయత్నించు,толаша́ш
886,vorbereiten::V,తయారుచేయు,ямдыла́ш
887,lieben::V,ప్రేమించు,йӧрата́ш
888,mögen::V,ఇష్టపడు,йӧрата́ш
889,lachen::V,నవ్వు,воштыла́ш
890,rühren::V,గుండె తాకు,ку́мыл тарвата́ш
891,weinen::V,వీడ్చు,шорта́ш
892,schimpfen::V,గొణుగు,каргаша́ш
893,sich ärgern::V,అలుగు,сыра́ш
894,sich fürchten::V,భయపడు,лӱда́ш
895,fürchten::V,భయపడు,лӱда́ш
896,fliehen::V,పాఱిపోపు,куржа́ш
897,flüchten::V,తప్పించుకొను,куржа́ш
898,sehen::V,చూచు,ужа́ш
899,anschauen::V,చూచు,онча́ш
900,ansehen::V,కాచియుండు,эскера́ш
901,hören::V,విను,кола́ш
902,zuhören::V,విను,колышта́ш
903,probieren::V,చవిచూచుట,тамла́ш
904,riechen::V,వాసనచూచు,ӱпшынча́ш
905,fühlen::V,స్పర్శించుట,шижа́ш
906,scheinen::V,కనబడు,чуча́ш
907,zu sehen sein::V,చూవు,коя́ш
908,vernehmen::V,విను,кола́ш
909,frieren::V,చలికి వడకు,кылма́ш
910,tun::V,చేయు,ышта́ш
911,können::V,గల,мошта́ш
912,wollen::V,కోరు,тӱна́ш
913,anfangen::V,ఆరంభించు,тӱҥала́ш
914,beenden::V,ముగించు,пытара́ш
915,aufhören::V,నిలుపు,чарна́ш
916,gelingen::V,గెలుపాందు,сай лекта́ш
917,geraten::V,వెలువడు,лекта́ш
918,öffnen::V,తెఱచు,поча́ш
919,schließen::V,మూయు,петыра́ш
920,stellen::V,ఉంచు,шында́ш
921,setzen::V,ఉంచు,шында́ш
922,legen::V,పెట్టు,опта́ш
923,legen::V,పెట్టు,пышта́ш
924,berühren::V,తాకు,тӱка́ш
925,verbinden::V,చేర్చుట,пида́ш
926,bedecken::V,మూయు,леведа́ш
927,aufhängen::V,వ్రేలాడదీయు,сака́ш
928,anzünden::V,వెలిగించు,чӱкта́ш
929,aufheben::V,సేకరించు,нӧлтала́ш
930,zurücklassen::V,విడుచు,кода́ш
931,verlieren::V,పోగొట్టుకొను,йомдара́ш
932,fallen lassen::V,జాఱవిడుచు,воза́ш
933,machen::V,చేయు,ышта́ш
934,herstellen::V,ఉత్పత్తిచేయు,ямдыла́ш
935,bauen::V,నిర్మించు,чоҥа́ш
936,reparieren::V,సరిచేయు,ачала́ш
937,verbessern::V,వృద్ధి చేయు,саемда́ш
938,ändern::V,మార్చు,весемда́ш
939,graben::V,త్రవ్వు,кӱнча́ш
940,beugen::V,వంచు,пӱгырта́ш
941,biegen::V,వంచు,лывырта́ш
942,drehen::V,నూలువడుకు,пӱтыра́ш
943,wenden::V,త్రిప్పు,ирала́ш
944,umdrehen::V,త్రిప్పు,савырала́ш
945,heben::V,ఎత్తు,нӧлта́ш
946,hochheben::V,ఎత్తు,нӧлта́ш
947,ergreifen::V,వశపఱచుకొను,руалта́ш
948,halten::V,ఉంచు,куча́ш
949,drücken::V,అణచు,иша́ш
950,drücken::V,అణచు,темда́ш
951,schieben::V,నొక్కు,шӱкала́ш
952,kratzen::V,గోకు,удыра́ш
953,lecken::V,నాకు,нула́ш
954,beißen::V,కఱచు,пура́ш
955,abreißen::V,తెగతెంచు,кӱрла́ш
956,abschneiden::V,తెగకొట్టు,пӱчка́ш
957,binden::V,కట్టు,кылда́ш
958,stecken::V,తగులుకొనివుండుట,шуралта́ш
959,brechen::V,పగులగొట్టు,тодышта́ш
960,klopfen::V,కొట్టు,кыра́ш
961,hauen::V,కొట్టు,тӱя́ш
962,kleben::V,అంటుకొను,клеитла́ш
963,reiben::V,రాచు,йыга́ш
964,reiben::V,రాచు,туржала́ш
965,streichen::V,వ్యాపింపజేయు,шӱра́ш
966,schleifen::V,రాచు,шума́ш
967,schleifen::V,రాచు,яна́ш
968,schneiden::V,కోయు,пӱчка́ш
969,rütteln::V,కుదిలించుట,рӱза́ш
970,schütteln::V,కదల్చు,почка́ш
971,schwenken::V,ఊచుట,рӱза́ш
972,schütten::V,పోయు,опта́ш
973,füllen::V,నింపు,тема́ш
974,einwickeln::V,చుట్టు,вӱдыла́ш
975,tragen::V,మోయు,нумала́ш
976,schleppen::V,ఈడ్చు,шӱдыра́ш
977,ziehen::V,ఈడ్చు,шупша́ш
978,aufbewahren::V,కాపాడు,арала́ш
979,werfen::V,విసరు,шуа́ш
980,werfen::V,విసరు,кышка́ш
981,fangen::V,పట్టుకొను,куча́ш
982,packen::V,పట్టుకొను,руалта́ш
983,verstecken::V,దాచు,тоя́ш
984,teilen::V,భాగించు,пӧла́ш
985,schicken::V,పంపు,колта́ш
986,bringen::V,తెచ్చు,конда́ш
987,hinzufügen::V,చేర్చు,ешара́ш
988,bekommen::V,సంపాదించు,нала́ш
989,erhalten::V,పుచ్చుకొను,нала́ш
990,nehmen::V,తీసికొను,нала́ш
991,wählen::V,ఇష్టపడు,сайла́ш
992,auswählen::V,ఏరుకొను,таҥгла́ш
993,bewahren::V,భద్రపఱుచు,сакла́ш
994,behindern::V,అడ్డగించుట,чаракла́ш
995,verderben::V,చెఱచు,пужа́ш
996,beschädigen::V,చెరుపుట,пужа́ш
997,zerbrechen::V,పగులగొట్టు,пудырта́ш
998,zerreißen::V,చించు,кӱрла́ш
999,zerstören::V,వాశనము చేయు,шалата́ш
1000,verbrennen::V,కాల్చు,йӱлата́ш
1001,geben::V,ఇచ్చు,пуа́ш
1002,reichen::V,అందుకొనుట,пуа́ш
1003,schenken::V,అర్పించు,пӧлекла́ш
1004,versprechen::V,వాగ్దత్తము చేయు,сӧра́ш
1005,wünschen::V,కోరు,тылана́ш
1006,loben::V,స్తుతించు,мокта́ш
1007,küssen::V,ముద్దుపెట్టుకొను,шупшала́ш
1008,wiegen::V,ఊచుట,рӱпша́ш
1009,zudecken::V,మూయు,леведа́ш
1010,wecken::V,నిద్రపలేపుట,помыжалтара́ш
1011,zeigen::V,చూవు,ончыкта́ш
1012,führen::V,దారిచూపు,вӱда́ш
1013,lehren::V,బోధించు,туныкта́ш
1014,unterrichten::V,నేర్పు,туныкта́ш
1015,aufziehen::V,పెంచు,орышта́ш
1016,leiten::V,తీసుకపోవుట,вӱда́ш
1017,leiten::V,తీసుకపోవుట,вуйлата́ш
1018,antreiben::V,ప్రేరేపించు,поктыла́ш
1019,lassen::V,అనుమతించు,-та́ш
1020,einladen::V,ఆహ్వానించు,ӱжа́ш
1021,vereinigen::V,కూడుట,иктешла́ш
1022,besuchen::V,పోయి చూచు,то́лын кая́ш
1023,treffen::V,కలియు,вашлия́ш
1024,sich versammeln::V,కూర్చు,погына́ш
1025,sich versammeln::V,కూర్చు,чумырга́ш
1026,spielen::V,ఆట లాడు,мода́ш
1027,singen::V,పాడు,мура́ш
1028,tanzen::V,నృత్యముచేయు,кушта́ш
1029,sich trennen::V,ఎడబాయుట,ойырла́ш
1030,verlassen::V,విడుచు,кудалта́ш
1031,retten::V,తప్పించుట,утара́ш
1032,bewachen::V,కాపాడు,орола́ш
1033,schützen::V,రక్షించు,арала́ш
1034,verteidigen::V,రక్షించు,арала́ш
1035,sich schlagen::V,జగడమాడు,кредала́ш
1036,schießen::V,కాల్చు,лӱя́ш
1037,siegen::V,గెలుచు,сеҥа́ш
1038,ärgern::V,పీడించుట,сырыкта́ш
1039,schlagen::V,కొట్టు,пера́ш
1040,treten::V,తన్ను,тошка́ш
1041,stechen::V,కుట్టు,кера́ш
1042,stoßen::V,గెంటు,шӱкала́ш
1043,stehlen::V,దొంగిలించు,шолышта́ш
1044,stören::V,కలతపఱచు,мешая́ш
1045,belästigen::V,పీడించు,толаштара́ш
1046,verbergen::V,దాచు,шылта́ш
1047,täuschen::V,మోసము చేయు,ондала́ш
1048,betrügen::V,మోసపుచ్చు,ондала́ш
1049,töten::V,చంపు,пушта́ш
1050,wohnen::V,నివసించు,ила́ш
1051,arbeiten::V,పనిచేయు,пашалана́ш
1052,arbeiten::V,పనిచేయు,паша́м ышта́ш
1053,sammeln::V,ప్రోగుచేయు,пога́ш
1054,pflücken::V,యేరుట,кӱра́ш
1055,jagen::V,వేటాడు,сонарла́ш
1056,fischen::V,వెదకు,кол куча́ш
1057,fassen::V,పట్టుకొమ,куча́ш
1058,hüten::V,మందచేరుట,кӱта́ш
1059,treiben::V,నడపు,покта́ш
1060,anbinden::V,కట్టు,йолышта́ш
1061,füttern::V,భోజనము పెట్టు,пукша́ш
1062,melken::V,పాలు పితుకు,лӱшта́ш
1063,hacken::V,నఱకు,руа́ш
1064,gießen::V,నీళ్ళుకట్టుట,шава́ш
1065,reifen::V,పండుట,кӱа́ш
1066,zubereiten::V,వండు,ямдыла́ш
1067,kochen::V,వండు,шолта́ш
1068,backen::V,రొట్టెకాల్చు,кӱкташ
1069,braten::V,వేపు,пуштыла́ш
1070,braten::V,వేపు,жаритла́ш
1071,umrühren::V,కదులుట,луга́ш
1072,stricken::V,అల్లు,пида́ш
1073,nähen::V,కుట్టు,урга́ш
1074,färben::V,రంగు వేయు,чиялта́ш
1075,reinigen::V,శుభ్రము చేయు,эрыкта́ш
1076,waschen::V,కడుగు,мушка́ш
1077,abwischen::V,తుడుచు,ӱшта́ш
1078,spülen::V,నీటిలో జడించు,шӱалта́ш
1079,fegen::V,ఊడ్చు,ӱшта́ш
1080,kehren::V,ఊడ్చు,ӱшта́ш
1081,baden::V,స్నానము చేయు,йӱштыла́ш
1082,sich waschen::V,కడుగు,мушкылта́ш
1083,ausziehen::V,విప్పు,кудаша́ш
1084,anziehen::V,ధరించు,чия́ш
1085,sich anziehen::V,బట్టలు వేసుకొను,чия́ш
1086,sich anziehen::V,తొడుగుకొను,чия́ш
1087,kämmen::V,దువ్వుట,шера́ш
1088,schmücken::V,అలంకరించు,тӱзата́ш
1089,schmücken::V,అలంకరించు,чеверта́ш
1090,sagen::V,చెప్పు,ойла́ш
1091,sagen::V,చెప్పు,каласа́ш
1092,sprechen::V,చెప్పు,кутыра́ш
1093,reden::V,మాటలాడు,мутлана́ш
1094,sich unterhalten::V,ముచ్చటలాడు,кутыра́ш
1095,fragen::V,ప్రశ్నించు,йода́ш
1096,bitten::V,కోరు,йода́ш
1097,erzählen::V,చెప్పు,ойла́ш
1098,mitteilen::V,తెలియజేయు,увертара́ш
1099,nennen::V,పేరు వెట్టు,лӱмда́ш
1100,rufen::V,పిలుచు,ӱжа́ш
1101,prahlen::V,జల్లి,моктана́ш
1102,übersetzen::V,తర్జుమాచేయు,кусара́ш
1103,denken::V,ఆలోచించు,шона́ш
1104,glauben::V,నమ్ము,ӱшана́ш
1105,bemerken::V,గుర్తించు,шижа́ш
1106,erkennen::V,గుర్తించు,пала́ш
1107,begreifen::V,గ్రహించు,ыҥла́ш
1108,verstehen::V,గ్రహించు,умыла́ш
1109,lernen::V,నేర్చు కొను,тунема́ш
1110,wissen::V,తెలిసికొను,шинча́ш
1111,sich erinnern an::V,జ్ఞాపకముంచుకొను,шарна́ш
1112,vergessen::V,మఱచిపోవు,монда́ш
1113,messen::V,కొలుచుట,виса́ш
1114,zählen::V,లెక్కపెట్టు,шотла́ш
1115,rechnen::V,లెక్కపెట్టు,шотла́ш
1116,lesen::V,చదువు,луда́ш
1117,malen::V,పూనుట,сӱретла́ш
1118,zeichnen::V,వ్రాసుట,сӱретла́ш
1119,schreiben::V,వ్రాయు,воза́ш
1120,besitzen::V,కలిగియుండు,лия́ш
1121,kaufen::V,కొను,нала́ш
1122,verkaufen::V,అమ్ము,ужала́ш
1123,bezahlen::V,చెల్లించు,тӱла́ш
1124,zahlen::V,చెల్లించు,тӱла́ш
1125,beherrschen::V,ఏలు,куча́ш
1126,ertragen::V,భరించు,турка́ш
