,Concept_ID,br,te
688,elf::NUM,unnek,పదునొకొండు
689,zwölf::NUM,daouzek,పండ్రండు
690,zwanzig::NUM,ugent,ఇరుపది
691,dreißig::NUM,tregont,ముప్పది
692,vierzig::NUM,daou-ugent,నలువది
693,fünfzig::NUM,hanter-kant,ఏబది
694,sechzig::NUM,tri-ugent,అరుపది
695,siebzig::NUM,dek ha tri-ugent,డెబ్బది
696,achtzig::NUM,pevar-ugent,ఎనుబది
697,neunzig::NUM,dek ha pevar-ugent,తొంబది
698,hundert::NUM,kant,నూఱు
699,tausend::NUM,mil,వేయి
700,und::CNJ,ha,మఱియు
701,oder::CNJ,pe,లేక
702,stehen::V,bezañ a-sav,నిలుచు
703,sitzen::V,azezañ,కూర్చుండు
704,sitzen::V,bezañ en e goazez,కూర్చుండు
705,liegen::V,bezañ en e c'hourvez,పండుకొనుట
706,hängen::V,krougañ,వ్రేలాడదీయు
707,werden::V,dazonet,అగు
708,passieren::V,c'hoarvezout,సంభవించు
709,beginnen::V,stagañ,ఆరంభించు
710,enden::V,achuiñ,తీరుట
711,wechseln::V,cheñch,మార్చు
712,aufgehen[Sonne]::V,dirouzañ,ఉదయించు
713,scheinen[Sonne]::V,lugernañ,ప్రకాశించు
714,donnern::V,taranal,ఉరుముట
715,wehen::V,c'hwezhañ,దురద్పప్టము
716,strömen::V,deredek,పారుట
717,fließen::V,redek,ప్రవహించు
718,sich drehen::V,troiñ,తిరుగు
719,schwanken::V,trantellat,ఆడించుట
720,schwingen::V,froumal,ఊగుట
721,fallen::V,kouezhañ,పడు
722,brennen::V,deviñ,కాలుట
723,rauchen::V,divogedañ,పొగసుట
724,regnen::V,glavañ,కురిపించుట
725,gefrieren::V,reviñ,గడ్డకట్టు
726,tauen::V,diskornañ,కరగు
727,schmelzen::V,teuziñ,కరగు
728,trocknen::V,sec'hañ,యెండుట
729,sieden::V,berviñ,ఉడుకు
730,faulen::V,breinañ,క్రుళ్లు
731,verfaulen::V,breinañ,క్షిణించు
732,reißen::V,darnaouiñ,చించు
733,versinken::V,sodellañ,మునుగు
734,vergehen::V,tremen,సంభవించు
735,erscheinen::V,donet war-wel,కనబడు
736,verschwinden::V,monet diwar wel,అదృశ్యమగు
737,sinken::V,en em izelat,ముణుగుట
738,abnehmen::V,nebeutaat,తగ్గు
739,zunehmen::V,kreskiñ,పెరుగుట
740,steigen::V,sevel,లేచు
741,wachsen::V,kreskiñ,పెరుగు
742,glänzen::V,lugernañ,ప్రకాశించు
743,funkeln::V,elieniñ,ప్రకాశించు
744,lärmen::V,rabotat,అరుచుట
745,klirren::V,diridignat,ఘంటానాదము
746,klirren::V,sterlinkañ,ఘంటానాదము
747,brausen::V,gwegal,గర్జించు
748,rauschen::V,trouzal,చటచటమనుట
749,klingen::V,seniñ,ధ్వనించుట
750,bellen::V,harzhal,అఱచు
751,heulen::V,yudal,కూయు
752,blasen::V,c'hwezhañ,దురద్పప్టము
753,pfeifen::V,c'hwitellat,ఈలవేయు
754,schreien::V,huchal,అఱచు
755,stöhnen::V,hirvoudiñ,మూలుగు
756,zittern::V,krenañ,వణకు
757,leben::V,bevañ,జీవించుట
758,geboren werden::V,genel,పుట్టుట
759,atmen::V,tennañ e anal,ఉపిరి తీయు
760,trinken::V,evañ,త్రాగు
761,essen::V,debriñ,తిను
762,schlucken::V,lonkañ,మ్రింగు
763,müde werden::V,skuizhañ,అలయు
764,einschlafen::V,menel kousket,నిద్రించు
765,schlafen::V,kousket,నిద్రురించు
766,aufwachen::V,dihuniñ,మేలుకొను
767,aufstehen::V,sevel,లేచు
768,sich erholen::V,diskuizhañ,నడ్డి వాల్చు
769,krank werden::V,klañviñ,జబ్బుపడు
770,krank sein::V,bezañ klañv,జబ్బు చేయు
771,schmerzen::V,skourjezañ,నొచ్చుట
772,husten::V,pasaat,దగ్గుట
773,husten::V,peudal,దగ్గుట
774,genesen::V,pareañ,కుదురుట
775,sterben::V,mervel,మరణించు
776,umkommen::V,perisañ,నశించు
777,sich bewegen::V,bouljal,కదలు
778,sich rühren::V,fiñval,కదలు
779,sich erheben::V,sevel,లేచు
780,sich setzen::V,azezañ,కూర్చుణ్డు
781,sich setzen::V,mont en e goazez,కూర్చుణ్డు
782,hinfallen::V,kouezhañ,దొర్లు
783,laufen::V,redek,నడచు
784,schreiten::V,kerzhet,అడుగుపెట్టుట
785,spazierengehen::V,pourmen,పచారు చేయు
786,eilen::V,hastañ,తొందరపడు
787,sich beeilen::V,hastañ,త్వరపెట్టు
788,sausen::V,karzhañ,విసరికొట్టు
789,rennen::V,redek,పరుగెత్తు
790,springen::V,lammat,దుముకు
791,klettern::V,krimpat,ఎక్కు
792,schaukeln::V,brañsellat,ఉయ్యాల ఊగు 
793,kriechen::V,skrampañ,ప్రాకు
794,schwimmen::V,neuial,ఈదు
795,tauchen::V,splujañ,మునుగు
796,rudern::V,roeñvat,తెడ్లతోఁగడపు
797,fahren::V,kas,నడపు
798,fahren::V,bleniañ,నడపు
799,fliegen::V,nijal,ఎగురు
800,gehen::V,mont,పోవు
801,weggehen::V,mont kuit,బయలుదేరు
802,abfahren::V,mont kuit,విడిచిపోవు
803,anhalten::V,chom a-sav,నిలుపు
804,hineingehen::V,monet e-barzh,ప్రవేశించు
805,eintreten::V,monet e-barzh,ప్రవేశించు
806,kommen::V,dont,వచ్చు
807,ankommen::V,erruout,వచ్చి చేరు
808,zurückkommen::V,addonet,తిరిగీవచ్చుట
809,bleiben::V,chom,ఉండు
810,warten::V,gortoz,కనిపెట్టు
811,erwarten::V,gortoz,నిరిక్షించు
812,suchen::V,klask,వెదకు
813,finden::V,kavout,కనుగొను
814,versuchen::V,klask,ప్రయత్నించు
815,vorbereiten::V,aozañ,తయారుచేయు
816,lieben::V,karout,ప్రేమించు
817,mögen::V,karout,ఇష్టపడు
818,lachen::V,c'hoarzin,నవ్వు
819,rühren::V,tenerañ,గుండె తాకు
820,weinen::V,gouelañ,వీడ్చు
821,schimpfen::V,krozal,గొణుగు
822,sich ärgern::V,fachañ,అలుగు
823,sich ärgern::V,en em fachañ,అలుగు
824,fliehen::V,tec'het,పాఱిపోపు
825,flüchten::V,tuzañ,తప్పించుకొను
826,sehen::V,gwelet,చూచు
827,anschauen::V,sellout ouzh,చూచు
828,ansehen::V,sellout ouzh,కాచియుండు
829,hören::V,klevet,విను
830,zuhören::V,selaou,విను
831,probieren::V,blasa,చవిచూచుట
832,riechen::V,klevet,వాసనచూచు
833,fühlen::V,santout,స్పర్శించుట
834,scheinen::V,diskouez bezañ,కనబడు
835,zu sehen sein::V,bezañ gwelus,చూవు
836,vernehmen::V,merzhañ,విను
837,frieren::V,anoued,చలికి వడకు
838,tun::V,ober,చేయు
839,können::V,gouzout,గల
840,wollen::V,fellout da,కోరు
841,wollen::V,kaout c'hoant da,కోరు
842,anfangen::V,kregiñ,ఆరంభించు
843,beenden::V,achuiñ,ముగించు
844,aufhören::V,paouez,నిలుపు
845,öffnen::V,digeriñ,తెఱచు
846,schließen::V,serriñ,మూయు
847,stellen::V,lakaat,ఉంచు
848,setzen::V,lakaat,ఉంచు
849,legen::V,lakaat,పెట్టు
850,berühren::V,touch,తాకు
851,verbinden::V,eren,చేర్చుట
852,bedecken::V,goloiñ,మూయు
853,aufhängen::V,istribilhañ,వ్రేలాడదీయు
854,anzünden::V,alumiñ,వెలిగించు
855,anzünden::V,c'hwezzañ,వెలిగించు
856,aufheben::V,dastum,సేకరించు
857,zurücklassen::V,lezel,విడుచు
858,verlieren::V,koll,పోగొట్టుకొను
859,fallen lassen::V,laoskel,జాఱవిడుచు
860,fallen lassen::V,lezel da gouezhel,జాఱవిడుచు
861,machen::V,ober,చేయు
862,herstellen::V,fardañ,ఉత్పత్తిచేయు
863,bauen::V,sevel,నిర్మించు
864,reparieren::V,adaozañ,సరిచేయు
865,verbessern::V,gwellaat,వృద్ధి చేయు
866,ändern::V,cheñch,మార్చు
867,graben::V,kleuzañ,త్రవ్వు
868,beugen::V,plegañ,వంచు
869,biegen::V,krommañ,వంచు
870,drehen::V,treiñ,నూలువడుకు
871,wenden::V,treiñ,త్రిప్పు
872,umdrehen::V,treiñ,త్రిప్పు
873,heben::V,sevel,ఎత్తు
874,hochheben::V,sevel,ఎత్తు
875,ergreifen::V,kemer,వశపఱచుకొను
876,halten::V,dalc'hen,ఉంచు
877,drücken::V,bountañ,అణచు
878,schieben::V,poulzañ,నొక్కు
879,kratzen::V,skrabat,గోకు
880,lecken::V,lipat,నాకు
881,beißen::V,kregiñ,కఱచు
882,abreißen::V,diframmañ,తెగతెంచు
883,abschneiden::V,troc'hañ,తెగకొట్టు
884,binden::V,stagañ,కట్టు
885,stecken::V,sankañ,తగులుకొనివుండుట
886,brechen::V,darnaouiñ,పగులగొట్టు
887,klopfen::V,skoiñ,కొట్టు
888,hauen::V,dornañ,కొట్టు
889,kleben::V,pegañ,అంటుకొను
890,reiben::V,taravat,రాచు
891,reiben::V,trekiñ,రాచు
892,streichen::V,toazañ,వ్యాపింపజేయు
893,schleifen::V,lemmañ,రాచు
894,schneiden::V,troc'hañ,కోయు
895,rütteln::V,tordorosañ,కుదిలించుట
896,schütteln::V,hejañ,కదల్చు
897,schütten::V,diskargañ,పోయు
898,füllen::V,kargañ,నింపు
899,einwickeln::V,gronnañ,చుట్టు
900,tragen::V,dougen,మోయు
901,schleppen::V,stlejal,ఈడ్చు
902,ziehen::V,sachañ,ఈడ్చు
903,aufbewahren::V,miret,కాపాడు
904,werfen::V,teuler,విసరు
905,fangen::V,tapañ,పట్టుకొను
906,packen::V,krapat,పట్టుకొను
907,verstecken::V,kuzhat,దాచు
908,teilen::V,rannañ,భాగించు
909,schicken::V,kas,పంపు
910,bringen::V,degas,తెచ్చు
911,hinzufügen::V,lakat ouzhpenn,చేర్చు
912,bekommen::V,kaout,సంపాదించు
913,erhalten::V,kaout,పుచ్చుకొను
914,nehmen::V,kemer,తీసికొను
915,wählen::V,choaz,ఇష్టపడు
916,auswählen::V,dibab,ఏరుకొను
917,bewahren::V,mirout,భద్రపఱుచు
918,behindern::V,diaezañ,అడ్డగించుట
919,verderben::V,lovrañ,చెఱచు
920,beschädigen::V,gwallegañ,చెరుపుట
921,zerbrechen::V,torriñ,పగులగొట్టు
922,zerreißen::V,diroegiñ,చించు
923,zerstören::V,distrujañ,వాశనము చేయు
924,verbrennen::V,deviñ,కాల్చు
925,geben::V,reiñ,ఇచ్చు
926,schenken::V,donezonañ,అర్పించు
927,versprechen::V,prometiñ,వాగ్దత్తము చేయు
928,wünschen::V,hetiñ,కోరు
929,loben::V,feurmiñ,స్తుతించు
930,küssen::V,pokat,ముద్దుపెట్టుకొను
931,wiegen::V,pouezañ,ఊచుట
932,zudecken::V,goloiñ,మూయు
933,wecken::V,dihuniñ,నిద్రపలేపుట
934,zeigen::V,diskouez,చూవు
935,führen::V,kas,దారిచూపు
936,lehren::V,deskiñ,బోధించు
937,unterrichten::V,kelenn,నేర్పు
938,leiten::V,bleinañ,తీసుకపోవుట
939,antreiben::V,poulzañ,ప్రేరేపించు
940,lassen::V,leuskel,అనుమతించు
941,einladen::V,pediñ,ఆహ్వానించు
942,vereinigen::V,unisañ,కూడుట
943,besuchen::V,gweladenniñ,పోయి చూచు
944,treffen::V,kejal,కలియు
945,treffen::V,ankontrañ,కలియు
946,sich versammeln::V,bodennañ,కూర్చు
947,spielen::V,c'hoari,ఆట లాడు
948,singen::V,kanañ,పాడు
949,tanzen::V,dañsal,నృత్యముచేయు
950,sich trennen::V,dispartiañ,ఎడబాయుట
951,verlassen::V,lezel,విడుచు
952,retten::V,saveteiñ,తప్పించుట
953,bewachen::V,mesa,కాపాడు
954,schützen::V,diwall,రక్షించు
955,verteidigen::V,difenn,రక్షించు
956,sich schlagen::V,lopañ,జగడమాడు
957,siegen::V,trec'hiñ,గెలుచు
958,ärgern::V,hegasiñ,పీడించుట
959,schlagen::V,skeiñ,కొట్టు
960,treten::V,botaouiñ,తన్ను
961,stechen::V,pikat,కుట్టు
962,stoßen::V,stokañ,గెంటు
963,stehlen::V,laerezh,దొంగిలించు
964,stören::V,direnkañ,కలతపఱచు
965,belästigen::V,dregasiñ,పీడించు
966,verbergen::V,skoachañ,దాచు
967,täuschen::V,tromplañ,మోసము చేయు
968,betrügen::V,lorbañ,మోసపుచ్చు
969,töten::V,lazhañ,చంపు
970,wohnen::V,bezañ o chom,నివసించు
971,arbeiten::V,labourat,పనిచేయు
972,sammeln::V,dastum,ప్రోగుచేయు
973,pflücken::V,kuntuilhañ,యేరుట
974,jagen::V,chaseal,వేటాడు
975,fischen::V,pesketa,వెదకు
976,fassen::V,pakañ,పట్టుకొమ
977,hüten::V,geota,మందచేరుట
978,anbinden::V,stagañ,కట్టు
979,füttern::V,boueta,భోజనము పెట్టు
980,melken::V,goro,పాలు పితుకు
981,hacken::V,difrakal,నఱకు
982,gießen::V,dourañ,నీళ్ళుకట్టుట
983,reifen::V,azviñ,పండుట
984,zubereiten::V,keginañ,వండు
985,kochen::V,poazhañ,వండు
986,backen::V,fritañ,రొట్టెకాల్చు
987,braten::V,rostañ,వేపు
988,stricken::V,stammañ,అల్లు
989,nähen::V,gwriat,కుట్టు
990,färben::V,livañ,రంగు వేయు
991,reinigen::V,naetañ,శుభ్రము చేయు
992,waschen::V,gwalc'hiñ,కడుగు
993,abwischen::V,torchañ,తుడుచు
994,spülen::V,disgwalc'hiñ,నీటిలో జడించు
995,fegen::V,skubañ,ఊడ్చు
996,kehren::V,skubañ,ఊడ్చు
997,baden::V,kouronkañ,స్నానము చేయు
998,sich waschen::V,en em walc'hiñ,కడుగు
999,sich anziehen::V,gwiskañ,బట్టలు వేసుకొను
1000,sich anziehen::V,gwiskañ,తొడుగుకొను
1001,kämmen::V,kribat,దువ్వుట
1002,schmücken::V,kinklañ,అలంకరించు
1003,sagen::V,larêt,చెప్పు
1004,sagen::V,lavaret,చెప్పు
1005,sprechen::V,komz,చెప్పు
1006,reden::V,kaozeal,మాటలాడు
1007,sich unterhalten::V,balbotal,ముచ్చటలాడు
1008,fragen::V,goulenn,ప్రశ్నించు
1009,bitten::V,goulenn,కోరు
1010,erzählen::V,kontañ,చెప్పు
1011,mitteilen::V,kemenn,తెలియజేయు
1012,nennen::V,anviñ,పేరు వెట్టు
1013,rufen::V,gelver,పిలుచు
1014,prahlen::V,fougeal,జల్లి
1015,übersetzen::V,treiñ,తర్జుమాచేయు
1016,denken::V,soñjal,ఆలోచించు
1017,glauben::V,krediñ,నమ్ము
1018,bemerken::V,apresevañ,గుర్తించు
1019,erkennen::V,anavout,గుర్తించు
1020,begreifen::V,meizañ,గ్రహించు
1021,verstehen::V,kompren,గ్రహించు
1022,lernen::V,deskiñ,నేర్చు కొను
1023,wissen::V,gouzout,తెలిసికొను
1024,sich erinnern an::V,kaout soñj e,జ్ఞాపకముంచుకొను
1025,vergessen::V,ankouaat,మఱచిపోవు
1026,messen::V,muzuliañ,కొలుచుట
1027,zählen::V,kontañ,లెక్కపెట్టు
1028,rechnen::V,jedañ,లెక్కపెట్టు
1029,lesen::V,lenn,చదువు
1030,malen::V,livañ,పూనుట
1031,zeichnen::V,tresañ,వ్రాసుట
1032,schreiben::V,skrivañ,వ్రాయు
1033,besitzen::V,kaout,కలిగియుండు
1034,kaufen::V,prenañ,కొను
1035,verkaufen::V,gwerzhañ,అమ్ము
1036,bezahlen::V,paeañ,చెల్లించు
1037,zahlen::V,paeañ,చెల్లించు
1038,beherrschen::V,mestroniañ,ఏలు
1039,ertragen::V,anduriñ,భరించు
1040,Grube::N,,గొయ్యి
1041,Spur::N,,జాడ
1042,Lehm::N,,బంకమన్ను
1043,Laut::N,,ధ్వని
1044,Winkel::N,,కోణము
1045,Lagerfeuer::N,,నెగడు
1046,vergebens::ADV,,నిష్ఫలముగా
1047,untergehen[Sonne]::V,,అస్తమించు
1048,läuten::V,,మేళవించుట
1049,klingeln::V,,వాయించుట
1050,sich fürchten::V,,భయపడు
1051,fürchten::V,,భయపడు
1052,gelingen::V,,గెలుపాందు
1053,geraten::V,,వెలువడు
1054,schwenken::V,,ఊచుట
1055,reichen::V,,అందుకొనుట
1056,aufziehen::V,,పెంచు
1057,schießen::V,,కాల్చు
1058,treiben::V,,నడపు
1059,umrühren::V,,కదులుట
1060,ausziehen::V,,విప్పు
1061,anziehen::V,,ధరించు
