,Concept_ID,fa,pl
318,Gesellschaft::N,جمعیت,towarzystwo
319,Hilfe::N,کمک,pomoc
320,Freund::N,دوست,przyjaciel
321,Kamerad::N,رفیق,kolega
322,Angelegenheit::N,امر,sprawa
323,Angelegenheit::N,قضیه,sprawa
324,Anzahl::N,عده,ilość
325,Anzahl::N,شمار,ilość
326,Art::N,نوع,rodzaj
327,Stück::N,تکه,kawałek
328,Stück::N,قطعه,kawałek
329,Teil::N,بخش,część
330,Teil::N,قسمت,część
331,Hälfte::N,نیم,połowa
332,Kreis::N,حلقه,krąg
333,Kreis::N,دایره,krąg
334,Kreuz::N,صلیب,krzyż
335,Linie::N,خط,linia
336,Linie::N,سطر,linia
337,Strich::N,خط,kreska
338,Abstand::N,فاصله,odstęp
339,Entfernung::N,مسافت,odległość
340,Gegend::N,منطقه,okolica
341,Platz::N,گنجایش,miejsce
342,Ort::N,جا,miejsce
343,Ort::N,محل,miejsce
344,Ort::N,مکان,miejsce
345,Seite::N,طرف,bok
346,Seite::N,طرف,strona
347,Mitte::N,وسط,środek
348,Mitte::N,میان,środek
349,Gegenstand::N,چیز,przedmiot
350,Sache::N,چیز,rzecz
351,Rand::N,کنار,skraj
352,Rand::N,کنار,krawędź
353,Rand::N,حاشیه,skraj
354,Rand::N,حاشیه,krawędź
355,Kante::N,لبه,kant
356,Kante::N,لبه,krawędź
357,Ecke::N,گوشه,róg
358,Spitze::N,سر,ostrze
359,Spitze::N,نوک,ostrze
360,Ende::N,ته,koniec
361,Ende::N,آخر,koniec
362,Loch::N,سوراخ,dziura
363,Winkel::N,کنج,kąt
364,Winkel::N,کنج,kącik
365,Muster::N,نقش,wzór
366,Größe::N,قد,rozmiar
367,Größe::N,قد,wielkość
368,Größe::N,بزرگی,rozmiar
369,Größe::N,بزرگی,wielkość
370,Länge::N,طول,długość
371,Höhe::N,بلندی,wysokość
372,Gewicht::N,وزن,ciężar
373,Menge::N,مقدار,ilość
374,Menge::N,اندازه,ilość
375,Haufen::N,توده,kupa
376,Reihe::N,ردیف,rząd
377,Reihe::N,ردیف,szereg
378,Boot::N,قایق,łódź
379,Boot::N,قایق,łódka
380,Ruder::N,پارو,wiosło
381,Schlitten::N,سورتمه,sanki
382,Ski::N,اسکی,narta
383,Lagerfeuer::N,آتش,ognisko
384,Last::N,بار,ciężar
385,Last::N,بار,brzemię
386,Last::N,سنگینی,ciężar
387,Last::N,سنگینی,brzemię
388,Gang::N,راه رفتن,chód
389,Schritt::N,قدم,krok
390,Norden::N,شمال,północ
391,Süden::N,جنوب,południe
392,Westen::N,غرب,zachód
393,Osten::N,شرق,wschód
394,Holz::N,چوب,drzewo
395,Brett::N,تخته,deska
396,Platte::N,صفحه,płyta
397,Stütze::N,تکیه,podpora
398,Stange::N,میله,drąg
399,Stange::N,میله,żerdź
400,Stock::N,چوب,kij
401,Stock::N,چوب,laska
402,Stab::N,عصا,pręt
403,Rohr::N,لوله,rura
404,Haus::N,منزل,dom
405,Heim::N,خانه,dom
406,Heim::N,کاشانه,dom
407,Ofen::N,بخاری,piec
408,Fußboden::N,کف اتاق,podłoga
409,Tisch::N,میز,stół
410,Stuhl::N,صندلی,krzesło
411,Wiege::N,گهواره,kołyska
412,Bett::N,تختخواب,łóżko
413,Bett::N,تختخواب,pościel
414,Regal::N,قفسه,regał
415,Kiste::N,صندوق,skrzynia
416,Fenster::N,پنجره,okno
417,Tür::N,در,drzwi
418,Tür::N,درب,drzwi
419,Tor::N,دروازه,brama
420,Zaun::N,حصار,płot
421,Zaun::N,حصار,parkan
422,Dach::N,بام,dach
423,Leiter::N,نردبان,drabina
424,Besen::N,جارو,miotła
425,Spaten::N,بیل,rydel
426,Schaufel::N,بیل,łopata
427,Schaufel::N,پارو,łopata
428,Gabel::N,چنگال,widelec
429,Löffel::N,قاشق,łyżka
430,Messer::N,کارد,nóż
431,Nagel::N,میخ,gwóźdź
432,Netz::N,تور,sieć
433,Netz::N,شبکه,sieć
434,Haken::N,قلاب,hak
435,Griff::N,دسته,chwyt
436,Schloss::N,قفل,zamek
437,Bild::N,عکس,obraz
438,Bild::N,تصویر,obraz
439,Figur::N,تندیس,figura
440,Puppe::N,عروسک,lalka
441,Beutel::N,کیسه,torba
442,Bündel::N,بسته,wiązka
443,Tasche::N,کیف,torba
444,Eimer::N,سطل,kubeł
445,Eimer::N,سطل,wiadro
446,Deckel::N,در,przykrywka
447,Geschirr::N,ظرف,statki
448,Geschirr::N,ظرف,naczynia
449,Sack::N,گونی,worek
450,Tasse::N,فنجان,filiżanka
451,Topf::N,دیگ,garnek
452,Topf::N,قابلمه,garnek
453,Kessel::N,دیگ,kocioł
454,Essen::N,خوراک,jedzenie
455,Nahrung::N,غذا,pokarm
456,Nahrung::N,غذا,pożywienie
457,Speise::N,خوراک,potrawa
458,Speise::N,خوراک,jedzenie
459,Fleisch::N,گوشت,mięso
460,Getreide::N,غله,zboże
461,Brei::N,فرنی,kasza
462,Brei::N,حریره,kasza
463,Brot::N,نان,chleb
464,Scheibe::N,قاچ,kromka
465,Scheibe::N,لزگه,kromka
466,Fett::N,چربی,tłuszcz
467,Butter::N,کره,masło
468,Öl::N,روغن,olej
469,Salz::N,نمک,sól
470,Suppe::N,آش,zupa
471,Suppe::N,سوپ,zupa
472,Honig::N,عسل,miód
473,Milch::N,شیر,mleko
474,Tee::N,چای,herbata
475,Leder::N,چرم,skóra
476,Wolle::N,پشم,wełna
477,Stoff::N,پارچه,tkanina
478,Stoff::N,پارچه,materiał
479,Nadel::N,سوزن,igła
480,Faden::N,نخ,nić
481,Faden::N,نخ,nitka
482,Knopf::N,دکمه,guzik
483,Knoten::N,گره,węzeł
484,Farbe::N,رنگ,farba
485,Kleidung::N,لباس,odzież
486,Kleidung::N,پوشاک,odzież
487,Hemd::N,پیراهن,koszula
488,Kragen::N,یقه,kołnierz
489,Ärmel::N,آستین,rękaw
490,Hose::N,شلوار,spodnie
491,Gürtel::N,کمر‌بند,pasek
492,Mütze::N,کلاه,czapka
493,Schuh::N,کفش,but
494,Schuh::N,کفش,bucik
495,Stiefel::N,چکمه,but
496,Stiefel::N,چکمه,kozak
497,Ring::N,حلقه,pierścień
498,Ring::N,انگشتر,pierścień
499,Band::N,نوار,wstęga
500,Band::N,روبان,wstęga
501,Kamm::N,شانه,grzebień
502,Spiegel::N,آینه,lustro
503,Riemen::N,تسمه,rzemień
504,Schnur::N,ریسمان,sznur
505,Leine::N,قلاده,smycz
506,Decke::N,پتو,kołdra
507,Kissen::N,بالش,poduszka
508,Tuch::N,شال,chustka
509,Handtuch::N,حوله,ręcznik
510,Kraft::N,نیرو,moc
511,Kraft::N,نیرو,siła
512,Stärke::N,زور,moc
513,Stärke::N,زور,siła
514,Gesundheit::N,سلامتی,zdrowie
515,Gesundheit::N,تندرستی,zdrowie
516,Krankheit::N,بیماری,choroba
517,Schmerz::N,درد,ból
518,Wunde::N,زخم,rana
519,Fieber::N,تب,gorączka
520,Arznei::N,دارو,lekarstwo
521,Brücke::N,پل,most
522,Brunnen::N,چاه,studnia
523,Weide::N,چراگاه,pastwisko
524,Pfad::N,راه,ścieżka
525,Weg::N,راه,droga
526,Weg::N,طریق,droga
527,Straße::N,راه,ulica
528,Straße::N,جاده,ulica
529,Dorf::N,ده,wieś
530,Dorf::N,روستا,wieś
531,Stadt::N,شهر,miasto
532,Brief::N,نامه,list
533,Buch::N,کتاب,książka
534,Buchstabe::N,حرف,litera
535,Zeitung::N,روزنامه,gazeta
536,Zeitung::N,روزنامه,dziennik
537,Leben::N,عمر,życie
538,Leben::N,زندگی,życie
539,Tod::N,مرگ,śmierć
540,Grab::N,گور,grób
541,Grab::N,مزار,grób
542,Kirche::N,کلیسا,kościół
543,Sünde::N,بزه,grzech
544,Sünde::N,گناه,grzech
545,Gott::N,خدا,bóg
546,Arbeiter::N,کارگر,robotnik
547,Chef::N,رئیس,szef
548,Meister::N,استاد,mistrz
549,Meister::N,استاد,majster
550,Arzt::N,پزشک,lekarz
551,Lehrer::N,معلم,nauczyciel
552,Lehrer::N,آموزگار,nauczyciel
553,Geld::N,پول,pieniądze
554,Geschäft::N,کار,sprawa
555,Geschäft::N,کار,interes
556,Geschäft::N,بیزنس,sprawa
557,Geschäft::N,بیزنس,interes
558,Laden::N,دکان,sklep
559,Laden::N,مغازه,sklep
560,Preis::N,بها,cena
561,Preis::N,قیمت,cena
562,Ware::N,جنس,towar
563,Ware::N,کالا,towar
564,Nutzen::N,مزیت,pożytek
565,Nutzen::N,امتیاز,pożytek
566,Reichtum::N,مال,bogactwo
567,Reichtum::N,ثروت,bogactwo
568,Welt::N,دنیا,świat
569,Land::N,کشور,kraj
570,Land::N,مملکت,kraj
571,Staat::N,دولت,państwo
572,König::N,شاه,król
573,König::N,پادشاه,król
574,Macht::N,قدرت,władza
575,Macht::N,اختیار,władza
576,Grenze::N,مرز,granica
577,Krieg::N,جنگ,wojna
578,Feind::N,دشمن,wróg
579,Gewalt::N,زور,władza
580,Gewalt::N,خشونت,władza
581,Kampf::N,نبرد,bój
582,Kampf::N,نبرد,walka
583,Kampf::N,مبارزه,bój
584,Kampf::N,مبارزه,walka
585,Bogen[Waffe]::N,کمان,łuk
586,Pfeil::N,تیر,strzała
587,Gewehr::N,تفنگ,karabin
588,Fehler::N,غلط,błąd
589,Fehler::N,اشتباه,błąd
590,Lüge::N,دروغ,kłamstwo
591,Schaden::N,آسیب,szkoda
592,Schaden::N,خسارت,szkoda
593,Unglück::N,بلا,nieszczęście
594,Schuld::N,گناه,wina
595,Schuld::N,تقصیر,wina
596,Alter::N,سن,wiek
597,Alter::N,عمر,wiek
598,Schluss::N,انتها,koniec
599,Schluss::N,انتها,zakończenie
600,Zeit::N,وقت,czas
601,Zeit::N,زمان,czas
602,Tag::N,روز,dzień
603,Morgen::N,صبح,ranek
604,Morgen::N,صبح,poranek
605,Mittag::N,ظهر,południe
606,Abend::N,شب,wieczór
607,Abend::N,عصر,wieczór
608,Nacht::N,شب,noc
609,Woche::N,هفته,tydzień
610,Monat::N,ماه,miesiąc
611,Jahr::N,سال,rok
612,Frühling::N,بهار,wiosna
613,Sommer::N,تابستان,lato
614,Herbst::N,پاییز,jesień
615,Winter::N,زمستان,zima
616,Januar::N,ژانویه,styczeń
617,Februar::N,فوریه,luty
618,März::N,مارس,marzec
619,April::N,آوریل,kwiecień
620,Mai::N,مه,maj
621,Juni::N,ژوئن,czerwiec
622,Juli::N,ژویه,lipiec
623,August::N,اوت,sierpień
624,September::N,سپتامبر,wrzesień
625,Oktober::N,اکتبر,październik
626,November::N,نوامبر,listopad
627,Dezember::N,دسامبر,grudzień
628,Montag::N,دو‌شنبه,poniedziałek
629,Dienstag::N,سه‌شنبه,wtorek
630,Mittwoch::N,چهار‌شنبه,środa
631,Donnerstag::N,پنج شنبه,czwartek
632,Freitag::N,جمعه,piątek
633,Samstag::N,شنبه,sobota
634,Sonntag::N,یکشنبه,niedziela
635,groß::A,بزرگ,duży
636,groß::A,بزرگ,wielki
637,klein::A,کوچک,mały
638,lang::A,بلند,długi
639,kurz::A,کوتاه,krótki
640,breit::A,پهن,szeroki
641,schmal::A,تنگ,wąski
642,schmal::A,نازک,wąski
643,dicht::A,چگال,gęsty
644,dicht::A,انبوه,gęsty
645,dick[Gegenstand]::A,ضخیم,gruby
646,dünn::A,نازک,cienki
647,fein::A,ریز,drobny
648,fein::A,باریک,drobny
649,fest::A,محکم,mocny
650,fest::A,محکم,twardy
651,flach::A,صاف,płaski
652,flach::A,مسطح,płaski
653,glatt::A,لیز,gładki
654,hart::A,سفت,twardy
655,weich::A,نرم,miękki
656,weich::A,ملایم,miękki
657,rund::A,گرد,okrągły
658,spitz::A,تیز,spiczasty
659,spitz::A,نوک‌تیز,spiczasty
660,scharf::A,تیز,ostry
661,scharf::A,برنده,ostry
662,stumpf::A,کند,tępy
663,schwer::A,سنگین,ciężki
664,schön::A,زیبا,ładny
665,schön::A,زیبا,piękny
666,heiß::A,داغ,gorący
667,warm::A,گرم,ciepły
668,kalt::A,سرد,zimny
669,kühl::A,خنک,chłodny
670,frisch::A,تازه,świeży
671,feucht::A,مرطوب,wilgotny
672,nass::A,تر,mokry
673,nass::A,خیش,mokry
674,trocken::A,خشک,suchy
675,voll::A,پر,pełny
676,leer::A,خالی,pusty
677,leer::A,خالی,próżny
678,offen::A,باز,otwarty
679,geschlossen::A,بسته,zamknięty
680,sauber::A,پاک,czysty
681,sauber::A,تمیز,czysty
682,schmutzig::A,کثیف,brudny
683,schmutzig::A,آلوده,brudny
684,roh::A,خام,surowy
685,reif::A,رسیده,dojrzały
686,lecker::A,لذیذ,smaczny
687,lecker::A,خوشمزه,smaczny
688,süß::A,شیرین,słodki
689,bitter::A,تلخ,gorzki
690,sauer::A,ترش,kwaśny
691,hell::A,روشن,jasny
692,dunkel::A,تاریک,ciemny
693,schwarz::A,سیاه,czarny
694,weiß::A,سفید,biały
695,rot::A,سرخ,czerwony
696,rot::A,قرمز,czerwony
697,gelb::A,زرد,żółty
698,blau::A,آبی,błękitny
699,blau::A,آبی,niebieski
700,grün::A,سبز,zielony
701,grau::A,طوسی,szary
702,grau::A,خاکستری,szary
703,bunt::A,رنگارنگ,barwny
704,billig::A,ارزان,tani
705,teuer::A,گران,drogi
706,wertvoll::A,قیمتی,cenny
707,wertvoll::A,گرانبها,cenny
708,blind::A,کور,ślepy
709,blind::A,نابینا,ślepy
710,taub::A,کر,głuchy
711,taub::A,ناشنوا,głuchy
712,kräftig::A,قوی,mocny
713,stark::A,قوی,silny
714,stark::A,نیرومند,silny
715,schwach::A,ضعیف,słaby
716,fett::A,چرب,tłusty
717,schlank::A,باریک‌اندام,smukły
718,hübsch::A,قشنگ,ładny
719,hübsch::A,خوشگل,ładny
720,böse::A,بد,zły
721,dumm::A,احمق,głupi
722,faul::A,لش,leniwy
723,faul::A,تنبل,leniwy
724,fleißig::A,زرنگ,pilny
725,geizig::A,خسیس,skąpy
726,klug::A,عاقل,mądry
727,klug::A,باهوش,mądry
728,geschickt::A,ماهر,zręczny
729,lieb::A,عزیز,miły
730,lustig::A,شاد,wesoły
731,lustig::A,خوشحال,wesoły
732,sanft::A,لطیف,łagodny
733,hungrig::A,گرسنه,głodny
734,krank::A,مریض,chory
735,krank::A,بیمار,chory
736,nackt::A,لخت,nagi
737,nackt::A,برهنه,nagi
738,traurig::A,غمگین,smutny
739,lebendig::A,زنده,żywy
740,gut::A,خوب,dobry
741,schlecht::A,بد,zły
742,richtig::A,درست,słuszny
743,richtig::A,درست,właściwy
744,schlimm::A,وخيم,zły
745,wahr::A,درست,prawdziwy
746,wahr::A,حقیقی,prawdziwy
747,alt::A,کهنه,stary
748,neu::A,نو,nowy
749,ehemalig::A,قبلی,były
750,alt[Lebewesen]::A,پیر,stary
751,jung::A,جوان,młody
752,arm::A,فقیر,ubogi
753,arm::A,فقیر,biedny
754,reich::A,پولدار,bogaty
755,reich::A,ثروتمند,bogaty
756,bekannt::A,آشنا,znany
757,bekannt::A,معلوم,znany
758,berühmt::A,مشهور,słynny
759,fremd::A,خارجی,obcy
760,fremd::A,خارجی,cudzy
761,fremd::A,بیگانه,obcy
762,fremd::A,بیگانه,cudzy
763,verschieden::A,مختلف,różny
764,verschieden::A,متفاوت,różny
765,nah::A,نزدیک,bliski
766,fern::A,دور,daleki
767,linker::A,چپ,lewy
768,rechter::A,راست,prawy
769,anderer::A,دیگر,inny
770,erster::A,اول,pierwszy
771,zweiter::A,دوم,drugi
772,dritter::A,سوم,trzeci
773,letzter::A,آخر,ostatni
774,allein::ADV,تنها,sam
775,auf einmal::ADV,همزمان,naraz
776,zusammen::ADV,باهم,razem
777,lange::ADV,مدت‌ها,długo
778,lange::ADV,مدت زیادی,długo
779,plötzlich::ADV,ناگهان,nagle
780,sofort::ADV,فوراً,natychmiast
781,später::ADV,بعدها,później
782,jetzt::ADV,حالا,teraz
783,jetzt::ADV,حالا,obecnie
784,jetzt::ADV,اکنون,teraz
785,jetzt::ADV,اکنون,obecnie
786,heute::ADV,امروز,dziś
787,heute::ADV,امروز,dzisiaj
788,morgen::ADV,فردا,jutro
789,bald::ADV,زود,wkrótce
790,bald::ADV,بزودی,wkrótce
791,dann::ADV,سپس,potem
792,dann::ADV,آنوقت,potem
793,gestern::ADV,دیروز,wczoraj
794,einst::ADV,وقتی,kiedyś
795,einst::ADV,وقتی,niegdyś
796,einst::ADV,زمانی,kiedyś
797,einst::ADV,زمانی,niegdyś
798,damals::ADV,آنوقت,wtedy
799,damals::ADV,آنوقت,wówczas
800,damals::ADV,آنزمان,wtedy
801,damals::ADV,آنزمان,wówczas
802,danach::ADV,بعد,następnie
