,Concept_ID,ca,pl
194,Barsch::N,perca,okoń
195,Hecht::N,lluç,szczupak
196,Schlange[Tier]::N,serp,wąż
197,Schlange[Tier]::N,serp,żmija
198,Wurm::N,cuc,robak
199,Spinne::N,aranya,pająk
200,Ameise::N,formiga,mrówka
201,Laus::N,poll,wesz
202,Mücke::N,mosquit,komar
203,Fliege::N,mosca,mucha
204,Schmetterling::N,papallona,motyl
205,Beere::N,baia,jagoda
206,Apfel::N,poma,jabłko
207,Pilz::N,bolet,grzyb
208,Zwiebel::N,ceba,cebula
209,Saat::N,sembra,siew
210,Korn::N,gra,ziarno
211,Heu::N,fenc,siano
212,Schale::N,closca,łupina
213,Grube::N,sot,dół
214,Grube::N,sot,jama
215,Grube::N,clot,dół
216,Grube::N,clot,jama
217,Falle::N,trampa,pułapka
218,Schlinge::N,baga,sidła
219,Spur::N,traça,ślad
220,Asche::N,cendra,popiół
221,Dreck::N,llot,brud
222,Eisen::N,ferro,żelazo
223,Gold::N,or,złoto
224,Silber::N,plata,srebro
225,Kohle::N,carbó,węgiel
226,Glas::N,vidre,szkło
227,Lehm::N,fang,glina
228,Lehm::N,argila,glina
229,Sand::N,arena,piasek
230,Mensch::N,humà,człowiek
231,Mensch::N,persona,człowiek
232,Mann::N,home,mężczyzna
233,Frau::N,dona,kobieta
234,Kind::N,nen,dziecko
235,Junge::N,noi,chłopak
236,Junge::N,noi,chłopiec
237,Mädchen::N,noia,dziewczynka
238,Familie::N,família,rodzina
239,Großvater::N,avi,dziadek
240,Großmutter::N,àvia,babka
241,Eltern::N,pares,rodzice
242,Vater::N,pare,ojciec
243,Mutter::N,mare,matka
244,Sohn::N,fill,syn
245,Tochter::N,filla,córka
246,Bruder::N,germà,brat
247,Schwester::N,germana,siostra
248,Onkel::N,oncle,wuj
249,Onkel::N,oncle,stryj
250,Tante::N,tia,ciotka
251,Ehemann::N,espòs,mąż
252,Ehefrau::N,muller,żona
253,Freude::N,goig,radość
254,Freude::N,alegria,radość
255,Gelächter::N,riallada,śmiech
256,Glück::N,felicitat,szczęście
257,Kummer::N,pena,zmartwienie
258,Wunsch::N,desig,życzenie
259,Lust::N,ganes,chęć
260,Lust::N,ganes,ochota
261,Geist::N,ment,duch
262,Geist::N,esperit,duch
263,Gedanke::N,pensament,myśl
264,Gedächtnis::N,memòria,pamięć
265,Verstand::N,raó,rozum
266,Verstand::N,seny,rozum
267,Sinn::N,solta,zmysł
268,Sinn::N,sentit,zmysł
269,Grund::N,raó,powód
270,Grund::N,causa,powód
271,Wahrheit::N,veritāt,prawda
272,Gespräch::N,conversa,rozmowa
273,Märchen::N,conte,bajka
274,Erzählung::N,narració,opowiadanie
275,Nachricht::N,missatge,wiadomość
276,Neuigkeit::N,novetat,nowina
277,Name::N,nom,imię
278,Rätsel::N,endevinalla,zagadka
279,Rede::N,discurs,mowa
280,Sprache::N,llēngua,język
281,Stimme::N,veu,głos
282,Wort::N,mot,słowo
283,Wort::N,paraula,słowo
284,Zeichen::N,signe,znak
285,Zeichen::N,senyal,znak
286,Ruf::N,crida,wołanie
287,Lärm::N,sorōll,hałas
288,Lärm::N,sorōll,zgiełk
289,Laut::N,so,dźwięk
290,Ton::N,to,ton
291,Ton::N,to,dźwięk
292,Lied::N,cançó,pieśń
293,Lied::N,cançó,piosenka
294,Ruhe::N,calma,spokój
295,Ruhe::N,silenci,spokój
296,Leute::N,gent,ludzie
297,Volk::N,poble,naród
298,Arbeit::N,labor,praca
299,Arbeit::N,labor,robota
300,Arbeit::N,treball,praca
301,Arbeit::N,treball,robota
302,Gast::N,hoste,gość
303,Geschenk::N,regal,prezent
304,Geschenk::N,regal,podarunek
305,Geschenk::N,obsequi,prezent
306,Geschenk::N,obsequi,podarunek
307,Spiel::N,joc,gra
308,Spiel::N,joc,zabawa
309,Gesellschaft::N,companyia,towarzystwo
310,Hilfe::N,ajut,pomoc
311,Freund::N,amīc,przyjaciel
312,Kamerad::N,company,kolega
313,Kamerad::N,camarada,kolega
314,Angelegenheit::N,afer,sprawa
315,Angelegenheit::N,assumpte,sprawa
316,Anzahl::N,nombre,ilość
317,Anzahl::N,quantitat,ilość
318,Art::N,tipus,rodzaj
319,Art::N,classe,rodzaj
320,Stück::N,peça,kawałek
321,Teil::N,part,część
322,Hälfte::N,meitat,połowa
323,Kreis::N,cercle,krąg
324,Kreuz::N,creu,krzyż
325,Linie::N,línia,linia
326,Strich::N,traç,kreska
327,Strich::N,ratlla,kreska
328,Abstand::N,distància,odstęp
329,Entfernung::N,distància,odległość
330,Gegend::N,regió,okolica
331,Gegend::N,contrada,okolica
332,Platz::N,cabuda,miejsce
333,Ort::N,lloc,miejsce
334,Seite::N,banda,bok
335,Seite::N,banda,strona
336,Seite::N,costāt,bok
337,Seite::N,costāt,strona
338,Mitte::N,mig,środek
339,Mitte::N,centre,środek
340,Gegenstand::N,objecte,przedmiot
341,Sache::N,cosa,rzecz
342,Rand::N,vora,skraj
343,Rand::N,vora,krawędź
344,Rand::N,marge,skraj
345,Rand::N,marge,krawędź
346,Kante::N,caire,kant
347,Kante::N,caire,krawędź
348,Kante::N,cantell,kant
349,Kante::N,cantell,krawędź
350,Ecke::N,cantonada,róg
351,Spitze::N,punta,ostrze
352,Ende::N,cap,koniec
353,Loch::N,forāt,dziura
354,Winkel::N,racó,kąt
355,Winkel::N,racó,kącik
356,Muster::N,dibuix,wzór
357,Muster::N,disseny,wzór
358,Größe::N,grandària,rozmiar
359,Größe::N,grandària,wielkość
360,Länge::N,longitud,długość
361,Höhe::N,altura,wysokość
362,Höhe::N,altitud,wysokość
363,Gewicht::N,pes,ciężar
364,Menge::N,quantitat,ilość
365,Haufen::N,pila,kupa
366,Reihe::N,fila,rząd
367,Reihe::N,fila,szereg
368,Boot::N,bot,łódź
369,Boot::N,bot,łódka
370,Boot::N,barca,łódź
371,Boot::N,barca,łódka
372,Ruder::N,rem,wiosło
373,Schlitten::N,trineu,sanki
374,Ski::N,esquí,narta
375,Lagerfeuer::N,foc de campament,ognisko
376,Last::N,càrrega,ciężar
377,Last::N,càrrega,brzemię
378,Gang::N,marxa,chód
379,Schritt::N,pas,krok
380,Norden::N,nord,północ
381,Süden::N,sud,południe
382,Westen::N,oest,zachód
383,Westen::N,occident,zachód
384,Osten::N,est,wschód
385,Osten::N,orient,wschód
386,Holz::N,fusta,drzewo
387,Brett::N,taula,deska
388,Platte::N,placa,płyta
389,Stütze::N,suport,podpora
390,Stange::N,vara,drąg
391,Stange::N,vara,żerdź
392,Stock::N,pal,kij
393,Stock::N,pal,laska
394,Stab::N,bastó,pręt
395,Rohr::N,tub,rura
396,Haus::N,casa,dom
397,Heim::N,llar,dom
398,Ofen::N,estufa,piec
399,Fußboden::N,terra,podłoga
400,Tisch::N,taula,stół
401,Stuhl::N,cadira,krzesło
402,Wiege::N,bressol,kołyska
403,Bett::N,llit,łóżko
404,Bett::N,llit,pościel
405,Regal::N,prestatgeria,regał
406,Kiste::N,caixa,skrzynia
407,Fenster::N,finestra,okno
408,Tür::N,porta,drzwi
409,Tor::N,portal,brama
410,Zaun::N,tanca,płot
411,Zaun::N,tanca,parkan
412,Dach::N,teulada,dach
413,Leiter::N,escala,drabina
414,Leiter::N,escala de mà,drabina
415,Besen::N,escombra,miotła
416,Spaten::N,pala,rydel
417,Schaufel::N,pala,łopata
418,Gabel::N,forquilla,widelec
419,Löffel::N,cullera,łyżka
420,Messer::N,coltell,nóż
421,Nagel::N,clau,gwóźdź
422,Netz::N,filat,sieć
423,Haken::N,ganxo,hak
424,Griff::N,puny,chwyt
425,Griff::N,mànec,chwyt
426,Schloss::N,pany,zamek
427,Bild::N,imatge,obraz
428,Figur::N,figura,figura
429,Puppe::N,nina,lalka
430,Beutel::N,bossa,torba
431,Bündel::N,feix,wiązka
432,Bündel::N,paquet,wiązka
433,Tasche::N,bossa,torba
434,Eimer::N,galleda,kubeł
435,Eimer::N,galleda,wiadro
436,Deckel::N,tapa,przykrywka
437,Deckel::N,tapadora,przykrywka
438,Geschirr::N,vaixella,statki
439,Geschirr::N,vaixella,naczynia
440,Sack::N,sac,worek
441,Sack::N,saca,worek
442,Tasse::N,tassa,filiżanka
443,Topf::N,pot,garnek
444,Topf::N,olla,garnek
445,Kessel::N,caldera,kocioł
446,Essen::N,àpat,jedzenie
447,Essen::N,menjada,jedzenie
448,Nahrung::N,aliment,pokarm
449,Nahrung::N,aliment,pożywienie
450,Speise::N,plat,potrawa
451,Speise::N,plat,jedzenie
452,Fleisch::N,carn,mięso
453,Getreide::N,cereals,zboże
454,Brei::N,puré,kasza
455,Brot::N,pa,chleb
456,Scheibe::N,tall,kromka
457,Scheibe::N,llesca,kromka
458,Fett::N,greix,tłuszcz
459,Butter::N,mantega,masło
460,Öl::N,oli,olej
461,Salz::N,sal,sól
462,Suppe::N,sopa,zupa
463,Honig::N,mel,miód
464,Milch::N,llet,mleko
465,Tee::N,te,herbata
466,Leder::N,cuir,skóra
467,Wolle::N,llana,wełna
468,Stoff::N,tela,tkanina
469,Stoff::N,tela,materiał
470,Nadel::N,agulla,igła
471,Faden::N,fil,nić
472,Faden::N,fil,nitka
473,Knopf::N,botó,guzik
474,Knoten::N,nus,węzeł
475,Farbe::N,pintura,farba
476,Kleidung::N,roba,odzież
477,Kleidung::N,vestits,odzież
478,Hemd::N,camisa,koszula
479,Kragen::N,coll,kołnierz
480,Ärmel::N,màniga,rękaw
481,Hose::N,pantalōns,spodnie
482,Gürtel::N,cinturó,pasek
483,Mütze::N,gorra,czapka
484,Schuh::N,sabata,but
485,Schuh::N,sabata,bucik
486,Stiefel::N,bota,but
487,Stiefel::N,bota,kozak
488,Ring::N,anell,pierścień
489,Band::N,veta,wstęga
490,Band::N,cinta,wstęga
491,Kamm::N,pinta,grzebień
492,Spiegel::N,mirāll,lustro
493,Riemen::N,corretja,rzemień
494,Schnur::N,corda,sznur
495,Leine::N,corretja,smycz
496,Decke::N,manta,kołdra
497,Decke::N,flassada,kołdra
498,Kissen::N,coixí,poduszka
499,Tuch::N,mocador,chustka
500,Handtuch::N,tovallola,ręcznik
501,Kraft::N,força,moc
502,Kraft::N,força,siła
503,Stärke::N,vigor,moc
504,Stärke::N,vigor,siła
505,Gesundheit::N,salut,zdrowie
506,Krankheit::N,malaltia,choroba
507,Schmerz::N,dolor,ból
508,Wunde::N,ferida,rana
509,Fieber::N,febre,gorączka
510,Arznei::N,medicament,lekarstwo
511,Brücke::N,pont,most
512,Brunnen::N,pou,studnia
513,Weide::N,pastura,pastwisko
514,Pfad::N,senda,ścieżka
515,Pfad::N,sender,ścieżka
516,Weg::N,camí,droga
517,Straße::N,carretera,ulica
518,Dorf::N,poble,wieś
519,Stadt::N,ciutāt,miasto
520,Brief::N,carta,list
521,Buch::N,llibre,książka
522,Buchstabe::N,lletra,litera
523,Zeitung::N,diāri,gazeta
524,Zeitung::N,diāri,dziennik
525,Leben::N,vida,życie
526,Tod::N,mort,śmierć
527,Grab::N,tomba,grób
528,Kirche::N,església,kościół
529,Sünde::N,pecat,grzech
530,Gott::N,déu,bóg
531,Arbeiter::N,obrer,robotnik
532,Chef::N,cap,szef
533,Meister::N,mestre,mistrz
534,Meister::N,mestre,majster
535,Arzt::N,metge,lekarz
536,Lehrer::N,mestre,nauczyciel
537,Geld::N,dinērs,pieniądze
538,Geschäft::N,negoci,sprawa
539,Geschäft::N,negoci,interes
540,Laden::N,tenda,sklep
541,Laden::N,botiga,sklep
542,Preis::N,preu,cena
543,Ware::N,mercaderia,towar
544,Nutzen::N,profit,pożytek
545,Reichtum::N,riquesa,bogactwo
546,Welt::N,món,świat
547,Land::N,país,kraj
548,Staat::N,estat,państwo
549,König::N,rei,król
550,Macht::N,poder,władza
551,Macht::N,potència,władza
552,Grenze::N,frontera,granica
553,Krieg::N,guerra,wojna
554,Feind::N,enemic,wróg
555,Gewalt::N,violència,władza
556,Kampf::N,lluita,bój
557,Kampf::N,lluita,walka
558,Bogen[Waffe]::N,arc,łuk
559,Pfeil::N,fletxa,strzała
560,Gewehr::N,fusell,karabin
561,Gewehr::N,escopeta,karabin
562,Fehler::N,falta,błąd
563,Lüge::N,mentida,kłamstwo
564,Schaden::N,dany,szkoda
565,Unglück::N,desgràcia,nieszczęście
566,Schuld::N,culpa,wina
567,Alter::N,edat,wiek
568,Schluss::N,fi,koniec
569,Schluss::N,fi,zakończenie
570,Schluss::N,final,koniec
571,Schluss::N,final,zakończenie
572,Zeit::N,temps,czas
573,Tag::N,dia,dzień
574,Morgen::N,matí,ranek
575,Morgen::N,matí,poranek
576,Mittag::N,migdia,południe
577,Abend::N,vespre,wieczór
578,Nacht::N,nit,noc
579,Woche::N,setmana,tydzień
580,Monat::N,mes,miesiąc
581,Jahr::N,any,rok
582,Frühling::N,primavera,wiosna
583,Sommer::N,estīu,lato
584,Herbst::N,tardor,jesień
585,Winter::N,hivērn,zima
586,Januar::N,gener,styczeń
587,Februar::N,febrer,luty
588,März::N,març,marzec
589,April::N,abril,kwiecień
590,Mai::N,maig,maj
591,Juni::N,juny,czerwiec
592,Juli::N,juliol,lipiec
593,August::N,agost,sierpień
594,September::N,setembre,wrzesień
595,Oktober::N,octubre,październik
596,November::N,novembre,listopad
597,Dezember::N,desembre,grudzień
598,Montag::N,dilluns,poniedziałek
599,Dienstag::N,dimarts,wtorek
600,Mittwoch::N,dimecres,środa
601,Donnerstag::N,dijous,czwartek
602,Freitag::N,divendres,piątek
603,Samstag::N,dissabte,sobota
604,Sonntag::N,diumenge,niedziela
605,groß::A,gros,duży
606,groß::A,gros,wielki
607,klein::A,petīt,mały
608,lang::A,llarg,długi
609,kurz::A,curt,krótki
610,breit::A,ample,szeroki
611,schmal::A,estret,wąski
612,dicht::A,dens,gęsty
613,dick[Gegenstand]::A,gruixūt,gruby
614,dünn::A,prim,cienki
615,fein::A,fi,drobny
616,fest::A,ferm,mocny
617,fest::A,ferm,twardy
618,fest::A,sòlid,mocny
619,fest::A,sòlid,twardy
620,flach::A,pla,płaski
621,glatt::A,llis,gładki
622,hart::A,dur,twardy
623,weich::A,tou,miękki
624,rund::A,rodó,okrągły
625,spitz::A,punxegut,spiczasty
626,scharf::A,agut,ostry
627,stumpf::A,rom,tępy
628,stumpf::A,esmussat,tępy
629,schwer::A,pesāt,ciężki
630,schön::A,bonīc,ładny
631,schön::A,bonīc,piękny
632,heiß::A,calēnt,gorący
633,warm::A,càlid,ciepły
634,kalt::A,fred,zimny
635,kühl::A,fresc,chłodny
636,frisch::A,fresc,świeży
637,feucht::A,humit,wilgotny
638,nass::A,mullat,mokry
639,trocken::A,sec,suchy
640,voll::A,ple,pełny
641,leer::A,buit,pusty
642,leer::A,buit,próżny
643,offen::A,obert,otwarty
644,geschlossen::A,tancat,zamknięty
645,sauber::A,net,czysty
646,schmutzig::A,brut,brudny
647,roh::A,cru,surowy
648,reif::A,madur,dojrzały
649,lecker::A,deliciós,smaczny
650,süß::A,dolç,słodki
651,bitter::A,amarg,gorzki
652,sauer::A,agre,kwaśny
653,hell::A,clar,jasny
654,dunkel::A,fosc,ciemny
655,schwarz::A,negre,czarny
656,weiß::A,blanc,biały
657,rot::A,vermēll,czerwony
658,gelb::A,groc,żółty
659,blau::A,blau,błękitny
660,blau::A,blau,niebieski
661,grün::A,verd,zielony
662,grau::A,gris,szary
663,bunt::A,multicolor,barwny
664,billig::A,barat,tani
665,teuer::A,car,drogi
666,wertvoll::A,preciós,cenny
667,blind::A,cec,ślepy
668,taub::A,sord,głuchy
669,kräftig::A,fort,mocny
670,kräftig::A,vigorós,mocny
671,stark::A,fort,silny
672,schwach::A,feble,słaby
673,fett::A,gras,tłusty
674,schlank::A,esvelt,smukły
675,hübsch::A,maco,ładny
676,böse::A,dolent,zły
677,dumm::A,ximple,głupi
678,dumm::A,estúpid,głupi
679,faul::A,gandūl,leniwy
680,faul::A,mandrós,leniwy
681,fleißig::A,diligēnt,pilny
682,geizig::A,avar,skąpy
683,klug::A,intel·ligent,mądry
684,geschickt::A,hàbil,zręczny
685,lieb::A,amat,miły
686,lieb::A,estimat,miły
687,lustig::A,alegre,wesoły
688,sanft::A,suau,łagodny
689,hungrig::A,afamat,głodny
690,krank::A,malālt,chory
691,nackt::A,nu,nagi
692,traurig::A,trist,smutny
693,lebendig::A,viu,żywy
694,gut::A,bo,dobry
695,schlecht::A,dolēnt,zły
696,richtig::A,just,słuszny
697,richtig::A,just,właściwy
698,richtig::A,correcte,słuszny
699,richtig::A,correcte,właściwy
700,schlimm::A,greu,zły
701,wahr::A,vertader,prawdziwy
702,wahr::A,veritable,prawdziwy
703,alt::A,vell,stary
704,neu::A,nou,nowy
705,ehemalig::A,antic,były
706,alt[Lebewesen]::A,vell,stary
707,jung::A,jove,młody
708,arm::A,pobre,ubogi
709,arm::A,pobre,biedny
710,reich::A,ric,bogaty
711,bekannt::A,conegut,znany
712,berühmt::A,famós,słynny
713,fremd::A,estrany,obcy
714,fremd::A,estrany,cudzy
715,verschieden::A,diferent,różny
716,nah::A,pròxim,bliski
717,fern::A,llunyà,daleki
718,fern::A,distant,daleki
719,linker::A,esquerre,lewy
720,rechter::A,dret,prawy
721,anderer::A,altre,inny
722,erster::A,primer,pierwszy
723,zweiter::A,segon,drugi
724,dritter::A,tercer,trzeci
725,letzter::A,últim,ostatni
726,allein::ADV,sol,sam
727,auf einmal::ADV,d'una vegada,naraz
728,zusammen::ADV,junt,razem
729,lange::ADV,molt de temps,długo
730,plötzlich::ADV,de cop,nagle
731,plötzlich::ADV,de sobte,nagle
732,sofort::ADV,de seguida,natychmiast
733,später::ADV,més tard,później
734,jetzt::ADV,ara,teraz
735,jetzt::ADV,ara,obecnie
736,heute::ADV,avūi,dziś
737,heute::ADV,avūi,dzisiaj
738,morgen::ADV,demà,jutro
739,bald::ADV,aviāt,wkrótce
740,dann::ADV,després,potem
741,gestern::ADV,ahir,wczoraj
742,einst::ADV,anteriorment,kiedyś
743,einst::ADV,anteriorment,niegdyś
744,damals::ADV,llavōrs,wtedy
745,damals::ADV,llavōrs,wówczas
746,damals::ADV,aleshores,wtedy
747,damals::ADV,aleshores,wówczas
748,danach::ADV,després,następnie
749,vorher::ADV,abāns,przedtem
750,zuerst::ADV,primer,naprzód
751,zuerst::ADV,primer,najpierw
752,einmal::ADV,una vegada,raz
753,manchmal::ADV,de vegades,czasem
754,oft::ADV,sovint,często
755,immer::ADV,sempre,zawsze
756,niemals::ADV,no ... mai,nigdy
757,hier::ADV,aquí,tu
758,hier::ADV,aquí,tutaj
759,hierhin::ADV,per aquí,tu
760,von hier::ADV,des d'aquí,stąd
761,dort::ADV,allí,tam
762,dorthin::ADV,hi,tam
763,geradeaus::ADV,tot dret,prosto
764,vorwärts::ADV,endavānt,naprzód
765,rückwärts::ADV,endarrera,wstecz
766,zurück::ADV,darrere,z powrotem
767,unten::ADV,a baix,u dołu
768,unten::ADV,a baix,na dole
769,hinab::ADV,cap avall,na_dół
770,hinab::ADV,cap avall,w_dół
771,oben::ADV,dalt,w górze
772,oben::ADV,dalt,na górze
773,hinauf::ADV,cap amunt,w górę
774,hinauf::ADV,cap amunt,na górę
775,überall::ADV,pertot,wszędzie
776,überall::ADV,per tot arreu,wszędzie
777,nicht::ADV,no,nie
778,ein wenig::ADV,una mica,trochę
779,kaum::ADV,a penes,ledwie
780,kaum::ADV,a penes,prawie nie
781,sehr::ADV,molt,bardzo
782,so::ADV,així,tak
783,noch::ADV,encara,jeszcze
784,nur::ADV,només,tylko
785,schon::ADV,ja,już
786,wieder::ADV,de nou,znów
787,wieder::ADV,de nou,znowu
788,vergebens::ADV,en va,na próżno
789,vor::PRP,davānt,przed
790,vor::PRP,enfront de,przed
791,hinter::PRP,darrera,za
792,unter::PRP,sota,pod
793,durch::PRP,per,przez
794,neben::PRP,al costāt de,obok
795,zwischen::PRP,entre,między
796,wegen::PRP,a causa de,z powodu
797,dies::PRN,aquest,to
798,das::PRN,això,to
799,alles::PRN,tot,wszystko
800,ich::PRN,jo,ja
801,du::PRN,tu,ty
802,er::PRN,ell,on
803,wir::PRN,nosaltres,my
804,ihr::PRN,vosaltres,wy
805,sie::PRN,ells,oni
806,sie::PRN,elles,oni
807,was::FPRN,què,co
808,wer::FPRN,qui,kto
809,wo::FADV,on,gdzie
810,wohin::FADV,cap a on,dokąd
811,wie::FADV,com,jak
812,warum::FADV,per què,dlaczego
813,wieviel::FNUM,quant,ile
814,eins::NUM,u,jeden
815,zwei::NUM,dos,dwa
816,drei::NUM,tres,trzy
817,vier::NUM,quatre,cztery
818,fünf::NUM,cinc,pięć
819,sechs::NUM,sis,sześć
820,sieben::NUM,set,siedem
821,acht::NUM,vuit,osiem
822,neun::NUM,nou,dziewięć
823,zehn::NUM,deu,dziesięć
824,elf::NUM,onze,jedenaście
825,zwölf::NUM,dotze,dwanaście
826,zwanzig::NUM,vint,dwadzieścia
827,dreißig::NUM,trenta,trzydzieści
828,vierzig::NUM,quaranta,czterdzieści
829,fünfzig::NUM,cinquanta,pięćdziesiąt
830,sechzig::NUM,seixanta,sześćdziesiąt
831,siebzig::NUM,setanta,siedemdziesiąt
832,achtzig::NUM,vuitanta,osiemdziesiąt
833,neunzig::NUM,noranta,dziewięćdziesiąt
834,hundert::NUM,cent,sto
835,tausend::NUM,mil,tysiąc
836,und::CNJ,i,i
837,oder::CNJ,o,lub
