,Concept_ID,,mhr
160,Maus::N,,коля́
161,Wolf::N,,пи́ре
162,Vogel::N,,ка́йык
163,Schwarm::N,,каша́к
164,Huhn::N,,чы́ве
165,Hahn::N,,агыта́н
166,Gans::N,,ко́мбо
167,Adler::N,,карагу́ш
168,Ente::N,,лу́до
169,Eule::N,,тумна́
170,Kranich::N,,турня́
171,Krähe::N,,кора́к
172,Kuckuck::N,,куку́
173,Schwan::N,,йӱ́ксӧ
174,Fisch::N,,кол
175,Barsch::N,,ола́ҥге
176,Hecht::N,,нуж
177,Hecht::N,,чорта́н
178,Schlange[Tier]::N,,ки́шке
179,Wurm::N,,шукш
180,Spinne::N,,эҥыре́мыш
181,Ameise::N,,ку́тко
182,Laus::N,,тий
183,Mücke::N,,шыҥа́
184,Fliege::N,,ка́рме
185,Schmetterling::N,,лы́ве
186,Beere::N,,мӧр
187,Apfel::N,,олма́
188,Pilz::N,,по́ҥго
189,Zwiebel::N,,шога́н
190,Saat::N,,нӧ́шмӧ
191,Saat::N,,туш
192,Korn::N,,шу́рно
193,Heu::N,,шу́до
194,Schale::N,,шӱм
195,Grube::N,,выне́м
196,Falle::N,,лӧ́дӧ
197,Schlinge::N,,о́птыш
198,Schlinge::N,,шӧрга́лтыш
199,Spur::N,,кыша́
200,Asche::N,,ло́мыж
201,Dreck::N,,лавыра́
202,Eisen::N,,кӱ́ртньӧ
203,Gold::N,,шӧ́ртньӧ
204,Silber::N,,ший
205,Kohle::N,,мландышӱ́й
206,Glas::N,,янда́
207,Lehm::N,,шун
208,Sand::N,,ошма́
209,Mensch::N,,еҥ
210,Mensch::N,,айде́ме
211,Mann::N,,пӧръе́ҥ
212,Frau::N,,ӱдырама́ш
213,Kind::N,,аза́
214,Junge::N,,рве́зе
215,Mädchen::N,,ӱдыра́ш
216,Familie::N,,еш
217,Großvater::N,,коча́
218,Großmutter::N,,кова́
219,Eltern::N,,ача́-ава́
220,Vater::N,,ача́
221,Mutter::N,,ава́
222,Sohn::N,,э́рге
223,Tochter::N,,ӱ́дыр
224,Bruder::N,,иза́
225,Bruder::N,,шо́льо
226,Schwester::N,,ака́
227,Onkel::N,,иза́
228,Tante::N,,кока́
229,Ehemann::N,,мари́й
230,Ehefrau::N,,ва́те
231,Freude::N,,куа́н
232,Freude::N,,куаныма́ш
233,Gelächter::N,,во́штылтыш
234,Glück::N,,пиа́л
235,Kummer::N,,о́йго
236,Wunsch::N,,ку́мыл
237,Lust::N,,ку́мыл
238,Geist::N,,ӧрт
239,Geist::N,,чон
240,Gedanke::N,,ой
241,Gedanke::N,,шоныма́ш
242,Gedächtnis::N,,шарныма́ш
243,Verstand::N,,уш
244,Sinn::N,,смысл
245,Grund::N,,ама́л
246,Wahrheit::N,,чын
247,Gespräch::N,,мутланыма́ш
248,Märchen::N,,йома́к
249,Erzählung::N,,ойлыма́ш
250,Nachricht::N,,увертарыма́ш
251,Neuigkeit::N,,уве́р
252,Name::N,,лӱм
253,Rätsel::N,,ту́што
254,Rede::N,,ойлыма́ш
255,Sprache::N,,йы́лме
256,Stimme::N,,йӱк
257,Wort::N,,ой
258,Wort::N,,мут
259,Zeichen::N,,ти́ште
260,Zeichen::N,,знак
261,Ruf::N,,ӱжма́ш
262,Lärm::N,,лӱшкыма́ш
263,Lärm::N,,йӱк-йӱа́н
264,Laut::N,,йӱк
265,Ton::N,,йӱксе́м
266,Lied::N,,му́ро
267,Ruhe::N,,ты́мык
268,Leute::N,,еҥ-влак
269,Volk::N,,ка́лык
270,Arbeit::N,,паша́
271,Gast::N,,уна́
272,Geschenk::N,,пӧле́к
273,Spiel::N,,мо́дыш
274,Spiel::N,,модма́ш
275,Gesellschaft::N,,тӱшка́
276,Hilfe::N,,по́лыш
277,Freund::N,,таҥ
278,Freund::N,,йолта́ш
279,Kamerad::N,,таҥ
280,Angelegenheit::N,,паша́
281,Anzahl::N,,чот
282,Art::N,,вид
283,Stück::N,,ка́тыш
284,Stück::N,,ла́стык
285,Teil::N,,ужа́ш
286,Hälfte::N,,пел
287,Hälfte::N,,пе́ле
288,Kreis::N,,ты́ртыш
289,Kreuz::N,,ыре́с
290,Linie::N,,ли́ний
291,Strich::N,,коре́ш
292,Abstand::N,,кокла́
293,Entfernung::N,,тора́
294,Entfernung::N,,ку́жыт
295,Gegend::N,,кунде́м
296,Platz::N,,ку́мдык
297,Ort::N,,вер
298,Ort::N,,о́лмо
299,Seite::N,,ӧ́рдыж
300,Mitte::N,,покше́л
301,Gegenstand::N,,наста́
302,Sache::N,,наста́
303,Rand::N,,тӱр
304,Kante::N,,тӱр
305,Ecke::N,,лук
306,Spitze::N,,вуй
307,Ende::N,,муча́ш
308,Loch::N,,рож
309,Winkel::N,,лук
310,Muster::N,,пеза́к
311,Muster::N,,узо́р
312,Muster::N,,ӱ́лгӧ
313,Größe::N,,кӱ́кшыт
314,Länge::N,,ку́тыш
315,Höhe::N,,кӱ́кшыт
316,Gewicht::N,,не́лыт
317,Menge::N,,чот
318,Haufen::N,,кы́шыл
319,Reihe::N,,рада́м
320,Boot::N,,пуш
321,Ruder::N,,эшка́к
322,Schlitten::N,,тер
323,Schlitten::N,,изде́р
324,Ski::N,,е́че
325,Lagerfeuer::N,,туло́то
326,Last::N,,нӧ́лтыш
327,Gang::N,,ошкылма́ш
328,Schritt::N,,о́шкыл
329,Norden::N,,йӱдйыма́л
330,Süden::N,,кечывалве́л
331,Westen::N,,касве́л
332,Osten::N,,эрве́л
333,Holz::N,,пу
334,Brett::N,,оҥа́
335,Platte::N,,аста́р
336,Stütze::N,,чара́к
337,Stange::N,,лома́ш
338,Stock::N,,тоя́
339,Stab::N,,вара́
340,Stab::N,,кашта́
341,Rohr::N,,пуч
342,Haus::N,,пӧрт
343,Heim::N,,мӧ́ҥгӧ
344,Ofen::N,,комака́
345,Fußboden::N,,кӱва́р
346,Tisch::N,,ӱсте́л
347,Stuhl::N,,пӱке́н
348,Wiege::N,,шепка́
349,Bett::N,,ва́кшыш
350,Regal::N,,шӧ́рлык
351,Kiste::N,,шо́ндык
352,Kiste::N,,я́шлык
353,Fenster::N,,окна́
354,Tür::N,,омса́
355,Tor::N,,капка́
356,Zaun::N,,сава́р
357,Dach::N,,леве́дыш
358,Leiter::N,,тошка́лтыш
359,Besen::N,,ӱштерво́штыр
360,Spaten::N,,ко́льмо
361,Schaufel::N,,сово́к
362,Schaufel::N,,су́ско
363,Gabel::N,,ви́лке
364,Löffel::N,,па́не
365,Löffel::N,,совла́
366,Messer::N,,кӱ́зӧ
367,Nagel::N,,пуда́
368,Netz::N,,вапш
369,Haken::N,,са́гыле
370,Griff::N,,кыл
371,Schloss::N,,кӧгӧ́н
372,Bild::N,,сӱре́т
373,Figur::N,,фигу́р
374,Puppe::N,,курча́к
375,Beutel::N,,меша́к
376,Bündel::N,,арша́ш
377,Tasche::N,,сумка́
378,Eimer::N,,ведра́
379,Deckel::N,,ко́мдыш
380,Geschirr::N,,а́те
381,Sack::N,,куль
382,Sack::N,,меша́к
383,Tasse::N,,чу́кыр
384,Tasse::N,,чашка́
385,Topf::N,,ми́ске
386,Kessel::N,,под
387,Essen::N,,ко́чкыш
388,Nahrung::N,,ку́рго
389,Speise::N,,ко́чкыш
390,Fleisch::N,,шыл
391,Getreide::N,,шу́рно
392,Brei::N,,пу́чымыш
393,Brot::N,,ки́нде
394,Scheibe::N,,ка́тыш
395,Fett::N,,коя́
396,Butter::N,,ӱй
397,Öl::N,,ӱй
398,Salz::N,,шинча́л
399,Suppe::N,,шӱр
400,Honig::N,,мӱй
401,Milch::N,,шӧр
402,Tee::N,,чай
403,Leder::N,,сура́н
404,Leder::N,,шӱ́штӧ
405,Wolle::N,,пун
406,Stoff::N,,куэ́м
407,Stoff::N,,посто́
408,Nadel::N,,и́ме
409,Faden::N,,шӱ́ртӧ
410,Knopf::N,,по́лдыш
411,Knoten::N,,пышке́м
412,Farbe::N,,чия́
413,Kleidung::N,,чие́м
414,Kleidung::N,,вурге́м
415,Hemd::N,,ту́выр
416,Kragen::N,,сога́
417,Ärmel::N,,шокш
418,Hose::N,,йола́ш
419,Gürtel::N,,ӱ́штӧ
420,Mütze::N,,упш
421,Schuh::N,,боти́нке
422,Stiefel::N,,кем
423,Ring::N,,шерга́ш
424,Band::N,,тасма́
425,Band::N,,ле́нте
426,Kamm::N,,шерге́
427,Spiegel::N,,вошто́нчыш
428,Riemen::N,,кӱзанӱ́штӧ
429,Schnur::N,,кере́м
430,Schnur::N,,кандыра́
431,Leine::N,,вӱра́ҥ
432,Decke::N,,леве́дыш
433,Decke::N,,одея́л
434,Kissen::N,,кӱ́пчык
435,Tuch::N,,шо́выч
436,Handtuch::N,,со́лык
437,Kraft::N,,вий
438,Kraft::N,,куа́т
439,Stärke::N,,куа́т
440,Stärke::N,,карма́н
441,Gesundheit::N,,таза́лык
442,Krankheit::N,,чер
443,Schmerz::N,,ко́рштыш
444,Wunde::N,,су́сыр
445,Fieber::N,,йӱштыму́ж
446,Fieber::N,,лихора́дке
447,Arznei::N,,эм
448,Brücke::N,,кӱва́р
449,Brunnen::N,,вӱдвыне́м
450,Weide::N,,нурше́р
451,Pfad::N,,йолго́рно
452,Pfad::N,,сокма́к
453,Weg::N,,ко́рно
454,Straße::N,,ко́рно
455,Dorf::N,,ял
456,Stadt::N,,ола́
457,Brief::N,,се́рыш
458,Buch::N,,книга́
459,Buchstabe::N,,буква́
460,Zeitung::N,,газе́т
461,Leben::N,,и́лыш
462,Tod::N,,колыма́ш
463,Grab::N,,шӱга́р
464,Kirche::N,,че́рке
465,Sünde::N,,су́лык
466,Gott::N,,ю́мо
467,Arbeiter::N,,паша́зе
468,Chef::N,,тӧра́
469,Meister::N,,маста́р
470,Arzt::N,,врач
471,Lehrer::N,,ту́ныктышо
472,Geld::N,,окса́
473,Geschäft::N,,сатулыма́ш
474,Laden::N,,ке́выт
475,Preis::N,,ак
476,Ware::N,,сату́
477,Nutzen::N,,пайда́
478,Reichtum::N,,поя́нлык
479,Welt::N,,тӱня́
480,Land::N,,эл
481,Staat::N,,кугыжа́ныш
482,König::N,,кугыжа́
483,Macht::N,,власть
484,Grenze::N,,грани́ца
485,Krieg::N,,сар
486,Feind::N,,тушма́н
487,Gewalt::N,,виешлыма́ш
488,Kampf::N,,кредалма́ш
489,Bogen[Waffe]::N,,юҥе́ж
490,Pfeil::N,,пикш
491,Gewehr::N,,пыча́л
492,Fehler::N,,йо́ҥылыш
493,Lüge::N,,шоя́к
494,Schaden::N,,зия́н
495,Unglück::N,,эҥге́к
496,Schuld::N,,тита́к
497,Schuld::N,,йола́
498,Alter::N,,ийго́т
499,Schluss::N,,муча́ш
500,Zeit::N,,жап
501,Zeit::N,,па́гыт
502,Tag::N,,ке́че
503,Morgen::N,,эр
504,Mittag::N,,кечыва́л
505,Abend::N,,кас
506,Nacht::N,,йӱд
507,Woche::N,,арня́
508,Monat::N,,ты́лзе
509,Jahr::N,,ий
510,Frühling::N,,шо́шо
511,Sommer::N,,кеҥе́ж
512,Herbst::N,,шы́же
513,Winter::N,,те́ле
514,Januar::N,,шоркыйол
515,Januar::N,,идалыкву́й
516,Januar::N,,янва́рь
517,Februar::N,,пургыж
518,Februar::N,,февра́ль
519,März::N,,ӱярня
520,März::N,,март
521,April::N,,апре́ль
522,Mai::N,,ага
523,Mai::N,,май
524,Juni::N,,пеледыш
525,Juni::N,,ию́нь
526,Juli::N,,сӱрем
527,Juli::N,,ию́ль
528,August::N,,сорла
529,August::N,,агарма́н
530,August::N,,а́вгуст
531,September::N,,идым
532,September::N,,сентя́брь
533,Oktober::N,,шыжа
534,Oktober::N,,октя́брь
535,November::N,,кылме тылзе
536,November::N,,ноя́брь
537,Dezember::N,,дека́брь
538,Montag::N,,шо́чмо
539,Dienstag::N,,ку́шкыжмо
540,Mittwoch::N,,вӱрге́че
541,Donnerstag::N,,изарня́
542,Freitag::N,,кугарня́
543,Samstag::N,,шуматке́че
544,Sonntag::N,,рушарня́
545,groß::A,,кугу́
546,klein::A,,изи́
547,lang::A,,кужу́
548,kurz::A,,кӱ́чык
549,breit::A,,кумда́
550,schmal::A,,а́ҥысыр
551,dicht::A,,ну́гыдо
552,dick[Gegenstand]::A,,кӱ́жгӧ
553,dünn::A,,ви́чкыж
554,fein::A,,ты́гыде
555,fest::A,,чо́ткыдо
556,flach::A,,лапка́
557,glatt::A,,яклака́
558,hart::A,,пе́ҥгыде
559,weich::A,,пу́шкыдо
560,rund::A,,йырге́шке
561,spitz::A,,коша́р
562,scharf::A,,пӱ́сӧ
563,stumpf::A,,токма́к
564,schwer::A,,не́ле
565,schön::A,,сы́лне
566,heiß::A,,шо́кшо
567,warm::A,,ле́ве
568,kalt::A,,йӱ́штӧ
569,kühl::A,,юа́лге
570,kühl::A,,южгата́
571,frisch::A,,свежа́
572,feucht::A,,вӱ́дыжгӧ
573,nass::A,,нӧ́рӧ
574,trocken::A,,ку́кшо
575,voll::A,,тич
576,leer::A,,яра́
577,offen::A,,виш
578,geschlossen::A,,пе́тырыме
579,geschlossen::A,,тӱ́чмӧ
580,sauber::A,,ару́
581,sauber::A,,янда́р
582,schmutzig::A,,лавыра́н
583,schmutzig::A,,ла́выргыше
584,roh::A,,кӱ́чымӧ
585,reif::A,,лӧза́
586,lecker::A,,ту́тло
587,süß::A,,ше́ре
588,bitter::A,,ко́чо
589,sauer::A,,шо́по
590,hell::A,,во́лгыдо
591,dunkel::A,,пычке́мыш
592,schwarz::A,,шола́
593,weiß::A,,ош
594,rot::A,,йошка́р
595,gelb::A,,сар
596,blau::A,,ка́нде
597,grün::A,,ужа́р
598,grau::A,,сур
599,bunt::A,,олача́
600,billig::A,,шу́лдо
601,teuer::A,,ше́рге
602,wertvoll::A,,шергака́н
603,blind::A,,со́кыр
604,taub::A,,соҥгыра́
605,kräftig::A,,куа́тле
606,stark::A,,вия́н
607,schwach::A,,а́лдыме
608,fett::A,,коя́
609,schlank::A,,йоштката́
610,schlank::A,,яжу́
611,hübsch::A,,чеве́р
612,böse::A,,шы́де
613,dumm::A,,аҥыра́
614,faul::A,,його
615,fleißig::A,,ты́ршыше
616,geizig::A,,чаҥга́
617,klug::A,,уша́н
618,geschickt::A,,уста́
619,lieb::A,,ала́л
620,lustig::A,,весела́
621,sanft::A,,ны́жылге
622,hungrig::A,,шу́жышо
623,krank::A,,че́рле
624,nackt::A,,чарама́т
625,traurig::A,,ойга́н
626,lebendig::A,,и́лыше
627,gut::A,,сай
628,schlecht::A,,уда́
629,schlecht::A,,шӱ́кшӧ
630,richtig::A,,чы́нле
631,schlimm::A,,аля́к
632,schlimm::A,,тыра́н
633,wahr::A,,чы́нле
634,wahr::A,,настоя́щий
635,alt::A,,то́што
636,neu::A,,у
637,ehemalig::A,,о́нчычсо
638,ehemalig::A,,онда́кысе
639,alt[Lebewesen]::A,,шо́нто
640,jung::A,,са́мырык
641,arm::A,,нужна́
642,reich::A,,поя́н
643,bekannt::A,,па́лыме
644,berühmt::A,,лӱ́млӧ
645,fremd::A,,йот
646,verschieden::A,,тӱ́рлӧ
647,nah::A,,ли́шыл
648,fern::A,,тора́
649,fern::A,,мӱ́ндыр
650,linker::A,,шола́
651,rechter::A,,пурла́
652,anderer::A,,вес
653,anderer::A,,мо́ло
654,erster::A,,и́кымше
655,zweiter::A,,ко́кымшо
656,dritter::A,,ку́мшо
657,letzter::A,,пыта́ртыш
658,allein::ADV,,шкет
659,auf einmal::ADV,,икана́ште
660,zusammen::ADV,,пырля́
661,lange::ADV,,кужу́н
662,plötzlich::ADV,,кенета́
663,sofort::ADV,,кызыта́к
664,später::ADV,,варара́к
665,jetzt::ADV,,ы́нде
666,jetzt::ADV,,кы́зыт
667,heute::ADV,,та́че
668,morgen::ADV,,эрла́
669,bald::ADV,,вашке́
670,dann::ADV,,вара́
671,gestern::ADV,,теҥге́че
672,einst::ADV,,икана́
673,damals::ADV,,туна́м
674,danach::ADV,,вара́
675,vorher::ADV,,о́нчыч
676,zuerst::ADV,,онда́к
677,einmal::ADV,,икана́
678,manchmal::ADV,,ка́шын
679,manchmal::ADV,,кокла́н
680,oft::ADV,,чӱ́чкыдын
681,immer::ADV,,эре́
682,immer::ADV,,ту́тыш
683,niemals::ADV,,ок нигуна́м
684,hier::ADV,,ты́ште
685,hierhin::ADV,,ты́шке
686,hierhin::ADV,,тыш
687,von hier::ADV,,тыше́ч
688,von hier::ADV,,тыве́ч
689,dort::ADV,,ту́што
690,dorthin::ADV,,туш
691,dorthin::ADV,,ту́шко
692,geradeaus::ADV,,вик
693,vorwärts::ADV,,о́нчыко
694,rückwärts::ADV,,шеҥге́к
695,zurück::ADV,,мӧҥге́ш
696,unten::ADV,,ӱ́лнӧ
697,unten::ADV,,йыма́лне
698,hinab::ADV,,йыма́к
699,oben::ADV,,кӱ́шнӧ
700,oben::ADV,,ӱмба́лне
701,hinauf::ADV,,кӱ́ш
702,hinauf::ADV,,кӱ́шкӧ
703,überall::ADV,,чыла́ вере́
704,nicht::ADV,,ок
705,nicht::ADV,,о́геш
706,ein wenig::ADV,,изи́ш
707,kaum::ADV,,пыкше́
708,sehr::ADV,,чот
709,so::ADV,,тыге́
710,noch::ADV,,а́ле
711,nur::ADV,,гына́
712,schon::ADV,,ы́нде
713,wieder::ADV,,ада́к
714,vergebens::ADV,,ара́м
715,vor::PRP,,о́нчыч
716,hinter::PRP,,шеҥге́лне
717,unter::PRP,,йыма́лне
718,durch::PRP,,вошт
719,neben::PRP,,вокте́н
720,zwischen::PRP,,кокла́ште
721,wegen::PRP,,верч
722,dies::PRN,,ти́де
723,das::PRN,,са́де
724,alles::PRN,,чыла́
725,ich::PRN,,мый
726,du::PRN,,тый
727,er::PRN,,ту́до
728,wir::PRN,,ме
729,ihr::PRN,,те
730,sie::PRN,,ну́но
731,was::FPRN,,мо
732,wer::FPRN,,кӧ
733,wo::FADV,,куша́н
734,wohin::FADV,,куш
735,wohin::FADV,,ку́шко
736,wie::FADV,,кузе́
737,warum::FADV,,мо
738,warum::FADV,,мола́н
739,wieviel::FNUM,,куна́р
740,eins::NUM,,ик
741,zwei::NUM,,ко́кыт
742,drei::NUM,,кум
743,vier::NUM,,ныл
744,fünf::NUM,,вич
745,sechs::NUM,,куд
746,sieben::NUM,,шым
747,acht::NUM,,канда́ш
748,neun::NUM,,инде́ш
749,zehn::NUM,,лу
750,elf::NUM,,лати́к
751,zwölf::NUM,,латко́к
752,zwanzig::NUM,,ко́ло
753,dreißig::NUM,,ку́мло
754,vierzig::NUM,,ны́лле
755,fünfzig::NUM,,ви́тле
756,sechzig::NUM,,ку́дло
757,siebzig::NUM,,шы́мле
758,achtzig::NUM,,канда́шле
759,neunzig::NUM,,инде́шле
760,hundert::NUM,,шӱ́дӧ
761,tausend::NUM,,тӱже́м
762,und::CNJ,,да
763,und::CNJ,,ден
764,oder::CNJ,,я
765,oder::CNJ,,а́ле
766,stehen::V,,шога́ш
767,sitzen::V,,шинча́ш
768,liegen::V,,кия́ш
769,hängen::V,,кеча́ш
770,werden::V,,лия́ш
771,passieren::V,,лия́ш
772,beginnen::V,,тӱҥгала́ш
773,enden::V,,пыта́ш
774,wechseln::V,,вашталта́ш
775,aufgehen[Sonne]::V,,лекта́ш
776,untergehen[Sonne]::V,,шинча́ш
777,scheinen[Sonne]::V,,волгалта́ш
778,donnern::V,,кӱдырта́ш
779,donnern::V,,сургалта́ш
780,wehen::V,,пуа́ш
781,strömen::V,,шийалтара́ш
782,fließen::V,,йога́ш
783,sich drehen::V,,пӧрда́ш
784,schwanken::V,,лӱҥга́ш
785,schwanken::V,,тайныла́ш
786,schwingen::V,,рӱпшалта́ш
787,fallen::V,,воза́ш
788,fallen::V,,йӧрла́ш
789,brennen::V,,йӱла́ш
790,rauchen::V,,шикша́ш
791,regnen::V,,йӱра́ш
792,gefrieren::V,,кылма́ш
793,gefrieren::V,,ияҥа́ш
794,tauen::V,,шула́ш
795,schmelzen::V,,лева́ш
796,trocknen::V,,кошка́ш
797,sieden::V,,шола́ш
798,faulen::V,,шӱя́ш
799,verfaulen::V,,шӱйы́н шуа́ш
800,reißen::V,,кӱрла́ш
801,versinken::V,,пуре́н кая́ш
802,vergehen::V,,эрте́н кая́ш
803,erscheinen::V,,толы́н лекта́ш
804,verschwinden::V,,йома́ш
805,sinken::V,,пуча́ш
806,abnehmen::V,,пуча́ш
807,zunehmen::V,,шукема́ш
808,steigen::V,,нӧлталта́ш
809,wachsen::V,,кушка́ш
810,glänzen::V,,йылгыжа́ш
811,funkeln::V,,чолга́ш
812,lärmen::V,,рӱшка́ш
813,läuten::V,,мура́ш
814,klingeln::V,,йыҥгырта́ш
815,klirren::V,,чылдыртата́ш
816,brausen::V,,лӱшка́ш
817,rauschen::V,,лыжга́ш
818,klingen::V,,йоҥга́ш
819,bellen::V,,опта́ш
820,heulen::V,,урмыжа́ш
821,blasen::V,,пуала́ш
822,pfeifen::V,,шӱ́шкаш
823,schreien::V,,кычкыра́ш
824,stöhnen::V,,йыҥыса́ш
825,zittern::V,,чытыра́ш
826,leben::V,,ила́ш
827,geboren werden::V,,шоча́ш
828,atmen::V,,шӱла́ш
829,trinken::V,,йӱа́ш
830,essen::V,,кочка́ш
831,schlucken::V,,нела́ш
832,müde werden::V,,ноя́ш
833,einschlafen::V,,мале́н колта́ш
834,schlafen::V,,мала́ш
835,aufwachen::V,,помыжалта́ш
836,aufstehen::V,,кынела́ш
837,sich erholen::V,,кана́ш
838,krank werden::V,,черлане́н воза́ш
839,krank sein::V,,черлане́н кия́ш
840,schmerzen::V,,коршта́ш
841,husten::V,,кокыра́ш
842,genesen::V,,тӱрла́ш
843,genesen::V,,тазаҥа́ш
844,sterben::V,,кола́ш
845,umkommen::V,,вуй йома́ш
846,sich bewegen::V,,кошта́ш
847,sich rühren::V,,тарвана́ш
848,sich erheben::V,,кынела́ш
849,sich setzen::V,,шинча́ш
850,hinfallen::V,,йӧрла́ш
851,laufen::V,,кошта́ш
852,schreiten::V,,ошкыла́ш
853,spazierengehen::V,,гуля́яш
854,eilen::V,,вашка́ш
855,sich beeilen::V,,вашкешта́ш
856,sausen::V,,юлтка́ш
857,rennen::V,,куржтала́ш
858,springen::V,,тӧршта́ш
859,klettern::V,,кӱза́ш
860,schaukeln::V,,лӱҥгалта́ш
861,kriechen::V,,нушка́ш
862,schwimmen::V,,ия́ш
863,tauchen::V,,шуҥгалта́ш
864,rudern::V,,удыра́ш
865,fahren::V,,кудала́ш
866,fliegen::V,,чоҥешта́ш
867,gehen::V,,кая́ш
868,weggehen::V,,кораҥа́ш
869,abfahren::V,,лекта́ш
870,anhalten::V,,чарна́ш
