,Concept_ID,mdf,mdf
84,Boden::N,потмакс,мода
85,Boden::N,потмакс,потмакс
86,Erde::N,мода,мода
87,Erde::N,мода,мастор
88,Erde::N,мастор,мода
89,Erde::N,мастор,мастор
90,Staub::N,пуль,пуль
91,Rauch::N,качам,качам
92,Funke::N,ця́тка,ця́тка
93,Feuer::N,тол,тол
94,Licht::N,ва́лда,ва́лда
95,Schatten::N,цильф,цильф
96,Wetter::N,уша,уша
97,Nebel::N,тума́н,тума́н
98,Wolke::N,ковол,ковол
99,Regen::N,пизем,пизем
100,Schnee::N,лов,лов
101,Eis::N,эй,эй
102,Frost::N,ке́льме,ке́льме
103,Kälte::N,якшама,якшама
104,Hitze::N,пси,пси
105,Raureif::N,леш,леш
106,Regenbogen::N,а́тямъёнга,а́тямъёнга
107,Donner::N,атям,атям
108,Strömung::N,шудема́,шудема́
109,Tropfen::N,путькс,путькс
110,Tropfen::N,путькс,пътняфкс
111,Tropfen::N,пътняфкс,путькс
112,Tropfen::N,пътняфкс,пътняфкс
113,Schaum::N,шов,шов
114,Schmutz::N,ърда́з,ърда́з
115,See::N,эрьхке,эрьхке
116,Sumpf::N,шяй,шяй
117,Moor::N,шяй,шяй
118,Wiese::N,луга,луга
119,Wald::N,вирь,вирь
120,Hügel::N,губо́р,губо́р
121,Hügel::N,губо́р,пандоня
122,Hügel::N,пандоня,губо́р
123,Hügel::N,пандоня,пандоня
124,Anhöhe::N,губо́р,губо́р
125,Berg::N,панда,панда
126,Gipfel::N,пря,пря
127,Höhle::N,у́нда,у́нда
128,Abhang::N,па́нда ша́ма,па́нда ша́ма
129,Quelle::N,эшиня,эшиня
130,Bach::N,шудерькс,шудерькс
131,Fluss::N,ляй,ляй
132,Ufer::N,търва́,търва́
133,Küste::N,ляйтърва́,ляйтърва́
134,Festland::N,мода,мода
135,Meer::N,моря,моря
136,Bucht::N,ведьуське,ведьуське
137,Insel::N,цёнга,цёнга
138,Blume::N,панчф,панчф
139,Gras::N,тише,тише
140,Wurzel::N,юр,юр
141,Wurzel::N,юр,ункс
142,Wurzel::N,ункс,юр
143,Wurzel::N,ункс,ункс
144,Baum::N,шуфта,шуфта
145,Stamm::N,ро́нга,ро́нга
146,Rinde::N,кер,кер
147,Ast::N,морга,морга
148,Zweig::N,тарад,тарад
149,Blatt::N,лопа,лопа
150,Birke::N,ке́лу,ке́лу
151,Kiefer[Baum]::N,пиче,пиче
152,Weide[Baum]::N,каль,каль
153,Tanne::N,куз,куз
154,Horn::N,сюра,сюра
155,Feder::N,толга,толга
156,Fell::N,кедь,кедь
157,Flügel::N,паця,паця
158,Klaue::N,кенже,кенже
159,Kralle::N,кенже,кенже
160,Schwanz::N,пула,пула
161,Ei::N,ал,ал
162,Nest::N,пиза,пиза
163,Bau::N,пиза,пиза
164,Tier::N,жува́та,жува́та
165,Herde::N,нал,нал
166,Herde::N,нал,стада
167,Herde::N,стада,нал
168,Herde::N,стада,стада
169,Kuh::N,скал,скал
170,Kuh::N,скал,тракс
171,Kuh::N,тракс,скал
172,Kuh::N,тракс,тракс
173,Bulle::N,бука,бука
174,Pferd::N,лишме,лишме
175,Schaf::N,уча́,уча́
176,Schwein::N,тува,тува
177,Hund::N,пине,пине
178,Katze::N,катоня,катоня
179,Katze::N,катоня,аваката
180,Katze::N,аваката,катоня
181,Katze::N,аваката,аваката
182,Bär::N,офта,офта
183,Eichhörnchen::N,ур,ур
184,Elch::N,ся́рда,ся́рда
185,Fuchs::N,келазь,келазь
186,Hase::N,ну́мол,ну́мол
187,Maus::N,шеер,шеер
188,Wolf::N,върьгаз,върьгаз
189,Vogel::N,нармонь,нармонь
190,Schwarm::N,ко́вол,ко́вол
191,Schwarm::N,ко́вол,ме́швеле
192,Schwarm::N,ме́швеле,ко́вол
193,Schwarm::N,ме́швеле,ме́швеле
194,Huhn::N,сараз,сараз
195,Hahn::N,а́тякш,а́тякш
196,Gans::N,маци,маци
197,Adler::N,куцькан,куцькан
198,Ente::N,яксярга,яксярга
199,Eule::N,ко́рож,ко́рож
200,Kranich::N,ка́рга,ка́рга
201,Krähe::N,ва́рси,ва́рси
202,Kuckuck::N,ку́ку,ку́ку
203,Schwan::N,ло́ксти,ло́ксти
204,Fisch::N,кал,кал
205,Barsch::N,о́кунь,о́кунь
206,Hecht::N,щу́ка,щу́ка
207,Schlange[Tier]::N,куй,куй
208,Wurm::N,сукс,сукс
209,Spinne::N,унжа́,унжа́
210,Ameise::N,панжам,панжам
211,Laus::N,си,си
212,Mücke::N,ся́ське,ся́ське
213,Fliege::N,кару,кару
214,Schmetterling::N,ме́лав,ме́лав
215,Beere::N,и́мож,и́мож
216,Apfel::N,марь,марь
217,Pilz::N,панга,панга
218,Zwiebel::N,шурьхкя́,шурьхкя́
219,Saat::N,видьмот,видьмот
220,Korn::N,сёра,сёра
221,Heu::N,тише,тише
222,Schale::N,кедь,кедь
223,Grube::N,лотка,лотка
224,Falle::N,туфкс,туфкс
225,Falle::N,туфкс,кунда́ма
226,Falle::N,кунда́ма,туфкс
227,Falle::N,кунда́ма,кунда́ма
228,Schlinge::N,килькш,килькш
229,Spur::N,пильгоки́,пильгоки́
230,Asche::N,кулу,кулу
231,Dreck::N,ърда́з,ърда́з
232,Eisen::N,кшни,кшни
233,Gold::N,ока,ока
234,Gold::N,ока,золота
235,Gold::N,золота,ока
236,Gold::N,золота,золота
237,Silber::N,сия́,сия́
238,Kohle::N,седь,седь
239,Kohle::N,седь,седьвальмя
240,Kohle::N,седьвальмя,седь
241,Kohle::N,седьвальмя,седьвальмя
242,Glas::N,кля́нцек,кля́нцек
243,Lehm::N,сёвонь,сёвонь
244,Sand::N,шува́р,шува́р
245,Mensch::N,ломань,ломань
246,Mann::N,аля,аля
247,Mann::N,аля,цёраломань
248,Mann::N,цёраломань,аля
249,Mann::N,цёраломань,цёраломань
250,Frau::N,ава,ава
251,Kind::N,идь,идь
252,Kind::N,идь,шаба
253,Kind::N,шаба,идь
254,Kind::N,шаба,шаба
255,Junge::N,цёраня,цёраня
256,Mädchen::N,стирня́,стирня́
257,Familie::N,тнал,тнал
258,Familie::N,тнал,семья
259,Familie::N,семья,тнал
260,Familie::N,семья,семья
261,Großvater::N,атя,атя
262,Großvater::N,атя,щя́тя
263,Großvater::N,щя́тя,атя
264,Großvater::N,щя́тя,щя́тя
265,Großmutter::N,баба,баба
266,Eltern::N,тя́дят-а́лят,тя́дят-а́лят
267,Vater::N,аля,аля
268,Mutter::N,ава,ава
269,Mutter::N,ава,тядя
270,Mutter::N,тядя,ава
271,Mutter::N,тядя,тядя
272,Sohn::N,цёра,цёра
273,Tochter::N,стирь,стирь
274,Bruder::N,дуган,дуган
275,Bruder::N,дуган,пяльне
276,Bruder::N,пяльне,дуган
277,Bruder::N,пяльне,пяльне
278,Schwester::N,ака,ака
279,Schwester::N,ака,сазор
280,Schwester::N,сазор,ака
281,Schwester::N,сазор,сазор
282,Onkel::N,оця,оця
283,Onkel::N,оця,патя
284,Onkel::N,оця,щеня́
285,Onkel::N,патя,оця
286,Onkel::N,патя,патя
287,Onkel::N,патя,щеня́
288,Onkel::N,щеня́,оця
289,Onkel::N,щеня́,патя
290,Onkel::N,щеня́,щеня́
291,Tante::N,ака,ака
292,Tante::N,ака,щака
293,Tante::N,щака,ака
294,Tante::N,щака,щака
295,Ehemann::N,мирде,мирде
296,Ehefrau::N,ърьвя́,ърьвя́
297,Freude::N,ке́нярдема,ке́нярдема
298,Gelächter::N,рахсема,рахсема
299,Glück::N,паваз,паваз
300,Kummer::N,ризф,ризф
301,Kummer::N,ризф,пичефкс
302,Kummer::N,пичефкс,ризф
303,Kummer::N,пичефкс,пичефкс
304,Wunsch::N,мяль,мяль
305,Wunsch::N,мяль,таколдома
306,Wunsch::N,таколдома,мяль
307,Wunsch::N,таколдома,таколдома
308,Lust::N,таколдома,таколдома
309,Geist::N,вайме,вайме
310,Gedanke::N,мяль,мяль
311,Gedächtnis::N,прявий,прявий
312,Verstand::N,прявий,прявий
313,Sinn::N,ён,ён
314,Grund::N,туфта́л,туфта́л
315,Wahrheit::N,ви́де,ви́де
316,Wahrheit::N,ви́де,видеши́
317,Wahrheit::N,видеши́,ви́де
318,Wahrheit::N,видеши́,видеши́
319,Gespräch::N,корхтама,корхтама
320,Märchen::N,ёфкс,ёфкс
321,Erzählung::N,азкс,азкс
322,Nachricht::N,куля́,куля́
323,Neuigkeit::N,куля́,куля́
324,Name::N,лем,лем
325,Rätsel::N,со́дама ёфкс,со́дама ёфкс
326,Rede::N,вал,вал
327,Rede::N,вал,корхтама
328,Rede::N,корхтама,вал
329,Rede::N,корхтама,корхтама
330,Sprache::N,кяль,кяль
331,Stimme::N,вайгяль,вайгяль
332,Wort::N,вал,вал
333,Zeichen::N,тя́ште,тя́ште
334,Zeichen::N,тя́ште,тя́штькс
335,Zeichen::N,тя́штькс,тя́ште
336,Zeichen::N,тя́штькс,тя́штькс
337,Ruf::N,тердема,тердема
338,Lärm::N,гайф,гайф
339,Lärm::N,гайф,жалакодома
340,Lärm::N,жалакодома,гайф
341,Lärm::N,жалакодома,жалакодома
342,Laut::N,вайгяль,вайгяль
343,Ton::N,вайгяль,вайгяль
344,Lied::N,мора,мора
345,Ruhe::N,сетьме,сетьме
346,Leute::N,ломатть,ломатть
347,Volk::N,наро́д,наро́д
348,Arbeit::N,тев,тев
349,Gast::N,и́нжи,и́нжи
350,Gast::N,и́нжи,ко́нак
351,Gast::N,ко́нак,и́нжи
352,Gast::N,ко́нак,ко́нак
353,Geschenk::N,казне,казне
354,Spiel::N,налхкома,налхкома
355,Spiel::N,налхкома,налхксема
356,Spiel::N,налхксема,налхкома
357,Spiel::N,налхксема,налхксема
358,Gesellschaft::N,кружок,кружок
359,Hilfe::N,лездома,лездома
360,Freund::N,я́лга,я́лга
361,Kamerad::N,я́лга,я́лга
362,Angelegenheit::N,тев,тев
363,Anzahl::N,лувкс,лувкс
364,Art::N,вид,вид
365,Stück::N,пакш,пакш
366,Teil::N,часть,часть
367,Teil::N,часть,пялькс
368,Teil::N,пялькс,часть
369,Teil::N,пялькс,пялькс
370,Hälfte::N,пяле,пяле
371,Kreis::N,шаркс,шаркс
372,Kreuz::N,крёз,крёз
373,Linie::N,межа,межа
374,Linie::N,межа,китькс
375,Linie::N,китькс,межа
376,Linie::N,китькс,китькс
377,Strich::N,межа,межа
378,Abstand::N,ётка,ётка
379,Entfernung::N,ётка,ётка
380,Gegend::N,ва́ста,ва́ста
381,Gegend::N,ва́ста,перьфпя́ль
382,Gegend::N,перьфпя́ль,ва́ста
383,Gegend::N,перьфпя́ль,перьфпя́ль
384,Platz::N,ва́ста,ва́ста
385,Ort::N,ва́ста,ва́ста
386,Seite::N,пяле,пяле
387,Mitte::N,кучка́,кучка́
388,Gegenstand::N,веща,веща
389,Sache::N,тев,тев
390,Sache::N,тев,веща
391,Sache::N,веща,тев
392,Sache::N,веща,веща
393,Rand::N,пе,пе
394,Kante::N,и́рдез,и́рдез
395,Ecke::N,ужа,ужа
396,Spitze::N,пря,пря
397,Ende::N,пе,пе
398,Loch::N,варя,варя
399,Winkel::N,ужа,ужа
400,Muster::N,сёрма,сёрма
401,Größe::N,серь,серь
402,Länge::N,кува́лма,кува́лма
403,Höhe::N,серь,серь
404,Gewicht::N,сталма,сталма
405,Menge::N,лувкс,лувкс
406,Haufen::N,мар,мар
407,Reihe::N,ряд,ряд
408,Boot::N,венеж,венеж
409,Ruder::N,миле,миле
410,Schlitten::N,ну́рда,ну́рда
411,Ski::N,сокс,сокс
412,Lagerfeuer::N,то́лмар,то́лмар
413,Last::N,канкс,канкс
414,Last::N,канкс,сталма
415,Last::N,сталма,канкс
416,Last::N,сталма,сталма
417,Gang::N,молема,молема
418,Schritt::N,аськолкс,аськолкс
419,Norden::N,якшама шире,якшама шире
420,Süden::N,ля́мбе ши́ре,ля́мбе ши́ре
421,Westen::N,ши валгома шире,ши валгома шире
422,Osten::N,шинь стяма шире,шинь стяма шире
423,Holz::N,вирь,вирь
424,Holz::N,вирь,шуфта
425,Holz::N,шуфта,вирь
426,Holz::N,шуфта,шуфта
427,Brett::N,лавця,лавця
428,Platte::N,плита́,плита́
429,Stütze::N,неже,неже
430,Stange::N,олга,олга
431,Stock::N,байдек,байдек
432,Stab::N,олгоня,олгоня
433,Rohr::N,турама,турама
434,Haus::N,куд,куд
435,Heim::N,куд,куд
436,Ofen::N,пянакуд,пянакуд
437,Fußboden::N,кия́кс,кия́кс
438,Tisch::N,шра,шра
439,Tisch::N,шра,моркш
440,Tisch::N,моркш,шра
441,Tisch::N,моркш,моркш
442,Stuhl::N,стул,стул
443,Wiege::N,нюря́м,нюря́м
444,Bett::N,ацам,ацам
445,Regal::N,лавцяланга,лавцяланга
446,Kiste::N,парга,парга
447,Fenster::N,валмья,валмья
448,Tür::N,кенкш,кенкш
449,Tor::N,ортат,ортат
450,Zaun::N,перяфкс,перяфкс
451,Dach::N,кудпря,кудпря
452,Leiter::N,куцема,куцема
453,Besen::N,тяльме,тяльме
454,Spaten::N,ка́йме,ка́йме
455,Schaufel::N,ко́поня,ко́поня
456,Schaufel::N,ко́поня,ця́рдом
457,Schaufel::N,ця́рдом,ко́поня
458,Schaufel::N,ця́рдом,ця́рдом
459,Gabel::N,ця́нгоня,ця́нгоня
460,Löffel::N,куцю,куцю
461,Messer::N,пеель,пеель
462,Nagel::N,эска,эска
463,Haken::N,кя́чказ,кя́чказ
464,Griff::N,недь,недь
465,Griff::N,недь,кунда́мка
466,Griff::N,кунда́мка,недь
467,Griff::N,кунда́мка,кунда́мка
468,Schloss::N,замо́к,замо́к
469,Bild::N,карти́на,карти́на
470,Figur::N,ронга-понда,ронга-понда
471,Puppe::N,ня́ка,ня́ка
472,Beutel::N,кяскав,кяскав
473,Bündel::N,кярьме,кярьме
474,Tasche::N,кошяльня,кошяльня
475,Eimer::N,ве́дарка,ве́дарка
476,Deckel::N,тавадкс,тавадкс
477,Deckel::N,тавадкс,вельхкс
478,Deckel::N,вельхкс,тавадкс
479,Deckel::N,вельхкс,вельхкс
480,Geschirr::N,кядьге,кядьге
481,Sack::N,кяскав,кяскав
482,Tasse::N,ша́ваня,ша́ваня
483,Topf::N,кавозь,кавозь
484,Kessel::N,сргавозь,сргавозь
485,Essen::N,ярхцама,ярхцама
486,Nahrung::N,ярхцампяль,ярхцампяль
487,Speise::N,ярхцама,ярхцама
488,Fleisch::N,пал,пал
489,Fleisch::N,пал,сиволь
490,Fleisch::N,сиволь,пал
491,Fleisch::N,сиволь,сиволь
492,Getreide::N,сёра,сёра
493,Brei::N,ям,ям
494,Brot::N,кши,кши
495,Scheibe::N,кочам,кочам
496,Fett::N,куя́,куя́
497,Butter::N,вай,вай
498,Öl::N,вай,вай
499,Salz::N,сал,сал
500,Suppe::N,шонгарям,шонгарям
501,Suppe::N,шонгарям,коршампяль
502,Suppe::N,коршампяль,шонгарям
503,Suppe::N,коршампяль,коршампяль
504,Honig::N,медь,медь
505,Milch::N,лофца,лофца
506,Tee::N,чай,чай
507,Leder::N,кедь,кедь
508,Wolle::N,пона,пона
509,Stoff::N,котф,котф
510,Nadel::N,салмокс,салмокс
511,Faden::N,сюре,сюре
512,Knopf::N,пуня,пуня
513,Knoten::N,сюлма,сюлма
514,Farbe::N,архтомбяль,архтомбяль
515,Kleidung::N,щам,щам
516,Hemd::N,па́нар,па́нар
517,Kragen::N,сиве,сиве
518,Ärmel::N,ожа,ожа
519,Hose::N,понкст,понкст
520,Gürtel::N,каркс,каркс
521,Mütze::N,вазь,вазь
522,Schuh::N,башма́к,башма́к
523,Stiefel::N,кя́ме,кя́ме
524,Ring::N,суркс,суркс
525,Band::N,керькс,керькс
526,Band::N,керькс,лента
527,Band::N,лента,керькс
528,Band::N,лента,лента
529,Kamm::N,сюрьхцем,сюрьхцем
530,Spiegel::N,ванома,ванома
531,Riemen::N,шнань каркс,шнань каркс
532,Schnur::N,пикс,пикс
533,Schnur::N,пикс,карькскя
534,Schnur::N,карькскя,пикс
535,Schnur::N,карькскя,карькскя
536,Leine::N,вядьме,вядьме
537,Decke::N,вельхкс,вельхкс
538,Kissen::N,тоду,тоду
539,Tuch::N,руця́,руця́
540,Handtuch::N,на́рдама,на́рдама
541,Kraft::N,вий,вий
542,Stärke::N,вииши,вииши
543,Gesundheit::N,шумбраши́,шумбраши́
544,Krankheit::N,урма́,урма́
545,Krankheit::N,урма́,сярядема
546,Krankheit::N,сярядема,урма́
547,Krankheit::N,сярядема,сярядема
548,Schmerz::N,маряма,маряма
549,Wunde::N,керф,керф
550,Fieber::N,маштыкс,маштыкс
551,Arznei::N,надо́бья,надо́бья
552,Arznei::N,надо́бья,пъчка́фтома
553,Arznei::N,пъчка́фтома,надо́бья
554,Arznei::N,пъчка́фтома,пъчка́фтома
555,Brücke::N,седь,седь
556,Brunnen::N,эши,эши
557,Weide::N,ванома васта,ванома васта
558,Pfad::N,ян,ян
559,Pfad::N,ян,киня́
560,Pfad::N,киня́,ян
561,Pfad::N,киня́,киня́
562,Weg::N,ки,ки
563,Straße::N,ки,ки
564,Dorf::N,веле,веле
565,Stadt::N,ош,ош
566,Brief::N,сёрма,сёрма
567,Buch::N,книга,книга
568,Buchstabe::N,бу́ква,бу́ква
569,Zeitung::N,газе́та,газе́та
570,Leben::N,эряф,эряф
571,Leben::N,эряф,эряма
572,Leben::N,эряма,эряф
573,Leben::N,эряма,эряма
574,Tod::N,кулома́,кулома́
575,Grab::N,калма,калма
576,Kirche::N,це́рькав,це́рькав
577,Sünde::N,пежеть,пежеть
578,Sünde::N,пежеть,муворкс
579,Sünde::N,муворкс,пежеть
580,Sünde::N,муворкс,муворкс
581,Gott::N,шкай,шкай
582,Arbeiter::N,трудендай,трудендай
583,Arbeiter::N,трудендай,работник
584,Arbeiter::N,работник,трудендай
585,Arbeiter::N,работник,работник
586,Chef::N,азор,азор
587,Chef::N,азор,оцюня
588,Chef::N,оцюня,азор
589,Chef::N,оцюня,оцюня
590,Meister::N,мастяр,мастяр
591,Arzt::N,врач,врач
592,Arzt::N,врач,доктор
593,Arzt::N,доктор,врач
594,Arzt::N,доктор,доктор
595,Lehrer::N,учи́тель,учи́тель
596,Geld::N,ярмакт,ярмакт
597,Geschäft::N,ладяфкс,ладяфкс
598,Geschäft::N,ладяфкс,ладяф тев
599,Geschäft::N,ладяф тев,ладяфкс
600,Geschäft::N,ладяф тев,ладяф тев
601,Laden::N,ла́вка,ла́вка
602,Preis::N,питне,питне
603,Ware::N,миф,миф
604,Ware::N,миф,ра́маф
605,Ware::N,ра́маф,миф
606,Ware::N,ра́маф,ра́маф
607,Nutzen::N,пара,пара
608,Nutzen::N,пара,лезкс
609,Nutzen::N,лезкс,пара
610,Nutzen::N,лезкс,лезкс
611,Reichtum::N,ко́зяши,ко́зяши
612,Welt::N,свет,свет
613,Land::N,мастор,мастор
614,Staat::N,государства,государства
615,König::N,король,король
616,Macht::N,азорондама,азорондама
617,Macht::N,азорондама,азорксши
618,Macht::N,азорксши,азорондама
619,Macht::N,азорксши,азорксши
620,Grenze::N,ёткаян,ёткаян
621,Krieg::N,война́,война́
622,Feind::N,душман,душман
623,Feind::N,душман,каршек тюри
624,Feind::N,каршек тюри,душман
625,Feind::N,каршек тюри,каршек тюри
626,Gewalt::N,наругама,наругама
627,Kampf::N,тюрема́,тюрема́
628,Bogen[Waffe]::N,нал,нал
629,Pfeil::N,нал,нал
630,Gewehr::N,винто́вка,винто́вка
631,Fehler::N,эльбядькс,эльбядькс
632,Lüge::N,васькафнема,васькафнема
633,Schaden::N,зия́н,зия́н
634,Unglück::N,зия́н,зия́н
635,Schuld::N,муворши,муворши
636,Alter::N,эряф кизот,эряф кизот
637,Alter::N,эряф кизот,эряфонь пинге
638,Alter::N,эряфонь пинге,эряф кизот
639,Alter::N,эряфонь пинге,эряфонь пинге
640,Schluss::N,пе,пе
641,Zeit::N,пинге,пинге
642,Tag::N,ши,ши
643,Morgen::N,шобдава,шобдава
644,Mittag::N,шикучка,шикучка
645,Abend::N,иля́дь,иля́дь
646,Nacht::N,ве,ве
647,Woche::N,недя́ля,недя́ля
648,Monat::N,ков,ков
649,Jahr::N,киза,киза
650,Frühling::N,тунда́,тунда́
651,Sommer::N,киза,киза
652,Herbst::N,сёксе,сёксе
653,Winter::N,тяла,тяла
654,Januar::N,кельмеков,кельмеков
655,Februar::N,уфайков,уфайков
656,März::N,марайков,марайков
657,April::N,шудиков,шудиков
658,Mai::N,панжиков,панжиков
659,Juni::N,лямбеков,лямбеков
660,Juli::N,псиков,псиков
661,August::N,сёроньков,сёроньков
662,September::N,тюжягов,тюжягов
663,Oktober::N,кельмазаков,кельмазаков
664,November::N,эйндамков,эйндамков
665,Dezember::N,кучкаков,кучкаков
666,Montag::N,одговши,одговши
667,Dienstag::N,ша́вши,ша́вши
668,Mittwoch::N,вержи,вержи
669,Donnerstag::N,шува́ланя,шува́ланя
670,Freitag::N,пя́денця,пя́денця
671,Samstag::N,ёткши,ёткши
672,Sonntag::N,таргоши,таргоши
673,groß::A,оцю,оцю
674,klein::A,ёмла,ёмла
675,lang::A,кува́ка,кува́ка
676,kurz::A,нюрьхкя́ня,нюрьхкя́ня
677,breit::A,кели,кели
678,schmal::A,тяйня,тяйня
679,dicht::A,сиде,сиде
680,dicht::A,сиде,туста
681,dicht::A,туста,сиде
682,dicht::A,туста,туста
683,dick[Gegenstand]::A,эчке,эчке
684,dünn::A,шува́ня,шува́ня
685,fein::A,шува́ня,шува́ня
686,fest::A,кеме,кеме
687,flach::A,лапш,лапш
688,glatt::A,вадяв,вадяв
689,glatt::A,вадяв,такор
690,glatt::A,такор,вадяв
691,glatt::A,такор,такор
692,hart::A,калгода,калгода
693,weich::A,ляпе,ляпе
694,rund::A,кру́глай,кру́глай
695,spitz::A,ботаз,ботаз
696,spitz::A,ботаз,оржа
697,spitz::A,оржа,ботаз
698,spitz::A,оржа,оржа
699,scharf::A,оржа,оржа
700,stumpf::A,ношка,ношка
701,schwer::A,стака,стака
702,schön::A,мазы,мазы
703,heiß::A,пси,пси
704,warm::A,лямбе,лямбе
705,kalt::A,кельме,кельме
706,kühl::A,эше,эше
707,frisch::A,свежай,свежай
708,feucht::A,летьке,летьке
709,nass::A,начка,начка
710,trocken::A,коське,коське
711,voll::A,пяшксе,пяшксе
712,leer::A,шава,шава
713,offen::A,панжада,панжада
714,offen::A,панжада,виде
715,offen::A,виде,панжада
716,offen::A,виде,виде
717,geschlossen::A,пякстаф,пякстаф
718,geschlossen::A,пякстаф,сёлгф
719,geschlossen::A,сёлгф,пякстаф
720,geschlossen::A,сёлгф,сёлгф
721,sauber::A,ару,ару
722,schmutzig::A,рда́зу,рда́зу
723,schmutzig::A,рда́зу,пя́ндра
724,schmutzig::A,пя́ндра,рда́зу
725,schmutzig::A,пя́ндра,пя́ндра
726,roh::A,верок,верок
727,reif::A,ке́нерьф,ке́нерьф
728,lecker::A,танцти,танцти
729,süß::A,ламбама,ламбама
730,bitter::A,сяпи,сяпи
731,sauer::A,шапама,шапама
732,hell::A,валда,валда
733,dunkel::A,шобда,шобда
734,schwarz::A,равжа,равжа
735,weiß::A,акша,акша
736,rot::A,якстерь,якстерь
737,gelb::A,тюжя́,тюжя́
738,blau::A,сенем,сенем
739,grün::A,пиже,пиже
740,grün::A,пиже,сянгяря
741,grün::A,сянгяря,пиже
742,grün::A,сянгяря,сянгяря
743,grau::A,уле,уле
744,bunt::A,сёрмав,сёрмав
745,billig::A,у́цез,у́цез
746,billig::A,у́цез,аф пи́тни
747,billig::A,аф пи́тни,у́цез
748,billig::A,аф пи́тни,аф пи́тни
749,teuer::A,пи́тни,пи́тни
750,wertvoll::A,питни,питни
751,blind::A,сокор,сокор
752,taub::A,пярав,пярав
753,kräftig::A,пяк вии,пяк вии
754,stark::A,вии,вии
755,schwach::A,лафча,лафча
756,fett::A,куя́,куя́
757,schlank::A,виде ронга,виде ронга
758,hübsch::A,мазы,мазы
759,böse::A,кяжи,кяжи
760,dumm::A,аф ёню,аф ёню
761,dumm::A,аф ёню,шава пря
762,dumm::A,шава пря,аф ёню
763,dumm::A,шава пря,шава пря
764,faul::A,нола,нола
765,fleißig::A,ку́лхцонды,ку́лхцонды
766,geizig::A,кирьжя,кирьжя
767,geizig::A,кирьжя,жаднай
768,geizig::A,жаднай,кирьжя
769,geizig::A,жаднай,жаднай
770,klug::A,ёню,ёню
771,klug::A,ёню,пря́ви
772,klug::A,пря́ви,ёню
773,klug::A,пря́ви,пря́ви
774,geschickt::A,маштозь тиф,маштозь тиф
775,lieb::A,цебярь,цебярь
776,lustig::A,ра́хси,ра́хси
777,sanft::A,сетьме,сетьме
