,Concept_ID,kk,ja
825,ein wenig::ADV,аздаған,少し
826,ein wenig::ADV,аздаған,ちょっと
827,ein wenig::ADV,азғантай,少し
828,ein wenig::ADV,азғантай,ちょっと
829,kaum::ADV,зорға,ほとんど～ない
830,sehr::ADV,орасан,とても
831,so::ADV,бұлай,こう
832,so::ADV,былайша,こう
833,noch::ADV,әлі,まだ
834,nur::ADV,ғана,～だけ
835,schon::ADV,түге,もう
836,wieder::ADV,жаңа,再び
837,wieder::ADV,қайта,再び
838,wieder::ADV,жаңадан,再び
839,vergebens::ADV,бекер,無駄に
840,vor::PRP,алды,前に
841,hinter::PRP,артынан,後ろに
842,unter::PRP,түп,下に
843,unter::PRP,маңында,下に
844,durch::PRP,арқылы,通して
845,neben::PRP,іргеде,横に
846,neben::PRP,жанында,横に
847,zwischen::PRP,арада,間に
848,wegen::PRP,үшін,為に
849,wegen::PRP,үшін,せいで
850,dies::PRN,бұ,これ
851,dies::PRN,осы,これ
852,das::PRN,сол,それ
853,alles::PRN,дүйім,全部
854,alles::PRN,күллі,全部
855,ich::PRN,мен,私
856,du::PRN,сен,あなた
857,er::PRN,ол,彼
858,wir::PRN,біз,私達
859,ihr::PRN,сіз,あなた達
860,sie::PRN,олар,彼ら
861,was::FPRN,не,何
862,wer::FPRN,кім,誰
863,wer::FPRN,кім,どなた
864,wo::FADV,кәні,どこ
865,wo::FADV,кәні,どこに
866,wo::FADV,қайда,どこ
867,wo::FADV,қайда,どこに
868,wohin::FADV,қайда,どこへ
869,wie::FADV,калай,どう
870,warum::FADV,неғып,何故
871,warum::FADV,неғып,どうして
872,wieviel::FNUM,неше,どのくらい
873,wieviel::FNUM,қанша,どのくらい
874,eins::NUM,бір,一
875,zwei::NUM,екі,二
876,zwei::NUM,екі,二つ
877,drei::NUM,үш,三
878,drei::NUM,үш,三つ
879,vier::NUM,төрт,四
880,vier::NUM,төрт,四つ
881,fünf::NUM,бес,五
882,fünf::NUM,бес,五つ
883,sechs::NUM,алты,六
884,sechs::NUM,алты,六つ
885,sieben::NUM,жеті,七
886,sieben::NUM,жеті,七つ
887,acht::NUM,сегіз,八
888,acht::NUM,сегіз,八つ
889,neun::NUM,тоғыз,九
890,neun::NUM,тоғыз,九つ
891,zehn::NUM,он,十
892,elf::NUM,он бір,十一
893,zwölf::NUM,он екі,十二
894,zwanzig::NUM,жиырма,二十
895,dreißig::NUM,отыз,三十
896,vierzig::NUM,қырық,四十
897,fünfzig::NUM,елу,五十
898,sechzig::NUM,алпыс,六十
899,siebzig::NUM,жетпіс,七十
900,achtzig::NUM,сексен,八十
901,neunzig::NUM,тоқсан,九十
902,hundert::NUM,жүз,百
903,tausend::NUM,мың,千
904,und::CNJ,та,-と
905,und::CNJ,та,そして
906,oder::CNJ,әлде,或いは
907,oder::CNJ,немесе,或いは
908,stehen::V,тұру,立っている
909,sitzen::V,отыру,座っている
910,liegen::V,жату,横になっている
911,hängen::V,ілу,掛かっている
912,werden::V,болу,なる
913,werden::V,түрегелу,なる
914,passieren::V,болу,起こる
915,beginnen::V,басталу,始まる
916,enden::V,ада болу,終わる
917,wechseln::V,құбылу,変わる
918,wechseln::V,өзгеру,変わる
919,aufgehen[Sonne]::V,шығу,出る
920,untergehen[Sonne]::V,батыру,沈む
921,scheinen[Sonne]::V,жылтырау,輝く
922,donnern::V,күркіреу,雷が鳴る
923,wehen::V,огып тур,吹く
924,strömen::V,сорғалау,流れる
925,fließen::V,ағу,流れる
926,sich drehen::V,айналу,回転する
927,schwanken::V,толықсу,揺れる
928,schwingen::V,тербелу,振動する
929,fallen::V,құлау,落ちる
930,fallen::V,жығылу,落ちる
931,fallen::V,төмендеу,落ちる
932,brennen::V,жану,燃える
933,rauchen::V,түтету,煙を出す
934,regnen::V,жауу,雨が降る
935,gefrieren::V,мұздай қату,凍る
936,gefrieren::V,мұз боп қату,凍る
937,tauen::V,жібу,溶ける
938,schmelzen::V,еру,溶ける
939,trocknen::V,курау,乾く
940,sieden::V,қайнау,沸く
941,faulen::V,иістену,腐る
942,verfaulen::V,шіру,朽ちる
943,reißen::V,жыртылу,切れる
944,versinken::V,малтығу,沈む
945,vergehen::V,өту,経つ
946,erscheinen::V,көріну,現れる
947,erscheinen::V,көрініп қалу,現れる
948,verschwinden::V,ғайып_болу,消える
949,sinken::V,ылдилау,下がる
950,sinken::V,төмендеу,下がる
951,abnehmen::V,кемітілу,減る
952,zunehmen::V,көбею,増える
953,steigen::V,қобу,上がる
954,steigen::V,көтерілу,上がる
955,steigen::V,жоғарылау,上がる
956,wachsen::V,өсу,伸びる
957,glänzen::V,жалтырау,輝く
958,funkeln::V,жарқырау,ぴかぴか光る
959,funkeln::V,нұрлану,ぴかぴか光る
960,funkeln::V,жылтылдау,ぴかぴか光る
961,lärmen::V,шулау,騒ぐ
962,lärmen::V,шуылдау,騒ぐ
963,läuten::V,қоңыраулату,鳴る
964,klingeln::V,дыңғырлау,鳴る
965,klirren::V,дыңылдату,がらんがらんと鳴る
966,brausen::V,тасу,逆巻く
967,rauschen::V,сусылдау,戦ぐ
968,rauschen::V,сыбдырлау,戦ぐ
969,klingen::V,дыбыс шығару,鳴る
970,bellen::V,үру,吠える
971,heulen::V,ұлу,きゃんきゃん鳴く
972,blasen::V,үру,吹く
973,pfeifen::V,ысқыру,口笛を吹く
974,schreien::V,шыңғыру,叫ぶ
975,schreien::V,айғайлау,叫ぶ
976,schreien::V,байбайлау,叫ぶ
977,schreien::V,бажалақтау,叫ぶ
978,stöhnen::V,ыңырсу,うめく
979,stöhnen::V,ыңкылдау,うめく
980,zittern::V,қалш,震える
981,zittern::V,қалшылдату,震える
982,leben::V,жасау,生きている
983,leben::V,күнелту,生きている
984,leben::V,күн көру,生きている
985,leben::V,тіршілік ету,生きている
986,geboren werden::V,туу,生まれる
987,atmen::V,дем алу,呼吸する
988,atmen::V,ауа жұту,呼吸する
989,trinken::V,ішу,飲む
990,trinken::V,ұрттау,飲む
991,essen::V,жеу,食べる
992,essen::V,тамақтану,食べる
993,schlucken::V,жұту,飲み込む
994,müde werden::V,болдыру,眠くなる
995,einschlafen::V,үйыктап калу,寝付く
996,schlafen::V,ұйықтау,眠る
997,aufwachen::V,ояну,目が覚める
998,aufstehen::V,ояну,起きる
999,sich erholen::V,тынығу,休養する
1000,krank werden::V,кеселдену,病気になる
1001,krank werden::V,сырқаттану,病気になる
1002,krank werden::V,ауырып қалу,病気になる
1003,krank werden::V,ауыра бастау,病気になる
1004,krank werden::V,кеселге ұшырау,病気になる
1005,krank werden::V,сырқаттанып қалу,病気になる
1006,krank sein::V,ауыру,病気である
1007,krank sein::V,сырқаттану,病気である
1008,schmerzen::V,ауырады,痛む
1009,husten::V,жөтелу,咳をする
1010,genesen::V,айығу,元気になる
1011,sterben::V,өлу,死ぬ
1012,sterben::V,өлу,亡くなる
1013,sterben::V,қайтыс,死ぬ
1014,sterben::V,қайтыс,亡くなる
1015,sterben::V,жантапсыру,死ぬ
1016,sterben::V,жантапсыру,亡くなる
1017,umkommen::V,өлу,死亡する
1018,umkommen::V,қаза табу,死亡する
1019,sich bewegen::V,жылжу,移動する
1020,sich rühren::V,қыбырлау,動く
1021,sich erheben::V,тұру,立ち上がる
1022,sich setzen::V,отыру,座る
1023,hinfallen::V,жығылу,転ぶ
1024,laufen::V,жояу жүру,歩く
1025,schreiten::V,кадамдау,跨ぐ
1026,spazierengehen::V,қыдыру,散歩する
1027,eilen::V,асығу,急ぐ
1028,eilen::V,жеделдену,急ぐ
1029,eilen::V,жедепдеу,急ぐ
1030,sich beeilen::V,асығу,焦る
1031,sich beeilen::V,жеделдену,焦る
1032,sausen::V,заулау,疾駆する
1033,rennen::V,жүгіру,走る
1034,springen::V,секіру,跳ぶ
1035,klettern::V,өрмелеп шығу,よじ登る
1036,schaukeln::V,тербелу,ぶらんこに乗る
1037,kriechen::V,еңбектеу,這う
1038,schwimmen::V,жүзу,泳ぐ
1039,schwimmen::V,малту,泳ぐ
1040,schwimmen::V,қалықтау,泳ぐ
1041,tauchen::V,сүңгу,潜る
1042,rudern::V,есу,漕ぐ
1043,fahren::V,бару,行く
1044,fahren::V,бару,乗車する
1045,fliegen::V,ұшу,飛ぶ
1046,gehen::V,бару,行く
1047,weggehen::V,кету,立ち去る
1048,abfahren::V,жөнелу,出発する
1049,anhalten::V,тоқтау,止まる
1050,hineingehen::V,кіру,入る
1051,eintreten::V,ену,中に入る
1052,kommen::V,жету,来る
1053,ankommen::V,келу,着く
1054,ankommen::V,келу,到着する
1055,zurückkommen::V,қайту,帰る
1056,bleiben::V,қалу,留まる
1057,warten::V,тосу,待つ
1058,erwarten::V,күту,期待する
1059,suchen::V,іздеу,探る
1060,finden::V,табу,見つける
1061,versuchen::V,талпыну,試す
1062,vorbereiten::V,әзірлеу,準備する
1063,lieben::V,сүю,愛する
1064,mögen::V,жарату,好きである
1065,mögen::V,жақсы_көру,好きである
1066,lachen::V,күлу,笑う
1067,lachen::V,күлісу,笑う
1068,rühren::V,көңілін бұзу,感情を動かす
1069,weinen::V,жылау,泣く
1070,schimpfen::V,ақырып-бақыру,叱る
1071,sich ärgern::V,ашулану,怒る
1072,sich ärgern::V,ашулану,腹を立てる
1073,sich fürchten::V,сескену,怖がる
1074,fürchten::V,қауіптену,恐れる
1075,fürchten::V,сақсыну,恐れる
1076,fliehen::V,қашу,逃げる
1077,fliehen::V,қашып кету,逃げる
1078,flüchten::V,қашу,逃亡する
1079,flüchten::V,қашып кету,逃亡する
1080,sehen::V,көру,見る
1081,anschauen::V,назар салу,眺める
1082,ansehen::V,тамашалау,見る
1083,hören::V,есту,聞く
1084,zuhören::V,тыңдау,聴く
1085,zuhören::V,құлақ қою,聴く
1086,probieren::V,тату,食べてみる
1087,probieren::V,дәм тату,食べてみる
1088,riechen::V,иіскеу,気取る
1089,fühlen::V,сезу,感じる
1090,fühlen::V,сезіну,感じる
1091,scheinen::V,болып көріну,ように見える
1092,zu sehen sein::V,көріну,見える
1093,vernehmen::V,есту,承る
1094,vernehmen::V,есітіп қалу,承る
1095,frieren::V,тоңу,寒気がする
1096,frieren::V,жаурау,寒気がする
1097,tun::V,ету,する
1098,tun::V,істеу,する
1099,können::V,білу,出来る
1100,wollen::V,қалау,-たい
1101,anfangen::V,бастау,始める
1102,beenden::V,бітіру,終える
1103,beenden::V,адақтау,終える
1104,beenden::V,тамамдау,終える
1105,beenden::V,аяқтап шығу,終える
1106,aufhören::V,доғару,止める
1107,gelingen::V,жолы түсу,成功する
1108,geraten::V,калу,当たる
1109,öffnen::V,ашу,開く
1110,öffnen::V,ашу,開ける
1111,öffnen::V,ашып қою,開く
1112,öffnen::V,ашып қою,開ける
1113,schließen::V,жабу,閉める
1114,stellen::V,қою,置く
1115,stellen::V,қою,据える
1116,stellen::V,қойдыру,置く
1117,stellen::V,қойдыру,据える
1118,setzen::V,отырғызу,座らせる
1119,legen::V,салу,置く
1120,legen::V,калау,置く
1121,berühren::V,тию,触る
1122,berühren::V,тию,触れる
1123,verbinden::V,байлап алу,結びつける
1124,verbinden::V,сабақтастыру,結びつける
1125,bedecken::V,бүркеу,覆う
1126,aufhängen::V,ілу,掛ける
1127,aufhängen::V,асып қою,掛ける
1128,anzünden::V,тұтату,燃やす
1129,anzünden::V,тұтату,火をつける
1130,aufheben::V,көтеру,拾う
1131,zurücklassen::V,қалдыру,残す
1132,verlieren::V,жоғалту,無くす
1133,fallen lassen::V,құлатып алу,落とす
1134,fallen lassen::V,қолдан түсіріп алу,落とす
1135,machen::V,ету,作る
1136,machen::V,жасау,作る
1137,machen::V,жасап шығару,作る
1138,herstellen::V,жасап шығару,製造する
1139,bauen::V,тұрғызу,建設する
1140,reparieren::V,оңдау,直す
1141,reparieren::V,оңдау,修理する
1142,verbessern::V,дұрыстау,改良する
1143,ändern::V,өзгерту,変える
1144,graben::V,үңгу,掘る
1145,beugen::V,буғу,折る
1146,biegen::V,ию,曲げる
1147,biegen::V,майыстыру,曲げる
1148,drehen::V,айналдыру,回す
1149,wenden::V,екінші жағын айналдыру,裏返す
1150,umdrehen::V,бұру,裏返す
1151,heben::V,көтеру,挙げる
1152,hochheben::V,жоғарылату,持ち上げる
1153,hochheben::V,көтеру,持ち上げる
1154,ergreifen::V,бас_салу,取り上げる
1155,ergreifen::V,шап_беріп_ұстап_алу,取り上げる
1156,ergreifen::V,шап_беру,取り上げる
1157,ergreifen::V,шап_ете_түсу,取り上げる
1158,halten::V,тұту,持つ
1159,halten::V,ұстау,持つ
1160,drücken::V,басу,押す
1161,schieben::V,итеру,ずらす
1162,kratzen::V,қыру,引っ掻く
1163,lecken::V,жалау,なめる
1164,beißen::V,қабу,噛む
1165,beißen::V,тістеу,噛む
1166,beißen::V,қауып алу,噛む
1167,abreißen::V,үзу,剝ぎ取る
1168,abschneiden::V,қырқу,切り取る
1169,binden::V,байланыстыру,縛る
1170,binden::V,байлап_алу,縛る
1171,binden::V,байластыру,縛る
1172,binden::V,байлау,縛る
1173,binden::V,буу,縛る
1174,binden::V,матау,縛る
1175,binden::V,сабақтастыру,縛る
1176,binden::V,ұштастыру,縛る
1177,stecken::V,сұғу,差し込む
1178,brechen::V,сындыру,破る
1179,klopfen::V,қағу,とんとん叩く
1180,hauen::V,соғу,叩く
1181,kleben::V,желімдеу,貼る
1182,kleben::V,желімдеу,くっ付ける
1183,reiben::V,үйкеу,擦る
1184,streichen::V,сүйкеу,塗る
1185,schleifen::V,егеу,研ぐ
1186,schleifen::V,қайрау,研ぐ
1187,schleifen::V,егеулеу,研ぐ
1188,schneiden::V,кесу,切る
1189,rütteln::V,қозғау,揺さぶる
1190,rütteln::V,жұлмалау,揺さぶる
1191,schütteln::V,дірілдету,振る
1192,schütteln::V,дірілдету,揺さぶる
1193,schütteln::V,селкілдету,振る
1194,schütteln::V,селкілдету,揺さぶる
1195,schwenken::V,бұлғау,振る
1196,schwenken::V,сермеу,振る
1197,schütten::V,құю,注ぐ
1198,füllen::V,толтыру,いっぱいにする
1199,einwickeln::V,орау,包む
1200,tragen::V,алып жүру,運ぶ
1201,schleppen::V,тарту,引きずる
1202,ziehen::V,тарту,引く
1203,aufbewahren::V,сақтау,預かる
1204,werfen::V,лақтыру,投げる
1205,fangen::V,қармау,受ける
1206,fangen::V,қағып алу,受ける
1207,packen::V,шап беру,掴む
1208,packen::V,шап ете түсу,掴む
1209,packen::V,шап беріп ұстап алу,掴む
1210,verstecken::V,тығу,隠す
1211,verstecken::V,жасыру,隠す
1212,teilen::V,бөлу,分ける
1213,schicken::V,жіберу,送る
1214,bringen::V,әкелу,持って行く
1215,bringen::V,алып келу,持って行く
1216,hinzufügen::V,қосу,加える
1217,hinzufügen::V,үстеу,加える
1218,bekommen::V,алу,得る
1219,erhalten::V,алмақ,受ける
1220,nehmen::V,алу,取る
1221,nehmen::V,алмақ,取る
1222,wählen::V,таңдау,選ぶ
1223,auswählen::V,екшеу,選ぶ
1224,auswählen::V,саралау,選ぶ
1225,auswählen::V,сұрыптау,選ぶ
1226,auswählen::V,сайлап алу,選ぶ
1227,bewahren::V,сақтау,保存する
1228,behindern::V,оралғы болу,妨害する
1229,verderben::V,бүлдіру,台無しにする
1230,beschädigen::V,бұзу,損傷する
1231,zerbrechen::V,уату,割る
1232,zerreißen::V,жырту,引き裂く
1233,zerstören::V,қирату,破壊する
1234,zerstören::V,талқандау,破壊する
1235,verbrennen::V,өртеу,焼く
1236,verbrennen::V,жандыру,焼く
1237,verbrennen::V,өртеп жіберу,焼く
1238,verbrennen::V,жандырып жіберу,焼く
1239,geben::V,беру,上げる
1240,reichen::V,беру,渡す
1241,schenken::V,тарту,贈る
1242,versprechen::V,уәде беру,約束する
1243,wünschen::V,тілеу,望む
1244,loben::V,мақтау,褒める
1245,loben::V,дәріптеу,褒める
1246,küssen::V,сүю,キスする
1247,wiegen::V,тербеу,揺する
1248,zudecken::V,бүркеу,覆う
1249,wecken::V,ояту,起こす
1250,zeigen::V,көрсету,見せる
1251,führen::V,ерту,案内する
1252,führen::V,жетектеу,案内する
1253,lehren::V,оқыту,教える
1254,unterrichten::V,оқыту,通知する
1255,aufziehen::V,бағу,育てる
1256,leiten::V,басқару,導く
1257,leiten::V,жетекшілік ету,導く
1258,antreiben::V,асықтыру,励ます
1259,lassen::V,-ткізу,～させる
1260,lassen::V,мәжбүр ету,～させる
1261,einladen::V,шақыру,誘う
1262,einladen::V,шақыру,招待する
1263,vereinigen::V,біріктіру,一つにする
1264,vereinigen::V,біріктіріп қою,一つにする
1265,besuchen::V,кіріп шығу,訪ねる
1266,besuchen::V,барып шығу,訪ねる
1267,treffen::V,кездесу,出会う
1268,sich versammeln::V,топталу,集まる
1269,spielen::V,ойнау,遊ぶ
1270,singen::V,сайрау,歌う
1271,tanzen::V,билеу,踊る
1272,sich trennen::V,айрылысу,別れる
1273,verlassen::V,тастау,別れる
1274,retten::V,құтқару,救う
1275,retten::V,құтқару,助ける
1276,bewachen::V,күзету,見張る
1277,bewachen::V,күзету,軽微する
1278,schützen::V,жақтау,保護する
1279,schützen::V,жақтасу,保護する
1280,verteidigen::V,қорғау,守る
1281,sich schlagen::V,алысу,殴る
1282,schießen::V,ату,撃つ
1283,siegen::V,жеңу,勝つ
1284,ärgern::V,ашуландыру,怒らせる
1285,schlagen::V,ұру,殴る
1286,treten::V,тебу,蹴る
1287,stechen::V,шаншу,突く
1288,stoßen::V,түрту,突く
1289,stehlen::V,ұрлау,盗る
1290,stören::V,кесірлен,構う
1291,belästigen::V,мазасын алу,邪魔する
1292,verbergen::V,сездірмеу,隠す
1293,täuschen::V,жалған айту,だます
1294,betrügen::V,алдау,だます
1295,betrügen::V,алдап кету,だます
1296,betrügen::V,ақымақ қылу,だます
1297,töten::V,құрту,殺す
1298,töten::V,өлтіру,殺す
1299,wohnen::V,мекендеу,住む
1300,wohnen::V,өмір сүру,住む
1301,arbeiten::V,істеу,働く
1302,arbeiten::V,еңбектену,働く
1303,sammeln::V,жыю,集める
1304,sammeln::V,жыю,収集する
1305,pflücken::V,жұлу,摘む
1306,jagen::V,аулау,狩りをする
1307,fischen::V,балык_аулау,釣る
1308,fassen::V,ұстау,捕る
1309,hüten::V,жаю,放牧する
1310,hüten::V,бағу,放牧する
1311,treiben::V,айдау,追う
1312,anbinden::V,байлау,繋ぐ
1313,füttern::V,ас ішкізу,餌をやる
1314,füttern::V,азықтандыру,餌をやる
1315,füttern::V,қоректендіру,餌をやる
1316,melken::V,сауу,搾乳する
1317,hacken::V,турау,刻む
1318,gießen::V,суару,水をやる
1319,reifen::V,жетілу,熟す
1320,zubereiten::V,даяр ету,調理する
1321,kochen::V,асу,煮る
1322,backen::V,пісіру,焼く
1323,braten::V,қуыру,焼く
1324,braten::V,қуыру,炒める
1325,umrühren::V,былғалау,混ぜる
1326,umrühren::V,сапырылыстыру,混ぜる
1327,stricken::V,торлау,編む
1328,stricken::V,тоқу,編む
1329,nähen::V,тігу,縫う
1330,färben::V,бояу,染める
1331,färben::V,сырлау,染める
1332,reinigen::V,аршу,掃除する
1333,reinigen::V,тазалау,掃除する
1334,waschen::V,жуу,洗う
1335,waschen::V,жуу,洗濯する
1336,abwischen::V,сүрту,拭く
1337,spülen::V,шаю,洗う
1338,spülen::V,шаю,すすぐ
1339,fegen::V,сыпыру,掃除する
1340,kehren::V,сыпыру,掃く
1341,baden::V,шомылу,入浴する
1342,sich waschen::V,жуыну,洗う
1343,ausziehen::V,шешу,脱ぐ
1344,anziehen::V,кигізу,着る
1345,sich anziehen::V,киіну,着る
1346,kämmen::V,тарау,梳く
1347,schmücken::V,әсемдеу,飾る
1348,schmücken::V,мәнерлеу,飾る
1349,schmücken::V,көріктендіру,飾る
1350,sagen::V,деу,言う
1351,sagen::V,айту,言う
1352,sprechen::V,деу,話す
1353,sprechen::V,айту,話す
1354,reden::V,сөйлеу,話す
1355,reden::V,сөйлесу,話す
1356,reden::V,тіл қатысу,話す
1357,sich unterhalten::V,сұхбаттасу,話をする
1358,fragen::V,сұрау,聞く
1359,bitten::V,өтіну,頼む
1360,bitten::V,өтіну,お願いする
1361,bitten::V,жалыну,頼む
1362,bitten::V,жалыну,お願いする
1363,erzählen::V,айту,物語る
1364,mitteilen::V,білдіру,伝える
1365,nennen::V,атау,名づける
1366,rufen::V,шақыру,呼ぶ
1367,prahlen::V,бөсу,自慢する
1368,übersetzen::V,аудару,訳す
1369,denken::V,ойлау,考える
1370,glauben::V,нану,信じる
1371,glauben::V,илану,信じる
1372,bemerken::V,аңғару,気が付く
1373,erkennen::V,тану,認識する
1374,begreifen::V,ұғу,分かる
1375,begreifen::V,аңғарып алу,分かる
1376,verstehen::V,пайым,聞き取る
1377,verstehen::V,түсіну,聞き取る
1378,lernen::V,оқу,学ぶ
1379,lernen::V,оқу,勉強する
1380,wissen::V,хабардар болу,知っている
1381,sich erinnern an::V,еске түсіру,思い出す
1382,vergessen::V,ұмыту,忘れる
1383,messen::V,өлшеу,計る
1384,messen::V,өлшеу,測定する
1385,zählen::V,санау,数える
1386,rechnen::V,санап шығару,計算する
1387,rechnen::V,санап шығу,計算する
1388,rechnen::V,санау,計算する
1389,lesen::V,оқу,読む
1390,malen::V,сурет салу,描く
1391,zeichnen::V,сурет салу,写生する
1392,schreiben::V,жазу,書く
1393,besitzen::V,болу,所持する
1394,kaufen::V,алу,買う
1395,kaufen::V,әперу,買う
1396,verkaufen::V,сату,売る
1397,bezahlen::V,төлеу,払う
1398,bezahlen::V,ақы беру,払う
1399,bezahlen::V,ақы төлеу,払う
1400,zahlen::V,төлеу,支払う
1401,beherrschen::V,билеу,支配する
1402,ertragen::V,төзу,耐える
1403,ertragen::V,шыдау,耐える
