,Concept_ID,hu,de
155,Schwein::N,sertés,Schwein
156,Hund::N,eb,Hund
157,Hund::N,kutya,Hund
158,Katze::N,macska,Katze
159,Bär::N,medve,Bär
160,Eichhörnchen::N,mókus,Eichhörnchen
161,Elch::N,jávorszarvas,Elch
162,Fuchs::N,róka,Fuchs
163,Hase::N,nyúl,Hase
164,Maus::N,egér,Maus
165,Wolf::N,farkas,Wolf
166,Vogel::N,madár,Vogel
167,Schwarm::N,raj,Schwarm
168,Huhn::N,tyúk,Huhn
169,Hahn::N,kakas,Hahn
170,Gans::N,lúd,Gans
171,Gans::N,liba,Gans
172,Adler::N,sas,Adler
173,Ente::N,kacsa,Ente
174,Eule::N,bagoly,Eule
175,Kranich::N,daru,Kranich
176,Krähe::N,varjú,Krähe
177,Kuckuck::N,kakukk,Kuckuck
178,Schwan::N,hattyú,Schwan
179,Fisch::N,hal,Fisch
180,Barsch::N,sügér,Barsch
181,Hecht::N,csuka,Hecht
182,Schlange[Tier]::N,kígyó,Schlange
183,Wurm::N,kukac,Wurm
184,Spinne::N,pók,Spinne
185,Ameise::N,hangya,Ameise
186,Laus::N,tetű,Laus
187,Mücke::N,szúnyog,Mücke
188,Fliege::N,légy,Fliege
189,Schmetterling::N,lepke,Schmetterling
190,Schmetterling::N,pillangó,Schmetterling
191,Beere::N,bogyó,Beere
192,Apfel::N,alma,Apfel
193,Pilz::N,gomba,Pilz
194,Zwiebel::N,hagyma,Zwiebel
195,Saat::N,vetőmag,Saat
196,Korn::N,mag,Korn
197,Korn::N,szem,Korn
198,Heu::N,széna,Heu
199,Schale::N,héj,Schale
200,Grube::N,verem,Grube
201,Falle::N,csapda,Falle
202,Schlinge::N,tőr,Schlinge
203,Spur::N,nyom,Spur
204,Asche::N,hamu,Asche
205,Dreck::N,sár,Dreck
206,Dreck::N,piszok,Dreck
207,Eisen::N,vas,Eisen
208,Gold::N,arany,Gold
209,Silber::N,ezüst,Silber
210,Kohle::N,szén,Kohle
211,Glas::N,üveg,Glas
212,Lehm::N,agyag,Lehm
213,Lehm::N,vályog,Lehm
214,Sand::N,homok,Sand
215,Mensch::N,ember,Mensch
216,Mann::N,úr,Mann
217,Mann::N,férfi,Mann
218,Frau::N,nő,Frau
219,Frau::N,asszony,Frau
220,Kind::N,gyerek,Kind
221,Kind::N,gyermek,Kind
222,Junge::N,fiú,Junge
223,Mädchen::N,lány,Mädchen
224,Familie::N,család,Familie
225,Großvater::N,nagyapa,Großvater
226,Großmutter::N,nagyanya,Großmutter
227,Eltern::N,szülők,Eltern
228,Vater::N,apa,Vater
229,Vater::N,atya,Vater
230,Mutter::N,anya,Mutter
231,Sohn::N,fiú,Sohn
232,Tochter::N,lány,Tochter
233,Bruder::N,fivér,Bruder
234,Bruder::N,testvér,Bruder
235,Schwester::N,nővér,Schwester
236,Schwester::N,lánytestvér,Schwester
237,Onkel::N,nagybácsi,Onkel
238,Tante::N,nagynéni,Tante
239,Ehemann::N,férj,Ehemann
240,Ehefrau::N,feleség,Ehefrau
241,Freude::N,öröm,Freude
242,Gelächter::N,nevetés,Gelächter
243,Gelächter::N,hahotázás,Gelächter
244,Glück::N,boldogság,Glück
245,Kummer::N,bánat,Kummer
246,Wunsch::N,óhaj,Wunsch
247,Lust::N,kedv,Lust
248,Geist::N,elme,Geist
249,Geist::N,szellem,Geist
250,Gedanke::N,gondolat,Gedanke
251,Gedächtnis::N,emlékezet,Gedächtnis
252,Verstand::N,ész,Verstand
253,Verstand::N,értelem,Verstand
254,Sinn::N,értelem,Sinn
255,Grund::N,ok,Grund
256,Grund::N,alap,Grund
257,Wahrheit::N,igaz,Wahrheit
258,Wahrheit::N,igazság,Wahrheit
259,Gespräch::N,beszélgetés,Gespräch
260,Märchen::N,mese,Märchen
261,Erzählung::N,elbeszélés,Erzählung
262,Nachricht::N,hír,Nachricht
263,Nachricht::N,híradás,Nachricht
264,Neuigkeit::N,újság,Neuigkeit
265,Name::N,név,Name
266,Rätsel::N,rejtvény,Rätsel
267,Rede::N,beszéd,Rede
268,Rede::N,szónoklat,Rede
269,Sprache::N,nyelv,Sprache
270,Stimme::N,hang,Stimme
271,Wort::N,szó,Wort
272,Zeichen::N,jel,Zeichen
273,Ruf::N,kiáltás,Ruf
274,Lärm::N,zaj,Lärm
275,Laut::N,hang,Laut
276,Ton::N,hang,Ton
277,Lied::N,dal,Lied
278,Lied::N,ének,Lied
279,Ruhe::N,csend,Ruhe
280,Ruhe::N,nyugalom,Ruhe
281,Leute::N,emberek,Leute
282,Volk::N,nép,Volk
283,Arbeit::N,dolog,Arbeit
284,Gast::N,vendég,Gast
285,Geschenk::N,ajándék,Geschenk
286,Spiel::N,játék,Spiel
287,Gesellschaft::N,társaság,Gesellschaft
288,Hilfe::N,segítség,Hilfe
289,Freund::N,barát,Freund
290,Kamerad::N,társ,Kamerad
291,Angelegenheit::N,ügy,Angelegenheit
292,Anzahl::N,szám,Anzahl
293,Art::N,faj,Art
294,Art::N,fajta,Art
295,Stück::N,darab,Stück
296,Teil::N,rész,Teil
297,Hälfte::N,fél,Hälfte
298,Kreis::N,kör,Kreis
299,Kreuz::N,kereszt,Kreuz
300,Linie::N,vonal,Linie
301,Strich::N,vonás,Strich
302,Abstand::N,köz,Abstand
303,Entfernung::N,távolság,Entfernung
304,Gegend::N,táj,Gegend
305,Gegend::N,vidék,Gegend
306,Platz::N,hely,Platz
307,Ort::N,hely,Ort
308,Seite::N,fél,Seite
309,Seite::N,oldal,Seite
310,Mitte::N,közép,Mitte
311,Gegenstand::N,tárgy,Gegenstand
312,Sache::N,dolog,Sache
313,Rand::N,szél,Rand
314,Rand::N,perem,Rand
315,Rand::N,szegély,Rand
316,Kante::N,él,Kante
317,Ecke::N,sarok,Ecke
318,Ecke::N,szöglet,Ecke
319,Spitze::N,csúcs,Spitze
320,Ende::N,vég,Ende
321,Loch::N,lyuk,Loch
322,Winkel::N,szög,Winkel
323,Muster::N,minta,Muster
324,Größe::N,nagyság,Größe
325,Länge::N,hossz,Länge
326,Länge::N,hosszúság,Länge
327,Höhe::N,magasság,Höhe
328,Gewicht::N,súly,Gewicht
329,Menge::N,sokaság,Menge
330,Menge::N,mennyiség,Menge
331,Haufen::N,halom,Haufen
332,Reihe::N,sor,Reihe
333,Boot::N,csónak,Boot
334,Ruder::N,evező,Ruder
335,Schlitten::N,szánkó,Schlitten
336,Ski::N,sí,Ski
337,Lagerfeuer::N,tábortűz,Lagerfeuer
338,Last::N,teher,Last
339,Gang::N,járás,Gang
340,Schritt::N,lépés,Schritt
341,Norden::N,észak,Norden
342,Süden::N,dél,Süden
343,Westen::N,nyugat,Westen
344,Osten::N,kelet,Osten
345,Holz::N,fa,Holz
346,Brett::N,deszka,Brett
347,Platte::N,lap,Platte
348,Platte::N,lemez,Platte
349,Stütze::N,támasz,Stütze
350,Stütze::N,támaszték,Stütze
351,Stange::N,rúd,Stange
352,Stange::N,pózna,Stange
353,Stock::N,pálca,Stock
354,Stab::N,bot,Stab
355,Rohr::N,cső,Rohr
356,Haus::N,ház,Haus
357,Heim::N,otthon,Heim
358,Ofen::N,kályha,Ofen
359,Fußboden::N,padló,Fußboden
360,Tisch::N,asztal,Tisch
361,Stuhl::N,szék,Stuhl
362,Wiege::N,bölcső,Wiege
363,Bett::N,ágy,Bett
364,Regal::N,polc,Regal
365,Regal::N,állvány,Regal
366,Kiste::N,láda,Kiste
367,Fenster::N,ablak,Fenster
368,Tür::N,ajtó,Tür
369,Tor::N,kapu,Tor
370,Zaun::N,kerítés,Zaun
371,Dach::N,tető,Dach
372,Leiter::N,létra,Leiter
373,Besen::N,seprű,Besen
374,Spaten::N,ásó,Spaten
375,Schaufel::N,lapát,Schaufel
376,Gabel::N,villa,Gabel
377,Löffel::N,kanál,Löffel
378,Messer::N,kés,Messer
379,Nagel::N,szeg,Nagel
380,Netz::N,háló,Netz
381,Haken::N,kampó,Haken
382,Griff::N,nyél,Griff
383,Griff::N,fogantyú,Griff
384,Schloss::N,zár,Schloss
385,Bild::N,kép,Bild
386,Figur::N,alak,Figur
387,Puppe::N,bábu,Puppe
388,Beutel::N,zacskó,Beutel
389,Bündel::N,köteg,Bündel
390,Tasche::N,táska,Tasche
391,Eimer::N,vödör,Eimer
392,Deckel::N,fedő,Deckel
393,Deckel::N,fedél,Deckel
394,Geschirr::N,edény,Geschirr
395,Sack::N,zsák,Sack
396,Tasse::N,csésze,Tasse
397,Topf::N,fazék,Topf
398,Kessel::N,üst,Kessel
399,Kessel::N,bogrács,Kessel
400,Essen::N,evés,Essen
401,Essen::N,étkezés,Essen
402,Nahrung::N,ennivaló,Nahrung
403,Speise::N,étel,Speise
404,Fleisch::N,hús,Fleisch
405,Getreide::N,gabona,Getreide
406,Brei::N,pép,Brei
407,Brei::N,kása,Brei
408,Brot::N,kenyér,Brot
409,Scheibe::N,szelet,Scheibe
410,Fett::N,háj,Fett
411,Fett::N,zsír,Fett
412,Butter::N,vaj,Butter
413,Öl::N,olaj,Öl
414,Salz::N,só,Salz
415,Suppe::N,leves,Suppe
416,Honig::N,méz,Honig
417,Milch::N,tej,Milch
418,Tee::N,tea,Tee
419,Leder::N,bőr,Leder
420,Wolle::N,gyapjú,Wolle
421,Stoff::N,szövet,Stoff
422,Nadel::N,tű,Nadel
423,Faden::N,fonál,Faden
424,Knopf::N,gomb,Knopf
425,Knoten::N,csomó,Knoten
426,Farbe::N,szín,Farbe
427,Farbe::N,festék,Farbe
428,Kleidung::N,ruha,Kleidung
429,Kleidung::N,ruházat,Kleidung
430,Hemd::N,ing,Hemd
431,Kragen::N,gallér,Kragen
432,Ärmel::N,ujj,Ärmel
433,Hose::N,gatya,Hose
434,Hose::N,nadrág,Hose
435,Gürtel::N,öv,Gürtel
436,Mütze::N,sapka,Mütze
437,Schuh::N,cipő,Schuh
438,Stiefel::N,csizma,Stiefel
439,Ring::N,gyűrű,Ring
440,Band::N,szalag,Band
441,Kamm::N,fésű,Kamm
442,Spiegel::N,tükör,Spiegel
443,Riemen::N,szíj,Riemen
444,Schnur::N,zsinór,Schnur
445,Leine::N,póráz,Leine
446,Decke::N,takaró,Decke
447,Kissen::N,párna,Kissen
448,Tuch::N,kendő,Tuch
449,Handtuch::N,törülköző,Handtuch
450,Kraft::N,erő,Kraft
451,Stärke::N,erő,Stärke
452,Stärke::N,erősség,Stärke
453,Gesundheit::N,egészség,Gesundheit
454,Krankheit::N,kór,Krankheit
455,Krankheit::N,betegség,Krankheit
456,Schmerz::N,fájdalom,Schmerz
457,Wunde::N,seb,Wunde
458,Fieber::N,láz,Fieber
459,Arznei::N,orvosság,Arznei
460,Arznei::N,gyógyszer,Arznei
461,Brücke::N,híd,Brücke
462,Brunnen::N,kút,Brunnen
463,Weide::N,legelő,Weide
464,Pfad::N,ösvény,Pfad
465,Weg::N,út,Weg
466,Straße::N,út,Straße
467,Dorf::N,falu,Dorf
468,Stadt::N,város,Stadt
469,Brief::N,levél,Brief
470,Buch::N,könyv,Buch
471,Buchstabe::N,betű,Buchstabe
472,Zeitung::N,újság,Zeitung
473,Zeitung::N,hírlap,Zeitung
474,Leben::N,élet,Leben
475,Tod::N,halál,Tod
476,Grab::N,sír,Grab
477,Kirche::N,templom,Kirche
478,Sünde::N,bűn,Sünde
479,Sünde::N,vétek,Sünde
480,Gott::N,isten,Gott
481,Arbeiter::N,munkás,Arbeiter
482,Chef::N,főnök,Chef
483,Meister::N,mester,Meister
484,Arzt::N,orvos,Arzt
485,Lehrer::N,tanár,Lehrer
486,Lehrer::N,tanító,Lehrer
487,Geld::N,pénz,Geld
488,Geschäft::N,üzlet,Geschäft
489,Laden::N,bolt,Laden
490,Preis::N,ár,Preis
491,Ware::N,áru,Ware
492,Nutzen::N,haszon,Nutzen
493,Reichtum::N,gazdagság,Reichtum
494,Welt::N,világ,Welt
495,Land::N,ország,Land
496,Staat::N,állam,Staat
497,König::N,király,König
498,Macht::N,hatalom,Macht
499,Grenze::N,határ,Grenze
500,Krieg::N,háború,Krieg
501,Feind::N,ellenség,Feind
502,Gewalt::N,erőszak,Gewalt
503,Kampf::N,harc,Kampf
504,Bogen[Waffe]::N,íj,Bogen
505,Pfeil::N,nyíl,Pfeil
506,Gewehr::N,puska,Gewehr
507,Gewehr::N,fegyver,Gewehr
508,Fehler::N,hiba,Fehler
509,Lüge::N,hazugság,Lüge
510,Schaden::N,kár,Schaden
511,Unglück::N,csapás,Unglück
512,Unglück::N,balszerencse,Unglück
513,Schuld::N,bűn,Schuld
514,Alter::N,kor,Alter
515,Schluss::N,vég,Schluss
516,Schluss::N,befejezés,Schluss
517,Zeit::N,idő,Zeit
518,Tag::N,nap,Tag
519,Morgen::N,reggel,Morgen
520,Mittag::N,dél,Mittag
521,Abend::N,este,Abend
522,Nacht::N,éj,Nacht
523,Nacht::N,éjszaka,Nacht
524,Woche::N,hét,Woche
525,Monat::N,hó,Monat
526,Monat::N,hónap,Monat
527,Jahr::N,év,Jahr
528,Frühling::N,tavasz,Frühling
529,Sommer::N,nyár,Sommer
530,Herbst::N,ősz,Herbst
531,Winter::N,tél,Winter
532,Januar::N,január,Januar
533,Februar::N,február,Februar
534,März::N,március,März
535,April::N,április,April
536,Mai::N,május,Mai
537,Juni::N,június,Juni
538,Juli::N,július,Juli
539,August::N,augusztus,August
540,September::N,szeptember,September
541,Oktober::N,október,Oktober
542,November::N,november,November
543,Dezember::N,december,Dezember
544,Montag::N,hétfő,Montag
545,Dienstag::N,kedd,Dienstag
546,Mittwoch::N,szerda,Mittwoch
547,Donnerstag::N,csütörtök,Donnerstag
548,Freitag::N,péntek,Freitag
549,Samstag::N,szombat,Samstag
550,Sonntag::N,vasárnap,Sonntag
551,groß::A,nagy,groß
552,klein::A,pici,klein
553,klein::A,kicsi,klein
554,lang::A,hosszú,lang
555,kurz::A,rövid,kurz
556,breit::A,széles,breit
557,schmal::A,keskeny,schmal
558,dicht::A,sűrű,dicht
559,dick[Gegenstand]::A,vastag,dick
560,dünn::A,vékony,dünn
561,fein::A,vékony,fein
562,fest::A,szilárd,fest
563,flach::A,sík,flach
564,flach::A,lapos,flach
565,glatt::A,sima,glatt
566,hart::A,kemény,hart
567,weich::A,puha,weich
568,rund::A,kerek,rund
569,spitz::A,hegyes,spitz
570,scharf::A,éles,scharf
571,stumpf::A,tompa,stumpf
572,stumpf::A,életlen,stumpf
573,schwer::A,nehéz,schwer
574,schwer::A,súlyos,schwer
575,schön::A,szép,schön
576,heiß::A,forró,heiß
577,warm::A,meleg,warm
578,kalt::A,hideg,kalt
579,kühl::A,hűs,kühl
580,kühl::A,hűvös,kühl
581,frisch::A,üde,frisch
582,frisch::A,friss,frisch
583,feucht::A,nedves,feucht
584,nass::A,vizes,nass
585,trocken::A,száraz,trocken
586,voll::A,telt,voll
587,leer::A,üres,leer
588,offen::A,nyílt,offen
589,offen::A,nyitott,offen
590,geschlossen::A,zárt,geschlossen
591,geschlossen::A,csukott,geschlossen
592,sauber::A,tiszta,sauber
593,schmutzig::A,piszkos,schmutzig
594,schmutzig::A,szennyes,schmutzig
595,roh::A,nyers,roh
596,reif::A,érett,reif
597,lecker::A,finom,lecker
598,süß::A,édes,süß
599,bitter::A,keserű,bitter
600,sauer::A,savanyú,sauer
601,hell::A,világos,hell
602,dunkel::A,sötét,dunkel
603,schwarz::A,fekete,schwarz
604,weiß::A,fehér,weiß
605,rot::A,vörös,rot
606,gelb::A,sárga,gelb
607,blau::A,kék,blau
608,grün::A,zöld,grün
609,grau::A,ősz,grau
610,grau::A,szürke,grau
611,bunt::A,tarka,bunt
612,bunt::A,színes,bunt
613,billig::A,olcsó,billig
614,teuer::A,drága,teuer
615,wertvoll::A,értékes,wertvoll
616,blind::A,vak,blind
617,taub::A,süket,taub
618,kräftig::A,erős,kräftig
619,stark::A,erős,stark
620,schwach::A,gyenge,schwach
621,schwach::A,erőtlen,schwach
622,fett::A,hájas,fett
623,schlank::A,karcsú,schlank
624,hübsch::A,csinos,hübsch
625,böse::A,rossz,böse
626,böse::A,gonosz,böse
627,dumm::A,buta,dumm
628,dumm::A,ostoba,dumm
629,faul::A,lusta,faul
630,fleißig::A,szorgalmas,fleißig
631,geizig::A,fukar,geizig
632,geizig::A,fösvény,geizig
633,klug::A,okos,klug
634,klug::A,eszes,klug
635,geschickt::A,ügyes,geschickt
636,lieb::A,drága,lieb
637,lieb::A,kedves,lieb
638,lustig::A,víg,lustig
639,lustig::A,vidám,lustig
640,sanft::A,enyhe,sanft
641,hungrig::A,éhes,hungrig
642,krank::A,beteg,krank
643,nackt::A,csupasz,nackt
644,nackt::A,meztelen,nackt
645,traurig::A,bús,traurig
646,traurig::A,szomorú,traurig
647,lebendig::A,élő,lebendig
648,gut::A,jó,gut
649,schlecht::A,rossz,schlecht
650,richtig::A,helyes,richtig
651,schlimm::A,rossz,schlimm
652,wahr::A,igaz,wahr
653,alt::A,ó,alt
654,alt::A,régi,alt
655,neu::A,új,neu
656,ehemalig::A,volt,ehemalig
657,ehemalig::A,egykori,ehemalig
658,alt[Lebewesen]::A,öreg,alt
659,jung::A,fiatal,jung
660,arm::A,szegény,arm
661,reich::A,gazdag,reich
662,bekannt::A,ismert,bekannt
663,bekannt::A,ismeretes,bekannt
664,berühmt::A,híres,berühmt
665,fremd::A,idegen,fremd
666,verschieden::A,különböző,verschieden
667,nah::A,közeli,nah
668,fern::A,távoli,fern
669,linker::A,bal,linker
670,rechter::A,jobb,rechter
671,anderer::A,más,anderer
672,anderer::A,másik,anderer
673,erster::A,első,erster
674,zweiter::A,második,zweiter
675,dritter::A,harmadik,dritter
676,letzter::A,utolsó,letzter
677,allein::ADV,egyedül,allein
678,auf einmal::ADV,egyszerre,auf einmal
679,zusammen::ADV,együtt,zusammen
680,zusammen::ADV,összesen,zusammen
681,lange::ADV,sokáig,lange
682,lange::ADV,hosszan,lange
683,plötzlich::ADV,hirtelen,plötzlich
684,plötzlich::ADV,egyszerre,plötzlich
685,sofort::ADV,rögtön,sofort
686,sofort::ADV,tüstént,sofort
687,später::ADV,későn,später
688,jetzt::ADV,most,jetzt
689,heute::ADV,ma,heute
690,morgen::ADV,holnap,morgen
691,bald::ADV,majd,bald
692,bald::ADV,nemsokára,bald
693,dann::ADV,akkor,dann
694,gestern::ADV,tegnap,gestern
695,einst::ADV,hajdan,einst
696,damals::ADV,akkor,damals
697,damals::ADV,akkoriban,damals
698,danach::ADV,azután,danach
699,vorher::ADV,előbb,vorher
700,zuerst::ADV,először,zuerst
701,einmal::ADV,egyszer,einmal
702,manchmal::ADV,néha,manchmal
703,manchmal::ADV,olykor,manchmal
704,oft::ADV,sokszor,oft
705,immer::ADV,mindig,immer
706,niemals::ADV,sohasem,niemals
707,hier::ADV,itt,hier
708,hierhin::ADV,erre,hierhin
709,von hier::ADV,innen,von hier
710,dort::ADV,ott,dort
711,dorthin::ADV,oda,dorthin
712,geradeaus::ADV,egyenesen,geradeaus
713,vorwärts::ADV,előre,vorwärts
714,rückwärts::ADV,hátrafelé,rückwärts
715,zurück::ADV,hátra,zurück
716,zurück::ADV,vissza,zurück
717,unten::ADV,alul,unten
718,hinab::ADV,le,hinab
719,hinab::ADV,lefelé,hinab
720,oben::ADV,fenn,oben
721,oben::ADV,felül,oben
722,hinauf::ADV,fel,hinauf
723,hinauf::ADV,felfelé,hinauf
724,überall::ADV,mindenütt,überall
725,nicht::ADV,nem,nicht
726,ein wenig::ADV,egy kicsit,ein wenig
727,kaum::ADV,alig,kaum
728,sehr::ADV,nagyon,sehr
729,so::ADV,úgy,so
730,noch::ADV,még,noch
731,nur::ADV,csak,nur
732,nur::ADV,csupán,nur
733,schon::ADV,már,schon
734,wieder::ADV,ismét,wieder
735,wieder::ADV,megint,wieder
736,vergebens::ADV,hiába,vergebens
737,vor::PRP,előtt,vor
738,hinter::PRP,mögött,hinter
739,unter::PRP,alatt,unter
740,durch::PRP,át,durch
741,durch::PRP,keresztül,durch
742,neben::PRP,mellett,neben
743,zwischen::PRP,között,zwischen
744,wegen::PRP,miatt,wegen
745,wegen::PRP,végett,wegen
746,dies::PRN,ez,dies
747,das::PRN,az,das
748,alles::PRN,minden,alles
749,ich::PRN,én,ich
750,du::PRN,te,du
751,er::PRN,ő,er
752,wir::PRN,mi,wir
753,ihr::PRN,ti,ihr
754,sie::PRN,ők,sie
755,was::FPRN,mi,was
756,wer::FPRN,ki,wer
757,wo::FADV,hol,wo
758,wohin::FADV,hova,wohin
759,wie::FADV,hogy,wie
760,wie::FADV,hogyan,wie
761,warum::FADV,miért,warum
762,wieviel::FNUM,hány,wieviel
763,wieviel::FNUM,mennyi,wieviel
764,eins::NUM,egy,eins
765,zwei::NUM,kettő,zwei
766,drei::NUM,három,drei
767,vier::NUM,négy,vier
768,fünf::NUM,öt,fünf
769,sechs::NUM,hat,sechs
770,sieben::NUM,hét,sieben
771,acht::NUM,nyolc,acht
772,neun::NUM,kilenc,neun
773,zehn::NUM,tíz,zehn
774,elf::NUM,tizenegy,elf
775,zwölf::NUM,tizenkettő,zwölf
776,zwanzig::NUM,húsz,zwanzig
777,dreißig::NUM,harminc,dreißig
778,vierzig::NUM,negyven,vierzig
779,fünfzig::NUM,ötven,fünfzig
780,sechzig::NUM,hatvan,sechzig
781,siebzig::NUM,hetven,siebzig
782,achtzig::NUM,nyolcvan,achtzig
783,neunzig::NUM,kilencven,neunzig
784,hundert::NUM,száz,hundert
785,tausend::NUM,ezer,tausend
786,und::CNJ,és,und
787,und::CNJ,meg,und
788,oder::CNJ,vagy,oder
789,stehen::V,áll,stehen
790,sitzen::V,ül,sitzen
791,liegen::V,fekszik,liegen
792,hängen::V,függ,hängen
793,werden::V,lesz,werden
794,passieren::V,történik,passieren
795,beginnen::V,kezdődik,beginnen
796,enden::V,végződik,enden
797,enden::V,befejeződik,enden
798,wechseln::V,változik,wechseln
799,aufgehen[Sonne]::V,kel,aufgehen
800,untergehen[Sonne]::V,lemegy,untergehen
801,scheinen[Sonne]::V,süt,scheinen
802,donnern::V,dörög,donnern
803,wehen::V,fúj,wehen
804,strömen::V,áramlik,strömen
805,fließen::V,folyik,fließen
806,sich drehen::V,forog,sich drehen
807,schwanken::V,inog,schwanken
808,schwanken::V,ingadozik,schwanken
809,schwingen::V,leng,schwingen
810,fallen::V,esik,fallen
811,brennen::V,ég,brennen
812,rauchen::V,füstöl,rauchen
813,regnen::V,esik,regnen
