,Concept_ID,la,ps
290,Erzählung::N,fabula,قصه
291,Erzählung::N,fabula,کیسه
292,Erzählung::N,narratio,قصه
293,Erzählung::N,narratio,کیسه
294,Nachricht::N,nuntius,خبر
295,Neuigkeit::N,novitas,نوی خبر
296,Name::N,nomen,نوم
297,Rätsel::N,aenigma,کیسۍ
298,Rätsel::N,aenigma,چیستان
299,Rede::N,oratio,وینا
300,Sprache::N,lingua,ژبه
301,Stimme::N,vox,غږ
302,Stimme::N,vox,اواز
303,Wort::N,verbum,لغت
304,Wort::N,verbum,کلمه
305,Wort::N,vocabulum,لغت
306,Wort::N,vocabulum,کلمه
307,Zeichen::N,signum,نښه
308,Zeichen::N,signum,اشاره
309,Ruf::N,clamor,ږغ
310,Ruf::N,clamor,بلنه
311,Lärm::N,strepitus,غالمغال
312,Laut::N,sonus,ږغ
313,Ton::N,sonus,اواز
314,Lied::N,carmen,غزله
315,Lied::N,carmen,سندره
316,Ruhe::N,quies,ارامي
317,Leute::N,homines,خلک
318,Volk::N,populus,ولس
319,Arbeit::N,labor,کار
320,Gast::N,hospes,مېلمه
321,Gast::N,conviva,مېلمه
322,Geschenk::N,munus,تحفه
323,Geschenk::N,munus,سوغات
324,Spiel::N,ludus,لوبه
325,Gesellschaft::N,societas,ډله
326,Hilfe::N,auxilium,کومک
327,Hilfe::N,auxilium,مرسته
328,Hilfe::N,subsidium,کومک
329,Hilfe::N,subsidium,مرسته
330,Freund::N,amicus,ملګری
331,Kamerad::N,socius,انډيوال
332,Angelegenheit::N,res,موضوع
333,Anzahl::N,numerus,شمېر
334,Anzahl::N,numerus,تعداد
335,Art::N,genus,ډول
336,Stück::N,frustum,ټوټه
337,Stück::N,fragmentum,ټوټه
338,Teil::N,pars,برخه
339,Hälfte::N,dimidium,نیم
340,Kreis::N,orbis,دایره
341,Kreis::N,circus,دایره
342,Kreuz::N,crux,صلیب
343,Linie::N,linea,خط
344,Linie::N,linea,لیکه
345,Strich::N,lineamentum,کرښه
346,Abstand::N,intervallum,فاصله
347,Entfernung::N,spatium,واټن
348,Gegend::N,loca,سیمه
349,Gegend::N,loca,منطقه
350,Gegend::N,regio,سیمه
351,Gegend::N,regio,منطقه
352,Platz::N,locus,ځای
353,Ort::N,locus,ځای
354,Seite::N,latus,مخ
355,Seite::N,latus,اړخ
356,Mitte::N,medium,وسط
357,Mitte::N,medium,مینځ
358,Gegenstand::N,res,شی
359,Sache::N,res,شی
360,Sache::N,res,څيز
361,Rand::N,margo,څنډه
362,Rand::N,margo,کناره
363,Kante::N,angulus,اړخ
364,Ecke::N,angulus,ګوټ
365,Spitze::N,cacumen,څوکه
366,Ende::N,caput,څوکه
367,Loch::N,foramen,سوری
368,Winkel::N,angulus,کنج
369,Winkel::N,angulus,کوتی
370,Muster::N,exemplum,نمونه
371,Größe::N,magnitudo,قد
372,Größe::N,magnitudo,لويوالی
373,Länge::N,longitudo,طول
374,Länge::N,longitudo,اوږد والی
375,Höhe::N,altitudo,جګوالی
376,Gewicht::N,pondus,وزن
377,Menge::N,copia,اندازه
378,Haufen::N,acervus,کوټه
379,Reihe::N,ordo,صف
380,Reihe::N,ordo,کتار
381,Boot::N,navicula,قايق
382,Ruder::N,remus,چپه
383,Schlitten::N,sclodia,ښویېدونی
384,Ski::N,narta,سکي
385,Lagerfeuer::N,ignis,اور
386,Last::N,onus,بار
387,Last::N,onus,پېټی
388,Gang::N,cursus,تګ
389,Schritt::N,gradus,ګام
390,Norden::N,septentriones,شمال
391,Süden::N,meridies,سوېل
392,Westen::N,occidens,لوېدېځ
393,Osten::N,oriens,شرق
394,Osten::N,oriens,ختیځ
395,Holz::N,lignum,لرګی
396,Brett::N,tabula,تخته
397,Platte::N,lamina,تخته
398,Stütze::N,adminiculum,تکیوان
399,Stange::N,pertica,ډاګه
400,Stock::N,baculum,لرګی
401,Stab::N,scipio,چيخله
402,Rohr::N,tubus,نل
403,Haus::N,aedes,کور
404,Heim::N,domicilium,کور
405,Ofen::N,fornax,تودنۍ
406,Fußboden::N,solum,غولی
407,Tisch::N,mensa,مېز
408,Stuhl::N,sella,چوکۍ
409,Wiege::N,cunae,زانګو
410,Bett::N,lectus,کټ
411,Bett::N,lectus,چپرکټ
412,Regal::N,foruli,تاخچۍ
413,Kiste::N,cista,صندوق
414,Fenster::N,fenestra,کړکۍ
415,Tür::N,ianua,دروازه
416,Tor::N,porta,دروازه
417,Zaun::N,saepes,کټاره
418,Dach::N,tectum,بام
419,Leiter::N,scalae,زينه
420,Besen::N,scopae,جارو
421,Spaten::N,pala,یوم
422,Schaufel::N,pala,بېلچه
423,Gabel::N,fuscinula,پنجه
424,Löffel::N,coclear,کاشوغه
425,Messer::N,culter,چاقو
426,Nagel::N,clavus,ميخ
427,Netz::N,rete,جال
428,Haken::N,hamus,څنګک
429,Griff::N,manubrium,لاستی
430,Schloss::N,claustra,کلپ
431,Bild::N,tabula,رسم
432,Bild::N,pictura,رسم
433,Figur::N,statunculum,قدوقامت
434,Puppe::N,pupa,ګوډۍ
435,Beutel::N,sacculus,کڅوړه
436,Bündel::N,fascis,دسته
437,Tasche::N,sacculus,بکس
438,Tasche::N,sacculus,توبره
439,Eimer::N,situla,سطل
440,Deckel::N,operculum,سرپوښ
441,Geschirr::N,vasa,لوښی
442,Sack::N,saccus,جوال
443,Tasse::N,pocillum,پیاله
444,Topf::N,olla,دېګی
445,Kessel::N,aenum,دېګ
446,Essen::N,cena,خوراک
447,Nahrung::N,cibus,خوراک
448,Nahrung::N,alimenta,خوراک
449,Speise::N,cibus,خواړه
450,Fleisch::N,caro,غوښه
451,Getreide::N,frumentum,غله
452,Brei::N,puls,اوګره
453,Brot::N,panis,ډوډۍ
454,Scheibe::N,frustum,مړۍ
455,Fett::N,pingue,غوړي
456,Butter::N,butȳrum,کوچ
457,Öl::N,oleum,تېل
458,Salz::N,sal,مالګه
459,Suppe::N,ius,شوربا
460,Honig::N,mel,شات
461,Milch::N,lac,شوده
462,Tee::N,thea,چای
463,Leder::N,corium,څرمن
464,Wolle::N,lana,پشم
465,Stoff::N,textum,ټوټه
466,Nadel::N,acus,ستن
467,Faden::N,filum,تار
468,Knopf::N,bulla,تڼۍ
469,Knopf::N,bulla,تکمه
470,Knoten::N,nodus,غوټه
471,Farbe::N,pigmentum,رنګ
472,Kleidung::N,vestimenta,کالي
473,Hemd::N,tunica,کميس
474,Kragen::N,collare,غاړه
475,Ärmel::N,manica,لستوڼی
476,Hose::N,bracae,پطلون
477,Gürtel::N,cingulum,کمربند
478,Mütze::N,pilleus,خولۍ
479,Schuh::N,calceus,بوټ
480,Stiefel::N,pero,موزه
481,Stiefel::N,caliga,موزه
482,Ring::N,anulus,ګوته
483,Band::N,redimiculum,فيته
484,Kamm::N,pecten,ګمنځ
485,Spiegel::N,speculum,ایینه
486,Spiegel::N,speculum,هنداره
487,Riemen::N,lorum,تسمه
488,Schnur::N,linum,مزی
489,Leine::N,retinaculum,رسۍ
490,Decke::N,lodix,بړستن
491,Kissen::N,pulvinus,بالښت
492,Tuch::N,velum,ټیکری
493,Handtuch::N,mantele,دسمال
494,Kraft::N,vis,زور
495,Kraft::N,vis,توان
496,Stärke::N,robur,قوت
497,Gesundheit::N,valetudo,صحت
498,Gesundheit::N,valetudo,روغتیا
499,Krankheit::N,morbus,مرض
500,Krankheit::N,morbus,ناروغي
501,Schmerz::N,dolor,درد
502,Wunde::N,vulnus,ټپ
503,Wunde::N,vulnus,زخم
504,Fieber::N,febris,تبه
505,Arznei::N,remedium,دوا
506,Arznei::N,remedium,دارو
507,Brücke::N,pons,پول
508,Brunnen::N,puteus,څاه
509,Brunnen::N,puteus,کوهی
510,Weide::N,pascua,وله
511,Pfad::N,semita,تړه
512,Weg::N,iter,لیار
513,Straße::N,via,سړک
514,Dorf::N,vicus,کلی
515,Stadt::N,urbs,ښار
516,Stadt::N,oppidum,ښار
517,Brief::N,epistula,لیک
518,Brief::N,epistula,مکتوب
519,Buch::N,liber,کتاب
520,Buchstabe::N,littera,حرف
521,Buchstabe::N,littera,توری
522,Zeitung::N,diurnum,اخبار
523,Leben::N,vita,ژوند
524,Tod::N,mors,مرګ
525,Tod::N,mors,مړینه
526,Grab::N,sepulcrum,قبر
527,Grab::N,sepulcrum,ډورۍ
528,Kirche::N,ecclesia,کلیسا
529,Sünde::N,peccatum,ګناه
530,Gott::N,deus,خدای
531,Arbeiter::N,operarius,کاریګر
532,Chef::N,praefectus,آمر
533,Meister::N,magister,استاد
534,Arzt::N,medicus,طبیب
535,Arzt::N,medicus,ډاکټر
536,Lehrer::N,magister,معلم
537,Lehrer::N,magister,ښوونکی
538,Geld::N,aes,پیسې
539,Geld::N,pecunia,پیسې
540,Geschäft::N,negotium,سوداګري
541,Laden::N,taberna,دکان
542,Laden::N,taberna,مغازه
543,Preis::N,pretium,بیه
544,Ware::N,merx,مال
545,Nutzen::N,utilitas,ګټه
546,Reichtum::N,opes,شتمني
547,Reichtum::N,divitiae,شتمني
548,Welt::N,mundus,نړۍ
549,Welt::N,mundus,دنیا
550,Land::N,terra,هېواد
551,Staat::N,res publica,دولت
552,König::N,rex,باچا
553,König::N,rex,پادشاه
554,Macht::N,potestas,قدرت
555,Grenze::N,limes,حد
556,Grenze::N,limes,سرحد
557,Krieg::N,bellum,جګړه
558,Feind::N,inimicus,دښمن
559,Gewalt::N,vis,زور
560,Gewalt::N,vis,تشدد
561,Kampf::N,pugna,جنګ
562,Kampf::N,pugna,مبارزه
563,Bogen[Waffe]::N,arcus,لیندۍ
564,Pfeil::N,sagitta,غشی
565,Gewehr::N,sclopetum,ټوپک
566,Fehler::N,error,خطا
567,Fehler::N,error,غلطي
568,Lüge::N,mendacium,دروغ
569,Schaden::N,damnum,زیان
570,Schaden::N,damnum,تاوان
571,Schaden::N,detrimentum,زیان
572,Schaden::N,detrimentum,تاوان
573,Unglück::N,miseria,بدبختي
574,Unglück::N,calamitas,بدبختي
575,Schuld::N,culpa,ګناه
576,Alter::N,aetas,منګ
577,Schluss::N,finis,اخر
578,Zeit::N,tempus,وخت
579,Tag::N,dies,ورځ
580,Morgen::N,mane,سبا
581,Morgen::N,mane,سهار
582,Mittag::N,meridies,غرمه
583,Abend::N,vesper,ماښام
584,Nacht::N,nox,شپه
585,Woche::N,septimana,اونۍ
586,Monat::N,mensis,مياشت
587,Jahr::N,annus,کال
588,Frühling::N,ver,پسرلی
589,Sommer::N,aestas,دوبی
590,Herbst::N,autumnus,منی
591,Herbst::N,autumnus,خزان
592,Winter::N,hiems,ژمی
593,Januar::N,Ianuarius,جنوري
594,Februar::N,Februarius,فبروري
595,März::N,Martius,مارچ
596,April::N,Aprilis,اپریل
597,Mai::N,Maius,مې
598,Juni::N,Iunius,جون
599,Juli::N,Iulius,جولای
600,August::N,Augustus,اګست
601,September::N,September,سپټامبر
602,Oktober::N,Octobris,اکتوبر
603,November::N,Novembris,نومبر
604,Dezember::N,December,دسمبر
605,Montag::N,dies lunae,دوشنبه
606,Dienstag::N,dies Martis ,سه شنبه
607,Mittwoch::N,dies Mercurii,چارشنبه
608,Donnerstag::N,dies Iovis,پنجشنبه
609,Freitag::N,dies Veneris,جمعه
610,Samstag::N,dies Saturni,خالي
611,Sonntag::N,dominicus,یکشنبه
612,Sonntag::N,dies solis,یکشنبه
613,groß::A,magnus,لوی
614,klein::A,parvus,وړوکی
615,lang::A,longus,اوړد
616,kurz::A,brevis,لنډ
617,breit::A,latus,پراخه
618,schmal::A,angustus,تنګ
619,dicht::A,densus,ګڼ
620,dick[Gegenstand]::A,crassus,پنډ
621,dünn::A,tenuis,نری
622,fein::A,subtilis,نازک
623,fest::A,solidus,کلک
624,fest::A,solidus,ټینګ
625,fest::A,stabilis,کلک
626,fest::A,stabilis,ټینګ
627,flach::A,planus,هوار
628,glatt::A,levis,ښوی
629,hart::A,durus,کلک
630,weich::A,mollis,نرم
631,weich::A,mollis,پوست
632,rund::A,rotundus,ګرد
633,spitz::A,acutus,تېره
634,scharf::A,acer,تېز
635,scharf::A,acer,تېره
636,stumpf::A,hebes,پڅ
637,schwer::A,gravis,دروند
638,schön::A,pulcher,ښکلی
639,schön::A,formosus,ښکلی
640,heiß::A,fervidus,تود
641,warm::A,calidus,تود
642,kalt::A,frigidus,ېخ
643,kalt::A,frigidus,سوړ
644,kühl::A,frigidus,ېخ
645,kühl::A,frigidus,سوړ
646,frisch::A,recens,تازه
647,feucht::A,umidus,مرطوب
648,nass::A,madidus,لوند
649,trocken::A,aridus,وچ
650,voll::A,plenus,ډک
651,leer::A,vacuus,خالی
652,offen::A,apertus,خلاص
653,offen::A,apertus,پرانیستی
654,geschlossen::A,clausus,تړلی
655,sauber::A,lautus,پاک
656,schmutzig::A,sordidus,چټل
657,roh::A,crudus,خام
658,reif::A,maturus,پوخ
659,reif::A,maturus,رسېدلی
660,lecker::A,delicatus,خوندور
661,lecker::A,delicatus,مزه دار
662,süß::A,dulcis,خوږ
663,süß::A,dulcis,شیرین
664,bitter::A,amarus,تریخ
665,bitter::A,acerbus,تریخ
666,sauer::A,acidus,ټاک
667,sauer::A,acidus,تريو
668,hell::A,clarus,روڼ
669,hell::A,clarus,روښان
670,dunkel::A,obscurus,تیاره
671,schwarz::A,niger,تور
672,weiß::A,albus,سپين
673,rot::A,ruber,سور
674,gelb::A,flavus,زېړ
675,blau::A,caeruleus,شین
676,blau::A,caeruleus,اسماني رنګه
677,grün::A,viridis,زرغون
678,grau::A,canus,خړ
679,bunt::A,varius,رنګارنګ
680,billig::A,vilis,ارزان
681,teuer::A,carus,ګران
682,wertvoll::A,pretiosus,قیمتي
683,blind::A,caecus,ړوند
684,taub::A,surdus,کوڼ
685,kräftig::A,robustus,قوی
686,stark::A,firmus,قوی
687,stark::A,firmus,تکړه
688,stark::A,validus,قوی
689,stark::A,validus,تکړه
690,schwach::A,debilis,ضعیف
691,schwach::A,debilis,کمزوری
692,schwach::A,infirmus,ضعیف
693,schwach::A,infirmus,کمزوری
694,fett::A,crassus,چاغ
695,schlank::A,procerus,خوش اندام
696,hübsch::A,pulcher,ښکلی
697,hübsch::A,pulcher,ښایسته
698,böse::A,improbus,شریر
699,böse::A,improbus,قهرناک
700,dumm::A,stultus,احمق
701,dumm::A,stupidus,احمق
702,faul::A,piger,لټ
703,faul::A,piger,تنبل
704,fleißig::A,sedulus,زحمت کښ
705,geizig::A,avarus,بخیل
706,klug::A,prudens,عاقل
707,klug::A,prudens,هوښیار
708,geschickt::A,sollers,ماهر
709,lieb::A,carus,عزیز
710,lieb::A,carus,محبوب
711,lustig::A,iocosus,خوشحال
712,sanft::A,clemens,پوست
713,sanft::A,clemens,ملایم
714,hungrig::A,impastus,وږی
715,krank::A,aeger,مريض
716,krank::A,aeger,ناروغ
717,nackt::A,nudus,لوڅ
718,traurig::A,maestus,غمجن
719,lebendig::A,vivus,ژوندی
720,gut::A,bonus,ښه
721,schlecht::A,malus,بد
722,schlecht::A,malus,خراب
723,richtig::A,rectus,سم
724,richtig::A,rectus,صحیح
725,schlimm::A,malus,بد
726,schlimm::A,malus,مخوف
727,wahr::A,verus,واقعي
728,alt::A,antiquus,زوړ
729,neu::A,novus,نوی
730,ehemalig::A,pristinus,پخوانی
731,alt[Lebewesen]::A,vetus,زوړ
732,jung::A,iuvenis,ځوان
733,arm::A,pauper,غریب
734,arm::A,pauper,بې وزله
735,reich::A,dives,شتمن
736,reich::A,dives,دولتمند
737,bekannt::A,notus,اشنا
738,berühmt::A,celeber,مشهور
739,berühmt::A,illustris,مشهور
740,fremd::A,peregrinus,پردی
741,fremd::A,peregrinus,بېګانه
742,verschieden::A,varius,مختلف
743,nah::A,propinquus,نژدې
744,fern::A,longinquus,لیری
745,linker::A,sinister,چپ
746,linker::A,sinister,کیڼ
747,rechter::A,dexter,ښی
748,anderer::A,alius,بل
749,erster::A,primus,لومړی
750,zweiter::A,secundus,دوهم
751,dritter::A,tertius,درېم
752,letzter::A,ultimus,آخرنی
753,letzter::A,ultimus,وروستی
754,allein::ADV,solum,یوازې
755,auf einmal::ADV,simul,په یوه وخت کی
756,zusammen::ADV,una,یو ځای
757,lange::ADV,diu,ډېر وخت
758,lange::ADV,diu,ډېره موده
759,plötzlich::ADV,subito,ناببره
760,plötzlich::ADV,subito,یوناڅاپه
761,plötzlich::ADV,repente,ناببره
762,plötzlich::ADV,repente,یوناڅاپه
763,sofort::ADV,statim,فوراً
764,sofort::ADV,statim,سمدلاسه
765,später::ADV,postea,وروسته
766,jetzt::ADV,nunc,اوس
767,heute::ADV,hodie,نن
768,morgen::ADV,cras,سبا
769,bald::ADV,mox,ژر
770,dann::ADV,deinde,پس
771,dann::ADV,deinde,وروسته
772,gestern::ADV,heri,پرون
773,einst::ADV,olim,پخوا
774,damals::ADV,tum,هغه وخت
775,danach::ADV,postea,بیا
776,vorher::ADV,antea,دمخه
777,zuerst::ADV,primo,لومړی
778,einmal::ADV,semel,یو ځل
779,manchmal::ADV,interdum,ګاهی ګاهی
780,oft::ADV,saepe,ډېر ځله
781,immer::ADV,semper,تل
782,immer::ADV,semper,همېشه
783,niemals::ADV,numquam,هیڅکله نه
784,hier::ADV,hic,دلته
785,hierhin::ADV,huc,دلته
786,hierhin::ADV,huc,دې ځای ته
787,von hier::ADV,hinc,د دې ځای نه
788,dort::ADV,ibi,هلته
789,dorthin::ADV,eo,هلته
790,dorthin::ADV,eo,هغه ځای ته
791,geradeaus::ADV,recte,مخامخ
792,vorwärts::ADV,porro,مخ پهٔ وړاندې
793,rückwärts::ADV,retro,بېرته
794,zurück::ADV,retro,بېرته
795,unten::ADV,infra,لاندي
796,hinab::ADV,pessum,ښکته
797,oben::ADV,supra,پورته
798,hinauf::ADV,sursum,پاس
