,Concept_ID,lv,tr
319,Birke::N,кыдз,huş
320,Birke::N,bērzs,huş
321,Kiefer[Baum]::N,пожӧм,çam
322,Kiefer[Baum]::N,priede,çam
323,Weide[Baum]::N,бадь,söğüt
324,Weide[Baum]::N,kārkls,söğüt
325,Tanne::N,коз,çam
326,Tanne::N,коз,köknar
327,Tanne::N,egle,çam
328,Tanne::N,egle,köknar
329,Horn::N,сюр,boynuz
330,Horn::N,rags,boynuz
331,Feder::N,гӧн,tüy
332,Feder::N,тывборд,tüy
333,Feder::N,spalva,tüy
334,Fell::N,ку,post
335,Fell::N,āda,post
336,Flügel::N,борд,kanat
337,Flügel::N,spārns,kanat
338,Klaue::N,гыж,pençe
339,Klaue::N,nags,pençe
340,Kralle::N,гыж,tırnak
341,Kralle::N,nags,tırnak
342,Schwanz::N,бӧж,kuyruk
343,Schwanz::N,ļipa,kuyruk
344,Ei::N,кольк,yumurta
345,Ei::N,ola,yumurta
346,Nest::N,поз,yuva
347,Nest::N,ligzda,yuva
348,Bau::N,горс,in
349,Bau::N,пырмӧс,in
350,Bau::N,гу,in
351,Bau::N,ala,in
352,Tier::N,пемӧс,hayvan
353,Tier::N,dzīvnieks,hayvan
354,Herde::N,стада,sürü
355,Herde::N,кельӧб,sürü
356,Herde::N,ganāmpulks,sürü
357,Kuh::N,мӧс,inek
358,Kuh::N,govs,inek
359,Bulle::N,ӧш,boğa
360,Bulle::N,bullis,boğa
361,Pferd::N,вӧв,at
362,Pferd::N,вӧв,beygir
363,Pferd::N,zirgs,at
364,Pferd::N,zirgs,beygir
365,Schaf::N,ыж,koyun
366,Schaf::N,aita,koyun
367,Schwein::N,порсь,domuz
368,Schwein::N,cūka,domuz
369,Hund::N,пон,it
370,Hund::N,пон,köpek
371,Hund::N,suns,it
372,Hund::N,suns,köpek
373,Katze::N,кань,kedi
374,Katze::N,kaķis,kedi
375,Bär::N,ош,ayı
376,Bär::N,lācis,ayı
377,Eichhörnchen::N,ур,sincap
378,Eichhörnchen::N,vāvere,sincap
379,Elch::N,йӧра,büyük kuzey geyiği
380,Elch::N,alnis,büyük kuzey geyiği
381,Fuchs::N,руч,tilki
382,Fuchs::N,lapsa,tilki
383,Hase::N,кӧч,tavşan
384,Hase::N,zaķis,tavşan
385,Maus::N,шыр,fare
386,Maus::N,шыр,sıçan
387,Maus::N,pele,fare
388,Maus::N,pele,sıçan
389,Wolf::N,кӧин,kurt
390,Wolf::N,vilks,kurt
391,Vogel::N,кай,kuş
392,Vogel::N,лэбач,kuş
393,Vogel::N,putns,kuş
394,Schwarm::N,чукӧр,sürü
395,Schwarm::N,spiets,sürü
396,Huhn::N,курӧг,tavuk
397,Huhn::N,vista,tavuk
398,Hahn::N,петук,horoz
399,Hahn::N,gailis,horoz
400,Gans::N,дзодзӧг,kaz
401,Gans::N,zoss,kaz
402,Adler::N,кутш,kartal
403,Adler::N,кутш,karakuş
404,Adler::N,ērglis,kartal
405,Adler::N,ērglis,karakuş
406,Ente::N,утка,ördek
407,Ente::N,pīle,ördek
408,Eule::N,сюзь,baykuş
409,Eule::N,pūce,baykuş
410,Kranich::N,тури,turna
411,Kranich::N,dzērve,turna
412,Krähe::N,рака,karga
413,Krähe::N,vārna,karga
414,Kuckuck::N,кӧк,guguk
415,Kuckuck::N,dzeguze,guguk
416,Schwan::N,юсь,kuğu
417,Schwan::N,gulbis,kuğu
418,Fisch::N,чери,balık
419,Fisch::N,zivs,balık
420,Barsch::N,ёкыш,hani
421,Barsch::N,ёкыш,levrek
422,Barsch::N,asaris,hani
423,Barsch::N,asaris,levrek
424,Hecht::N,сир,turnabalığı
425,Hecht::N,līdaka,turnabalığı
426,Schlange[Tier]::N,кый,yılan
427,Schlange[Tier]::N,čūska,yılan
428,Wurm::N,номыр,kurt
429,Wurm::N,номыр,solucan
430,Wurm::N,tārps,kurt
431,Wurm::N,tārps,solucan
432,Spinne::N,черань,örümcek
433,Spinne::N,zirneklis,örümcek
434,Ameise::N,кодзувкот,karınca
435,Ameise::N,skudra,karınca
436,Laus::N,той,bit
437,Laus::N,uts,bit
438,Mücke::N,ном,sivrisinek
439,Mücke::N,ods,sivrisinek
440,Fliege::N,гут,sinek
441,Fliege::N,muša,sinek
442,Schmetterling::N,бобув,kelebek
443,Schmetterling::N,tauriņš,kelebek
444,Beere::N,тусь,tane
445,Beere::N,вотӧс,tane
446,Beere::N,oga,tane
447,Apfel::N,яблӧг,elma
448,Apfel::N,ābols,elma
449,Pilz::N,тшак,mantar
450,Pilz::N,sēne,mantar
451,Zwiebel::N,луккок,soğan
452,Zwiebel::N,йӧнгыль,soğan
453,Zwiebel::N,sīpols,soğan
454,Saat::N,тусь,ekin
455,Saat::N,кӧйдыс,ekin
456,Saat::N,sēkla,ekin
457,Korn::N,тусь,tane
458,Korn::N,grauds,tane
459,Heu::N,турун,kuru ot
460,Heu::N,siens,kuru ot
461,Schale::N,кор,kabuk
462,Schale::N,čaula,kabuk
463,Schale::N,čaumala,kabuk
464,Grube::N,гу,çukur
465,Grube::N,bedre,çukur
466,Falle::N,лэч,tuzak
467,Falle::N,slazds,tuzak
468,Falle::N,lamatas,tuzak
469,Schlinge::N,лэч,ilmik
470,Schlinge::N,cilpa,ilmik
471,Spur::N,туй,iz
472,Spur::N,pēda,iz
473,Asche::N,пӧм,kül
474,Asche::N,pelni,kül
475,Dreck::N,няйт,pislik
476,Dreck::N,dubļi,pislik
477,Eisen::N,кӧрт,demir
478,Eisen::N,dzelzs,demir
479,Gold::N,зарни,altın
480,Gold::N,zelts,altın
481,Silber::N,эзысь,gümüş
482,Silber::N,sudrabs,gümüş
483,Kohle::N,шом,kömür
484,Kohle::N,ogle,kömür
485,Glas::N,стеклӧ,cam
486,Glas::N,stikls,cam
487,Lehm::N,сёй,balçık
488,Lehm::N,māls,balçık
489,Sand::N,лыа,kum
490,Sand::N,smiltis,kum
491,Mensch::N,морт,insan
492,Mensch::N,cilvēks,insan
493,Mann::N,аймӧрт,adam
494,Mann::N,аймӧрт,erkek
495,Mann::N,мужичӧй,adam
496,Mann::N,мужичӧй,erkek
497,Mann::N,vīrietis,adam
498,Mann::N,vīrietis,erkek
499,Frau::N,ань,bayan
500,Frau::N,нывбаба,bayan
501,Frau::N,sieviete,bayan
502,Kind::N,кага,çocuk
503,Kind::N,bērns,çocuk
504,Junge::N,пи,erkek çocuk
505,Junge::N,zēns,erkek çocuk
506,Junge::N,puika,erkek çocuk
507,Junge::N,puisis,erkek çocuk
508,Mädchen::N,ныв,kız
509,Mädchen::N,meiča,kız
510,Mädchen::N,skuķis,kız
511,Mädchen::N,meitene,kız
512,Familie::N,семья,aile
513,Familie::N,ģimene,aile
514,Großvater::N,пӧль,dede
515,Großvater::N,пӧль,büyükbaba
516,Großvater::N,vecaistēvs,dede
517,Großvater::N,vecaistēvs,büyükbaba
518,Großmutter::N,баб,nine
519,Großmutter::N,баб,büyükanne
520,Großmutter::N,vecāmāte,nine
521,Großmutter::N,vecāmāte,büyükanne
522,Eltern::N,ай-мам,ebeveyn
523,Eltern::N,ай-мам,ana baba
524,Eltern::N,бать-мам,ebeveyn
525,Eltern::N,бать-мам,ana baba
526,Eltern::N,vecāki,ebeveyn
527,Eltern::N,vecāki,ana baba
528,Vater::N,бать,ata
529,Vater::N,бать,baba
530,Vater::N,ай,ata
531,Vater::N,ай,baba
532,Vater::N,tēvs,ata
533,Vater::N,tēvs,baba
534,Mutter::N,мам,ana
535,Mutter::N,мам,anne
536,Mutter::N,māte,ana
537,Mutter::N,māte,anne
538,Sohn::N,пи,oğul
539,Sohn::N,dēls,oğul
540,Tochter::N,ныв,kız
541,Tochter::N,ныв,kız evlât
542,Tochter::N,meita,kız
543,Tochter::N,meita,kız evlât
544,Bruder::N,вок,abi
545,Bruder::N,вок,erkek kardeş
546,Bruder::N,brālis,abi
547,Bruder::N,brālis,erkek kardeş
548,Schwester::N,чой,abla
549,Schwester::N,чой,kız kardeş
550,Schwester::N,māsa,abla
551,Schwester::N,māsa,kız kardeş
552,Onkel::N,дядь,dayı
553,Onkel::N,tēvocis,dayı
554,Tante::N,тьӧт,hala
555,Tante::N,тьӧт,teyze
556,Tante::N,tante,hala
557,Tante::N,tante,teyze
558,Ehemann::N,верӧс,koca
559,Ehemann::N,vīrs,koca
560,Ehefrau::N,гӧтыр,karı
561,Ehefrau::N,sieva,karı
562,Freude::N,радлун,neşe
563,Freude::N,радлун,sevinç
564,Freude::N,prieks,neşe
565,Freude::N,prieks,sevinç
566,Gelächter::N,серам,gülme
567,Gelächter::N,серам,kahkaha
568,Gelächter::N,smiekli,gülme
569,Gelächter::N,smiekli,kahkaha
570,Glück::N,шуд,mutluluk
571,Glück::N,laime,mutluluk
572,Kummer::N,шог,dert
573,Kummer::N,шог,keder
574,Kummer::N,bēdas,dert
575,Kummer::N,bēdas,keder
576,Kummer::N,raizes,dert
577,Kummer::N,raizes,keder
578,Wunsch::N,кӧсйӧм,arzu
579,Wunsch::N,кӧсйӧм,istek
580,Wunsch::N,vēlme,arzu
581,Wunsch::N,vēlme,istek
582,Wunsch::N,vēlējums,arzu
583,Wunsch::N,vēlējums,istek
584,Lust::N,кыскӧм,arzu
585,Lust::N,кыскӧм,heves
586,Lust::N,радейтӧм,arzu
587,Lust::N,радейтӧм,heves
588,Lust::N,kāre,arzu
589,Lust::N,kāre,heves
590,Geist::N,лов,tin
591,Geist::N,gars,tin
592,Gedanke::N,мӧвп,fikir
593,Gedanke::N,мӧвп,düşünce
594,Gedanke::N,doma,fikir
595,Gedanke::N,doma,düşünce
596,Gedächtnis::N,паметь,bellek
597,Gedächtnis::N,atmiņa,bellek
598,Verstand::N,вежӧр,zekâ
599,Verstand::N,prāts,zekâ
600,Sinn::N,мог,anlam
601,Sinn::N,вежӧртас,anlam
602,Sinn::N,nozīme,anlam
603,Grund::N,помка,sebep
604,Grund::N,pamats,sebep
605,Grund::N,iemesls,sebep
606,Wahrheit::N,збыль,doğruluk
607,Wahrheit::N,збыль,gerçeklik
608,Wahrheit::N,збыльтор,doğruluk
609,Wahrheit::N,збыльтор,gerçeklik
610,Wahrheit::N,taisnība,doğruluk
611,Wahrheit::N,taisnība,gerçeklik
612,Wahrheit::N,patiesība,doğruluk
613,Wahrheit::N,patiesība,gerçeklik
614,Gespräch::N,сёрни,görüşme
615,Gespräch::N,saruna,görüşme
616,Märchen::N,мойд,masal
617,Märchen::N,pasaka,masal
618,Erzählung::N,висьт,öykü
619,Erzählung::N,висьт,hikâye
620,Erzählung::N,stāsts,öykü
621,Erzählung::N,stāsts,hikâye
622,Erzählung::N,nostāsts,öykü
623,Erzählung::N,nostāsts,hikâye
624,Nachricht::N,юӧртӧм,haber
625,Nachricht::N,ziņa,haber
626,Neuigkeit::N,выльтор,haber
627,Neuigkeit::N,jaunums,haber
628,Name::N,ним,ad
629,Name::N,ним,isim
630,Name::N,vārds,ad
631,Name::N,vārds,isim
632,Rätsel::N,нӧдкыв,bilmece
633,Rätsel::N,mīkla,bilmece
634,Rede::N,сёрни,söylev
635,Rede::N,сёрни,konuşma
636,Rede::N,runa,söylev
637,Rede::N,runa,konuşma
638,Sprache::N,кыв,dil
639,Sprache::N,кыв,lisan
640,Sprache::N,valoda,dil
641,Sprache::N,valoda,lisan
642,Stimme::N,гӧлӧс,ses
643,Stimme::N,вом шы,ses
644,Stimme::N,balss,ses
645,Wort::N,кыв,kelime
646,Wort::N,vārds,kelime
647,Zeichen::N,пас,işaret
648,Zeichen::N,zīme,işaret
649,Ruf::N,чукӧстчӧм,çağırma
650,Ruf::N,корӧм,çağırma
651,Ruf::N,sauciens,çağırma
652,Lärm::N,шы,şamata
653,Lärm::N,шы,gürültü
654,Lärm::N,зык,şamata
655,Lärm::N,зык,gürültü
656,Lärm::N,зычитӧм,şamata
657,Lärm::N,зычитӧм,gürültü
658,Lärm::N,troksnis,şamata
659,Lärm::N,troksnis,gürültü
660,Laut::N,шы,ses
661,Laut::N,skaņa,ses
662,Ton::N,шы,ses
663,Ton::N,tonis,ses
664,Lied::N,сьылан,türkü
665,Lied::N,сьыланкыв,türkü
666,Lied::N,dziesma,türkü
667,Ruhe::N,чӧв,sakinlik
668,Ruhe::N,miers,sakinlik
669,Leute::N,йӧз,halk
670,Leute::N,йӧз,insanlar
671,Leute::N,войтыр,halk
672,Leute::N,войтыр,insanlar
673,Leute::N,ļaudis,halk
674,Leute::N,ļaudis,insanlar
675,Leute::N,cilvēki,halk
676,Leute::N,cilvēki,insanlar
677,Volk::N,йӧз,ulus
678,Volk::N,йӧз,millet
679,Volk::N,войтыр,ulus
680,Volk::N,войтыр,millet
681,Volk::N,tauta,ulus
682,Volk::N,tauta,millet
683,Arbeit::N,удж,iş
684,Arbeit::N,удж,çalışma
685,Arbeit::N,darbs,iş
686,Arbeit::N,darbs,çalışma
687,Gast::N,гӧсть,konuk
688,Gast::N,гӧсть,misafir
689,Gast::N,viešņa,konuk
690,Gast::N,viešņa,misafir
691,Gast::N,ciemiņš,konuk
692,Gast::N,ciemiņš,misafir
693,Geschenk::N,козин,hediye
694,Geschenk::N,козин,armağan
695,Geschenk::N,dāvana,hediye
696,Geschenk::N,dāvana,armağan
697,Spiel::N,ворсан,oyun
698,Spiel::N,rotaļa,oyun
699,Gesellschaft::N,котыр,çevre
700,Gesellschaft::N,котыр,arkadaşlık
701,Gesellschaft::N,biedrība,çevre
702,Gesellschaft::N,biedrība,arkadaşlık
703,Gesellschaft::N,kompānija,çevre
704,Gesellschaft::N,kompānija,arkadaşlık
705,Hilfe::N,отсӧг,yardım
706,Hilfe::N,palīdzība,yardım
707,Freund::N,ёрт,dost
708,Freund::N,ёрт,arkadaş
709,Freund::N,draugs,dost
710,Freund::N,draugs,arkadaş
711,Kamerad::N,ёрт,arkadaş
712,Kamerad::N,biedrs,arkadaş
713,Angelegenheit::N,мог,iş
714,Angelegenheit::N,мог,husus
715,Angelegenheit::N,делӧ,iş
716,Angelegenheit::N,делӧ,husus
717,Angelegenheit::N,darīšana,iş
718,Angelegenheit::N,darīšana,husus
719,Anzahl::N,лыд,sayı
720,Anzahl::N,тшӧт,sayı
721,Anzahl::N,skaits,sayı
722,Anzahl::N,daudzums,sayı
723,Art::N,сикас,çeşit
724,Art::N,suga,çeşit
725,Art::N,šķira,çeşit
726,Stück::N,тор,tane
727,Stück::N,тор,parça
728,Stück::N,gabals,tane
729,Stück::N,gabals,parça
730,Teil::N,юкӧн,kısım
731,Teil::N,daļa,kısım
732,Hälfte::N,пӧв,yarı
733,Hälfte::N,джын,yarı
734,Hälfte::N,puse,yarı
735,Kreis::N,кытш,daire
736,Kreis::N,aplis,daire
737,Kreis::N,riņķis,daire
738,Kreuz::N,перна,haç
739,Kreuz::N,крест,haç
740,Kreuz::N,krusts,haç
741,Linie::N,визь,hat
742,Linie::N,визь,çizgi
743,Linie::N,līnija,hat
744,Linie::N,līnija,çizgi
745,Strich::N,визь,çizgi
746,Strich::N,svītra,çizgi
747,Abstand::N,кост,aralık
748,Abstand::N,коласт,aralık
749,Abstand::N,atstarpe,aralık
750,Entfernung::N,ылна,mesafe
751,Entfernung::N,ылна,uzaklık
752,Entfernung::N,attālums,mesafe
753,Entfernung::N,attālums,uzaklık
754,Entfernung::N,atstatums,mesafe
755,Entfernung::N,atstatums,uzaklık
756,Gegend::N,му-ва,yöre
757,Gegend::N,apvidus,yöre
758,Gegend::N,apgabals,yöre
759,Platz::N,ылдӧс,yer
760,Platz::N,йир,yer
761,Platz::N,гӧгӧртас,yer
762,Platz::N,vieta,yer
763,Ort::N,ин,yer
764,Ort::N,места,yer
765,Ort::N,vieta,yer
766,Seite::N,бок,yan
767,Seite::N,бок,taraf
768,Seite::N,ӧтарладор,yan
769,Seite::N,ӧтарладор,taraf
770,Seite::N,sāns,yan
771,Seite::N,sāns,taraf
772,Mitte::N,шӧр,orta
773,Mitte::N,шӧр,merkez
774,Mitte::N,vidus,orta
775,Mitte::N,vidus,merkez
776,Gegenstand::N,кӧлуй,şey
777,Gegenstand::N,priekšmets,şey
778,Sache::N,добра,iş
779,Sache::N,добра,şey
780,Sache::N,lieta,iş
781,Sache::N,lieta,şey
782,Rand::N,дор,kenar
783,Rand::N,mala,kenar
784,Rand::N,apmale,kenar
785,Kante::N,дор,kenar
786,Kante::N,šķautne,kenar
787,Ecke::N,пельӧс,köşe
788,Ecke::N,kakts,köşe
789,Ecke::N,stūris,köşe
790,Spitze::N,йыв,uç
791,Spitze::N,йыв,baş
792,Spitze::N,smaile,uç
793,Spitze::N,smaile,baş
794,Spitze::N,galotne,uç
795,Spitze::N,galotne,baş
796,Ende::N,пом,uç
797,Ende::N,gals,uç
798,Ende::N,uzgalis,uç
