,Concept_ID,mn,hu
110,Donner::N,тэнгэрийн дуу,dörgés
111,Donner::N,тэнгэрийн дуу,mennydörgés
112,Strömung::N,урсгал,áramlat
113,Tropfen::N,дусал,csepp
114,Schaum::N,хөөс,hab
115,Schaum::N,хөөс,tajték
116,Schmutz::N,хир,piszok
117,Schmutz::N,шавхай,piszok
118,See::N,нуур,tó
119,Sumpf::N,намаг,mocsár
120,Sumpf::N,балчиг,mocsár
121,Moor::N,хүлрийн намаг,láp
122,Wiese::N,нуга,rét
123,Wiese::N,нуга,mező
124,Wald::N,ой,erdő
125,Hügel::N,болдог,domb
126,Anhöhe::N,гүвээ,magaslat
127,Berg::N,уул,hegy
128,Gipfel::N,орой,csúcs
129,Gipfel::N,оргил,csúcs
130,Höhle::N,агуй,barlang
131,Abhang::N,хүр,lejtő
132,Quelle::N,булаг,forrás
133,Bach::N,горхи,patak
134,Fluss::N,гол,folyó
135,Fluss::N,мөрөн,folyó
136,Ufer::N,эрэг,part
137,Küste::N,эрэг,tengerpart
138,Festland::N,хуурай газар,szárazföld
139,Meer::N,далай,tenger
140,Meer::N,тэнгис,tenger
141,Bucht::N,булан,öböl
142,Bucht::N,далайн тохой,öböl
143,Insel::N,арал,sziget
144,Blume::N,цэцэг,virág
145,Gras::N,өвс,fű
146,Gras::N,ногоо,fű
147,Wurzel::N,үндэс,gyökér
148,Baum::N,мод,fa
149,Stamm::N,иш,tő
150,Stamm::N,иш,törzs
151,Stamm::N,гуалин,tő
152,Stamm::N,гуалин,törzs
153,Rinde::N,холтос,kéreg
154,Ast::N,гишүү,ág
155,Zweig::N,салаа,gally
156,Blatt::N,навч,levél
157,Birke::N,хус,nyír
158,Kiefer[Baum]::N,нарс,fenyő
159,Weide[Baum]::N,уд,fűz
160,Weide[Baum]::N,бургас,fűz
161,Tanne::N,гачуур,fenyő
162,Horn::N,эвэр,szarv
163,Feder::N,өд,toll
164,Fell::N,арьс,szőr
165,Fell::N,арьс,bunda
166,Flügel::N,жигүүр,szárny
167,Flügel::N,далавч,szárny
168,Klaue::N,савар,köröm
169,Klaue::N,хумс,köröm
170,Kralle::N,савар,karom
171,Schwanz::N,сүүл,farok
172,Ei::N,өндөг,tojás
173,Nest::N,үүр,fészek
174,Bau::N,нүх,odú
175,Bau::N,элүү,odú
176,Tier::N,амьтан,állat
177,Tier::N,адгуус,állat
178,Herde::N,сүрэг,nyáj
179,Herde::N,сүрэг,csorda
180,Kuh::N,үнээ,tehén
181,Bulle::N,бух,bika
182,Pferd::N,морь,ló
183,Pferd::N,адуу,ló
184,Schaf::N,хонь,juh
185,Schaf::N,хонь,birka
186,Schwein::N,гахай,sertés
187,Hund::N,нохой,eb
188,Hund::N,нохой,kutya
189,Katze::N,муур,macska
190,Katze::N,мигуй,macska
191,Bär::N,баавгай,medve
192,Eichhörnchen::N,хэрэм,mókus
193,Elch::N,хандгай,jávorszarvas
194,Fuchs::N,үнэг,róka
195,Hase::N,туулай,nyúl
196,Maus::N,хулгана,egér
197,Wolf::N,чоно,farkas
198,Vogel::N,шувуу,madár
199,Schwarm::N,сүрэг,raj
200,Huhn::N,тахиа,tyúk
201,Hahn::N,эр тахиа,kakas
202,Gans::N,галуу,lúd
203,Gans::N,галуу,liba
204,Adler::N,бүргэд,sas
205,Ente::N,нугас,kacsa
206,Eule::N,ууль,bagoly
207,Kranich::N,тогоруу,daru
208,Krähe::N,хэрээ,varjú
209,Kuckuck::N,хөхөө,kakukk
210,Schwan::N,хун,hattyú
211,Fisch::N,загас,hal
212,Barsch::N,алгана,sügér
213,Hecht::N,цурхай,csuka
214,Schlange[Tier]::N,могой,kígyó
215,Wurm::N,өт,kukac
216,Wurm::N,хорхой,kukac
217,Spinne::N,аалз,pók
218,Ameise::N,шоргоолж,hangya
219,Laus::N,бөөс,tetű
220,Mücke::N,шумуул,szúnyog
221,Fliege::N,ялаа,légy
222,Schmetterling::N,эрвээхэй,lepke
223,Schmetterling::N,эрвээхэй,pillangó
224,Beere::N,жимсгэнэ,bogyó
225,Apfel::N,алим,alma
226,Pilz::N,мөөг,gomba
227,Zwiebel::N,сонгино,hagyma
228,Saat::N,тариа,vetőmag
229,Korn::N,үр,mag
230,Korn::N,үр,szem
231,Korn::N,мөхлөг,mag
232,Korn::N,мөхлөг,szem
233,Heu::N,өвс,széna
234,Schale::N,хальс,héj
235,Grube::N,алам,verem
236,Grube::N,нүх,verem
237,Falle::N,хавх,csapda
238,Falle::N,занга,csapda
239,Schlinge::N,урхи,tőr
240,Spur::N,мөр,nyom
241,Asche::N,үнс,hamu
242,Dreck::N,хир,sár
243,Dreck::N,хир,piszok
244,Eisen::N,төмөр,vas
245,Gold::N,алт,arany
246,Silber::N,мөнгө,ezüst
247,Kohle::N,нүүрс,szén
248,Glas::N,шил,üveg
249,Lehm::N,шавар,agyag
250,Lehm::N,шавар,vályog
251,Sand::N,элс,homok
252,Mensch::N,хүн,ember
253,Mann::N,эр,úr
254,Mann::N,эр,férfi
255,Mann::N,эрэгтэй,úr
256,Mann::N,эрэгтэй,férfi
257,Frau::N,эмэгтэй,nő
258,Frau::N,эмэгтэй,asszony
259,Frau::N,хатагтай,nő
260,Frau::N,хатагтай,asszony
261,Kind::N,хүүхэд,gyerek
262,Kind::N,хүүхэд,gyermek
263,Junge::N,хүү,fiú
264,Mädchen::N,охин,lány
265,Mädchen::N,бүсгүй,lány
266,Familie::N,айл,család
267,Großvater::N,өвгөн аав,nagyapa
268,Großmutter::N,эмэг эх,nagyanya
269,Großmutter::N,эмгээ,nagyanya
270,Eltern::N,эцэг эх,szülők
271,Vater::N,аав,apa
272,Vater::N,аав,atya
273,Vater::N,эцэг,apa
274,Vater::N,эцэг,atya
275,Mutter::N,эх,anya
276,Mutter::N,ээж,anya
277,Sohn::N,хүү,fiú
278,Tochter::N,охин,lány
279,Bruder::N,ах,fivér
280,Bruder::N,ах,testvér
281,Bruder::N,дүү,fivér
282,Bruder::N,дүү,testvér
283,Schwester::N,эгч,nővér
284,Schwester::N,эгч,lánytestvér
285,Schwester::N,охин дүү,nővér
286,Schwester::N,охин дүү,lánytestvér
287,Onkel::N,авга ах,nagybácsi
288,Onkel::N,нагац ах,nagybácsi
289,Tante::N,авга эгч,nagynéni
290,Tante::N,нагац эгч,nagynéni
291,Ehemann::N,нөхөр,férj
292,Ehefrau::N,эхнэр,feleség
293,Ehefrau::N,гэргий,feleség
294,Freude::N,баяр,öröm
295,Freude::N,баясгалан,öröm
296,Gelächter::N,инээдэм,nevetés
297,Gelächter::N,инээдэм,hahotázás
298,Glück::N,жаргалан,boldogság
299,Kummer::N,гаслан,bánat
300,Wunsch::N,ерөөл,óhaj
301,Lust::N,дур,kedv
302,Lust::N,хүсэл,kedv
303,Geist::N,оюун,elme
304,Geist::N,оюун,szellem
305,Gedanke::N,сэтгэл,gondolat
306,Gedächtnis::N,ой,emlékezet
307,Gedächtnis::N,цээж,emlékezet
308,Verstand::N,ухаан,ész
309,Verstand::N,ухаан,értelem
310,Sinn::N,утга,értelem
311,Grund::N,учир,ok
312,Grund::N,учир,alap
313,Wahrheit::N,үнэн,igaz
314,Wahrheit::N,үнэн,igazság
315,Gespräch::N,яриа,beszélgetés
316,Märchen::N,явган үлгэр,mese
317,Erzählung::N,тууж,elbeszélés
318,Nachricht::N,мэдээ,hír
319,Nachricht::N,мэдээ,híradás
320,Neuigkeit::N,сонин,újság
321,Name::N,нэр,név
322,Rätsel::N,оньсого,rejtvény
323,Rede::N,хэлсэн үг,beszéd
324,Rede::N,хэлсэн үг,szónoklat
325,Sprache::N,хэл,nyelv
326,Stimme::N,дуу,hang
327,Wort::N,үг,szó
328,Zeichen::N,тамга,jel
329,Zeichen::N,тэмдэг,jel
330,Ruf::N,дуудлага,kiáltás
331,Lärm::N,шуугиан,zaj
332,Lärm::N,чимээ,zaj
333,Laut::N,анир,hang
334,Laut::N,дуу,hang
335,Ton::N,авиа,hang
336,Ton::N,аялгуу,hang
337,Lied::N,дуу,dal
338,Lied::N,дуу,ének
339,Ruhe::N,энх,csend
340,Ruhe::N,энх,nyugalom
341,Ruhe::N,тайван,csend
342,Ruhe::N,тайван,nyugalom
343,Leute::N,хүмүүс,emberek
344,Volk::N,улс,nép
345,Arbeit::N,ажил,dolog
346,Arbeit::N,хөдөлмөр,dolog
347,Gast::N,зочин,vendég
348,Gast::N,айлчин,vendég
349,Geschenk::N,бэлэг,ajándék
350,Spiel::N,наадам,játék
351,Spiel::N,тоглоом,játék
352,Gesellschaft::N,хамт байх,társaság
353,Hilfe::N,тусламж,segítség
354,Freund::N,найз,barát
355,Freund::N,нөхөр,barát
356,Kamerad::N,хань,társ
357,Kamerad::N,нөхөр,társ
358,Angelegenheit::N,хэрэг,ügy
359,Anzahl::N,тоо,szám
360,Art::N,төрөл,faj
361,Art::N,төрөл,fajta
362,Art::N,янз,faj
363,Art::N,янз,fajta
364,Stück::N,хэсэг,darab
365,Teil::N,хувь,rész
366,Teil::N,хэсэг,rész
367,Hälfte::N,хагас,fél
368,Kreis::N,тойрог,kör
369,Kreis::N,хүрээ,kör
370,Kreuz::N,загалмай,kereszt
371,Linie::N,шугам,vonal
372,Strich::N,зураас,vonás
373,Abstand::N,зай,köz
374,Entfernung::N,зай,távolság
375,Entfernung::N,хол ойр,távolság
376,Gegend::N,хавь,táj
377,Gegend::N,хавь,vidék
378,Gegend::N,газар,táj
379,Gegend::N,газар,vidék
380,Platz::N,зай,hely
381,Platz::N,завсар,hely
382,Ort::N,газар,hely
383,Ort::N,байр,hely
384,Seite::N,тал,fél
385,Seite::N,тал,oldal
386,Seite::N,этгээд,fél
387,Seite::N,этгээд,oldal
388,Mitte::N,төв,közép
389,Mitte::N,дунд,közép
390,Gegenstand::N,юм,tárgy
391,Sache::N,үйл,dolog
392,Sache::N,хэрэг,dolog
393,Rand::N,зах,szél
394,Rand::N,зах,perem
395,Rand::N,зах,szegély
396,Rand::N,хөвөө,szél
397,Rand::N,хөвөө,perem
398,Rand::N,хөвөө,szegély
399,Kante::N,ирмэг,él
400,Ecke::N,өнцөг,sarok
401,Ecke::N,өнцөг,szöglet
402,Spitze::N,үзүүр,csúcs
403,Ende::N,зах,vég
404,Ende::N,үзүүр,vég
405,Loch::N,цоорхой,lyuk
406,Loch::N,онгорхой,lyuk
407,Winkel::N,өнцөг,szög
408,Muster::N,хээ,minta
409,Muster::N,угалз,minta
410,Größe::N,хэмжээ,nagyság
411,Länge::N,урт,hossz
412,Länge::N,урт,hosszúság
413,Höhe::N,өндөр,magasság
414,Gewicht::N,жин,súly
415,Menge::N,тоо,sokaság
416,Menge::N,тоо,mennyiség
417,Haufen::N,бөөн,halom
418,Reihe::N,эгнээ,sor
419,Boot::N,завь,csónak
420,Ruder::N,сэлүүр,evező
421,Schlitten::N,чарга,szánkó
422,Ski::N,цана,sí
423,Lagerfeuer::N,түүдэг,tábortűz
424,Last::N,ачаа,teher
425,Gang::N,явдал,járás
426,Schritt::N,алхам,lépés
427,Norden::N,умар,észak
428,Süden::N,урд,dél
429,Süden::N,өмнө,dél
430,Westen::N,өрнө,nyugat
431,Westen::N,баруун,nyugat
432,Osten::N,зүүн,kelet
433,Osten::N,дорно,kelet
434,Holz::N,мод,fa
435,Brett::N,банз,deszka
436,Platte::N,хавтан,lap
437,Platte::N,хавтан,lemez
438,Stütze::N,тулгуур,támasz
439,Stütze::N,тулгуур,támaszték
440,Stütze::N,тулга,támasz
441,Stütze::N,тулга,támaszték
442,Stange::N,сургааг,rúd
443,Stange::N,сургааг,pózna
444,Stock::N,саваа,pálca
445,Stab::N,таяг,bot
446,Rohr::N,хоолой,cső
447,Haus::N,гэр,ház
448,Haus::N,байшин,ház
449,Heim::N,гэр,otthon
450,Ofen::N,зуух,kályha
451,Ofen::N,пийшин,kályha
452,Fußboden::N,шал,padló
453,Tisch::N,ширээ,asztal
454,Stuhl::N,сандал,szék
455,Wiege::N,өлгий,bölcső
456,Bett::N,ор,ágy
457,Regal::N,тавиур,polc
458,Regal::N,тавиур,állvány
459,Kiste::N,авдар,láda
460,Kiste::N,хайрцаг,láda
461,Fenster::N,гэгээвч,ablak
462,Tür::N,үүд,ajtó
463,Tür::N,хаалга,ajtó
464,Tor::N,хаалга,kapu
465,Zaun::N,хашаа,kerítés
466,Dach::N,дээвэр,tető
467,Leiter::N,шат,létra
468,Besen::N,хамуур,seprű
469,Besen::N,туужуу,seprű
470,Spaten::N,хүрз,ásó
471,Schaufel::N,хүрз,lapát
472,Gabel::N,сэрээ,villa
473,Löffel::N,халбага,kanál
474,Messer::N,хутга,kés
475,Nagel::N,хадаас,szeg
476,Netz::N,өөш,háló
477,Netz::N,тор,háló
478,Haken::N,гох,kampó
479,Griff::N,иш,nyél
480,Griff::N,иш,fogantyú
481,Griff::N,сэнж,nyél
482,Griff::N,сэнж,fogantyú
483,Schloss::N,цуурга,zár
484,Schloss::N,цоож,zár
485,Bild::N,зураг,kép
486,Figur::N,баримал,alak
487,Puppe::N,хүүхэлдэй,bábu
488,Beutel::N,агсаа,zacskó
489,Beutel::N,уут,zacskó
490,Bündel::N,боодол,köteg
491,Tasche::N,цүнх,táska
492,Eimer::N,хөнөг,vödör
493,Eimer::N,хувин,vödör
494,Deckel::N,таг,fedő
495,Deckel::N,таг,fedél
496,Deckel::N,хавхаг,fedő
497,Deckel::N,хавхаг,fedél
498,Geschirr::N,сав суулга,edény
499,Sack::N,шуудай,zsák
500,Tasse::N,аяга,csésze
501,Topf::N,тогоо,fazék
502,Kessel::N,тогоо,üst
503,Kessel::N,тогоо,bogrács
504,Essen::N,идээ,evés
505,Essen::N,идээ,étkezés
506,Nahrung::N,хүнс,ennivaló
507,Speise::N,идээ,étel
508,Fleisch::N,мах,hús
509,Getreide::N,будаа,gabona
510,Brei::N,богшмол,pép
511,Brei::N,богшмол,kása
512,Brei::N,будаа,pép
513,Brei::N,будаа,kása
514,Brot::N,талх,kenyér
515,Scheibe::N,зүсэм,szelet
516,Scheibe::N,хэрчим,szelet
517,Fett::N,өөх,háj
518,Fett::N,өөх,zsír
519,Butter::N,тос,vaj
520,Öl::N,тос,olaj
521,Salz::N,давс,só
522,Suppe::N,шөл,leves
523,Honig::N,бал,méz
524,Milch::N,сүү,tej
525,Tee::N,цай,tea
526,Leder::N,арьс,bőr
527,Leder::N,савхи,bőr
528,Wolle::N,ноос,gyapjú
529,Wolle::N,унгас,gyapjú
530,Stoff::N,бөс,szövet
531,Nadel::N,зүү,tű
532,Faden::N,боолт,fonál
533,Faden::N,утас,fonál
534,Knopf::N,товч,gomb
535,Knoten::N,зангилаа,csomó
536,Farbe::N,будаг,szín
537,Farbe::N,будаг,festék
538,Kleidung::N,хувцас,ruha
539,Kleidung::N,хувцас,ruházat
540,Hemd::N,цамц,ing
541,Kragen::N,зах заам,gallér
542,Ärmel::N,ханцуй,ujj
543,Hose::N,өмд,gatya
544,Hose::N,өмд,nadrág
545,Gürtel::N,бүс,öv
546,Mütze::N,малгай,sapka
547,Mütze::N,бүрх,sapka
548,Schuh::N,туфли,cipő
549,Stiefel::N,гутал,csizma
550,Ring::N,бөгж,gyűrű
551,Band::N,тууз,szalag
552,Kamm::N,сам,fésű
553,Spiegel::N,толь,tükör
554,Riemen::N,тасам,szíj
555,Riemen::N,сур,szíj
556,Schnur::N,татлага,zsinór
557,Leine::N,оосор,póráz
558,Decke::N,хөнжил,takaró
559,Decke::N,хучлага,takaró
560,Kissen::N,дэр,párna
561,Tuch::N,алчуур,kendő
562,Tuch::N,даавуу,kendő
563,Handtuch::N,алчуур,törülköző
564,Kraft::N,чадал,erő
565,Kraft::N,хүч,erő
566,Stärke::N,эрч,erő
567,Stärke::N,эрч,erősség
568,Stärke::N,тэнхээ,erő
569,Stärke::N,тэнхээ,erősség
570,Gesundheit::N,бие,egészség
571,Gesundheit::N,эрүүл мэнд,egészség
572,Krankheit::N,эмгэг,kór
573,Krankheit::N,эмгэг,betegség
574,Schmerz::N,өвчин,fájdalom
575,Wunde::N,шарх,seb
576,Fieber::N,халуун,láz
577,Arznei::N,эм,orvosság
578,Arznei::N,эм,gyógyszer
579,Brücke::N,гүүр,híd
580,Brunnen::N,худаг,kút
581,Weide::N,бэлчээр,legelő
582,Pfad::N,жим,ösvény
583,Pfad::N,зөрөг,ösvény
584,Weg::N,зам,út
585,Weg::N,харгуй,út
586,Straße::N,зам,út
587,Straße::N,харгуй,út
588,Dorf::N,тосгон,falu
589,Dorf::N,гацаа,falu
590,Stadt::N,хот,város
591,Brief::N,захидал,levél
592,Brief::N,захиа,levél
593,Buch::N,ном,könyv
594,Buch::N,бичиг,könyv
595,Buchstabe::N,үсэг,betű
596,Zeitung::N,сонин,újság
597,Zeitung::N,сонин,hírlap
598,Leben::N,амь,élet
599,Leben::N,амьдрал,élet
600,Tod::N,үхэл,halál
601,Grab::N,булш,sír
602,Kirche::N,сүм,templom
603,Sünde::N,нүгэл,bűn
604,Sünde::N,нүгэл,vétek
605,Sünde::N,хилэнц,bűn
606,Sünde::N,хилэнц,vétek
607,Gott::N,бурхан,isten
608,Arbeiter::N,ажилчин,munkás
609,Arbeiter::N,хөдөлмөрчин,munkás
610,Chef::N,дарга,főnök
611,Meister::N,дархан,mester
612,Arzt::N,эмч,orvos
613,Lehrer::N,багш,tanár
614,Lehrer::N,багш,tanító
615,Geld::N,цаас,pénz
616,Geld::N,мөнгө,pénz
617,Geschäft::N,наймаа,üzlet
618,Laden::N,дэлгүүр,bolt
619,Preis::N,үнэ,ár
620,Ware::N,таваар,áru
621,Ware::N,бараа,áru
622,Nutzen::N,ашиг,haszon
623,Reichtum::N,баялаг,gazdagság
624,Welt::N,дэлхий,világ
625,Welt::N,орчлон,világ
626,Land::N,улс,ország
627,Land::N,орон,ország
628,Staat::N,төр,állam
629,Staat::N,гүрэн,állam
630,König::N,ван,király
631,Macht::N,засаг,hatalom
632,Grenze::N,хил,határ
633,Krieg::N,дайн,háború
634,Feind::N,дайсан,ellenség
635,Gewalt::N,хүчирхэх,erőszak
636,Kampf::N,тэмцэл,harc
637,Kampf::N,байлдаан,harc
638,Bogen[Waffe]::N,нум,íj
639,Pfeil::N,годил,nyíl
640,Pfeil::N,сум,nyíl
641,Gewehr::N,буу,puska
642,Gewehr::N,буу,fegyver
643,Fehler::N,эндэл,hiba
644,Fehler::N,алдаа,hiba
645,Lüge::N,худал,hazugság
646,Schaden::N,хор,kár
647,Schaden::N,хөнөөл,kár
648,Unglück::N,гай,csapás
649,Unglück::N,гай,balszerencse
650,Unglück::N,гамшиг,csapás
651,Unglück::N,гамшиг,balszerencse
652,Schuld::N,гэм,bűn
653,Schuld::N,буруу,bűn
654,Alter::N,нас,kor
655,Schluss::N,эцэс,vég
656,Schluss::N,эцэс,befejezés
657,Schluss::N,төгсгөл,vég
658,Schluss::N,төгсгөл,befejezés
659,Zeit::N,цаг,idő
660,Tag::N,өдөр,nap
661,Morgen::N,өглөө,reggel
662,Mittag::N,үд,dél
663,Abend::N,үдэш,este
664,Nacht::N,шөнө,éj
665,Nacht::N,шөнө,éjszaka
666,Woche::N,долоо хоног,hét
667,Monat::N,сар,hó
668,Monat::N,сар,hónap
669,Jahr::N,жил,év
670,Frühling::N,хавар,tavasz
671,Sommer::N,зун,nyár
672,Herbst::N,намар,ősz
673,Winter::N,өвөл,tél
674,Januar::N,нэгдүгээр сар,január
675,Februar::N,хоёрдугаар сар,február
676,März::N,гуравдугаар сар,március
677,April::N,дөрөвдүгээр сар,április
678,Mai::N,тавдугаар сар,május
679,Juni::N,зургаадугаар сар,június
680,Juli::N,долдугаар сар,július
681,August::N,наймдугаар сар,augusztus
682,September::N,есдүгээр сар,szeptember
683,Oktober::N,аравдугаар сар,október
684,November::N,арван нэгдүгээр сар,november
685,Dezember::N,арван хоёрдугаар сар,december
686,Montag::N,даваа,hétfő
687,Dienstag::N,мягмар,kedd
688,Mittwoch::N,лхагва,szerda
689,Donnerstag::N,пүрэв,csütörtök
690,Freitag::N,баасан,péntek
691,Samstag::N,бямба,szombat
692,Sonntag::N,ням,vasárnap
693,groß::A,их,nagy
694,groß::A,том,nagy
695,klein::A,бага,pici
696,klein::A,бага,kicsi
697,klein::A,жаахан,pici
698,klein::A,жаахан,kicsi
699,lang::A,урт,hosszú
700,kurz::A,охор,rövid
701,kurz::A,богино,rövid
702,breit::A,өргөн,széles
703,schmal::A,уйтан,keskeny
704,schmal::A,нарийн,keskeny
705,dicht::A,нягт,sűrű
706,dicht::A,чигжүү,sűrű
707,dick[Gegenstand]::A,зузаан,vastag
708,dünn::A,нимгэн,vékony
709,fein::A,нарийн,vékony
710,fest::A,бөх,szilárd
711,fest::A,хатуу,szilárd
712,flach::A,хавтгай,sík
713,flach::A,хавтгай,lapos
714,glatt::A,цагаан,sima
715,hart::A,хатуу,kemény
716,weich::A,зөөлөн,puha
717,rund::A,дугуй,kerek
718,rund::A,дугариг,kerek
719,spitz::A,шовх,hegyes
720,spitz::A,шовгор,hegyes
721,scharf::A,хурц,éles
722,scharf::A,иртэй,éles
723,stumpf::A,мохоо,tompa
724,stumpf::A,мохоо,életlen
725,schwer::A,хүнд,nehéz
726,schwer::A,хүнд,súlyos
727,schön::A,гуа,szép
728,schön::A,сайхан,szép
729,heiß::A,халуун,forró
730,warm::A,дулаан,meleg
731,kalt::A,хүйтэн,hideg
732,kühl::A,сэрүүн,hűs
733,kühl::A,сэрүүн,hűvös
734,frisch::A,эрүүл,üde
735,frisch::A,эрүүл,friss
736,frisch::A,жихүүн,üde
737,frisch::A,жихүүн,friss
738,feucht::A,чийгтэй,nedves
739,nass::A,нойтон,vizes
740,trocken::A,хатсан,száraz
741,voll::A,дүүрэн,telt
742,leer::A,хоосон,üres
743,offen::A,онгорхой,nyílt
744,offen::A,онгорхой,nyitott
745,geschlossen::A,битүү,zárt
746,geschlossen::A,битүү,csukott
747,geschlossen::A,хаалтай,zárt
748,geschlossen::A,хаалтай,csukott
749,sauber::A,цэвэр,tiszta
750,sauber::A,хиргүй,tiszta
751,schmutzig::A,бохир,piszkos
752,schmutzig::A,бохир,szennyes
753,schmutzig::A,хиртэй,piszkos
754,schmutzig::A,хиртэй,szennyes
755,roh::A,түүхий,nyers
756,reif::A,болсон,érett
757,lecker::A,амттай,finom
758,süß::A,амттай,édes
759,süß::A,чихэрлэг,édes
760,bitter::A,гашуун,keserű
761,sauer::A,эсгэлэн,savanyú
762,hell::A,гэгээн,világos
763,hell::A,гэрэлтэй,világos
764,dunkel::A,бараан,sötét
765,dunkel::A,харанхуй,sötét
766,schwarz::A,хар,fekete
767,weiß::A,цагаан,fehér
768,rot::A,улаан,vörös
769,gelb::A,шар,sárga
770,blau::A,хөх,kék
771,blau::A,цэнхэр,kék
772,grün::A,ногоон,zöld
773,grau::A,орог,ősz
774,grau::A,орог,szürke
775,grau::A,саарал,ősz
776,grau::A,саарал,szürke
777,bunt::A,эрээн,tarka
778,bunt::A,эрээн,színes
779,billig::A,хямд,olcsó
780,teuer::A,үнэтэй,drága
781,wertvoll::A,үнэт,értékes
782,blind::A,сохор,vak
783,taub::A,чих хатуу,süket
784,kräftig::A,чийрэг,erős
785,stark::A,хүчтэй,erős
786,stark::A,чадалтай,erős
787,schwach::A,сул,gyenge
788,schwach::A,сул,erőtlen
789,fett::A,тарган,hájas
790,fett::A,голигор,hájas
791,schlank::A,голшиг,karcsú
792,hübsch::A,сайхан,csinos
793,hübsch::A,хөөрхөн,csinos
794,böse::A,муу,rossz
795,böse::A,муу,gonosz
796,böse::A,хортой,rossz
797,böse::A,хортой,gonosz
798,dumm::A,тэнэг,buta
799,dumm::A,тэнэг,ostoba
800,faul::A,залхуу,lusta
801,fleißig::A,чармайлтгай,szorgalmas
802,geizig::A,харамч,fukar
803,geizig::A,харамч,fösvény
804,klug::A,цэцэн,okos
805,klug::A,цэцэн,eszes
806,geschickt::A,дүйтэй,ügyes
807,lieb::A,хайрт,drága
808,lieb::A,хайрт,kedves
809,lustig::A,цэнгэлтэй,víg
