,Concept_ID,ca,sl
368,Menge::N,quantitat,količína
369,Haufen::N,pila,kùp
370,Haufen::N,pila,kopíca
371,Reihe::N,fila,níz
372,Reihe::N,fila,vŕsta
373,Boot::N,bot,čóln
374,Boot::N,barca,čóln
375,Ruder::N,rem,vêslo
376,Schlitten::N,trineu,saní
377,Ski::N,esquí,smučí
378,Lagerfeuer::N,foc de campament,táborni ôgenj
379,Last::N,càrrega,tôvor
380,Gang::N,marxa,hòd
381,Schritt::N,pas,korák
382,Norden::N,nord,séver
383,Süden::N,sud,júg
384,Westen::N,oest,zapàd
385,Westen::N,occident,zapàd
386,Osten::N,est,vzhòd
387,Osten::N,orient,vzhòd
388,Holz::N,fusta,lés
389,Brett::N,taula,deskà
390,Platte::N,placa,plôča
391,Stütze::N,suport,opóra
392,Stütze::N,suport,zaslómba
393,Stange::N,vara,gréd
394,Stock::N,pal,pálica
395,Stab::N,bastó,pálica
396,Rohr::N,tub,cév
397,Haus::N,casa,híša
398,Heim::N,llar,dóm
399,Ofen::N,estufa,péč
400,Fußboden::N,terra,pòd
401,Tisch::N,taula,míza
402,Stuhl::N,cadira,stòl
403,Wiege::N,bressol,zíbel
404,Bett::N,llit,póstelja
405,Regal::N,prestatgeria,políca
406,Kiste::N,caixa,zabòj
407,Fenster::N,finestra,ôkno
408,Tür::N,porta,vráta
409,Tor::N,portal,velíka vráta
410,Zaun::N,tanca,ográja
411,Dach::N,teulada,stréha
412,Leiter::N,escala,léstev
413,Leiter::N,escala de mà,léstev
414,Besen::N,escombra,mêtla
415,Spaten::N,pala,lopáta
416,Schaufel::N,pala,lopáta
417,Gabel::N,forquilla,vílice
418,Löffel::N,cullera,žlíca
419,Messer::N,coltell,nòž
420,Nagel::N,clau,žebèlj
421,Netz::N,filat,mréža
422,Haken::N,ganxo,kljúka
423,Griff::N,puny,ročáj
424,Griff::N,puny,oprijèm
425,Griff::N,mànec,ročáj
426,Griff::N,mànec,oprijèm
427,Schloss::N,pany,ključávnica
428,Bild::N,imatge,slíka
429,Figur::N,figura,figúra
430,Figur::N,figura,postáva
431,Puppe::N,nina,lútka
432,Beutel::N,bossa,môšnja
433,Bündel::N,feix,cúla
434,Bündel::N,feix,svéženj
435,Bündel::N,paquet,cúla
436,Bündel::N,paquet,svéženj
437,Tasche::N,bossa,tórba
438,Tasche::N,bossa,tobôlec
439,Eimer::N,galleda,vêdro
440,Deckel::N,tapa,pokròv
441,Deckel::N,tapa,poklópec
442,Deckel::N,tapadora,pokròv
443,Deckel::N,tapadora,poklópec
444,Geschirr::N,vaixella,posóda
445,Sack::N,sac,vréča
446,Sack::N,saca,vréča
447,Tasse::N,tassa,skodélica
448,Topf::N,pot,lônec
449,Topf::N,olla,lônec
450,Kessel::N,caldera,kôtel
451,Essen::N,àpat,hrána
452,Essen::N,menjada,hrána
453,Nahrung::N,aliment,živílo
454,Speise::N,plat,jéd
455,Fleisch::N,carn,mesó
456,Getreide::N,cereals,žíto
457,Brei::N,puré,káša
458,Brot::N,pa,krùh
459,Scheibe::N,tall,réženj
460,Scheibe::N,llesca,réženj
461,Fett::N,greix,mást
462,Fett::N,greix,maščôba
463,Butter::N,mantega,máslo
464,Öl::N,oli,ólje
465,Salz::N,sal,sól
466,Suppe::N,sopa,júha
467,Honig::N,mel,méd
468,Milch::N,llet,mléko
469,Tee::N,te,čáj
470,Leder::N,cuir,úsnje
471,Wolle::N,llana,vólna
472,Stoff::N,tela,blagó
473,Nadel::N,agulla,ígla
474,Faden::N,fil,nít
475,Knopf::N,botó,gúmb
476,Knoten::N,nus,vôzel
477,Farbe::N,pintura,bárva
478,Kleidung::N,roba,obléka
479,Kleidung::N,vestits,obléka
480,Hemd::N,camisa,srájca
481,Kragen::N,coll,ovrátnik
482,Ärmel::N,màniga,rokáv
483,Hose::N,pantalōns,hláče
484,Gürtel::N,cinturó,pás
485,Mütze::N,gorra,kápa
486,Mütze::N,gorra,čépica
487,Schuh::N,sabata,čévelj
488,Stiefel::N,bota,škórenj
489,Ring::N,anell,pŕstan
490,Band::N,veta,trák
491,Band::N,cinta,trák
492,Kamm::N,pinta,glavník
493,Spiegel::N,mirāll,zrcálo
494,Spiegel::N,mirāll,ogledálo
495,Riemen::N,corretja,jêrmen
496,Schnur::N,corda,vŕvca
497,Leine::N,corretja,konôpec
498,Decke::N,manta,odéja
499,Decke::N,flassada,odéja
500,Kissen::N,coixí,blazína
501,Tuch::N,mocador,pŕt
502,Tuch::N,mocador,rúta
503,Handtuch::N,tovallola,brisáča
504,Kraft::N,força,síla
505,Stärke::N,vigor,jákost
506,Gesundheit::N,salut,zdrávje
507,Krankheit::N,malaltia,bolézen
508,Schmerz::N,dolor,ból
509,Schmerz::N,dolor,bolečína
510,Wunde::N,ferida,rána
511,Fieber::N,febre,vročína
512,Arznei::N,medicament,lék
513,Arznei::N,medicament,zdravílo
514,Brücke::N,pont,móst
515,Brunnen::N,pou,vodnják
516,Weide::N,pastura,páša
517,Pfad::N,senda,stezà
518,Pfad::N,sender,stezà
519,Weg::N,camí,pót
520,Straße::N,carretera,césta
521,Dorf::N,poble,vás
522,Stadt::N,ciutāt,mésto
523,Brief::N,carta,písmo
524,Buch::N,llibre,knjíga
525,Buchstabe::N,lletra,čŕka
526,Zeitung::N,diāri,čásnik
527,Leben::N,vida,življênje
528,Tod::N,mort,smŕt
529,Grab::N,tomba,gròb
530,Kirche::N,església,cérkev
531,Sünde::N,pecat,gréh
532,Gott::N,déu,bóg
533,Arbeiter::N,obrer,délavec
534,Chef::N,cap,šéf
535,Meister::N,mestre,mójster
536,Arzt::N,metge,zdravník
537,Lehrer::N,mestre,učítelj
538,Geld::N,dinērs,denár
539,Geschäft::N,negoci,kupčíja
540,Laden::N,tenda,trgovína
541,Laden::N,botiga,trgovína
542,Preis::N,preu,céna
543,Ware::N,mercaderia,róba
544,Nutzen::N,profit,príd
545,Reichtum::N,riquesa,bogástvo
546,Welt::N,món,svét
547,Land::N,país,dežêla
548,Staat::N,estat,držáva
549,König::N,rei,králj
550,Macht::N,poder,oblást
551,Macht::N,potència,oblást
552,Grenze::N,frontera,mêja
553,Krieg::N,guerra,vôjna
554,Feind::N,enemic,sovrážnik
555,Gewalt::N,violència,nasílje
556,Kampf::N,lluita,bòj
557,Kampf::N,lluita,bórba
558,Bogen[Waffe]::N,arc,lók
559,Pfeil::N,fletxa,puščíca
560,Gewehr::N,fusell,púška
561,Gewehr::N,escopeta,púška
562,Fehler::N,falta,zmóta
563,Lüge::N,mentida,láž
564,Schaden::N,dany,okvára
565,Unglück::N,desgràcia,nesréča
566,Schuld::N,culpa,krívda
567,Alter::N,edat,dôba
568,Schluss::N,fi,kônec
569,Schluss::N,final,kônec
570,Zeit::N,temps,čàs
571,Tag::N,dia,dán
572,Morgen::N,matí,jútro
573,Mittag::N,migdia,póldan
574,Abend::N,vespre,večér
575,Nacht::N,nit,nóč
576,Woche::N,setmana,téden
577,Monat::N,mes,mésec
578,Jahr::N,any,léto
579,Frühling::N,primavera,pomlád
580,Sommer::N,estīu,polétje
581,Herbst::N,tardor,jesén
582,Winter::N,hivērn,zíma
583,Januar::N,gener,jánuar
584,Februar::N,febrer,fébruar
585,März::N,març,márec
586,April::N,abril,apríl
587,Mai::N,maig,máj
588,Juni::N,juny,júnij
589,Juli::N,juliol,júlij
590,August::N,agost,avgúst
591,September::N,setembre,septêmber
592,Oktober::N,octubre,október
593,November::N,novembre,novêmber
594,Dezember::N,desembre,decémber
595,Montag::N,dilluns,ponedéljek
596,Dienstag::N,dimarts,tôrek
597,Mittwoch::N,dimecres,sréda
598,Donnerstag::N,dijous,četŕtek
599,Freitag::N,divendres,pétek
600,Samstag::N,dissabte,sobóta
601,Sonntag::N,diumenge,nedélja
602,groß::A,gros,vêlik
603,klein::A,petīt,májhen
604,lang::A,llarg,dólg
605,kurz::A,curt,krátek
606,breit::A,ample,širòk
607,schmal::A,estret,ózek
608,dicht::A,dens,góst
609,dick[Gegenstand]::A,gruixūt,dêbel
610,dünn::A,prim,tánek
611,fein::A,fi,drôben
612,fest::A,ferm,tŕden
613,fest::A,sòlid,tŕden
614,flach::A,pla,plán
615,flach::A,pla,plòsk
616,glatt::A,llis,gládek
617,hart::A,dur,tŕd
618,weich::A,tou,mehák
619,rund::A,rodó,okrógel
620,spitz::A,punxegut,šílast
621,scharf::A,agut,óster
622,stumpf::A,rom,tóp
623,stumpf::A,rom,skŕhan
624,stumpf::A,esmussat,tóp
625,stumpf::A,esmussat,skŕhan
626,schwer::A,pesāt,têžek
627,schön::A,bonīc,lép
628,schön::A,bonīc,krásen
629,heiß::A,calēnt,vròč
630,warm::A,càlid,tôpel
631,kalt::A,fred,mŕzel
632,kalt::A,fred,hláden
633,kühl::A,fresc,hláden
634,frisch::A,fresc,svéž
635,feucht::A,humit,vlážen
636,nass::A,mullat,móker
637,trocken::A,sec,súh
638,voll::A,ple,póln
639,leer::A,buit,prázen
640,offen::A,obert,odpŕt
641,geschlossen::A,tancat,zapŕt
642,sauber::A,net,číst
643,sauber::A,net,líčen
644,schmutzig::A,brut,umázan
645,roh::A,cru,suròv
646,reif::A,madur,zrèl
647,lecker::A,deliciós,okúsen
648,süß::A,dolç,sládek
649,bitter::A,amarg,grenák
650,sauer::A,agre,kísel
651,hell::A,clar,svetèl
652,dunkel::A,fosc,temèn
653,schwarz::A,negre,čŕn
654,weiß::A,blanc,bél
655,rot::A,vermēll,rdèč
656,gelb::A,groc,žólt
657,gelb::A,groc,rumèn
658,blau::A,blau,móder
659,grün::A,verd,zelèn
660,grau::A,gris,sív
661,bunt::A,multicolor,písan
662,billig::A,barat,pocéni
663,teuer::A,car,drág
664,wertvoll::A,preciós,dragocén
665,blind::A,cec,slép
666,taub::A,sord,glúh
667,kräftig::A,fort,močán
668,kräftig::A,vigorós,močán
669,stark::A,fort,ják
670,schwach::A,feble,šíbek
671,fett::A,gras,dêbel
672,schlank::A,esvelt,vítek
673,hübsch::A,maco,lép
674,böse::A,dolent,zèl
675,böse::A,dolent,hudôben
676,dumm::A,ximple,glúp
677,dumm::A,ximple,bédast
678,dumm::A,estúpid,glúp
679,dumm::A,estúpid,bédast
680,faul::A,gandūl,lén
681,faul::A,mandrós,lén
682,fleißig::A,diligēnt,marljív
683,geizig::A,avar,škŕt
684,klug::A,intel·ligent,pámeten
685,geschickt::A,hàbil,spréten
686,lieb::A,amat,míl
687,lieb::A,amat,ljúb
688,lieb::A,estimat,míl
689,lieb::A,estimat,ljúb
690,lustig::A,alegre,vesél
691,sanft::A,suau,láhek
692,hungrig::A,afamat,láčen
693,krank::A,malālt,bolán
694,nackt::A,nu,nág
695,traurig::A,trist,túžen
696,lebendig::A,viu,žív
697,gut::A,bo,dóber
698,schlecht::A,dolēnt,malopríden
699,richtig::A,just,pravílen
700,richtig::A,correcte,pravílen
701,schlimm::A,greu,húd
702,wahr::A,vertader,resníčen
703,wahr::A,veritable,resníčen
704,alt::A,vell,stàr
705,neu::A,nou,nòv
706,ehemalig::A,antic,nekdánji
707,alt[Lebewesen]::A,vell,stàr
708,jung::A,jove,mlád
709,arm::A,pobre,ubóg
710,arm::A,pobre,réven
711,reich::A,ric,bogàt
712,bekannt::A,conegut,znán
713,berühmt::A,famós,sláven
714,berühmt::A,famós,znamenít
715,fremd::A,estrany,túj
716,verschieden::A,diferent,razlíčen
717,nah::A,pròxim,blížnji
718,fern::A,llunyà,dáleč
719,fern::A,distant,dáleč
720,linker::A,esquerre,lévi
721,rechter::A,dret,désni
722,anderer::A,altre,drúgi
723,erster::A,primer,pŕvi
724,zweiter::A,segon,drúgi
725,dritter::A,tercer,trétji
726,letzter::A,últim,poslédnji
727,allein::ADV,sol,sám
728,auf einmal::ADV,d'una vegada,obênem
729,zusammen::ADV,junt,skúpaj
730,lange::ADV,molt de temps,dólgo
731,plötzlich::ADV,de cop,náglo
732,plötzlich::ADV,de cop,nenádoma
733,plötzlich::ADV,de sobte,náglo
734,plötzlich::ADV,de sobte,nenádoma
735,sofort::ADV,de seguida,prècej
736,später::ADV,més tard,poznêje
737,jetzt::ADV,ara,zdàj
738,heute::ADV,avūi,dánes
739,morgen::ADV,demà,jútri
740,bald::ADV,aviāt,kmálu
741,dann::ADV,després,nató
742,gestern::ADV,ahir,včéraj
743,einst::ADV,anteriorment,nékdaj
744,damals::ADV,llavōrs,tedàj
745,damals::ADV,llavōrs,takràt
746,damals::ADV,aleshores,tedàj
747,damals::ADV,aleshores,takràt
748,danach::ADV,després,potèm
749,vorher::ADV,abāns,poprèj
750,zuerst::ADV,primer,spŕva
751,einmal::ADV,una vegada,ênkrat
752,manchmal::ADV,de vegades,včásih
753,oft::ADV,sovint,pogósto
754,immer::ADV,sempre,védno
755,immer::ADV,sempre,zméraj
756,niemals::ADV,no ... mai,nikdàr
757,hier::ADV,aquí,tù
758,hier::ADV,aquí,túkaj
759,hierhin::ADV,per aquí,sèmkaj
760,von hier::ADV,des d'aquí,od tú
761,dort::ADV,allí,tàm
762,dorthin::ADV,hi,tjà
763,geradeaus::ADV,tot dret,rávno napréj
764,vorwärts::ADV,endavānt,napréj
765,rückwärts::ADV,endarrera,zádaj
766,zurück::ADV,darrere,nazáj
767,unten::ADV,a baix,dôli
768,unten::ADV,a baix,spôdaj
769,hinab::ADV,cap avall,dôl
770,oben::ADV,dalt,gôri
771,oben::ADV,dalt,zgôraj
772,hinauf::ADV,cap amunt,gôr
773,überall::ADV,pertot,povsód
774,überall::ADV,per tot arreu,povsód
775,nicht::ADV,no,ne
776,ein wenig::ADV,una mica,málo
777,kaum::ADV,a penes,kómaj
778,sehr::ADV,molt,zeló
779,so::ADV,així,takó
780,noch::ADV,encara,še
781,nur::ADV,només,samó
782,schon::ADV,ja,žè
783,wieder::ADV,de nou,spét
784,vergebens::ADV,en va,zamàn
785,vergebens::ADV,en va,zastónj
786,vor::PRP,davānt,pred
787,vor::PRP,enfront de,pred
788,hinter::PRP,darrera,za
789,unter::PRP,sota,pod
790,durch::PRP,per,skózi
791,neben::PRP,al costāt de,kràj
792,neben::PRP,al costāt de,póleg
793,zwischen::PRP,entre,med
794,zwischen::PRP,entre,izmed
795,wegen::PRP,a causa de,zarádi
796,dies::PRN,aquest,tó
797,das::PRN,això,tó
798,alles::PRN,tot,vsè
799,ich::PRN,jo,jàz
800,du::PRN,tu,tí
801,er::PRN,ell,òn
802,wir::PRN,nosaltres,mí
803,ihr::PRN,vosaltres,ví
804,sie::PRN,ells,ôni
805,sie::PRN,elles,ôni
806,was::FPRN,què,káj
807,wer::FPRN,qui,kdó
808,wo::FADV,on,kjé
809,wohin::FADV,cap a on,kám
810,wie::FADV,com,kakó
811,warum::FADV,per què,zakáj
812,wieviel::FNUM,quant,kóliko
813,eins::NUM,u,êden
814,zwei::NUM,dos,dvá
815,drei::NUM,tres,trí
816,vier::NUM,quatre,štíri
817,fünf::NUM,cinc,pét
818,sechs::NUM,sis,šést
819,sieben::NUM,set,sédem
820,acht::NUM,vuit,ósem
821,neun::NUM,nou,devét
822,zehn::NUM,deu,desét
823,elf::NUM,onze,enájst
824,zwölf::NUM,dotze,dvánajst
825,zwanzig::NUM,vint,dvájset
826,dreißig::NUM,trenta,trídeset
827,vierzig::NUM,quaranta,štírideset
828,fünfzig::NUM,cinquanta,pétdeset
829,sechzig::NUM,seixanta,šéstdeset
830,siebzig::NUM,setanta,sédemdeset
831,achtzig::NUM,vuitanta,ósemdeset
832,neunzig::NUM,noranta,devétdeset
833,hundert::NUM,cent,stó
834,tausend::NUM,mil,tísoč
835,und::CNJ,i,in
836,oder::CNJ,o,áli
