,Concept_ID,mrj,sl
359,Süden::N,кечӹвӓлвел,júg
360,Westen::N,кечӹ шӹцмӹ,zapàd
361,Osten::N,ирвел,vzhòd
362,Osten::N,кечӹ лӱлтмӹ,vzhòd
363,Holz::N,пушӓнгӹ,lés
364,Brett::N,ханга,deskà
365,Platte::N,плитӓ,plôča
366,Stütze::N,цӓрӓк,opóra
367,Stütze::N,цӓрӓк,zaslómba
368,Stange::N,равы,gréd
369,Stange::N,намаш,gréd
370,Stock::N,панды,pálica
371,Stab::N,равы,pálica
372,Rohr::N,пыч,cév
373,Haus::N,пöрт,híša
374,Heim::N,пöрт,dóm
375,Ofen::N,камака,péč
376,Fußboden::N,седӹрӓ,pòd
377,Tisch::N,стöл,míza
378,Stuhl::N,пöкен,stòl
379,Wiege::N,шипкӓ,zíbel
380,Bett::N,койка,póstelja
381,Bett::N,кравать,póstelja
382,Regal::N,полицӓ,políca
383,Kiste::N,шӱ́ндӹк,zabòj
384,Fenster::N,окня,ôkno
385,Tür::N,амаса,vráta
386,Tor::N,хапка,velíka vráta
387,Zaun::N,забор,ográja
388,Dach::N,левӓш,stréha
389,Leiter::N,ташкалтыш,léstev
390,Besen::N,сало,mêtla
391,Besen::N,салко,mêtla
392,Spaten::N,кольмы,lopáta
393,Schaufel::N,лоток,lopáta
394,Gabel::N,ви́лка,vílice
395,Löffel::N,савала,žlíca
396,Messer::N,кӹзӹ,nòž
397,Nagel::N,пыда,žebèlj
398,Netz::N,вӓпш,mréža
399,Haken::N,крӱк,kljúka
400,Haken::N,кагак,kljúka
401,Griff::N,кычем,ročáj
402,Griff::N,кычем,oprijèm
403,Schloss::N,замок,ključávnica
404,Schloss::N,сыравач,ključávnica
405,Bild::N,картин,slíka
406,Figur::N,кӓн,figúra
407,Figur::N,кӓн,postáva
408,Puppe::N,поханя,lútka
409,Beutel::N,мешӓк,môšnja
410,Bündel::N,топ,cúla
411,Bündel::N,топ,svéženj
412,Bündel::N,пидӹш,cúla
413,Bündel::N,пидӹш,svéženj
414,Bündel::N,кӹлдӹш,cúla
415,Bündel::N,кӹлдӹш,svéženj
416,Tasche::N,сумкы,tórba
417,Tasche::N,сумкы,tobôlec
418,Eimer::N,ведӹрӓ,vêdro
419,Deckel::N,комдыш,pokròv
420,Deckel::N,комдыш,poklópec
421,Geschirr::N,ӓтӹ,posóda
422,Sack::N,мешӓк,vréča
423,Tasse::N,цӓшкӓ,skodélica
424,Topf::N,ми́ска,lônec
425,Kessel::N,пад,kôtel
426,Essen::N,качкыш,hrána
427,Essen::N,качкыш-йӱш,hrána
428,Nahrung::N,качкыш,živílo
429,Nahrung::N,качкыш-йӱш,živílo
430,Speise::N,няня,jéd
431,Fleisch::N,пай,mesó
432,Getreide::N,киндӹ,žíto
433,Brei::N,шӹрӓш,káša
434,Brot::N,сыкыр,krùh
435,Scheibe::N,ламыт,réženj
436,Scheibe::N,лаштык,réženj
437,Fett::N,кая,mást
438,Fett::N,кая,maščôba
439,Butter::N,ӱ,máslo
440,Öl::N,ӱ,ólje
441,Salz::N,санзал,sól
442,Suppe::N,лем,júha
443,Honig::N,мӱ,méd
444,Milch::N,шӹшер,mléko
445,Tee::N,чӓй,čáj
446,Leder::N,шарга,úsnje
447,Leder::N,кавашты,úsnje
448,Wolle::N,миж,vólna
449,Stoff::N,матер,blagó
450,Stoff::N,матери,blagó
451,Nadel::N,им,ígla
452,Faden::N,шӹртӹ,nít
453,Knopf::N,полдыш,gúmb
454,Knoten::N,пӱкшем,vôzel
455,Farbe::N,чиӓ,bárva
456,Farbe::N,крӓскӓ,bárva
457,Kleidung::N,выргем,obléka
458,Hemd::N,тыгыр,srájca
459,Kragen::N,шӱ,ovrátnik
460,Ärmel::N,шокш,rokáv
461,Hose::N,ялаш,hláče
462,Gürtel::N,ӹштӹ,pás
463,Mütze::N,упш,kápa
464,Mütze::N,упш,čépica
465,Schuh::N,ту́фльы,čévelj
466,Stiefel::N,кем,škórenj
467,Ring::N,шӓргӓш,pŕstan
468,Band::N,лемтӓ,trák
469,Kamm::N,шерге,glavník
470,Spiegel::N,тӹгӹр,zrcálo
471,Spiegel::N,тӹгӹр,ogledálo
472,Riemen::N,прӓжӓ,jêrmen
473,Schnur::N,кӓндӹра,vŕvca
474,Leine::N,керем,konôpec
475,Decke::N,одеял,odéja
476,Kissen::N,кӹпцӹк,blazína
477,Tuch::N,савыц,pŕt
478,Tuch::N,савыц,rúta
479,Handtuch::N,шӹргӹсавыц,brisáča
480,Handtuch::N,шӹргӹмсавыц,brisáča
481,Kraft::N,ви,síla
482,Stärke::N,ви,jákost
483,Gesundheit::N,шу,zdrávje
484,Gesundheit::N,шулык,zdrávje
485,Krankheit::N,мыж,bolézen
486,Schmerz::N,карштыш,ból
487,Schmerz::N,карштыш,bolečína
488,Wunde::N,шушыр,rána
489,Fieber::N,ӱштӹмыж,vročína
490,Arznei::N,лекӓрцӹ,lék
491,Arznei::N,лекӓрцӹ,zdravílo
492,Brücke::N,кӹвер,móst
493,Brunnen::N,вӹдсӹнзӓ,vodnják
494,Weide::N,ныр,páša
495,Pfad::N,ялгорны,stezà
496,Weg::N,корны,pót
497,Straße::N,корны,césta
498,Dorf::N,сола,vás
499,Stadt::N,города,mésto
500,Brief::N,сирмӓш,písmo
501,Buch::N,книгӓ,knjíga
502,Buchstabe::N,буква́,čŕka
503,Zeitung::N,газет,čásnik
504,Zeitung::N,кайзет,čásnik
505,Leben::N,житя,življênje
506,Tod::N,смöрт,smŕt
507,Grab::N,шӹгер,gròb
508,Grab::N,мыгилӓ,gròb
509,Grab::N,шӹгерлӓ,gròb
510,Kirche::N,церкӹ,cérkev
511,Sünde::N,сулык,gréh
512,Gott::N,йымы,bóg
513,Arbeiter::N,пӓшӓзӹ,délavec
514,Chef::N,вуй,šéf
515,Meister::N,мастар,mójster
516,Arzt::N,доктор,zdravník
517,Lehrer::N,тымдышы,učítelj
518,Geld::N,окса,denár
519,Geschäft::N,торге́йӹмӓш,kupčíja
520,Laden::N,лапка,trgovína
521,Laden::N,магазин,trgovína
522,Preis::N,ӓк,céna
523,Ware::N,товар,róba
524,Nutzen::N,пайда,príd
525,Reichtum::N,перке,bogástvo
526,Welt::N,сӓндӓлӹк,svét
527,Welt::N,свет,svét
528,Land::N,сӓндӓлӹк,dežêla
529,Staat::N,кугижӓншӹ,držáva
530,König::N,король,králj
531,Macht::N,власть,oblást
532,Grenze::N,пӹсмӓн,mêja
533,Krieg::N,вырсы,vôjna
534,Feind::N,тышман,sovrážnik
535,Gewalt::N,ви,nasílje
536,Kampf::N,кредӓлмӓш,bòj
537,Kampf::N,кредӓлмӓш,bórba
538,Bogen[Waffe]::N,янгеж,lók
539,Pfeil::N,пикш,puščíca
540,Gewehr::N,пичӓл,púška
541,Fehler::N,самынь,zmóta
542,Lüge::N,шая,láž
543,Schaden::N,вре́дӓ,okvára
544,Unglück::N,пёда,nesréča
545,Unglück::N,тымаша,nesréča
546,Schuld::N,вуйнамат,krívda
547,Alter::N,иӓш,dôba
548,Alter::N,игечӹ,dôba
549,Schluss::N,пӹтӓртӹш,kônec
550,Zeit::N,веремӓ,čàs
551,Tag::N,кечӹ,dán
552,Morgen::N,ир,jútro
553,Morgen::N,ирок,jútro
554,Mittag::N,кечӹвӓл,póldan
555,Abend::N,вады,večér
556,Nacht::N,йыд,nóč
557,Woche::N,ӓрня,téden
558,Monat::N,тӹ́лзӹ,mésec
559,Jahr::N,год,léto
560,Frühling::N,шошым,pomlád
561,Sommer::N,кӓнгӹж,polétje
562,Herbst::N,шӹжӹ,jesén
563,Winter::N,тел,zíma
564,Winter::N,телӹ,zíma
565,Januar::N,январ,jánuar
566,Januar::N,январь,jánuar
567,Februar::N,февраль,fébruar
568,März::N,март,márec
569,April::N,апрель,apríl
570,Mai::N,май,máj
571,Juni::N,июнь,júnij
572,Juli::N,июль,júlij
573,August::N,август,avgúst
574,September::N,сентябрь,septêmber
575,Oktober::N,октябрь,október
576,November::N,ноябрь,novêmber
577,Dezember::N,декавыр,decémber
578,Montag::N,шачмы,ponedéljek
579,Dienstag::N,кышкыжмы,tôrek
580,Mittwoch::N,вӹрчегӹ,sréda
581,Donnerstag::N,изӓрня,četŕtek
582,Freitag::N,когарня,pétek
583,Samstag::N,кукшыгечӹ,sobóta
584,Sonntag::N,рушӓрня,nedélja
585,groß::A,кого,vêlik
586,klein::A,изи,májhen
587,lang::A,кужы,dólg
588,kurz::A,кӹтӹк,krátek
589,breit::A,кымда,širòk
590,schmal::A,ӓнгӹсӹр,ózek
591,dicht::A,шӹре,góst
592,dick[Gegenstand]::A,кӹжгӹ,dêbel
593,dünn::A,вӹцкӹж,tánek
594,fein::A,пыльга,drôben
595,fest::A,цаткыды,tŕden
596,flach::A,тӓлякӓ,plán
597,flach::A,тӓлякӓ,plòsk
598,glatt::A,ягылгы,gládek
599,hart::A,пингӹдӹ,tŕd
600,weich::A,пышкыды,mehák
601,rund::A,тӹртӹш,okrógel
602,spitz::A,кашар,šílast
603,scharf::A,кашар,óster
604,stumpf::A,нӹшкӹ,tóp
605,stumpf::A,нӹшкӹ,skŕhan
606,schwer::A,нелӹ,têžek
607,schön::A,цевер,lép
608,schön::A,цевер,krásen
609,schön::A,олмыдшы,lép
610,schön::A,олмыдшы,krásen
611,heiß::A,шокшы,vròč
612,warm::A,шокшы,tôpel
613,kalt::A,ӱштӹ,mŕzel
614,kalt::A,ӱштӹ,hláden
615,kühl::A,юалгы,hláden
616,kühl::A,йонгата,hláden
617,frisch::A,йонгата,svéž
618,feucht::A,ӹлӹкшӹ,vlážen
619,feucht::A,вӹдӹжгӹ,vlážen
620,nass::A,начкы,móker
621,trocken::A,кукшы,súh
622,voll::A,темшӹ,póln
623,voll::A,темыман,póln
624,leer::A,йӓрӓ,prázen
625,offen::A,виш,odpŕt
626,geschlossen::A,чӱчмӹ,zapŕt
627,geschlossen::A,тӹкӹлӓлтшӹ,zapŕt
628,sauber::A,ире,číst
629,sauber::A,ире,líčen
630,schmutzig::A,шоран,umázan
631,schmutzig::A,лявӹрӓн,umázan
632,schmutzig::A,шорангшы,umázan
633,roh::A,пеле кӱшӹ,suròv
634,reif::A,кӱшӹ,zrèl
635,lecker::A,тотан,okúsen
636,süß::A,мӱӓн,sládek
637,bitter::A,качы,grenák
638,sauer::A,шапы,kísel
639,hell::A,соты,svetèl
640,hell::A,валгыды,svetèl
641,dunkel::A,пӹц,temèn
642,dunkel::A,пӹцкемӹш,temèn
643,schwarz::A,шим,čŕn
644,weiß::A,ош,bél
645,weiß::A,ошы,bél
646,rot::A,якшаргы,rdèč
647,gelb::A,сар,žólt
648,gelb::A,сар,rumèn
649,gelb::A,сары,žólt
650,gelb::A,сары,rumèn
651,blau::A,симсӹ,móder
652,grün::A,ыжар,zelèn
653,grau::A,луды,sív
654,bunt::A,ала,písan
655,billig::A,шулдаш,pocéni
656,teuer::A,шергӹ,drág
657,teuer::A,шергӓкӓн,drág
658,wertvoll::A,ӓкӓн,dragocén
659,blind::A,слöпöй,slép
660,blind::A,сльöпöй,slép
661,taub::A,тӱтӱк,glúh
662,kräftig::A,виӓн,močán
663,stark::A,виӓн,ják
664,schwach::A,шава,šíbek
665,schwach::A,лӹпкӓ,šíbek
666,schwach::A,слабка,šíbek
667,fett::A,таза,dêbel
668,schlank::A,яштака,vítek
669,hübsch::A,сӹлнӹ,lép
670,hübsch::A,олмыдшы,lép
671,böse::A,шӹдӓн,zèl
672,böse::A,шӹдӓн,hudôben
673,dumm::A,окмак,glúp
674,dumm::A,окмак,bédast
675,faul::A,ялахай,lén
676,fleißig::A,пӓшам яратышы,marljív
677,geizig::A,шык,škŕt
678,klug::A,ышан,pámeten
679,geschickt::A,мастар,spréten
680,lieb::A,тыри,míl
681,lieb::A,тыри,ljúb
682,lustig::A,мындыр,vesél
683,lustig::A,сусу,vesél
684,sanft::A,йӹвӹжӓ,láhek
685,hungrig::A,шужышы,láčen
686,krank::A,церлӹ,bolán
687,krank::A,хворой,bolán
688,nackt::A,цӓрӓ,nág
689,traurig::A,сы́лыкан,túžen
690,traurig::A,кымы́лдымы,túžen
691,lebendig::A,живой,žív
692,gut::A,яжо,dóber
693,schlecht::A,уда,malopríden
694,schlecht::A,худа,malopríden
695,richtig::A,вургамла,pravílen
696,schlimm::A,йӹрнык,húd
697,wahr::A,настоящий,resníčen
698,wahr::A,настояшый,resníčen
699,alt::A,шонгы,stàr
700,neu::A,у,nòv
701,ehemalig::A,тошты,nekdánji
702,alt[Lebewesen]::A,ӹлалшӹ,stàr
703,jung::A,нöргӹ,mlád
704,jung::A,молода,mlád
705,arm::A,укеӓн,ubóg
706,arm::A,укеӓн,réven
707,reich::A,паян,bogàt
708,reich::A,пурлыкан,bogàt
709,bekannt::A,палӹмӹ,znán
710,berühmt::A,лӹмлы,sláven
711,berühmt::A,лӹмлы,znamenít
712,fremd::A,эдемӹн,túj
713,verschieden::A,тӹрлӹ,razlíčen
714,nah::A,лишӹл,blížnji
715,fern::A,мӹндӹр,dáleč
716,linker::A,шалахай,lévi
717,rechter::A,вургамла,désni
718,anderer::A,вес,drúgi
719,anderer::A,весӹ,drúgi
720,erster::A,икшӹ,pŕvi
721,erster::A,икӹмшӹ,pŕvi
722,zweiter::A,кокшы,drúgi
723,dritter::A,кымшы,trétji
724,letzter::A,остатка,poslédnji
725,allein::ADV,иктӹ,sám
726,allein::ADV,иктӹт,sám
727,auf einmal::ADV,тöрöк,obênem
728,zusammen::ADV,икараш,skúpaj
729,zusammen::ADV,цымырын,skúpaj
730,lange::ADV,кужын,dólgo
731,plötzlich::ADV,трӱк,náglo
732,plötzlich::ADV,трӱк,nenádoma
733,sofort::ADV,полт,prècej
734,sofort::ADV,тöрöк,prècej
735,sofort::ADV,тӹшӓкок,prècej
736,später::ADV,вара,poznêje
737,heute::ADV,тагачы,dánes
738,morgen::ADV,иргод,jútri
739,morgen::ADV,иргодым,jútri
740,bald::ADV,чӹнь,kmálu
741,bald::ADV,вӓшке,kmálu
742,bald::ADV,выртышты,kmálu
743,dann::ADV,пакыла,nató
744,gestern::ADV,тенгечӹ,včéraj
745,einst::ADV,икӓнӓ,nékdaj
746,damals::ADV,тӹнӓм,tedàj
747,damals::ADV,тӹнӓм,takràt
748,danach::ADV,пакыла,potèm
749,vorher::ADV,перви,poprèj
750,zuerst::ADV,андак,spŕva
