,Concept_ID,xal,tt
786,hinter::PRP,ца,арттан
787,unter::PRP,дор,астында
788,durch::PRP,ивт,аша
789,durch::PRP,дундаһур,аша
790,neben::PRP,хаҗуд,тирәсендә
791,zwischen::PRP,хоорнд,арасында
792,wegen::PRP,көлтә,сәбәпле
793,wegen::PRP,деерәс,сәбәпле
794,dies::PRN,эн,бу
795,das::PRN,тер,ул
796,alles::PRN,цуһар,һәммә
797,ich::PRN,би,мин
798,du::PRN,чи,син
799,er::PRN,тер,ул
800,wir::PRN,мадн,без
801,ihr::PRN,та,сез
802,sie::PRN,тедн,ул
803,was::FPRN,юн,ни
804,was::FPRN,юн,нәрсә
805,wer::FPRN,кен,кем
806,wo::FADV,хама,кайда
807,wohin::FADV,хамаран,кая
808,wie::FADV,яһҗ,ничек
809,wie::FADV,яһад,ничек
810,warum::FADV,юңгад,нигә
811,wieviel::FNUM,кедү,ничә
812,eins::NUM,негн,бер
813,zwei::NUM,хойр,ике
814,drei::NUM,һурвн,өч
815,vier::NUM,дөрвн,дүрт
816,fünf::NUM,тавн,биш
817,sechs::NUM,зурһан,алты
818,sieben::NUM,долан,җиде
819,acht::NUM,нәәмн,сигез
820,neun::NUM,йисн,тугыз
821,zehn::NUM,арвн,ун
822,elf::NUM,арвн негн,унбер
823,zwölf::NUM,арвн хойр,унике
824,zwanzig::NUM,хөрн,егерме
825,dreißig::NUM,һучн,утыз
826,vierzig::NUM,дөчн,кырык
827,fünfzig::NUM,тәвн,илле
828,sechzig::NUM,җирн,алтмыш
829,siebzig::NUM,далн,җитмеш
830,achtzig::NUM,найн,сиксән
831,neunzig::NUM,йирн,туксан
832,hundert::NUM,зун,йөз
833,tausend::NUM,миңһн,мең
834,und::CNJ,болн,вә
835,oder::CNJ,эс гиҗ,яки
836,oder::CNJ,эс гиҗ,яисә
837,oder::CNJ,эс гихлә,яки
838,oder::CNJ,эс гихлә,яисә
839,stehen::V,зогсх,тору
840,sitzen::V,суух,утыру
841,liegen::V,кевтх,яту
842,hängen::V,өлгәтә бәәх,эленү
843,werden::V,болх,булу
844,passieren::V,болх,булу
845,beginnen::V,эклх,башлану
846,enden::V,төгсх,бетү
847,wechseln::V,хүврх,үзгәртү
848,aufgehen[Sonne]::V,һарх,чыгу
849,untergehen[Sonne]::V,орх,бату
850,untergehen[Sonne]::V,сүүрлх,бату
851,scheinen[Sonne]::V,герлтх,яктырту
852,donnern::V,күрҗңнх,күкрәү
853,wehen::V,сальклх,исү
854,strömen::V,һооҗх,агу
855,fließen::V,урсх,агу
856,sich drehen::V,эргх,бөтерелү
857,schwanken::V,дәәвлх,икеләнү
858,schwingen::V,нәәхлх,тирбәлү
859,fallen::V,унх,егылу
860,fallen::V,киисх,егылу
861,brennen::V,шатх,яну
862,rauchen::V,ута һарһх,төтәү
863,rauchen::V,ута һарһх,төтенләү
864,regnen::V,орх,яву
865,gefrieren::V,мөстх,кату
866,tauen::V,хәәлх,эрү
867,tauen::V,хәәлх,эретү
868,schmelzen::V,хәәлх,эрү
869,schmelzen::V,хәәлх,эретү
870,schmelzen::V,хәәлгдх,эрү
871,schmelzen::V,хәәлгдх,эретү
872,trocknen::V,эврх,кибү
873,sieden::V,буслх,ургылу
874,faulen::V,үмкәрх,черү
875,verfaulen::V,илҗрх,черү
876,reißen::V,тасрх,өзелү
877,versinken::V,чивх,бату
878,vergehen::V,болх,авышу
879,erscheinen::V,һарх,пәйда булу
880,verschwinden::V,уга болх,югалу
881,verschwinden::V,уга болх,юк булу
882,sinken::V,татгдх,кимү
883,sinken::V,татгдх,кайту
884,abnehmen::V,хасгдх,азаю
885,zunehmen::V,өсх,арту
886,zunehmen::V,өсх,күбәю
887,zunehmen::V,өсх,ишәю
888,steigen::V,немх,үсү
889,wachsen::V,өсх,үсү
890,wachsen::V,урһх,үсү
891,glänzen::V,гилвкх,ялкылдау
892,funkeln::V,цәклх,ялтырау
893,lärmen::V,шууглдх,шаулау
894,läuten::V,хоңх,шалтырату
895,klingeln::V,җиңнулх,шалтырату
896,klirren::V,җиңнх,чылтырау
897,brausen::V,догшрхх,давыллау
898,brausen::V,догшрхх,дулау
899,rauschen::V,сарҗңнх,кыштырдау
900,klingen::V,ә һарх,ишетелү
901,bellen::V,хуцх,өрү
902,heulen::V,уульх,улау
903,blasen::V,үләх,өрү
904,pfeifen::V,ишкрх,сызгырту
905,schreien::V,хәәкрх,кычкыру
906,stöhnen::V,түңшх,ыңгырашу
907,zittern::V,дагҗннх,калтырау
908,zittern::V,дагҗннх,калтырану
909,leben::V,бәәх,яшәү
910,leben::V,бәәх,гомер итү
911,geboren werden::V,төрх,туу
912,atmen::V,әмсхлх,сулау
913,trinken::V,уух,эчү
914,essen::V,идх,ашау
915,schlucken::V,зальгх,йоту
916,müde werden::V,көшх,ялыгу
917,müde werden::V,көшх,йөгенү
918,einschlafen::V,унтх,йокыга китү
919,schlafen::V,нөөрсх,йоклау
920,aufwachen::V,серх,уяну
921,aufstehen::V,босх,тору
922,sich erholen::V,амрх,ял алу
923,sich erholen::V,амрх,истирахәт итү
924,krank werden::V,гемтх,чирләү
925,krank sein::V,шалтглх,чирләү
926,schmerzen::V,өвдх,авырту
927,husten::V,ханях,ютәлләү
928,genesen::V,эдгх,савыгу
929,genesen::V,эдгх,сәламәтләнү
930,sterben::V,үкх,үлү
931,sterben::V,үкх,дөнья кую
932,sterben::V,үкх,вафат булу
933,sterben::V,өңгрх,үлү
934,sterben::V,өңгрх,дөнья кую
935,sterben::V,өңгрх,вафат булу
936,umkommen::V,үкх,үлү
937,sich bewegen::V,көдлх,йөрү
938,sich bewegen::V,көндрх,йөрү
939,sich rühren::V,көндрх,кыймылдау
940,sich erheben::V,босх,басу
941,sich setzen::V,суух,утыру
942,hinfallen::V,унх,егылу
943,hinfallen::V,киисх,егылу
944,laufen::V,йовх,җәяүләү
945,schreiten::V,алхх,атлау
946,spazierengehen::V,сергҗ йовх,йөрү
947,spazierengehen::V,сергҗ йовх,йөргенү
948,eilen::V,шулудх,ашыгу
949,sich beeilen::V,адһх,ашыгу
950,sich beeilen::V,адһх,кызулау
951,sich beeilen::V,шамдх,ашыгу
952,sich beeilen::V,шамдх,кызулау
953,sausen::V,хурдлх,җилдерү
954,sausen::V,йир_хурдар_гүүх,җилдерү
955,sausen::V,йир_хурдар_йовх,җилдерү
956,rennen::V,гүүх,йөгерү
957,springen::V,һәрәдх,сикерү
958,klettern::V,давшх,үрмәләү
959,schaukeln::V,дүүдңндх,атыну
960,kriechen::V,мөлкх,шуышу
961,kriechen::V,мөлкх,үрмәләү
962,schwimmen::V,усчх,йөзү
963,tauchen::V,булхх,чуму
964,rudern::V,хәәвдх,ишү
965,fahren::V,йовх,бару
966,fliegen::V,нисх,очу
967,gehen::V,йовх,йөрү
968,weggehen::V,йовх,китү
969,weggehen::V,одх,китү
970,weggehen::V,һарх,китү
971,weggehen::V,мөрлх,китү
972,abfahren::V,мордх,кузгалу
973,anhalten::V,зогсх,тукталу
974,hineingehen::V,орх,инү
975,eintreten::V,орх,инү
976,kommen::V,ирх,килү
977,ankommen::V,ирх,бару
978,zurückkommen::V,орх,кире кайту
979,bleiben::V,бәәх,калу
980,warten::V,күләх,көтү
981,erwarten::V,күләх,көтү
982,suchen::V,хәәх,эзләү
983,finden::V,олх,табу
984,versuchen::V,седх,маташу
985,vorbereiten::V,белдх,хәзерләү
986,lieben::V,дурлх,сөю
987,lieben::V,дурлх,ярату
988,mögen::V,таассгдх,өнәү
989,lachen::V,инәх,көлү
990,rühren::V,уйрах,дулкынландыру
991,weinen::V,уульх,елау
992,schimpfen::V,харах,сүгү
993,schimpfen::V,харах,сүгенү
994,sich ärgern::V,уурлх,ачулану
995,sich fürchten::V,әәх,курку
996,fürchten::V,әәх,калтырау
997,fürchten::V,әәх,калтырану
998,fürchten::V,сүрдх,калтырау
999,fürchten::V,сүрдх,калтырану
1000,fliehen::V,зулх,арка бирү
1001,flüchten::V,орһх,качу
1002,flüchten::V,зулх,качу
1003,sehen::V,үзх,күрү
1004,anschauen::V,харх,карау
1005,ansehen::V,хәләх,карау
1006,ansehen::V,хәләх,күзәтү
1007,ansehen::V,үзх,карау
1008,ansehen::V,үзх,күзәтү
1009,hören::V,соңсх,ишетү
1010,zuhören::V,соңсх,тыңлау
1011,probieren::V,амсх,тату
1012,riechen::V,үнрчлх,иснәү
1013,fühlen::V,медх,тою
1014,fühlen::V,медх,сизү
1015,scheinen::V,болҗ медгдх,күренү
1016,scheinen::V,миниһәр болхла,күренү
1017,scheinen::V,болад бәәх,күренү
1018,zu sehen sein::V,үзгдх,күренү
1019,vernehmen::V,соңсх,ишетү
1020,frieren::V,даарх,өшү
1021,frieren::V,даарх,күшегү
1022,tun::V,кех,итү
1023,können::V,чадх,алу
1024,wollen::V,дурлх,теләү
1025,anfangen::V,эклх,керешү
1026,beenden::V,дуусх,бетерү
1027,beenden::V,дуусх,тәмамлау
1028,aufhören::V,уурх,бетү
1029,gelingen::V,бүтх,уңу
1030,gelingen::V,күцәх,уңу
1031,geraten::V,болх,сабышу
1032,öffnen::V,секх,ачу
1033,schließen::V,хаах,ябу
1034,stellen::V,тәвх,кую
1035,setzen::V,суулһх,утырту
1036,legen::V,тәвх,яткыру
1037,berühren::V,көндәх,тию
1038,verbinden::V,боох,ялгау
1039,bedecken::V,хучх,өрту
1040,bedecken::V,хучх,каплау
1041,bedecken::V,хучх,томалау
1042,bedecken::V,бүркх,өрту
1043,bedecken::V,бүркх,каплау
1044,bedecken::V,бүркх,томалау
1045,aufhängen::V,өлгх,асу
1046,anzünden::V,асах,кабызу
1047,anzünden::V,шатах,кабызу
1048,aufheben::V,өөдән өргх,күтәрү
1049,zurücklassen::V,үлдәх,калдыру
1050,verlieren::V,геех,югалту
1051,fallen lassen::V,алдх,төшерү
1052,machen::V,кех,ясау
1053,machen::V,кех,эшләү
1054,herstellen::V,кех,ясау
1055,bauen::V,тосхх,кору
1056,reparieren::V,ясх,төзәтү
1057,verbessern::V,сәәрүлх,яхшырту
1058,ändern::V,хүврәх,үзгәртү
1059,graben::V,малтх,казу
1060,beugen::V,нуһлх,ию
1061,biegen::V,матилһх,бөгү
1062,drehen::V,эргүлх,бору
1063,drehen::V,эргүлх,бөтерү
1064,wenden::V,көмрх,бору
1065,wenden::V,эргүлх,бору
1066,umdrehen::V,эргүлх,түнтәрү
1067,heben::V,өргх,күтәрү
1068,heben::V,деер өргх,күтәрү
1069,hochheben::V,өргх,күтәрү
1070,ergreifen::V,бәрх,эләктерү
1071,halten::V,бәрх,тоту
1072,drücken::V,шахх,кысу
1073,schieben::V,түлкх,кузгату
1074,kratzen::V,мааҗх,тырнау
1075,lecken::V,долах,ялау
1076,beißen::V,хазх,тешләү
1077,abreißen::V,таслх,өзү
1078,abschneiden::V,тәәрх,кыю
1079,abschneiden::V,тәәрх,кисү
1080,binden::V,боох,бәйләү
1081,stecken::V,шаах,төртү
1082,stecken::V,шаах,тыгу
1083,stecken::V,хатхх,төртү
1084,stecken::V,хатхх,тыгу
1085,brechen::V,хамхлх,сындыру
1086,klopfen::V,цокх,шаку
1087,klopfen::V,цокх,шакылдау
1088,hauen::V,цокх,кыйнау
1089,kleben::V,наах,ябыштыру
1090,reiben::V,зүлгх,ышку
1091,streichen::V,наах,ягу
1092,streichen::V,лашх,ягу
1093,streichen::V,түркх,ягу
1094,schleifen::V,хурцлх,кайрау
1095,schneiden::V,хәәчлх,кисү
1096,rütteln::V,дәәвлүлх,селкетү
1097,schütteln::V,сегсрх,селкетү
1098,schwenken::V,дайлх,болгау
1099,schütten::V,кех,кою
1100,füllen::V,дүүргх,тутыру
1101,einwickeln::V,орах,төрү
1102,tragen::V,зөөх,ташу
1103,schleppen::V,чирх,сөйрәү
1104,schleppen::V,чирх,өстерәү
1105,ziehen::V,татх,тарту
1106,aufbewahren::V,хадһлх,саклау
1107,werfen::V,хайх,ыргыту
1108,fangen::V,бәрх,тоту
1109,fangen::V,хавлх,тоту
1110,packen::V,бәрх,эләктерү
1111,verstecken::V,дүрх,яшерү
1112,verstecken::V,бултулх,яшерү
1113,teilen::V,хувах,бүлү
1114,schicken::V,илгәх,җибәрү
1115,bringen::V,авч ирх,китерү
1116,hinzufügen::V,немх,өстәү
1117,bekommen::V,авх,алу
1118,erhalten::V,авх ,алу
1119,nehmen::V,авх,алу
1120,wählen::V,шүүх,сайлау
1121,auswählen::V,шүүх,сайлау
1122,bewahren::V,хадһлх,саклау
1123,bewahren::V,кевтнь үлдәх,саклау
1124,bewahren::V,кевтнь бәәлһх,саклау
1125,behindern::V,харшлх,комачаулау
1126,verderben::V,үрәх,бозу
1127,beschädigen::V,эвдх,бозу
1128,zerbrechen::V,күүлх,вату
1129,zerbrechen::V,хамхлх,вату
1130,zerreißen::V,шуучх,өзү
1131,zerreißen::V,шуучх,ерту
1132,zerstören::V,эвдх,җимерү
1133,verbrennen::V,шатах,яндыру
1134,verbrennen::V,шатах,көйдерү
1135,geben::V,өгх,бирү
1136,reichen::V,өгх,тапшыру
1137,schenken::V,белглх,бүләкләү
1138,versprechen::V,амлх,вәгъдә бирү
1139,wünschen::V,сә хәәх,котлау
1140,loben::V,магтх,мактау
1141,küssen::V,үмсх,үбү
1142,wiegen::V,саатулх,тирбәтү
1143,zudecken::V,бүркх,ябу
1144,zudecken::V,бүркх,бөркәү
1145,wecken::V,серүлх,уяту
1146,zeigen::V,үзүлх,күрсәтү
1147,führen::V,көтлх,йөртү
1148,lehren::V,заах,өйрәтү
1149,lehren::V,сурһх,өйрәтү
1150,unterrichten::V,сурһх,укыту
1151,unterrichten::V,багшлх,укыту
1152,aufziehen::V,өскәх,асрау
1153,leiten::V,һардх,җитәкләү
1154,leiten::V,толһалх,җитәкләү
1155,antreiben::V,шамдах,куалау
1156,antreiben::V,шамдах,әйдәләү
1157,antreiben::V,шамдах,ашыктыру
1158,lassen::V,күч үзүлх,мәҗбүр итү
1159,einladen::V,үрх,чакыру
1160,vereinigen::V,хамцулх,берләштерү
1161,besuchen::V,одх,керешү
1162,treffen::V,харһх,очрату
1163,sich versammeln::V,цуглрх,җыелышу
1164,sich versammeln::V,хурх,җыелышу
1165,spielen::V,наадх,уйнау
1166,singen::V,дуулх,җырлау
1167,tanzen::V,биилх,бию
1168,sich trennen::V,хаһцх,аерылу
1169,sich trennen::V,хаһцх,ташлашу
1170,verlassen::V,хайх,ташлау
1171,verlassen::V,хайх,калдыру
1172,retten::V,әм аврх,коткару
1173,retten::V,әәмшгәс харсх,коткару
1174,bewachen::V,харх,каравыллау
1175,bewachen::V,манх,каравыллау
1176,schützen::V,харсх,ышыклау
1177,verteidigen::V,харсх,яклау
1178,verteidigen::V,харсх,саклау
1179,sich schlagen::V,гүвдлдх,сугышу
1180,schießen::V,хах,ату
1181,siegen::V,диилх,җиңү
1182,ärgern::V,уурлулх,ачуландыру
1183,schlagen::V,цокх,ору
1184,schlagen::V,цокх,бәрү
1185,schlagen::V,цокх,тукмау
1186,schlagen::V,гүвдх,ору
1187,schlagen::V,гүвдх,бәрү
1188,schlagen::V,гүвдх,тукмау
1189,stechen::V,хатхх,кадау
1190,stoßen::V,түлкчкх,этү
1191,stehlen::V,хулхалх,урлау
1192,stören::V,һә болх,комачаулау
1193,belästigen::V,амр эс өгх,борчу
1194,belästigen::V,амр эс өгх,билмазалау
1195,verbergen::V,нуух,яшерү
1196,verbergen::V,бултулх,яшерү
1197,täuschen::V,меклх,алдату
1198,betrügen::V,меклх,хәрәмләшү
1199,betrügen::V,мек һарһх,хәрәмләшү
1200,töten::V,алх,үтерү
1201,wohnen::V,бәәх,яшәү
1202,arbeiten::V,көдлх,эшләү
1203,sammeln::V,түүх,туплау
1204,pflücken::V,түүх,өзү
1205,pflücken::V,хурах,өзү
1206,jagen::V,аңнх,аулау
1207,jagen::V,аңһучлх,аулау
1208,fischen::V,заһс аңнх,балык тоту
1209,fassen::V,бәрх,тоту
1210,hüten::V,хәрүлх,көтү
1211,treiben::V,туух,куалау
1212,anbinden::V,уйх,бәйләү
1213,füttern::V,теҗәх,туйдыру
1214,melken::V,саах,саву
1215,hacken::V,чавчх,чабу
1216,gießen::V,услх,сугару
1217,reifen::V,болх,җитешү
1218,reifen::V,болвсрх,җитешү
1219,zubereiten::V,белдх,пешеренү
1220,kochen::V,чанх,пешерү
1221,kochen::V,чанх,кайнату
1222,kochen::V,болһх,пешерү
1223,kochen::V,болһх,кайнату
1224,backen::V,болһх,пешерү
1225,braten::V,хуурх,куыру
1226,braten::V,хуурх,кыздыру
1227,umrühren::V,самрх,бутау
1228,umrühren::V,самрх,болгату
1229,stricken::V,өлгх,бәйләү
1230,nähen::V,уйх,тегү
1231,färben::V,будх,ману
1232,reinigen::V,цеврлх,чистарту
1233,waschen::V,уһах,юу
1234,abwischen::V,арчх,сөртү
1235,spülen::V,зәәлх,чайкау
1236,fegen::V,сәвүрдх,себерү
1237,kehren::V,сәвүрдх,себерү
1238,baden::V,өөмх,коену
1239,sich waschen::V,уһах,юыну
1240,sich waschen::V,бийән уһаҗ,юыну
1241,ausziehen::V,тәәлх,чишенү
1242,anziehen::V,өмсх,кию
1243,sich anziehen::V,хувцлх,киенү
1244,kämmen::V,самлх,тарау
1245,schmücken::V,чимх,бизәү
1246,schmücken::V,чимх,бизәкләү
1247,schmücken::V,кеерүлх,бизәү
1248,schmücken::V,кеерүлх,бизәкләү
1249,sagen::V,келх,дию
1250,sagen::V,келх,әйтү
1251,sprechen::V,келх,сөйләү
1252,sprechen::V,келх,сөйләшү
1253,reden::V,күүндх,сөйләү
1254,reden::V,күр_кех,сөйләү
1255,sich unterhalten::V,күүндх,сөйләшү
1256,fragen::V,сурх,сорау
1257,fragen::V,сурх,сорашу
1258,bitten::V,эрх,үтенү
1259,erzählen::V,келх,сөйләү
1260,erzählen::V,келҗ өгх,сөйләү
1261,mitteilen::V,медүлх,белдерү
1262,nennen::V,нерәдх,дию
1263,nennen::V,нер өгх,дию
1264,rufen::V,дуудх,дәшү
1265,prahlen::V,көөрх,мактану
1266,prahlen::V,көөрх,шапырыну
1267,übersetzen::V,орчулх,күчерү
1268,denken::V,санх,уйлау
1269,glauben::V,шүтх,инану
1270,glauben::V,нәәлх,инану
1271,bemerken::V,темдглх,искәрү
1272,erkennen::V,таньх,тану
1273,erkennen::V,медх,тану
1274,begreifen::V,медх,аңлау
1275,begreifen::V,медх,төшенү
1276,verstehen::V,соңсх,аңлау
1277,verstehen::V,соңсх,төшенү
1278,lernen::V,сурх,уку
1279,lernen::V,сурх,өйрәнү
1280,wissen::V,медх,белү
1281,sich erinnern an::V,санх,хәтерләү
1282,vergessen::V,мартх,оныту
1283,messen::V,кемҗәлх,үлчәү
1284,zählen::V,тоолх,санау
1285,rechnen::V,тоолх,исәпләү
1286,lesen::V,умшх,уку
1287,malen::V,зурх,рәсем ясау
1288,malen::V,зурх,сурәт ясау
1289,malen::V,зурх,сурәтләү
1290,zeichnen::V,зурх,язу-сызу
1291,zeichnen::V,зурх,сурәт ясау
1292,schreiben::V,бичх,язу
1293,besitzen::V,эзлх,биләү
1294,kaufen::V,хулдҗ авх,алу
1295,verkaufen::V,хулдх,сату
1296,verkaufen::V,гүүлгх,сату
1297,bezahlen::V,өгх,түләү
1298,zahlen::V,өгх,түләү
1299,beherrschen::V,эзлх,ия булу
1300,ertragen::V,даах,чыдау
1301,treten::V,,тибү
