,Concept_ID,he,bg
838,elf::NUM,אחת עשרה,единадесет
839,zwölf::NUM,שתים עשרה,дванайсет
840,zwölf::NUM,שתים עשרה,дванадесет
841,zwanzig::NUM,עשרים,двайсет
842,zwanzig::NUM,עשרים,двадесет
843,dreißig::NUM,שלושים,тридесет
844,vierzig::NUM,ארבעים,четиридесет
845,fünfzig::NUM,חמשים,петдесет
846,sechzig::NUM,ששים,шестдесет
847,siebzig::NUM,שבעים,седемдесет
848,achtzig::NUM,שמונים,осемдесет
849,neunzig::NUM,תשעים,деветдесет
850,hundert::NUM,מאה,сто
851,tausend::NUM,אלף,хиляда
852,und::CNJ,ו,а
853,und::CNJ,ו,та
854,oder::CNJ,או,или
855,stehen::V,עמד,стоя
856,sitzen::V,ישב,седя
857,liegen::V,שכב,лежа
858,hängen::V,היה תלוי,вися
859,werden::V,הפך ל,бъда
860,werden::V,הפך ל,стана
861,passieren::V,קרה,случа се
862,beginnen::V,התחיל,започна
863,enden::V,הסתים,свърша
864,wechseln::V,השתנה,променям
865,aufgehen[Sonne]::V,זרח,изгрея
866,untergehen[Sonne]::V,שקע,заляза
867,scheinen[Sonne]::V,בהק,грея
868,scheinen[Sonne]::V,בהק,светя
869,donnern::V,רעם,гърмя
870,wehen::V,נשב,вея
871,wehen::V,נשב,духам
872,strömen::V,זרם,тека
873,strömen::V,זרם,лея се
874,fließen::V,זרם,тека
875,sich drehen::V,הסתובב,въртя се
876,schwanken::V,התנודד,клатя се
877,schwingen::V,התנענע,трептя
878,fallen::V,נפל,падам
879,brennen::V,בער,горя
880,rauchen::V,עשן,димя
881,regnen::V,ירד גשם,вали дъжд
882,gefrieren::V,קפא,замръзна
883,tauen::V,נמס,топя се
884,schmelzen::V,התיך,разтопя се
885,trocknen::V,התיבש,съхна
886,sieden::V,רתח,вря
887,sieden::V,רתח,кипя
888,faulen::V,רקב,гния
889,verfaulen::V,רקב,изгния
890,reißen::V,נקרע,напукам се
891,versinken::V,טבע,потъна
892,vergehen::V,עבר,минавам
893,erscheinen::V,נגלה,явя се
894,erscheinen::V,הופיע,явя се
895,verschwinden::V,נעלם,изчезна
896,sinken::V,ירד,падна
897,abnehmen::V,הפחית,отслабна
898,zunehmen::V,רבה,нарасна
899,steigen::V,עלה,увелича се
900,steigen::V,עלה,покачвам се
901,wachsen::V,גדל,раста
902,glänzen::V,נצץ,лъщя
903,glänzen::V,נצץ,блестя
904,glänzen::V,בהק,лъщя
905,glänzen::V,בהק,блестя
906,funkeln::V,נצנץ,искря
907,lärmen::V,רעש,шумя
908,läuten::V,צלצל,звъня
909,klingeln::V,צלצל,звъня
910,klirren::V,קרקש,звънтя
911,klirren::V,קרקש,дрънкам
912,brausen::V,געש,буча
913,rauschen::V,רשרש,шумя
914,klingen::V,נשמע,звуча
915,bellen::V,נבח,лая
916,heulen::V,ילל,вия
917,heulen::V,ילל,рева
918,blasen::V,נשף,духна
919,pfeifen::V,שרק,свиря
920,schreien::V,צעק,крещя
921,stöhnen::V,נאנק,стена
922,stöhnen::V,נאנק,пъшкам
923,zittern::V,רעד,треперя
924,leben::V,חי,живея
925,geboren werden::V,נולד,родя се
926,atmen::V,נשם,дишам
927,trinken::V,שתה,пия
928,essen::V,אכל,ям
929,schlucken::V,בלע,гълтам
930,müde werden::V,התעיף,уморя се
931,einschlafen::V,נרדם,заспя
932,schlafen::V,ישן,спя
933,aufwachen::V,התעורר,събудя се
934,aufstehen::V,קם,стана
935,sich erholen::V,נפש,отдъхвам си
936,krank werden::V,חלה,заболея
937,krank sein::V,היה חולה,боледувам
938,schmerzen::V,כאב,боля
939,husten::V,השתעל,кашлям
940,genesen::V,הבריא,оздравея
941,sterben::V,מת,умра
942,umkommen::V,נספה,загина
943,sich bewegen::V,נע,движа се
944,sich bewegen::V,נע,мърдам се
945,sich rühren::V,זז,движа се
946,sich erheben::V,קם,стана
947,sich setzen::V,התישב,седна
948,hinfallen::V,נפל,падна
949,laufen::V,הלך ברגל,ходя
950,schreiten::V,פסע,крача
951,spazierengehen::V,טיל,разхождам се
952,eilen::V,אץ,бързам
953,eilen::V,מהר,бързам
954,sich beeilen::V,מהר,побързам
955,sausen::V,אץ,тичам
956,rennen::V,רץ,бягам
957,springen::V,קפץ,скачам
958,klettern::V,טפס,катеря се
959,schaukeln::V,התנדנד,люлея се
960,kriechen::V,זחל,лазя
961,kriechen::V,זחל,пълзя
962,schwimmen::V,שחה,плувам
963,tauchen::V,צלל,гмуркам се
964,rudern::V,חתר,греба
965,fahren::V,נסע,пътувам
966,fliegen::V,עף,летя
967,fliegen::V,עף,хвърча
968,gehen::V,הלך,ида
969,gehen::V,הלך,вървя
970,weggehen::V,עזב,отида си
971,abfahren::V,יצא,отпътувам
972,anhalten::V,עצר,спра се
973,hineingehen::V,נכנס,влизам
974,eintreten::V,נכנס,вляза
975,kommen::V,בא,ида
976,kommen::V,בא,дойда
977,ankommen::V,הגיע,пристигна
978,zurückkommen::V,שב,върна се
979,zurückkommen::V,חזר,върна се
980,bleiben::V,נשאר,остана
981,warten::V,חכה,чакам
982,warten::V,המתין,чакам
983,erwarten::V,צפה,очаквам
984,suchen::V,חפש,търся
985,finden::V,מצא,намеря
986,versuchen::V,נסה,опитам
987,vorbereiten::V,הכין,подготвя
988,lieben::V,אהב,любя
989,mögen::V,אהב,обичам
990,lachen::V,צחק,смея се
991,rühren::V,נגע ללב,трогна
992,weinen::V,בכה,плача
993,schimpfen::V,גער,ругая
994,schimpfen::V,גער,псувам
995,sich ärgern::V,זעם,ядосам се
996,sich ärgern::V,כעס,ядосам се
997,sich fürchten::V,פחד,боя се
998,sich fürchten::V,פחד,страхувам се
999,sich fürchten::V,חשש,боя се
1000,sich fürchten::V,חשש,страхувам се
1001,fürchten::V,פחד מ,боя се от
1002,fürchten::V,פחד מ,страхувам се от
1003,fürchten::V,חשש מ,боя се от
1004,fürchten::V,חשש מ,страхувам се от
1005,fliehen::V,ברח,бягам
1006,flüchten::V,נמלט,бягам
1007,flüchten::V,נמלט,избягам
1008,sehen::V,ראה,видя
1009,anschauen::V,הביט,гледам
1010,ansehen::V,התבונן,поглеждам
1011,hören::V,שמע,чувам
1012,zuhören::V,הקשיב,слушам
1013,probieren::V,נסה,опитам
1014,riechen::V,הריח,подуша
1015,fühlen::V,חש,усещам
1016,fühlen::V,חש,чувствувам
1017,scheinen::V,נדמה,изглеждам
1018,zu sehen sein::V,נראה,виждам се
1019,vernehmen::V,נודע ל,доловя
1020,frieren::V,קר ל,мръзна
1021,tun::V,פעל,правя
1022,können::V,יכל,мога
1023,wollen::V,רצה,ща
1024,wollen::V,רצה,искам
1025,anfangen::V,התחיל,започна
1026,beenden::V,גמר,свърша
1027,beenden::V,גמר,завърша
1028,aufhören::V,סים,престана
1029,gelingen::V,הצליח,успея
1030,gelingen::V,הצליח,сполуча
1031,geraten::V,עלה,удам се
1032,öffnen::V,פתח,отворя
1033,schließen::V,סגר,затворя
1034,stellen::V,העמיד,поставя
1035,setzen::V,הושיב,туря
1036,legen::V,שם,сложа
1037,legen::V,שם,слагам
1038,berühren::V,נגע,докосна
1039,verbinden::V,קשר,свържа
1040,bedecken::V,כסה,покрия
1041,aufhängen::V,תלה,закача
1042,anzünden::V,הצית,запаля
1043,aufheben::V,אסף,вдигна
1044,aufheben::V,אסף,повдигна
1045,zurücklassen::V,השאיר,оставя
1046,verlieren::V,אבד,загубя
1047,fallen lassen::V,שמט,изпусна
1048,fallen lassen::V,הפיל,изпусна
1049,machen::V,עשה,направя
1050,herstellen::V,יצר,произведа
1051,bauen::V,בנה,строя
1052,reparieren::V,תקן,поправя
1053,verbessern::V,שפר,подобря
1054,ändern::V,שנה,променя
1055,graben::V,חפר,копая
1056,beugen::V,כפף,прегъна
1057,biegen::V,כופף,прегъна
1058,drehen::V,סובב,въртя
1059,wenden::V,הפך,обърна
1060,umdrehen::V,סובב,обърна
1061,heben::V,הרים,вдигам
1062,hochheben::V,הרים,издигна
1063,ergreifen::V,אחז,хвана
1064,ergreifen::V,אחז,обхвана
1065,halten::V,החזיק,държа
1066,drücken::V,לחץ,натискам
1067,drücken::V,לחץ,притискам
1068,schieben::V,הזיז,тикам
1069,kratzen::V,שרט,одраскам
1070,kratzen::V,שפשף,одраскам
1071,lecken::V,לקק,лижа
1072,lecken::V,לקק,ближа
1073,beißen::V,נשך,хапя
1074,beißen::V,נשך,ухапя
1075,abreißen::V,קרע,откъсна
1076,abschneiden::V,חתך,отрежа
1077,binden::V,קשר,вържа
1078,stecken::V,תקע,пъхна
1079,brechen::V,שבר,троша
1080,klopfen::V,נקש,чукам
1081,hauen::V,הכה,бия
1082,kleben::V,הדביק,лепя
1083,kleben::V,הדביק,залепя
1084,reiben::V,שפשף,трия
1085,reiben::V,שפשף,търкам
1086,streichen::V,מרח,намажа
1087,schleifen::V,השחיז,остря
1088,schneiden::V,גזר,режа
1089,rütteln::V,נענע,разтърсвам
1090,schütteln::V,נער,клатя
1091,schütteln::V,נער,друсам
1092,schwenken::V,נופף,размахам
1093,schwenken::V,טלטל,размахам
1094,schütten::V,שפך,сипя
1095,füllen::V,מלא,напълня
1096,einwickeln::V,עטף,увия
1097,einwickeln::V,עטף,завия
1098,tragen::V,נשא,нося
1099,schleppen::V,סחב,влача
1100,ziehen::V,משך,тегля
1101,ziehen::V,משך,дръпна
1102,aufbewahren::V,שמר,съхраня
1103,werfen::V,זרק,хвърля
1104,fangen::V,תפס,ловя
1105,fangen::V,תפס,уловя
1106,packen::V,אחז,хвана
1107,verstecken::V,החביא,крия
1108,verstecken::V,החביא,скрия
1109,teilen::V,חלק,разделя
1110,schicken::V,שלח,изпращам
1111,bringen::V,הביא,донеса
1112,hinzufügen::V,הוסיף,прибавя
1113,bekommen::V,תפס,сдобия се
1114,erhalten::V,קבל,получа
1115,nehmen::V,אחז,взема
1116,wählen::V,בחר,избирам
1117,auswählen::V,בחר ב,избера
1118,bewahren::V,קים,пазя
1119,behindern::V,מנע,преча
1120,behindern::V,מנע,спъвам
1121,verderben::V,מנע,разваля
1122,beschädigen::V,הזיק,повредя
1123,zerbrechen::V,נשבר,счупя
1124,zerreißen::V,קרע,скъсам
1125,zerstören::V,הרס,разруша
1126,zerstören::V,השמיד,разруша
1127,verbrennen::V,שרף,изгоря
1128,geben::V,נתן,дам
1129,reichen::V,העביר,подам
1130,schenken::V,נתן במתנה,подаря
1131,versprechen::V,הבטיח,обещая
1132,wünschen::V,אחל,желая
1133,loben::V,שבח,хваля
1134,küssen::V,נשק,целувам
1135,wiegen::V,נדנד,люлея
1136,zudecken::V,כסה,покрия
1137,wecken::V,עורר,събудя
1138,zeigen::V,הראה,покажа
1139,führen::V,הביא,водя
1140,führen::V,הביא,заведа
1141,führen::V,הוביל,водя
1142,führen::V,הוביל,заведа
1143,lehren::V,למד,уча
1144,unterrichten::V,למד,преподавам
1145,aufziehen::V,רומם,отгледам
1146,leiten::V,נהל,ръководя
1147,leiten::V,נהל,управлявам
1148,antreiben::V,המרץ,подкарвам
1149,lassen::V,נתן,накарам
1150,einladen::V,הזמין,поканя
1151,vereinigen::V,אחד,съединя
1152,vereinigen::V,לכד,съединя
1153,besuchen::V,בקר,посетя
1154,treffen::V,פגש,срещна
1155,sich versammeln::V,התאסף,събера се
1156,spielen::V,שחק,играя
1157,singen::V,שר,пея
1158,tanzen::V,רקד,танцувам
1159,sich trennen::V,נפרד,разделя се
1160,verlassen::V,עזב,напусна
1161,retten::V,הציל,спася
1162,bewachen::V,שמר,охранявам
1163,schützen::V,אבטח,запазя
1164,verteidigen::V,הגן,защитя
1165,sich schlagen::V,התכתש,бия се
1166,schießen::V,ירה,стрелям
1167,siegen::V,גבר,победя
1168,siegen::V,נצח,победя
1169,ärgern::V,עצבן,ядосам
1170,schlagen::V,הכה,бия
1171,schlagen::V,הכה,ударя
1172,schlagen::V,הלקה,бия
1173,schlagen::V,הלקה,ударя
1174,treten::V,בעט,ритам
1175,stechen::V,דקר,бодна
1176,stoßen::V,דחק,бутна
1177,stoßen::V,דחק,блъсна
1178,stehlen::V,גנב,
1179,stören::V,קטע,смутя
1180,stören::V,הפריע,смутя
1181,belästigen::V,הציק,отегча
1182,belästigen::V,הציק,безпокоя
1183,belästigen::V,הטריד,отегча
1184,belästigen::V,הטריד,безпокоя
1185,verbergen::V,הצניע,скрия
1186,täuschen::V,שגע,измамя
1187,betrügen::V,הונה,измамя
1188,töten::V,הרג,убия
1189,töten::V,הרג,умъртвя
1190,wohnen::V,גר,живея
1191,arbeiten::V,עבד,работя
1192,sammeln::V,אסף,събера
1193,pflücken::V,קטף,бера
1194,pflücken::V,קטף,откъсна
1195,jagen::V,צד,ловувам
1196,fischen::V,דג,ловя риба
1197,fassen::V,תפס,хвана
1198,hüten::V,רעה,пазя
1199,treiben::V,הוציא,карам
1200,anbinden::V,קשר,завържа
1201,füttern::V,הלעיט,храня
1202,melken::V,חלב,доя
1203,hacken::V,קצץ,сека
1204,gießen::V,השקה,полея
1205,reifen::V,בשל,узрея
1206,zubereiten::V,הכין,приготвя
1207,kochen::V,בשל,варя
1208,backen::V,אפה,пека
1209,braten::V,צלה,пържа
1210,braten::V,טגן,пържа
1211,umrühren::V,ערבב,разбъркам
1212,stricken::V,סרג,плета
1213,nähen::V,תפר,шия
1214,färben::V,צבע,боядисам
1215,reinigen::V,נקה,почистя
1216,waschen::V,רחץ,мия
1217,waschen::V,רחץ,пера
1218,waschen::V,כבס,мия
1219,waschen::V,כבס,пера
1220,abwischen::V,נגב,избърша
1221,spülen::V,שטף,плакна
1222,fegen::V,טאטא,измета
1223,kehren::V,טאטא,мета
1224,baden::V,טבל,къпя се
1225,baden::V,שחה,къпя се
1226,sich waschen::V,התרחץ,мия се
1227,ausziehen::V,הוריד,съблека
1228,anziehen::V,לבש,облека
1229,sich anziehen::V,התלבש,облека се
1230,kämmen::V,סרק,реша
1231,kämmen::V,סרק,вчеша
1232,schmücken::V,קשט,накича
1233,sagen::V,אמר,кажа
1234,sprechen::V,דבר,говоря
1235,reden::V,דבר,говоря
1236,sich unterhalten::V,שוחח,разговарям
1237,fragen::V,שאל,запитам
1238,bitten::V,בקש,моля
1239,erzählen::V,ספר,разкажа
1240,mitteilen::V,מסר,съобщя
1241,mitteilen::V,הודיע,съобщя
1242,nennen::V,קרא בשם,нарека
1243,rufen::V,גיס,викам
1244,rufen::V,גיס,повикам
1245,rufen::V,הזמין לבוא,викам
1246,rufen::V,הזמין לבוא,повикам
1247,prahlen::V,התרברב,хваля се
1248,übersetzen::V,תרגם,преведа
1249,denken::V,חשב,мисля
1250,glauben::V,האמין,вярвам
1251,bemerken::V,הבחין,забележа
1252,erkennen::V,זהה,позная
1253,begreifen::V,קלט,схвана
1254,begreifen::V,הבין,схвана
1255,verstehen::V,הבין,разбера
1256,lernen::V,למד,уча се
1257,wissen::V,ידע,зная
1258,sich erinnern an::V,זכר,спомня си за
1259,vergessen::V,שכח,забравя
1260,messen::V,מדד,меря
1261,zählen::V,ספר,броя
1262,rechnen::V,חשב,сметна
1263,lesen::V,קרא,чета
1264,malen::V,ציר,рисувам
1265,zeichnen::V,שרטט,рисувам
1266,schreiben::V,כתב,пиша
1267,besitzen::V,היה בעל של,имам
1268,besitzen::V,היה בעל של,притежавам
1269,kaufen::V,קנה,купя
1270,kaufen::V,קנה,купувам
1271,kaufen::V,רכש,купя
1272,kaufen::V,רכש,купувам
1273,verkaufen::V,מכר,продам
1274,bezahlen::V,שלם,заплатя
1275,zahlen::V,שלם,платя
1276,beherrschen::V,שלט,владея
1277,ertragen::V,סבל,понеса
