,Concept_ID,bn,ar
103,Moor::N,মাঠ,مستنقع
104,Wiese::N,তৃণভূমি,مرج
105,Wald::N,বন,غابة
106,Hügel::N,পাহাড়,تل
107,Anhöhe::N,টিলা,تل
108,Berg::N,পর্বত,جبل
109,Gipfel::N,শীর্ষ,قمة
110,Höhle::N,গুহা,كهف
111,Abhang::N,ঢাল,منحدر
112,Quelle::N,উৎস,منبع
113,Bach::N,ক্ষুদ্র নদী,مجرى
114,Fluss::N,নদী,نهر
115,Ufer::N,উপকূল,ضفة
116,Küste::N,তীর,ساحل
117,Festland::N,ভূমি,بر
118,Meer::N,সমুদ্র,بحر
119,Bucht::N,উপসাগর,خليج
120,Insel::N,দ্বীপ,جزيرة
121,Blume::N,ফুল,زهرة
122,Gras::N,ঘাস,حشيش
123,Wurzel::N,শিকড়,أصل
124,Baum::N,গাছ,شجرة
125,Stamm::N,স্কন্ধ,جذع
126,Rinde::N,বল্কল,قشرة
127,Ast::N,শাখা,فرع
128,Zweig::N,ডাল,غصن
129,Blatt::N,পর্ণ,ورقة
130,Birke::N,ভুর্জ,قضبان
131,Kiefer[Baum]::N,পাইন গাছ,صنوبرة
132,Weide[Baum]::N,উইলো,صفصاف
133,Tanne::N,দেবদারূ গাছ,شوح
134,Tanne::N,দেবদারূ গাছ,تبوب
135,Horn::N,শিং,قرن
136,Feder::N,পালক,ريشة
137,Fell::N,রোম,فرو
138,Flügel::N,ডানা,جناح
139,Klaue::N,নখর,مخلب
140,Kralle::N,নখর,مخلب
141,Schwanz::N,লেজ,ذيل
142,Ei::N,ডিম,بيض
143,Nest::N,কুলায়,عش
144,Bau::N,ডেরা,جحر
145,Tier::N,জন্তু,حيوان
146,Herde::N,ঝাঁক,قطيع
147,Kuh::N,গোরু,بقرة
148,Bulle::N,বৃষ,ثور
149,Pferd::N,ঘোড়া,خيل
150,Schaf::N,ভেড়া,شاة
151,Schwein::N,শূকর,خنزير
152,Hund::N,কুকুর,كلب
153,Katze::N,বেড়াল,قطة
154,Bär::N,ভল্লুক,دب
155,Eichhörnchen::N,কাঠবিড়াল,سنجاب
156,Elch::N,হরিণবিশেষ,موظ
157,Fuchs::N,পাঁতিশিয়াল,ثعلب
158,Hase::N,শশক,أرنب
159,Maus::N,নেংটি ইঁদুর,فأرة
160,Wolf::N,নেকড়ে,ذئب
161,Vogel::N,পক্ষী,طير
162,Schwarm::N,ঝাঁক,سرب
163,Huhn::N,মোরগ,دجاجة
164,Hahn::N,কুক্কুট,ديك
165,Gans::N,হংসী,وزة
166,Adler::N,ইগল,نسر
167,Ente::N,হংসী,بطة
168,Eule::N,পেচক,بوم
169,Kranich::N,সারস,كركي
170,Krähe::N,কাক,غراب
171,Kuckuck::N,কোকিল,وقواق
172,Schwan::N,মরাল,إوز عراقي
173,Fisch::N,মাছ,سمك
174,Barsch::N,মৎন্যবিশেষ,فرخ أوربي
175,Hecht::N,বানমাছ,سمك الكراكي
176,Schlange[Tier]::N,সর্প,حية
177,Schlange[Tier]::N,সর্প,ثعبان
178,Wurm::N,কীট,دودة
179,Spinne::N,মাকড়সা,عنكبوت
180,Ameise::N,পিপীলিকা,نملة
181,Laus::N,উকুন,قملة
182,Mücke::N,মশা,ناموسة
183,Fliege::N,মাছি,ذبابة
184,Schmetterling::N,প্রজাপতি,فراشة
185,Beere::N,বেরি,حبة
186,Apfel::N,আপেল,تفاح
187,Pilz::N,ছত্রক,فطر
188,Zwiebel::N,পিয়াজ,بصل
189,Saat::N,বীজ,زرع
190,Korn::N,শস্য,حبة
191,Heu::N,খড়,دريس
192,Schale::N,খোসা,قشرة
193,Grube::N,গর্ত,نقرة
194,Falle::N,ফাঁদ,فخ
195,Falle::N,ফাঁদ,مصيدة
196,Schlinge::N,পাশ,عروة
197,Spur::N,চিহ্ন,أثر
198,Asche::N,ভস্ম,رماد
199,Dreck::N,ময়লা,قذر
200,Eisen::N,লোহা,حديد
201,Gold::N,স্বর্ণ,ذهب
202,Silber::N,রৌপ্য,فضة
203,Kohle::N,অঙ্গার,فحم
204,Glas::N,কাচ,زجاج
205,Lehm::N,মৃত্তিকা,طين
206,Sand::N,বালি,رمل
207,Mensch::N,নর,إنسان
208,Mensch::N,মানুষ,إنسان
209,Mann::N,মানুষ,رجل
210,Frau::N,নারী,امرأة
211,Kind::N,বাচ্চা,طفل
212,Junge::N,ছেলে,ولد
213,Mädchen::N,মেয়ে,بنت
214,Familie::N,পরিবার,عائلة
215,Großvater::N,মাতামহ,جد
216,Großmutter::N,মাতামহী,جدة
217,Eltern::N,মাতাপিতা,أبوان
218,Eltern::N,মাতাপিতা,والدان
219,Vater::N,পিতা,أب
220,Mutter::N,মাতা,أم
221,Sohn::N,ছেলে,إبن
222,Tochter::N,মেয়ে,بنت
223,Tochter::N,মেয়ে,إبنة
224,Bruder::N,দাদা,أخ
225,Bruder::N,দাদা,شقيق
226,Schwester::N,বোন,أخت
227,Schwester::N,দিদি,أخت
228,Onkel::N,মামা,عم
229,Tante::N,মাসী,عمة
230,Ehemann::N,স্বামী,زوج
231,Ehefrau::N,পত্নী,زوجة
232,Freude::N,উল্লাস,فرح
233,Freude::N,উল্লাস,سرور
234,Gelächter::N,হাসি,قهقهة
235,Glück::N,সুখ,سعادة
236,Kummer::N,দুঃখ,غم
237,Wunsch::N,আকাঙ্ক্ষা,منية
238,Lust::N,বাসনা,شهوة
239,Geist::N,আত্না,روح
240,Gedanke::N,চিন্তা,فكرة
241,Gedächtnis::N,স্মরণশক্তি,ذاكرة
242,Verstand::N,মন,عقل
243,Sinn::N,পদার্থ,معنى
244,Grund::N,কারণ,سبب
245,Wahrheit::N,সত্য,حقيقة
246,Gespräch::N,কথাবার্তা,محادثة
247,Märchen::N,রূপকথা,خرافة
248,Erzählung::N,গল্প,قصة
249,Erzählung::N,গল্প,حكاية
250,Nachricht::N,তথ্য,خبر
251,Neuigkeit::N,খবরাখবর,خبر جديد
252,Name::N,নাম,اسم
253,Rätsel::N,ধাঁধা,لغز
254,Rede::N,বক্তৃতা,خطبة
255,Sprache::N,ভাষা,لغة
256,Stimme::N,স্বর,صوت
257,Wort::N,শব্দ,كلمة
258,Zeichen::N,প্রতীক,رمز
259,Zeichen::N,প্রতীক,إشارة
260,Ruf::N,ডাক,نداء
261,Lärm::N,হৈচৈ,صخب
262,Lärm::N,হৈচৈ,ضجة
263,Laut::N,ধ্বনি,صوت
264,Ton::N,স্বর,نغمة
265,Lied::N,গান,أغنية
266,Ruhe::N,শান্তি,هدوء
267,Leute::N,প্রজাপুঞ্জ,ناس
268,Volk::N,জাতি,شعب
269,Arbeit::N,চাকরি,عمل
270,Gast::N,অতিথি,ضيف
271,Geschenk::N,উপহার,هدية
272,Spiel::N,খেলা,لعب
273,Gesellschaft::N,সঙ্গিগণ,صحبة
274,Hilfe::N,সাহায্য,عون
275,Hilfe::N,সাহায্য,مساعدة
276,Freund::N,বন্ধু,صديق
277,Kamerad::N,সঙ্গী,زميل
278,Angelegenheit::N,বিষয়,أمر
279,Angelegenheit::N,বিষয়,شأن
280,Anzahl::N,পরিমাণ,عدد
281,Art::N,রকম,نوع
282,Stück::N,টুকরো,قطعة
283,Teil::N,অংশ,قسم
284,Hälfte::N,অর্ধেক,نصف
285,Kreis::N,বৃত্ত,دائرة
286,Kreuz::N,ক্রুশ,صليب
287,Linie::N,রেখা,خط
288,Strich::N,কষি,شرطة
289,Abstand::N,ফাঁক,مسافة
290,Entfernung::N,ব্যবধান,بعد
291,Gegend::N,ক্ষেত্র,ناحية
292,Platz::N,জায়গা,فراغ
293,Ort::N,স্থান,مكان
294,Seite::N,পার্শ্ব,جانب
295,Mitte::N,মধ্য,وسط
296,Gegenstand::N,জিনিস,موضوع
297,Sache::N,বস্তু,شيء
298,Rand::N,কানা,حافة
299,Kante::N,ধার,حافة
300,Ecke::N,কোণ,ركن
301,Spitze::N,ডগা,سن
302,Ende::N,প্রান্ত,طرف
303,Loch::N,গর্ত,ثقب
304,Winkel::N,কোণ,زاوية
305,Muster::N,নমুন্,عينة
306,Größe::N,আয়তন,حجم
307,Länge::N,দৈর্ঘ্য,طول
308,Höhe::N,উচ্চতা,علو
309,Höhe::N,উচ্চতা,ارتفاع
310,Gewicht::N,ওজন,وزن
311,Menge::N,পরিমাণ,كمية
312,Haufen::N,পুঞ্জ,كوم
313,Reihe::N,শ্রেণী,صف
314,Boot::N,নৌকা,قارب
315,Boot::N,নৌকা,زورق
316,Ruder::N,দাঁড়,مجذاف
317,Schlitten::N,স্নেজ্-গাড়ি,مزلقة
318,Ski::N,শী,زلاجة
319,Lagerfeuer::N,অগ্নি,نار المخيم
320,Last::N,বোঝা,حمل
321,Gang::N,হণ্টন,مشية
322,Schritt::N,পদ,خطوة
323,Norden::N,উত্তরদিক্,شمال
324,Süden::N,দক্ষিণদিক,جنوب
325,Westen::N,পশ্চিমদিক্,غرب
326,Osten::N,পূর্বদিক,شرق
327,Holz::N,কাঠ,خشب
328,Brett::N,তক্তা,لوح
329,Platte::N,ফলক,صفيحة
330,Stütze::N,নাগদণ্ড,سند
331,Stütze::N,নাগদণ্ড,دعامة
332,Stange::N,দণ্ড,عود
333,Stock::N,ছড়ি,عصا
334,Stab::N,যষ্টি,قضيب
335,Rohr::N,নল,أنبوبة
336,Haus::N,ঘর,دار
337,Haus::N,ঘর,بيت
338,Heim::N,বাসা,بيت
339,Heim::N,বাসা,مسكن
340,Ofen::N,স্টোভ্,مدفأة
341,Fußboden::N,গহতল,أرضية
342,Tisch::N,মেজ,مائدة
343,Tisch::N,টেবিল,مائدة
344,Stuhl::N,চেয়ার,كرسي
345,Stuhl::N,কেদারা,كرسي
346,Wiege::N,দোলনা,مهد
347,Bett::N,শয্যা,سرير
348,Regal::N,তাক,رف
349,Kiste::N,বাক্স,صندوق
350,Fenster::N,জানালা,شباك
351,Fenster::N,জানালা,نافذة
352,Tür::N,দ্বার,باب
353,Tor::N,দ্বার,بوابة
354,Zaun::N,বেড়া,سياج
355,Dach::N,ছাদ,سطح
356,Leiter::N,মই,سلم
357,Besen::N,গুল্মবিশেষ,مكنسة
358,Spaten::N,কোদাল,مسحاة
359,Schaufel::N,বেলচা,مجرفة
360,Gabel::N,কাঁটা,شوكة
361,Löffel::N,চামচ,ملعقة
362,Messer::N,ছুরি,سكين
363,Nagel::N,পেরেক,مسمار
364,Netz::N,জাল,شبكة
365,Haken::N,কাচি,خطاف
366,Haken::N,কাচি,صنارة
367,Griff::N,হাতল,قبضة
368,Schloss::N,তালা,قفل
369,Bild::N,ছবি,صورة
370,Bild::N,চিত্র,صورة
371,Figur::N,আকার,تمثال
372,Puppe::N,পুতুল,دمية
373,Beutel::N,বটুয়া,كيس
374,Bündel::N,আঁটি,ربطة
375,Tasche::N,থলি,شنطة
376,Tasche::N,থলি,محفظة
377,Eimer::N,বাল্তি,سطل
378,Eimer::N,বাল্তি,جردل
379,Deckel::N,আবরণ,سداد
380,Geschirr::N,থালা-বাসন,أوان
381,Sack::N,বস্তা,زكيبة
382,Tasse::N,কাপ,فنجان
383,Topf::N,পাত্র,قدر
384,Topf::N,পাত্র,طنجرة
385,Kessel::N,কেটলি,قدر
386,Kessel::N,কেটলি,غلاية
387,Essen::N,আহার,طعام
388,Nahrung::N,খাদ্য,غذاء
389,Speise::N,খাদ্য,أكل
390,Fleisch::N,মাংস,لحم
391,Getreide::N,শস্য,حبوب
392,Brei::N,মণ্ড,عصيدة
393,Brot::N,রুটি,خبز
394,Scheibe::N,ফালি,شريحة
395,Fett::N,মেদ,سمن
396,Butter::N,মাখন,زبدة
397,Öl::N,তৈল,زيت
398,Salz::N,নুন,ملح
399,Suppe::N,শুরুয়া,حساء
400,Suppe::N,শুরুয়া,شربة
401,Honig::N,মধু,عسل
402,Milch::N,দুধ,حليب
403,Tee::N,চা,شاي
404,Leder::N,পাকা চামড়া,جلد
405,Wolle::N,পশম,صوف
406,Stoff::N,বস্ত্র,قماش
407,Nadel::N,সুচ,إبرة
408,Faden::N,সূত্র,خيط
409,Knopf::N,বোতাম,زر
410,Knoten::N,গিঁট,عقدة
411,Farbe::N,রং,صبغة
412,Kleidung::N,কাপড়,ملابس
413,Hemd::N,শার্ট,قميص
414,Kragen::N,গলবন্ধ,ياقة
415,Ärmel::N,আস্তিন্,كم
416,Hose::N,ট্রাউজার,سروال
417,Hose::N,ট্রাউজার,بنطلون
418,Gürtel::N,কটিবন্ধ,حزام
419,Mütze::N,টুপি,طاقية
420,Schuh::N,জুতো,حذاء
421,Stiefel::N,বুট,جزمة
422,Stiefel::N,বুট,حذاء طويل
423,Ring::N,আংটি,حلقة
424,Band::N,ফিতা,شريط
425,Kamm::N,চিরুনি,مشط
426,Spiegel::N,আয়না,مرآة
427,Riemen::N,চাবুক,سير
428,Schnur::N,দড়ি,حبل
429,Schnur::N,দড়ি,دوبارة
430,Leine::N,শিকল,قيد
431,Decke::N,কম্বল,بطانية
432,Kissen::N,উপাধান,وسادة
433,Tuch::N,বস্ত্র,منديل
434,Handtuch::N,তোয়ালে,فوطة
435,Handtuch::N,তোয়ালে,منشفة
436,Kraft::N,জোর,قدرة
437,Stärke::N,শক্তি,قوة
438,Gesundheit::N,স্বাস্থ্য,صحة
439,Krankheit::N,অসুখ,مرض
440,Krankheit::N,ব্যামো,مرض
441,Schmerz::N,যন্ত্রণা,ألم
442,Schmerz::N,যন্ত্রণা,وجع
443,Wunde::N,ক্ষত,جرح
444,Fieber::N,জ্বর,حمى
445,Arznei::N,ঔষধ,دواء
446,Brücke::N,সেতু,جسر
447,Brunnen::N,কূপ,بئر
448,Weide::N,পশুচারণভূমি,مرعى
449,Pfad::N,পথ,درب
450,Weg::N,পথ,سكة
451,Straße::N,রাস্তা,طريق
452,Dorf::N,গ্রাম,قرية
453,Stadt::N,শহর,مدينة
454,Brief::N,চিঠি,خطاب
455,Brief::N,চিঠি,مكتوب
456,Buch::N,বই,كتاب
457,Buchstabe::N,অক্ষর,حرف
458,Zeitung::N,সংবাদপত্র,جريدة
459,Leben::N,জীবন,عيش
460,Leben::N,জীবন,حياة
461,Tod::N,মৃত্যু,موت
462,Tod::N,মৃত্যু,وفاة
463,Grab::N,কবর,قبر
464,Kirche::N,গির্জা,كنيسة
465,Sünde::N,পাপ,خطيئة
466,Gott::N,দেবতা,إله
467,Arbeiter::N,শ্রমিক,عامل
468,Chef::N,নেতা,رئيس
469,Meister::N,ব্যক্তি,أسطى
470,Arzt::N,চিকিৎসক,طبيب
471,Lehrer::N,অধ্যাপক,مدرس
472,Geld::N,মুদ্রা,نقود
473,Geld::N,টাকাপয়সা,نقود
474,Geschäft::N,ব্যস্ততা,صفقة
475,Laden::N,দোকান,دكان
476,Preis::N,মূল্য,سعر
477,Ware::N,পণ্যদ্রব্য,بضاعة
478,Nutzen::N,সুবিধা,فائدة
479,Reichtum::N,ধনদৌলত,غنى
480,Reichtum::N,ধনদৌলত,ثروة
481,Welt::N,জগৎ,عالم
482,Welt::N,জগৎ,دنيا
483,Land::N,খেত,بلد
484,Staat::N,রাষ্ট্র,دولة
485,König::N,রাজা,ملك
486,Macht::N,প্রভাব,سلطة
487,Grenze::N,সীমা,حدود
488,Krieg::N,যুদ্ধ,حرب
489,Feind::N,শত্রু,عدو
490,Gewalt::N,জোর,عنف
491,Kampf::N,লড়াই,قتال
492,Bogen[Waffe]::N,ধনুক,قوس
493,Pfeil::N,বাণ,سهم
494,Gewehr::N,বন্দুক,بندقية
495,Fehler::N,ভুল,خطأ
496,Lüge::N,মিথ্যা,كذب
497,Schaden::N,ক্ষতি,تلف
498,Unglück::N,দুর্ভাগ্য,نحس
499,Schuld::N,অপরাধ,ذنب
500,Alter::N,আয়ু,سن
501,Alter::N,আয়ু,عمر
502,Schluss::N,শেষ,ختام
503,Schluss::N,শেষ,نهاية
504,Zeit::N,সময়,وقت
505,Tag::N,দিন,يوم
506,Morgen::N,সকাল,صباح
507,Mittag::N,মধ্যাহু,ظهر
508,Abend::N,সন্ধ্যা,مساء
509,Nacht::N,রাত্রি,ليلة
510,Woche::N,সপ্তাহ,أسبوع
511,Monat::N,মাস,شهر
512,Jahr::N,সৌরবর্ষ,عام
513,Jahr::N,সৌরবর্ষ,سنة
514,Frühling::N,বসন্তকাল,ربيع
515,Sommer::N,গ্রীষ্মকাল,صيف
516,Herbst::N,শরংঋতু,خريف
517,Winter::N,শীতকাল,شتاء
518,Januar::N,জানুয়ারী,يناير
519,Januar::N,জানুয়ারী,كانون الثاني
520,Februar::N,ফেব্রুয়ারী,شباط
521,Februar::N,ফেব্রুয়ারী,فبراير
522,März::N,মার্চ,آذار
523,März::N,মার্চ,مارس
524,April::N,এপ্রিল,نيسان
525,Mai::N,মে,مايو
526,Juni::N,জুন,يونيو
527,Juni::N,জুন,حزيران
528,Juli::N,জুলাই,تموز
529,Juli::N,জুলাই,يوليو
530,August::N,অগাস্ট,آب
531,August::N,অগাস্ট,أغسطس
532,September::N,সেপ্টেম্বর,أيلول
533,September::N,সেপ্টেম্বর,سبتمبر
534,Oktober::N,অক্টোবর,أكتوبر
535,Oktober::N,অক্টোবর,تشرين الأول
536,November::N,নভেম্বর,نوفمبر
537,November::N,নভেম্বর,تشرين الثاني
538,Dezember::N,ডিসেম্বর,ديسمبر
539,Dezember::N,ডিসেম্বর,كانون الأول
540,Montag::N,সোমবার,يوم الاثنين
541,Dienstag::N,মঙ্গলবার,يوم الثلاثاء
542,Mittwoch::N,বুধবার,يوم الأربعاء
543,Donnerstag::N,বৃহম্পতিবার,يوم الخميس
544,Freitag::N,শুক্রবার,يوم الجمعة
545,Samstag::N,শনিবার,يوم السبت
546,Sonntag::N,রবিবার,يوم الأحد
547,groß::A,বৃহৎ,كبير
548,klein::A,ছোট,صغير
549,lang::A,দীর্ঘ,طويل
550,kurz::A,খর্ব,قصير
551,kurz::A,হ্রস্ব,قصير
552,breit::A,চওড়া,واسع
553,schmal::A,সরু,ضيق
554,dicht::A,ঘন,كث
555,dicht::A,ঘন,كثيف
556,dick[Gegenstand]::A,পুরু,غليظ
557,dünn::A,কৃশ,رفيع
558,fein::A,সূক্ষ্ম,رقيق
559,fest::A,দৃঢ়,متين
560,flach::A,সমতল,سهل
561,flach::A,সমতল,منبسط
562,glatt::A,মসৃণ,ناعم
563,hart::A,শক্ত,صلب
564,hart::A,শক্ত,جامد
565,weich::A,নরম,لين
566,rund::A,গোলাকার,مستدير
567,spitz::A,তীক্ষ্ন,مدبب
568,scharf::A,শাণিত,حاد
569,stumpf::A,ভোঁতা,ثالم
570,schwer::A,ভারী,ثقيل
571,schön::A,সুন্দর,جميل
572,heiß::A,গরম,حار
573,heiß::A,গরম,ساخن
574,warm::A,ঈষদুষ্ণ,دافئ
575,kalt::A,ঠাণ্ডা,بارد
576,kühl::A,শীতল,قر
577,frisch::A,তাজা,طازج
578,feucht::A,ভিজা,رطب
579,nass::A,ভিজা,مبلول
580,trocken::A,শুষ্ক,جاف
581,voll::A,পূর্ণ,ملء
582,leer::A,খালি,خال
583,leer::A,খালি,فارغ
584,offen::A,খোলা,مفتوح
585,geschlossen::A,বন্ধ,مغلق
586,sauber::A,নির্মল,نظيف
587,schmutzig::A,নোংরা,قذر
588,roh::A,কাঁচা,نيء
589,reif::A,পাকা,ناضج
590,lecker::A,সুস্বাদ,لذيذ
591,süß::A,মিষ্ট,حلو
592,bitter::A,তিক্ত,مر
593,sauer::A,টক,حامض
594,hell::A,উজ্জ্বল,نير
595,dunkel::A,অন্ধকারময়,مظلم
596,schwarz::A,কালো,أسود
597,weiß::A,সাদা,أبيض
598,rot::A,লাল,أحمر
599,gelb::A,হলদে,أصفر
600,blau::A,নীল,أزرق
601,grün::A,সবুজ,أخضر
602,grau::A,ছাই-রঙা,رمادي
603,bunt::A,রঙিন,ملوب
604,billig::A,সস্তা,رخيص
605,teuer::A,আক্রা,غال
606,wertvoll::A,মহার্ঘ,ثمين
607,blind::A,কানা,أعمى
608,taub::A,বধির,أصم
609,taub::A,বধির,أطرش
610,kräftig::A,বিশাল,قوي
611,stark::A,শক্তিশালী,قوي
612,schwach::A,দুর্বল,ضعيف
613,fett::A,মোটা,سمين
614,schlank::A,কৃশ,أهيف
615,hübsch::A,সুন্দর,جميل
616,böse::A,খারাপ,رديء
617,dumm::A,মূর্খ,أبله
618,dumm::A,মূর্খ,أحمق
619,faul::A,শ্রমবিমুখ,كسلان
620,fleißig::A,পরিশ্রমী,مجتهد
621,geizig::A,ব্যয়কুণ্ঠ,بخيل
622,klug::A,দক্ষ,ذكي
623,klug::A,দক্ষ,عاقل
624,geschickt::A,পটু,ماهر
625,lieb::A,প্রেয়,عزيز
626,lustig::A,প্রফুল্ল,مرح
627,sanft::A,নম্র,حليم
628,hungrig::A,ক্ষুধার্ত,جائع
629,krank::A,অসুস্থ,مريض
630,nackt::A,উলঙ্গ,عار
631,traurig::A,দুঃখিত,حزين
632,lebendig::A,জীবিত,حي
633,gut::A,ভালো,جيد
634,schlecht::A,মন্দ,سيء
635,richtig::A,ঠিক,صحيح
636,schlimm::A,কদর্য,خبيث
637,wahr::A,বাস্তব,حق
638,alt::A,পুরাতন,قديم
639,neu::A,নব,جديد
640,neu::A,নূতন,جديد
641,ehemalig::A,পূর্বকালীন,سابق
642,alt[Lebewesen]::A,বৃদ্ধ,مسن
643,jung::A,তরুণ,شاب
644,jung::A,তরুণ,صغير
645,arm::A,ক্ষুদ্র,فقير
646,reich::A,ধনবান্,غني
647,bekannt::A,সুপরিচিত,معلوم
648,berühmt::A,বিখ্যাত,مشهور
649,fremd::A,বিদেশি,أجنبي
650,verschieden::A,বিসদৃশ,مختلف
651,nah::A,নিকটবতী,قريب
652,fern::A,দুরবতী,بعيد
653,linker::A,বাম,يسار
654,rechter::A,ডান,يمين
655,rechter::A,ডাইন,يمين
656,anderer::A,অন্যতর,آخر
657,erster::A,প্রথম,أول
658,zweiter::A,দ্বিতীয়,ثان
659,dritter::A,তৃতীয়,ثالث
660,letzter::A,সর্বশেষ,أخير
661,allein::ADV,একক,وحده
662,auf einmal::ADV,জলদি,بالمرة
663,zusammen::ADV,একসঙ্গে,معا
664,lange::ADV,লম্বা,مدة طويلة
665,plötzlich::ADV,হঠাৎ,فجأة
666,sofort::ADV,মুহ্ণর্তমধ্যে,حالا
667,sofort::ADV,মুহ্ণর্তমধ্যে,فورا
668,später::ADV,পশ্চাতে,فيما بعد
669,jetzt::ADV,এখন,الآن
670,jetzt::ADV,এখন,حاليا
671,heute::ADV,আজ,اليوم
672,morgen::ADV,আগামিকাল,غدا
673,bald::ADV,অস্পকালমধ্যে,قريبا
674,dann::ADV,তখন,ثم
675,gestern::ADV,গতকাল,أمس
676,gestern::ADV,গতকাল,البارحة
677,einst::ADV,একবার মাত্র,قديما
678,damals::ADV,তখন,حينئذ
679,danach::ADV,পরে,ثم
680,danach::ADV,পরে,بعد ذلك
681,vorher::ADV,আগে,من قبل
682,vorher::ADV,আগে,قبل ذلك
683,zuerst::ADV,আগে,أولا
684,einmal::ADV,একবার,مرة
685,manchmal::ADV,কখনও কখনও,أحيانا
686,oft::ADV,ঘনঘন,كثيرا
687,immer::ADV,সর্বদা,دائما
688,niemals::ADV,কখলও নহে,لا أبدا
689,hier::ADV,এখানে,هنا
690,hierhin::ADV,এখানে,إلى هنا
691,von hier::ADV,ত্রই স্তান হইতে,من هنا
692,dort::ADV,ওখানে,هناك
693,dorthin::ADV,ওখানে,إلى هناك
694,geradeaus::ADV,অগ্রগামী,إلى الأمام
695,vorwärts::ADV,সন্মুখিকে,إلى الأمام
696,rückwärts::ADV,খিরিয়া,إلى الوراء
697,zurück::ADV,পিঠ,عودا
698,zurück::ADV,পিঠ,إلى الخلف
