,Concept_ID,ps,be
789,ein wenig::ADV,یو څه,трошкі
790,kaum::ADV,ایله,ледзьве
791,sehr::ADV,ډېر,вельмі
792,sehr::ADV,زيات,вельмі
793,so::ADV,داسې,так
794,so::ADV,دومره,так
795,noch::ADV,نور,яшчэ
796,nur::ADV,تش,толькі
797,nur::ADV,صرف,толькі
798,schon::ADV,دمخه,ужо
799,wieder::ADV,بیا,зноў
800,vergebens::ADV,عبث,дарма
801,vergebens::ADV,عبث,дарэмна
802,vor::PRP,دمخه,перад
803,hinter::PRP,شاته,за
804,hinter::PRP,شاته,ззаду
805,unter::PRP,لاندي,пад
806,durch::PRP,د مینځ نه,праз
807,neben::PRP,نژدې,каля
808,zwischen::PRP,ترمینځ,між
809,zwischen::PRP,ترمینځ,паміж
810,wegen::PRP,د ... له لاسه,з-за
811,dies::PRN,دا,гэта
812,das::PRN,دا,тое
813,alles::PRN,هرڅهٔ,усё
814,ich::PRN,زه,я
815,du::PRN,ته,ты
816,er::PRN,دی,ён
817,wir::PRN,مونږ,мы
818,ihr::PRN,تاسې,вы
819,sie::PRN,هغوی,яны
820,was::FPRN,څهٔ,што
821,wer::FPRN,چا,хто
822,wer::FPRN,څوک,хто
823,wo::FADV,چيری,дзе
824,wo::FADV,چېرته,дзе
825,wohin::FADV,چېرته,куды
826,wie::FADV,څنګه,як
827,warum::FADV,ولې,чаму
828,wieviel::FNUM,څو,колькі
829,wieviel::FNUM,څومره,колькі
830,eins::NUM,یو,адзін
831,zwei::NUM,دوه,два
832,drei::NUM,درې,тры
833,vier::NUM,څلور,чатыры
834,fünf::NUM,پنځه,пяць
835,sechs::NUM,شپږ,шесць
836,sieben::NUM,اوه,сем
837,acht::NUM,اته,восем
838,neun::NUM,نهه,дзевяць
839,zehn::NUM,لس,дзесяць
840,elf::NUM,یوولس,адзінаццаць
841,zwölf::NUM,دولس,дванаццаць
842,zwanzig::NUM,شل,дваццаць
843,dreißig::NUM,دېرش,трыццаць
844,vierzig::NUM,څلوېښت,сорак
845,fünfzig::NUM,پنځوس,пядзесят
846,sechzig::NUM,شپېته,шесдзесят
847,siebzig::NUM,اویا,семдзесят
848,achtzig::NUM,اتیا,восемдзесят
849,neunzig::NUM,نوي,дзевяноста
850,hundert::NUM,سل,сто
851,tausend::NUM,زر,тысяча
852,und::CNJ,او,і
853,und::CNJ,او,ды
854,oder::CNJ,ېا,або
855,stehen::V,درېدل,стаяць
856,sitzen::V,کښېنستل,сядзець
857,liegen::V,ملاستل,ляжаць
858,hängen::V,ځړېدل,вісець
859,werden::V,کېدل,стаць
860,werden::V,کېدل,зрабіцца
861,passieren::V,پېښېدل,трапіцца
862,beginnen::V,شروع کېدل,пачацца
863,enden::V,خلاصدل,кончыцца
864,enden::V,تمامېدل,кончыцца
865,wechseln::V,تغییر موندل,мяняцца
866,aufgehen[Sonne]::V,ختل,узысці
867,untergehen[Sonne]::V,لوېدل,зайсці
868,untergehen[Sonne]::V,پرېوتل,зайсці
869,scheinen[Sonne]::V,رڼا کول,свяціць
870,donnern::V,تنېدل,грымець
871,donnern::V,غړمبېدل,грымець
872,wehen::V,چلېدل,дзьмуць
873,strömen::V,بهېدل,ліцца
874,fließen::V,بهېدل,цячы
875,fließen::V,تویېدل,цячы
876,sich drehen::V,ګرځېدل,круціцца
877,sich drehen::V,ګرځېدل,варочацца
878,sich drehen::V,چورلېدل,круціцца
879,sich drehen::V,چورلېدل,варочацца
880,schwanken::V,زنګېدل,хістацца
881,schwingen::V,زنګېدل,гайдацца
882,schwingen::V,زنګېدل,калыхацца
883,fallen::V,ولېدل,падаць
884,brennen::V,سوځېدل,гарэць
885,rauchen::V,لوګی کول,дымець
886,regnen::V,باران اورېدل,дажджыць
887,gefrieren::V,کنګل نيول,замерзнуць
888,tauen::V,وېلې کېدل,раставаць
889,schmelzen::V,وېلې کېدل,плавіцца
890,trocknen::V,وچېدل,сохнуць
891,sieden::V,اېشېدل,кіпець
892,faulen::V,خرابېدل,гнісці
893,verfaulen::V,ورستېدل,згнісці
894,reißen::V,شلېدل,ірвацца
895,versinken::V,ډوېېدل,тануць
896,vergehen::V,تېرېدل,праходзіць
897,erscheinen::V,ښکارېدل,зʼявіцца
898,verschwinden::V,ورکېدل,знікнуць
899,sinken::V,ښکته کېدل,спадаць
900,abnehmen::V,کمېدل,паменшыцца
901,zunehmen::V,زیاتېدل,павялічвацца
902,steigen::V,جګېدل,паднімацца
903,steigen::V,پورته کېدل,паднімацца
904,wachsen::V,وده کول,расці
905,glänzen::V,ځلېدل,блішчаць
906,funkeln::V,پړکېدل,бліскаць
907,lärmen::V,غال و غول کول,шумець
908,läuten::V,زنګ وهل,званіць
909,klingeln::V,زنګ وهل,званіць
910,klirren::V,کړنګېدل,бразгаць
911,brausen::V,تلاطم کول,бушаваць
912,rauschen::V,شڼهار کول,шастаць
913,klingen::V,آواز کول,гучаць
914,bellen::V,غپېدل,брахаць
915,heulen::V,انګلل,выць
916,blasen::V,پو کول,дзьмухнуць
917,pfeifen::V,شپېلک وهل,свістаць
918,schreien::V,ناره کول,крычаць
919,stöhnen::V,زګېروی کول,стагнаць
920,zittern::V,لړزېدل,дрыжаць
921,leben::V,ژوند کول,жыць
922,geboren werden::V,زېږېدل,нарадзіцца
923,atmen::V,ساه کښل,дыхаць
924,atmen::V,تنفس کول,дыхаць
925,trinken::V,څښل,піць
926,essen::V,خوړل,есці
927,schlucken::V,غړپول,глытаць
928,müde werden::V,ستړی کېدل,стаміцца
929,einschlafen::V,ویده کېدل,заснуць
930,schlafen::V,خوب کول,спаць
931,aufwachen::V,ویښېدل,рассыпацца
932,aufstehen::V,پاڅېدل,устаць
933,sich erholen::V,استراحت کول,адпачываць
934,krank werden::V,رنځورېدل,захварэць
935,krank sein::V,ناجوړېدل,хварэць
936,schmerzen::V,خوږېدل,балець
937,schmerzen::V,درد کول,балець
938,husten::V,ټوخېدل,кашляць
939,genesen::V,رغېدل,паправіцца
940,genesen::V,رغېدل,паздаравець
941,sterben::V,مړل,памерці
942,umkommen::V,تلفېدل,загінуць
943,sich bewegen::V,چلېدل,рухацца
944,sich bewegen::V,حرکت کول,рухацца
945,sich rühren::V,ښورېدل,варушыцца
946,sich erheben::V,درېدل,устаць
947,sich setzen::V,کښېنستل,сесці
948,hinfallen::V,لوېدل,упасці
949,laufen::V,منډې وهل,хадзіць
950,schreiten::V,قدم ایښودل,шагаць
951,schreiten::V,قدم ایښودل,крочыць
952,spazierengehen::V,چکر وهل,гуляць
953,eilen::V,بېړه کول,спяшацца
954,sich beeilen::V,عجله کول,спяшацца
955,sausen::V,ځغستل,імчацца
956,rennen::V,زغلېدل,бегаць
957,springen::V,ټوپ وهل,скакаць
958,klettern::V,ختل,лазіць
959,schaukeln::V,زنګېدل,гайдацца
960,kriechen::V,خاپوړی وهل,поўзаць
961,schwimmen::V,لامبو وهل,плаваць
962,tauchen::V,غوټه وهل,ныраць
963,rudern::V,پارو وهل,веславаць
964,fahren::V,تلل,ехаць
965,fliegen::V,الوتل,лятаць
966,gehen::V,تلل,ісці
967,weggehen::V,بهر وتل,пайсці
968,abfahren::V,تلل,адʼяжджаць
969,anhalten::V,ودرېدل,спыніцца
970,anhalten::V,ودرېدل,затрымацца
971,hineingehen::V,داخلېدل,уваходзіць
972,eintreten::V,ننوتل,увайсці
973,kommen::V,راتلل,прыйсці
974,ankommen::V,رسېدل,прыбыць
975,zurückkommen::V,بېرته راتلل,вярнуцца
976,bleiben::V,پاتې کېدل,застацца
977,warten::V,انتظار وېستل,чакаць
978,erwarten::V,انتظار کول,чакаць
979,suchen::V,لټول,шукаць
980,finden::V,میندل,знайсці
981,finden::V,پیدا کول,знайсці
982,versuchen::V,هڅه کول,прабаваць
983,vorbereiten::V,چمتوکول,падрыхтаваць
984,lieben::V,مینه لرل,кахаць
985,mögen::V,خوښول,любіць
986,mögen::V,علاقه لرل,любіць
987,lachen::V,خندېدل,смяяцца
988,rühren::V,اغېزه کول,расчуліць
989,weinen::V,ژړل,плакаць
990,schimpfen::V,ښکنځا کول,лаяцца
991,sich ärgern::V,قهر راتلل,сердаваць
992,sich fürchten::V,ډارېدل,баяцца
993,fürchten::V,ډارېدل,баяцца
994,fliehen::V,تښتېدل,уцякаць
995,flüchten::V,تښتېدل,уцячы
996,sehen::V,لیدل,бачыць
997,anschauen::V,کتل,паглядзець
998,ansehen::V,ننداره کول,глядзець
999,hören::V,اورېدل,чуць
1000,zuhören::V,غوږ نیول,слухаць
1001,probieren::V,څکه کول,каштаваць
1002,probieren::V,چاشنی کول,каштаваць
1003,riechen::V,بويول,нюхаць
1004,fühlen::V,حسول,адчуваць
1005,scheinen::V,ښکارېدل,здавацца
1006,zu sehen sein::V,ښکارېدل,віднецца
1007,vernehmen::V,خبرېدل,пачуць
1008,frieren::V,ساړه کېتل,мёрзнуць
1009,tun::V,کول,рабіць
1010,können::V,کولای شول,умець
1011,können::V,د لاسه کېدل,умець
1012,wollen::V,غوښتل,хацець
1013,anfangen::V,شروع کول,пачаць
1014,beenden::V,ختمول,закончыць
1015,beenden::V,پای ته رسول,закончыць
1016,aufhören::V,بس کول,перастаць
1017,gelingen::V,موفق کېدل,удацца
1018,gelingen::V,بریالی کېدل,удацца
1019,geraten::V,کېدل,аказацца
1020,öffnen::V,خلاصول,адчыніць
1021,öffnen::V,پرانیستل,адчыніць
1022,schließen::V,تړل,зачыніць
1023,stellen::V,ایښودل,паставіць
1024,setzen::V,کښېنول,пасадзіць
1025,legen::V,ایښودل,класці
1026,berühren::V,لاس وهل,чапаць
1027,verbinden::V,تړل,звязаць
1028,bedecken::V,پوښول,накрыць
1029,aufhängen::V,ځوړندول,павесіць
1030,anzünden::V,بلول,запаліць
1031,aufheben::V,پورته کول,падняць
1032,zurücklassen::V,پرېښودل,пакінуць
1033,verlieren::V,ورکول,згубіць
1034,fallen lassen::V,له لاسه لوېدل,упусціць
1035,machen::V,کول,зрабіць
1036,herstellen::V,جوړول,вырабіць
1037,herstellen::V,توليدول,вырабіць
1038,bauen::V,جوړول,будаваць
1039,reparieren::V,ترمیمول,правіць
1040,verbessern::V,اصلاح کول,палепшыць
1041,ändern::V,تغیر ورکول,змяніць
1042,graben::V,کيندل,капаць
1043,beugen::V,ټیټول,сагнуць
1044,biegen::V,کږول,пагнуць
1045,drehen::V,ګرځول,вярцець
1046,wenden::V,اړول,павярнуць
1047,umdrehen::V,اړول,перавярнуць
1048,heben::V,جګول,падымаць
1049,heben::V,پورته کول,падымаць
1050,hochheben::V,جګول,падняць
1051,ergreifen::V,نیول,схапіць
1052,ergreifen::V,نیول,схваціць
1053,halten::V,نیول,трымаць
1054,drücken::V,کښېکښل,націскаць
1055,schieben::V,پوری وهل,пхаць
1056,schieben::V,پوری وهل,штурхаць
1057,kratzen::V,ګرول,скрэбці
1058,lecken::V,څټل,лізаць
1059,beißen::V,چیچل,кусаць
1060,abreißen::V,شکول,адарваць
1061,abschneiden::V,پرېکول,адрэзаць
1062,binden::V,تړل,вязаць
1063,stecken::V,ټومبل,уваткнуць
1064,brechen::V,ماتول,зламаць
1065,klopfen::V,ټکول,стукаць
1066,hauen::V,ټکول,біць
1067,kleben::V,نښلول,клеіць
1068,kleben::V,سرېښول,клеіць
1069,reiben::V,مږل,церці
1070,streichen::V,مښل,намазаць
1071,schleifen::V,تېره کول,тачыць
1072,schneiden::V,غوڅول,рэзаць
1073,schneiden::V,پرېکول,рэзаць
1074,rütteln::V,خوڅول,хістаць
1075,schütteln::V,ښورول,трэсці
1076,schwenken::V,خوڅول,махаць
1077,schütten::V,اچول,наліць
1078,schütten::V,تویول,наліць
1079,füllen::V,ډکول,напоўніць
1080,einwickeln::V,پېچل,загарнуць
1081,einwickeln::V,نغښتل,загарнуць
1082,tragen::V,وړل,несці
1083,schleppen::V,وړل,цягнуць
1084,ziehen::V,کښل,цягнуць
1085,aufbewahren::V,ساتل,захоўваць
1086,werfen::V,اچول,кідаць
1087,werfen::V,غورځول,кідаць
1088,fangen::V,نیول,лавіць
1089,fangen::V,ګیرول,лавіць
1090,packen::V,نیول,схапіць
1091,packen::V,نیول,схваціць
1092,verstecken::V,پټول,схаваць
1093,teilen::V,وېشل,раздзяліць
1094,teilen::V,تقسیمول,раздзяліць
1095,schicken::V,لېږل,пасылаць
1096,schicken::V,استول,пасылаць
1097,bringen::V,راوړل,прынесці
1098,hinzufügen::V,زیاتول,дабавіць
1099,bekommen::V,حاصلول,дастаць
1100,erhalten::V,اخیستل,атрымаць
1101,nehmen::V,نیول,ўзяць
1102,nehmen::V,اخيستل,ўзяць
1103,wählen::V,خوښول,выбраць
1104,auswählen::V,چنده کول,адабраць
1105,bewahren::V,ساتل,захаваць
1106,behindern::V,مانع کېدل,перашкаджаць
1107,behindern::V,ممانعت کول,перашкаджаць
1108,verderben::V,خرابېدل,сапсаваць
1109,beschädigen::V,ورانول,пашкодзіць
1110,zerbrechen::V,ماتول,разбіць
1111,zerreißen::V,څیرې کول,разадраць
1112,zerstören::V,ړنګول,разбурыць
1113,zerstören::V,ورانول,разбурыць
1114,verbrennen::V,سوځول,спаліць
1115,geben::V,ورکول,даць
1116,reichen::V,ورکول,перадаць
1117,schenken::V,بښل,дарыць
1118,versprechen::V,لوز کول,абяцаць
1119,wünschen::V,غوښتل,жадаць
1120,loben::V,ستایل,хваліць
1121,loben::V,تمجید کول,хваліць
1122,küssen::V,ښکلول,цалаваць
1123,wiegen::V,زنګول,гушкаць
1124,wiegen::V,زنګول,калыхаць
1125,zudecken::V,پوښول,накрыць
1126,wecken::V,ويښول,пабудзіць
1127,zeigen::V,ښودل,паказаць
1128,führen::V,بیول,весці
1129,lehren::V,درس ورکول,вучыць
1130,lehren::V,تعلیم ورکول,вучыць
1131,unterrichten::V,درس ورکول,выкладаць
1132,aufziehen::V,روزل,выхаваць
1133,leiten::V,رهبری کول,кіраваць
1134,leiten::V,لارښوونه کول,кіраваць
1135,antreiben::V,چټک کول,падганяць
1136,lassen::V,اړکول,прымусіць
1137,einladen::V,بلل,запрасіць
1138,vereinigen::V,متحد کول,абʼяднаць
1139,vereinigen::V,یوځای کول,абʼяднаць
1140,besuchen::V,کتنه کول,наведаць
1141,treffen::V,ليدل,сустрэць
1142,treffen::V,تلقی کول,сустрэць
1143,sich versammeln::V,راغونډېدل,сабрацца
1144,spielen::V,لوبه کول,гуляць
1145,singen::V,سندرې وېل,пець
1146,singen::V,سندرې وېل,спяваць
1147,tanzen::V,ګډېدل,танцаваць
1148,sich trennen::V,بېلېدل,расстацца
1149,verlassen::V,ترک کول,пакінуць
1150,retten::V,نجات ورکول,выратаваць
1151,bewachen::V,ساتل,ахоўваць
1152,bewachen::V,حفاظت کول,ахоўваць
1153,schützen::V,ژغورل,уберагаць
1154,verteidigen::V,دفاع کول,абараніць
1155,sich schlagen::V,جنګېدل,біцца
1156,sich schlagen::V,جنګېدل,драцца
1157,schießen::V,ویشتل,страляць
1158,siegen::V,غالبېدل,перамагчы
1159,ärgern::V,خپه کول,злаваць
1160,schlagen::V,وهل,ударыць
1161,treten::V,په لغته وهل,штурхаць
1162,stechen::V,ټومبل,укалоць
1163,stoßen::V,ټېل وهل,папхнуць
1164,stoßen::V,پوری وهل,папхнуць
1165,stehlen::V,تښتول,украсці
1166,stehlen::V,غلا کول,украсці
1167,stören::V,ماتول,перашкодзіць
1168,belästigen::V,ځورول,дакучаць
1169,belästigen::V,تکلیف ورکول,дакучаць
1170,verbergen::V,پټول,скрыць
1171,verbergen::V,پټول,схаваць
1172,täuschen::V,تېرایستل,падмануць
1173,täuschen::V,خطا ایستل,падмануць
1174,betrügen::V,غولول,змахляваць
1175,töten::V,وژل,забіць
1176,töten::V,مړ کول,забіць
1177,wohnen::V,اوسېدل,жыць
1178,arbeiten::V,کار کول,працаваць
1179,sammeln::V,راټولول,сабраць
1180,sammeln::V,راغونډول,сабраць
1181,pflücken::V,شکول,зрываць
1182,jagen::V,ښکار کول,паляваць
1183,fischen::V,کب نيول,рыбачыць
1184,fassen::V,نیول,злавіць
1185,fassen::V,ګیرول,злавіць
1186,hüten::V,پوول,пасвіць
1187,treiben::V,بیول,гнаць
1188,anbinden::V,تړل,прывязаць
1189,füttern::V,خوراک ورکول,карміць
1190,melken::V,لوشل,даіць
1191,hacken::V,پی کول,сячы
1192,gießen::V,اوبه کول,паліць
1193,reifen::V,رسېدل,паспець
1194,zubereiten::V,تیارول,зварыць
1195,zubereiten::V,تیارول,згатаваць
1196,kochen::V,پخول,варыць
1197,backen::V,پخول,пячы
1198,braten::V,وريتول,смажыць
1199,umrühren::V,لړل,перамяшаць
1200,stricken::V,اوبدل,вязаць
1201,nähen::V,ګنډل,шыць
1202,färben::V,رنګول,пафарбаваць
1203,reinigen::V,صافول,ачысціць
1204,waschen::V,مینځل,мыць
1205,abwischen::V,وچول,выцерці
1206,spülen::V,کنګالول,паласкаць
1207,fegen::V,جارو کول,падмятаць
1208,kehren::V,جارو کول,месці
1209,baden::V,لمبېدل,купацца
1210,sich waschen::V,ځان مينځل,мыцца
1211,ausziehen::V,کښل,зняць
1212,ausziehen::V,ایستل,зняць
1213,anziehen::V,اغوستل,надзець
1214,sich anziehen::V,کالی اغوستل,адзецца
1215,kämmen::V,ګمنځول,прычасаць
1216,schmücken::V,ښکلی کول,аздобіць
1217,sagen::V,وېل,сказаць
1218,sprechen::V,وېل,гаварыць
1219,sprechen::V,غږېدل,гаварыць
1220,reden::V,ګړېدل,размаўляць
1221,reden::V,خبرې کول,размаўляць
1222,sich unterhalten::V,خبری کول,гутарыць
1223,fragen::V,پوښتنه کول,спытаць
1224,bitten::V,غوښتل,прасіць
1225,erzählen::V,کيسه کول,расказаць
1226,erzählen::V,حکايت کول,расказаць
1227,mitteilen::V,خبرول,паведаміць
1228,mitteilen::V,خبر ورکول,паведаміць
1229,nennen::V,نوم ايښودل,назваць
1230,rufen::V,بلل,зваць
1231,prahlen::V,لاپې وهل,хваліцца
1232,übersetzen::V,ژباړل,перакласці
1233,übersetzen::V,ترجمه کول,перакласці
1234,denken::V,فکر کول,думаць
1235,glauben::V,باور کول,верыць
1236,bemerken::V,لیدل,заўважыць
1237,erkennen::V,پېژندل,пазнаць
1238,begreifen::V,رسېدل,спасцігнуць
1239,begreifen::V,پوهېدل,спасцігнуць
1240,verstehen::V,پوهېدل,пачуць
1241,lernen::V,زده کول,вучыцца
1242,lernen::V,درس لوستل,вучыцца
1243,wissen::V,پوهېدل,знаць
1244,sich erinnern an::V,یادول,памятаць
1245,sich erinnern an::V,په یاد راوړل,памятаць
1246,vergessen::V,هېرول,забыць
1247,messen::V,اندازه کول,мераць
1248,zählen::V,شمارل,лічыць
1249,rechnen::V,حسابول,лічыць
1250,lesen::V,لوستل,чытаць
1251,malen::V,رسمول,маляваць
1252,zeichnen::V,رسمول,рысаваць
1253,schreiben::V,لیکل,пісаць
1254,besitzen::V,لرل,мець
1255,kaufen::V,رانیول,купіць
1256,verkaufen::V,خرڅول,прадаць
1257,bezahlen::V,تأدیه کول,заплаціць
1258,zahlen::V,کسات اخيستل,плаціць
1259,beherrschen::V,تسلط لرل,уладаць
1260,beherrschen::V,تسلط لرل,валодаць
1261,ertragen::V,زغمل,выцерпець
1262,Barsch::N,,акунь
1263,Hecht::N,,шчупак
