,Concept_ID,ku,be
112,Quelle::N,kanî,крыніца
113,Bach::N,çem,ручай
114,Fluss::N,çem,рака
115,Fluss::N,rûbar,рака
116,Ufer::N,kevî,бераг
117,Küste::N,berav,узбярэжжа
118,Festland::N,bejahî,суша
119,Meer::N,behr,мора
120,Bucht::N,derav,бухта
121,Insel::N,girav,востраў
122,Blume::N,kulînk,кветка
123,Gras::N,giha,трава
124,Wurzel::N,reh,корань
125,Baum::N,dar,дрэва
126,Stamm::N,bavik,ствол
127,Rinde::N,qaqil,кара
128,Ast::N,gulî,сук
129,Zweig::N,şax,галіна
130,Blatt::N,pel,ліст
131,Birke::N,dara sipî,бяроза
132,Kiefer[Baum]::N,dara bî,хвоя
133,Kiefer[Baum]::N,dara bî,сасна
134,Weide[Baum]::N,dara belalûk,вярба
135,Tanne::N,merx,яліна
136,Horn::N,strô,рог
137,Feder::N,pîrtîk,пяро
138,Fell::N,heyar,шкура
139,Flügel::N,per,крыло
140,Klaue::N,napîk,кіпцюр
141,Kralle::N,dinik,лапа
142,Kralle::N,dirnax,лапа
143,Schwanz::N,dûv,хвост
144,Ei::N,hêk,яйка
145,Nest::N,hêlîn,гняздо
146,Bau::N,avahî,нара
147,Tier::N,heywan,жывёла
148,Herde::N,hoz,статак
149,Kuh::N,çêlek,карова
150,Bulle::N,ga,бык
151,Pferd::N,hesp,конь
152,Schaf::N,mîh,авечка
153,Schwein::N,beraz,свіння
154,Hund::N,seh,сабака
155,Katze::N,pişîk,кошка
156,Bär::N,hirç,мядзведзь
157,Eichhörnchen::N,pilûr,вавёрка
158,Elch::N,pazkovî,лось
159,Fuchs::N,rovî,ліса
160,Hase::N,kîroşk,заяц
161,Maus::N,mişk,мыш
162,Wolf::N,gur,воўк
163,Vogel::N,çûk,птах
164,Vogel::N,çûk,птушка
165,Schwarm::N,lufik,чарада
166,Huhn::N,mirîşk,курыца
167,Hahn::N,dîk,певень
168,Gans::N,qaz,гусь
169,Adler::N,eylo,арол
170,Ente::N,werdek,качка
171,Eule::N,bûm,сава
172,Eule::N,kund,сава
173,Kranich::N,quling,жораў
174,Kranich::N,quling,журавель
175,Krähe::N,qijik,варона
176,Kuckuck::N,pepûk,зязюля
177,Schwan::N,qû,лебедзь
178,Fisch::N,masî,рыба
179,Barsch::N,okûn,акунь
180,Hecht::N,mesîyê lûf,шчупак
181,Schlange[Tier]::N,mar,змяя
182,Wurm::N,kurm,чарвяк
183,Spinne::N,pîrê,павук
184,Ameise::N,mîro,мурашка
185,Ameise::N,gêrîk,мурашка
186,Laus::N,spi,вош
187,Mücke::N,mêş,камар
188,Fliege::N,mêş,муха
189,Schmetterling::N,perperîk,матыль
190,Beere::N,hirç,ягада
191,Apfel::N,sêv,яблык
192,Pilz::N,bîrov,грыб
193,Zwiebel::N,pîvaz,цыбуля
194,Saat::N,tov,семя
195,Korn::N,dexl,зерне
196,Heu::N,sap,сена
197,Schale::N,qaşik,шалупінне
198,Grube::N,çahl,яма
199,Falle::N,dafik,пастка
200,Schlinge::N,dahf,сіло
201,Spur::N,rêç,след
202,Asche::N,xweli,попел
203,Dreck::N,gemarî,бруд
204,Eisen::N,hesing,жалеза
205,Gold::N,zêr,золата
206,Silber::N,zîv,сребра
207,Kohle::N,komir,вугаль
208,Glas::N,qedeh,шкло
209,Lehm::N,kelpîç,гліна
210,Sand::N,qûm,пясок
211,Mensch::N,mirov,чалавек
212,Mann::N,mêr,мужчына
213,Frau::N,jin,жанчына
214,Kind::N,zarok,дзіця
215,Junge::N,kur,хлопчык
216,Mädchen::N,keç,дзяўчынка
217,Mädchen::N,keçik,дзяўчынка
218,Familie::N,malbat,сямʼя
219,Großvater::N,bapîr,дзядуля
220,Großmutter::N,pîrik,бабуля
221,Eltern::N,bavudê,бацькі
222,Vater::N,bav,бацька
223,Mutter::N,dê,маці
224,Mutter::N,dayik,маці
225,Sohn::N,kur,сын
226,Tochter::N,keç,дачка
227,Bruder::N,bira,брат
228,Schwester::N,xweh,сястра
229,Onkel::N,am,дзядзька
230,Onkel::N,xal,дзядзька
231,Tante::N,metik,цётка
232,Tante::N,xaltîk,цётка
233,Ehemann::N,mêr,муж
234,Ehefrau::N,kulfet,жонка
235,Freude::N,kêfxweşî,радасць
236,Gelächter::N,pîrqînî,смех
237,Glück::N,bext,шчасце
238,Kummer::N,derd,гора
239,Wunsch::N,daxwaz,жаданне
240,Wunsch::N,xwestek,жаданне
241,Lust::N,şewq,цяга
242,Geist::N,aqil,дух
243,Gedanke::N,fikir,думка
244,Gedächtnis::N,aqil,памяць
245,Verstand::N,fêm,розум
246,Sinn::N,aqil,сэнс
247,Grund::N,asas,зачэпка
248,Wahrheit::N,rastî,праўда
249,Gespräch::N,guftûgo,размова
250,Märchen::N,çirok,казка
251,Erzählung::N,çirok,расказ
252,Erzählung::N,çirok,апавяданне
253,Erzählung::N,vegotin,расказ
254,Erzählung::N,vegotin,апавяданне
255,Nachricht::N,nûçe,вестка
256,Nachricht::N,nûçe,паведамленне
257,Neuigkeit::N,hewal,навіна
258,Name::N,nav,імя
259,Name::N,paşnav,імя
260,Rätsel::N,tiştonek,загадка
261,Rede::N,gotar,прамова
262,Rede::N,axavtin,прамова
263,Sprache::N,ziman,мова
264,Stimme::N,pejn,голас
265,Wort::N,gotin,слова
266,Zeichen::N,şanek,знак
267,Ruf::N,hawar,кліч
268,Lärm::N,xarbalix,шум
269,Laut::N,deng,гук
270,Laut::N,hês,гук
271,Ton::N,awaz,гучанне
272,Lied::N,sitran,песня
273,Ruhe::N,rihetî,спакой
274,Leute::N,xelk,людзі
275,Volk::N,xelk,народ
276,Arbeit::N,xebat,праца
277,Arbeit::N,xebat,работа
278,Gast::N,mêvan,госць
279,Geschenk::N,diyarî,падарунак
280,Spiel::N,lîstik,гульня
281,Gesellschaft::N,komal,таварыства
282,Hilfe::N,alîkarî,дапамога
283,Freund::N,heval,друг
284,Freund::N,heval,сябар
285,Kamerad::N,heval,прыяцель
286,Angelegenheit::N,pirsgirêk,справа
287,Anzahl::N,çend,колькасць
288,Art::N,çeh,від
289,Stück::N,lib,кусок
290,Stück::N,lib,кавалак
291,Stück::N,parçe,кусок
292,Stück::N,parçe,кавалак
293,Teil::N,parçe,частка
294,Hälfte::N,nîvî,палова
295,Hälfte::N,nîvî,палавіна
296,Kreis::N,çemil,круг
297,Kreuz::N,xaç,крыж
298,Linie::N,xezik,лінія
299,Strich::N,xezik,рыса
300,Abstand::N,dûrahî,прамежак
301,Entfernung::N,dûrahî,адлегласць
302,Gegend::N,dever,мясцовасць
303,Platz::N,çih,месца
304,Ort::N,dever,месца
305,Seite::N,rûpel,бок
306,Mitte::N,nav,сярэдзіна
307,Mitte::N,nabênê,сярэдзіна
308,Gegenstand::N,tişt,прадмет
309,Sache::N,tişt,рэч
310,Rand::N,kevî,край
311,Kante::N,kevî,руб
312,Kante::N,kevî,кант
313,Ecke::N,qunç,вугал
314,Spitze::N,derzî,кончык
315,Ende::N,talî,канец
316,Loch::N,qul,дзірка
317,Winkel::N,kurnîşk,вугал
318,Muster::N,desen,узор
319,Größe::N,mezinî,памер
320,Länge::N,dirêjahî,даўжыня
321,Höhe::N,bilindayî,вышыня
322,Gewicht::N,giranî,вага
323,Menge::N,qas,колькасць
324,Haufen::N,lod,куча
325,Reihe::N,rêz,рад
326,Boot::N,kelek,лодка
327,Ruder::N,bêrik,вясло
328,Schlitten::N,xîjik,сані
329,Ski::N,lakan,лыжа
330,Lagerfeuer::N,agir,вогнішча
331,Last::N,bar,цяжар
332,Gang::N,fîtêz,ход
333,Schritt::N,gav,шаг
334,Schritt::N,gav,крок
335,Norden::N,bakur,поўнач
336,Süden::N,başur,поўдзень
337,Westen::N,rojava,захад
338,Osten::N,rojhilat,усход
339,Holz::N,dep,дрэва
340,Holz::N,dep,драўніна
341,Brett::N,dep,дошка
342,Platte::N,dep,пліта
343,Stütze::N,destek,падпорка
344,Stange::N,sing,жэрдка
345,Stock::N,çam,палка
346,Stab::N,qat,шост
347,Rohr::N,borî,труба
348,Haus::N,mal,дом
349,Haus::N,xanî,дом
350,Heim::N,mal,дом
351,Heim::N,mal,хата
352,Ofen::N,sobe,печ
353,Fußboden::N,binpê,падлога
354,Tisch::N,mase,стол
355,Stuhl::N,kursî,стул
356,Stuhl::N,kursî,крэсла
357,Wiege::N,derguş,калыска
358,Bett::N,qerewêle,ложак
359,Bett::N,qerewêle,пасцель
360,Regal::N,rêbaz,паліца
361,Kiste::N,sindoq,скрынка
362,Fenster::N,çam,акно
363,Fenster::N,şibeke,акно
364,Tür::N,derî,дзверы
365,Tor::N,derge,вароты
366,Zaun::N,hejik,агароджа
367,Dach::N,sere xanî,дах
368,Leiter::N,pêling,лесвіца
369,Besen::N,melkes,мятла
370,Spaten::N,mer,лапата
371,Spaten::N,mer,жалязняк
372,Schaufel::N,bêr,шуфлік
373,Schaufel::N,bêr,лапатка
374,Gabel::N,çetel,відэлец
375,Löffel::N,kevçî,лыжка
376,Messer::N,kêr,нож
377,Nagel::N,bizmar,цвік
378,Netz::N,tor,сетка
379,Haken::N,çenqel,крук
380,Griff::N,destî,ручка
381,Schloss::N,qonax,замок
382,Bild::N,dimen,карціна
383,Figur::N,figûr,фігура
384,Puppe::N,bûk,лялька
385,Beutel::N,kîsik,мяшок
386,Bündel::N,pêçek,вязка
387,Tasche::N,bêrîk,торба
388,Eimer::N,dewl,вядро
389,Deckel::N,devik,накрыўка
390,Geschirr::N,ferax,пасуда
391,Sack::N,tûr,мех
392,Tasse::N,kada,кубак
393,Topf::N,beroş,каструля
394,Kessel::N,şîril,кацёл
395,Essen::N,xwarin,ежа
396,Nahrung::N,xwarin,харч
397,Speise::N,xwarin,страва
398,Fleisch::N,goşt,мяса
399,Getreide::N,zad,збожжа
400,Brei::N,hewdêl,каша
401,Brot::N,,хлеб
402,Scheibe::N,parçe,луста
403,Scheibe::N,parçe,скібка
404,Fett::N,rûn,тлушч
405,Butter::N,rûn,масла
406,Öl::N,rûn,алей
407,Salz::N,xwe,соль
408,Suppe::N,şorbe,суп
409,Honig::N,hingiv,мёд
410,Milch::N,şîr,малако
411,Tee::N,çay,чай
412,Tee::N,çay,гарбата
413,Leder::N,çerm,скура
414,Wolle::N,herî,воўна
415,Stoff::N,paç,тканіна
416,Nadel::N,derzî,іголка
417,Faden::N,ta,нітка
418,Knopf::N,bişkok,гузік
419,Knoten::N,girêk,вузел
420,Farbe::N,boyax,фарба
421,Kleidung::N,çil,адзенне
422,Hemd::N,qutik,кашуля
423,Hemd::N,miltan,кашуля
424,Kragen::N,stûvang,каўнер
425,Ärmel::N,hûçik,рукаў
426,Hose::N,şewel,штаны
427,Gürtel::N,qayiş,пояс
428,Mütze::N,fîno,шапка
429,Schuh::N,şêkal,чаравік
430,Stiefel::N,gizme,бот
431,Stiefel::N,çizme,бот
432,Ring::N,xelek,кольца
433,Band::N,band,стужка
434,Kamm::N,şeh,расчоска
435,Spiegel::N,eynik,люстра
436,Riemen::N,qayiş,рэмень
437,Schnur::N,doxin,вяроўка
438,Leine::N,şirît,павадок
439,Decke::N,bataniye,коўдра
440,Kissen::N,balgî,падушка
441,Tuch::N,şar,хустка
442,Handtuch::N,dezmal,ручнік
443,Kraft::N,hêz,сіла
444,Kraft::N,qewet,сіла
445,Stärke::N,xurtî,моц
446,Gesundheit::N,nojdarî,здароўе
447,Krankheit::N,nexweşî,хвароба
448,Schmerz::N,êş,боль
449,Wunde::N,kul,рана
450,Fieber::N,ta,гарачка
451,Fieber::N,ta,ліхаманка
452,Arznei::N,derman,лекі
453,Brücke::N,kopî,мост
454,Brunnen::N,çal,калодзеж
455,Brunnen::N,kani,калодзеж
456,Weide::N,beyar,паша
457,Pfad::N,xaçirek,сцежка
458,Weg::N,rê,шлях
459,Weg::N,rê,дарога
460,Straße::N,rê,вуліца
461,Dorf::N,gund,вёска
462,Stadt::N,baçar,горад
463,Brief::N,name,ліст
464,Brief::N,name,пісьмо
465,Buch::N,kitêb,кніга
466,Buch::N,pirtûk,кніга
467,Buchstabe::N,herf,літара
468,Zeitung::N,rojname,газета
469,Leben::N,jiyan,жыццё
470,Tod::N,mirin,смерць
471,Grab::N,mezel,магіла
472,Kirche::N,gilyas,касцёл
473,Kirche::N,gilyas,царква
474,Sünde::N,guneh,грэх
475,Gott::N,xwedê,бог
476,Arbeiter::N,hîşçî,рабочы
477,Chef::N,bêg,начальнік
478,Meister::N,hoste,майстар
479,Arzt::N,doktor,урач
480,Lehrer::N,mamoste,настаўнік
481,Geld::N,pere,грошы
482,Geschäft::N,firoşgeh,заняцце
483,Laden::N,dikan,крама
484,Laden::N,dikan,магазін
485,Preis::N,buha,цана
486,Ware::N,tişt,тавар
487,Nutzen::N,fêde,выгада
488,Reichtum::N,serwet,багацце
489,Welt::N,dinya,свет
490,Land::N,welat,краіна
491,Staat::N,dewlet,дзяржава
492,König::N,şah,кароль
493,König::N,qral,кароль
494,Macht::N,qewet,улада
495,Macht::N,destihilat,улада
496,Grenze::N,kevî,граніца
497,Krieg::N,çeng,вайна
498,Krieg::N,sêwaş,вайна
499,Feind::N,dijmin,вораг
500,Gewalt::N,zor,насілле
501,Kampf::N,şer,барацьба
502,Bogen[Waffe]::N,kêvan,лук
503,Pfeil::N,çîrik,страла
504,Gewehr::N,tifing,ружжо
505,Fehler::N,şaşî,памылка
506,Lüge::N,derew,хлусня
507,Schaden::N,xisar,шкода
508,Unglück::N,bêbextî,ліха
509,Unglück::N,bêbextî,бядота
510,Schuld::N,suç,віна
511,Alter::N,temen,узрост
512,Schluss::N,girtin,канец
513,Zeit::N,çax,час
514,Tag::N,roj,дзень
515,Morgen::N,sibeh,ранак
516,Morgen::N,sibeh,раніца
517,Mittag::N,nîro,паўдня
518,Mittag::N,nîro,поўдзень
519,Abend::N,êvar,вечар
520,Nacht::N,şev,ноч
521,Woche::N,heftî,тыдзень
522,Monat::N,meh,месяц
523,Jahr::N,sal,год
524,Frühling::N,bihar,вясна
525,Sommer::N,havîn,лета
526,Herbst::N,payîz,восень
527,Winter::N,zistan,зіма
528,Januar::N,çile,студзень
529,Februar::N,sibat,люты
530,März::N,adar,сакавік
531,April::N,nîsan,красавік
532,Mai::N,gûlan,май
533,Mai::N,gûlan,травень
534,Juni::N,hezîran,чэрвень
535,Juli::N,tîmeh,ліпень
536,August::N,tebax,жнівень
537,September::N,îlon,верасень
538,Oktober::N,çotmeh,кастрычнік
539,November::N,mijdar,лістапад
540,Dezember::N,kanûn,снежань
541,Montag::N,duşemb,панядзелак
542,Dienstag::N,sêşem,аўторак
543,Mittwoch::N,çarşemb,серада
544,Donnerstag::N,pêşemb,чацвер
545,Freitag::N,în,пятніца
546,Samstag::N,şemî,субота
547,Sonntag::N,yekşemb,нядзеля
548,groß::A,mezin,вялікі
549,klein::A,çûçik,маленькі
550,lang::A,dirêj,доўгі
551,kurz::A,kin,кароткі
552,breit::A,fireh,шырокі
553,schmal::A,tenik,вузкі
554,dicht::A,gir,густы
555,dick[Gegenstand]::A,şîşman,тоўсты
556,dünn::A,zirav,тонкі
557,fein::A,tenik,тонкі
558,fest::A,saxlem,моцны
559,flach::A,pahn,плоскі
560,glatt::A,dûz,гладкі
561,glatt::A,şayîk,гладкі
562,hart::A,hişk,цвёрды
563,weich::A,nerm,мяккі
564,rund::A,gilover,круглы
565,spitz::A,pîj,спічасты
566,spitz::A,pîj,востраканцовы
567,scharf::A,tûj,востры
568,stumpf::A,ne tûj,тупы
569,schwer::A,giran,цяжкі
570,schön::A,xweş,прыгожы
571,schön::A,xweşik,прыгожы
572,heiß::A,kelandî,гарачы
573,warm::A,germ,цёплы
574,kalt::A,sar,холадны
575,kühl::A,jemîrî,халаднаваты
576,frisch::A,ter,свежы
577,feucht::A,şil,вільготны
578,nass::A,şilek,мокры
579,trocken::A,zuwa,сухі
580,voll::A,tijî,поўны
581,leer::A,vala,пусты
582,offen::A,vekirî,адкрыты
583,offen::A,vekirî,адчынены
584,geschlossen::A,asê,закрыты
585,geschlossen::A,asê,зачынены
586,sauber::A,pakij,чысты
587,schmutzig::A,lewitî,брудны
588,roh::A,xav,сыры
589,reif::A,gihaştî,спелы
590,lecker::A,xweş,смачны
591,süß::A,şîrîn,салодкі
592,bitter::A,tahl,горкі
593,sauer::A,tirş,кіслы
594,hell::A,ronî,светлы
595,dunkel::A,tarî,цёмны
596,schwarz::A,reş,чорны
597,weiß::A,sipî,белы
598,rot::A,sor,чырвоны
599,gelb::A,zer,жоўты
600,blau::A,şîn,сіні
601,grün::A,şîn,зялёны
602,grau::A,gewr,шэры
603,bunt::A,rengîn,пяресты
604,billig::A,erzan,танны
605,teuer::A,biha,дарагі
606,wertvoll::A,hêja,цэнны
607,wertvoll::A,hêja,каштоўны
608,wertvoll::A,giranbiha,цэнны
609,wertvoll::A,giranbiha,каштоўны
610,blind::A,kor,сляпы
611,taub::A,kerr,глухі
612,kräftig::A,gir,магутны
613,kräftig::A,xurt,магутны
614,stark::A,xurt,сільны
615,schwach::A,kesad,слабы
616,fett::A,qelew,тлусты
617,schlank::A,zirav,стройны
618,hübsch::A,xweşik,чароўны
619,böse::A,xerab,злы
620,böse::A,aciz,злы
621,dumm::A,gêj,дурны
622,faul::A,têmbêl,лянівы
623,fleißig::A,jêhatî,руплівы
624,geizig::A,destgirtî,прагны
625,klug::A,baqil,разумны
626,geschickt::A,zîrek,умелы
627,geschickt::A,ziring,умелы
628,lieb::A,delal,мілы
629,lustig::A,kêfxweş,вясёлы
630,sanft::A,nazenîn,ласкавы
631,hungrig::A,birçî,галодны
632,krank::A,nexweş,хворы
633,nackt::A,rût,голы
634,nackt::A,tazî,голы
635,traurig::A,xemgîn,сумны
636,lebendig::A,bisaxî,жывы
637,gut::A,baş,добры
638,schlecht::A,xerab,кепскі
639,richtig::A,rast,правільны
640,richtig::A,saxlem,правільны
641,schlimm::A,nebaş,агідны
642,wahr::A,rast,сапраўдны
643,alt::A,pîr,стары
644,alt::A,kevn,стары
645,neu::A,nû,новы
646,ehemalig::A,kevnar,былы
647,ehemalig::A,peşidar,былы
648,alt[Lebewesen]::A,pîr,стары
649,jung::A,xort,малады
650,arm::A,feqîr,бедны
651,arm::A,desteng,бедны
652,reich::A,dewlemend,багаты
653,bekannt::A,naskirî,знаёмы
654,berühmt::A,navdar,славуты
655,fremd::A,xerîb,чужы
656,verschieden::A,çîhê,розны
657,nah::A,nêzîk,блізкі
658,fern::A,dûr,далёкі
659,linker::A,çepê,левы
660,rechter::A,rastê,правы
661,anderer::A,yê din,іншы
662,anderer::A,yê din,другі
663,erster::A,yekemîn,першы
664,zweiter::A,duda,другі
665,dritter::A,sisêya,трэці
666,letzter::A,paşîn,апошні
667,allein::ADV,tenê,сам
668,allein::ADV,tenê,адзін
669,auf einmal::ADV,jar kê,адразу
670,zusammen::ADV,tev,разам
671,zusammen::ADV,bi hev re,разам
672,lange::ADV,dirêj,доўга
673,plötzlich::ADV,ji nişkave,раптам
674,sofort::ADV,yekser,зараз
675,später::ADV,paşiyê,пазней
676,jetzt::ADV,nuha,цяпер
677,heute::ADV,îro,сёння
678,morgen::ADV,sibeh,заўтра
679,bald::ADV,nêzîk,хутка
680,bald::ADV,nêzîk,неўзабаве
681,dann::ADV,paşê,потым
682,gestern::ADV,do,учора
683,einst::ADV,jar ke,аднойчы
684,damals::ADV,hîngî,тады
685,danach::ADV,piştra,затым
686,vorher::ADV,pîşî,раней
687,zuerst::ADV,bere,спярша
688,zuerst::ADV,bere,спачатку
689,einmal::ADV,çarik,адзін раз
690,manchmal::ADV,çarna,часам
691,oft::ADV,gelek çaran,часта
692,immer::ADV,daîm,заўсёды
693,niemals::ADV,tu çar,ніколі
694,hier::ADV,li vir,тут
695,hierhin::ADV,vir,сюды
696,von hier::ADV,ji vir,адсюль
697,von hier::ADV,ji vir,адгэтуль
698,dort::ADV,li wê derê,там
699,dorthin::ADV,wêda,туды
700,geradeaus::ADV,rastê rast,прама
701,vorwärts::ADV,ber bi pêş,наперад
702,rückwärts::ADV,paşpê,назад
703,zurück::ADV,paşdo,назад
704,zurück::ADV,paşvê,назад
705,unten::ADV,jêrî,унізе
706,hinab::ADV,berjêr,уніз
707,oben::ADV,banî,угары
708,oben::ADV,banî,наверсе
709,hinauf::ADV,banî,угару
710,überall::ADV,li her derê,усюды
711,nicht::ADV,ne,не
712,nicht::ADV,nîn,не
713,nicht::ADV,tine,не
714,ein wenig::ADV,hebkî,трошкі
715,kaum::ADV,tema,ледзьве
716,kaum::ADV,himangi,ледзьве
717,sehr::ADV,gelek,вельмі
718,so::ADV,weha,так
719,noch::ADV,hêj,яшчэ
720,noch::ADV,dîsa,яшчэ
721,nur::ADV,tenê,толькі
722,nur::ADV,bes,толькі
723,schon::ADV,hew,ужо
724,wieder::ADV,jar din,зноў
725,wieder::ADV,dîsa,зноў
726,vergebens::ADV,deya çun,дарма
727,vergebens::ADV,deya çun,дарэмна
728,vergebens::ADV,îfleh bûn,дарма
729,vergebens::ADV,îfleh bûn,дарэмна
730,vor::PRP,li ber,перад
731,hinter::PRP,li pişt,за
732,hinter::PRP,li pişt,ззаду
733,unter::PRP,li bin,пад
734,durch::PRP,kura,праз
735,neben::PRP,li ba,каля
736,zwischen::PRP,nabeyne,між
737,zwischen::PRP,nabeyne,паміж
738,zwischen::PRP,di nav...da,між
739,zwischen::PRP,di nav...da,паміж
740,wegen::PRP,ji bo,з-за
741,wegen::PRP,ji ber,з-за
742,dies::PRN,ev,гэта
743,das::PRN,ev,тое
744,alles::PRN,hemû,усё
745,ich::PRN,ez,я
746,du::PRN,tu,ты
747,er::PRN,wî,ён
748,wir::PRN,êm,мы
749,ihr::PRN,hûn,вы
750,sie::PRN,we,яны
751,was::FPRN,çi,што
752,wer::FPRN,ki,хто
753,wo::FADV,li ku dere,дзе
754,wohin::FADV,li ku dere,куды
755,wie::FADV,çawa,як
756,warum::FADV,çima,чаму
757,wieviel::FNUM,çend,колькі
758,eins::NUM,yek,адзін
759,zwei::NUM,didu,два
760,drei::NUM,sisê,тры
761,vier::NUM,çar,чатыры
762,fünf::NUM,penç,пяць
763,sechs::NUM,şeş,шесць
764,sieben::NUM,heft,сем
765,acht::NUM,heşt,восем
766,neun::NUM,neh,дзевяць
767,zehn::NUM,deh,дзесяць
768,elf::NUM,yazdeh,адзінаццаць
769,zwölf::NUM,diwazdeh,дванаццаць
770,zwanzig::NUM,bîst,дваццаць
771,dreißig::NUM,sih,трыццаць
772,vierzig::NUM,çil,сорак
773,fünfzig::NUM,pençi,пядзесят
774,sechzig::NUM,şêst,шесдзесят
775,siebzig::NUM,heftê,семдзесят
776,achtzig::NUM,heştê,восемдзесят
777,neunzig::NUM,nod,дзевяноста
778,hundert::NUM,sêd,сто
779,tausend::NUM,hezar,тысяча
780,und::CNJ,û,і
781,und::CNJ,û,ды
782,oder::CNJ,an,або
783,oder::CNJ,yan,або
784,stehen::V,sekinîn,стаяць
785,sitzen::V,rûniştin,сядзець
786,liegen::V,paldan,ляжаць
787,hängen::V,darve kirin,вісець
788,werden::V,bûn,стаць
789,werden::V,bûn,зрабіцца
790,passieren::V,hatin holê,трапіцца
791,passieren::V,hatin serê kesî,трапіцца
792,beginnen::V,li dest pêkirin,пачацца
793,enden::V,xalas bû,кончыцца
794,wechseln::V,guherandin,мяняцца
795,wechseln::V,dêgiş kirin,мяняцца
796,aufgehen[Sonne]::V,hilatin,узысці
797,untergehen[Sonne]::V,çun ava,зайсці
798,scheinen[Sonne]::V,şewk de,свяціць
799,donnern::V,gire-gir,грымець
800,wehen::V,ba le de,дзьмуць
801,strömen::V,xwe girtin,ліцца
802,fließen::V,herikîn,цячы
803,sich drehen::V,xwe zivirandin,круціцца
804,sich drehen::V,xwe zivirandin,варочацца
805,schwanken::V,hejandin,хістацца
806,schwingen::V,libakirin,гайдацца
807,schwingen::V,libakirin,калыхацца
808,fallen::V,ketin,падаць
809,brennen::V,şewitîn,гарэць
810,rauchen::V,kişandin,дымець
811,regnen::V,bahran tê,дажджыць
