,Concept_ID,be,bn
717,vier::NUM,чатыры,চার
718,fünf::NUM,пяць,পাঁচ
719,sechs::NUM,шесць,ছয়
720,sieben::NUM,сем,সাত
721,acht::NUM,восем,আট
722,neun::NUM,дзевяць,নয়
723,zehn::NUM,дзесяць,দশ
724,elf::NUM,адзінаццаць,এগারো
725,zwölf::NUM,дванаццаць,দ্বাদশ
726,zwanzig::NUM,дваццаць,বিশ
727,dreißig::NUM,трыццаць,ত্রিশ
728,vierzig::NUM,сорак,চল্লিশ
729,fünfzig::NUM,пядзесят,পঞ্চাশ
730,sechzig::NUM,шесдзесят,ষাট
731,siebzig::NUM,семдзесят,সত্তর
732,achtzig::NUM,восемдзесят,আশি
733,neunzig::NUM,дзевяноста,নব্বুই
734,hundert::NUM,сто,শত
735,tausend::NUM,тысяча,হাজার
736,und::CNJ,і,আর
737,und::CNJ,і,এবং
738,und::CNJ,ды,আর
739,und::CNJ,ды,এবং
740,oder::CNJ,або,বা
741,stehen::V,стаяць,দাঁড়ানো
742,sitzen::V,сядзець,বসা
743,liegen::V,ляжаць,শোয়া
744,hängen::V,вісець,ঝোলা
745,werden::V,стаць,হইয়া উঠা
746,werden::V,зрабіцца,হইয়া উঠা
747,passieren::V,трапіцца,ঘটা
748,beginnen::V,пачацца,আরম্ভ হওয়া
749,enden::V,кончыцца,শেষ হওয়া
750,wechseln::V,мяняцца,রূপাস্তর করা
751,aufgehen[Sonne]::V,узысці,উদিত হওয়া
752,untergehen[Sonne]::V,зайсці,অস্ত যাওয়া
753,scheinen[Sonne]::V,свяціць,আলো দেওয়া
754,donnern::V,грымець,বজ্রধ্বনি করা
755,wehen::V,дзьмуць,প্রবাহিত হওয়া
756,strömen::V,ліцца,প্রবাহিত হওয়া
757,fließen::V,цячы,ছুটা
758,sich drehen::V,круціцца,পাক খাওয়া
759,sich drehen::V,варочацца,পাক খাওয়া
760,schwanken::V,хістацца,দোলা
761,schwingen::V,гайдацца,দোলা
762,schwingen::V,калыхацца,দোলা
763,fallen::V,падаць,পড়া
764,brennen::V,гарэць,সেঁকা
765,rauchen::V,дымець,ধোঁয়া ছড়ান
766,regnen::V,дажджыць,বর্ষণ_করা
767,gefrieren::V,замерзнуць,হিমায়িত হওয়া
768,tauen::V,раставаць,গলা
769,schmelzen::V,плавіцца,গলা
770,trocknen::V,сохнуць,শুষ্ক করা
771,sieden::V,кіпець,ফোঁড়া
772,faulen::V,гнісці,ক্ষয় হওয়া
773,verfaulen::V,згнісці,ক্ষয় হওয়া 
774,reißen::V,ірвацца,ছিঁড়া
775,versinken::V,тануць,ডুবা
776,vergehen::V,праходзіць,যাওয়া
777,erscheinen::V,зʼявіцца,আসা
778,verschwinden::V,знікнуць,অদৃশ্য হওয়া
779,sinken::V,спадаць,হ্রাস হওয়া
780,abnehmen::V,паменшыцца,হ্রাস হওয়া
781,zunehmen::V,павялічвацца,বৃদ্ধি পাওয়া
782,steigen::V,паднімацца,ওঠা
783,wachsen::V,расці,বড় হওয়া
784,glänzen::V,блішчаць,জ্বলা
785,funkeln::V,бліскаць,জ্বল্জ্বল করা
786,lärmen::V,шумець,
787,läuten::V,званіць,রুসুঝুসু করা
788,klingeln::V,званіць,বাজা
789,klirren::V,бразгаць,টুংটাং-শব্দ করা
790,brausen::V,бушаваць,গর্জন করা
791,rauschen::V,шастаць,মর্মরধ্বনি করা
792,klingen::V,гучаць,শব্দ করা
793,bellen::V,брахаць,ঘেউ ঘেউ করা
794,heulen::V,выць,গর্জন করা
795,blasen::V,дзьмухнуць,ফুঁ দেওয়া
796,pfeifen::V,свістаць,শিস্ দেওয়া
797,schreien::V,крычаць,চিৎকার করা
798,stöhnen::V,стагнаць,গোঁ-গো করা
799,zittern::V,дрыжаць,কাঁপা
800,leben::V,жыць,বাঁচা
801,geboren werden::V,нарадзіцца,জন্মানো
802,atmen::V,дыхаць,শ্বাস ফেলা
803,trinken::V,піць,পান করা
804,essen::V,есці,ভক্ষণ করা
805,schlucken::V,глытаць,গেলা
806,müde werden::V,стаміцца,পরিশ্রান্ত হওয়া
807,einschlafen::V,заснуць,নিদ্রামগ্ন হওয়া
808,schlafen::V,спаць,নিদ্রা যাওয়া
809,aufwachen::V,рассыпацца,জাগা
810,aufstehen::V,устаць,জাগা
811,sich erholen::V,адпачываць,আরাম করা
812,krank werden::V,захварэць,অসুস্থ হত্তয়া
813,krank sein::V,хварэць,রূগ্ণ হত্তয়া
814,schmerzen::V,балець,কন্কন করা
815,husten::V,кашляць,কাশা
816,genesen::V,паправіцца,আরোগ্য হওয়া
817,genesen::V,паздаравець,আরোগ্য হওয়া
818,sterben::V,памерці,মারা যাওয়া
819,umkommen::V,загінуць,মারা যাওয়া
820,sich bewegen::V,рухацца,চলা
821,sich rühren::V,варушыцца,নড়া
822,sich erheben::V,устаць,উদিত হওয়া
823,sich setzen::V,сесці,বসা
824,hinfallen::V,упасці,পড়া
825,laufen::V,хадзіць,হাঁটা
826,schreiten::V,шагаць,হাঁটা
827,schreiten::V,крочыць,হাঁটা
828,spazierengehen::V,гуляць,পায়চারি করা
829,eilen::V,спяшацца,ত্বরাম্বিত করা
830,sich beeilen::V,спяшацца,ত্বরাম্বিত করা
831,sausen::V,імчацца,ধেয়ে যাওয়া
832,rennen::V,бегаць,চলা
833,springen::V,скакаць,লাফানো
834,klettern::V,лазіць,আরোহণ করা
835,schaukeln::V,гайдацца,দোলা
836,kriechen::V,поўзаць,হামাগুড়ি দেওয়া
837,schwimmen::V,плаваць,সাঁতার কাটা
838,tauchen::V,ныраць,ডোবা
839,rudern::V,веславаць,দাঁড় টানা
840,fahren::V,ехаць,চালান
841,fliegen::V,лятаць,ওড়া
842,gehen::V,ісці,যাওয়া
843,weggehen::V,пайсці,প্রস্থান করা
844,abfahren::V,адʼяжджаць,প্রস্থান করা
845,anhalten::V,спыніцца,থামা
846,anhalten::V,затрымацца,থামা
847,hineingehen::V,уваходзіць,ঢোকা
848,eintreten::V,увайсці,ঢোকা
849,kommen::V,прыйсці,আসা
850,ankommen::V,прыбыць,আসা
851,zurückkommen::V,вярнуцца,ফিরা
852,bleiben::V,застацца,থাকা
853,warten::V,чакаць,অপেক্ষা করা
854,erwarten::V,чакаць,অপেক্ষা করা
855,suchen::V,шукаць,খোঁজ করা
856,finden::V,знайсці,পাওয়া
857,versuchen::V,прабаваць,পরখ করা
858,vorbereiten::V,падрыхтаваць,প্রস্তুত করা
859,lieben::V,кахаць,ভালবাসা
860,mögen::V,любіць,পছন্দ করা
861,lachen::V,смяяцца,হাসা
862,rühren::V,расчуліць,হৃদয়ম্পর্শ করা
863,weinen::V,плакаць,কাঁদা
864,schimpfen::V,лаяцца,নালিশ করা
865,sich ärgern::V,сердаваць,রাগ হত্তয়া
866,sich fürchten::V,баяцца,ভয় করা
867,fürchten::V,баяцца,ডরা
868,fliehen::V,уцякаць,পালানো
869,flüchten::V,уцячы,পালানো
870,sehen::V,бачыць,দেখা
871,anschauen::V,паглядзець,দেখা
872,ansehen::V,глядзець,দেখা
873,hören::V,чуць,শোনা
874,zuhören::V,слухаць,শোনা
875,probieren::V,каштаваць,পরখ করা
876,riechen::V,нюхаць,শুঁকা
877,fühlen::V,адчуваць,অনুভব করা
878,scheinen::V,здавацца,মনে হত্তয়া
879,zu sehen sein::V,віднецца,দেখা দেত্তয়া
880,vernehmen::V,пачуць,শোনা
881,frieren::V,мёрзнуць,শীত লাগা
882,tun::V,рабіць,করা
883,können::V,умець,পারা
884,wollen::V,хацець,ইচ্ছা করা
885,anfangen::V,пачаць,আরম্ভ করা
886,beenden::V,закончыць,শেষ করা
887,aufhören::V,перастаць,থামা
888,gelingen::V,удацца,সিদ্ধিলাভ করা
889,geraten::V,аказацца,পরিণত হত্তয়া
890,öffnen::V,адчыніць,খোলা
891,schließen::V,зачыніць,বন্ধ করা
892,stellen::V,паставіць,স্থাপন করা
893,setzen::V,пасадзіць,স্থাপন করা
894,legen::V,класці,স্থাপন করা
895,berühren::V,чапаць,স্পর্শ করা
896,verbinden::V,звязаць,সংযুক্ত করা
897,bedecken::V,накрыць,ঢাকা
898,aufhängen::V,павесіць,ঝুলানো
899,anzünden::V,запаліць,জ্বালান
900,aufheben::V,падняць,কুড়াইয়া তোলা
901,zurücklassen::V,пакінуць,পরিত্যাগ করা
902,verlieren::V,згубіць,হারান
903,fallen lassen::V,упусціць,ফেলা
904,machen::V,зрабіць,গঠন করা
905,herstellen::V,вырабіць,সৃষ্টি করা
906,bauen::V,будаваць,নির্মাণ করা
907,reparieren::V,правіць,মেরামত করা
908,verbessern::V,палепшыць,উন্নতিলাভ করা
909,ändern::V,змяніць,পরিবর্তিত করা
910,graben::V,капаць,খনন করা
911,beugen::V,сагнуць,নোয়া
912,biegen::V,пагнуць,নোয়া
913,drehen::V,вярцець,ঘোরান
914,wenden::V,павярнуць,উলটাইয়া দেত্তয়া
915,umdrehen::V,перавярнуць,উলটানো
916,heben::V,падымаць,উত্তোলন করা
917,hochheben::V,падняць,উঁচু করা
918,ergreifen::V,схапіць,দখল করা
919,ergreifen::V,схваціць,দখল করা
920,halten::V,трымаць,ধরা
921,drücken::V,націскаць,টেপা
922,schieben::V,пхаць,ঠেলা
923,schieben::V,штурхаць,ঠেলা
924,kratzen::V,скрэбці,চাঁচা
925,lecken::V,лізаць,চাটা
926,beißen::V,кусаць,দংশন করা
927,abreißen::V,адарваць,বিচ্ছিন্ন করা
928,abschneiden::V,адрэзаць,বিচ্ছিন্ন করা
929,binden::V,вязаць,বন্ধন করা
930,stecken::V,уваткнуць,বিদ্ধ করা
931,brechen::V,зламаць,ভাঙা
932,klopfen::V,стукаць,আঘাত করা
933,hauen::V,біць,আঘাত করা
934,kleben::V,клеіць,সাঁটা
935,reiben::V,церці,ঘষা
936,streichen::V,намазаць,ছড়াইয়া
937,schleifen::V,тачыць,ধার দেওয়া
938,schneiden::V,рэзаць,কাটা
939,rütteln::V,хістаць,নাড়ান
940,schütteln::V,трэсці,নড়া
941,schwenken::V,махаць,দোলা
942,schütten::V,наліць,বর্ষণ করা
943,füllen::V,напоўніць,পরিপূর্ণ করা
944,einwickeln::V,загарнуць,মুড়া
945,tragen::V,несці,বহন করা
946,schleppen::V,цягнуць,টানা
947,ziehen::V,цягнуць,টানা
948,aufbewahren::V,захоўваць,রাখা
949,werfen::V,кідаць,ছুড়া
950,fangen::V,лавіць,লোফা
951,packen::V,схапіць,ধরা
952,packen::V,схваціць,ধরা
953,verstecken::V,схаваць,গোপন করা
954,teilen::V,раздзяліць,বিভক্ত করা
955,schicken::V,пасылаць,প্রেরণ করা
956,bringen::V,прынесці,আনা
957,hinzufügen::V,дабавіць,একত্র করা
958,bekommen::V,дастаць,পাওয়া
959,erhalten::V,атрымаць,পাওয়া
960,nehmen::V,ўзяць,নেওয়া
961,wählen::V,выбраць,বাছা
962,auswählen::V,адабраць,বাছা
963,bewahren::V,захаваць,বাঁচাইয়া রাখা
964,behindern::V,перашкаджаць,বাধা দেওয়া
965,verderben::V,сапсаваць,নষ্ট করা
966,beschädigen::V,пашкодзіць,ক্ষতি করা
967,zerbrechen::V,разбіць,ভাঙ্গিয়া যাওয়া
968,zerreißen::V,разадраць,ছিঁড়া
969,zerstören::V,разбурыць,বিনাশ করা
970,verbrennen::V,спаліць,দহন করা
971,geben::V,даць,দেওয়া
972,reichen::V,перадаць,দেওয়া
973,schenken::V,дарыць,উপহার দেত্তয়া
974,versprechen::V,абяцаць,প্রতিশ্রুতি দেওয়া
975,wünschen::V,жадаць,আকাঙ্ক্ষা করা
976,loben::V,хваліць,প্রশংসা করা
977,küssen::V,цалаваць,চুম্বন করা
978,wiegen::V,гушкаць,দুলানো
979,wiegen::V,калыхаць,দুলানো
980,zudecken::V,накрыць,ঢাকা
981,wecken::V,пабудзіць,জাগানো
982,zeigen::V,паказаць,দেখানো
983,führen::V,весці,পথ দেখানো
984,lehren::V,вучыць,শেখানো
985,unterrichten::V,выкладаць,শিক্ষা দেওয়া
986,aufziehen::V,выхаваць,পালন করা
987,leiten::V,кіраваць,পরিচালনা করা
988,antreiben::V,падганяць,চালনা করা
989,lassen::V,прымусіць,অনুমতি দেওয়া
990,einladen::V,запрасіць,নিমন্ত্রণ করা
991,vereinigen::V,абʼяднаць,এক করা
992,besuchen::V,наведаць,দেখিতে যাওয়া
993,treffen::V,сустрэць,সন্মুখীন হওয়া
994,sich versammeln::V,сабрацца,জড়ো হওয়া
995,spielen::V,гуляць,খেলা
996,singen::V,пець,গাওয়া
997,singen::V,спяваць,গাওয়া
998,tanzen::V,танцаваць,নাচা
999,sich trennen::V,расстацца,পৃথক করা
1000,verlassen::V,пакінуць,পরিত্যাগ করা
1001,retten::V,выратаваць,উদ্ধার করা
1002,bewachen::V,ахоўваць,পাহারা দেওয়া
1003,schützen::V,уберагаць,রক্ষা করা
1004,verteidigen::V,абараніць,রক্ষা করা
1005,sich schlagen::V,біцца,লড়াই করা
1006,sich schlagen::V,драцца,লড়াই করা
1007,schießen::V,страляць,তীরবেগে ছোটা
1008,siegen::V,перамагчы,জেতা
1009,ärgern::V,злаваць,বিরক্ত করা
1010,schlagen::V,ударыць,আঘাত করা
1011,treten::V,штурхаць,লাথি মারা
1012,stechen::V,укалоць,দংশন করা
1013,stoßen::V,папхнуць,ঠেলা
1014,stehlen::V,украсці,অপহরণ করা
1015,stören::V,перашкодзіць,ঘাঁটান
1016,belästigen::V,дакучаць,বিরক্ত করা
1017,verbergen::V,скрыць,গোপন করা
1018,verbergen::V,схаваць,গোপন করা
1019,täuschen::V,падмануць,প্রবঞ্চনা করা
1020,betrügen::V,змахляваць,প্রতারণা করা
1021,töten::V,забіць,হত্যা করা
1022,wohnen::V,жыць,বাস করা
1023,arbeiten::V,працаваць,কাজ করা
1024,sammeln::V,сабраць,সংগ্রহ করা
1025,pflücken::V,зрываць,চয়ন করা
1026,jagen::V,паляваць,শিকার করা
1027,fischen::V,рыбачыць,মাছ ধরা
1028,fassen::V,злавіць,ধরা
1029,hüten::V,пасвіць,যুথভুক্ত করা
1030,treiben::V,гнаць,চালনা করা
1031,anbinden::V,прывязаць,বন্ধন করা
1032,füttern::V,карміць,ভোজন করানো
1033,melken::V,даіць,দুগ্ধ দোহন করা
1034,hacken::V,сячы,কাটা
1035,gießen::V,паліць,বর্ষণ করা
1036,reifen::V,паспець,পাকা
1037,zubereiten::V,зварыць,রন্ধন করা
1038,zubereiten::V,згатаваць,রন্ধন করা
1039,kochen::V,варыць,রন্ধন করা
1040,backen::V,пячы,সেকা
1041,braten::V,смажыць,ভাজা
1042,umrühren::V,перамяшаць,নড়ানো
1043,stricken::V,вязаць,বোনা
1044,nähen::V,шыць,সেলাই করা
1045,färben::V,пафарбаваць,রঞ্জিত করা
1046,reinigen::V,ачысціць,পরিষ্কার করা
1047,waschen::V,мыць,পরিষ্কার করা
1048,abwischen::V,выцерці,মুছা
1049,spülen::V,паласкаць,পরিষ্কার করা
1050,fegen::V,падмятаць,ঝাঁট দেওয়া
1051,kehren::V,месці,ঝাঁট দেওয়া
1052,baden::V,купацца,অবগাহন করা
1053,sich waschen::V,мыцца,ধোয়া
1054,ausziehen::V,зняць,খুলা
1055,anziehen::V,надзець,গায়ে দেত্তয়া
1056,sich anziehen::V,адзецца,পোশাক পরা
1057,kämmen::V,прычасаць,আঁচড়ানো
1058,schmücken::V,аздобіць,সাজান করা
1059,sagen::V,сказаць,উচ্চারণ করা
1060,sprechen::V,гаварыць,বলা
1061,reden::V,размаўляць,আলাপ করা
1062,sich unterhalten::V,гутарыць,আড্ডা দেওয়া
1063,fragen::V,спытаць,জিজ্ঞাসা করা
1064,bitten::V,прасіць,প্রার্থনা করা
1065,erzählen::V,расказаць,বর্ণনা করা
1066,mitteilen::V,паведаміць,বলা
1067,nennen::V,назваць,নাম দেওয়া
1068,rufen::V,зваць,আমন্ত্রণ করা
1069,prahlen::V,хваліцца,বড়াই করা
1070,übersetzen::V,перакласці,ভাষাস্তরিত করা
1071,denken::V,думаць,ভাবা
1072,glauben::V,верыць,বিশ্বাস করা
1073,bemerken::V,заўважыць,লক্ষ্য করা
1074,erkennen::V,пазнаць,চিনিতে পারা
1075,begreifen::V,спасцігнуць,উপলব্ধি করা
1076,verstehen::V,пачуць,উপলব্ধি করা
1077,lernen::V,вучыцца,শেখা
1078,wissen::V,знаць,জানা
1079,sich erinnern an::V,памятаць,মনে করা
1080,vergessen::V,забыць,বিস্মৃত হওয়া
1081,messen::V,мераць,মাপা
1082,zählen::V,лічыць,গণনা করা
1083,rechnen::V,лічыць,হিসাব করা
1084,lesen::V,чытаць,পাঠ করা
1085,malen::V,маляваць,আঁকা
1086,zeichnen::V,рысаваць,ছকা
1087,schreiben::V,пісаць,লেখা
1088,besitzen::V,мець,অধিকার করা
1089,kaufen::V,купіць,ক্রয় করা
1090,verkaufen::V,прадаць,বেচা
1091,bezahlen::V,заплаціць,প্রদান করা
1092,zahlen::V,плаціць,প্রদান করা
1093,beherrschen::V,уладаць,শাসন করা
1094,beherrschen::V,валодаць,শাসন করা
1095,ertragen::V,выцерпець,বহন করা
