,Concept_ID,en,el
138,Wurzel::N,root,ρίζα
139,Baum::N,tree,δέντρο
140,Stamm::N,trunk,κορμός
141,Rinde::N,bark,φλούδα
142,Ast::N,limb,κλαδί
143,Zweig::N,branch,κλαδί
144,Zweig::N,branch,κλάδος
145,Blatt::N,leaf,φύλλο
146,Birke::N,birch,σημύδα
147,Kiefer[Baum]::N,pine,πεύκο
148,Weide[Baum]::N,willow,ιτιά
149,Tanne::N,fir,έλατο
150,Horn::N,horn,κέρας
151,Horn::N,horn,κέρατο
152,Feder::N,feather,φτερό
153,Fell::N,fur,δέρμα
154,Fell::N,fur,τομάρι
155,Flügel::N,wing,πτερύγιο
156,Klaue::N,claw,κουλό
157,Kralle::N,claw,νύχι
158,Schwanz::N,tail,ουρά
159,Ei::N,egg,αβγό
160,Nest::N,nest,φωλιά
161,Bau::N,lair,φωλιά
162,Tier::N,animal,ζώο
163,Herde::N,flock,κοπάδι
164,Kuh::N,cow,αγελάδα
165,Bulle::N,bull,ταύρος
166,Pferd::N,horse,άλογο
167,Schaf::N,sheep,πρόβατο
168,Schwein::N,pig,γουρούνι
169,Hund::N,dog,σκυλί
170,Hund::N,dog,σκύλος
171,Katze::N,cat,γάτα
172,Bär::N,bear,άρκτος
173,Bär::N,bear,αρκούδα
174,Eichhörnchen::N,squirrel,βερβερίτσα
175,Elch::N,elk,άλκη
176,Fuchs::N,fox,αλεπού
177,Hase::N,hare,λαγός
178,Maus::N,mouse,ποντικός
179,Wolf::N,wolf,λύκος
180,Vogel::N,bird,πουλί
181,Schwarm::N,swarm,σμήνος
182,Huhn::N,chicken,κότα
183,Huhn::N,chicken,όρνιθα
184,Hahn::N,cock,πετεινός
185,Gans::N,goose,χήνα
186,Adler::N,eagle,αετός
187,Ente::N,duck,πάπια
188,Eule::N,owl,κουκουβάγια
189,Kranich::N,crane,γερανός
190,Krähe::N,crow,καρακάξα
191,Kuckuck::N,cuckoo,κούκος
192,Schwan::N,swan,κύκνος
193,Fisch::N,fish,ψάρι
194,Barsch::N,perch,πέρκα
195,Hecht::N,pike,λούτσος
196,Schlange[Tier]::N,snake,φίδι
197,Wurm::N,worm,σκουλήκι
198,Spinne::N,spider,αράχνη
199,Ameise::N,ant,μυρμήγκι
200,Laus::N,louse,ψείρα
201,Mücke::N,midge,κουνούπι
202,Fliege::N,fly,μύγα
203,Schmetterling::N,butterfly,πεταλούδα
204,Beere::N,berry,ρόγα
205,Apfel::N,apple,μήλο
206,Pilz::N,mushroom,μανιτάρι
207,Zwiebel::N,onion,κρεμμύδι
208,Saat::N,seed,σπόρος
209,Korn::N,grain,σπυρί
210,Heu::N,hay,σανός
211,Schale::N,husk,τσόφλι
212,Grube::N,pit,λάκκος
213,Falle::N,trap,παγίδα
214,Schlinge::N,noose,θηλειά
215,Spur::N,track,ίχνος
216,Asche::N,ashes,στάχτη
217,Dreck::N,filth,βρωμιά
218,Eisen::N,iron,σίδερο
219,Gold::N,gold,μάλαμα
220,Gold::N,gold,χρυσάφι
221,Silber::N,silver,ασήμι
222,Silber::N,silver,άργυρος
223,Kohle::N,coal,κάρβουνο
224,Glas::N,glass,γυαλί
225,Lehm::N,clay,πηλός
226,Sand::N,sand,άμμος
227,Mensch::N,human,άνθρωπος
228,Mann::N,man,άνδρας
229,Frau::N,woman,γυναίκα
230,Kind::N,child,παιδί
231,Junge::N,boy,αγόρι
232,Mädchen::N,girl,κοπέλα
233,Mädchen::N,girl,κορίτσι
234,Familie::N,family,οικογένεια
235,Großvater::N,grandfather,παππούς
236,Großmutter::N,grandmother,γιαγιά
237,Eltern::N,parents,γονείς
238,Vater::N,father,πατέρας
239,Mutter::N,mother,μητέρα
240,Sohn::N,son,γιος
241,Tochter::N,daughter,κόρη
242,Bruder::N,brother,αδελφός
243,Schwester::N,sister,αδελφή
244,Onkel::N,uncle,θείος
245,Tante::N,aunt,θεία
246,Ehemann::N,husband,σύζυγος
247,Ehefrau::N,wife,σύζυγος
248,Freude::N,joy,χαρά
249,Gelächter::N,laughter,γέλια
250,Glück::N,happiness,ευτυχία
251,Kummer::N,grief,έγνοια
252,Wunsch::N,wish,επιθυμία
253,Lust::N,desire,όρεξη
254,Geist::N,spirit,πνέυμα
255,Gedanke::N,thought,σκέψη
256,Gedächtnis::N,memory,μνήμη
257,Verstand::N,mind,νους
258,Sinn::N,meaning,νόημα
259,Grund::N,reason,λόγος
260,Wahrheit::N,truth,αλήθεια
261,Gespräch::N,talk,συνομιλία
262,Märchen::N,fairy tale,παραμύθι
263,Erzählung::N,story,διήγημα
264,Nachricht::N,message,είδηση
265,Neuigkeit::N,news,νέο
266,Name::N,name,όνομα
267,Rätsel::N,puzzle,αίνιγμα
268,Rede::N,speech,λόγος
269,Rede::N,speech,ομιλία
270,Sprache::N,language,γλώσσα
271,Stimme::N,voice,φωνή
272,Wort::N,word,λέξη
273,Zeichen::N,sign,σημείο
274,Ruf::N,call,κραυγή
275,Lärm::N,noise,θόρυβος
276,Laut::N,sound,ήχος
277,Ton::N,tone,ήχος
278,Ton::N,tone,τόνος
279,Lied::N,song,τραγούδι
280,Ruhe::N,calm,ησυχία
281,Leute::N,people,κόσμος
282,Leute::N,people,άνθρωποι
283,Volk::N,nation,λαός
284,Arbeit::N,work,εργασία
285,Gast::N,guest,επισκέπτης
286,Geschenk::N,gift,δώρο
287,Spiel::N,game,παιχνίδι
288,Gesellschaft::N,company,κοινωνία
289,Hilfe::N,help,βοήθεια
290,Freund::N,friend,φίλος
291,Kamerad::N,companion,σύντροφος
292,Angelegenheit::N,matter,υπόθεση
293,Anzahl::N,count,αριθμός
294,Art::N,sort,είδος
295,Stück::N,piece,κομμάτι
296,Teil::N,part,μέρος
297,Hälfte::N,half,μισό
298,Kreis::N,circle,κύκλος
299,Kreuz::N,cross,σταυρός
300,Linie::N,line,γραμμή
301,Strich::N,stroke,γραμμή
302,Abstand::N,gap,απόσταση
303,Entfernung::N,distance,απόσταση
304,Gegend::N,area,περιοχή
305,Gegend::N,area,τοποθεσία
306,Platz::N,space,χώρος
307,Ort::N,place,τόπος
308,Seite::N,side,πλευρά
309,Mitte::N,middle,μέση
310,Gegenstand::N,item,αντικείμενο
311,Sache::N,thing,πράγμα
312,Rand::N,fringe,άκρη
313,Rand::N,fringe,χείλος
314,Kante::N,edge,άκρη
315,Ecke::N,corner,γωνιά
316,Spitze::N,tip,μύτη
317,Ende::N,end,άκρη
318,Loch::N,hole,τρύπα
319,Winkel::N,angle,γωνία
320,Muster::N,pattern,σχέδιο
321,Größe::N,size,μέγεθος
322,Länge::N,length,μήκος
323,Höhe::N,height,ύψος
324,Gewicht::N,weight,βάρος
325,Menge::N,amount,ποσότητα
326,Haufen::N,heap,σωρός
327,Reihe::N,row,αράδα
328,Boot::N,boat,βάρκα
329,Ruder::N,oar,κουπί
330,Schlitten::N,sleigh,έλκηθρο
331,Ski::N,ski,σκι
332,Lagerfeuer::N,campfire,φωτιά
333,Last::N,load,φορτίο
334,Gang::N,walk,δρόμος
335,Schritt::N,step,βήμα
336,Norden::N,north,βορράς
337,Süden::N,south,νότος
338,Westen::N,west,δύση
339,Osten::N,east,ανατολή
340,Holz::N,wood,ξύλο
341,Brett::N,board,σανίδι
342,Platte::N,slab,πλάκα
343,Stütze::N,bracket,στήριγμα
344,Stange::N,pole,ραβδί
345,Stange::N,pole,κοντός
346,Stock::N,stick,ξύλο
347,Stock::N,stick,μπαστούνι
348,Stab::N,staff,ραβδί
349,Rohr::N,pipe,σωλήνας
350,Haus::N,house,σπίτι
351,Heim::N,home,σπίτι
352,Ofen::N,stove,σόμπα
353,Ofen::N,stove,θερμάστρα
354,Fußboden::N,floor,πάτωμα
355,Tisch::N,table,τραπέζι
356,Stuhl::N,chair,καρέκλα
357,Wiege::N,cradle,κούνια
358,Bett::N,bed,κρεβάτι
359,Regal::N,shelf,ράφι
360,Kiste::N,box,κιβώτιο
361,Fenster::N,window,παράθυρο
362,Tür::N,door,πόρτα
363,Tor::N,gate,πύλη
364,Zaun::N,fence,φράχτης
365,Dach::N,roof,στέγη
366,Leiter::N,ladder,σκάλα
367,Leiter::N,ladder,κλίμακα
368,Besen::N,broom,σκούπα
369,Spaten::N,spade,φτυάρι
370,Schaufel::N,shovel,φτυάρι
371,Gabel::N,fork,πιρούνι
372,Löffel::N,spoon,κουτάλι
373,Messer::N,knife,μαχαίρι
374,Nagel::N,nail,καρφί
375,Netz::N,net,δίχτυ
376,Haken::N,hook,γάντζος
377,Haken::N,hook,αγκίστρι
378,Griff::N,handle,λαβή
379,Schloss::N,lock,κλειδαριά
380,Bild::N,picture,εικόνα
381,Figur::N,figure,ανάστημα
382,Puppe::N,doll,κούκλα
383,Beutel::N,pouch,πουγγί
384,Bündel::N,bundle,δεμάτι
385,Tasche::N,bag,τσάντα
386,Eimer::N,bucket,κουβάς
387,Deckel::N,cover,καπάκι
388,Geschirr::N,dishes,σκεύη
389,Sack::N,sack,σάκος
390,Tasse::N,cup,φλιτζάνι
391,Topf::N,pot,χύτρα
392,Kessel::N,kettle,καζάνι
393,Essen::N,meal,φαγητό
394,Nahrung::N,food,τροφή
395,Speise::N,dish,φαγητό
396,Fleisch::N,meat,κρέας
397,Getreide::N,corn,σιτάρι
398,Brei::N,mush,χυλός
399,Brot::N,bread,ψωμί
400,Brot::N,bread,άρτος
401,Scheibe::N,slice,φέτα
402,Fett::N,fat,πάχος
403,Butter::N,butter,βούτυρο
404,Öl::N,oil,λάδι
405,Salz::N,salt,αλάτι
406,Suppe::N,soup,σούπα
407,Honig::N,honey,μέλι
408,Milch::N,milk,γάλα
409,Tee::N,tea,τσάι
410,Leder::N,leather,πετσί
411,Wolle::N,wool,μαλλί
412,Stoff::N,cloth,ύφασμα
413,Nadel::N,needle,βελόνα
414,Faden::N,thread,κλωστή
415,Knopf::N,button,κουμπί
416,Knoten::N,knot,κόμπος
417,Farbe::N,paint,μπογιά
418,Kleidung::N,clothes,ρούχα
419,Kleidung::N,clothes,ενδυμασία
420,Hemd::N,shirt,πουκάμισο
421,Kragen::N,collar,κολάρο
422,Ärmel::N,sleeve,μανίκι
423,Hose::N,trousers,πανταλόνι
424,Gürtel::N,belt,ζώνη
425,Mütze::N,cap,σκούφος
426,Schuh::N,shoe,παπούτσι
427,Stiefel::N,boot,μπότα
428,Ring::N,ring,δαχτυλίδι
429,Band::N,ribbon,κορδέλα
430,Kamm::N,comb,χτένα
431,Spiegel::N,mirror,καθρέφτης
432,Riemen::N,strap,λουρί
433,Schnur::N,string,κορδόνι
434,Leine::N,leash,σχοινί
435,Decke::N,blanket,κουβέρτα
436,Kissen::N,pillow,μαξιλάρι
437,Tuch::N,scarf,πανί
438,Tuch::N,scarf,μαντήλι
439,Handtuch::N,towel,πετσέτα
440,Kraft::N,force,δύναμη
441,Stärke::N,strength,ισχύς
442,Stärke::N,strength,δύναμη
443,Gesundheit::N,health,υγεία
444,Krankheit::N,illness,αρρώστια
445,Schmerz::N,pain,πόνος
446,Wunde::N,wound,πληγή
447,Fieber::N,fever,πυρετός
448,Arznei::N,medicine,φάρμακο
449,Brücke::N,bridge,γέφυρα
450,Brunnen::N,well,πηγάδι
451,Weide::N,pasture,βοσκή
452,Pfad::N,path,μονοπάτι
453,Weg::N,way,δρόμος
454,Straße::N,road,οδός
455,Straße::N,road,δρόμος
456,Dorf::N,village,χωριό
457,Stadt::N,town,πόλη
458,Brief::N,letter,γράμμα
459,Brief::N,letter,επιστολή
460,Buch::N,book,βιβλίο
461,Buchstabe::N,character,γράμμα
462,Zeitung::N,newspaper,εφημερίδα
463,Leben::N,life,ζωή
464,Leben::N,life,βίος
465,Tod::N,death,θάνατος
466,Grab::N,grave,τάφος
467,Kirche::N,church,εκκλησία
468,Sünde::N,sin,αμαρτία
469,Gott::N,god,θεός
470,Arbeiter::N,worker,εργάτης
471,Chef::N,boss,προϊστάμενος
472,Meister::N,master,μάστορας
473,Meister::N,master,αρχιτεχνίτης
474,Arzt::N,doctor,γιατρός
475,Lehrer::N,teacher,δάσκαλος
476,Geld::N,money,λεφτά
477,Geld::N,money,χρήματα
478,Geschäft::N,business,συναλλαγή
479,Laden::N,shop,μαγαζί
480,Laden::N,shop,κατάστημα
481,Preis::N,price,τιμή
482,Ware::N,ware,εμπόρευμα
483,Nutzen::N,profit,όφελος
484,Reichtum::N,wealth,πλούτος
485,Welt::N,world,κόσμος
486,Land::N,country,χώρα
487,Staat::N,state,κράτος
488,Staat::N,state,πολιτεία
489,König::N,king,βασιλιάς
490,Macht::N,power,εξουσία
491,Grenze::N,border,σύνορα
492,Krieg::N,war,πόλεμος
493,Feind::N,enemy,εχθρός
494,Gewalt::N,violence,βία
495,Kampf::N,fight,αγώνας
496,Bogen[Waffe]::N,bow,τόξο
497,Pfeil::N,arrow,σαΐτα
498,Gewehr::N,gun,τουφέκι
499,Fehler::N,mistake,λάθος
500,Fehler::N,mistake,σφάλμα
501,Lüge::N,lie,ψέμα
502,Lüge::N,lie,ψεύδος
503,Schaden::N,damage,ζημία
504,Unglück::N,misfortune,δυστυχία
505,Schuld::N,fault,ενοχή
506,Schuld::N,fault,φταίξιμο
507,Alter::N,age,ηλικία
508,Schluss::N,conclusion,τέλος
509,Zeit::N,time,χρόνος
510,Tag::N,day,μέρα
511,Tag::N,day,ημέρα
512,Morgen::N,morning,πρωί
513,Mittag::N,noon,μεσημέρι
514,Abend::N,evening,βράδυ
515,Nacht::N,night,νύχτα
516,Woche::N,week,εβδομάδα
517,Monat::N,month,μήνας
518,Jahr::N,year,έτος
519,Jahr::N,year,χρόνος
520,Frühling::N,spring,άνοιξη
521,Sommer::N,summer,καλοκαίρι
522,Herbst::N,autumn,φθινόπωρο
523,Winter::N,winter,χειμώνας
524,Januar::N,January,Ιανουάριος
525,Februar::N,February,Φεβρουάριος
526,März::N,March,Μάρτιος
527,April::N,April,Απρίλιος
528,Mai::N,May,Μάιος
529,Juni::N,June,Ιούνιος
530,Juli::N,July,Ιούλιος
531,August::N,August,Αύγουστος
532,September::N,September,Σεπτέμβριος
533,Oktober::N,October,Οκτώβριος
534,November::N,November,Νοέμβριος
535,Dezember::N,December,Δεκέμβριος
536,Montag::N,Monday,Δευτέρα
537,Dienstag::N,Tuesday,Τρίτη
538,Mittwoch::N,Wednesday,Τετάρτη
539,Donnerstag::N,Thursday,Πέμπτη
540,Freitag::N,Friday,Παρασκευή
541,Samstag::N,Saturday,Σάββατο
542,Sonntag::N,Sunday,Κυριακή
543,groß::A,big,μεγάλος
544,klein::A,little,μικρός
545,lang::A,long,μακρύς
546,kurz::A,short,κοντός
547,breit::A,wide,φαρδύς
548,schmal::A,narrow,στενός
549,dicht::A,dense,πυκνός
550,dick[Gegenstand]::A,thick,παχύς
551,dick[Gegenstand]::A,thick,χοντρός
552,dünn::A,thin,ψιλός
553,dünn::A,thin,λεπτός
554,fein::A,delicate,ψιλός
555,fest::A,firm,στερεός
556,flach::A,flat,επίπεδος
557,glatt::A,smooth,λείος
558,glatt::A,smooth,ομαλός
559,hart::A,hard,σκληρός
560,weich::A,soft,μαλακός
561,rund::A,round,στρογγυλός
562,spitz::A,pointed,μυτερός
563,scharf::A,sharp,κοφτερός
564,stumpf::A,blunt,αμβλύς
565,schwer::A,heavy,βαρύς
566,schön::A,beautiful,ωραίος
567,schön::A,beautiful,όμορφος
568,heiß::A,hot,ζεστός
569,warm::A,warm,θερμός
570,kalt::A,cold,κρύος
571,kalt::A,cold,ψυχρός
572,kühl::A,cool,δροσερός
573,frisch::A,fresh,νωπός
574,frisch::A,fresh,φρέσκος
575,feucht::A,damp,υγρός
576,nass::A,wet,βρεγμένος
577,trocken::A,dry,ξηρός
578,trocken::A,dry,στεγνός
579,voll::A,full,γεμάτος
580,leer::A,empty,άδειος
581,offen::A,open,ανοιχτός
582,geschlossen::A,closed,κλειστός
583,sauber::A,clean,καθαρός
584,schmutzig::A,dirty,βρώμικος
585,schmutzig::A,dirty,λερωμένος
586,roh::A,raw,ωμός
587,reif::A,ripe,ώριμος
588,lecker::A,delicious,νόστιμος
589,süß::A,sweet,γλυκός
590,bitter::A,bitter,πικρός
591,sauer::A,sour,ξινός
592,hell::A,bright,φωτεινός
593,dunkel::A,dark,σκοτεινός
594,schwarz::A,black,μαύρος
595,schwarz::A,black,μελανός
596,weiß::A,white,άσπρος
597,rot::A,red,κόκκινος
598,gelb::A,yellow,κίτρινος
599,blau::A,blue,μπλε
600,blau::A,blue,γαλανός
601,grün::A,green,πράσινος
602,grau::A,grey,γκρίζος
603,bunt::A,colourful,ποικιλόχρωπος
604,bunt::A,colorful,ποικιλόχρωπος
605,billig::A,cheap,φτηνός
606,teuer::A,dear,ακριβός
607,wertvoll::A,precious,πολύτιμος
608,blind::A,blind,τυφλός
609,taub::A,deaf,κουφός
610,kräftig::A,powerful,δυνατός
611,stark::A,strong,γερός
612,schwach::A,weak,αδύνατος
613,fett::A,fat,παχύς
614,schlank::A,slim,λεπτός
615,schlank::A,slim,λυγερός
616,hübsch::A,pretty,όμορφος
617,hübsch::A,pretty,χαριτωμένος
618,böse::A,evil,κακός
619,dumm::A,stupid,κουτός
620,dumm::A,stupid,ανόητος
621,faul::A,lazy,τεμπέλης
622,fleißig::A,diligent,εργατικός
623,geizig::A,stingy,τσιγγούνης
624,klug::A,clever,έξυπνος
625,geschickt::A,skilful,επιδέξιος
626,geschickt::A,skillful,επιδέξιος
627,lieb::A,dear,φίλος
628,lieb::A,dear,αγαπητός
629,lustig::A,merry,εύθυμος
630,lustig::A,merry,χαρούμενος
631,sanft::A,gentle,ήπιος
632,hungrig::A,hungry,πεινασμένος
633,krank::A,sick,άρρωστος
634,nackt::A,naked,γυμνός
635,traurig::A,sad,λυπημένος
636,lebendig::A,living,ζωντανός
637,gut::A,good,καλός
638,schlecht::A,bad,κακός
639,richtig::A,correct,σωστός
640,schlimm::A,nasty,άσχημος
641,wahr::A,true,αληθής
642,wahr::A,true,αληθινός
643,alt::A,old,παλιός
644,neu::A,new,νέος
645,neu::A,new,καινούργιος
646,ehemalig::A,former,παλιός
647,alt[Lebewesen]::A,aged,γέρος
648,jung::A,young,νέος
649,arm::A,poor,φτωχός
650,reich::A,rich,πλούσιος
651,bekannt::A,familiar,γνωστός
652,berühmt::A,famous,περίφημος
653,berühmt::A,famous,ξακουσμένος
654,fremd::A,foreign,ξένος
655,verschieden::A,different,διαφορετικός
656,nah::A,near,κοντινός
657,fern::A,far,μακριά
658,linker::A,left,αριστερός
659,rechter::A,right,δεξιός
660,anderer::A,other,άλλος
661,erster::A,first,πρώτος
662,zweiter::A,second,δεύτερος
663,dritter::A,third,τρίτος
664,letzter::A,last,τελευταίος
665,allein::ADV,alone,μόνος
666,auf einmal::ADV,at once,εφάπαξ
667,zusammen::ADV,together,μαζί
668,lange::ADV,long,πολύν καιρό
669,plötzlich::ADV,suddenly,έξαφνα
670,sofort::ADV,instantly,αμέσως
671,später::ADV,later,αργότερα
672,jetzt::ADV,now,τώρα
673,heute::ADV,today,σήμερα
674,morgen::ADV,tomorrow,αύριο
675,bald::ADV,soon,σε λίγο
676,bald::ADV,soon,εντός ολίγου
677,dann::ADV,then,ύστερα
678,gestern::ADV,yesterday,χτες
679,einst::ADV,once,ποτέ
680,einst::ADV,once,άλλοτε
681,damals::ADV,at that time,τότε
682,danach::ADV,afterwards,μετά
683,danach::ADV,afterwards,ύστερα
684,vorher::ADV,before,πριν
685,vorher::ADV,before,προηγουμένως
686,zuerst::ADV,at first,πρώτα
687,einmal::ADV,once,μία φορά
688,manchmal::ADV,sometimes,κάποτε
689,oft::ADV,often,συχνά
690,oft::ADV,often,πολλές φορές
691,immer::ADV,always,πάντα
692,immer::ADV,always,πάντοτε
693,niemals::ADV,never,ποτέ
694,hier::ADV,here,εδώ
695,hierhin::ADV,hither,εδώ
696,hierhin::ADV,to here,εδώ
697,hierhin::ADV,here,εδώ
698,von hier::ADV,hence,από δω
699,dort::ADV,there,εκεί
700,dorthin::ADV,thither,προς τα κει
701,dorthin::ADV,there,προς τα κει
702,dorthin::ADV,to there,προς τα κει
703,geradeaus::ADV,ahead,κατευθείαν
704,vorwärts::ADV,forward,εμπρός
705,rückwärts::ADV,backward,πίσω
706,zurück::ADV,back,πίσω
707,unten::ADV,below,κάτω
708,hinab::ADV,down,προς τα κάτω
709,oben::ADV,above,πάνω
710,oben::ADV,above,επάνω
711,hinauf::ADV,up,προς τα πάνω
712,überall::ADV,everywhere,παντού
713,nicht::ADV,not,δεν
714,ein wenig::ADV,a little,λιγάκι
715,kaum::ADV,hardly,μόλις
716,sehr::ADV,very,πολύ
717,so::ADV,so,έτσι
718,noch::ADV,still,ακόμα
719,nur::ADV,only,μόνο
720,schon::ADV,already,ήδη
721,schon::ADV,already,κιόλας
722,wieder::ADV,again,ξανά
723,vergebens::ADV,in vain,μάταια
724,vor::PRP,in front of,μπροστά σε
725,vor::PRP,in front of,μπροστά από
726,hinter::PRP,behind,πίσω από 
727,unter::PRP,under,υπό
728,unter::PRP,under,κάτω από
729,durch::PRP,through,διά
730,durch::PRP,through,διά μέσου
731,neben::PRP,next to,δίπλα σε
732,zwischen::PRP,between,μεταξύ
733,zwischen::PRP,between,ανάμεσα σε
734,wegen::PRP,because of,για
735,wegen::PRP,because of,λόγω
736,dies::PRN,this,αυτό
737,das::PRN,that,το
738,alles::PRN,everything,όλα
739,ich::PRN,I,εγώ
740,du::PRN,you,σύ
741,du::PRN,you,εσύ
742,du::PRN,thou,σύ
743,du::PRN,thou,εσύ
744,er::PRN,he,αυτός
745,wir::PRN,we,εμείς
746,ihr::PRN,you,εσείς
747,sie::PRN,they,αυτοί
748,was::FPRN,what,τι
749,wer::FPRN,who,ποιος
750,wo::FADV,where,πού
751,wohin::FADV,where ... to,πού
752,wohin::FADV,where ... to,για πού
753,wohin::FADV,where to,πού
754,wohin::FADV,where to,για πού
755,wohin::FADV,where,πού
756,wohin::FADV,where,για πού
757,wie::FADV,how,πώς
758,warum::FADV,why,γιατί
759,wieviel::FNUM,how much,πόσος
760,eins::NUM,one,ένα
761,zwei::NUM,two,δύο
762,drei::NUM,three,τρία
763,drei::NUM,three,τρεις
764,vier::NUM,four,τέσσερα
765,vier::NUM,four,τέσσερις
766,fünf::NUM,five,πέντε
767,sechs::NUM,six,έξι
768,sieben::NUM,seven,εφτά
769,acht::NUM,eight,οχτώ
770,neun::NUM,nine,εννιά
771,zehn::NUM,ten,δέκα
772,elf::NUM,eleven,έντεκα
773,zwölf::NUM,twelve,δώδεκα
774,zwanzig::NUM,twenty,είκοσι
775,dreißig::NUM,thirty,τριάντα
776,vierzig::NUM,forty,σαράντα
777,fünfzig::NUM,fifty,πενήντα
778,sechzig::NUM,sixty,εξήντα
779,siebzig::NUM,seventy,εβδομήντα
780,achtzig::NUM,eighty,ογδόντα
