,Concept_ID,et,es
847,was::FPRN,mis,qué
848,wer::FPRN,kes,quién
849,wo::FADV,kus,dónde
850,wohin::FADV,kuhu,adónde
851,wohin::FADV,kuhu,hacia dónde
852,wie::FADV,kuidas,cómo
853,warum::FADV,miks,por qué
854,wieviel::FNUM,mitu,cuánto
855,wieviel::FNUM,kui palju,cuánto
856,eins::NUM,üks,uno
857,zwei::NUM,kaks,dos
858,drei::NUM,kolm,tres
859,vier::NUM,neli,cuatro
860,fünf::NUM,viis,cinco
861,sechs::NUM,kuus,seis
862,sieben::NUM,seitse,siete
863,acht::NUM,kaheksa,ocho
864,neun::NUM,üheksa,nueve
865,zehn::NUM,kümme,diez
866,elf::NUM,üksteist,once
867,zwölf::NUM,kaksteist,doce
868,zwanzig::NUM,kakskümmend,veinte
869,dreißig::NUM,kolmkümmend,treinta
870,vierzig::NUM,nelikümmend,cuarenta
871,fünfzig::NUM,viiskümmend,cincuenta
872,sechzig::NUM,kuuskümmend,sesenta
873,siebzig::NUM,seitsekümmend,setenta
874,achtzig::NUM,kaheksakümmend,ochenta
875,neunzig::NUM,üheksakümmend,noventa
876,hundert::NUM,sada,cien
877,hundert::NUM,sada,ciento
878,tausend::NUM,tuhat,mil
879,und::CNJ,ja,y
880,oder::CNJ,või,o
881,stehen::V,seisma,estar de pie
882,sitzen::V,istuma,estar sentado
883,liegen::V,lamama,yacer
884,liegen::V,lamama,estar acostado
885,hängen::V,rippuma,pender
886,werden::V,saama,hacerse
887,werden::V,hakkama,hacerse
888,passieren::V,juhtuma,suceder
889,beginnen::V,algama,iniciarse
890,beginnen::V,algama,principiar
891,beginnen::V,hakkama,iniciarse
892,beginnen::V,hakkama,principiar
893,enden::V,lõppema,acabar
894,enden::V,lõppema,terminar
895,wechseln::V,vahelduma,variar
896,wechseln::V,vahelduma,alternar
897,aufgehen[Sonne]::V,tõusma,salir
898,untergehen[Sonne]::V,loojuma,ponerse
899,untergehen[Sonne]::V,loojuma,descender
900,scheinen[Sonne]::V,paistma,brillar
901,donnern::V,kõmisema,tronar
902,wehen::V,puhuma,soplar
903,strömen::V,voolama,afluir
904,fließen::V,voolama,fluir
905,fließen::V,voolama,correr
906,sich drehen::V,pöörduma,girar
907,schwanken::V,kõikuma,vacilar
908,schwingen::V,võnkuma,oscilar
909,fallen::V,langema,caer
910,brennen::V,põlema,arder
911,brennen::V,põlema,quemar
912,rauchen::V,suitsema,humear
913,rauchen::V,suitsema,echar humo
914,regnen::V,sadama,llover
915,gefrieren::V,kinni külmuma,helarse
916,tauen::V,sulama,deshelarse
917,schmelzen::V,sulama,fundirse
918,schmelzen::V,sulama,derretirse
919,trocknen::V,kuivama,secarse
920,sieden::V,keema,hervir
921,faulen::V,mädanema,pudrirse
922,verfaulen::V,mädanema,pudrirse
923,reißen::V,rebenema,romperse
924,versinken::V,uppuma,hundirse
925,vergehen::V,mööduma,pasar
926,erscheinen::V,ilmuma,aparecer
927,verschwinden::V,kaduma,desaparecer
928,sinken::V,vajuma,bajar
929,sinken::V,langema,bajar
930,abnehmen::V,vähenema,decrecer
931,abnehmen::V,vähenema,disminuir
932,abnehmen::V,kahenema,decrecer
933,abnehmen::V,kahenema,disminuir
934,zunehmen::V,kasvama,crecer
935,zunehmen::V,kasvama,aumentar
936,steigen::V,tõusma,subir
937,steigen::V,tõusma,ascender
938,steigen::V,üles minema,subir
939,steigen::V,üles minema,ascender
940,wachsen::V,kasvama,crecer
941,glänzen::V,läikimä,brillar
942,glänzen::V,läikimä,resplandecer
943,funkeln::V,sädelema,chispear
944,lärmen::V,lärmama,hacer ruido
945,läuten::V,helisema,sonar
946,läuten::V,helisema,repicar
947,klingeln::V,helisema,tocar el timbre
948,klirren::V,kõlisema,tintinear
949,brausen::V,kohisema,zumbar
950,rauschen::V,kohisema,murmurar
951,klingen::V,kõlama,sonar
952,bellen::V,haukuma,ladrar
953,heulen::V,uluma,ulular
954,blasen::V,puhuma,soplar
955,pfeifen::V,vilistama,silbar
956,schreien::V,karjuma,gritar
957,stöhnen::V,oigama,gemir
958,zittern::V,värisema,temblar
959,leben::V,elama,vivir
960,leben::V,elus olema,vivir
961,geboren werden::V,sündima,nacer
962,atmen::V,hingama,respirar
963,trinken::V,jooma,beber
964,essen::V,sööma,comer
965,schlucken::V,neelama,tragar
966,müde werden::V,väsima,cansarse
967,müde werden::V,väsima,fatigarse
968,einschlafen::V,uinuma,dormirse
969,schlafen::V,magama,dormir
970,aufwachen::V,ärkama,despertarse
971,aufstehen::V,ärkama,levantarse
972,aufstehen::V,üles tõusma,levantarse
973,sich erholen::V,puhkama,reposar
974,sich erholen::V,puhkama,descansar
975,krank werden::V,haigestuma,caer enfermo
976,krank werden::V,haigeks jääma,caer enfermo
977,krank sein::V,haige olema,estar enfermo
978,schmerzen::V,valutama,doler
979,husten::V,köhima,toser
980,genesen::V,toibuma,convalecer
981,genesen::V,toibuma,restablecerse
982,sterben::V,surema,morir
983,umkommen::V,surma saama,perecer
984,sich bewegen::V,liikuma,moverse
985,sich rühren::V,liikuma,rebullir
986,sich erheben::V,kerkima,levantarse
987,sich setzen::V,istet võtma,sentarse
988,hinfallen::V,kukkuma,caerse
989,hinfallen::V,maha kukkuma,caerse
990,laufen::V,kõndima,andar
991,schreiten::V,astuma,proceder
992,spazierengehen::V,jalutama,pasear
993,spazierengehen::V,jalutama,pasearse
994,eilen::V,ruttama,correr prisa
995,eilen::V,kiirustama,correr prisa
996,sich beeilen::V,ruttama,darse prisa
997,sich beeilen::V,kiirustama,darse prisa
998,sausen::V,kihutama,correr
999,sausen::V,tormama,correr
1000,rennen::V,jooksma,correr
1001,rennen::V,kihutama,correr
1002,springen::V,hüppama,saltar
1003,klettern::V,ronima,trepar
1004,klettern::V,ronima,escalar
1005,schaukeln::V,kiikuma,bambolearse
1006,kriechen::V,roomama,reptar
1007,kriechen::V,roomama,arrastrarse
1008,schwimmen::V,ujuma,nadar
1009,tauchen::V,sukelduma,bucear
1010,tauchen::V,sukelduma,sumergirse
1011,rudern::V,sõudma,remar
1012,fahren::V,sõitma,ir
1013,fliegen::V,lendama,volar
1014,gehen::V,käima,ir
1015,gehen::V,käima,andar
1016,gehen::V,minema,ir
1017,gehen::V,minema,andar
1018,weggehen::V,ära minema,irse
1019,weggehen::V,ära minema,marcharse
1020,weggehen::V,välja minema,irse
1021,weggehen::V,välja minema,marcharse
1022,abfahren::V,väljuma,salir
1023,abfahren::V,väljuma,partir
1024,abfahren::V,ära sõitma,salir
1025,abfahren::V,ära sõitma,partir
1026,anhalten::V,peatuma,parar
1027,anhalten::V,peatuma,pararse
1028,hineingehen::V,sisenema,entrar
1029,hineingehen::V,sisse minema,entrar
1030,eintreten::V,sisenema,entrar
1031,eintreten::V,sisse astuma,entrar
1032,kommen::V,tulema,venir
1033,ankommen::V,saabuma,llegar
1034,zurückkommen::V,tagasi tulema,volver
1035,zurückkommen::V,tagasi tulema,regresar
1036,bleiben::V,jääma,quedarse
1037,warten::V,ootama,esperar
1038,erwarten::V,ootama,esperar
1039,erwarten::V,lootma,esperar
1040,suchen::V,otsima,buscar
1041,finden::V,leidma,hallar
1042,finden::V,leidma,encontrar
1043,versuchen::V,püüdma,intentar
1044,versuchen::V,üritama,intentar
1045,versuchen::V,katsetama,intentar
1046,vorbereiten::V,valmistama,preparar
1047,lieben::V,armastama,amar
1048,lieben::V,armastama,querer
1049,mögen::V,sallima,querer
1050,mögen::V,meeldima,querer
1051,lachen::V,naerma,reír
1052,rühren::V,liigutama,conmover
1053,rühren::V,heldima panema,conmover
1054,weinen::V,nutma,llorar
1055,schimpfen::V,sõimama,regañar
1056,sich ärgern::V,ärrituma,enfadarse
1057,sich ärgern::V,vihastuma,enfadarse
1058,sich fürchten::V,kartma,tener miedo
1059,sich fürchten::V,hirmu tundma,tener miedo
1060,fürchten::V,kartma,temer
1061,fürchten::V,kartma,tener miedo a
1062,fliehen::V,põgenema,huir
1063,flüchten::V,põgenema,escaparse
1064,sehen::V,nägema,ver
1065,anschauen::V,vaatama,mirar
1066,ansehen::V,vaatama,mirar
1067,hören::V,kuulma,oír
1068,zuhören::V,kuulama,escuchar
1069,probieren::V,proovima,probar
1070,probieren::V,proovima,degustar
1071,riechen::V,nuusutama,oler
1072,fühlen::V,tundma,sentir
1073,scheinen::V,näida,parecer
1074,scheinen::V,ilmuda,parecer
1075,zu sehen sein::V,ilmuma,poder verse
1076,vernehmen::V,üle kuulama,oír
1077,vernehmen::V,üle kuulama,percibir
1078,frieren::V,külmetada,tener frío
1079,tun::V,tegema,hacer
1080,können::V,võima,poder
1081,können::V,oskama,poder
1082,wollen::V,tahtma,querer
1083,anfangen::V,hakkama,iniciar
1084,anfangen::V,alustama,iniciar
1085,beenden::V,lõpetama,acabar
1086,beenden::V,lõpetama,terminar
1087,aufhören::V,lakkama,cesar
1088,gelingen::V,õnnestuma,salir bien
1089,geraten::V,jõudma,salir
1090,geraten::V,jõudma,dar resultado
1091,öffnen::V,avama,abrir
1092,schließen::V,sulgema,cerrar
1093,stellen::V,panema,poner
1094,stellen::V,panema,colocar
1095,stellen::V,asetama,poner
1096,stellen::V,asetama,colocar
1097,setzen::V,panema,poner
1098,setzen::V,panema,colocar
1099,legen::V,panema,poner
1100,legen::V,asetama,poner
1101,berühren::V,riivama,tocar
1102,berühren::V,puudutama,tocar
1103,verbinden::V,ühendama,unir
1104,verbinden::V,ühendama,juntar
1105,bedecken::V,katma,tapar
1106,bedecken::V,katma,cubrir
1107,aufhängen::V,riputama,colgar
1108,anzünden::V,süütama,encender
1109,aufheben::V,üles tõstma,recoger
1110,zurücklassen::V,jätma,dejar
1111,verlieren::V,kaotama,perder
1112,fallen lassen::V,maha pillama,dejar caer
1113,fallen lassen::V,kukkuda laskma,dejar caer
1114,machen::V,tegema,hacer
1115,herstellen::V,valmistama,fabricar
1116,bauen::V,ehitama,construir
1117,reparieren::V,parandama,reparar
1118,verbessern::V,parandama,mejorar
1119,ändern::V,muutma,mudar
1120,ändern::V,muutma,modificar
1121,ändern::V,ümber tegema,mudar
1122,ändern::V,ümber tegema,modificar
1123,graben::V,kaevama,cavar
1124,beugen::V,painutama,doblar
1125,beugen::V,painutama,inclinar
1126,biegen::V,painutama,doblar
1127,drehen::V,keerama,volver
1128,drehen::V,keerama,hacer girar
1129,wenden::V,ümber pöörama,volver
1130,umdrehen::V,ümber keerama,revolver
1131,heben::V,tõstma,levantar
1132,hochheben::V,üles tõstma,alzar
1133,hochheben::V,kõrgele tõstma,alzar
1134,ergreifen::V,haarama,coger
1135,halten::V,hoidma,tener
1136,drücken::V,pigistama,apretar
1137,schieben::V,lükkama,empujar
1138,kratzen::V,kraapima,rascar
1139,lecken::V,lakkuma,lamer
1140,beißen::V,purema,morder
1141,beißen::V,hammustama,morder
1142,abreißen::V,rebima,arrancar
1143,abreißen::V,ära rebima,arrancar
1144,abschneiden::V,ära lõikama,cortar
1145,binden::V,siduma,atar
1146,stecken::V,pistma,meter
1147,brechen::V,murdma,romper
1148,brechen::V,murdma,quebrar
1149,klopfen::V,koputama,golpear
1150,hauen::V,lööma,pegar
1151,kleben::V,kleepima,pegar
1152,kleben::V,kleepima,encolar
1153,reiben::V,hõõruma,frotar
1154,streichen::V,silitama,untar
1155,streichen::V,silitama,recubrir
1156,schleifen::V,lihvima,afilar
1157,schleifen::V,teritama,afilar
1158,schneiden::V,lõikama,cortar
1159,rütteln::V,raputama,agitar
1160,schütteln::V,raputama,agitar
1161,schütteln::V,raputama,sacudir
1162,schütteln::V,loksutama,agitar
1163,schütteln::V,loksutama,sacudir
1164,schwenken::V,vehkima,menear
1165,schwenken::V,lehvitama,menear
1166,schütten::V,kallama,verter
1167,füllen::V,täitma,llenar
1168,einwickeln::V,sisse mähkima,envolver
1169,tragen::V,kandma,llevar
1170,schleppen::V,tassima,arrastrar
1171,schleppen::V,lohistama,arrastrar
1172,ziehen::V,vedama,tirar
1173,ziehen::V,tõmbama,tirar
1174,aufbewahren::V,säilitama,conservar
1175,aufbewahren::V,alal hoidma,conservar
1176,werfen::V,viskama,echar
1177,werfen::V,viskama,lanzar
1178,fangen::V,püüdma,coger
1179,packen::V,kinni haarama,agarrar
1180,packen::V,kinni võtma,agarrar
1181,verstecken::V,peitma,esconder
1182,teilen::V,jagama,partir
1183,teilen::V,jagama,dividir
1184,teilen::V,jaotama,partir
1185,teilen::V,jaotama,dividir
1186,schicken::V,saatma,enviar
1187,bringen::V,viima,traer
1188,hinzufügen::V,lisama,añadir
1189,bekommen::V,saama,obtener
1190,bekommen::V,saama,conseguir
1191,erhalten::V,saama,recibir
1192,nehmen::V,võtma,tomar
1193,wählen::V,valima,elegir
1194,auswählen::V,valima,escoger
1195,auswählen::V,valima,seleccionar
1196,bewahren::V,hoidma,guardar
1197,bewahren::V,hoidma,preservar
1198,behindern::V,takistama,estorbar
1199,behindern::V,takistama,obstaculizar
1200,verderben::V,rikkuma,estropear
1201,beschädigen::V,rikkuma,deteriorar
1202,zerbrechen::V,katki tegema,romper
1203,zerbrechen::V,katki tegema,quebrar
1204,zerreißen::V,katki rebima,desgarrar
1205,zerreißen::V,katki rebima,despedazar
1206,zerstören::V,purustama,destruir
1207,zerstören::V,purustama,destrozar
1208,verbrennen::V,põletama,quemar
1209,geben::V,andma,dar
1210,reichen::V,andma,pasar
1211,reichen::V,ulatama,pasar
1212,schenken::V,kinkima,regalar
1213,versprechen::V,lubama,prometer
1214,versprechen::V,tõotama,prometer
1215,wünschen::V,soovima,desear
1216,loben::V,kiitma,alabar
1217,küssen::V,suudlema,besar
1218,wiegen::V,hällitama,mecer
1219,zudecken::V,kaanetama,tapar
1220,zudecken::V,kaanetama,cubrir
1221,zudecken::V,kinni katma,tapar
1222,zudecken::V,kinni katma,cubrir
1223,wecken::V,äratama,despertar
1224,zeigen::V,näitama,mostrar
1225,führen::V,juhatama,guiar
1226,führen::V,juhatama,conducir
1227,lehren::V,õpetama,enseñar
1228,lehren::V,õpetama,instruir
1229,unterrichten::V,õpetama,enseñar
1230,aufziehen::V,üles kasvatama,criar
1231,leiten::V,juhtima,guiar
1232,leiten::V,juhtima,dirigir
1233,antreiben::V,ergutama,impeler
1234,antreiben::V,ergutama,impulsar
1235,lassen::V,laskma,hacer
1236,einladen::V,kutsuma,invitar
1237,vereinigen::V,ühendama,unir
1238,besuchen::V,külastama,visitar
1239,besuchen::V,külastama,ir a ver
1240,treffen::V,kohtama,encontrar
1241,sich versammeln::V,kogunema,reunirse
1242,sich versammeln::V,kogunema,congregarse
1243,spielen::V,mängima,jugar
1244,singen::V,laulma,cantar
1245,tanzen::V,tantsima,bailar
1246,sich trennen::V,lahku minema,separarse
1247,verlassen::V,maha jätma,dejar
1248,verlassen::V,maha jätma,abandonar
1249,retten::V,päästma,salvar
1250,bewachen::V,valvama,vigilar
1251,schützen::V,kaitsma,proteger
1252,verteidigen::V,kaitsma,defender
1253,sich schlagen::V,kaklema,batirse
1254,schießen::V,tulistama,tirar
1255,schießen::V,tulistama,disparar
1256,siegen::V,võitma,vencer
1257,ärgern::V,ärritama,enojar
1258,ärgern::V,ärritama,enfadar
1259,ärgern::V,vihastama,enojar
1260,ärgern::V,vihastama,enfadar
1261,schlagen::V,lööma,pegar
1262,schlagen::V,lööma,golpear
1263,treten::V,sõtkuma,dar una patada a
1264,stechen::V,pistma,pinchar
1265,stechen::V,torkama,pinchar
1266,stoßen::V,tõukama,empujar
1267,stehlen::V,varastama,robar
1268,stehlen::V,varastama,hurtar
1269,stören::V,segama,molestar
1270,stören::V,häirima,molestar
1271,belästigen::V,ahistama,molestar
1272,belästigen::V,ahistama,importunar
1273,verbergen::V,peitma,ocultar
1274,verbergen::V,peitma,esconder
1275,verbergen::V,varjama,ocultar
1276,verbergen::V,varjama,esconder
1277,täuschen::V,petma,engañar
1278,täuschen::V,tüssama,engañar
1279,betrügen::V,petma,engañar
1280,betrügen::V,tüssama,engañar
1281,betrügen::V,truudust murtma,engañar
1282,töten::V,tapma,matar
1283,töten::V,surmama,matar
1284,wohnen::V,elama,vivir
1285,wohnen::V,elama,habitar
1286,arbeiten::V,töötama,trabajar
1287,sammeln::V,koguma,recoger
1288,sammeln::V,koguma,coleccionar
1289,sammeln::V,korjama,recoger
1290,sammeln::V,korjama,coleccionar
1291,pflücken::V,noppima,coger
1292,jagen::V,jahtima,cazar
1293,fischen::V,kalastama,pescar
1294,fischen::V,kala püüdma,pescar
1295,fassen::V,püüdma,atrapar
1296,fassen::V,püüdma,capturar
1297,hüten::V,karjatama,guardar
1298,treiben::V,ajama,aballar
1299,anbinden::V,kinni siduma,atar
1300,füttern::V,söötma,echar de comer
1301,melken::V,lüpsma,ordeñar
1302,hacken::V,raiuma,picar
1303,hacken::V,raiuma,cortar
1304,hacken::V,lõhkuma,picar
1305,hacken::V,lõhkuma,cortar
1306,gießen::V,kastma,regar
1307,reifen::V,valmima,madurar
1308,zubereiten::V,valmistama,preparar
1309,kochen::V,keetma,cocer
1310,kochen::V,keetma,guisar
1311,backen::V,küpsetama,hornear
1312,backen::V,küpsetama,cocer al horno
1313,braten::V,praadima,asar
1314,braten::V,praadima,freír
1315,umrühren::V,segama,remover
1316,stricken::V,kuduma,hacer punto
1317,stricken::V,kuduma,hacer calceta
1318,nähen::V,õmblema,coser
1319,färben::V,värvima,teñir
1320,färben::V,värvima,colorear
1321,reinigen::V,puhastama,limpiar
1322,waschen::V,pesema,lavar
1323,abwischen::V,puhtaks pühkima,fregar
1324,abwischen::V,puhtaks pühkima,limpiar
1325,spülen::V,uhtma,aclarar
1326,spülen::V,uhtma,enjuagar
1327,fegen::V,pühkima,barrer
1328,fegen::V,pühkima,pasar la escoba
1329,kehren::V,pühkima,barrer
1330,baden::V,suplema,bañarse
1331,baden::V,kümblema,bañarse
1332,sich waschen::V,end pesema,lavarse
1333,ausziehen::V,käest võtma,quitar
1334,ausziehen::V,käest võtma,quitarse
1335,ausziehen::V,jalast võtma,quitar
1336,ausziehen::V,jalast võtma,quitarse
1337,ausziehen::V,seljast võtma,quitar
1338,ausziehen::V,seljast võtma,quitarse
1339,anziehen::V,jalga panema,ponerse
1340,sich anziehen::V,riietuma,vestirse
1341,kämmen::V,kammima,peinar
1342,schmücken::V,kaunistama,adornar
1343,sagen::V,ütlema,decir
1344,sprechen::V,rääkima,hablar
1345,sprechen::V,kõnelema,hablar
1346,reden::V,kõnelema,hablar
1347,reden::V,kõnelema,conversar
1348,sich unterhalten::V,vestlema,charlar
1349,sich unterhalten::V,vestlema,conversar
1350,fragen::V,küsima,preguntar
1351,bitten::V,paluma,rogar
1352,erzählen::V,jutustama,contar
1353,mitteilen::V,teatama,comunicar
1354,mitteilen::V,teatama,participar
1355,mitteilen::V,teada andma,comunicar
1356,mitteilen::V,teada andma,participar
1357,nennen::V,nimetama,llamar
1358,nennen::V,nimetama,nombrar
1359,rufen::V,kutsuma,llamar
1360,prahlen::V,hooplema,jactarse
1361,übersetzen::V,tõlkima,traducir
1362,denken::V,mõtlema,pensar
1363,glauben::V,uskuma,creer
1364,bemerken::V,märkama,notar
1365,erkennen::V,ära tundma,reconocer
1366,begreifen::V,aru saama,concebir
1367,verstehen::V,mõistma,entender
1368,verstehen::V,mõistma,comprender
1369,lernen::V,õppima,aprender
1370,wissen::V,teadma,saber
1371,sich erinnern an::V,mäletama,recordar
1372,sich erinnern an::V,mäletama,acordarse de
1373,vergessen::V,unustama,olvidar
1374,messen::V,mõõtma,medir
1375,zählen::V,loendama,contar
1376,rechnen::V,arvutama,contar
1377,rechnen::V,arvutama,calcular
1378,lesen::V,lugema,leer
1379,malen::V,maalima,pintar
1380,zeichnen::V,joonistama,dibujar
1381,schreiben::V,kirjutama,escribir
1382,besitzen::V,omama,poseer
1383,kaufen::V,ostma,comprar
1384,verkaufen::V,müüma,vender
1385,bezahlen::V,tasuma,pagar
1386,zahlen::V,maksma,pagar
1387,beherrschen::V,valitsema,dominar
1388,ertragen::V,taluma,soportar
