,Concept_ID,sv,ku
288,Lied::N,sång,sitran
289,Ruhe::N,ro,rihetî
290,Ruhe::N,lugn,rihetî
291,Leute::N,folk,xelk
292,Volk::N,folk,xelk
293,Arbeit::N,arbete,xebat
294,Gast::N,gäst,mêvan
295,Geschenk::N,gåva,diyarî
296,Geschenk::N,present,diyarî
297,Spiel::N,lek,lîstik
298,Spiel::N,spel,lîstik
299,Gesellschaft::N,sällskap,komal
300,Hilfe::N,hjälp,alîkarî
301,Freund::N,vän,heval
302,Kamerad::N,kamrat,heval
303,Angelegenheit::N,ärende,pirsgirêk
304,Angelegenheit::N,angelägenhet,pirsgirêk
305,Anzahl::N,antal,çend
306,Art::N,art,çeh
307,Art::N,slag,çeh
308,Stück::N,stycke,lib
309,Stück::N,stycke,parçe
310,Teil::N,del,parçe
311,Hälfte::N,halva,nîvî
312,Kreis::N,krets,çemil
313,Kreis::N,cirkel,çemil
314,Kreuz::N,kors,xaç
315,Kreuz::N,kryss,xaç
316,Linie::N,linje,xezik
317,Strich::N,streck,xezik
318,Abstand::N,avstånd,dûrahî
319,Entfernung::N,avstånd,dûrahî
320,Gegend::N,trakt,dever
321,Platz::N,plats,çih
322,Ort::N,plats,dever
323,Ort::N,ställe,dever
324,Seite::N,sida,rûpel
325,Mitte::N,mitt,nav
326,Mitte::N,mitt,nabênê
327,Gegenstand::N,föremål,tişt
328,Sache::N,sak,tişt
329,Rand::N,rand,kevî
330,Kante::N,kant,kevî
331,Ecke::N,vrå,qunç
332,Ecke::N,hörn,qunç
333,Spitze::N,spets,derzî
334,Ende::N,ända,talî
335,Loch::N,hål,qul
336,Winkel::N,vinkel,kurnîşk
337,Muster::N,mönster,desen
338,Größe::N,storlek,mezinî
339,Länge::N,längd,dirêjahî
340,Höhe::N,höjd,bilindayî
341,Gewicht::N,tyngd,giranî
342,Menge::N,mängd,qas
343,Haufen::N,hög,lod
344,Reihe::N,rad,rêz
345,Boot::N,båt,kelek
346,Ruder::N,åra,bêrik
347,Schlitten::N,släde,xîjik
348,Ski::N,skida,lakan
349,Lagerfeuer::N,lägereld,agir
350,Last::N,last,bar
351,Last::N,börda,bar
352,Gang::N,gång,fîtêz
353,Schritt::N,steg,gav
354,Norden::N,norr,bakur
355,Süden::N,söder,başur
356,Westen::N,väster,rojava
357,Osten::N,öster,rojhilat
358,Holz::N,trä,dep
359,Brett::N,bräda,dep
360,Platte::N,platta,dep
361,Stütze::N,stöd,destek
362,Stütze::N,stötta,destek
363,Stange::N,stång,sing
364,Stock::N,käpp,çam
365,Stock::N,pinne,çam
366,Stab::N,stav,qat
367,Rohr::N,rör,borî
368,Haus::N,hus,mal
369,Haus::N,hus,xanî
370,Heim::N,hem,mal
371,Ofen::N,ugn,sobe
372,Fußboden::N,golv,binpê
373,Tisch::N,bord,mase
374,Stuhl::N,stol,kursî
375,Wiege::N,vagga,derguş
376,Bett::N,säng,qerewêle
377,Regal::N,hylla,rêbaz
378,Kiste::N,låda,sindoq
379,Fenster::N,fönster,çam
380,Fenster::N,fönster,şibeke
381,Tür::N,dörr,derî
382,Tor::N,port,derge
383,Zaun::N,staket,hejik
384,Zaun::N,stängsel,hejik
385,Dach::N,tak,sere xanî
386,Leiter::N,stege,pêling
387,Besen::N,kvast,melkes
388,Spaten::N,spade,mer
389,Schaufel::N,skovel,bêr
390,Schaufel::N,skyffel,bêr
391,Gabel::N,gaffel,çetel
392,Löffel::N,sked,kevçî
393,Messer::N,kniv,kêr
394,Nagel::N,spik,bizmar
395,Netz::N,nät,tor
396,Haken::N,krok,çenqel
397,Griff::N,tag,destî
398,Griff::N,handtag,destî
399,Schloss::N,las,qonax
400,Bild::N,bild,dimen
401,Figur::N,figur,figûr
402,Puppe::N,docka,bûk
403,Beutel::N,påse,kîsik
404,Bündel::N,bunt,pêçek
405,Bündel::N,knippa,pêçek
406,Tasche::N,väska,bêrîk
407,Eimer::N,hink,dewl
408,Eimer::N,ämbar,dewl
409,Deckel::N,lock,devik
410,Geschirr::N,servis,ferax
411,Geschirr::N,porslin,ferax
412,Sack::N,säck,tûr
413,Tasse::N,kopp,kada
414,Topf::N,gryta,beroş
415,Topf::N,kastrull,beroş
416,Kessel::N,kittel,şîril
417,Essen::N,mål,xwarin
418,Nahrung::N,näring,xwarin
419,Speise::N,maträtt,xwarin
420,Fleisch::N,kött,goşt
421,Getreide::N,säd,zad
422,Getreide::N,spannmål,zad
423,Brei::N,gröt,hewdêl
424,Brot::N,bröd,
425,Scheibe::N,skiva,parçe
426,Fett::N,fett,rûn
427,Butter::N,smör,rûn
428,Öl::N,olja,rûn
429,Salz::N,salt,xwe
430,Suppe::N,soppa,şorbe
431,Honig::N,honung,hingiv
432,Milch::N,mjölk,şîr
433,Tee::N,te,çay
434,Leder::N,läder,çerm
435,Wolle::N,ull,herî
436,Wolle::N,ylle,herî
437,Stoff::N,tyg,paç
438,Stoff::N,stoff,paç
439,Nadel::N,nål,derzî
440,Faden::N,tråd,ta
441,Knopf::N,knapp,bişkok
442,Knoten::N,knut,girêk
443,Farbe::N,färg,boyax
444,Kleidung::N,klädsel,çil
445,Hemd::N,skjorta,qutik
446,Hemd::N,skjorta,miltan
447,Kragen::N,krage,stûvang
448,Ärmel::N,ärm,hûçik
449,Hose::N,byxor,şewel
450,Gürtel::N,bälte,qayiş
451,Mütze::N,mössa,fîno
452,Schuh::N,sko,şêkal
453,Stiefel::N,stövel,gizme
454,Stiefel::N,stövel,çizme
455,Ring::N,ring,xelek
456,Band::N,band,band
457,Kamm::N,kam,şeh
458,Spiegel::N,spegel,eynik
459,Riemen::N,rem,qayiş
460,Schnur::N,snöre,doxin
461,Leine::N,lina,şirît
462,Decke::N,täcke,bataniye
463,Kissen::N,dyna,balgî
464,Kissen::N,kudde,balgî
465,Tuch::N,sjal,şar
466,Handtuch::N,handduk,dezmal
467,Kraft::N,kraft,hêz
468,Kraft::N,kraft,qewet
469,Stärke::N,styrka,xurtî
470,Gesundheit::N,hälsa,nojdarî
471,Krankheit::N,sjukdom,nexweşî
472,Schmerz::N,smärta,êş
473,Wunde::N,sår,kul
474,Fieber::N,feber,ta
475,Arznei::N,medicin,derman
476,Arznei::N,läkemedel,derman
477,Brücke::N,bro,kopî
478,Brunnen::N,brunn,çal
479,Brunnen::N,brunn,kani
480,Weide::N,bete,beyar
481,Pfad::N,stig,xaçirek
482,Weg::N,väg,rê
483,Straße::N,gata,rê
484,Dorf::N,by,gund
485,Stadt::N,stad,baçar
486,Brief::N,brev,name
487,Buch::N,bok,kitêb
488,Buch::N,bok,pirtûk
489,Buchstabe::N,bokstav,herf
490,Zeitung::N,tidning,rojname
491,Leben::N,liv,jiyan
492,Tod::N,död,mirin
493,Grab::N,grav,mezel
494,Kirche::N,kyrka,gilyas
495,Sünde::N,synd,guneh
496,Gott::N,gud,xwedê
497,Arbeiter::N,arbetare,hîşçî
498,Chef::N,chef,bêg
499,Meister::N,mästare,hoste
500,Arzt::N,läkare,doktor
501,Lehrer::N,lärare,mamoste
502,Geld::N,pengar,pere
503,Geschäft::N,rörelse,firoşgeh
504,Laden::N,affär,dikan
505,Preis::N,pris,buha
506,Ware::N,vara,tişt
507,Nutzen::N,gagn,fêde
508,Nutzen::N,nytta,fêde
509,Reichtum::N,rikedom,serwet
510,Welt::N,värld,dinya
511,Land::N,land,welat
512,Staat::N,stat,dewlet
513,König::N,kung,şah
514,König::N,kung,qral
515,König::N,konung,şah
516,König::N,konung,qral
517,Macht::N,makt,qewet
518,Macht::N,makt,destihilat
519,Grenze::N,gräns,kevî
520,Krieg::N,krig,çeng
521,Krieg::N,krig,sêwaş
522,Feind::N,fiende,dijmin
523,Gewalt::N,våld,zor
524,Kampf::N,kamp,şer
525,Kampf::N,strid,şer
526,Bogen[Waffe]::N,båge,kêvan
527,Pfeil::N,pil,çîrik
528,Gewehr::N,gevär,tifing
529,Fehler::N,fel,şaşî
530,Lüge::N,lögn,derew
531,Schaden::N,skada,xisar
532,Unglück::N,otur,bêbextî
533,Unglück::N,olycka,bêbextî
534,Schuld::N,skuld,suç
535,Alter::N,ålder,temen
536,Schluss::N,slut,girtin
537,Zeit::N,tid,çax
538,Tag::N,dag,roj
539,Morgen::N,morgon,sibeh
540,Mittag::N,middag,nîro
541,Abend::N,kväll,êvar
542,Nacht::N,natt,şev
543,Woche::N,vecka,heftî
544,Monat::N,månad,meh
545,Jahr::N,år,sal
546,Frühling::N,vår,bihar
547,Sommer::N,sommar,havîn
548,Herbst::N,höst,payîz
549,Winter::N,vinter,zistan
550,Januar::N,januari,çile
551,Februar::N,februari,sibat
552,März::N,mars,adar
553,April::N,april,nîsan
554,Mai::N,maj,gûlan
555,Juni::N,juni,hezîran
556,Juli::N,juli,tîmeh
557,August::N,augusti,tebax
558,September::N,september,îlon
559,Oktober::N,oktober,çotmeh
560,November::N,november,mijdar
561,Dezember::N,december,kanûn
562,Montag::N,måndag,duşemb
563,Dienstag::N,tisdag,sêşem
564,Mittwoch::N,onsdag,çarşemb
565,Donnerstag::N,torsdag,pêşemb
566,Freitag::N,fredag,în
567,Samstag::N,lördag,şemî
568,Sonntag::N,söndag,yekşemb
569,groß::A,stor,mezin
570,klein::A,liten,çûçik
571,lang::A,lång,dirêj
572,kurz::A,kort,kin
573,breit::A,bred,fireh
574,schmal::A,smal,tenik
575,dicht::A,tät,gir
576,dick[Gegenstand]::A,tjock,şîşman
577,dünn::A,tunn,zirav
578,fein::A,fin,tenik
579,fest::A,fast,saxlem
580,flach::A,platt,pahn
581,glatt::A,glatt,dûz
582,glatt::A,glatt,şayîk
583,hart::A,hård,hişk
584,weich::A,mjuk,nerm
585,rund::A,rund,gilover
586,spitz::A,toppig,pîj
587,spitz::A,spetsig,pîj
588,scharf::A,vass,tûj
589,scharf::A,skarp,tûj
590,stumpf::A,slö,ne tûj
591,schwer::A,tung,giran
592,schön::A,skön,xweş
593,schön::A,skön,xweşik
594,schön::A,vacker,xweş
595,schön::A,vacker,xweşik
596,heiß::A,het,kelandî
597,warm::A,varm,germ
598,kalt::A,kall,sar
599,kühl::A,sval,jemîrî
600,kühl::A,kylig,jemîrî
601,frisch::A,färsk,ter
602,feucht::A,fuktig,şil
603,nass::A,våt,şilek
604,trocken::A,torr,zuwa
605,voll::A,full,tijî
606,leer::A,tom,vala
607,offen::A,öppen,vekirî
608,geschlossen::A,stängd,asê
609,sauber::A,ren,pakij
610,schmutzig::A,snuskig,lewitî
611,roh::A,rå,xav
612,reif::A,mogen,gihaştî
613,lecker::A,läcker,xweş
614,süß::A,söt,şîrîn
615,bitter::A,besk,tahl
616,bitter::A,bitter,tahl
617,sauer::A,sur,tirş
618,hell::A,ljus,ronî
619,dunkel::A,mörk,tarî
620,schwarz::A,svart,reş
621,weiß::A,vit,sipî
622,rot::A,röd,sor
623,gelb::A,gul,zer
624,blau::A,blå,şîn
625,grün::A,grön,şîn
626,grau::A,grå,gewr
627,bunt::A,brokig,rengîn
628,billig::A,billig,erzan
629,teuer::A,dyr,biha
630,wertvoll::A,värdefull,hêja
631,wertvoll::A,värdefull,giranbiha
632,blind::A,blind,kor
633,taub::A,döv,kerr
634,kräftig::A,kraftig,gir
635,kräftig::A,kraftig,xurt
636,stark::A,stark,xurt
637,schwach::A,svag,kesad
638,fett::A,fet,qelew
639,schlank::A,slank,zirav
640,hübsch::A,snygg,xweşik
641,hübsch::A,vacker,xweşik
642,böse::A,ond,xerab
643,böse::A,ond,aciz
644,böse::A,elak,xerab
645,böse::A,elak,aciz
646,dumm::A,dum,gêj
647,faul::A,lat,têmbêl
648,fleißig::A,flitig,jêhatî
649,geizig::A,snål,destgirtî
650,geizig::A,girig,destgirtî
651,klug::A,klok,baqil
652,geschickt::A,händig,zîrek
653,geschickt::A,händig,ziring
654,geschickt::A,skicklig,zîrek
655,geschickt::A,skicklig,ziring
656,lieb::A,kär,delal
657,lieb::A,snäll,delal
658,lustig::A,rolig,kêfxweş
659,lustig::A,lustig,kêfxweş
660,sanft::A,mild,nazenîn
661,hungrig::A,hungrig,birçî
662,krank::A,sjuk,nexweş
663,nackt::A,naken,rût
664,nackt::A,naken,tazî
665,traurig::A,ledsen,xemgîn
666,traurig::A,sorgsen,xemgîn
667,lebendig::A,levande,bisaxî
668,gut::A,bra,baş
669,schlecht::A,dålig,xerab
670,richtig::A,riktig,rast
671,richtig::A,riktig,saxlem
672,schlimm::A,illa,nebaş
673,wahr::A,sann,rast
674,alt::A,gammal,pîr
675,alt::A,gammal,kevn
676,neu::A,ny,nû
677,ehemalig::A,forn,kevnar
678,ehemalig::A,forn,peşidar
679,ehemalig::A,tidigare,kevnar
680,ehemalig::A,tidigare,peşidar
681,alt[Lebewesen]::A,gammal,pîr
682,jung::A,ung,xort
683,arm::A,fattig,feqîr
684,arm::A,fattig,desteng
685,reich::A,rik,dewlemend
686,bekannt::A,känd,naskirî
687,berühmt::A,berömd,navdar
688,fremd::A,främmande,xerîb
689,verschieden::A,åtskillig,çîhê
690,nah::A,nära,nêzîk
691,fern::A,fjärran,dûr
692,linker::A,vänster,çepê
693,rechter::A,höger,rastê
694,anderer::A,annan,yê din
695,erster::A,första,yekemîn
696,zweiter::A,andra,duda
697,dritter::A,tredje,sisêya
698,letzter::A,sist,paşîn
699,allein::ADV,allena,tenê
700,auf einmal::ADV,på en gång,jar kê
701,zusammen::ADV,tillsammans,tev
702,zusammen::ADV,tillsammans,bi hev re
703,lange::ADV,länge,dirêj
704,plötzlich::ADV,plötsligt,ji nişkave
705,sofort::ADV,strax,yekser
706,sofort::ADV,genast,yekser
707,später::ADV,senare,paşiyê
708,jetzt::ADV,nu,nuha
709,heute::ADV,i dag,îro
710,morgen::ADV,i morgon,sibeh
711,bald::ADV,snart,nêzîk
712,dann::ADV,då,paşê
713,gestern::ADV,i går,do
714,einst::ADV,en gång,jar ke
715,damals::ADV,då,hîngî
716,damals::ADV,den gången,hîngî
717,danach::ADV,därefter,piştra
718,vorher::ADV,före,pîşî
719,vorher::ADV,förut,pîşî
720,zuerst::ADV,först,bere
721,einmal::ADV,en gång,çarik
722,manchmal::ADV,ibland,çarna
723,oft::ADV,ofta,gelek çaran
724,immer::ADV,alltid,daîm
725,niemals::ADV,aldrig,tu çar
726,hier::ADV,här,li vir
727,hierhin::ADV,hit,vir
728,von hier::ADV,härifrån,ji vir
729,dort::ADV,där,li wê derê
730,dorthin::ADV,dit,wêda
731,geradeaus::ADV,rätt fram,rastê rast
732,vorwärts::ADV,fram,ber bi pêş
733,vorwärts::ADV,framåt,ber bi pêş
734,rückwärts::ADV,baklänges,paşpê
735,zurück::ADV,tillbaka,paşdo
736,zurück::ADV,tillbaka,paşvê
737,unten::ADV,nere,jêrî
738,unten::ADV,nedanför,jêrî
739,hinab::ADV,ned,berjêr
740,hinab::ADV,nedåt,berjêr
741,oben::ADV,ovan,banî
742,oben::ADV,ovanpå,banî
743,hinauf::ADV,upp,banî
744,hinauf::ADV,uppåt,banî
745,überall::ADV,överallt,li her derê
746,nicht::ADV,ej,ne
747,nicht::ADV,ej,nîn
748,nicht::ADV,ej,tine
749,nicht::ADV,inte,ne
750,nicht::ADV,inte,nîn
751,nicht::ADV,inte,tine
752,ein wenig::ADV,litet,hebkî
753,kaum::ADV,knappt,tema
754,kaum::ADV,knappt,himangi
755,kaum::ADV,knappast,tema
756,kaum::ADV,knappast,himangi
757,sehr::ADV,mycket,gelek
758,so::ADV,så,weha
759,noch::ADV,än,hêj
760,noch::ADV,än,dîsa
761,noch::ADV,ännu,hêj
762,noch::ADV,ännu,dîsa
763,nur::ADV,bara,tenê
764,nur::ADV,bara,bes
765,nur::ADV,endast,tenê
766,nur::ADV,endast,bes
767,schon::ADV,redan,hew
768,wieder::ADV,åter,jar din
769,wieder::ADV,åter,dîsa
770,vergebens::ADV,förgäves,deya çun
771,vergebens::ADV,förgäves,îfleh bûn
772,vor::PRP,utanför,li ber
773,hinter::PRP,bakom,li pişt
774,unter::PRP,under,li bin
775,durch::PRP,genom,kura
776,durch::PRP,igenom,kura
777,neben::PRP,bredvid,li ba
778,neben::PRP,vid sidan av,li ba
779,zwischen::PRP,mellan,nabeyne
780,zwischen::PRP,mellan,di nav...da
781,wegen::PRP,på grund av,ji bo
782,wegen::PRP,på grund av,ji ber
783,dies::PRN,detta,ev
784,das::PRN,det,ev
785,alles::PRN,allt,hemû
786,ich::PRN,jag,ez
787,du::PRN,du,tu
788,er::PRN,han,wî
789,wir::PRN,vi,êm
790,ihr::PRN,ni,hûn
791,sie::PRN,de,we
792,was::FPRN,vad,çi
793,wer::FPRN,vem,ki
794,wo::FADV,var,li ku dere
795,wohin::FADV,vart,li ku dere
796,wie::FADV,hur,çawa
797,warum::FADV,varför,çima
798,wieviel::FNUM,hur mycket,çend
799,eins::NUM,en,yek
800,eins::NUM,ett,yek
801,zwei::NUM,två,didu
802,drei::NUM,tre,sisê
803,vier::NUM,fyra,çar
804,fünf::NUM,fem,penç
805,sechs::NUM,sex,şeş
806,sieben::NUM,sju,heft
807,acht::NUM,åtta,heşt
808,neun::NUM,nio,neh
809,zehn::NUM,tio,deh
810,elf::NUM,elva,yazdeh
811,zwölf::NUM,tolv,diwazdeh
812,zwanzig::NUM,tjugo,bîst
813,dreißig::NUM,trettio,sih
814,vierzig::NUM,fyrtio,çil
815,fünfzig::NUM,femtio,pençi
816,sechzig::NUM,sextio,şêst
817,siebzig::NUM,sjuttio,heftê
818,achtzig::NUM,åttio,heştê
819,neunzig::NUM,nittio,nod
820,hundert::NUM,hundra,sêd
821,tausend::NUM,tusen,hezar
822,und::CNJ,och,û
823,oder::CNJ,eller,an
824,oder::CNJ,eller,yan
825,stehen::V,stå,sekinîn
826,sitzen::V,sitta,rûniştin
827,liegen::V,ligga,paldan
828,hängen::V,hänga,darve kirin
829,werden::V,bli,bûn
830,passieren::V,ske,hatin holê
831,passieren::V,ske,hatin serê kesî
832,passieren::V,hända,hatin holê
833,passieren::V,hända,hatin serê kesî
834,beginnen::V,börja,li dest pêkirin
835,enden::V,ända,xalas bû
836,wechseln::V,växla,guherandin
837,wechseln::V,växla,dêgiş kirin
838,aufgehen[Sonne]::V,gå upp,hilatin
839,untergehen[Sonne]::V,gå ned,çun ava
840,scheinen[Sonne]::V,skina,şewk de
841,donnern::V,dundra,gire-gir
